,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,traceability_code,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,generic_name,allergens,brand_owner,additives,nova_score,markets,ingredients_origins,link,manufacturing,palm_ingredients
527,Kümmel - Lebensbaum,4012346156705,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,['Lebensbaum'],"['Bio', 'Bio européen', 'Bio-dynamie', 'DE-ÖKO-001', 'Demeter']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cumin', 'Assaisonnements']",,,,,,,,,,,,,,,,,,,,,,,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,,,,,,,,,,,
528,Yaourt à boire pêche,3770009083096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,GOMASIO - PRIMEAL - 250g,11555010,['France'],[],[],?,?,,?,,?,,?,,,['Boite'],,['PRIMEAL'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
530,Doony's assortis,0200031016401,['France'],[],[],?,410,1715 kj(410 kcal),21,"9,7",49,24,"5,5","0,92","0,368",,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",21 g,en quantité élevée,9.7 g,en quantité élevée,24 g,en quantité élevée,0.92 g,en quantité modérée,,+0%,+0%,-8%,-8%,+9%,+43%,-7%,-3%,-3%,23,+18%,E,+18%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,
531,Lovely salade - Delhaize,5400119518574,"['Belgique', 'France']",[],[],?,124,519 kj(124 kcal),8,"2,5","6,5","1,2","4,6","0,73","0,292",,,['Delhaize'],,,['en:Delhaize'],8 g,en quantité modérée,2.5 g,en quantité modérée,1.2 g,en faible quantité,0.73 g,en quantité modérée,,-48%,-48%,-33%,+5%,-65%,-43%,-14%,-10%,-10%,4,-25%,C,-25%,,,,,,,,,,,,,,['Delhaize'],,,,
532,Huile d'olive Citron,3760194200620,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Les adorables Youretta - Frey,7616500664012,['France'],[],[],?,573,2397 kj(573 kcal),38,27,50,49,"7,1","0,25","0,1",,,['Frey'],"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Magret de canard frais,2191804004108,['France'],[],[],?,?,,?,,?,,?,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,
535,Lasagnes aux legumes du soleil - d'aucy,3112940795339,['France'],[],[],?,108,452 kj(108 kcal),"5,1","1,2",11,"2,5","3,3","0,85","0,34",,,"[""d'aucy""]",,B,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes végétariennes', 'Lasagnes aux légumes']",5.1 g,en quantité modérée,1.2 g,en faible quantité,2.5 g,en faible quantité,0.85 g,en quantité modérée,,-15%,-13%,-3%,-35%,-15%,-20%,-26%,+17%,+17%,3,+55%,C,+55%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,,,,,,,,
536,Montbéliard aux lentilles,3425850191369,['France'],[],[],?,241,1008 kj(241 kcal),"18,1","4,4","8,7","1,4","9,7","1,1","0,44",,"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Merguez forte,2280350020400,['France'],[],[],?,298,1247 kj(298 kcal),26,11,5,"3,5",12,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Guimove,2010085108902,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,You are capable of amazing things,8719743331181,['France'],[],[],?,555,2322 kj(555 kcal),36,"3,2",51,"0,4","5,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,0200405009459,0200405009459,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Jambon sec des Pyrénées,8413107005250,['France'],[],[],?,183,766 kj(183 kcal),"2,7",1,"0,4","0,3","39,3","3,7","1,48",,,,['en:gluten-free'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambon sec des Pyrénées']",2.7 g,en faible quantité,1 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en quantité élevée,,-22%,-22%,-79%,-79%,-32%,-20%,+36%,-26%,-26%,12,-28%,D,-28%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,"['France', 'Pyrénées']",,,
542,Poivre noir moulu,3760197942527,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivres moulus', 'Poivre noir moulu']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,
543,Sandwich pain blanc crudité salade,3760238020627,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Beignets,0260244009843,['France'],[],[],?,394,1648 kj(394 kcal),19,"2,1",48,19,"6,7","0,7","0,28",,,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",19 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.7 g,en quantité modérée,,+11%,+11%,+20%,-39%,+6%,+17%,+6%,-5%,-5%,13,+8%,D,+8%,,,,,,,,,,,,,,,,,,
545,Jambonneau,3760015191809,['France'],[],[],?,185,774 kj(185 kcal),9,3,"0,5","0,5",25,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Rillettes de canard au foie gras,3760149956008,['France'],[],[],?,377,1577 kj(377 kcal),"33,4","13,2","0,4","0,4","18,7","1,9","0,76",,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",33.4 g,en quantité élevée,13.2 g,en quantité élevée,0.4 g,en faible quantité,1.9 g,en quantité élevée,,-6%,-6%,-9%,+6%,-31%,+59%,+15%,+39%,+39%,22,+14%,E,+14%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
547,Original Apple Cider,0043519000161,['France'],[],[],?,1,4 kj(1 kcal),2,0,27,24,0,0,0,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,-97%,-97%,+128%,-100%,+478%,+636%,-100%,-100%,-100%,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
548,epautre de sault - 500g,5799850410071,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
549,Produits à la truffe,3392070020437,['France'],[],[],?,5,21 kj(5 kcal),"0,1",0,"0,4",0,"0,2","97,7","39,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,"Biere ambree de l'Oncle Hansi SAINT PIERRE, 5.4°",3760062037136,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Pâté de lièvre,3514690000174,['France'],[],[],?,343,1435 kj(343 kcal),"25,42","10,1","2,67","0,25","16,12","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Saucisson de cheval,3338910000078,['France'],[],[],?,237,992 kj(237 kcal),19,"6,4","4,2",1,13,"2,53","1,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Ketchup,4600528354690,['France'],[],[],?,96,402 kj(96 kcal),"0,1",0,23,"21,3",1,2,"0,8",,,,,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",0.1 g,en faible quantité,0 g,en faible quantité,21.3 g,en quantité élevée,2 g,en quantité élevée,,-9%,-8%,-59%,-100%,+1%,+9%,-23%,+1%,+1%,13,+7%,D,+7%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,,
554,Banana strawberry nectar,0032894015952,['France'],[],[],?,53,222 kj(53 kcal),0,0,"13,3","13,3",0,"0,033","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Paté campagne,2496563015229,['France'],[],[],?,299,1251 kj(299 kcal),"24,1","9,4","5,1","1,3","15,5","1,5","0,6",,,,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",24.1 g,en quantité élevée,9.4 g,en quantité élevée,1.3 g,en faible quantité,1.5 g,en quantité modérée,,-4%,-4%,-11%,-7%,+112%,+41%,+9%,-10%,-10%,18,-5%,D,-5%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
556,Aventuriers Du Rail Europe,0824968717820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Heinz -,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Pop Cashew au poivre noir,8991002505278,['France'],[],[],?,562,2351 kj(562 kcal),36,16,45,"9,9",14,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Flan Abbaye de la Coudre,3287180000014,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Mito,3421272109012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Truffine - Gilbert,3439495202069,['France'],[],[],?,567,2372 kj(567 kcal),39,17,42,41,"9,3","0,14","0,056",,,['Gilbert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,betteraves,7333953603565,['France'],[],[],?,51,213 kj(51 kcal),1,"0,1","7,5",7,"1,5","0,8","0,32",,,,"['Sans conservateurs', 'Nutriscore']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Vin Italien,8016729971004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Box fruit,0208316030630,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Gorgonzola Mascarpone 36%,2816814014762,['France'],[],[],?,?,,?,,?,,?,,,['Gorgonzola et mascarpone'],,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Gorgonzola et mascarpone']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
566,Olives kemia,3760048380508,['France'],[],[],?,109,456 kj(109 kcal),8,1,5,0,4,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Réauté Chocolat,3545000000003,['France'],[],[],?,512,2142 kj(512 kcal),"29,9","17,3",54,"50,2","4,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Porridge Tarte a la citrouille,3770012221102,['France'],[],[],?,426,1782 kj(426 kcal),14,"1,8",56,14,12,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Orangettes et citronettes enrobees,3760115214651,['France'],[],[],?,454,1900 kj(454 kcal),"20,9","13,11","58,85","55,15","4,32","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,boudin béarnais,2205367031492,['France'],[],[],?,320,1339 kj(320 kcal),"28,6","11,1","0,1","0,1","15,6","2,15","0,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Halva pistache,5201182012354,['France'],[],[],?,540,2259 kj(540 kcal),"30,5","5,4",53,"41,5","13,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Pasta di Semola di Grano Duro,8008706055012,['France'],[],[],?,368,1540 kj(368 kcal),"0,18","0,007","77,5","2,7",12,"0,01","0,004",,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Coulis de myrtille,3760123951104,['France'],[],[],?,95,397 kj(95 kcal),"0,09","0,01","22,52","21,09","0,26","2,28","0,912",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de myrtille']",0.09 g,en faible quantité,0.01 g,en faible quantité,21.1 g,en quantité élevée,2.28 g,en quantité élevée,,-38%,-38%,-58%,-6%,-38%,-38%,-20%,+10757%,+10757%,10,+122%,C,+122%,,,,,,,,,,,,,,,,,,
574,Erdbeeren gezuckert,4334011138688,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Poulet fermier d'auvergne,0287453055638,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
576,Quenelle au Brochet Sauce Safranée,3368270444564,['France'],[],[],?,227,950 kj(227 kcal),17,"4,6",12,2,"5,2","1,2","0,48",,,,,,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",17 g,en quantité modérée,4.6 g,en quantité modérée,2 g,en faible quantité,1.2 g,en quantité modérée,,+18%,+18%,+38%,-9%,-7%,+160%,-29%,+17%,+17%,11,+32%,D,+32%,,,,,,,,,,,,,,,,,,
577,Kerstomaat In Kruidenolie Bak 1 Kilo - Sud'n'sol,3585510014350,['France'],[],[],?,181,757 kj(181 kcal),13,"0,9",12,"6,8",2,"1,2","0,48",,,"[""Sud'n'sol""]",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Crème d'artichaut a la truffe,0634438344261,['France'],[],[],?,832,3481 kj(832 kcal),17,"6,2","8,5","1,5","2,2","1,8","0,72",,,,,,"['Produits à tartiner', 'Produits à tartiner salés', ""Crèmes d'artichaut""]",17 g,en quantité modérée,6.2 g,en quantité élevée,1.5 g,en faible quantité,1.8 g,en quantité élevée,,+231%,+235%,-25%,+102%,+86%,+6%,+15%,+34%,+34%,23,+170%,E,+170%,,,,,,,,,,,,,,,,,,
579,Noix de pécan,2600161040938,['France'],[],[],?,760,3180 kj(760 kcal),72,"6,2","13,9",4,"9,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Pure Butter Ghee - 500g,5018922111419,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,,,
581,Petits sablés,3393190025067,['France'],[],[],?,485,2029 kj(485 kcal),22,9,64,26,"7,9","0,23","0,092",,"['EMB 57616', 'Saint-Julien-lès-Metz (Moselle, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,4572186888780,4572186888780,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Xylitol,3760221890107,['France'],[],[],?,240,1004 kj(240 kcal),0,0,"98,5","0,7",0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Végéta,5585288859564,['France'],[],[],?,164,686 kj(164 kcal),"0,5","0,2","8,5","0,2","8,5","56,9","22,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Bonbons des Vosges Framboises - La Confiserie Bressaude,3389681004024,['France'],[],[],?,400,1674 kj(400 kcal),0,0,98,77,0,0,0,,,['La Confiserie Bressaude'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Le Véritable Yaourt Grec - Kolios,5201704064106,['France'],"['Lait de vache pasteurisé écrémé', 'Écrémé pasteurisé de lait de vache concentré', 'crème légère', 'protéines de lait', 'ferments lactiques']",['Non végétalien'],?,135,565 kj(135 kcal),10,7,"4,5",4,6,"0,28","0,112",,,['Kolios'],,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts à la grecque', 'Yaourts à la grecque nature']",10 g,en quantité modérée,7 g,en quantité élevée,4 g,en faible quantité,0.28 g,en faible quantité,,+42%,+43%,+81%,+86%,+7%,+2%,-2%,+65%,+65%,5,+433%,C,+433%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,['Lait'],,,4,,,,,
587,Constance Céréales,0260107006569,['France'],[],[],?,269,1125 kj(269 kcal),3,"0,3","47,9","3,8","9,4","1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Monbana,3573250302035,['France'],[],[],?,548,2293 kj(548 kcal),35,19,48,42,8,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Salade de tarama,5203379006474,['France'],[],[],?,475,1987 kj(475 kcal),"47,3","7,2","10,9","0,5","1,5","1,21","0,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Kruidnoot,2031054599996,['France'],[],[],?,480,2008 kj(480 kcal),"17,3","10,9","73,7","30,5","6,5","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Crisp'italy (bouchées de fromage cuites au four),0208014005329,['France'],[],[],?,572,2393 kj(572 kcal),42,29,0,0,47,"1,6","0,64",,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2 escalopes - Le Gaulois,0217217018241,['France'],[],[],?,?,,?,,?,,?,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Luxury chocolate date,6291100880577,['France'],[],[],?,404,1690 kj(404 kcal),"17,6",8,62,51,"5,7","6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Cot'lettes,0227110030240,['France'],[],[],?,148,619 kj(148 kcal),"6,9",2,"1,2","0,4",20,"0,93","0,372",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,L'offre du boucher PORC,3263859539115,['France'],[],[],?,?,,?,,?,,?,,,,"['EMB 80318A', 'Flixecourt (Somme, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Aachi Cut Mango Pickle,8906021122108,['France'],[],[],?,0,0 kj(0 kcal),"9,6",2,"2,87","0,4","1,53","12,5",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Les Croûtons des Pêcheurs marseillais - Marius Bernard,3183811008896,['France'],[],[],?,390,1632 kj(390 kcal),"5,3","0,8","72,6","3,2","12,8","1,8","0,72",,,['Marius Bernard'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",5.3 g,en quantité modérée,0.8 g,en faible quantité,3.2 g,en faible quantité,1.8 g,en quantité élevée,,-18%,-18%,-74%,-73%,+23%,-13%,+36%,-8%,-8%,11,-25%,D,-25%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,,,,,
598,Jambon cuit de Paris supérieur,0259337016332,['France'],[],[],?,124,519 kj(124 kcal),"3,7","1,8","0,7","0,7",22,"1,9","0,76",,"['FR 95.018.022 CE', ""Argenteuil (Val-d'Oise, France)""]",,['Qualité supérieure'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",3.7 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,,-6%,-5%,-23%,-2%,+5%,+18%,+4%,+2%,+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,
599,Yaourt naturel,3484380000619,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Flan caramel -,3484380060309,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flan nappé de caramel,,,,,,,,,
601,Céleri remoulade,0201793013714,['France'],[],[],?,286,1197 kj(286 kcal),30,"2,4","1,4",0,"1,5","0,9","0,36",,,,,B,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",30 g,en quantité élevée,2.4 g,en quantité modérée,0 g,en faible quantité,0.9 g,en quantité modérée,,+120%,+120%,+159%,+143%,-57%,-100%,+24%,-11%,-11%,8,+133%,C,+133%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,,
602,Filet de Poulet,2414212057208,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
603,Sel du pêcheur,3760161120036,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"Chou blanc tranché - U - la pièce, 1UNITE",3256226087661,['France'],[],[],?,?,,?,,?,,?,,,,,"['U', 'U Bio']","['Bio', 'Cultivé en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"la pièce, 1 UNITE",,,,,,"['Magasins U', 'Super U']",['France'],,,
605,Poulet,0253079034500,['France'],[],[],?,104,435 kj(104 kcal),13,"0,4",0,0,23,"0,11","0,044",,,,['Bleu Blanc Cœur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Sun-dried tomato antipasto - Sainsbury,01098037,['France'],[],[],?,305,1276 kj(305 kcal),"22,2","2,3","17,5","8,9","5,8","2,93","1,172",,,['Sainsbury'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Prenium Aluminium Coffee Capsules,5415150320741,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2693514026574,2693514026574,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Yaourt aux fruits rouges - Fage,5201054024041,['France'],[],[],?,67,280 kj(67 kcal),0,0,"8,4","7,6","8,4","0,08","0,032",,,['Fage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Mix dulce - Norteño,8436015610873,"['France', 'Espagne']",[],[],?,534,2234 kj(534 kcal),"38,67","4,2","30,04","25,41","14,48","0,01","0,004",,,['Norteño'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",38.7 g,en quantité élevée,4.2 g,en quantité modérée,25.4 g,en quantité élevée,0.01 g,en faible quantité,,+59%,+58%,+460%,+86%,-48%,-41%,+252%,-89%,-89%,5,+4%,C,+4%,,,,,,,,,,,,,,,,,,
611,Green Tea Limone (lemon),8054619492161,['France'],[],[],?,27,113 kj(27 kcal),0,0,"6,7","6,5","0,5",0,0,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,+125%,+135%,-100%,-100%,+199%,+437%,+138%,-100%,-100%,9,+114%,D,+114%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
612,Gia Pronto,8003339001771,['France'],[],[],?,151,632 kj(151 kcal),"6,5","2,2",1,0,22,"1,8","0,72",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Chocolatine AOP,0204170022965,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Mozzarella,20794736,['France'],[],[],?,248,1038 kj(248 kcal),19,"12,9","1,5","1,5","17,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Adelin,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
