,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,allergens,generic_name,packaging,categories,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,traceability_code,palm_ingredients,brand_owner
328,Peperoncini ripieni farciti in olio di oliva - Crai,8002895023159,['Crai'],"['France', 'Italie']",[],[],?,133,556 kj(133 kcal),"9,9","1,6","2,5","2,3","8,5","0,3","0,12",,['en:gluten-free'],,,,,,,['Crai'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Piaceri Italiani - Crai,8002895050810,['Crai'],"['France', 'Italie']",[],[],?,415,1736 kj(415 kcal),"9,6","1,5",66,3,13,"1,8","0,72",,,,,,,,,['Crai'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Gressins Timo 0 al rosmarino - Crai,8002895050827,['Crai'],"['France', 'Italie']",[],[],?,426,1782 kj(426 kcal),11,"1,8",68,2,11,"1,9","0,76",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits artisanaux', 'Pains', 'Gressins', 'Gressins artisanaux']",,,['Crai'],,11 g,en quantité modérée,1.8 g,en quantité modérée,2 g,en faible quantité,1.9 g,en quantité élevée,,-0%,+0%,-6%,-13%,+3%,-7%,-4%,+1%,+1%,14,+19%,D,+19%,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
331,Cracker integrali - Crai,8002895088066,['Crai'],"['France', 'Italie']",[],[],?,424,1774 kj(424 kcal),"11,5","1,5","65,5",2,"11,2","1,75","0,7",,,,,,,,,['Crai'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Apple crumble -,8002963022015,,['France'],[],[],?,429,1795 kj(429 kcal),"17,3","8,1",63,"32,9","3,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Villani Rohschinken Pastorello - 110g,8002974020857,,['France'],[],[],?,?,,?,,?,,?,,,110 g,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Jambon cru Pastorello - Salumi Villani,8002974024022,['Salumi Villani'],['France'],[],[],?,208,870 kj(208 kcal),12,"4,8",0,0,25,"5,7","2,28",,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,"Coppa , 110g - Salumi villani",8002974024046,['Salumi villani'],['France'],"['viande de porc', 'sel dextrose', 'épices', 'antioxydant ', 'ascorbate de sodium', 'conservateur ', 'nitrite de sodium', 'nitrate de potassium']","['Non végétalien', 'Non végétarien']",?,295,1234 kj(295 kcal),21,"8,4","0,5","0,5",26,"4,5","1,8",,['en:gluten-free'],,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,,,3,21 g,en quantité élevée,8.4 g,en quantité élevée,0.5 g,en faible quantité,4.5 g,en quantité élevée,,-24%,-24%,-36%,-35%,-68%,-34%,+28%,+19%,+19%,21,-11%,E,-11%,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,
336,Speck des Alpes - Villani - 80grammes,8002974031792,['Villani'],['France'],[],[],?,320,1339 kj(320 kcal),21,"8,4","0,8","0,3",32,"4,5","1,8",80 grammes,['en:gluten-free'],,,['Barquette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Salame al tartufo,8002974037190,,['France'],[],[],?,365,1527 kj(365 kcal),29,"11,6",1,1,25,"3,6","1,44",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Venchi Sugar Free 75 Percent Extra Dark Chocolight Chocolate,8002996000394,['Venchi'],['France'],[],[],?,536,2243 kj(536 kcal),"44,5","26,7",27,"0,3","9,1","0,07","0,028",,"['en:gluten-free', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Suprema Chocolate Spread with Olive Oil - Venchi - 350g,8002996970710,['Venchi'],['France'],[],[],?,540,2259 kj(540 kcal),"34,2","4,4",44,"42,3","10,6","0,15","0,06",350 g,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,34.2 g,en quantité élevée,4.4 g,en quantité modérée,42.3 g,en quantité élevée,0.15 g,en faible quantité,,-2%,-2%,+0%,-43%,-14%,-11%,+55%,+46%,+46%,19,-8%,E,-8%,D,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,
340,CAMEO TORTA MARGHERITA,8003000017605,['Cameo'],['France'],[],[],?,228,954 kj(228 kcal),"9,9","5,5",31,15,"3,7","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Ciobar Cioccolato Monodose 100 Bustine + 6 Tazze Originali - Cameo,8003000024825,['Cameo'],['France'],[],[],?,113,473 kj(113 kcal),"1,9","1,2",19,15,"4,3","0,18","0,072",,,['Soja'],,,['Boissons'],,,,,1.9 g,en quantité modérée,1.2 g,en quantité modérée,15 g,en quantité élevée,0.18 g,en quantité modérée,,+102%,+96%,+448%,+917%,+68%,+59%,+767%,+334%,+334%,21,+174%,E,+174%,,,,,,,,,,,,,
342,Cameo Ciobar X15,8003000125010,['Cameo'],['France'],[],[],?,113,473 kj(113 kcal),"1,9","1,2",19,15,"4,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Budino - Cameo,8003000140518,['Cameo'],['France'],[],[],?,117,490 kj(117 kcal),"2,3","1,3","19,5","18,5","4,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Cameo Torta Fresca Cioccolato GR. 280 (e) - 280g,8003000141508,['Cameo'],['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,11,"4,4",280 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Tortazza Apple Pie GR60 Cameo,8003000169106,['Cameo'],['France'],"[""farine de blé tendre blanc d'œuf en poudre,amidon modifié"", ""émulsifiants:esters lactiques et acétiques de mono et diglycérides d'acides gras,jus ancentré de pomme en poudre -cp de glucose"", 'agents levants: diphosphate disodique', 'carbonate acide de sodium', 'lait écrémé erL poudre', 'jus concentré de Citron erl poudre sucre caramé ', 'iséstabilisant: acide citrique arômes Peut contenir fruits à coque', 'soja']",[],?,218,912 kj(218 kcal),1,"0,8",48,28,"4,4",0,0,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,,,
346,Preparato per Torta Crema Cioc - Cameo - 243g,8003000170904,"['Cameo', 'Dr. Oetker']",['France'],"['Préparation pour la crème goût crème ', '52g', ' : sucre', 'sirop de glucose', 'dextrose', 'amidon modifié', 'huile de palme', 'émulsifiants : acide lactique', ""esters d'acide acétique de mono- et diglycérides d'acides gras"", 'graisse de palme', 'gélatine alimentaire,protéines de lait', 'arômes', 'colorant : rocou', '\rPréparation pour la crème goût chocolat ', '61g', ' : chocolat en poudre 35% ', 'sucre', 'cacao', 'sirop de glucose', 'poudre de cacao', 'dextrose', 'amidon modifié', 'sucre', 'huile de palme', ""émulsifiants : esters d'acide lactique de mono- et diglycérides d'acides gras"", 'graisse de palme', 'gélatine', 'protéines de lait', 'sucre caramélisé', '\rPréparation pour le fond de tarte ', '130g', ' : farine de blé', 'sucre', 'huile de palme', 'amidon', 'dextrose', 'poudre de lait écrémé', ""poudre à lever : carbonate acide d'ammonium et de sodium"", ""poudre d'extrait de malt d'orge"", 'arômes']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1149,?,1149 kj(275 kcal),14,"9,4",32,16,"5,2","0,18","0,072",243g,,"['Gluten', 'Lait']",Préparation pour tarte à la crème et au chocolat,"['Carton', 'Sachets']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",,,['Noz'],4,,,,,,,,,-27%,,-26%,+36%,+118%,-46%,-47%,-13%,-71%,-71%,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E428 - Gélatine', 'E160b - Rocou', ""E503ii - Carbonate acide d'ammonium""]",,,['Huile de palme'],
347,Torta fragola e panna - Cameo,8003000171109,['Cameo'],['France'],[],[],?,270,1130 kj(270 kcal),13,"8,8",32,17,"5,1","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Honey Flavoured Twist snack,8003000178504,,['France'],[],[],?,481,2013 kj(481 kcal),19,6,74,23,4,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Cameo Prepa Pane Piz Foc 407G - PANEANGELI,8003000379901,['PANEANGELI'],['France'],"['Prépatatiorq pour pain Pizzafocaccia sans gluten amidon mats', 'farine de rjz', 'blanc d œuf en poudre', ""fibre psyllium 3'"", 'et sutre', ' épa', 'ssiesarlts gomrrte de gorr', 'rrje de guar starullis', 'rlt levure déshydratée 99%', 'émulsifiant monostéarate Ile sorblt', 'n', 'agent farines acide des 33ttraique Peut tontemr traces de lait', 'soja', 'frutt à coque pout ipainlt•• énergie 1 met', 'ères gras--e 1 ag dljnt attües gras ""ture û']",['Non végétalien'],?,265,1109 kj(265 kcal),"1,3","0,3",55,"1,7","5,9","1,7","0,68",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Préparation pour pain et focaccia,8003000380006,,['France'],[],[],?,325,1360 kj(325 kcal),"6,3",1,57,"2,1","8,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Cameo Speedy Pizza Prosciutto X3 231G,8003000550317,['Cameo'],['France'],"['farine de blé tendre', 'eau', 'fromage Tilsiter', 'sauce tomate', 'jambon blanc 77% ', 'viande de porc', 'eau', 'sel', 'dextrose', 'stabilisants: di-et triphosphatcs', 'nitrite de sodium', 'arômes de fumée', 'arômes', 'huile de colza', 'mozzarella 4,3% ', 'lait', 'sel', 'présure', 'ferments lactiques', ' levain', 'sel', 'amidon modifié', 'sucre', 'amidon de blé', ""extrait de malt d'orge"", 'basilic', 'origan', 'peut contenir traces de soja et moutarde', ' Mode de préparation : Dans le grille-pain: mettre les pizzas encore surgelées à la vertical', 'utilisant des pinces', 'et faire cuire pour 5 minutes', ' / Dans le four: enfourner les pizzas encore surgelées au milieu du four préchauffé et laisser cuire pour 5 min à 2000C / Poids net var']","['Non végétalien', 'Non végétarien']",?,271,1134 kj(271 kcal),"9,3",3,"3,6","2,2",11,"1,4","0,56",,,"['Gluten', 'Lait']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",,,,
352,My Sweet Deli Cheesecake New York Styles - Cameo - 450g,8003000570100,['Cameo'],['France'],"['fromage frais', 'crème 16%', 'sucre', 'farine de blé tendre', 'oeufs', 'crème acide 5', '9%', 'graisse de palme', 'eau', 'arome naturel', 'amidon de blé et de mais', 'huile de colza', 'agents levants : bicarbonate de sodium', 'citrates de sodium', ""carbonates d'ammonium "", ' sel', ' Peut contenir des fruits à coque']","['Huile de palme', 'Non végétalien']",?,335,1402 kj(335 kcal),21,11,30,16,"5,9","0,38","0,152",450 g,,"['Œufs', 'Lait']",,,"['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes']",,,,4,21 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,0.38 g,en quantité modérée,,+8%,+10%,+23%,+12%,-8%,-29%,+31%,+14%,+14%,18,+8%,D,+8%,D,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,"['E500ii - Carbonate acide de sodium', 'E331 - Citrates de sodium', ""E503 - Carbonates d'ammonium""]",,,['Huile de palme'],
353,mini krapfen lampone - Cameo - 175g,8003000572203,['Cameo'],"['France', 'Italie']","['farina di GRANO tenero', 'farcitura al lampone ', ""lamponi 45% pari all'8,5% sul prodotto finito"", 'sciroppo di glucosio-fruttosio', 'zucchero', 'acidificante: acido citrico', ' gelificante: pectine', ' correttore di acidità: citrati di sodio', 'grasso di palma', 'zucchero', 'acqua', 'UOVA', 'lievito', 'emulsionanti: lecitine', 'mono - e digliceridi degli acidi grassi', ' sale', 'olio di colza', 'correttore di acidità: fosfati di calcio', ' agente lievitante: carbonato acido di sodio', ' aroma naturale', ' Può contenere tracce di LATTE e FRUTTA A GUSCIO']","['Huile de palme', 'Non végétalien']",?,381,1594 kj(381 kcal),18,"8,2",47,18,"6,3","0,6","0,24",175 g,['Arômes naturels'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Confiseries', 'Surgelés', 'Desserts glacés']",,,,4,18 g,en quantité modérée,8.2 g,en quantité élevée,18 g,en quantité élevée,0.6 g,en quantité modérée,,+89%,+88%,+112%,+49%,+67%,-24%,+159%,+400%,+400%,17,+50%,D,+50%,,,,,,,,,"['E330 - Acide citrique', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E500ii - Carbonate acide de sodium']",,,,
354,Orecchiette Caserecce - Tarall'oro,8003007400035,"[""Tarall'oro""]",['France'],[],[],?,367,1536 kj(367 kcal),"1,5","0,6","75,5","1,3",12,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,,,,1.5 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en faible quantité,,,,+7%,+7%,+6%,+77%,+12%,-51%,+2%,,,,,,,,,,,,,,,,,,,
355,Tagliolina ai Funghi Porcini - Tarall’oro,8003007815174,['Tarall’oro'],['France'],"['Setnoule de BLF* dur', ' eau', 'cépes en poudre 2%', ' Peut contenir traces des ŒUFS* et produits à base de POISSONS*', ' ALLERGÈNES', ' Consen er dans un endroit frais et sec']",[],?,363,1519 kj(363 kcal),1,"0,4","75,5","1,9",12,0,0,,['Fabriqué en Italie'],"['Œufs', 'Poisson']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Tubettini trafilata al bronzo - Tarall'oro - 500g,8003007816546,"[""Tarall'oro""]",['France'],['Semoule complète de BLE dur et eau'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1527,360,1527 kj(360 kcal),"1,5","0,6","71,5","1,7",13,0,0,500 g,['Fabriqué en Italie'],['Gluten'],PÂTES ALIMENTAIRES DE SEMOULE COMPLÈTE DE BLÉ DUR DE QUALITÉ SUPÉRIEURE,['Sachet plastique transparent'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Italie'],,['Noz'],1,1.5 g,en faible quantité,0.6 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,+1%,+1%,+2%,-25%,+35%,+2%,-46%,+4%,-100%,-100%,-6,,A,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
357,Tarall'oro Farfalle Al Nero Di Seppia (squid-ink),8003007819875,['Tarall Oro'],['France'],"['Semoule de BLÉ* dur', 'eau', 'SÉPIA* 2%']",[],?,198,828 kj(198 kcal),8,0,0,0,7,0,0,,['Fabriqué en Italie'],"['Gluten', 'SÉPIA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Pasta Biologica (Trafilata al bronzo) Torchietti - Tarall'Oro - 500g e,8003007821526,"[""Tarall'Oro""]",['France'],['Semoule de blé dur biologique et eau'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1561,?,1561 kj(373 kcal),"1,5","0,6",75,"1,9","12,5","< 0,1","0,04",500 g e,"['Bio', 'Bio européen', 'Kascher', 'Point Vert', 'IT-BIO-007', 'Fabriqué en Italie', 'Sans acides gras trans', 'en:Orthodox Union Kosher', 'en:USDA Organic', 'Tréfilage au bronze', 'Agricoltura Italia', 'Agriculture Italie', 'Eco-Emballages']",['Gluten'],Pâtes alimentaires au blé dur issu de l'agriculture biologique,"['Sachet plastique', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']","[""Pastificio Di Bari Tarall'Oro Srl - Zona PIP Strada Statale 100 km 33 - 70010 Sammichele di Bari"", 'Pouilles', 'Italie', 'Bari']",http://www.taralloro.it/index.php,['Noz'],1,1.5 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en faible quantité,0.1 g,en faible quantité,+3%,,+4%,-25%,+35%,+7%,-39%,0%,+264%,+264%,-2,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,"['Italie', 'Agricoltura Italia']",,,
359,Panettone classico,8003035019353,,['France'],[],[],?,330,1381 kj(330 kcal),7,3,61,25,7,2,"0,8",,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,7 g,en quantité modérée,3 g,en quantité modérée,25 g,en quantité élevée,2 g,en quantité élevée,,-12%,-11%,-53%,-67%,+18%,-3%,+2%,+354%,+354%,19,+2%,E,+2%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,
360,Panettone - Leader Price - 900g e,8003035113051,['Leader Price'],['France'],"['Farine dehlé_', 'raisins secs ', 'raisins secs', 'huile de tournesol', 'sucre', ""écorces d'oranges confites "", ""écorces d'oranges,sirop de glucose-fructose,sucre"", 'acidjflant:acide citrique', 'beurre', "" jaune d' oeqf eau"", 'levain naturel ', 'farine de eau', ""émulsifiant mono et diglicèrides d'acide gras"", 'sirop de glucose - fructose', 'sel', 'arome naturels ']",['Non végétalien'],?,338,1414 kj(338 kcal),"9,3","5,9",58,35,"5,2","0,45","0,18",900 g e,,['Lait'],,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Italie'],,['Leader Price'],4,9.3 g,en quantité modérée,5.9 g,en quantité élevée,35 g,en quantité élevée,0.45 g,en quantité modérée,,-10%,-9%,-38%,-34%,+13%,+35%,-24%,+2%,+2%,17,-9%,D,-9%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['E330 - Acide citrique'],,,,
361,Orecchiette - Maffei - 500g,8003039000609,['Maffei'],['France'],"['semoule de blé dur', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1156,?,1156 kj(276 kcal),"1,3","0,3",55,"1,5",9,"0,01","0,004",500 g,,,pâtes,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,,"[""sapori d'Italia""]",1,1.3 g,en faible quantité,0.3 g,en faible quantité,1.5 g,en faible quantité,0.01 g,en faible quantité,,,-19%,-8%,-12%,-18%,-44%,-24%,-69%,-69%,-4,,A,,,,,,,,,,,,,,
362,Riz Superfino Carnaroli - Principe,8003055007798,['Principe'],"['France', 'Allemagne']",['PRINCIPE Rèdzzvzo RISO SUPERFINO CARNAROLI LONG GRAIN RICE RIZ LONG GRAIN LANGKORN SPITZENREIS ARROZ GRANO LARGO'],[],?,348,1456 kj(348 kcal),"1,6","0,5","75,9","0,5","7,2","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Oreillettes sucrees - LEA SAS,8003061100056,['LEA SAS'],['France'],"['C ', 'nserver dans un endroit fre', 's et sec', 'Ir form ation nutritionnel}e par g: E 514 G ZA!SSE: 28 g', ' dont saturés: 5 gg 57 g', 'F 8 g', 'SEL: 12 F Ibriqué en Crescentl:oo Sfog!ia Coop', ' S rada del Francese 10156 Torino A consommer de preterence avant le:']",[],?,514,2151 kj(514 kcal),28,5,57,14,8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Polenta Casereccia - Castello - 500g,8003086000171,"['Castello', 'AL.CA Food']",['France'],"['eau', 'farine de maïs', 'sel', ""correcteur d'acidité : acide tartrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",308,?,308 kj(74 kcal),"0,5",,15,,2,,,500 g,['Sans conservateurs'],,,"['Plastique', 'Frais']",['Polenta'],['Italie'],,['Grand Frais'],3,0.5 g,en faible quantité,,,,,,,-59%,,-59%,-77%,,-56%,,-53%,,,,,,,,,,,,,,,['E334 - Acide L-tartrique'],,,,
365,100% succo ananas - Selex - 1L,8003100150417,"['Selex', 'la doria']","['France', 'Italie']","['da Ingredienti: Succo di ananas', 'antiossidante: acido ascorbico', ' Valon medi per 100 ml dl prodotto']",[],?,51,213 kj(51 kcal),0,0,12,"9,8","0,5",0,0,1 L,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,,1,0 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0 g,en faible quantité,,+4%,+3%,-100%,-100%,+3%,-12%,+41%,-100%,-100%,5,-3%,C,-3%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['E300 - Acide ascorbique'],,,,
366,La Salsa Tonnata - Selex,8003100801456,['Selex'],['France'],[],[],?,660,2761 kj(660 kcal),"70,7","7,1","1,6","1,5","4,2","1,9","0,76",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Granelli di zucchero - Selex,8003100818515,['Selex'],['France'],"['FROLLINI CON GRANELLI Dl ZUCCHERO Ingredienti: farina di frumento', 'zucchero', 'olio di semi di girasole 17%', 'zuccheroin cristalli di copertura ', '2,2%', 'amido di frumento', 'agenti Iievitanti ', ""carbonato acido d'ammonio"", 'Carbonato acido di sodio', 'tartrato monopotassico', 'sciroppo di glucosio-fruttosio', ' latte Scremato in polvere', 'sale', 'proteine derivate dal latte', 'aromi', ' contenere tracce di frutta a gusciO', 'uova e soia', ' Senza olio di palma', ' RONSIGLI Dl CONSERVAZIONE']",['Sans huile de palme'],?,474,1983 kj(474 kcal),18,"2,2","69,8","22,1","6,8","0,75","0,3",,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Jus d'abricot - Selex,8003100825803,['Selex'],['France'],[],[],?,60,251 kj(60 kcal),0,0,"14,6","14,6",2,0,0,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'abricot""]",,,,,0 g,en faible quantité,0 g,en faible quantité,14.6 g,en quantité élevée,0 g,en faible quantité,,+9%,+10%,-100%,-100%,+12%,+15%,+569%,-100%,-100%,8,+14%,D,+14%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
369,Frollini - Selex,8003100842770,['Selex'],['France'],[],['Sans huile de palme'],?,517,2163 kj(517 kcal),"23,5","7,4",68,23,"6,5","0,43","0,172",,['en:palm-oil-free'],,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,23.5 g,en quantité élevée,7.4 g,en quantité élevée,23 g,en quantité élevée,0.43 g,en quantité modérée,,+9%,+9%,+13%,-27%,+6%,-22%,0%,-27%,-27%,19,-4%,E,-4%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
370,Le creme ai funghi porcini - Selex,8003100854025,['Selex'],['France'],[],[],?,516,2159 kj(516 kcal),"28,9",10,"49,8","18,8","8,9",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Petits pains grillés - Selex,8003100865892,['Selex'],['France'],"['PRODOTTO DA FORNO Ingredienti: farina di frumento', 'otio di semi di girasole', 'Iievito di birra', 'zucchero', 'sale', 'farina di frumento maltato', ' PUò contenere tracce di soia', ' Da consumarsi preferibilmente entro il: vedere lato']",[],?,428,1791 kj(428 kcal),"9,2","1,2",74,"4,3","10,4","1,01","0,404",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']",,,,,9.2 g,en quantité modérée,1.2 g,en faible quantité,4.3 g,en faible quantité,1.01 g,en quantité modérée,,+6%,+5%,+9%,-26%,+10%,-26%,-1%,-12%,-12%,2,-63%,B,-63%,B,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,,
372,Pasticceria - Forno Buono,8003115852054,['Forno Buono'],['France'],"['FR', ' PRODUIT DE PATISSERIE A LA LEVURE II,IGREDIEUTS: Farine de blé tendre qualité sucre', 'oeufs', 'huile de palme', ""levure nature{'e "", 'blé', 'sirop de glucose-fructose heurre', 'émulsifiant mono et diglycérides des acides aras', 'lait écrémé en poudre', 'sel', 'aromes', ' Peut ccrtten:r des traces de soja et fruit en coquille', ' Inqrédients du sucre glacé : sucre', 'amidon de blet arômes', ' Le poids', 'se réfère à un produit', 'y compris te paquet de sucre otace Produit sujet à diminution de poids Poids 750ge ', '1 Lb 10 1/2 oz', ' Fabriqué en itale']","['Huile de palme', 'Non végétalien']",?,406,1699 kj(406 kcal),"19,8","9,6","48,8","20,1","7,5","0,49","0,196",,['Entrepreneurs + Engagés'],"['Œufs', 'Gluten']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
