,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,packaging,categories,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,labels,palm_ingredients,manufacturing,traceability_code,ingredients_origins,link,brand_owner
1797,B-ready - Nutella - 19.1g,8000500257791,19.1 g,"['Nutella', 'Ferrero', 'Nutella B-Ready']",,['France'],"['Pâte à tartiner aux noisettes et au cacao nutella 76% ', 'sucre', 'huile de palme,noisettes 13%', 'cacao maigre 7,4%', 'lait écrémé en poudre 6,6%', 'lactoserum en poudre', 'émulsifiants : lécithines [soja]', 'vanilline', 'spécialité croustillante et éclats croustillants 24% ', 'farine de froment', 'huile de palme', 'levure de bière', ""extrait de malt d'orge"", 'émulsifiants : lécithines [soja]', 'sel', 'lait écrémé en poudre', 'protéines de froment', 'protéines de lait']","['Huile de palme', 'Non végétalien']",4,2083,?,2083 kj(498 kcal),"23,9","7,9","60,4","42,7","8,3","0,56","0,224",D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['E322i - Lécithine'],23.9 g,en quantité élevée,7.9 g,en quantité élevée,42.7 g,en quantité élevée,0.56 g,en quantité modérée,+1%,,+1%,+2%,-33%,-3%,+31%,+27%,+1%,+1%,24,+12%,E,+12%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],,,,,
1798,Biscuits B Ready noisettes/cacao Nutella,8000500259634,,['Nutella'],,['France'],[],[],,?,502,2100 kj(502 kcal),?,"8,4",?,"44,6","8,3","0,608","0,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Eggs - Kinder,8000500266533,,['Kinder'],['Delhaize'],"['Belgique', 'France', 'Espagne']","['cioccolato finissimo al LATTE 34% zucchero', 'LATTE intero in polvere', 'burro di cacao', 'nasta di cacão', 'emulsionanti: leciune ', 'SOIA', 'anillina', 'zucchero', 'grassi vegetali ', 'palma', 'karité', 'LATTE SCremato in polvere ', '8,5%', 'LATTE intero in polvere ', '4%', 'farina di FRUMENTO', 'cacao magro lecitine ', 'SOIA', 'vanillina', 'agenti lievitanti ', 'carbonato acido di sodio', ""carbonato acido d'ammonio"", 'sale,']","['Huile de palme', 'Non végétalien']",4,?,573,2397 kj(573 kcal),"36,5",20,"53,1","49,9","7,2","0,3","0,12",,,,"['Aliments de Pâques', 'Œufs de Pâques']","['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",36.5 g,en quantité élevée,20 g,en quantité élevée,49.9 g,en quantité élevée,0.3 g,en quantité modérée,,+4%,+4%,+8%,-0%,-1%,-4%,+8%,+49%,+49%,28,+7%,E,+7%,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,
1800,Kinder bueno mini - 270g,8000500268933,270 g,"['Kinder', 'Ferrero']",,['France'],"['Chocolat au lait 31 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'beurre concentré', 'émulsifiants: lécithines [soja]', 'vanilline', 'sucre', 'huile de palme', 'farine de froment', 'noisettes 10,8%', 'lait écrémé en poudre', 'lait en poudre', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants: lécithines [soja]', 'vanilline', 'cacao maigre', 'émulsifiants: lécithines [soja]', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'vanilline']","['Huile de palme', 'Non végétalien']",4,2384,?,2384 kj(570 kcal),"37,3","17,3","49,5","41,2","8,6","0,272","0,109",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.272 g,en faible quantité,+0%,,+0%,+1%,-1%,-1%,-1%,-1%,-7%,-7%,27,+1%,E,+1%,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],,,,,
1801,Kinder Délice - Ferrero - 780g (2 * (10 * 39g)),8000500269367,780 g (2 * (10 * 39 g)),"['Ferrero', 'Kinder']",,['France'],"['Sucre', 'graisses végétales ', 'palme', 'karité', 'sal', 'sirop de glucose-fructose', 'humectant : glycerol', 'lait en poudre réhydraté 7%', 'farine de froment 6,5%', 'lait écrémé en poudre 5%', 'dextrose', 'cacao maigre 3%', 'cacao 3%', 'oeuf 2,5%', 'lactoserum en poudre', 'jus de poire concentré', 'amidon de froment', 'lait en poudre 0,5%', 'émulsifiants ', 'lécithines [soja]', ""mono et diglycérides d'acides gras"", 'poudres à lever ', ""carbonate d'ammonium"", 'carbonate acide de sodium', 'jus de citron concentré', 'arômes', 'beurre de cacao', 'sel', 'pâte de cacao', 'beurre concentré']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1901,?,1901 kj(454 kcal),"22,6","13,1","58,8",41,"5,5","0,262","0,105",E,,"['Plastique', 'Sachet']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']","['E422 - Glycérol', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E503i - Carbonate d'ammonium"", 'E500ii - Carbonate acide de sodium']",22.6 g,en quantité élevée,13.1 g,en quantité élevée,41 g,en quantité élevée,0.262 g,en faible quantité,+4%,,+4%,-4%,+65%,+20%,+33%,-5%,-50%,-50%,25,+35%,E,+35%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,
1802,Nutella & Go - Ferrero,8000500270462,,"['Ferrero', 'Nutella & Go']",,['France'],"['Sucre', 'huile de palme', 'noisettes 13%', 'lait écrémé en poudre 8,7%', 'cacao maigre 7,4%', 'émulsifiants : lécithines [soja] ', ' vanilline', ' bâtonnets céréaliers salés : farine de froment', ""extrait de malt d'orge"", 'sel 2%', 'huile de palme', ""correcteur d'acidité : hydroxyde de sodium "", ' poudre à lever : carbonate acide de sodium', 'levure de bière']","['Huile de palme', 'Non végétalien']",4,2095,?,2095 kj(501 kcal),"23,5","8,3","62,8","41,5","7,8","1,007","0,403",,,,,"['E322i - Lécithine', 'E524 - Hydroxyde de sodium', 'E500ii - Carbonate acide de sodium']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],,,,,
1803,Nutella - Ferrero,8000500274279,,['Ferrero'],,['France'],[],[],,?,539,2255 kj(539 kcal),"30,09","10,6","57,5","56,3","6,3","0,107","0,043",D,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,30.1 g,en quantité élevée,10.6 g,en quantité élevée,56.3 g,en quantité élevée,0.107 g,en faible quantité,,-2%,-2%,-12%,+38%,+12%,+18%,-8%,+4%,+4%,26,+26%,E,+26%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,
1804,Tic tac - 98g,8000500274385,98 g,"['Tic Tac', 'Ferrero']",,['France'],"['Sucre', 'maltodextrine', 'acidifiants ', 'acide tartrique', 'acide citrique', 'épaississant : gomme arabique ', ' amidon de riz', 'arômes', 'colorants ', 'E 162', 'E 100', 'E 160a', 'E 153', 'E 120', 'concentré de spiruline et de pomme', ""agent d'enrobage "", 'gomme shellac', 'cire de carnauba', 'goyave en poudre', 'mytrille en poudre', 'jus de canneberge en poudre', 'mangue en poudre', 'antioxydant : acide ascorbique', 'jus de citron en poudre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,1665,?,1665 kj(398 kcal),"0,5","0,5","94,8","91,4","0,1","0,018","0,007",,,,,"['E334 - Acide L-tartrique', 'E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E162 - Rouge de betterave', 'E100 - Curcumine', 'E160a - Carotènes mélangés', 'E153 - Charbon végétal médicinal', 'E120 - Acide carminique', 'E903 - Cire de carnauba', 'E300 - Acide ascorbique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,
1805,Joy - kinder - 3,8000500276600,3,['Kinder'],['Magasins U'],['France'],"['Crème-dessert au lait et cacao maigre', 'avec fines gaufrettes enrobées de cacao', ""accompagnée d'une surprise Ingrédients : sucre"", 'graisses végétales ', 'palme', 'karité', 'LAIT écrémé en poudre 19,5%', 'farine de FROMENT', 'cacao maigre 3,5%', 'germe de BLE', 'amidon de FROMENT', 'pâte de cacao', ""extrait de malt d'ORGE"", 'émulsifiants: lécithines [SOJA]']","['Huile de palme', 'Non végétalien']",4,?,550,2301 kj(550 kcal),32,"15,4","56,5",51,"8,2","0,3","0,12",,,,,['E322i - Lécithine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,,,
1806,Kinder country mini,8000500278505,,['Kinder'],,['France'],[],[],,?,561,2347 kj(561 kcal),"33,8","21,9","54,9","49,1","8,6","0,275","0,11",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées au lait et aux céréales']",,33.8 g,en quantité élevée,21.9 g,en quantité élevée,49.1 g,en quantité élevée,0.275 g,en faible quantité,,+3%,+2%,+5%,+11%,-1%,+3%,+3%,-14%,-14%,28,+4%,E,+4%,,,,,,,,,,,,,,,
1807,Kinder CereAle - 275g,8000500283301,275 g,"['Kinder', 'Ferrero']",['Esselunga'],"['France', 'Italie']","['Confettura di lamponi 15,5% ', 'purea di lampone 50%', 'sciroppo di glucosio-fruttosio', 'zucchero', 'gelificante: pectina', 'acidificante: acido citrico', 'Zucchero', 'Farina di frumento', 'Farina di frumento integrale 7,5% ', 'farina di frumento', 'cruschello di frumento', ""Tuorlo d'uovo"", 'Olio di palma non idrogenato', 'Yogurt concentrato 5%', 'Olio di girasole non idrogenato', 'Fiocchi macinati ', '3,4%', ' di: riso', 'orzo', 'segale', 'avena', 'frumento', 'Glutine di frumento', 'Mandorle 2,5%', 'Proteine del latte', 'Lievito di birra', 'Destrosio', 'Lattosio', 'Aromi', 'Emulsionanti ', 'mono e digliceridi degli acidi grassi', 'Germe di grano 0,7%', 'Farina di riso', 'Panna fresca pastorizzata', 'Cacao magro', 'Sale', ""Albume d'uovo in polvere""]","['Huile de palme', 'Non végétalien']",4,?,390,1632 kj(390 kcal),"16,3","5,6","47,6","26,7","10,4","0,272","0,109",,prodotto da forno lievitato con confettura di lamponi,['confezioni singole in plastica'],,"['E440 - Pectines', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'it:Panna', 'it:avena']",,,['Italia'],,,,
1808,Biscuits Nutella - Ferrero,8000500285947,,['Ferrero'],,['France'],"['Pâte à tartiner aux NOISETTES et au cacao 40% ', 'sucre', 'huile de palme', 'NOISETTES 13%', 'cacao maigre 7,4%', 'LAIT écrémé en poudre 6,6%', 'LACTOSÉRUM en poudre', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'farine de FROMENT 27,5%', 'sucre de canne 9%', 'LAIT frais pasteurisé', 'farine de FROMENT intégrale 6%', 'huile de mais', 'BEURRE concentré', 'huile de palmiste', 'LACTOSE', ""extrait liquide de malt d'ORGE et de mais"", 'miel', 'poudres à lever ', 'disphosfate disodique', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'cacao maigre', 'sel', 'amidon de FROMENT', 'sucre', ""extrait de malt d'ORGE en poudre"", 'émulsifiants : lécithines [SOJA]', ' vanilline', ' \rPeut contenir OEUF', 'AMANDES', 'NOIX et PISTACHES']","['Huile de palme', 'Non végétalien']",4,?,515,2155 kj(515 kcal),"24,7","9,9","63,5","35,9",8,"0,6","0,24",,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],,,,,
1809,Kinder cards,8000500287811,,['Kinder'],,['France'],"['LAIT écrémé en poudre 28 %', 'sucre', 'huile de palme', 'farine de FROMENT 15%', 'cacao maigre 4%', 'huile de tournesol', 'émulsifiants : lécithines [SOJA] ', 'sel ', 'poudre à lever: carbonate acide de sodium ', ' vanille', ' Peut contenir NOISETTES']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,?,510,2134 kj(510 kcal),"26,3","12,3","55,2","42,5","12,1","0,521","0,208",,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,['Huile de palme'],,,,,
1810,Estathe verde bio,8000500290651,,,,['France'],[],[],,?,26,109 kj(26 kcal),0,0,"6,3","6,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1811,Kinder pingui caramel,8000500290743,,"['Kinder', 'Ferrero']",['Magasins U'],['France'],[],[],,1844,?,1844 kj(441 kcal),27,"16,6","44,1","36,1","5,3","0,183","0,073",D,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,27 g,en quantité élevée,16.6 g,en quantité élevée,36.1 g,en quantité élevée,0.183 g,en faible quantité,-17%,,-16%,-18%,-18%,-12%,-24%,-29%,-33%,-33%,23,-11%,E,-11%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,,,,,,
1812,Kinder pingui,8000500290774,,"['Kinder', 'Ferrero']",,['France'],"['Lait frais pasteurisé 24%', 'chocolat fin 21% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [soja]', 'arômes', 'sucre', 'huile de palme', 'lait écrémé en poudre', 'farine de froment 8,5%', 'beurre de cacao', 'beurre concentré', 'dextrose', 'chocolat supérieur au lait 1 %', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [soja]', 'arômes', 'cacao maigre', 'oeuf en poudre', 'levure de bière', 'arômes', ""émulsifiants : mono et diglycérides d'acides gras"", 'sel', ""extrait de malt d'orge""]","['Huile de palme', 'Non végétalien']",4,1873,?,1873 kj(448 kcal),"29,7",20,"37,8","33,1",7,"0,254","0,102",E,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Frais', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",29.7 g,en quantité élevée,20 g,en quantité élevée,33.1 g,en quantité élevée,0.254 g,en faible quantité,-16%,,-15%,-10%,-1%,-24%,-30%,-7%,-8%,-8%,23,-11%,E,-11%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,"['Œufs', 'Gluten', 'Lait', 'Soja']","['Sans colorants', 'Sans conservateurs']",['Huile de palme'],,,,,
1813,Gnocchi di patate,8000506022003,,,,['France'],[],[],,?,155,649 kj(155 kcal),"0,3",0,34,"0,5",4,"0,5","0,2",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,0.3 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-7%,-7%,-78%,-100%,+3%,-58%,-5%,-56%,-56%,1,-72%,B,-72%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,
1814,Amaretti Di Saronno - Lazzaroni - 200g e,8000510219307,200 g e,['Lazzaroni'],,['France'],"['Sucre', ""noyaux d'abricots 20 %"", ""blanc d'œuf"", 'poudre à lever ', ""carbonate acide d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,430,1800 kj(430 kcal),11,1,75,74,"6,67","0,1","0,04",C,,"['Carton', 'boîte', 'Plastique', '05', 'PP', '21', 'PAP', '22']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Amaretti']","[""E503ii - Carbonate acide d'ammonium""]",11 g,en quantité modérée,1 g,en faible quantité,74 g,en quantité élevée,0.1 g,en faible quantité,,-5%,-4%,-39%,-44%,+24%,+34%,-23%,+14%,+14%,12,-17%,D,-17%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Œufs', ""Noyaux d'abricots""]","['Point Vert', 'Fabriqué en Italie']",,['Italie'],,,,
1815,Gioia,8000510551988,,,,['France'],[],['Sans huile de palme'],,?,524,2192 kj(524 kcal),28,20,60,24,7,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,
1816,Nuvo,8000520211438,,,,['France'],[],[],,?,533,2230 kj(533 kcal),29,13,60,40,"5,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Galak - Nestlé - 100g,8000550501950,100g,['Nestlé'],,"['France', 'Italie']",[],[],,?,547,2289 kj(547 kcal),32,20,58,57,"7,3","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Olio Extra Vergine D'oliva Bottiglia Sasso,8000550506290,,['Sasso'],,['France'],[],[],,?,882,3690 kj(882 kcal),91,0,0,0,0,0,0,,,,['Matières grasses'],,91 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+10%,+10%,+3%,-100%,-100%,-100%,-100%,-100%,-100%,10,-12%,C,-12%,,,,,,,,,,,,,,,
1819,Huile D'olive - Ollio Sasso,8000550506306,,['Ollio Sasso'],,['France'],"[""0110 Dl OLIVA COMPOSTO DA Ou D'OLIVA RAFFINATI E DA OLI D'OLIVA VERGINI Olio contenente esclusivamente oli d'oliva che hanno subito un processo di raffinazione e oli ottenuti direttamente dalle olive"", ' Confezionato da SASSO@ Via L', ' Da Vinci', '31 - Tavarnelle Val di Pesa ', 'FI', ' nello stabilimento di Corso Europa', '24 - Inveruno ', 'Ml', ' de leO Gruppo Conservare in Iuogo fresco e asciutto al riparo dalle fonti di calore', ' Da consumarsi preferibilmente entro la vedi Vette']",[],,?,822,3439 kj(822 kcal),91,16,0,0,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,+14%,,,,-100%,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1820,Tortelloni ricotta epinards,8000562008522,,,,['France'],[],[],,?,290,1213 kj(290 kcal),"4,3","1,6",49,2,"12,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,
1821,Digestive,8000590131148,,,,['France'],[],[],,?,467,1954 kj(467 kcal),18,2,67,19,"7,3","1,21","0,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes ajoutés'],,,,,,
1822,olio extra vergine di olivia - Bertolli,8000606000130,,['Bertolli'],,['France'],[],[],,?,823,3443 kj(823 kcal),91,14,0,0,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1823,Tarallini - VG,8000633027285,,['VG'],,['France'],"['PRODOTTO DA FORNO CONOLIO EXTRA VERGNE Dl OLIVA Ingredienti: Farina di grano tenero tipolt00tl Nino bianco olio di Oliva 19%', 'olio extravergine di Oliva sale', ' Contiene solfiti', ' Pub contenere traccedi semi di sesamo', ' Dl CONSERVAZIONE Conservate in Iuogo fresco e asciutto', ' Da prefefibilmente entro il: vedi lato confezione']",[],,?,472,1975 kj(472 kcal),21,7,62,2,8,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Contient des sulfites'],,,,,,
1824,Tarallini,8000633027308,,,,['France'],[],[],,?,472,1975 kj(472 kcal),"20,8","6,7","61,6","1,9","8,2","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Galette con quinoa - Il Viaggiator Goloso,8000633035051,,['Il Viaggiator Goloso'],,['France'],"['Mais* 89%', 'quinoa*10%', 'olio di mais“', 'sale marino', ' *da agricoltura biologica']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,386,1615 kj(386 kcal),"2,1","0,3","83,2","0,5","7,4","0,45","0,18",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",,2.1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.45 g,en quantité modérée,,-2%,-3%,-48%,-63%,+5%,-71%,-4%,+5%,+5%,1,-33%,B,-33%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,
1826,Corn Flakes - Il Viaggiator Goloso,8000633035792,,['Il Viaggiator Goloso'],,['France'],[],[],,?,371,1552 kj(371 kcal),1,"0,3",81,6,8,2,"0,8",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,1 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,2 g,en quantité élevée,,-2%,-2%,-8%,+5%,-2%,-44%,+11%,+65%,+65%,13,+74%,D,+74%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,
1827,Canestrelli,8000643004207,,,,['France'],[],[],,?,502,2100 kj(502 kcal),"25,52","15,93","60,17","25,61","6,64","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Cremovo - La Canellese - 100cl,8000648310006,100cl,['La Canellese'],,['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Organic Il Cappelli Fusillotti Pasta By Monograno Felicetti (case of 12 - 1.1 Pound Packages),8000755031580,,['Monograno Felicetti'],,['France'],"['DICHIARAZIONE NUTRIZIONALE - Porzioni per confezione: 6 / Porzione singola: 80g NUTRITION DECLARATION - Servings per package•', ' 6 / serving size: 80g NAHRWERTDEKLARATION - Portionen pro Packung: 6 / Einzelportion: 80g']",[],,?,354,1481 kj(354 kcal),"1,3","0,3",72,"2,8","12,5","0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1830,Riz - Contriso - 1kg,8000775000085,1 kg,['Contriso'],,['France'],['riso fino ribe'],[],,1481,?,1481 kj(354 kcal),"0,6","0,1",78,"0,3","7,4","0,01","0,004",C,Riz,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,0.6 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,+1%,,+4%,-50%,-63%,+7%,-14%,+2%,-66%,-66%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,
1831,Biogrissini - La Buona Terra,8000781007146,,['La Buona Terra'],,['France'],[],[],,?,423,1770 kj(423 kcal),"9,4","1,4",71,"1,9",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1832,Crissini,8000781007153,,,,['France'],[],[],,?,441,1845 kj(441 kcal),12,"1,7",69,"1,8",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,i Mini - La Buona Terra,8000781007382,,['La Buona Terra'],,['France'],[],[],,?,398,1665 kj(398 kcal),"5,9","0,9",72,"2,6",11,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,,,
1834,Bio grissini,8000781007559,,,,['France'],[],[],,?,392,1640 kj(392 kcal),"5,7","0,9",70,"1,9",12,2,"0,8",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,5.7 g,en quantité modérée,0.9 g,en faible quantité,1.9 g,en faible quantité,2 g,en quantité élevée,,-7%,-7%,-47%,-60%,+5%,-24%,+5%,+5%,+5%,12,-6%,D,-6%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,['Bio'],,,,,,
1835,Grissini,8000781009645,,,,['France'],[],[],,?,457,1912 kj(457 kcal),19,"2,9",57,"2,6",10,"1,4","0,56",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,19 g,en quantité modérée,2.9 g,en quantité modérée,2.6 g,en faible quantité,1.4 g,en quantité modérée,,+9%,+9%,+76%,+28%,-15%,+4%,-12%,-26%,-26%,13,+2%,D,+2%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,
