,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,ingredients_origins,manufacturing,markets,allergens,nova_score,quantity,packaging,brand_owner,additives,link,palm_ingredients
80,Chorizo choix fort,2688498019551,,['France'],[],[],?,?,?,?,?,0,0,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Nouilles Guangdong fines,6900395887566,,['France'],[],[],?,300,0,25,13,2,"0,8",,,,,,,,,,,,,,1255 kj(300 kcal),,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Nespresso CAFEZINHO DO BRASIL,7630047684081,['Nespresso'],['France'],[],[],?,?,?,?,?,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,
83,Jus d'orange - Tymbark,5900334007896,['Tymbark'],['France'],[],[],?,44,0,10,"0,6",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,+2%,184 kj(44 kcal),+1%,-100%,0,-100%,+3%,10,+10%,-4%,-100%,-100%,4,+33%,C,+33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
84,Oignon Jaune,3250392747282,,['France'],[],[],?,?,?,?,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,,,
85,Turron de miel y limon - Vicens,8410495952371,['Vicens'],['France'],[],[],?,488,31,47,"5,2","0,23","0,092",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,31 g,en quantité élevée,18 g,en quantité élevée,32 g,en quantité élevée,0.23 g,en faible quantité,,-7%,2042 kj(488 kcal),-7%,-1%,18,+241%,+4%,32,-17%,-57%,+258%,+258%,24,+45%,E,+45%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
86,Foie gras de canard entier au poivre à queue - 180g,3018251703127,,['France'],[],[],?,420,41,"3,3","9,3","1,4","0,56",,,,,,,,,,,,,,1757 kj(420 kcal),,,17,,,"2,4",,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,
87,Citrons caviar,3760133320013,,"['France', 'États-Unis']",[],[],?,29,0,"5,88","1,18",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes']",,0 g,en faible quantité,0 g,en faible quantité,2.35 g,en faible quantité,0 g,en faible quantité,,-79%,121 kj(29 kcal),-79%,-100%,0,-100%,-77%,"2,35",-89%,-21%,-100%,-100%,-3,-378%,A,-378%,,,,,,,,,,,,,,,,,EARTH EXOTICS,,,
88,Myrtilles,3523680288553,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5010049901973,5010049901973,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Choco brownie - 200g,8032715380650,,['France'],[],[],?,464,26,52,"5,1","0,08","0,032",,,['en:gluten-free'],,,,,,,,,,,1941 kj(464 kcal),,,"5,3",,,40,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,
91,Tom de savoie,0200643021060,,['France'],[],[],?,555,"0,001","0,8",100,"0,204","0,082",,,,,,,,,,,,,,2322 kj(555 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Confiture de Cynorhodon - La fine bouche,3457420003093,['La fine bouche'],['France'],[],[],?,246,"0,5",62,"0,9",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",,0.5 g,en faible quantité,0.5 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,,+6%,1029 kj(246 kcal),+6%,+71%,"0,5",+499%,+10%,61,+17%,+34%,-100%,-100%,8,-19%,C,-19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
93,Confiture extra de Sologne -  - 350g,3760161170239,,['France'],[],[],?,?,?,?,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Tomates et dérivés', 'Confitures et marmelades', 'Confitures', 'Confitures de tomates', 'en:vegetable-jams', 'Confitures de tomates vertes']","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,350 g,,,,,
94,Confiture de Mirabelle - Esprit de Loère,3760294530078,['Esprit de Loère'],['France'],[],[],?,192,"0,6",55,"0,6","0,125","0,05",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,0.6 g,en faible quantité,0.6 g,en faible quantité,50 g,en quantité élevée,0.125 g,en faible quantité,,-14%,803 kj(192 kcal),-14%,+173%,"0,6",+1140%,+2%,50,-3%,+55%,+516%,+516%,7,-28%,C,-28%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
95,Miel de Garrigue du Vercors -  - 1kg,0020030270600,,['France'],[],[],?,?,?,?,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels de garrigue']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,1 kg,,,,,
96,Buche patissiere,0207901028861,,['France'],[],[],?,391,19,61,"3,9","0,2","0,08",,,,,,,,,,,,,,1636 kj(391 kcal),,,12,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Magret de canard u,2865506050519,,['France'],[],[],?,0,?,?,?,0,0,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,,,,,,,,-100%,-100%,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,,,,,,,,,
98,Trésors de fruits,3245310071143,,['France'],[],[],?,250,"0,2",61,"0,7",0,0,,,,,,,,,,,,,,1046 kj(250 kcal),,,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Ginseng BIO,5400618106432,,['France'],[],[],?,?,?,?,?,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Terrine de dinde aux marrons,3269617108548,,['France'],[],[],?,328,28,"1,7",17,"1,2","0,48",,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,1372 kj(328 kcal),,,10,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Chipolatas,0200121057666,,['France'],[],[],?,?,?,?,?,0,0,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
102,Truffes fantaisie,3481291015176,,['France'],[],[],?,586,43,42,"4,3","0,12","0,048",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,43 g,en quantité élevée,37 g,en quantité élevée,38 g,en quantité élevée,0.12 g,en faible quantité,,+0%,2452 kj(586 kcal),+0%,-1%,37,+13%,+4%,38,+3%,-9%,-8%,-8%,25,+5%,E,+5%,,,,,,,,,,,,,,,,,,,,
103,Noisettes,2205927055302,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Jacket wedges - 2500g,8710449001873,,['France'],[],[],?,140,"3,5","23,5","2,5","0,1","0,04",,,,,,,,,,,,,,586 kj(140 kcal),,,"0,4",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,2500 g,,,,,
105,Vinaigre naturel de grenade,04212,,['France'],[],[],?,?,?,?,?,,,B,['Vinaigres'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,
106,Panettone bio sans gluten -  - 500g,8006073279017,,['France'],[],[],?,324,14,41,"6,8","0,6","0,24",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone', 'Panettone sans gluten']","['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",14 g,en quantité modérée,7.8 g,en quantité élevée,26 g,en quantité élevée,0.6 g,en quantité modérée,,-13%,1356 kj(324 kcal),-13%,-7%,"7,8",-13%,-20%,26,+0%,-0%,+36%,+36%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,500 g,,,,,
107,Maître chocolatier LORRAIN -,3393190038180,,['France'],[],[],?,549,"35,5",51,6,"0,02","0,008",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,35.5 g,en quantité élevée,16.7 g,en quantité élevée,42.2 g,en quantité élevée,0.02 g,en faible quantité,,-1%,2297 kj(549 kcal),-0%,-2%,"16,7",-21%,+11%,"42,2",+3%,-17%,-86%,-86%,25,+6%,E,+6%,,,,,,,,,,,,,,,,['Karton'],,,,
108,Filets de Poulet - Carrefour,0219965025397,['Carrefour'],['France'],[],[],?,?,?,?,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,['Carrefour'],,,,,,,,
109,Saucisson sec,2225880039751,,['France'],[],[],?,371,"26,2",3,"30,9","4,5","1,8",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,1552 kj(371 kcal),,,"10,5",,,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Lapin du poitou,2221085045856,,['France'],[],[],?,6,5,6,9,5,2,,,,,,,,,,,,,,25 kj(6 kcal),,,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Miel crémeux - 500g,3770000480221,,['France'],[],[],?,?,?,?,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,500 g,,,,,
112,Sélection de riz - Artisans du Monde - 500g,3413880082498,['Artisans du Monde'],['France'],[],[],?,368,"1,4",81,"7,2",0,0,,,,,,,,,,,,,,1540 kj(368 kcal),,,"0,7",,,"0,2",,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,
113,Regolo Sartori Ripasso 2016,8005390006306,,"['France', 'Suisse']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Linguine aglio e prezzemolo - 250g,8032993003340,,['France'],[],[],?,374,"4,2","67,4","18,7","0,09","0,036",,,,,,,,,,,,,,1565 kj(374 kcal),,,"1,3",,,"1,5",,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,
115,Manuka honey,9421904403024,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Confit de canard,3337530243025,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Truite fumée Bio,2294033137101,,['France'],[],[],?,171,"8,7",0,23,"2,5",1,D,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']","['Bio', 'Bio européen', 'FR-BIO-01']",8.7 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,,+4%,715 kj(171 kcal),+5%,+11%,"2,6",+60%,-100%,0,-100%,+2%,-9%,-9%,14,+19%,D,+19%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,
118,Oztad,3700871401322,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,BIO Tablette Noire Fêtes - Comptoir du Cacao - 90g,3701265000077,['Comptoir du Cacao'],['France'],"['Ingredients Chocolats noir & lait pur beurre de cacao ', 'minimum de cacao 72%', ' pate de cacao""', 'sucre de canne""', 'beune de cacao*', 'poudre de lait entier', 'framboise séchée', 'noisette', ""herbe de blé'"", 'noix de coco* Peut contenir des traces de: soja', 'gluten', 'lait', ""autres fruits à coques *ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,569,43,33,8,"0,05","0,02",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",43 g,en quantité élevée,23 g,en quantité élevée,30 g,en quantité élevée,0.05 g,en faible quantité,,+2%,2381 kj(569 kcal),+3%,+9%,23,-0%,-15%,30,-5%,+4%,+7%,+7%,23,+8%,E,+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,"['Fruits à coque', 'Soja']",4,90 g,,,,,
120,Galette frangipane,2009000003286,,['France'],[],[],?,488,33,39,"7,7","0,68","0,272",D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,33 g,en quantité élevée,18 g,en quantité élevée,15 g,en quantité élevée,0.68 g,en quantité modérée,,+16%,2042 kj(488 kcal),+16%,+25%,18,+22%,+1%,15,+16%,+21%,-2%,-2%,22,+15%,E,+15%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
121,Pâte à pizza fraîche,0208625007873,,['France'],[],[],?,278,"6,8",46,"7,3","0,62","0,248",,,,,,,,,,,,,,1163 kj(278 kcal),,,1,,,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Pommes de terre de Normandie raclette,3000012065612,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Tanzanie,3760134631101,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Chocolats y'en a des bon mais aussi des moins bon,3389750015289,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sirop à la figue,3445556783736,,['France'],[],[],?,200,0,48,0,"0,9","0,36",,,,,,,,,,,,,,837 kj(200 kcal),,,0,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Mini toast,3700238324004,,['France'],[],[],?,429,10,"70,1","11,9","1,7","0,68",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,1795 kj(429 kcal),,,"5,1",,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Pain miche blanche,0260003008537,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Mango syrup - Starbucks - 1l,5018010004302,['Starbucks'],['France'],[],[],?,?,?,?,?,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de mangue']",,,,,,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,1l,,,,,
129,Boudin blanc,2463691020869,,['France'],[],[],?,737,"13,5","4,79","9,2","1,04","0,416",,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,13.5 g,en quantité modérée,5.3 g,en quantité élevée,2.1 g,en faible quantité,1.04 g,en quantité modérée,,+203%,3084 kj(737 kcal),+202%,-33%,"5,3",-32%,+11%,"2,1",+7%,-11%,-30%,-30%,18,+12%,D,+12%,,,,,,,,,,,,,,,,,,,,
130,Poulet roti pac,0282118036014,,['France'],[],[],?,888,"9,7","2,9",28,"1,9","0,76",,,,,,,,,,,,,,3715 kj(888 kcal),,,"2,7",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Lard fumé secrets val d'argent,2450745047354,,['France'],[],[],?,253,"20,6","0,5","16,4","2,02","0,808",,,,,,,,,,,,,,1059 kj(253 kcal),,,8,,,"0,3",,,,,,,,,,,,,,,,"['FR 67.445.001 CE', 'Scherwiller (Bas-Rhin, France)']",,,,,,,,,,,,
132,Moutarde catalane,3760105209124,,['France'],[],[],?,205,0,9,"9,4","5,4","2,16",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,0 g,en faible quantité,1 g,en faible quantité,5.8 g,en quantité modérée,5.4 g,en quantité élevée,,+21%,858 kj(205 kcal),+21%,-100%,1,+22%,+30%,"5,8",+50%,+43%,+15%,+15%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,
133,Pinda lait - Sucralys,3760195980392,['Sucralys'],['France'],[],[],?,550,"34,9","43,5","12,6","0,19","0,076",,,,,,,,,,,,,,2301 kj(550 kcal),,,"12,9",,,"39,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jambon en croûte,0286080083373,,['France'],[],[],?,178,"6,6","13,3","16,2","2,2","0,88",,,,,,,,,,,,,,745 kj(178 kcal),,,"3,8",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Reblochon de savoie,2204678003020,,['France'],[],[],?,338,"28,1","0,6","20,5","1,29","0,516",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['Fabriqué en France'],28.1 g,en quantité élevée,22.1 g,en quantité élevée,0.5 g,en faible quantité,1.29 g,en quantité modérée,,+4%,1414 kj(338 kcal),+5%,+5%,"22,1",+18%,+63%,"0,5",+121%,+2%,-4%,-4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
136,Rillettes de porc,3454770000178,,['France'],[],[],?,?,?,?,?,0,0,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
137,Miel de Azahar,8437018423118,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Genepi,3336770007862,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Pain aux 6 cereales tranche,3522870013364,,['France'],[],[],?,253,"2,5","44,9","9,3","1,4","0,56",,,,,,,,,,,,,,1059 kj(253 kcal),,,"0,4",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Jus d'orange - Delizum,8436029246006,['Delizum'],['France'],[],[],?,?,?,?,?,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]","['Bio', 'Bio européen', 'ES-ECO-024-MU']",,,,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
141,Pates de fruits - 300g,3270720009356,,['France'],[],[],?,331,0,82,0,"0,2","0,08",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,0 g,en faible quantité,0 g,en faible quantité,68 g,en quantité élevée,0.2 g,en faible quantité,,+5%,1385 kj(331 kcal),+5%,-100%,0,-100%,+8%,68,+2%,-100%,+67%,+67%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,300 g,,,,,
142,Lamer2bulles,3770010797302,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Petit haché de veau,2296131023225,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,,,
144,Raffaello Christmas Star Shaped Box Pieces (140g),4008400181325,,['France'],[],[],?,0,"48,6","38,3","7,2","0,305","0,122",,,,,,,,,,,,,,0 kj(0 kcal),,,"29,7",,,"33,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Foie gras de canard entier - Delpeyrat - 180g,3067163646190,['Delpeyrat'],['France'],"['foie gras de canard du Sud-Ouest ', 'origine : France', ""sel de l'île de Ré 1,2%"", 'poivre', 'épice']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,544,56,"2,2","7,5","1,3","0,52",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']","['Sans conservateurs', ""Médaille d'argent du concours général agricole 2019""]",56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,+3%,2276 kj(544 kcal),+3%,+3%,24,+3%,-8%,"0,9",-32%,-0%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,['France'],,,,3,180 g,,,,,
146,Filet de Canard - Auchan,2600170037981,['Auchan'],['France'],[],[],?,212,15,0,18,"0,23","0,092",D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']","['Viande Française', 'Volaille-francaise']",15 g,en quantité modérée,4.7 g,en quantité modérée,0 g,en faible quantité,0.23 g,en faible quantité,,+8%,887 kj(212 kcal),+7%,+19%,"4,7",+27%,-100%,0,-100%,-7%,-79%,-79%,2,-55%,B,-55%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,['Auchan'],,,,,,,,
147,Frangipane pur beurre,0208581039031,,['France'],[],[],?,415,29,31,"6,7","0,6","0,24",,,,,,,,,,,,,,1736 kj(415 kcal),,,16,,,"8,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Jambon cuit à l'ancienne - Carrefour,2411843030242,['Carrefour'],['France'],[],[],?,189,11,"0,6",21,"1,8","0,72",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,11 g,en quantité modérée,4.1 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en quantité élevée,,+24%,791 kj(189 kcal),+24%,+79%,"4,1",+70%,+21%,"0,6",+23%,-6%,-8%,-8%,13,+33%,D,+33%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,['Carrefour'],,,,,,,,
149,Tartare d'algue échalotes et citron,3467740094954,,['France'],[],[],?,215,18,"7,9","2,9","1,5","0,6",,,,,,,,,,,,,,900 kj(215 kcal),,,"1,4",,,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Buche glacee,3760024290180,,['France'],[],[],?,?,?,?,?,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Terrine de lapin au romarin,3432770050676,,['France'],[],[],?,272,24,0,14,"1,3","0,52",D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,24 g,en quantité élevée,8.6 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,-1%,1138 kj(272 kcal),-1%,+6%,"8,6",+2%,-100%,0,-100%,-9%,-13%,-13%,16,-5%,D,-5%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,,,,,,,,,,,,
152,3770000126518,3770000126518,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Glace caramle,0813973020148,,['France'],[],[],?,782,"8,4",27,"1,6","0,16","0,064",,,,,,,,,,,,,,3272 kj(782 kcal),,,"7,2",,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Poulets fermiers bio Loué - Fermiers de Loué,2456030042110,['Fermiers de Loué'],['France'],[],[],?,?,?,?,?,,,C,"['Viandes', 'Volailles', 'Poulets']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,,,,,,,,,,,
155,Gyoza legumes,3760232050927,,['France'],[],[],?,538,"0,5",23,"6,3","1,2","0,48",,,,,,,,,,,,,,2251 kj(538 kcal),,,"0,2",,,4,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,
