,name,bar_code,brand,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,manufacturing,markets,traceability_code,palm_ingredients,generic_name,ingredients_origins,link,brand_owner
65,"Pure Whey, Chocolate With Milk - 3XL Nutrition",8436035242481,['3XL Nutrition'],,['France'],"['Concentré de protéines de lactosérum', 'cacao en poudre', 'L-glutamine', 'érnuiefxt ', 'lécithine de soja', 'arômes', 'L', 'teucine', 'L-isoleucine', 'L-valine', 'poudre de yaout carbonate de calciüm', 'sulfate de magnésium', 'vitamine C ', 'acide fumarate ferreux', 'oxyde de zinc', 'chlorure de potassium', 'vitamine B3 ', 'nicotinamide', ' vitamine E ', 'acétate de D,L-alpha-tocophéryle', 'gluconate de rnaryése', ' D-pantothénate de calcium', 'gluconate de cuivre', 'vitamine A ', 'acétate de carotène', 'vitamine BI ', 'chlorhydrate de thiamine', 'vitamine B2 ', 'riboflavine', 'vitamfr* 86 ', 'chlorhydrate de pyridoxine', 'vitamine K ', 'phylloquinone', 'acide folique ', 'acide ptéroylmonoglutamique', 'iodure de potassium', 'picolinate de chrome', 'D?bioere', ' sélénite de sodium et édulcorant E-955', ' ALLÈRGENES: LAIT ET SOJA contenir traces de gluten', 'oeufs et poisson', ' PT- Suplemento alimentar à base de proteinas', 'vitaminas e minerais c$ edulcorantes', ' Apresentaçâo: 2 kg de pé sabor chocolate ao leite', ' Peso kg', ' Dose diaria recomendada: 100 g', ' Ingredientes', ' ', 'lecitina de soja', 'aromas', 'L-leucina', 'L -Isoleucina', 'L-valina', 'logurte em de zdi0ncd0', '83 ', 'nicotinamida', 'de D,u-alfa-tocoferilo', 'gluconato de manganês', 'D-pantotenato de SUIfatO de beta-caroteno', 'vitamina BI ', 'c cüprico']",['E322i - Lécithine'],"['Lait', 'Soja']",['Non végétalien'],4,?,394,1648 kj(394 kcal),"3,9","1,6","6,7","3,9",83,"0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Pure whey - 3XL Nutrition,8436035242559,['3XL Nutrition'],,['France'],"['Cancer', 'tré de protéines de lactosérum', 'L•glutamine', 'lécithine de soja', 'IAeudre z-scie•ci', 'ne', 'L-va!ine', 'arôme de fraise en poudre', 'yaourt en poudre', 'de ac•m', 'sulfate de magnésium', 'vitamine C ', 'acide L-ascorbique', 'fumarate ferreaa', ' de zinc', 'chlorure de potassium', 'vitamine B3 ', 'niacinamide', 'vitamine E ', '±ii gluconate de manganèse', 'pantothenate de calcium', 'de vrem', ':ne A ', 'acétate de rétinyle', 'le bêta-carotène', 'chlorhydrate de BI', '82', 'chlorhydrate de vitamine B6', 'vitamine K', 'acide folique', 'iodure de pico!inate de chrome', 'biotine', 'sélénite de sodium', 'édu!corant E-955 e: tchQntE-122', 'CONTlENT DIJ LACTOSE ET DU SOJA Peut contenirdestees -e oeufs', 'poisson ou fruits secs', ' Apresentaçâo: 2 kg de pé com sabor chocolate branco com moranga Peso Lauido•', ' 2 kg Dose diaria recomendada: 100 g / dia', ' Sup!emento alimenarà de pgoteirzs', 'vitaminas et minerais com adoçante']","['E322i - Lécithine', 'E160ai - Bêta-carotène']","['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,391,1636 kj(391 kcal),"4,22","1,27","7,02","4,22","81,23","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Iso+ buck,8436035242740,,,['France'],[],,,[],,?,385,1611 kj(385 kcal),4,2,7,6,80,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Bulk Nutrition 100% Isolate Whey Protein, Cookies . ..",8436035242757,['Bulk Nutrition'],,['France'],[],,,[],,?,412,1724 kj(412 kcal),?,"0,4",?,"6,8",80,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,ISO Fraise - Bulk Nutrition,8436035242764,['Bulk Nutrition'],,['France'],[],,,[],,?,423,1770 kj(423 kcal),?,"0,5",?,"7,46","80,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Gain XL,8436035242795,,,['France'],[],,,[],,?,395,1653 kj(395 kcal),"3,4",1,68,44,24,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Gain XL,8436035242818,,,['France'],[],,,[],,?,386,1615 kj(386 kcal),"4,9",1,63,56,"22,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Cla - 200 Kapseln Je 1000MG Von 3XL - Konjugierte Linolsäure,8436035243075,,,['France'],[],,,[],,?,742,3105 kj(742 kcal),"74,88","4,49",0,0,"17,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Purehydrolysat whey,8436035243167,,,['France'],[],,,[],,?,386,1615 kj(386 kcal),"4,2","2,1","7,1","5,1",80,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Whey - Muscle Genix,8436035244355,['Muscle Genix'],,['France'],"['Proteine isolate del ? latte,\rproteine concentrate del siero di latte', 'maltodestrina', 'fruttosio', 'L-glicina', 'biscotti triturari ', 'farina di frumento', 'zucchero', '? \rdi girasole', 'sciroppo di glucosio', 'siero di latte in polvere', 'sale', 'agenti lievitanti ', 'bicarbonado di sodio e bicarbonato di ammonio', ',\remulsionante ', 'lecitina di girasole', 'antiossidanti ', 'metabisolfito di sodio', 'estratto ricco in tocoferoli', 'aroma', ' taurina', 'emulsionante\r', 'lecitina di soia', 'aroma', 'edulcoranti ', 'E-954 e E-955', ' e vitamina B6 ', 'cloridrato de piridossina', ' \rALLERGENI: GLUTEN', 'LATTE SOIA E SOLFITI', ' \rPuo contenere traccia di uova', 'pesce e semi di sesamo']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols', 'E955 - Sucralose']","['Gluten', 'Soja', 'Anhydride sulfureux et sulfites']",['Non végétalien'],4,?,395,1653 kj(395 kcal),"1,7","0,5",10,"9,1",85,"0,78","0,312",,"['Boissons', 'Boissons édulcorées', 'Boissons sans sucre ajouté']",1.7 g,en quantité modérée,0.5 g,en faible quantité,9.1 g,en quantité élevée,0.78 g,en quantité élevée,,+2533%,+2702%,+1999%,+1838%,+272%,+289%,+66829%,+2135%,+2135%,20,+364%,E,+364%,,,,,,,,,,,,,,,,,
75,Whey isolate - MuscleGenix,8436035244386,['MuscleGenix'],,['France'],"['/ L-PHENYLALANINE•', ' L-HISTIDINA / L-HISTIDINE: L-LISINA/ L', 'LISINE: L', 'ARGININA/ L-ARGININE: / L-PROLINE: L-CISTINE: L', 'METIONINA/L-METHIONINE: L-TRIPTÔFANO / L-TRYPTOPHAN: *Glutamina valores basados en contenido de écido g']",,,[],,?,398,1665 kj(398 kcal),"2,21",1,"9,66","8,7",85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Gélulle ripped,8436035244478,,,['France'],[],,,[],,?,150,628 kj(150 kcal),1,0,1,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Farine d Avoine 3XL - 3XL Nutrition,8436035244485,['3XL Nutrition'],,['France'],"['de Peso netx 1 kg', ' Catse}o de Mezclü prote}m en un cn d detûf,rto', 'cura de huC%F0 para O a rtùhta de mena', ' ALÊRGENOS GLJ$EN', ' Rjede de y Cotwvar ccmdo trc*-co y seco- geferentemente dd tin de EN LA UE Y C/ E', 'Oanada€ rf 11 CP 4520', 'Toledo', 'Espafia']",,,[],,?,377,1577 kj(377 kcal),7,1,62,1,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Flocons d Avoine 1KG 3XL - 1kg,8436035244515,,,['France'],[],,,[],,?,371,1552 kj(371 kcal),7,"1,3",59,"1,1",13,"0,25","0,1",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",7 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en faible quantité,0.25 g,en faible quantité,,+1%,+0%,-1%,+4%,-1%,-33%,+6%,+714%,+714%,1,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,1 kg,,,,,,,,,
79,Gain XL,8436035244737,,,['France'],[],,,[],,?,386,1615 kj(386 kcal),"6,1","1,2","60,2",52,"22,6","0,083","0,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Farine d'Avoine Black Cookies with Cream - 3xl Nutrion - 1kg,8436035244911,"['3xl Nutrion', '3XL nutrition']",,['France'],"['Avoine', 'morceaux de biscuits écrasé et édulcorants E955 et E954']",['E954 - Saccharine et ses sels'],['Avoine'],[],4,?,376,1573 kj(376 kcal),"8,1","1,2",59,"1,1",12,"0,1","0,04",,"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",8.1 g,en quantité modérée,1.2 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,,+4%,+5%,-12%,-69%,+136%,-90%,-68%,-81%,-81%,-5,-161%,A,-161%,,,,,,,,1 kg,"['Sachet', 'Plastique']",,,,,,,,
81,3XL Isolate - 3XL Nutrition,8436035246014,['3XL Nutrition'],['Entrepreneurs + Engagés'],['France'],"['Isolate de par microfiltration de flux croisé ISOLAC@ ', 'contient emutsifiâni', 'lécithine de soja', 'concentré de protéines delactosérum', 'cacao en poudre', 'L-glutamine', 'émulsifiant ', 'lécithine de soja', 'L-teucine', 'L-isoleùcine', 'L-valine', 'carbonate de calcium', 'sulfate de magnésium', 'vitaminppC ', 'acide L-ascorbique', 'fùmarate ferreux', 'oxyde da zinc', 'chlorure dp potassium', 'vit', ' B3 ', 'nicotinarràde', 'vit', ' E ', 'acétate de D,L-alpha-tocophéryle', 'gluconate de manganèseôacide pantothénique ', 'D-pantothenàte de calcium', 'gluconate de cuivre,xvit', ' A ', 'acétate ce rétinyle', 'bêta carotène', 'vit', ' BI ', 'chlorhydrate de ihiamine', 'vit', ' 32 ', 'riboflavine', 'vit', ' B6 ', 'chlorhydrate de pyridoxine', 'vit', ' K ', 'phylloquinone', ' acide folique ', 'acide ptéroylmonoglutamique', 'iodure de potass:um', 'picolinate,de chromel D-biotine', 'sélénite de sodium', 'arôme et édulccrz:t ', 'sucralose', ' ALLERGENES: LAIT ET SOJA', ' Peut contenir des traces da gluteh', 'Oeufs et poisson', ' PT- Suplemento alimentar à base de proteinas de soro de leite', 'vitaminas e minerais com edulcorahte Apresentaçâo: 2 kg de pé sabor chocolat* laranja', ' Peso l[aul o', ' recomendada: 100 g']","['E322i - Lécithine', 'E955 - Sucralose']","['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,390,1632 kj(390 kcal),"1,6","0,8","0,5","0,5",92,"1,2","0,48",D,"['Produits laitiers', 'Laits']",1.6 g,en faible quantité,0.8 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+491%,+496%,-22%,-33%,-92%,-91%,+2492%,+868%,+868%,4,+596%,C,+596%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,
82,Basic whey ironmuscle,8436035247554,,,['France'],[],,,[],,?,360,1506 kj(360 kcal),"3,1","2,3",12,"5,8",71,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Iso Elite - Iron Muscle,8436035247721,['Iron Muscle'],,['France'],"['\\Nith200Q50 ml of liquid ', 'water', 'skim milks etc', ' Recommendid daily doe: 30 g ', 'a full spoon dispenser', ' Food Supplementbasedon u spoondispenser', ' protein isolaie xNith sweetener', ' Ingredienis: whw proteü•t isolate obtained by cross-tlow microfiltration ', 'CFM', ' choppodffack biscuit ', 'Wheat sugars vegctable fat ', 'palm', ' scouring cocoa powder', 'glucosc syrup', 'cocoa paste', 'Salt', 'raising ', 'sodium and ammonium bicarbonate', 'emulsifier ', 'E•472e', 'andoüants ', 'tocopherols', 'E-304i', 'aroma', ' soy lecitfril', 'l cocoa powdgr„ powder', 'sweetener E-955', 'digestive enzyms', 'npainand bromelain CONTAINS LACTOSE', 'GLUTEN ANDSOY', ' May containttaces of nuts', 'tish and eggs', "" Food supplements sh0Uld not be used as a 'ed and balanced dict and a healthy lifestyle"", ' Do recommendcd daily dose', ' Keep out of reach of young eep tightly closed in a cool', 'dry place', ' lotl bestbeiore end: see packaging', ' 1800 de poudre saveur black cookiF', ' Poldi 1800 g', "" Mode d'emploi: Mélanger de produit 30 g"", 'une coupelle doseuse', ' auec200-250 ml de liquide ', 'eau', 'lait écrémé', 'Àc', ' Dose journalière recommandée: 30 g ', 'une coupelle doseuse', ' Complément alimentaire à base de protéine de lactosérum -isolé avecédulcorantwlngrédienb: isolé de protéine de lactosérum {lux microfiltration ', 'CFM', ' biscuit haché noir ', 'farine deblé', 'sucre', 'graisse végétale ', 'palme', ""cacaoalcfflfiiséesFT'S poudre"", 'sirop de glucose', 'pâte de cacao', 'sel', 'poudre à lever ', 'sodium et bicarbonate diammonium', 'émulsifiait ', 'EAÌ2e', 'ìniioxydants ', 'tocophérols', ' E-304i', ' arôme', ' lécithine de soja', 'cacao en poudret arômes', ""yaou1tenpoudre„éduIcorantg55' et bromélaïne"", ' CONTIENt LACTOSE', 'GLUTEN ET SOJA', ' Il peut alimentaires ne doivent pas être utilisées comme un substitut à une dépasser la dose journalière indiquée', "" Tenir hors de portée des jeunes enfants avant la tin de: voir l'emballage""]","['E307c - Tocophérol', ""E304i - Palmitate d'ascorbyle""]","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,374,1565 kj(374 kcal),"0,43","0,08","1,25","0,35","91,28","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,
84,Proteine mix,8436035247882,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),"2,55","0,79","12,58","8,76",75,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Farine d'avoine croissant,8436035250523,,,['France'],[],,,[],,?,377,1577 kj(377 kcal),"8,2","1,1",58,"1,1",13,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Glucides Clarou Oat (2000G),8436035252121,['Clarou'],,['France'],"['Fuente de Clarou pr Dietética y nutricién', "" Fibra • HARINA{ Contiene AVENA Irutanüneav cwz inadéZe a FRESAS CON NATA tJta dwneota•ül en cete&s truta verdura y &rents en Y ü'toradas"", "" a,'Â1ar a Sugerencia de""]",,,[],,?,368,1540 kj(368 kcal),8,"1,6",57,"1,6",12,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Guisante puri aislado de proteina,8436035252497,,,['France'],[],,,[],,?,414,1732 kj(414 kcal),"8,3","0,5","12,5","12,5","72,3","2,52","1,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Flapjack,8436035252596,,,['France'],[],,,[],,?,441,1845 kj(441 kcal),"20,6","7,9","57,7","36,5","4,7","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Casein gold,8436035252688,,,['France'],[],,,[],,?,349,1460 kj(349 kcal),3,"0,4","5,4","3,3",75,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Predator isolat - CFM,8436035254323,['CFM'],,['France'],[],,,[],,?,384,1607 kj(384 kcal),1,"0,4","1,7","0,4",92,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,100% casein,8436035255962,,,['France'],[],,,[],,?,0,0 kj(0 kcal),"2,6","1,1","3,9","3,9",77,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Oat flour,8436035257294,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),8,1,"58,1",1,"12,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,flocon d'avoine,8436035257300,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),8,1,"58,1",1,"12,3","0,1","0,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",8 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.1 g,en faible quantité,,+1%,+1%,+13%,-20%,-2%,-39%,0%,+226%,+226%,-1,,A,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,
94,Champignon pied entier - Copechamp - 250g,8436035410347,['Copechamp'],['Point Vert'],['France'],['Champignons pieds entier'],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons de Paris', 'Champignons de Paris entiers']",,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,250 g,"['Barquette plastique', 'Film plastique']",['Espagne'],['Dia'],,,Agaricus bisporus cultivé,['Espagne'],,
95,Joubini acidulé,8436036183608,,['Fabriqué en Espagne'],['France'],[],,,[],,?,335,1402 kj(335 kcal),0,0,76,56,"4,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sour Octopus - Trolli - 100g,8436036186258,['Trolli'],"['en:gluten-free', 'FACE']",['France'],"['Sirop de glucose', ' sucre', ' gélatine', ' acidifiants : acide citrique', 'acide lactique', "" régulateur de l'acidité: citrate calcique"", ' agent humidifiant: sorbitol', ' arôme', ' aliments colorants ', 'cassis', 'carottes', 'curcuma', 'paprika', ' colorant: bleu brillant FCF']","['E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E420 - Sorbitol', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,1424,?,1424 kj(340 kcal),0,0,76,56,"4,9","< 0,254","0,102",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0.254 g,en faible quantité,-2%,,-1%,-100%,-100%,-5%,-3%,+33%,+121%,+121%,15,+6%,D,+6%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,100 g,"['Sachet', 'Plastique']",,['Netto'],,,Confiserie gélifiée,,,
97,Trolli Besitos De Fresa X 250 GR. [],8436036187309,['Trolli'],,['France'],[],,,[],,?,338,1414 kj(338 kcal),0,0,"79,4","61,3","4,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Pulpos y amigos,8436036187330,,,['France'],[],,,[],,?,335,1402 kj(335 kcal),0,0,76,56,"4,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pépite de chocolat,8436036679767,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pépite de chocolat,8436036679767,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Jambon iberique Bellotz,8436037452178,,,['France'],[],,,[],,?,297,1243 kj(297 kcal),18,"6,25","0,5","0,5","33,48","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Paleta de bellota,8436037671807,,,['France'],[],,,[],,?,389,1628 kj(389 kcal),33,11,0,0,24,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Limonada fresa - Fresquitos,8436038098221,['Fresquitos'],,['France'],"['aôua ', '64%', 'de delim6n ', '16%', ' fructosa ', '1250', ' NUTRICIONALES ITI']",,,[],,?,52,218 kj(52 kcal),0,0,14,12,"0,1",0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas']",0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,,+93%,+88%,-100%,-100%,+106%,+82%,+82%,-100%,-100%,16,+73%,E,+73%,,,,,,,,,,,,,,,,,
104,Serpentini - Casino,8436038261687,['Casino'],,['France'],"['INGRÉAIENTS Semoule de blé dur de qualité supérieure', ' Traces dtœuf si le numéro de lot contient la lettre N', ' Les informations en gras sont gestinées aux personnes Intolérantes ou allergiques']",,,[],,?,361,1510 kj(361 kcal),2,"0,4",72,"3,7",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
105,Ras El Hanout Jaune 100g - Choumicha Saveurs - ... - Si bel,8436038262981,['Si bel'],,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
106,épices poulet jaune - 100g,8436038263384,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
107,Cannelle Bâtons - Media Food - 250g,8436038266460,['Media Food'],,['France'],['Cannelle'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,266,1113 kj(266 kcal),"1,88","0,507","36,6","28,8","3,96","0,038","0,015",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en bâtons']",1.88 g,en faible quantité,0.507 g,en faible quantité,28.8 g,en quantité élevée,0.038 g,en faible quantité,,+619%,+518%,+170%,+97%,+270%,+2818%,+217%,-84%,-84%,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,250 g,"['Sachet', 'Plastique']",,,,,,,,
108,Mozzarella-emmental fondu râpés - Miraflores,8436039430013,['Miraflores'],,['France'],[],,,[],,?,309,1293 kj(309 kcal),23,16,0,0,25,"1,1","0,44",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",23 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,,-17%,-17%,-20%,-18%,-100%,-100%,-9%,+10%,+10%,12,-7%,D,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
109,Gouda - Miraflores - 150g,8436039430471,['Miraflores'],"['en:gluten-free', 'Sans lactose']",['France'],"['Lait pasteurisé de vache', 'sel', 'ferments lactiques ', 'lait', 'présure et colorant ', 'bétacarotène']",,['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,357,1494 kj(357 kcal),29,"18,9",0,0,24,"1,8","0,72",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",29 g,en quantité élevée,18.9 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,-4%,-4%,-5%,-8%,-100%,-100%,0%,-5%,-5%,16,-5%,D,-5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,150 g,,,,,,,,,
110,Emmental Bio,8436039430501,,"['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-016-CL']",['France'],[],,,[],,?,373,1561 kj(373 kcal),29,"19,1","0,1","0,1",28,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Gouda - Miraflores - 100g,8436039432031,"['Miraflores', 'Flor De Burgos']",,['France'],"['Lait pasteurisé de vache', 'ferments lactiques ', 'lait', 'présure et sel']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,?,357,1494 kj(357 kcal),29,"18,9",0,0,24,"1,8","0,72",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",29 g,en quantité élevée,18.9 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,-4%,-4%,-5%,-8%,-100%,-100%,0%,-5%,-5%,16,-5%,D,-5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,100 g,,,,,,,,,
112,La bocateria,8436039434479,,['en:gluten-free'],['France'],[],,,[],,?,351,1469 kj(351 kcal),29,"18,9",0,0,24,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Cremos,8436039436046,,,['France'],[],,,[],,?,134,561 kj(134 kcal),10,"5,1","5,9","5,9",5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Aceitumas verdes  rellenas de pimiento - Rustica,8436039745650,"['Rustica', 'Marque Repère']",['Produit pasteurisé'],['France'],"['Ë OLIVES VERTES FARCIES AUX POIVRONS', ' Calibre : 280/320 olives par kg', ' Produit pasteurisé', ' de poivrons 7,72% ', 'poivrons 7,3% stabilisant èlginate de sodium', 'acidifiants : acide lactique et ', 'cidecitfiçë exhausteur de goût : glutamate monosodique', 'antioxydant:acwë escorblque', ' t A consommer de préféren_cea et sec']","['E270 - Acide lactique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,[],4,?,137,573 kj(137 kcal),14,"2,6","0,5",0,"1,2","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,
