,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
411,Saucisson du Marin de Normandie - Nos Régions ont du Talent - 60g,3564709028675,,60 g,['Nos Régions ont du Talent'],"['Viandes', 'Charcuteries', 'Saucissons']","['Viande Française', 'Viande Porcine Française', 'Fabrication artisanale']",['France'],,['France'],"['Échine de porc origine France', 'sel', 'épices et plantes aromatiques', 'sucre', 'conservateur : nitrite de sodium', 'nitrate de potassium', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,308,-20%,20,-35%,"< 0,5",-77%,32,+27%,,,,,,,,,"['Barquette', 'Plastique']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",3,20 g,en quantité modérée,9.5 g,en quantité élevée,0.5 g,en faible quantité,3.9 g,en quantité élevée,1289 kj(308 kcal),-20%,"9,5",-20%,"< 0,5",-62%,"3,9",-7%,"1,56",-7%,22,-6%,E,-6%,['Leclerc'],,['France'],,,
412,Saucisse sèche de l'Ardèche artisanale - Nos régions ont du talent - 250g,3564709041247,D,250 g,['Nos régions ont du talent'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",['IGP'],,"['FR 07.138.002 CE', 'Lavilledieu (Ardèche, France)']",['France'],"['Viande de porc', 'sel', 'lactose', 'dextrose', 'poivre', 'ail', 'conservateur\xa0: nitrate de potassium', 'ferments lactiques', 'boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1758,+2%,424,+3%,"33,9",+5%,"1,4",-37%,"28,2",-2%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,Saucisse sèche pur porc supérieure,"['Sachet', 'Plastique']",,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,33.9 g,en quantité élevée,13 g,en quantité élevée,1.4 g,en faible quantité,4.5 g,en quantité élevée,1758 kj(424 kcal),+2%,13,+3%,"1,4",-5%,"4,5",-3%,"1,8",-3%,25,+4%,E,+4%,['Leclerc'],['Lait'],"['Lavilledieu', 'Ardèche', 'France']",,,
413,"2 Galettes de Sarrasin de Bretagne Recette Campagnarde, Jambon et Emmental - Nos Régions Ont du Talent - 300g (2 * 150g)",3564709052373,B,300 g (2 * 150 g),['Nos Régions Ont du Talent'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Crêpes et galettes', 'Plats au porc', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Galettes', 'Galettes de blé noir', 'Galettes garnies']",['en:produced-in-bretagne'],['France'],"['FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",['France'],"['Galette ', 'eau', 'farine de blé noir 22 %', 'sel de Guérande', 'lait', 'jambon cuit supérieur 13,3 % ', 'jambon de porc ', 'origine : France', 'eau', 'sel', 'arôme', 'dextrose', 'antioxydant : E316', 'conservateur: E250', 'emmental 10,5%', 'eau', 'amidon modiﬁé de manioc', 'farine de blé', 'crème', 'beurre', 'sel', 'poivre blanc', 'muscade']","['Non végétalien', 'Non végétarien']",642,-16%,?,,5,-37%,17,-2%,"8,8",+2%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"Galettes de blé noir garnies de jambon cuit supérieur et d'emmental - 2 Galettes de Sarrasin de Bretagne Recette Campagnarde, Jambon et Emmental","['Barquette', 'Film', 'Plastique', 'Frais', 'Carton']",,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,5 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,642 kj(153 kcal),-14%,"3,3",-27%,"< 0,5",-50%,"1,3",+9%,"0,52",+9%,2,-73%,B,-73%,['Leclerc'],"['Gluten', 'Lait']","['Bretagne', 'France']",,,
414,Thon blanc Bretagne huile olive - Nos regions ont du talent,3564709054469,E,,"['Nos regions ont du talent', 'Leclerc']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs']",['en:produced-in-bretagne'],,"['FR 29.046.500 CE', 'Douarnenez (Finistère, France)']",['France'],[],[],?,,235,+10%,"13,5",+2%,"0,9",+123%,"27,4",+16%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,['Couvercle en métal'],,,,13.5 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,983 kj(235 kcal),+9%,"3,2",+23%,"0,5",+117%,"0,9",-2%,"0,36",-2%,3,-31%,C,-31%,['Leclerc'],,,,,
415,Confit de gésiers de canard du Sud-Ouest tranchés - Nos régions ont du talent - 120g,3564709158808,,120 g,"['Nos régions ont du talent', 'Leclerc']","['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,['France'],,['France'],"['Gésiers de canard du Sud-Ouest', 'graisse de canard', 'sel', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,,166,-11%,"3,5",-44%,"0,2",-21%,"33,3",+16%,,,,,,,,,"['Etui', 'Carton', 'Plastique', 'Sous-vide', 'Frais']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,3.5 g,en quantité modérée,1.4 g,en faible quantité,0.1 g,en faible quantité,1.3 g,en quantité modérée,695 kj(166 kcal),-10%,"1,4",-32%,"0,1",-43%,"1,3",-10%,"0,52",-10%,3,-52%,C,-52%,['Leclerc'],,,,,
416,"Brandade de Morue Parmentière, Recette du Sud-Ouest - Nos Régions Ont du Talent - 900g",3564709166681,D,900 g,['Nos Régions Ont du Talent'],"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['Point Vert'],"['France', 'Océan Atlantique Nord-Est']","['FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",['France'],"['Pomme de terre cuite 36 % : morue ', 'Gadus morhua', ' 32 %', 'eau', 'huile de colza', 'flocons de pomme de terre ', 'pomme de terre déshydratée', ""émulsifiant : mono - et diglycérides d'acides gras"", 'stabilisant : diphosphates', 'extrait de curcuma', 'acidifiant : acide citrique', 'oignon préfrit ', 'oignon', 'huile de tournesol', ""huile d'olive vierge extra"", 'sel', 'fibre de blé', 'ail', 'persil', 'poivre', 'épaississants : gomme xanthane', 'gomme guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",444,-24%,106,-27%,"3,8",-56%,10,+5%,7,+3%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,"['Frais', 'Carton', 'Plastique']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,3.8 g,en quantité modérée,0.3 g,en faible quantité,0.5 g,en faible quantité,0.85 g,en quantité modérée,444 kj(106 kcal),-27%,"0,3",-82%,"< 0,5",-45%,"0,85",+3%,"0,34",+3%,-1,-157%,A,-157%,['Leclerc'],"['Poisson', 'Gluten']",['France'],,,
417,Cantal Entre Deux - Nos Régions Ont du Talent - 220g,3564709170695,D,220 g,"['Nos Régions Ont du Talent', 'LFO SAS']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages au lait cru', 'Cantal']","['AOP', 'Point Vert']",,"['FR 31.582.001 CE', 'Villefranche-de-Lauragais (Haute-Garonne, France)']",['France'],"['Lait cru de vache', 'sel', 'présure', 'ferments lactiques ', 'dont lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,376,+2%,30,+2%,"1,5",+11%,25,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Cantal Entre-Deux Appellation d'Origine Protégée au lait cru,"['Barquette', 'Plastique', 'Film']","http://www.e-leclerc.com/catalogue/marques-distributeurs/nos-regions-ont-du-talent/alimentaire/frais/fromages-LS/cantal-entre-deux-a-o-p--au-lait-cru-de-vache---220-g,81073",,3,30 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,1573 kj(376 kcal),+2%,22,+7%,"0,5",+22%,2,+2%,"0,8",+2%,17,0%,D,0%,['Leclerc'],['Lait'],"['15170', 'Talizat', 'Cantal', 'Auvergne-Rhône-Alpes', 'France', '15220', 'Saint-Mamet-la-Salvetat']",,,
418,Confit d'oignons - Nos Régions ont du Talent - 150g,3564709170893,,150 g,"['Nos Régions ont du Talent', 'Leclerc']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",['Cuit au chaudron'],,,['France'],"['Oignons du Nord-Pas-de-Calais', 'sucre', 'caramel ', 'sucre', 'eau', 'vinaigre de vin rouge ', 'dont sulfites', 'vin blanc ', 'dont sulfites', ""vinaigre d'alcool"", 'gélifiant : pectines', 'sel', 'poivre', "" Préparé avec 65g d'oignons pour 100g de produit fini""]",[],?,,136,-19%,"0,4",-76%,"30,8",-12%,"0,9",-10%,,,,,,,,Confit d'oignons,"['Pot', 'Verre']",,['E440 - Pectines'],4,0.4 g,en faible quantité,0 g,en faible quantité,27.7 g,en quantité élevée,0.5 g,en quantité modérée,569 kj(136 kcal),-19%,0,-100%,"27,7",-15%,"0,5",-20%,"0,2",-20%,6,-9%,C,-9%,['Leclerc'],['Anhydride sulfureux et sulfites'],,,,
419,Gaufres fines du Nord 5 baies et oignon - Nos Régions Ont du Talent - 90g,3564709174235,B,90 g,"['Nos Régions Ont du Talent', 'Leclerc']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Point Vert'],,,['France'],"['Farine de blé', 'beurre 27 %', 'œufs', 'fromage en poudre ', 'dont émulsifiant : phosphates de sodium', 'lait en poudre écrémé', 'sirop de glucose', 'sel', 'oignon 2,7 %', 'mélange de 5 baies 1 % ', 'poivre noir', 'coriandre', 'baies roses', 'poivre blanc', 'piment de la Jamaïque', 'poivre vert', 'extrait de levure']",['Non végétalien'],?,,478,+3%,24,+21%,51,-14%,13,+31%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,"['Carton', 'boîte']",,,4,24 g,en quantité élevée,16 g,en quantité élevée,7.8 g,en quantité modérée,3.6 g,en quantité élevée,2000 kj(478 kcal),+2%,16,+195%,"7,8",+99%,"3,6",+80%,"1,44",+80%,23,+49%,E,+49%,['Leclerc'],"['Œufs', 'Gluten', 'Lait']",['France'],,,
420,Café Arome  Noisette -  - 250g,3564883000023,E,250 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Café Arabica', 'Cafés moulus', 'Café Arabica moulu']",,,,['France'],[],[],?,,0,-100%,0,-100%,0,-100%,0,-100%,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,Café,,,,,,,,,,,,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,
421,Filets de poulet blanc - 500.0g,3571320831331,,500.0 g,,['en:Filets de Poulet'],,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,['Barquette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,GLACE SOJA LACTOFERMENTE VANILLE - Sojami - 560ml - 350g,3576561790003,,560 ml - 350g,['Sojami'],['Glace végétale au soja'],"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', '100% végétal', 'Sans cholestérol', 'Sans lactose', 'AB Agriculture Biologique']",['UE/NON UE'],"['EMB 47091K', 'Estillac (Lot-et-Garonne, France)']",['France'],"['Boisson de riz* ', 'eau', 'riz* rond', 'ferments sélectionnés', 'soja* lactofermenté 17', '2% ', 'eau', 'soja* dépelliculé', 'ferments sélectionnés', 'eau filtrée', 'sirop d’agave*', 'sirop de riz*', 'huile de soja* désodorisée', 'sucre de canne*', ' huile de coco*', 'arôme naturel de vanille* 2%', 'émulsifiant : lécithine de soja*', 'stabilisant : farine de graines de caroube*', 'sel non raffiné']","['Végétalien', 'Végétarien']",?,,177,,"9,9",,20,,"1,7",,,,,,,,,Glace végétale au soja lactofermenté saveur vanille,"['surgelé', 'Boite']",https://www.lesojami.com/produit-glace-soja-vanille,"['E322i - Lécithine', 'E410 - Gomme de caroube']",4,9.9 g,en quantité modérée,3.5 g,en quantité modérée,18 g,en quantité élevée,0.05 g,en faible quantité,741 kj(177 kcal),,"3,5",,18,,"0,05",,"0,02",,6,,C,,,['Soja'],"['Agen', 'France']",,,
423,Maxi pop - Menguy's - 90g,3577060100058,B,90 g,"[""Menguy's""]","['Snacks', 'Snacks salés', 'Popcorn', 'Popcorn salé']","['Huile de palme durable', 'Kascher', 'Sans OGM', 'RSPO', 'Point Vert', 'Fabriqué en France', 'Tidy man', 'RSPO-1106032']",,,['France'],"['Maïs à éclater sans OGM 82%', 'huile de palme', 'sel 2,3%']",['Huile de palme'],1749,-5%,?,,19,-6%,"49,3",-6%,"8,3",-3%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,Popcorn micro-ondes salé,"['Sachet', 'Plastique']",,,3,19 g,en quantité modérée,9.2 g,en quantité élevée,1.2 g,en faible quantité,2.25 g,en quantité élevée,1749 kj(418 kcal),-7%,"9,2",+69%,"1,2",-39%,"2,25",+9%,"0,9",+9%,18,+21%,D,+21%,,,['France'],['Huile de palme'],,
424,"Crêpe au rhum, TRILLAUD, 4 pièces - Maison Trillaud",3578801000026,B,,['Maison Trillaud'],"['Crêpes et galettes', 'Crêpes']",['Sans conservateurs'],,,['France'],[],[],?,,262,-14%,"5,9",-40%,"41,1",-9%,"4,4",-39%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,5.9 g,en quantité modérée,3.5 g,en quantité modérée,29.7 g,en quantité élevée,0.23 g,en faible quantité,1096 kj(262 kcal),-15%,"3,5",-4%,"29,7",+40%,"0,23",-72%,"0,092",-72%,13,+7%,D,+7%,,['Soja'],,,,
425,Crêpes natures sucrées x10 - Sans marque - 300g,3578802000230,B,300 g,"['Sans marque', 'Trillaud']","['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées', 'Crêpes de froment']",['Sans conservateurs'],,,['France'],"['Farine de froment ', 'BLÉ', 'ŒUFS pasteurisés', 'sucre semoule', 'LAIT en poudre à 26 % MG', 'BEURRE concentré 10 %', 'glucose', 'dextrose', 'sel']",['Non végétalien'],?,,358,+10%,"15,1",+29%,47,+1%,"8,6",+23%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,"['Barquette', 'Plastique']",,,4,15.1 g,en quantité modérée,8.9 g,en quantité élevée,24.1 g,en quantité élevée,0.4 g,en quantité modérée,1498 kj(358 kcal),+10%,"8,9",+113%,"24,1",+7%,"0,4",-46%,"0,16",-46%,18,+38%,D,+38%,['Carrefour'],"['Œufs', 'Gluten', 'Lait']",,,,
426,Caille de brebis nature BASKALIA - 125g,3578840000025,,125 g,['Baskalia'],['Caille de brebis'],['Artisan'],"['France', 'Espagne']","['FR 64.213.101 CE', 'Espelette (Pyrénées-Atlantiques, France)']",['France'],"['Lait de brebis pasteurisé', 'sel', 'conservateur sorbate de potassium', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,95,,"6,1",,5,,"5,1",,,,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",3,6.1 g,en quantité modérée,4.6 g,en quantité modérée,4.3 g,en faible quantité,0.3 g,en quantité modérée,397 kj(95 kcal),,"4,6",,"4,3",,"0,3",,"0,12",,3,,C,,['Auchan'],,['Espelette'],,,
427,Confiture de Mirabelles de Lorraine - Les P’tites Tartines - 315g,3580280775364,A,315 g,['Les P’tites Tartines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,"['France', 'Lorraine']",,['France'],"['mirabelles de Lorraine', 'sucre de canne', 'gélifiant : pectine de fruits', 'acidifiant : acide citrique']",[],?,,233,+4%,"0,1",-55%,57,+5%,"0,4",+3%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['Bocal', 'Verre']",,"['E440 - Pectines', 'E330 - Acide citrique']",4,0.1 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,975 kj(233 kcal),+4%,0,-100%,50,-3%,0,-100%,0,-100%,11,+14%,D,+14%,['Grand Frais'],,['France'],,,
428,Couscous moyen - Grain de frais - 1kg,3580281040355,B,1 kg,['Grain de frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",,,,['France'],"['semoule de blé dur', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,376,+6%,"0,6",-70%,77,+10%,13,+7%,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,"['Sachet', 'Plastique']",,,1,0.6 g,en faible quantité,0.5 g,en faible quantité,2 g,en faible quantité,0.03 g,en faible quantité,1573 kj(376 kcal),+5%,"0,5",+31%,2,-25%,"0,03",-78%,"0,012",-78%,-6,,A,,['Carrefour'],['Gluten'],,,,
429,Caviar d'Aubergines - Les Saveurs de Savino - 180g,3580281781050,,180 g,"['Les Saveurs de Savino', 'Agidra']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]","['Point Vert', 'Fabriqué en France']",['Espagne'],,['France'],"['Aubergine 77%', 'huile de colza', 'tomate séchée', 'jus de citron', 'sel', 'ail', 'poivre', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,286,+55%,"29,7",+78%,"2,8",-47%,"1,3",-17%,,,,,,,,,"['Verre', 'Bocal']",,,4,29.7 g,en quantité élevée,2.6 g,en quantité modérée,2.7 g,en faible quantité,1.4 g,en quantité modérée,1197 kj(286 kcal),+56%,"2,6",+25%,"2,7",-10%,"1,4",+23%,"0,56",+23%,9,+36%,C,+36%,,,['France'],,,
430,Soupe Carottes Façon Thaï - Grand Frais - 74cl,3580282265221,A,74 cl,['Grand Frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de carottes']",,['France'],"['EMB 62331', 'Feuchy (Pas-de-Calais, France)']",['France'],"['eau', 'légumes 39% ', 'carotte 30%,pomme de terre', 'oignon 3%', 'lait de Coco reconstitué 8%', 'lait écrémé reconstitué', 'crème', 'sel', 'coriandre 0,3%', 'amidon transformé de mais', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,40,+8%,"1,9",+11%,"4,4",+3%,"0,8",+17%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,Velouté de carottes et lait de coco,"['Bouteille', 'Verre']",,['E14XX - Amidons modifiés'],4,1.9 g,en faible quantité,1.6 g,en quantité modérée,1.9 g,en faible quantité,0.7 g,en quantité modérée,167 kj(40 kcal),+1%,"1,6",+68%,"1,9",+4%,"0,7",+16%,"0,28",+16%,3,+50%,C,+50%,['Grand Frais'],['Lait'],['France'],,,
431,Soupe legume du soleil et quinoa bio - Grand Frais,3580282266013,B,,['Grand Frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']","['Bio', 'Bio européen', 'FR-BIO-10', 'Fabriqué en France']",,"['EMB 62331', 'Feuchy (Pas-de-Calais, France)']",['France'],"['Légumes 66% eau quinoa 2,5% huile d’olive sucre amidon de maïs sel ail arôme naturels extraits aromatiques épaississant']",[],?,,39,-5%,"1,5",-13%,"5,1",+11%,"0,9",-3%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,1.5 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0.6 g,en quantité modérée,163 kj(39 kcal),-5%,"0,2",-64%,"1,5",-23%,"0,6",-8%,"0,24",-8%,2,+41%,B,+41%,,,,,,
432,Filets de maquereaux moutarde à l'ancienne - Sans marque - 169g e,3580282350071,C,169 g e,"['Sans marque', 'AGIDRA']","['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde']","['Omega-3', 'Riche en Oméga-3', 'Fabriqué en France']","['Océan Atlantique', 'Océan Atlantique Nord-Est']","['FR 62.448.100 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)""]",['France'],"['Filets de maquereaux 56 % ', 'Scomber scombrus', 'eau', 'moutarde de Dijon 6,9 % ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'huile de colza', ""vinaigre d'alcool"", ""moutarde à l'ancienne 3,1 % "", 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'vinaigre de vin blanc', 'sel', 'vin blanc', 'amidon modifié de maïs', 'arômes', 'sucre', 'épaississant : gomme xanthane', 'curcuma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",893,-1%,215,+3%,18,+9%,0,-100%,14,+5%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,['Conserve'],,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",4,18 g,en quantité modérée,3.8 g,en quantité modérée,0 g,en faible quantité,1.48 g,en quantité modérée,893 kj(215 kcal),+1%,"3,8",+17%,0,-100%,"1,48",+19%,"0,592",+19%,11,+84%,D,+84%,['Grand Frais'],"['Poisson', 'Moutarde']",,,,
433,Epis De Mais - Chao An,3580282816140,B,,['Chao An'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Surgelés', 'Céréales en grains', 'Aliments à base de plantes surgelés', 'Maïs', 'Céréales surgelés', 'Maïs doux en épis', 'Maïs en épi', 'Maïs surgelé', 'Maïs en épis surgelé']",,,,['France'],[],[],?,,36,-23%,"0,2",-75%,"4,9",-37%,"1,1",-42%,61.2%,0.0%,12.3%,9.8%,11.5%,5.2%,92,,,,,,0.2 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.45 g,en quantité modérée,151 kj(36 kcal),-23%,0,-100%,1,-67%,"0,45",-32%,"0,18",-32%,-4,-1100%,A,-1100%,,,,,,
