,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,traceability_code,markets,additives,nova_score,packaging,ingredients_origins,manufacturing,allergens,link,generic_name,palm_ingredients
96,Café d'exception - Casino Délices,3222477394063,['France'],[],[],?,1,0,"0,3","0,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,-98%,4 kj(1 kcal),-98%,-100%,0,-100%,-96%,0,-100%,-90%,0,-100%,0,-100%,,,,,,,,,,,,,['Casino Délices'],"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,,
97,FIORDIRICOTTA - latteria SORRENTINA - 250g,8011407000168,['France'],[],[],?,160,"11,7","4,9","8,9",,,,,,,,,,,,,669 kj(160 kcal),,,"7,2",,,"4,9",,,"0,24",,"0,096",,,,,,,,,,,,,250g,['latteria SORRENTINA'],,,,,,,,,,,,
98,Carb Crusher Cookies & Cream - Myprotein,5056307320629,['France'],[],[],?,203,"7,6",28,36,,,,,,,,,,,,,849 kj(203 kcal),,,5,,,3,,,"0,48",,"0,192",,,,,,,,,,,,,,['Myprotein'],,,,,,,,,,,,
99,Haricot de castelnaudary,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Cuisine espagnole,3102870048803,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amandes decortiqué,0208052006562,['France'],[],[],?,0,15,0,6,,,,,,,,,,,,,0 kj(0 kcal),,,3,,,0,,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Lentilles aux escargots,3770004051588,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Miel,5031416190905,['France'],[],[],?,333,0,83,"0,3",,,,,,,,,,,,,1393 kj(333 kcal),,,0,,,72,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Saucissons apéritif,2107284001902,['France'],[],[],?,367,21,"3,5",41,,,,,,,,,,,,,1536 kj(367 kcal),,,"7,9",,,"3,3",,,"4,8",,"1,92",,,,,,,,,,,,,,,,,,,,,,,,,,
105,Queso havarti light danés lonchas - Arla,5711953040306,['France'],[],[],?,422,38,1,19,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",38 g,en quantité élevée,24.2 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,,+28%,1766 kj(422 kcal),+29%,+43%,"24,2",+36%,-17%,1,+35%,-7%,2,+54%,"0,8",+54%,18,+31%,D,+31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Arla'],,,,,,,,,,,,
106,Poulet fermier Bio,0226997061668,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
107,Eguiellete de poulet,0215703033457,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,,
108,Fromage de tete,3760168114595,['France'],[],[],?,150,11,0,12,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",11 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-23%,628 kj(150 kcal),-20%,-20%,1,-81%,-100%,0,-100%,-22%,1,-42%,"0,4",-42%,0,-100%,B,-100%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,,,,,,,,,,,,,,
109,Soupe,32519495,['France'],[],[],?,63,"0,3",12,2,,"['Plats préparés', 'Soupes']",0.3 g,en faible quantité,0 g,en faible quantité,3.3 g,en faible quantité,1.9 g,en quantité élevée,,+11%,264 kj(63 kcal),+11%,-85%,0,-100%,+109%,"3,3",+91%,-9%,"1,9",+120%,"0,76",+120%,7,+327%,C,+327%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10']",,,,,,,,,,,
110,Fromage blanc artisanal vanille,3760206160478,['France'],[],[],?,385,"2,7","9,5","7,2",,,,,,,,,,,,,1611 kj(385 kcal),,,"1,9",,,"9,4",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
111,Pain complet bio,2644560008533,['France'],[],[],?,235,"1,6",44,"7,9",,,,,,,,,,,,,983 kj(235 kcal),,,"0,2",,,"2,5",,,"1,4",,"0,56",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
112,Farine de noix de coco,3506070053474,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Paillette aux épinards,2246502024016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,terrine au pain d’épices,3760037492922,['France'],[],[],?,255,19,"5,3",18,,,,,,,,,,,,,1067 kj(255 kcal),,,7,,,"3,2",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
115,Saucisse de volaille bio,2444012040476,['France'],[],[],?,139,"7,1","0,3",18,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",7.1 g,en quantité modérée,2 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,,-23%,582 kj(139 kcal),-24%,-40%,2,-45%,-76%,"0,3",-42%,+9%,"1,7",-4%,"0,68",-4%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,['Bio'],,,,,,,,,,,
116,Quick Cooking Buckwheat,4601780010003,['France'],[],[],?,381,"3,4","75,2","12,3",,,,,,,,,,,,,1594 kj(381 kcal),,,"0,9",,,"0,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,La chocolat,8002630010598,['France'],[],[],?,389,17,50,"6,5",,,,,,,,,,,,,1628 kj(389 kcal),,,11,,,28,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ketchup,5411883501457,['France'],[],[],?,114,"0,2","25,3","1,1",,,,,,,,,,,,,477 kj(114 kcal),,,0,,,"21,7",,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
119,Terrine campagne aux algues,3760195250136,['France'],[],[],?,306.6,"27,1",2,"14,5",,,,,,,,,,,,,1283 kj(306 kcal),,,"11,1",,,"1,2",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
120,Framboise & pralin - Grain de Sail,3760226261292,['France'],[],[],?,547,37,42,6,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",37 g,en quantité élevée,22 g,en quantité élevée,39 g,en quantité élevée,0.15 g,en faible quantité,,-2%,2289 kj(547 kcal),-1%,-6%,22,-5%,+9%,39,+23%,-22%,"0,15",+221%,"0,06",+221%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Grain de Sail'],['Bio'],,,,,,,,,,,
121,Jambon a l’ancienne,2453637029780,['France'],[],[],?,161,"7,9","0,5",22,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,0.203 g,en faible quantité,,+6%,674 kj(161 kcal),+6%,+28%,"2,9",+20%,+1%,0,-100%,-1%,"0,203",-90%,"0,081",-90%,-1,-110%,A,-110%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,"['Barquette', 'Film en plastique']",,,,,,
122,Filet mignon herbes de provence,0203257021457,['France'],[],[],?,220,"7,1",0,38,,,,,,,,,,,,,920 kj(220 kcal),,,"2,7",,,0,,,"4,9",,"1,96",,,,,,,,,,,,,,,,,,,,,,,,,,
123,Abondance,2251665040872,['France'],[],[],?,419,35,"0,8",25,,,,,,,,,,,,,1753 kj(419 kcal),,,24,,,"0,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
124,Pistachios,5350103001226,['France'],[],[],?,605,"44,3","26,8","19,8",,,,,,,,,,,,,2531 kj(605 kcal),,,"5,4",,,"7,5",,,"2,48",,"0,992",,,,,,,,,,,,,,,,,,,,,,,,,,
125,Huile pour pizza,6250380139393,['France'],[],[],?,900,100,"0,5","0,5",,,,,,,,,,,,,3766 kj(900 kcal),,,"10,4",,,"0,5",,,,,,,,,,,,,,,,,,,,,"['EMB 59599', 'Tourcoing (Nord, France)']",,,,"['Bouteille en verre', 'Bouchon en plastique']",,,,,,
126,Pate aromatique pour glaces et patisseries,3506170014245,['France'],[],[],?,574,39,44,"9,6",,,,,,,,,,,,,2402 kj(574 kcal),,,"4,6",,,39,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
127,Star Snack,4033766697371,['France'],[],[],?,200,"5,9",18,"11,7",,,,,,,,,,,,,837 kj(200 kcal),,,0,,,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Lime,8001160006705,['France'],[],[],?,0.7,0,"0,1","0,1",,,,,,,,,,,,,3 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Crème Fraiche Légère Epaisse - President,3428200387269,['France'],[],[],?,175,15,"7,4","2,5",,,,,,,,,,,,,732 kj(175 kcal),,,"8,6",,,"3,8",,,"0,1",,"0,04",,,,,,,,,,,,,,['President'],,,,,,,,,,,,
130,GINGEMBRE MOULUE,3770009229982,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Preparation pour sandwich - La belle-iloise,999370,['France'],[],[],?,278,"19,3","0,5","11,9",,,,,,,,,,,,,1163 kj(278 kcal),,,"3,44",,,"0,5",,,1,,"0,4",,,,,,,,,,,,,,['La belle-iloise'],,,,,,,,,,,,
132,Alliance Gourmande de foie de canard et d'effiloché confit,3161541025857,['France'],[],[],?,362,34,"1,5",12,,,,,,,,,,,,,1515 kj(362 kcal),,,14,,,"0,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
133,Paprika Fileta,4260085282609,['France'],[],[],?,25,"0,2","4,4","1,2",,,,,,,,,,,,,105 kj(25 kcal),,,0,,,2,,,"0,625",,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,
134,Bio 2 - Modilac,3572731202529,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Modilac'],['Bio'],,,,,,,,,,,
135,Caramels au pain d'épices - La Maison d'Armorine,3561770400195,['France'],[],[],?,418,13,72,4,,,,,,,,,,,,,1749 kj(418 kcal),,,7,,,47,,,"1,1",,"0,44",,,,,,,,,,,,,,"[""La Maison d'Armorine""]","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,
136,Mochi glacé chocolat,3770010226338,['France'],[],[],?,223,"4,2",44,2,,,,,,,,,,,,,933 kj(223 kcal),,,"2,7",,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Pur jus orange carotte citron,8104749015638,['France'],[],[],?,28,0,"6,6","0,6",,,,,,,,,,,,,117 kj(28 kcal),,,0,,,"6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Pépites de chocolat avec centre chocolaté,0059749949040,['France'],[],[],?,483.871,"22,581","67,742","3,226",,,,,,,,,,,,,2025 kj(483 kcal),,,"11,29",,,"41,936",,,"0,685",,"0,274",,,,,,,,,,,,,,,,,,,,,,,,,,
139,Thé sauge,3175681004368,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,La Cerveza Mas Fina,7501064196003,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Pistaches,8413762700606,['France'],[],[],?,569,46,28,21,,,,,,,,,,,,,2381 kj(569 kcal),,,"5,6",,,"7,7",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
142,24 mini bouchons de chevre,3184670013229,['France'],[],[],?,246,19,"3,8",15,,,,,,,,,,,,,1029 kj(246 kcal),,,13,,,"1,9",,,"1,3",,"0,52",,,,,,,,,,,,,,,,"['EMB 24372C', 'Saint-Astier (Dordogne, France)', 'FR 24.372.001 CE', 'Saint-Astier (Dordogne, France)']",,,,,,,,,,
143,Café,3760049371451,['France'],[],[],?,1,0,"0,3","0,2",,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"Excel Gomme Sans Sucre, 1 Paquet, Menthe Balloune",0064900428500,['France'],[],[],?,178.5714,0,"71,429",0,,,,,,,,,,,,,747 kj(178 kcal),,,0,,,"71,429",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Granola canneberges pacanes,0850563002504,['France'],[],[],?,220,8,32,5,,,,,,,,,,,,,920 kj(220 kcal),,,"1,5",,,10,,,"0,125",,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,
146,Calmosine digestion,3664391000123,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
147,OEUFS - Auchan,3596710479221,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,['Auchan'],,,,,,,,,
148,Noix de joue de porc au figatelli,3564380006122,['France'],[],[],?,110,"4,3",4,14,,,,,,,,,,,,,460 kj(110 kcal),,,"1,5",,,"0,5",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
149,9310881911595,9310881911595,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Jambon blanc,0281459017454,['France'],[],[],?,100,"4,4","0,5",21,,,,,,,,,,,,,418 kj(100 kcal),,,"0,5",,,0,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
151,Confitura de melocotón,8436015960091,['France'],[],[],?,235,0,"57,5",0,,,,,,,,,,,,,983 kj(235 kcal),,,0,,,"41,8",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Farina integrale di grano tenero,8002003305399,['France'],[],[],?,340,21,61,"13,5",,,,,,,,,,,,,1423 kj(340 kcal),,,"0,4",,,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,5420076406547,5420076406547,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Sirop brut saveur noisette,3760310820206,['France'],[],[],?,304,0,"76,5",0,,,,,,,,,,,,,1272 kj(304 kcal),,,0,,,"76,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Tresse feuilletée chèvre légumes,3248481009298,['France'],[],[],?,223,13,19,"5,9",,,,,,,,,,,,,933 kj(223 kcal),,,"7,5",,,"2,3",,,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,,,,,,,
156,Thé noir saveur citron - Maison Taillefer,3564884023991,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,['Maison Taillefer'],,,,,,['Pot en plastique'],,,,,,
157,Houmous lentilles corail,3760177140998,['France'],[],[],?,225,"17,3","10,5","6,5",,,,,,,,,,,,,941 kj(225 kcal),,,"2,2",,,"0,9",,,"0,5",,"0,2",,,,,,,,,,,,,,,,"['FR 84.036.003 CE', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,,,['Etui en carton'],,,,,,
158,Amandes fumees,3418659102018,['France'],[],[],?,653,"55,6","14,4","20,4",,,,,,,,,,,,,2732 kj(653 kcal),,,"4,6",,,"4,1",,,"8,4",,"3,36",,,,,,,,,,,,,,,,,,,,,,,,,,
159,Galette au chèvre miel,2416133041335,['France'],[],[],?,1,"7,9",39,8,,,,,,,,,,,,,4 kj(1 kcal),,,"3,9",,,11,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
160,Cookie bio tout chocolat,3770002297766,['France'],[],[],?,490,26,55,"6,8",,,,,,,,,,,,,2050 kj(490 kcal),,,11,,,27,,,"0,89",,"0,356",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
161,Éclairs fondants - Pasquier,3187670259703,['France'],[],[],?,230,10,30,"4,5",,,,,,,,,,,,,962 kj(230 kcal),,,"3,5",,,18,,,"0,43",,"0,172",,,,,,,,,,,,,,['Pasquier'],,,,,,,,,,,,
162,Smoothie amande mangue passion,3770011776115,['France'],[],[],?,51.42,"0,37","3,83","0,46",,,,,,,,,,,,,215 kj(51 kcal),,,"0,02",,,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Helua,8690504274582,['France'],[],[],?,547,37,"34,9","13,8",,,,,,,,,,,,,2289 kj(547 kcal),,,"5,6",,,"25,7",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
164,Cu Draga - Chocolats Pralinés,5941047829016,['France'],[],[],?,438,16,69,"3,6",,,,,,,,,,,,,1833 kj(438 kcal),,,"9,6",,,64,,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
165,Rôti de porc cuit supérieur 4 tranches 190gr,2471248020071,['France'],[],[],?,139,"5,2","0,9","22,2",E,"['Viandes', 'Porc', 'Rôtis de porc']",5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,,-3%,582 kj(139 kcal),-2%,+3%,"2,1",+0%,+10%,"0,8",+28%,-1%,"1,98",+15%,"0,792",+15%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
166,Chat adulte riche en poulet,3469274200290,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Fenugrec,8436049610658,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Contrex Green Infusion de maté,13551759,['France'],[],[],?,9,0,"2,1",0,,,,,,,,,,,,,38 kj(9 kcal),,,0,,,2,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Chocolat pur 100%cacao,3760048339384,['France'],[],[],?,515,54,"6,6","12,3",,,,,,,,,,,,,2155 kj(515 kcal),,,"34,6",,,"0,3",,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
170,Pur jus de Pomme Redlove,3000000011133,['France'],[],[],?,?,?,?,?,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,['Sans sucre ajouté'],,,,,,,,,,,
171,Pain Fantaisie,0260043005770,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Portions de saumon cru légèrement fumé,5060374375994,['France'],[],[],?,253,17,"1,3","22,3",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",17 g,en quantité modérée,2.2 g,en quantité modérée,1.2 g,en faible quantité,1.6 g,en quantité élevée,,+37%,1059 kj(253 kcal),+37%,+62%,"2,2",+7%,+163%,"1,2",+259%,+1%,"1,6",-43%,"0,64",-43%,12,-8%,D,-8%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
173,Padano,2449186036010,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Gratin dauphinois - Thiriet,3292590839390,['France'],[],[],?,130,"8,1",10,"3,4",B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",8.1 g,en quantité modérée,5.4 g,en quantité élevée,2.7 g,en faible quantité,0.77 g,en quantité modérée,,+9%,544 kj(130 kcal),+11%,+40%,"5,4",+50%,-11%,"2,7",+68%,-0%,"0,77",+9%,"0,308",+9%,7,+49%,C,+49%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,['Thiriet'],,,['Thiriet'],,,,,,,,,
175,Meule de savoie,2230253054255,['France'],[],[],?,411,"33,5","1,34","26,11",,,,,,,,,,,,,1720 kj(411 kcal),,,"20,51",,,"0,2",,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,
176,Le fromage a tartiner et a cuisiner,990530101000638726,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Poke saumon a base de plante,0627987013405,['France'],[],[],?,30,1,5,1,,,,,,,,,,,,,126 kj(30 kcal),,,"0,1",,,2,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
178,Tauf,0638097241985,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Râpé  aux 3 fromages - Lidl,1232705,['France'],[],[],?,362,28,2,26,,,,,,,,,,,,,1515 kj(362 kcal),,,18,,,"0,5",,,"1,5",,"0,6",,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,,
180,Panier saumon petits legumes,3325710234093,['France'],[],[],?,272,17,24,"4,7",,,,,,,,,,,,,1138 kj(272 kcal),,,"8,9",,,"1,8",,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,
181,2 cuisses de poulet,0219969017190,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
182,Pruneaux,3068230016601,['France'],[],[],?,234,"0,5",54,2,,,,,,,,,,,,,979 kj(234 kcal),,,"0,1",,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Boudin noir a l'ancienne,2871725017127,['France'],[],[],?,266,23,"2,4",11,,,,,,,,,,,,,1113 kj(266 kcal),,,"8,7",,,"1,6",,,"1,5",,"0,6",,,,,,,,,,,,,,,,"['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)', 'FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",,,,,,,,,,
184,On the go,0751217960617,['France'],[],[],?,130,5,18,7,,,,,,,,,,,,,544 kj(130 kcal),,,"0,5",,,10,,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
185,Decaféiné Moka,8019924002313,['France'],[],[],?,8,"0,2",0,"1,7",,,,,,,,,,,,,33 kj(8 kcal),,,"0,049",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Key lime cheesecake,3254564763124,['France'],[],[],?,268.72,"10,75","20,28","5,84",,,,,,,,,,,,,1124 kj(268 kcal),,,"9,97",,,"13,68",,,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,,,,,
187,Fusilli n° 93,8009385331930,['France'],[],[],?,357,"1,5",69,15,,,,,,,,,,,,,1494 kj(357 kcal),,,"0,3",,,"1,4",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Pommette Bio,3250392926861,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,
189,Boeuf bourguignon,2692508043429,['France'],[],[],?,91,"2,8","3,2",13,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",2.8 g,en faible quantité,0.9 g,en faible quantité,1.6 g,en faible quantité,0.71 g,en quantité modérée,,-5%,381 kj(91 kcal),-4%,-3%,"0,9",-10%,-45%,"1,6",+8%,+29%,"0,71",-12%,"0,284",-12%,-1,,A,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,,"['EMB 51649B', 'Vitry-le-François (Marne, France)']",,,,['Etui en carton'],,,,,,
190,Yaourt au lait du jour de nos vaches,0324689998015,['France'],[],[],?,100,"3,2","7,9","5,1",,,,,,,,,,,,,418 kj(100 kcal),,,2,,,"7,9",,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Tomme Fermière ""de Rouffigny""",,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Crisp’Bean 3 poivres,3609200010252,['France'],[],[],?,398,12,47,18,,,,,,,,,,,,,1665 kj(398 kcal),,,"1,5",,,"2,6",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
193,Zinc,3700446496432,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Chips lays cheeseburger,3700524780996,['France'],[],[],?,530,32,52,"6,1",,,,,,,,,,,,,2218 kj(530 kcal),,,"3,9",,,"2,3",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
195,Farine petit épeautre,3760121215017,['France'],[],[],?,360,"1,5",70,12,,,,,,,,,,,,,1506 kj(360 kcal),,,"0,2",,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Coupelle fraise,,['France'],[],[],?,270,22,16,"2,5",,,,,,,,,,,,,1130 kj(270 kcal),,,15,,,13,,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
197,Sushi,3250392881054,['France'],[],[],?,174,"5,3",25,6,,,,,,,,,,,,,728 kj(174 kcal),,,"1,2",,,"6,6",,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
