,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,labels,packaging,additives,nova_score,generic_name,markets,allergens,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner,producer_info
304,Foie gras de canard - Delpeyrat,3067163631578,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",['France'],"['Foie gras de canard du Sud-Ouest ', 'Origine: France', ' sel', 'poivre', 'conservateur: nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+6%,2276 kj(544 kcal),+6%,56,+6%,24,+7%,"2,2",-6%,"0,9",-33%,"7,5",+8%,"1,3",+7%,"0,52",+7%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['Delpeyrat'],,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,['France'],,,,
305,Fleur De Bach Larch N°19 - 20 ML - Biofloral,3760029841196,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Dragées amande finesse extrême,3340390000066,,,,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,"26,91",,"2,4",,"55,1",,"48,7",,"12,44",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Huile de Pépins de Courge Vierge,3329489000224,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",['France'],[],[],100 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+10%,3766 kj(900 kcal),+10%,100,+9%,24,+41%,0,-100%,0,,0,-100%,0,,0,,13,+6%,D,+6%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
308,Dattes rouges,3364699335537,,,,['France'],[],[],,,,,,,,,?,,298,,1247 kj(298 kcal),,"2,4",,0,,"81,1",,0,,"6,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Côte de veau à griller,2051713017128,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,FARANDOLE DE TAGLIATELLES À LA TRUFFE D'ÉTÉ,3434410074776,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,15,,"0,9",,"20,7",,"0,2",,"5,2",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Rillettes de thon -,3200741700031,D,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",['France'],[],[],16 g,en quantité modérée,11 g,en quantité élevée,1.5 g,en faible quantité,0.94 g,en quantité modérée,?,,197,-7%,824 kj(197 kcal),-8%,16,+1%,11,+192%,"1,6",-24%,"1,5",+57%,13,-15%,"0,94",-10%,"0,376",-10%,16,+157%,D,+157%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,,,,
312,Dômes gourmets à la Marocaine - Biocoop - 400g,3760121213617,,400g,,['France'],"['Légumes cuisinés ', '40%', ': légumes 28% ', 'tomate*', 'courgette*', 'carotte*', 'oignon*', 'poivron* rouge', 'eau', 'pois chiche* cuit 2% ', 'miel* 1,8%', ""huile d'olive* vierge extra"", 'sel de Guérande', 'fibres de soja*', 'amidon de pomme de terre*', 'coriandre* feuille', ""poudre d'écorce de citron*"", 'épices* raz-el-hanout 0,08 %', ' Purée de pois chiches* ', '35% ', ' pois chiche* cuit 25%', 'eau', 'sel de Guérande', 'amidon de pomme de terre*', 'épices raz-el-hanout 0,02%', ' Céréales* cuites ', '25%', "" : graines d'amarante* cuites 13,6%"", 'semoule de blé* semi-complète cuite 10,4%', ""huile d'olive* vierge extra"", 'graines de lin* brun 0,4%', 'sel de Guérande', 'épices raz-el-hanout 0,02 %', ' % exprimés sur le produit fini', "" *Ingrédients issus de l'agriculture biologique"", ' Ce produit contient du miel']",['Non végétalien'],,,,,,,,,?,,109,,456 kj(109 kcal),,3,,"0,5",,15,,"3,2",,4,,"0,7",,"0,28",,,,,,,,,,,,,,['Biocoop'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['Biocoop'],,,,,,,
313,Organic Sparkling Peach Tea - San Pellegrino,8002270356971,,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,0,,0,,"4,6",,"4,6",,0,,0,,0,,,,,,,,,,,,,,['San Pellegrino'],,['aluminium-can'],,,,,,,,,,,
314,2 Ficelles Picardes - Maës - 350g,3282930007961,E,350 g,"['Crêpes et galettes', 'Ficelle picarde']",['France'],"['Eau', 'jambon supérieur 17%* ', 'jambon 91%', 'eau', 'sel', 'arômes naturels', 'sirop de glucose', 'conservateurs : nitrite de sodium', 'antioxydant : érythorbate de sodium', 'champignons ', 'champignons', 'eau', 'sel', 'acidifiant : acide citrique et antioxydant : acide ascorbique', 'farine de blé', 'jus de champignons', 'œufs ', ""issus d'élevages de poules au sol "", 'liquide pasteurisé', 'beurre ', 'lait', 'lait en poudre', 'emmental 2', '86% ', 'lait', 'crème liquide ', 'crème de lait', 'stabilisant : carraghénanes', ""jaunes d'œufs "", ""issus d'élevage de poules au sol "", 'liquide pasteurisé', 'oignons', 'huile de tournesol', 'sel', 'sucre', 'poivre blanc', 'muscade']","['Non végétalien', 'Non végétarien']",7.7 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,0.95 g,en quantité modérée,?,,151,-25%,632 kj(151 kcal),-25%,"7,7",+1%,4,+6%,11,-30%,1,-62%,"8,1",-1%,"0,95",-5%,"0,38",-5%,3,-58%,C,-58%,72.5%,18.3%,3.9%,1.4%,0.8%,3.0%,28,"['EMB 62160BG', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'FR 62.160.123 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'EMB 62160', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",['Maës'],,"['Carton', 'Barquette', 'Plastique', 'Surgelé']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,"['Œufs', 'Gluten', 'Lait']",,['Viande de porc origine France'],,,,
315,Sauce salade - Colona,5410803520264,,,,['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,"18,8",,"1,3",,"3,7",,"2,1",,"0,3",,"2,8",,"1,12",,,,,,,,,,,,,,['Colona'],,,,,,,,,,,,,
316,Terrine forestière,2208366017979,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"34,3",,"12,9",,"4,44",,"2,59",,9,,"1,94",,"0,776",,,,,,,,,,,,,"['FR 61.077.012 CE', 'Cerisé (Orne, France)']",,,,,,,,,,,,,,
317,Prêle,3700790001801,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Semoule au lait - Pommette,3250392590666,B,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Semoules au lait']",['France'],[],[],2.7 g,en faible quantité,1.9 g,en quantité modérée,7.7 g,en quantité modérée,0.09 g,en faible quantité,?,,91,-25%,381 kj(91 kcal),-26%,"2,7",-32%,"1,9",-25%,"13,1",-26%,"7,7",-40%,"3,5",+4%,"0,09",-18%,"0,036",-18%,1,-75%,B,-75%,57.6%,19.3%,8.9%,7.9%,4.9%,1.3%,91,,['Pommette'],,['Pot'],,,,,,,,,,,
319,Cup Noodle Curry - Nissin,49698640,,,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,"23,4",,1,,"58,1",,1,,"10,3",,"1,9",,"0,76",,,,,,,,,,,,,,['Nissin'],,,,,,,,,,,,,
320,Curcuma - Portland,26020990,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Portland'],['Fabriqué en Allemagne'],,,,,,,,,,,,
321,Veggies - Don Simon,8410261777139,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['France', 'Espagne']",[],[],0.3 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité élevée,0.04 g,en faible quantité,?,,41,-11%,172 kj(41 kcal),-10%,"0,3",+78%,0,-100%,"8,7",-18%,"7,5",-23%,"0,3",-23%,"0,04",+304%,"0,016",+304%,1,-74%,B,-74%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Don Simon'],,,,,,,,,,,,,
322,Trio de legumes anciens - Thiriet - 600g,3292590829278,,600 g,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,"0,6",,"0,1",,"7,1",,"3,8",,"1,2",,"0,09",,"0,036",,,,,,,,,,,,,,['Thiriet'],,,,,,['Thiriet'],,,,,,,
323,Specialité d'andouilettes,2495521059107,,,,['France'],[],[],,,,,,,,,?,,292,,1222 kj(292 kcal),,24,,"9,2",,"1,5",,"0,4",,18,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Gemischte Schokolade Lebkuchen - Spar,9100000759050,B,,"['Biscuits et gâteaux', ""Pains d'épices""]",['France'],[],[],8 g,en quantité modérée,4 g,en quantité modérée,38 g,en quantité élevée,0 g,en faible quantité,?,,368,+9%,1540 kj(368 kcal),+8%,8,+129%,4,+223%,70,-1%,38,-6%,8,+84%,0,-100%,0,-100%,15,+6%,D,+6%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,['Spar'],,,,,,,,,,,,,
325,Dill Heringshappen Gurke & Zwiebeln,4030800017140,,,['de:Heringshappen'],['France'],[],[],23.5 g,en quantité élevée,1.1 g,en faible quantité,7.1 g,en quantité modérée,1.5 g,en quantité modérée,?,,271,,1134 kj(271 kcal),,"23,5",,"1,1",,"8,1",,"7,1",,"6,2",,"1,5",,"0,6",,11,,D,,,,,,,,,,,,,,,,,,,,,,,
326,Falafel Indian Style - Rinatura - 150g,4013200256463,,150g,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,"1,4",,"0,3",,61,,"4,7",,14,,"2,9",,"1,16",,,,,,,,,,,,,,"['Rinatura', 'Bio rinatura']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans lactose']",,,,,,,,,,,,
327,Fløtemysost,7038010028427,,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,26,,18,,36,,32,,11,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Flamiche au Maroilles - Defroidmont - 325g,3420130001086,C,325 g,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au maroilles', 'Flamiches']",['France'],"['Maroilles 38%', 'farine de blé', 'eau', 'crème fraîche', 'huile de tournesol', 'levure', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",16.4 g,en quantité modérée,9 g,en quantité élevée,0.9 g,en faible quantité,0.8 g,en quantité modérée,?,,265,-8%,1109 kj(265 kcal),-8%,"16,4",+4%,9,-15%,"19,9",-9%,"0,9",-54%,"11,7",-9%,"0,8",-41%,"0,32",-41%,14,-17%,D,-17%,74.9%,11.5%,2.8%,3.1%,1.6%,6.0%,49,,['Defroidmont'],"['AOP', 'Saveurs en Or']","['Surgelé', 'Carton']",,3,,,"['Gluten', 'Lait']",,,,,,
329,Biscotte del Lagaccio -,8002190100937,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['France'],[],[],11 g,en quantité modérée,7.4 g,en quantité élevée,14 g,en quantité élevée,0.01 g,en faible quantité,?,,434,+10%,1816 kj(434 kcal),+10%,11,+65%,"7,4",+302%,72,+5%,14,+140%,"9,9",-16%,"0,01",-99%,"0,004",-99%,15,+140%,D,+140%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,,,
330,Faubourg café,3760160680999,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Gnocchi de pommes de terre -,3760244760258,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['France'],[],[],0.6 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,142,-15%,594 kj(142 kcal),-15%,"0,6",-56%,"0,1",-73%,"29,7",-10%,"0,7",-42%,"4,4",+5%,"1,5",+33%,"0,6",+33%,5,+40%,C,+40%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
332,Rillettes de saumon -,2283202516014,E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",['France'],[],[],21.8 g,en quantité élevée,2.5 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en quantité modérée,?,,260,+18%,1088 kj(260 kcal),+18%,"21,8",+27%,"2,5",-48%,"3,5",+58%,"0,7",-23%,"11,9",-12%,"1,3",+14%,"0,52",+14%,5,-43%,C,-43%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,['Sans colorants'],,,,,,,,,,,,
333,Vampire's Fangs - Marks & Spencer,00542784,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', ""Aliments et boissons d'Halloween"", 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de maïs']",['France'],"['INGREDIENTS Gruau de maïs - Huile de tournesol - Lactosérum en poudre ', 'Lait', ' - Fromage déshydraté ', 'Lait', ' - Lactose ', 'Lait', ' - Sel - Extrait de levure déshydraté - Crème déshydratée ', 'Lait', ' - Colorant - Extrait de paprika', 'Curcumine']",['Non végétalien'],28.9 g,en quantité élevée,3.4 g,en quantité modérée,8.1 g,en quantité modérée,2.1 g,en quantité élevée,?,,518,+29%,2167 kj(518 kcal),+29%,"28,9",+196%,"3,4",-30%,"56,4",-22%,"8,1",-85%,"8,1",+115%,"2,1",+768%,"0,84",+768%,19,+9%,E,+9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Marks & Spencer'],,"['Sachet', 'Plastique']","['E160c - Extrait de paprika', 'E100 - Curcumine']",4,Produit soufflé à base de maïs aromatisé au fromage - Vampire's Fangs,['Marks & Spencer'],['Lait'],,,,,,
334,Bonbons citron melisse - Ricqles,3428884025006,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,229,-36%,958 kj(229 kcal),-36%,"0,5",-73%,"0,1",-91%,95,+14%,"0,5",-99%,"0,5",-76%,"0,01",-92%,"0,004",-92%,2,-86%,B,-86%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Ricqles'],,,,,,,,,,,,,
335,Helado de almendra - VALSOIA - 50g,8006040081025,B,50g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Confiseries', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['France', 'Italie']",[],[],20 g,en quantité modérée,15 g,en quantité élevée,26 g,en quantité élevée,0.05 g,en faible quantité,?,,302,+30%,1264 kj(302 kcal),+30%,20,+71%,15,+97%,27,-3%,26,+11%,"1,6",-49%,"0,05",-67%,"0,02",-67%,15,+12%,D,+12%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['VALSOIA'],"['en:gluten-free', 'Sans lactose']",,,,,['NOZ'],,,,,http://www.valsoia.it,,
336,Parmentier gratiné a la morue,3181580279981,,,,['France'],[],[],,,,,,,,,?,,184,,770 kj(184 kcal),,11,,2,,"9,6",,"1,5",,12,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
337,8410740902151,8410740902151,E,,"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']","['France', 'Espagne']",[],[],2.1 g,en faible quantité,1.3 g,en faible quantité,1.3 g,en faible quantité,0.02 g,en faible quantité,?,,361,+3%,1510 kj(361 kcal),+3%,"2,1",-85%,"1,3",-84%,"1,3",-95%,"1,3",-88%,"4,1",-76%,"0,02",-81%,"0,008",-81%,3,-67%,C,-67%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,,,,,,,,,,,,,,
338,Carrot Batons,01622386,,,,['France'],[],[],,,,,,,,,?,,29,,121 kj(29 kcal),,"0,5",,"0,1",,"4,3",,"4,1",,"0,6",,"0,06",,"0,024",,,,,,,,,,,,,,,,['ldpe-packet'],,,,,,,,,,,
339,Exotic fruit salad - Coop,5000128950978,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,0,,"9,8",,"9,7",,"0,6",,"0,01",,"0,004",,,,,,,,,,,,,,['Coop'],,,,,,,,,,,,,
340,Pain - Pavé Intermarché,0000719008861,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Pavé Intermarché'],,,,,,,,,,,,,
341,75CL Bardolino Lamberti Rose Fle 2009 - 75cL,8000160614729,,75 cL,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Bouquet garni - Bedros,3580283040582,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Mélanges de plantes aromatiques', 'Bouquets garnis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,
343,Saucisson à Cuire Pistache 2%,3330181304015,,,,['France'],[],[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"29,9",,"11,8",,"0,6",,"0,4",,"16,5",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Espresso inde - Legal,3227540500808,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Legal'],,,,,,,,,,,,,
345,Confiture de pomme cassis - Biolo' Klock,3560000430438,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",['France'],"['Pommes Juliet* 28%', 'cassis* 28% Sucre de canne blond équitable* 44%', "" *Ingrédients issus de l'agriculture biologique"", ' Notre confiture de pommes Juliet-cassis est préparée avec 56g de fruits pour 100g de produit fini']",[],0.2 g,en faible quantité,0 g,en faible quantité,55.9 g,en quantité élevée,0 g,en faible quantité,?,,240,+11%,1004 kj(240 kcal),+10%,"0,2",-33%,0,-100%,"56,8",+9%,"55,9",+11%,"0,3",-45%,0,-100%,0,-100%,11,+15%,D,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"[""Biolo' Klock""]",['Bio'],,,,,,,,,,,,
346,Bio Natur Joghurt Hof Milch,4260488781464,,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,"3,9",,"2,6",,"3,4",,"3,4",,"3,5",,"0,13",,"0,052",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
347,Pati Spray,5411421047515,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Confiture pomme caramélisées au calvados,3760170096117,,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,"0,5",,"0,1",,57,,48,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Crepes moelleuses a la vanille - Auchan - 200g,3596710351138,,200 g,,['France'],[],[],,,,,,,,,?,,278,,1163 kj(278 kcal),,14,,"2,7",,32,,12,,"6,7",,"0,1",,"0,04",,,,,,,,,,,,,"['EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",['Auchan'],"['Produit en braille', 'Fabriqué en France', 'Nutriscore']",,,,,['Auchan'],,,,,,,
350,miel de thym - Le Manoir des Abeilles - 250g,3335440123406,B,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",['France'],['Miel de thym origine Espagne'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['EMB 50410B', 'Pontorson (Manche, France)']",['Le Manoir des Abeilles'],,,,2,,,,,['Espagne'],,,,
351,Chilli_paste_durr - Durra,6210241331144,,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,1,,1,,1,,1,,1,,"0,5",,"0,2",,,,,,,,,,,,,,['Durra'],,,,,,,,,,,,,
352,GB Extra Thin Noodles 50,6901017321109,,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,"0,5",,0,,2,,2,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Panet. tradiz. cell. gr800 Deco - pineta - 800g,8003115851644,,800 g,"['Biscuits et gâteaux', 'Gâteaux']","['France', 'Italie']",[],[],13.2 g,en quantité modérée,7.3 g,en quantité élevée,24.2 g,en quantité élevée,0.62 g,en quantité modérée,?,,370,-8%,1548 kj(370 kcal),-8%,"13,2",-32%,"7,3",-4%,"54,7",+10%,"24,2",-13%,"6,7",+23%,"0,62",+2%,"0,248",+2%,18,+1%,D,+1%,,,,,,,,,"['Pineta', 'Deco']",,,,,,,,,,,,,
354,pain campagnard aux graines - schar - 250g,28252214,,250g,['Produits sans gluten'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Schar'],"['en:gluten-free', 'Sans lactose']",['sous vide'],,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,m&m's Mint -,0004000473673,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Contient des OGMs'],,,,,,,,,,,,
357,Pommes,3358040314050,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"Veritable Chaumes, Ursprünglich Würzig - 12tranches",3090291516363,D,12 tranches,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,344,+2%,1439 kj(344 kcal),+2%,28,+3%,20,+8%,"0,5",-35%,"0,5",+16%,23,+5%,"1,8",+29%,"0,72",+29%,16,+12%,D,+12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['Chaumes', 'Savencia']",,['Frais'],,,,,,,,,,,
359,Croquette de poulet - Maple Leaf,0063100421335,D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']","['Canada', 'France']",[],[],12.2 g,en quantité modérée,1.74 g,en quantité modérée,2.6 g,en faible quantité,0.41 g,en quantité modérée,?,,227,+1%,950 kj(227 kcal),+1%,"12,173",+9%,"1,74",-13%,"15,66",-7%,"2,6",+98%,"13,91",+9%,"0,41",-65%,"0,164",-65%,-1,-127%,A,-127%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,['Maple Leaf'],"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,,
360,"Coca Cola sans sucre - 1,5l",0088009900996,,"1,5l","['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola light']","['France', 'Polynésie française']","['Eau gazéifiée', 'colorant ', 'E150d', 'acidifiants ', 'E338', 'E331', 'édulcorants ', 'E951', 'E950', 'arôme caféine']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.011 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"0,1",+22%,0,-100%,"0,05",+47%,"0,011",-29%,"0,004",-29%,0,-100%,B,-100%,,,,,,,,,['Coca cola'],,,"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E951 - Aspartame', 'E950 - Acésulfame K']",4,,,"['Caféine', 'Phénylalanine']",,,,,,
361,3308440058696,3308440058696,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,,,,
362,Haricot vert fins - Le Soleil,3083680032490,,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,"0,4",,"0,1",,"2,9",,"0,5",,"1,5",,"0,63",,"0,252",,,,,,,,,,,,,,['Le Soleil'],,,,,,,,,,,,,
363,Riz Thaï - AROMALI - 1kg,8858095000403,,1 kg,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['AROMALI'],,,,,,,,,,,,,
