,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
33,Cocktail d'olives - Tropic Apéro - 250g,3382510118060,B,"['Barquette', 'Plastique', 'Frais']",['Tropic Apéro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives marinées', 'Olives dénoyautées']",['France'],"[""Olives d'import 78 % "", 'vertes', 'tournantes', 'noires', 'poivron et piment', 'huile de tournesol', 'oignon', 'sel', 'ail', 'acidifiants ', 'E330', 'vinaigre', 'conservateur : sulfites']",['E330 - Acide citrique'],[],3,18 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,4.2 g,en quantité élevée,830,+14%,?,,830 kj(198 kcal),+6%,18,-1%,"3,1",+14%,"4,7",+209%,"0,5",+87%,1,-29%,"4,2",+16%,"1,68",+16%,10,-15%,C,-15%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,Cocktail d'olives,250 g,['France'],,['Franprix'],['Anhydride sulfureux et sulfites'],,['Point Vert'],http://www.tropic-apero.fr/#!untitled/c1n2g,,
34,Olives Vertes Farcies au Poivron Véritable - Tropic Apéro - 200g e,3382510118169,B,['Plastique'],['Tropic Apéro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",['France'],"['Olives de Grèce 83 %', 'poivron rouge naturel 9,5 %', 'huile de tournesol', 'sel', 'acidifiants ', 'E270', 'E330', 'affermissant E509', 'antioxydant E300']","['E270 - Acide lactique', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E300 - Acide ascorbique']",[],4,18 g,en quantité modérée,2.4 g,en quantité modérée,0.3 g,en faible quantité,3.8 g,en quantité élevée,747,+21%,181,+27%,747 kj(181 kcal),+25%,18,+29%,"2,4",+4%,"1,2",-37%,"0,3",+21%,"1,3",+18%,"3,8",+9%,"1,52",+9%,10,-11%,C,-11%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,200 g e,,,,,['Grèce'],,,,
35,Gourmandise de Bloc de Foie gras de canard à la figue - Ducs de Gascogne,3382561200196,B,,['Ducs de Gascogne'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['France'],"['Foie gras de canard ', '79%', 'figue ', '10%', 'eau', 'sel', 'sucre', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,48 g,en quantité élevée,20 g,en quantité élevée,4.3 g,en faible quantité,1.2 g,en quantité modérée,?,,479,-2%,2004 kj(479 kcal),-2%,48,-5%,20,-7%,"6,6",+211%,"4,3",+223%,"5,9",-4%,"1,2",-2%,"0,48",-2%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,['Sans nitrite de sodium'],,,
36,Terrine de canard recette à l'ancienne - Ducs De Gascogne,3382562020199,E,,['Ducs De Gascogne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],"['Viande de canard ', '25%', 'gras et gorge de porc', 'foie de volaile', 'œuf', 'vin blanc', 'sel', 'échalote', 'épices']",,"['Non végétalien', 'Non végétarien']",3,37 g,en quantité élevée,14.7 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,?,,379,+24%,1586 kj(379 kcal),+24%,37,+41%,"14,7",+55%,"0,5",-71%,"0,1",-84%,"12,2",-14%,"1,9",+24%,"0,76",+24%,22,+23%,E,+23%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,['Œufs'],,"['Sans colorants', 'Sans conservateurs']",,,
37,Mousse pur canard - Ducs de gascogne - 65g,3382562080193,D,,['Ducs de gascogne'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",['France'],[],,[],,32 g,en quantité élevée,11 g,en quantité élevée,1.4 g,en faible quantité,1.6 g,en quantité élevée,?,,334,-17%,1397 kj(334 kcal),-16%,32,-17%,11,-22%,"1,4",-56%,"1,4",-27%,11,+19%,"1,6",+9%,"0,64",+9%,21,+3%,E,+3%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,65 g,,,,,,['Sans colorants'],,,
38,Fondant au foie gras de canard - Ducs de Gascogne,3382562230659,,,['Ducs de Gascogne'],,['France'],[],,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,"3,3",,"1,3",,"0,4",,"0,4",,"9,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
39,Terrine à la Tome Basque et au Piment d'Espelette - Ducs de Gascogne - 65g,3382562250190,,"['Carton', 'boîte']",['Ducs de Gascogne'],['Terrines'],['France'],"['Gorge', 'foie et gras de porc', 'fromage tome basque ', '15%', ' ', 'lait', 'œuf', 'sel', ""piment d'Espelette "", '0,5%', 'paprika']",,"['Non végétalien', 'Non végétarien']",3,35 g,en quantité élevée,16 g,en quantité élevée,0.4 g,en faible quantité,1.5 g,en quantité modérée,1578,+35%,?,,1578 kj(377 kcal),+26%,35,+36%,16,+69%,"2,4",+11%,"0,4",-49%,"15,1",+8%,"1,5",-2%,"0,6",-2%,20,+13%,E,+13%,,,,,,,,,65 g,['France'],"['FR 32.147.024 CE', 'Gimont (Gers, France)']",,"['Œufs', 'Lait']",,"['Point Vert', 'Sans colorants', 'Sans conservateurs']",,,
40,Terrine d'oie poire et jus de truffe - Ducs de Gascogne - 65g,3382562380194,,,['Ducs de Gascogne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', ""Terrines d'oie""]",['France'],[],,[],,26 g,en quantité élevée,9.5 g,en quantité élevée,1 g,en faible quantité,1.4 g,en quantité modérée,?,,302,0%,1264 kj(302 kcal),-1%,26,-2%,"9,5",-1%,"2,8",+25%,1,+6%,15,+6%,"1,4",-14%,"0,56",-14%,18,-2%,D,-2%,,,,,,,,,65 g,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
41,Terrine de confit de canard - Ducs de Gascogne,3382562437621,E,,['Ducs de Gascogne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],[],,[],,34 g,en quantité élevée,12 g,en quantité élevée,0.4 g,en faible quantité,1.1 g,en quantité modérée,?,,371,+21%,1552 kj(371 kcal),+21%,34,+29%,12,+26%,"0,4",-77%,"0,4",-35%,16,+13%,"1,1",-28%,"0,44",-28%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,['Point Vert'],,,
42,Terrine de Cerf à l'Armagnac - Ducs de Gascogne - 65g,3382562590197,,"['Carton', 'Conserve']",['Ducs de Gascogne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de cerf']",['France'],"['Viande de cerf ', '25 %', 'gras de porc', 'gorge de porc', 'foie de porc', 'maigre de porc', 'Armagnac ', '2 %', 'sel', 'épices']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,27 g,en quantité élevée,9.9 g,en quantité élevée,0.4 g,en faible quantité,1.6 g,en quantité élevée,?,,313,+14%,1310 kj(313 kcal),+13%,27,+17%,"9,9",+16%,"1,6",+37%,"< 0,4",-7%,16,+8%,"1,6",+3%,"0,64",+3%,19,+10%,E,+10%,,,,,,,,,65 g,['France'],"['FR 32.147.024 CE', 'Gimont (Gers, France)']",,,['France'],"['Sans colorants', 'Sans conservateurs']",,,
43,Canardie Fasanenpastete Mit Korinthen | Pâté De Faisan Aux - 65g,3382562610048,,,,,['France'],[],,[],,,,,,,,,,?,,391,,1636 kj(391 kcal),,37,,14,,"1,8",,"0,4",,13,,2,,"0,8",,,,,,,,,,,,,,65 g,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
44,Terrine de Gascogne au jus de truffe - Ducs de Gascogne - 65g,3382562650198,,"['Carton', 'Conserve']",['Ducs de Gascogne'],['Terrines'],['France'],"['Gorge', 'foie et gras de porc', 'œuf', 'sel', 'jus de truffe ', '1 %', 'poivre']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,29 g,en quantité élevée,11 g,en quantité élevée,0.2 g,en faible quantité,1.7 g,en quantité élevée,?,,324,+8%,1356 kj(324 kcal),+8%,29,+13%,11,+16%,"0,9",-59%,"0,2",-74%,15,+7%,"1,7",+11%,"0,68",+11%,21,+19%,E,+19%,,,,,,,,,65 g,['France'],"['FR 32.147.024 CE', 'Gimont (Gers, France)']",,['Œufs'],['France'],"['Sans colorants', 'Sans conservateurs']",,,
45,Caprice au foie de Canard - Ducs de Gascogne,3382562720655,,,['Ducs de Gascogne'],,['France'],[],,[],,,,,,,,,,?,,366,,1531 kj(366 kcal),,36,,14,,"0,3",,"0,2",,"9,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
46,Terrine recette Gasconne au foie de Canard (20% foie gras) - Canardie,3382562770179,E,,['Canardie'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],"['Gorge de porc', 'foie gras de canard ', '20%', 'foie', 'gras et couenne de porc', 'carotte', 'oignon', 'sel', 'épices', ' Viande origine France']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,30 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,1.6 g,en quantité élevée,?,,342,+12%,1431 kj(342 kcal),+12%,30,+14%,11,+16%,"2,4",+40%,"0,6",-3%,15,+6%,"1,6",+5%,"0,64",+5%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,"['FR 32.147.024 CE', 'Gimont (Gers, France)']",,,,,,,
47,Terrine de sardines - Ducs de Gascogne - 65g,3382562940190,,,['Ducs de Gascogne'],"['Terrines', 'Terrines de poisson']",['France'],[],,[],,11 g,en quantité modérée,3.6 g,en quantité modérée,1.1 g,en faible quantité,1.5 g,en quantité modérée,?,,158,-22%,661 kj(158 kcal),-21%,11,-27%,"3,6",-9%,"5,6",+42%,"1,1",-17%,"9,1",-21%,"1,5",+28%,"0,6",+28%,5,-33%,C,-33%,,,,,,,,,65 g,,,,,,"['Sans colorants', 'Sans conservateurs']",,,
48,Creme a tartiner betterave et vinaigre balsamique - Les bio du bocal - 100g,3382564209653,,,['Les bio du bocal'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",['France'],[],,[],,1.2 g,en faible quantité,0.2 g,en faible quantité,7.4 g,en quantité modérée,1.2 g,en quantité modérée,?,,62,-71%,259 kj(62 kcal),-71%,"1,2",+2946%,"0,2",+1670%,11,-78%,"7,4",-82%,"0,9",+35%,"1,2",+845%,"0,48",+845%,6,-45%,C,-45%,,,,,,,,,100g,,,,,,"['Bio', 'Bio européen', 'FR-BIO-16']",,,
49,Carotte&Lait de coco - Les bio du bocal - 100g,3382564219652,,,['Les bio du bocal'],,['France'],[],,[],,,,,,,,,,?,,75,,314 kj(75 kcal),,"3,9",,"3,5",,"7,8",,"4,5",,"1,2",,"0,8",,"0,32",,,,,,,,,,,,,,100g,,,,,,"['Bio', 'Bio européen', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,,
50,Legumes du soleil et basilic,3382564229651,,,,,['France'],[],,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"4,6",,"0,7",,"3,4",,"3,4",,"0,9",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-16', 'Fabriqué en France']",,,
51,Poulet citrons confits et amandes,3382564559659,,,,,['France'],[],,[],,,,,,,,,,?,,311,,1301 kj(311 kcal),,27,,"9,2",,"3,2",,"0,4",,14,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,
52,Concasseé de poivron grillé et homard - Ducs de gascogne - 90g,3382564677629,,,['Ducs de gascogne'],,['France'],"['Poivron rouge grillé ', '36%', 'homard ', '20%', ' ', 'crustacé crème fraiche ', 'lait', 'chair de poisson ', 'poisson', 'oignon', 'oeuf', 'citron confit ', '3%', ""huile d'olive"", 'sel', 'aneth ', '0,3%', 'poivre']",,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,97,,406 kj(97 kcal),,"6,6",,"2,9",,"3,3",,"2,5",,"5,4",,"1,6",,"0,64",,,,,,,,,,,,,,90g,,,,"['Crustacés', 'Œufs', 'Poisson', 'Lait']",,"['Sans colorants', 'Sans conservateurs']",,,
53,Concassé de poivron et fenouil - Ducs De Gascogne - 90g,3382564717639,,['Verre'],['Ducs De Gascogne'],['Produits à tartiner'],['France'],"['Poivron ', '37%', 'fenouil ', '30%', 'crème fraiche ', 'lait', 'chorizo ', '10%: viande de porc', 'piment doux', 'lait en poudre', 'dextrose de mais', 'épices', 'colorant: E124', 'oeuf', 'olives noires ', '4,5%', 'arôme naturel de légume', 'ail', 'sucre', 'sel', ' Peut contenir des traces de soja et fruits à coque']",['E124 - Ponceau 4R'],"['Non végétalien', 'Non végétarien']",4,6 g,en quantité modérée,3 g,en quantité modérée,3.3 g,en faible quantité,0.8 g,en quantité modérée,?,,96,-70%,402 kj(96 kcal),-70%,6,-66%,3,-43%,"6,7",-79%,"3,3",-88%,4,-7%,"0,8",+52%,"0,32",+52%,2,-84%,B,-84%,,,,,,,,Concassé de poivron et fenouil,90 g,,,,"['Œufs', 'Lait']",,"['Sans colorants', 'Sans conservateurs']",,,
54,Semainier gourmand - Canardie,3382569255518,,,['Canardie'],,['France'],"[""Terrine de Canard recette à l'ancienne Inigtédients : Viande de canard "", '25%', 'gras et gorge ide porc', 'foie de volaille', 'œuf', 'vin blanc', 'sel', 'échalote', 'épices', ' Viandes origine France']",,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,298,,1247 kj(298 kcal),,27,,11,,"0,9",,"0,2",,15,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,['Œufs'],,"['Sans colorants', 'Sans conservateurs']",,,
55,Nougat-Extra Tendre aux amandes,3382585122320,,,,,['France'],[],,[],,,,,,,,,,?,,443,,1854 kj(443 kcal),,"14,77",,"1,1",,"69,1",,45,,"8,31",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
56,Madeleines De Liverdun - Biscuiterie chenel - 250g,3383390011212,B,,"['Biscuiterie chenel', 'Madeleines de Liverdun']","['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,[],,18 g,en quantité modérée,11 g,en quantité élevée,36 g,en quantité élevée,0.4 g,en quantité modérée,?,,432,-2%,1807 kj(432 kcal),-2%,18,-21%,11,+59%,60,+14%,36,+31%,"6,6",+16%,"0,4",-51%,"0,16",-51%,23,+25%,E,+25%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,250 g,,,,,,,,,
57,Madeleines - Madeleines de Liverdun - 200g,3383390040038,B,,"['Madeleines de Liverdun', 'Biscuiterie Chenel']","['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,[],,18 g,en quantité modérée,11 g,en quantité élevée,30 g,en quantité élevée,0.44 g,en quantité modérée,?,,432,-2%,1807 kj(432 kcal),-2%,18,-21%,11,+59%,60,+14%,30,+9%,"6,6",+16%,"0,44",-46%,"0,176",-46%,22,+20%,E,+20%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,200 g,,,,,,,,,
58,Madeleines de Liverdun aux grottines - 276g,3383390040052,B,,"['Madeleines de Liverdun', 'Biscuiterie Chenel']","['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,[],,18 g,en quantité modérée,11 g,en quantité élevée,34 g,en quantité élevée,0.47 g,en quantité modérée,?,,422,-4%,1766 kj(422 kcal),-4%,18,-21%,11,+59%,58,+10%,34,+24%,"6,7",+18%,"0,47",-42%,"0,188",-42%,24,+30%,E,+30%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,276 g,,,,,,,,,
59,Mojettes de Vendee Label Rouge MONTIFAUT,3383410020019,,,,,['France'],[],,[],,,,,,,,,,?,,153,,640 kj(153 kcal),,"0,8",,"0,2",,"18,1",,"3,7",,"10,8",,"0,013",,"0,005",,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
60,Pizza jambon champignons fromage - Maison Tino,3383460041088,,,['Maison Tino'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],"['Sauce pizza 27,5% ', 'tomate', 'amidon modifié de pommes de terre', 'sel', 'huile de tournesol', 'sucre', 'acidifiant acide citrique', 'marjolaine', 'origan', 'thym', 'poivre', 'farine de blé', 'jambon 15,7% [', 'jambon de porc', 'bouillon ', 'eau', 'os et viande de porc', ' origine: UE]', 'sel', 'dextrose', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', ' champignons 12,2%', ""oignons rissolés à l'huile de tournesol"", 'eau', 'emmental 7%', ""huile d'olive"", 'sucre', 'sel', 'levure', 'persil', 'poivre']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,9.9 g,en quantité modérée,3.32 g,en quantité modérée,4.3 g,en faible quantité,1.34 g,en quantité modérée,?,,216,-6%,904 kj(216 kcal),-6%,"9,9",+18%,"3,32",-16%,"18,7",-30%,"4,3",+46%,"11,5",+12%,"1,34",+7%,"0,536",+7%,2,-74%,B,-74%,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,
61,Dulce De Leche Chimbote Familiar,3383670000165,,,['Chimbote'],,['France'],"['Leche entera fresca ', '61%', 'azúcar', 'leche descremada en polvo ', '8,4%', 'aroma de vainilla']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,288,,1205 kj(288 kcal),,"3,5",,"1,9",,57,,56,,"7,4",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,
62,Dulce De Leche Pastelero  980 GRS.,3383670001124,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']","['France', 'Espagne']",[],,['Sans huile de palme'],,3.6 g,en quantité modérée,2 g,en quantité modérée,51 g,en quantité élevée,0.34 g,en quantité modérée,?,,292,-30%,1222 kj(292 kcal),-31%,"3,6",-76%,2,-69%,57,-14%,51,+3%,"7,7",+83%,"0,34",+131%,"0,136",+131%,15,-18%,D,-18%,,,,,,,,,,,,,,,"['en:gluten-free', 'en:palm-oil-free']",,,
63,Ma Confiture de Lait Noisette Raffolait - 250g,3383672120144,A,"['Verre', 'Pot', 'Bocal']",['Raffolait'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Confitures de lait']",['France'],"['Lait entier frais 61%', 'sucre', 'lait écrémé en poudre 8,4%', 'pâte de noisette 3%']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,5 g,en quantité modérée,2.1 g,en quantité modérée,55 g,en quantité élevée,0.34 g,en quantité modérée,1251,-1%,?,,1251 kj(299 kcal),+1%,5,-10%,"2,1",-35%,55,-0%,55,+8%,"7,6",+17%,"0,34",+1%,"0,136",+1%,16,-4%,D,-4%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,Confiture de Lait Noisette,250g,"['France', 'Picardie']","['EMB 02668A', 'Sains-Richaumont (Aisne, France)']",,"['Lait', 'Fruits à coque']",['France'],"['Sans gluten', 'Terroir de picardie']",,,
64,"Confiture De Lait, Süß - Raffole",3383672120175,B,,['Raffole'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],,[],,3.5 g,en quantité modérée,1.9 g,en quantité modérée,56 g,en quantité élevée,1 g,en quantité modérée,?,,288,-3%,1205 kj(288 kcal),-3%,"3,5",-37%,"1,9",-41%,57,+3%,56,+10%,"7,4",+14%,1,+196%,"0,4",+196%,18,+8%,D,+8%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,,,
65,Pâte à tartiner Chocolat-Noisette au lait entier frais - Raffolé - 450g,3383674400107,D,"['Flacon', 'Plastique']",['Raffolé'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],"['Lait entier frais ', '43,5%', 'sucre', 'sirop de glucose', 'chocolat 8% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'vanille', 'lactose', 'protéines de lait', 'crème', 'pâte de noisette 5%', 'arôme vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,6.1 g,en quantité modérée,2.4 g,en quantité modérée,44 g,en quantité élevée,0.19 g,en faible quantité,1339,-41%,?,,1339 kj(320 kcal),-42%,"6,1",-82%,"2,4",-69%,62,+21%,44,-8%,"3,1",-55%,"0,19",+84%,"0,076",+84%,14,-32%,D,-32%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,450 g,,"['EMB 02668A', 'Sains-Richaumont (Aisne, France)', 'FR 02.668.001 CE', 'Sains-Richaumont (Aisne, France)']",['Leclerc'],"['Lait', 'Fruits à coque']",,['en:palm-oil-free'],http://www.delicias-latinas.com/boutique/detail.php?prod=CAR346SQ0450,,
66,Confiture de lait - Raffolé - 440g,3383674400220,B,"['Squeezer', 'Plastique']",['Raffolé'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],"['Lait entier frais ', '61 %', 'sucre', 'lait écrémé en poudre ', '8,4%', 'arôme naturel vanille']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3.5 g,en quantité modérée,1.9 g,en quantité modérée,56 g,en quantité élevée,0.35 g,en quantité modérée,?,,288,-3%,1205 kj(288 kcal),-3%,"3,5",-37%,"1,9",-41%,57,+3%,56,+10%,"7,4",+14%,"0,35",+4%,"0,14",+4%,15,-10%,D,-10%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,440 g,,,,['Lait'],['France'],"['en:gluten-free', '100% naturel', 'Sans additifs', 'en:palm-oil-free', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2017""]",,,
67,Le torcéen - girard maurice,3383680020504,,,['girard maurice'],,['France'],"['LAIT entier origine France', 'crème au besoin ferments lactiques présure', "" Conservation à +6C Plus de 82% d'humidité""]",,['Non végétalien'],,,,,,,,,,?,,83,,347 kj(83 kcal),,6,,4,,"3,3",,3,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,"['FR 71.540.001 CE', 'Torcy (Saône-et-Loire, France)']",,['Lait'],,,,,
68,Mini faisselles Le Torcéen - Laiterie Girard - 4x 100g,3383680020528,C,,['Laiterie Girard'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",['France'],"['LAIT entier origine France', 'crème au besoin', 'ferments lactiques', 'présure', ""Conservation à +60C Plus de 82% d'humidité""]",,['Non végétalien'],3,6 g,en quantité modérée,4 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,?,,83,-3%,347 kj(83 kcal),-3%,6,+13%,4,+19%,"3,3",-25%,3,-12%,4,-10%,"0,1",-10%,"0,04",-10%,2,+36%,B,+36%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,4 x 100g,,"['FR 71.540.001 CE', 'Torcy (Saône-et-Loire, France)']",,['Lait'],,['Point Vert'],,,
69,Crème épaisse Le Torceen Pot - Maurice Girard,3383680022201,,,['Maurice Girard'],,['France'],[],,[],,,,,,,,,,?,,308,,1289 kj(308 kcal),,32,,21,,"2,8",,"2,8",,"2,2",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,
70,Crème épaisse Le Torceen Pot - Girard s,3383680022508,,,['Girard s'],,['France'],"['Crème de lait', 'ferments lactiques', ' lait et crème origine : France']",,['Non végétalien'],,,,,,,,,,?,,308,,1289 kj(308 kcal),,32,,21,,"2,8",,"2,8",,"2,2",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,['Lait'],,,,,
71,Fricassée de volaille à l'anhevine saveur truffe,3383740004574,,,,,['France'],[],,[],,,,,,,,,,?,,812,,3397 kj(812 kcal),,"11,4",,4,,"0,1",,"0,1",,"22,6",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
