,name,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,bar_code,generic_name,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,traceability_code,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,additives,allergens,brand_owner,manufacturing,link
663,Jambon sec,['France'],[],[],?,248,1038 kj(248 kcal),16,6,3,3,26,5,2,2452153092360,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",16 g,en quantité modérée,6 g,en quantité élevée,3 g,en faible quantité,5 g,en quantité élevée,,+6%,+6%,+25%,+23%,+410%,+700%,-10%,-0%,-0%,18,+8%,D,+8%,,,,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
664,Jambon a l'ancienne salé a la veine - Tallec,['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'carottes', 'poireaux', 'plantes aromatiques', 'gélatine de porc', 'sel', 'dextrose', 'conservateurs : érythorbate de sodium et nitrite de sodium', 'plantes aromatiques', 'sucre', ' Traces de gluten', ' Fabriqué à partir de porc Français']","['Non végétalien', 'Non végétarien']",?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",2264757041923,,,,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+22%,+23%,+65%,+58%,-25%,-16%,+4%,+2%,+2%,12,+70%,D,+70%,"['Viande Française', 'Viande Porcine Française']","['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)', 'EMB 29004D', 'Bannalec (Finistère, France)']",4,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['E428 - Gélatine', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
665,Baies De Goji Bio - 1 KG - Comptoir Des Saveurs,['France'],[],[],?,343,1435 kj(343 kcal),"4,3","0,9",56,50,12,"0,91","0,364",3760234880164,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,
666,Cawton Press Rhubarb,['France'],[],[],?,26,109 kj(26 kcal),"0,1",0,6,"5,7","0,1",0,0,7064654131186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Tropico,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,4","8,4",0,0,0,5449000269768,,,,['Tropico'],,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,
668,Caramel beurre salé -,['France'],"['Sirop de glucose', 'sucre', 'lait entier', ""crème fraîche d'Isigny AOP "", '5,6%', 'eau', 'vanille', 'poudre a lever: bicarbonate de soude', 'émulsifiants']",['Non végétalien'],?,423,1770 kj(423 kcal),"11,8","7,3","76,6","58,2","2,6","1,7","0,68",3498751008098,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",11.8 g,en quantité modérée,7.3 g,en quantité élevée,58.2 g,en quantité élevée,1.7 g,en quantité élevée,,+3%,+3%,-14%,-18%,+13%,+15%,+11%,+76%,+76%,29,+17%,E,+17%,,,4,,,,,,,,,,,['E500ii - Carbonate acide de sodium'],['Lait'],,,
669,Crème brûlée - Marie-Anne Cantin,['France'],[],[],?,244,1021 kj(244 kcal),20,20,12,12,"3,9","0,13","0,052",3483130801346,,,,['Marie-Anne Cantin'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes brûlées']",20 g,en quantité modérée,20 g,en quantité élevée,12 g,en quantité modérée,0.13 g,en faible quantité,,-7%,-6%,+9%,+71%,-34%,-27%,-5%,+15%,+15%,15,-1%,D,-1%,,"['FR 44.087.001 CE', 'Machecoul (Loire-Atlantique, France)']",,C,66.3%,20.6%,5.0%,4.6%,2.8%,0.8%,73,,,,,,,
670,Pommes jonagold,['France'],[],[],?,?,,?,,?,,?,,,3770004420056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Chou fleur,['France'],[],[],?,?,,?,,?,,?,,,3338050010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Rie long parfumé,['France'],[],[],?,350,1464 kj(350 kcal),"0,8","0,2","78,2","0,04","7,1","0,01","0,004",023327665001335815211031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soupe aux lentilles corail & épices -,['France'],[],[],?,58,243 kj(58 kcal),2,"0,2","5,1","0,6","3,3","0,8","0,32",2431596444554,,,,,"['Plats préparés', 'Soupes']",2 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.8 g,en quantité modérée,,+2%,+3%,+3%,-67%,-11%,-65%,+50%,-8%,-8%,1,-39%,B,-39%,,,,,,,,,,,,,,,,,,
674,Pomme rosti,['France'],[],[],?,161,674 kj(161 kcal),7,"3,9",21,"0,5","2,1","0,84","0,336",27055663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Summer's,['France'],[],[],?,135,565 kj(135 kcal),0,0,32,29,2,0,0,0867420000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Barre énergie - Jimini's,['France'],[],[],?,427,1787 kj(427 kcal),"21,1","3,1","42,2","38,2","13,6","0,28","0,112",3760274101335,,,,"[""Jimini's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Boite Choco menthe 100g - Biscuiterie Jeannette - 200g,['France'],[],[],1959,468.2,1959 kj(468 kcal),28,"1,3",48,23,7,"1,3","0,52",3701005301587,Boite Choco menthe 100g,200 g,,"['Biscuiterie Jeannette', 'Jeannette']","['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",28 g,en quantité élevée,1.3 g,en faible quantité,23 g,en quantité élevée,1.3 g,en quantité modérée,+5%,+6%,+6%,+23%,-81%,-9%,-16%,+23%,+60%,+60%,16,-13%,D,-13%,,,,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,"['Œufs', 'Gluten']",,,
678,rillettes de canard - Le Moulin de Moreau - 130g,['France'],"['Viande de canard ', 'Origine: France', 'graisse de canard', 'gorge de porc ', 'Origine:France', 'eau', 'sel', ""pulpe d'ail "", 'ail rehydraté', 'sel', 'acidifiant: acide citrique', 'échalotes déshydratées', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,417,1745 kj(417 kcal),39,13,"0,5","0,5",15,"1,3","0,52",0001108523,,130g,['Conserve'],['Le Moulin de Moreau'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",39 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+4%,+4%,+6%,+4%,-13%,+99%,-7%,-5%,-5%,20,+4%,E,+4%,,,3,C,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,['E330 - Acide citrique'],,,,
679,Figue Lerida,['France'],[],[],?,251,1050 kj(251 kcal),"1,4","0,3","50,4","48,1","3,4","0,22","0,088",2609847033653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Ramequin du bugey - 200g,['France'],[],[],?,222,929 kj(222 kcal),"0,2",0,"10,41",8,"41,65","0,2","0,08",3760163990286,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Batonnets de mangue,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,01","15,3","12,9","0,7","0,01","0,004",2868532024998,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,
682,Rocky rice chocolat au lait,['France'],[],[],?,515,2155 kj(515 kcal),"27,9","17,6","58,7",30,"6,1","0,2","0,08",16062184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Clémentine,['France'],[],[],?,?,,?,,?,,?,,,8425174009345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Riz long grain 2 min à la méditerranéenne,['France'],[],[],?,181,757 kj(181 kcal),"4,8","0,6",30,"1,8","3,5","1,4","0,56",14107672,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",4.8 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en faible quantité,1.4 g,en quantité modérée,,-46%,-47%,+353%,+151%,-59%,+525%,-52%,+7268%,+7268%,6,,C,,,,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
685,Fortnum & Mason - 50g,['France'],[],[],?,?,,?,,?,,?,,,5053826000391,,50 g,,['Fortnum & Mason'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Osso Bucco de veau,['France'],[],[],?,?,,?,,?,,?,,,2424271030371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Pâtes Fusilli - Italians do it better - 500g,['France'],[],[],?,360,1506 kj(360 kcal),"1,3","0,2",73,"3,2",14,0,0,3760253400343,,500 g,,['Italians do it better'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",1.3 g,en faible quantité,0.2 g,en faible quantité,3.2 g,en faible quantité,0 g,en faible quantité,,+8%,+8%,-50%,-71%,+18%,+16%,+21%,-100%,-100%,-1,,A,,,,,,,,,,,,,,,,,,,
688,Comté bio - JuraFlore,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",2285475029581,,,,"['JuraFlore', 'Fromageries Arnaud']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,"['Bio', 'Bio européen', 'AOP', 'AB Agriculture Biologique']","['FR 39.434.001 CE', 'Poligny (Jura, France)']",,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
689,Petite metka saucisse fumée à cuire,['France'],[],[],?,433,1812 kj(433 kcal),39,16,"2,5","0,7",18,"3,4","1,36",2113340003056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.194.002 CE', 'Calonne-Ricouart (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,
690,Jambon fumé,['France'],[],[],?,128,536 kj(128 kcal),"4,4",0,"0,5",0,21,"1,5","0,6",0281460015487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Makreel - John West,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,5000171058829,,,,['John West'],,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,
692,Cornichons aigres-doux saveur douce et gourmande - Amora,['France'],[],[],?,30,126 kj(30 kcal),"0,5","0,1","7,2","5,8","0,7","1,7","0,68",17559898,,,,['Amora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0.5 g,en faible quantité,0.1 g,en faible quantité,5.8 g,en quantité modérée,1.7 g,en quantité élevée,,+11%,+18%,+69%,+46%,+109%,+122%,-31%,-1%,-1%,3,+38%,C,+38%,,,,,,,,,,,,,,,,,,
693,Pain de seigle,['France'],[],[],?,?,,?,,?,,?,,,0200922007228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Blanc de poulet doré au four - Carrefour,['France'],"['Filets de poulet 88%', 'eau', 'sel', 'dextrose', 'arômes naturels', 'gélifiant : carraghénanes', 'thym', 'feuille de laurier', 'clou de girofle', 'noix de muscade', 'poivre noir', 'sucre', 'oignon en poudre', 'ail en poudre', 'conservateur : nitrite de sodium', 'colorant de surface : caramel ordinaire', ' Origine : Ce blanc de poulet est fabriqué en France avec des filets de poulet origine France']","['Non végétalien', 'Non végétarien']",?,112,469 kj(112 kcal),"3,2",1,"0,9","0,9",20,"1,9","0,76",3560780872619,,,,['Carrefour'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet reconstitués', 'Blancs de poulet doré au four']",3.2 g,en quantité modérée,1 g,en faible quantité,0.9 g,en faible quantité,1.9 g,en quantité élevée,,+8%,+8%,+84%,+90%,+3%,+19%,-4%,+17%,+17%,4,+44%,C,+44%,['Fabriqué en France'],"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",4,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Carrefour'],,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,,,
695,Poulet roti à la broche - Monoprix,['France'],[],[],?,165,690 kj(165 kcal),"8,1","2,2",0,0,23,"1,1","0,44",0206027052415,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,['Monoprix'],,,,,,
696,Pain aux 6 céréales - fabrication maison,['France'],[],[],?,?,,?,,?,,?,,,3523000000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Jambon,['France'],[],[],?,148,619 kj(148 kcal),"5,5",2,"0,4","0,4",24,"1,76","0,704",2295150105745,,,,,"['Viandes', 'Charcuteries', 'Jambons']",5.5 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,1.76 g,en quantité élevée,,-13%,-12%,-28%,-31%,-39%,-25%,+2%,-39%,-39%,4,-62%,C,-62%,,"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,,,,,,,,,,,,,
698,Boulettes de boeuf assaisonnees,['France'],[],[],?,246,1029 kj(246 kcal),"18,9","7,5","2,7","0,7","16,5","1,8","0,72",0203414036140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Gnocchi à poêler  extra fromage - Lustucru,['France'],[],[],?,213,891 kj(213 kcal),"8,1","3,1",26,1,"8,2","1,3","0,52",3240931541167,,,,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchis cuits', 'Gnocchi à poêler']",8.1 g,en quantité modérée,3.1 g,en quantité modérée,1 g,en faible quantité,1.3 g,en quantité modérée,,+5%,+5%,+98%,+130%,-22%,-44%,+39%,-2%,-2%,5,-14%,C,-14%,,,,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
700,Para negra,['France'],[],[],?,?,,?,,?,,?,,,8410261115009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Rollos De Anis,['France'],[],[],?,501,2096 kj(501 kcal),"21,9",0,71,"10,5",5,0,0,8437003723193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Spaghetti-Sobe,['France'],[],[],?,72,301 kj(72 kcal),"4,3","0,5","5,7","4,3","1,3","1,47","0,588",4250859300578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Cacahouètes enrobés graines de sésame,['France'],[],[],?,478,2000 kj(478 kcal),23,0,56,0,12,2,"0,8",6111255561544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Van pur,['France'],[],[],?,?,,?,,?,,?,,,5900535014440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,L'Affiné de Saint Albray,['France'],[],[],?,318,1331 kj(318 kcal),26,18,"0,5","0,5",21,"1,5","0,6",0285514021653,,,,['Saint Albray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Velouté de potimarron,['France'],[],[],?,?,,?,,?,,?,,,3770002981146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Le petit Aquitain,['France'],[],[],?,461,1929 kj(461 kcal),17,11,70,37,"6,4","0,58","0,232",0654479003378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Confiserie en sucre cuit arôme violette,['France'],[],[],?,389,1628 kj(389 kcal),"0,5","0,2",96,58,"0,5","0,01","0,004",3760042510826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Shroomdogs & mash - Sainsbury's,"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,385,1611 kj(385 kcal),"2,1","0,6","14,1","1,7",3,"0,41","0,164",9100000003667310000992,,,,"[""Sainsbury's""]",,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,"[""Sainsbury's""]",,,,,,
710,Aunt Mays Bajan Pepper Sauce 340G,['France'],[],[],?,55,230 kj(55 kcal),"1,4","0,12","9,2","4,3","1,4","1,8","0,72",0791299150025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Rajah Tandoori Masala,['France'],[],[],?,100,418 kj(100 kcal),"17,8","1,5","40,3","3,8",21,5,2,5015821144807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Grattons lyonnais,['France'],[],[],?,675,2824 kj(675 kcal),59,25,"2,9","0,5",33,"2,1","0,84",2628451023027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Andouille de Guéméné,['France'],[],[],?,?,,?,,?,,?,,,2282935039623,,,,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,,,,,,,,,,,,,,,,,,,,,,,,,E,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,
714,Aceitunas manzanilla con hueso,['France'],[],[],?,182,761 kj(182 kcal),19,4,0,0,1,4,"1,6",8480013190028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Confiture Fruits Rouges,['France'],[],[],?,241,1008 kj(241 kcal),0,0,"58,6","57,3","0,5","0,001",0,3540860003836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Extrait de vanille,['France'],[],[],?,?,,?,,?,,?,,,3660152810451,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
717,Sel fume des Salish - Terre exotique,['France'],[],[],?,?,,?,,?,,?,,,3760063338133,,,,['Terre exotique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Streu Dekor,['France'],[],[],?,403,1686 kj(403 kcal),"3,6","1,9",92,82,"0,5","0,06","0,024",4000521006402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Potage de poireaux et pommes de terres - Delical - 4x 300ml,['France'],[],[],?,181,757 kj(181 kcal),6,"0,7","21,5","1,5",10,"0,6","0,24",3551101423337,,4 x 300 ml,,['Delical'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Pate de campagne au ratifié de Picardie - 270g,['France'],[],[],?,162,678 kj(162 kcal),"9,36","3,56","2,18","1,87","7,1",0,0,3760150044244,,270 g,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 80.805.001 CE', 'Villers-Tournelle (Somme, France)']",,,,,,,,,,,,,,,,
721,Ananas entier,['France'],[],[],?,?,,?,,?,,?,,,0207681025784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Sauce salsa épice,['France'],[],[],?,33,138 kj(33 kcal),"0,1","0,1","6,4",4,"1,1",14,"5,6",16074404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Reblochon fermier,['France'],[],[],?,?,,?,,?,,?,,,0200010034839,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,,,,,,,,,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
724,Cyberdog power up drink,['France'],[],[],?,47,197 kj(47 kcal),0,0,11,11,0,"0,2","0,08",72652981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Sainte maure blanche, la barquette de 200 gr",['France'],[],[],?,217,908 kj(217 kcal),17,12,3,2,13,1,"0,4",3440774960006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Écorces de orange confite,['France'],[],[],?,310,1297 kj(310 kcal),"0,3","0,2",76,55,1,0,0,2601481023557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Crème de châtaignes aux éclats de noisettes,['France'],[],[],?,273,1142 kj(273 kcal),"4,8","0,4","53,8","49,9","2,154",0,0,3525830002873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Huile de coco,['France'],[],[],?,?,,?,,?,,?,,,8719274181507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Mini figurs au miel - 190g,['France'],[],[],?,146,611 kj(146 kcal),"0,3","0,1","33,8","15,6","2,4","0,1","0,04",3493372110243,,190 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Mi colazon,['France'],[],[],?,318,1331 kj(318 kcal),"0,2","0,2",79,61,"0,1","0,21","0,084",3663458005040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Cake au speculos,['France'],[],[],?,397,1661 kj(397 kcal),"5,5","2,4","81,5","46,7","4,8","1,3","0,52",5415196003950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Dynastea green tea,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,1",4,0,0,0,8000003066241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Spray Propolis Verte,['France'],[],[],?,?,,?,,?,,?,,,3760115098732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Clous de girofle  entiers - 50g,['France'],[],[],?,?,,?,,?,,?,,,8413808003104,,50 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,,,,,,,,,,,,,,,,,,,,,B,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,,,,,,,
735,likit,['France'],[],[],?,?,,?,,?,,?,,,5060030860406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Poulet élevé sans traitement antibiotique - La Nouvelle Agriculture,['France'],[],[],?,179,749 kj(179 kcal),11,"2,8",0,0,20,"0,15","0,06",0213320039555,,,,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Dragees - 1kg,['France'],[],[],?,471,1971 kj(471 kcal),15,"1,3",75,70,"4,6","0,03","0,012",3322219231011,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Vegetarian stewed tree-cup chicken,['France'],[],"['Végétalien', 'Végétarien']",?,241,1008 kj(241 kcal),"16,8","2,2","6,4","2,4","16,4","0,358","0,143",6920110110786,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,
739,Risotto de albahaca y frutos secos,['France'],[],[],?,371,1552 kj(371 kcal),"2,8","0,8","76,2","0,6","8,9","0,06","0,024",8410770600119,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,
740,Falafel bites,['France'],[],"['Végétalien', 'Végétarien']",?,296,1238 kj(296 kcal),"14,6",1,"28,9","1,1","13,8","0,578","0,231",9418031000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,
741,Rice crackers seaweed - Pams,['France'],[],[],?,370,1548 kj(370 kcal),"0,4",0,"82,1","2,4","7,9","0,583","0,233",9415077026319,,,,['Pams'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Vegetarian bacon ham slices,['France'],[],[],?,209,874 kj(209 kcal),"15,6",2,"4,6","1,8","12,8","0,894","0,358",6920110107663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
