,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
936,dreamtime - whittard - 450g,000281,"['France', 'Royaume-Uni']","['Sucre', ""Reguler d'acidite: E330 "", 'Acide Citrique', 'Extrait de The Noir ', '1%', 'Arco', ' *Per 20g ', 'as sold/ Pour 20g Per 100g ', 'as sold', '/ Pour 100g NUTRITIONAL FACTS/']",[],?,?,,?,,?,,?,,,450g,['Whittard'],,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['UK'],,,
937,Aldi,4088600202747,['France'],[],[],?,?,,?,,?,,?,,,,['Aldi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1kg,3322217051024,['France'],[],[],?,?,,?,,?,,?,,,1 kg,,"['EMB 13211N', 'Marseille 11e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
939,Grillbert Lemelle,3219350008087,['France'],[],[],?,253,1059 kj(253 kcal),21,"9,1","0,5","0,5",17,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Polenta con tartufo,8000146450419,['France'],[],[],?,360,1506 kj(360 kcal),5,0,75,0,"8,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Raynal et Roquelaure Cassoulet Toulousain,3021690007688,['France'],[],[],?,123,515 kj(123 kcal),5,"1,9","8,6","1,5","8,9","0,8","0,32",,,,,,,,B,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Cassoulets', 'Cassoulets toulousains']",5 g,en quantité modérée,1.9 g,en quantité modérée,1.5 g,en faible quantité,0.8 g,en quantité modérée,,-10%,-11%,-26%,-19%,+5%,+75%,-2%,-3%,-3%,0,,B,,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,,,,
942,9344060001524,9344060001524,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,
943,Nectar De Nectarine,3760125980515,['France'],[],[],?,68,285 kj(68 kcal),"0,5","0,1","16,8",16,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Coquille parfum chocolat 250g,3495563913404,['France'],[],[],?,373,1561 kj(373 kcal),"13,4","8,7",54,"16,6","7,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Cuisses roties de poulet chaud ou froid - Monoprix,2200623030110,['France'],[],[],?,168,703 kj(168 kcal),"9,1","2,5","1,6","0,5",20,"1,1","0,44",,['Monoprix'],,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",9.1 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,-12%,-12%,-27%,-25%,+403%,+223%,+9%,+45%,+45%,3,-15%,C,-15%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Volaille-francaise']",['Monoprix'],,,,,
946,Jambon superieur cuit au bouillon porc français,2228585019226,['France'],[],[],?,145,607 kj(145 kcal),"7,9","2,9","0,5","0,5","17,9",2,"0,8",,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,,+10%,+11%,+65%,+58%,-25%,-16%,-15%,+7%,+7%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,
947,"Birchermüesli, Winter - Migros",7613269305507,['France'],[],[],?,123,515 kj(123 kcal),"3,3","0,3",20,2,"2,3","0,08","0,032",,['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,
948,Creamy Chocolate Fudge Plant Based Protein Powder,0851770003919,"['France', 'États-Unis']","['orgain organic protein blend ', 'organic pea protein', 'organic brown rice protein', 'organic chia seed', 'orgain organic creamer base ', 'organic acacia gum', 'organic high oleic sunflower oil', 'organic inulin', 'organic rice dextrins', 'organic rice bran extract', 'organic rosemary extract', 'organic erythritol', 'organic natural flavors', 'organic alkalized cocoa', 'natural flavor', 'sea salt', 'organic acacia gum', 'organic guar gum', 'organic stevia', 'xanthan gum']",[],?,326,1364 kj(326 kcal),"8,7","1,09","32,61",0,"45,65","1,088","0,435",,,,,"[""E414 - Gomme d'acacia"", 'E1400 - Dextrines', 'E968 - Érythritol', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,4,,['Boissons'],8.7 g,en quantité modérée,1.09 g,en quantité modérée,0 g,en faible quantité,1.09 g,en quantité élevée,,+482%,+466%,+2407%,+824%,+189%,-100%,+9104%,+2520%,+2520%,10,+31%,E,+31%,,,,,,,,,,,,ORGAIN,,
949,Thé de bambou biologique,0879792003038,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
950,Filetes de melva canutera de Andalucía aceite de oliva - Pesasur,8411317300837,['France'],[],[],?,184,770 kj(184 kcal),"7,45","0,9","0,1","0,1","29,15","4,35","1,74",,['Pesasur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Pollen 110G Méditerranéen Espagne Bio - Mellidor,3503740305512,['France'],[],[],?,?,,?,,?,,?,,,,['Mellidor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
952,Purée de marron,3331380001392,['France'],[],[],?,89,372 kj(89 kcal),1,0,17,2,1,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Filets de poulet jaune fermier label rouge,2860487036736,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,,,
954,Mitonnade de canard à la provençale,3432770048963,['France'],[],[],?,164,686 kj(164 kcal),10,"2,3","3,2","2,8",15,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Gâteau de Noël vegan bio,8051499293895,['France'],[],"['Végétalien', 'Végétarien']",?,361,1510 kj(361 kcal),13,"2,3",54,25,"6,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'IT-BIO-009']",,,,,,
956,Confiture extra framboise rhubarbe - 370g,3445450001127,['France'],[],[],?,?,,?,,?,,?,,,370 g,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,
957,Beurre de cacao - Cacao Barry,3073419310555,['France'],[],[],?,900,3766 kj(900 kcal),100,60,0,0,0,0,0,,['Cacao Barry'],,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Beurres de cacao']",100 g,en quantité élevée,60 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+8%,+9%,+8%,+300%,-100%,-100%,-100%,-100%,-100%,19,+130%,E,+130%,93.5%,2.3%,1.3%,2.1%,0.6%,0.0%,17,,,,,,,
958,Cuisses de poulet,2253505067438,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 68.309.014 CE', 'Sierentz (Haut-Rhin, France)']",,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
959,Melisse cidreira,5412141002136,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Yaourt au lait de brebis bio Framboises - Mon Berger - 2x100g,3770003351092,['France'],"['Lait entier de brebis pasteurisé 83', '8%', 'framboise 8,5%', 'sucre de canne roux 7,5%', 'jus de citron 0,2%', 'agar-agar', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",479,114,479 kj(114 kcal),"4,3","2,9","14,7","11,7","4,1","0,07","0,028",2x100g,['Mon Berger'],,,['E406 - Agar-agar'],['Lait'],4,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de brebis']",4.3 g,en quantité modérée,2.9 g,en quantité modérée,11.7 g,en quantité modérée,0.07 g,en faible quantité,+11%,+9%,+9%,-16%,-13%,+55%,+45%,-16%,-35%,-35%,3,+16%,C,+16%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,http://www.monberger.fr
961,Bonito del norte en aceite de oliva frasco 160 g - Agromar,8414947000191,['France'],[],[],?,222,929 kj(222 kcal),14,"2,4",0,0,25,"0,86","0,344",,['Agromar'],,,,,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs', ""Thon germon à l'huile d'olive""]",14 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,0.86 g,en quantité modérée,,-2%,-2%,+1%,-13%,-100%,-100%,+4%,-14%,-14%,2,-61%,B,-61%,,,,,,,,,,,,,,
962,Haricots Verts - Bonduelle,3083680073370,['France'],[],[],?,?,,?,,?,,?,,,,['Bonduelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Brioche tressée - 650g,3173310018793,['France'],[],[],?,318,1331 kj(318 kcal),"7,9","1,3","51,2","15,4","9,6","0,96","0,384",650 g,,,,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",7.9 g,en quantité modérée,1.3 g,en faible quantité,15.4 g,en quantité élevée,0.96 g,en quantité modérée,,-11%,-11%,-38%,-80%,-1%,+7%,+19%,-4%,-4%,11,-31%,D,-31%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,
964,8437018735631,8437018735631,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,One pot thaï,17572804,['France'],[],[],?,153,640 kj(153 kcal),"6,5","2,3",12,"4,1","9,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Diots de Savoie,0209991013789,['France'],[],[],?,314,1314 kj(314 kcal),26,"9,5","1,5",1,19,"1,86","0,744",,,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",26 g,en quantité élevée,9.5 g,en quantité élevée,1 g,en faible quantité,1.86 g,en quantité élevée,,+3%,+3%,0%,-6%,+46%,+69%,+11%,-15%,-15%,20,-5%,E,-5%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['en:gluten-free'],,,,,,
967,Le Terroir - 250g,3760160680425,['France'],[],[],?,?,,?,,?,,?,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Tartares exquis - Fauchon,3251516092004,['France'],[],[],?,102,427 kj(102 kcal),"3,7","0,3",7,"2,1","9,4","0,9","0,36",,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Lait Chocolaté Bob,3428200332610,['France'],[],[],?,69,289 kj(69 kcal),"0,5","0,4",13,13,3,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Ananas séchés,3760205500244,['France'],[],[],?,336,1406 kj(336 kcal),"0,3","0,2","76,1",60,3,"0,015","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,
971,Filet de poulet,0209508059699,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
972,4 saucisses au canrd 30% confites,0256215051232,['France'],[],[],?,336,1406 kj(336 kcal),27,12,1,"0,5",23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jambon supérieur sauce porto,3508100170397,['France'],[],['Sans huile de palme'],?,92,385 kj(92 kcal),"3,3","1,7","4,1","1,5","9,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,
974,Nonnettes fourres a la myrtille,3380845101030,['France'],[],[],?,336,1406 kj(336 kcal),"76,4","46,1","1,3","0,2","3,8","0,551","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Biopur,3456300007022,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,
976,Cervelas fumés,3291510004023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,4 Manchons de canard confits - Maison Mitteault - 640g,3760026196916,['France'],"['Manchons de canard Origine : France', 'graisse canard', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,241,1008 kj(241 kcal),17,"5,4",0,0,21,"1,3","0,52",640 g,['Maison Mitteault'],,"['Pot', 'Verre']",,,3,D,"['Viandes', 'Volailles', 'Canards', 'Canards confits', 'Manchons de canard fonfits']",17 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,-7%,-8%,-13%,-16%,-100%,-100%,+7%,+1%,+1%,13,+11%,D,+11%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,['France'],,,,
978,Green Tea & Mint Super Antioxidant,6213042121051,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Gruyere kaltbach grotte,0277893038773,['France'],[],[],?,400,1674 kj(400 kcal),32,19,0,0,27,"1,5","0,6",,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",32 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,0%,+0%,-2%,+5%,-100%,-100%,+0%,+3%,+3%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Fabriqué en Suisse'],,,,,,
980,Terrine de campagne bio,0211635020862,['France'],[],[],?,326,1364 kj(326 kcal),"28,5",10,"3,4","1,1",13,"1,67","0,668",,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",28.5 g,en quantité élevée,10 g,en quantité élevée,1.1 g,en faible quantité,1.67 g,en quantité élevée,,+1%,+1%,+1%,-7%,+48%,+27%,-7%,+4%,+4%,20,+3%,E,+3%,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,
981,Caviar d'aubergine,56257953,['France'],[],[],?,286,1197 kj(286 kcal),"29,7","2,58","2,8","2,7","1,3","1,44","0,576",,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",29.7 g,en quantité élevée,2.58 g,en quantité modérée,2.7 g,en faible quantité,1.44 g,en quantité modérée,,+55%,+56%,+78%,+24%,-47%,-10%,-17%,+26%,+26%,11,+67%,D,+67%,,,,,,,,,,,,,,
982,Brownie Flavor,18436587800112,['France'],[],[],?,314,1314 kj(314 kcal),"9,5","4,1","19,4","3,6","32,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Pâtes de fruits - Daco Bello - 300g,3270720009608,['France'],[],[],?,331,1385 kj(331 kcal),0,0,82,68,0,"0,2","0,08",300 g,['Daco Bello'],,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0 g,en faible quantité,0 g,en faible quantité,68 g,en quantité élevée,0.2 g,en faible quantité,,+5%,+5%,-100%,-100%,+8%,+2%,-100%,+67%,+67%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,
984,Chair à saucisse,00020299,['France'],[],[],?,225,941 kj(225 kcal),"17,8","7,2","0,6","0,6","15,5","1,7","0,68",,,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']",17.8 g,en quantité modérée,7.2 g,en quantité élevée,0.6 g,en faible quantité,1.7 g,en quantité élevée,,-15%,-14%,-21%,-16%,-48%,-7%,+17%,+2%,+2%,16,-10%,D,-10%,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,,,,
985,Swirl Spoons,8713305810848,['France'],[],[],?,399,1669 kj(399 kcal),0,0,"99,7","80,2",0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Soupe aux haricots noirs et au chorizo,5391511421312,['France'],[],[],?,84,351 kj(84 kcal),"2,6","0,7","2,1","1,7","4,1","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
987,Bean Boozled - Jelly Belly - 100g,0071570001599,"['France', 'Thaïlande']","['Sucre', 'sirop de Sugars Of whi glucose', 'amidon de mais modifié', 'arômes', 'purée de pêche Protein concentrée', 'colorants ', 'E102', 'E110', 'E129', 'E132', 'E133', 'Salt/S E150d', 'E171', ""régulateurs d'acidité "", 'E325', 'E330', 'E331', 'sel', ""TA agents d'enrobage "", 'E901', 'E903', 'E904', 'chocolat ', 'sucre', 'pâte de cacao']","['Non végétalien', 'Non végétarien']",?,364,1523 kj(364 kcal),0,0,91,61,0,"0,12","0,048",100g,['Jelly Belly'],,['boite 100g'],"['E102 - Tartrazine', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E325 - Lactate de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque']",,4,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0.12 g,en faible quantité,,+6%,+6%,-100%,-100%,+13%,+6%,-100%,+4%,+4%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Coup sur Coup'],,,,,
988,Terrine au saumon - Migros Selection - 2pces,7613404073223,"['France', 'Suisse']",[],[],?,212,887 kj(212 kcal),16,"6,6","2,8","1,3",14,"1,6","0,64",2 pces,['Migros Selection'],,,,,,,"['Terrines', 'Terrines de poisson', 'Terrines de saumon']",16 g,en quantité modérée,6.6 g,en quantité élevée,1.3 g,en faible quantité,1.6 g,en quantité élevée,,+3%,+4%,+4%,+89%,-34%,-6%,+26%,+42%,+42%,15,+145%,D,+145%,,,,,,,,,['Migros'],,,,,
989,Mélange légumes du soleil,3547400001864,['France'],[],[],?,297,1243 kj(297 kcal),"15,9",8,"17,9","17,9","8,7","9,6","3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Filet mignon de coche,0207638024938,['France'],[],[],?,168,703 kj(168 kcal),"7,06","2,58","0,2","0,2","26,1","3,75","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Custard apple crunch,5060138531345,['France'],[],[],?,487,2038 kj(487 kcal),22,12,63,32,"8,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Bageons secs ou affines ovales,3420300181211,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 42.213.002 CE', 'Saint-Cyr-de-Valorges (Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,"Justin Bridou "" apéro """,3449865305146,['France'],[],[],?,478,2000 kj(478 kcal),38,0,"3,3",0,30,"4,3","1,72",,['Justin Bridou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Moutarde,3480882202339,['France'],[],[],?,152,636 kj(152 kcal),"8,6","0,4","8,6","1,8","8,9",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Nutri lait 10% mg,0066589080253,['France'],[],[],?,133.33333333333,558 kj(133 kcal),10,"6,667","6,667","6,667","2,667","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Coulis Tomates,3152800000005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Purée d'olive Lucque,3760121190444,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Croissant AOP,0214405016409,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Duo Royal aux 3 poivres,3259781000724,['France'],[],[],?,296,1238 kj(296 kcal),24,17,1,"0,7",19,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,EMINCES DE FILET DE POULET BRAISES - 500g,3435660615498,['France'],[],[],?,119,498 kj(119 kcal),"2,2","0,6","1,8","0,8",23,"1,5","0,6",500 g,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.2 g,en faible quantité,0.6 g,en faible quantité,0.8 g,en faible quantité,1.5 g,en quantité modérée,,-9%,-8%,-24%,-20%,+276%,+229%,+1%,+100%,+100%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1001,Vinagre Balsamico de Modena,8003407190963,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
1002,Cuisses de poulet rôti - Le Gaulois,0217637023610,['France'],[],[],?,?,,?,,?,,?,,,,['Le Gaulois'],,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1003,trail mix - Nature Valley,0016000504592,"['France', 'États-Unis']","['Whole grain oats', 'corn syrup', 'semisweet chocolate chunks ', 'sugar', 'chocolate liquor', 'cocoa butter', 'soy lecithin', 'natural flavor', 'roasted peanuts', 'raisins', 'rice flour', 'sugar', 'vegetable glycerin', 'canola oil', 'fructose', 'corn starch', 'soy lecithin', 'salt', 'barley malt extract', 'baking soda', 'natural flavor', 'mixed tocopherols added to retain freshness']",[],?,400,1674 kj(400 kcal),"11,43","2,86","71,43","22,86","5,71","0,465","0,186",,['Nature Valley'],,,"['E322i - Lécithine', 'E422 - Glycérol', 'E500ii - Carbonate acide de sodium']",['Soja'],4,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",11.4 g,en quantité modérée,2.86 g,en quantité modérée,22.9 g,en quantité élevée,0.465 g,en quantité modérée,,+15%,+15%,+100%,+81%,+21%,+302%,-40%,+54%,+54%,8,+391%,C,+391%,,,,,,,,,,,,GENERAL MILLS SALES INC.,,
1004,Epices à steak,0812542003506,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Saucisson extra oro - montagnel,8426572001023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Chocolat Capsules compatibles Dolce Gusto - Auchan,3245678152454,['France'],[],[],?,62,259 kj(62 kcal),2,"1,4","8,3",8,"2,4","0,1","0,04",,['Auchan'],,,,,,,['Dosettes Dolce Gusto'],2 g,en faible quantité,1.4 g,en faible quantité,8 g,en quantité modérée,0.1 g,en faible quantité,,-19%,-29%,-41%,-29%,-17%,+1%,-29%,-22%,-22%,1,-87%,B,-87%,,,,,,,,"['Agriculture durable', 'Nutriscore', 'Nutriscore E', 'en:UTZ Certified']",['Auchan'],,,,,
1007,Galette alsacienne,3254560470064,['France'],[],[],?,285,1192 kj(285 kcal),18,10,19,"3,9",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
