,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,packaging,additives,allergens,ingredients_origins,manufacturing,palm_ingredients,generic_name,brand_owner,link,producer_info,origin_detail
336,Greek style,7610900210619,,['France'],[],[],?,124,519 kj(124 kcal),10,"6,4","3,3","3,3","3,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Jambon cuit tranches x 4,2454484024935,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Macarons aux amandes,3760075720032,,['France'],[],[],?,411,1720 kj(411 kcal),18,"1,4",46,46,11,"0,09","0,036",,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,18 g,en quantité modérée,1.4 g,en faible quantité,46 g,en quantité élevée,0.09 g,en faible quantité,,-4%,-3%,+1%,-69%,-17%,-9%,+28%,-37%,-37%,16,-9%,D,-9%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,
339,Escargots cuit,8411102016585,,['France'],[],[],?,33,138 kj(33 kcal),"0,7","0,2","2,3","0,5",4,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Rôti de sanglier mariné,2205379105549,,['France'],[],[],?,168,703 kj(168 kcal),"9,4","1,6","0,8",0,20,"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Marron D'inde Bio Eco-responsable - 200 Gélules - Nat & Form,3535400016346,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Saumon fumé,2391767059348,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,694,2904 kj(694 kcal),8,2,1,1,23,3,"1,2",,D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,8 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,3 g,en quantité élevée,,+275%,+276%,-24%,-3%,+102%,+199%,+4%,+6%,+6%,19,+45%,E,+45%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
343,Barquillos rellenos de turrón - Pico,8412115003975,,['France'],[],[],?,430,1799 kj(430 kcal),14,"1,3",62,41,10,"0,1","0,04",['Pico'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,14 g,en quantité modérée,1.3 g,en faible quantité,41 g,en quantité élevée,0.1 g,en faible quantité,,-18%,-18%,-55%,-75%,+37%,+7%,-17%,+56%,+56%,15,-9%,D,-9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
344,Chocolat noir au éclats de framboise - Ivoria - 100g,3250392357665,,['France'],"['Pâte de cacao', 'sucre', 'pépites à la framboise 16% ', 'purée de framboise 5,1%', 'sucre', 'pomme', 'dextrose', ""fibres d'ananas"", 'colorant : anthocyanes', 'gélifiant: alginate de sodium ', ""extrait d'algue"", 'stabilisant: phosphate de di-calcique', 'arômes', ""correcteur d'acidité : acide citríque"", ',', 'beurre de cacao', 'émulsifiant lécithines de tournesol', 'arômes', ' Traces éventuelles de: gluten', 'lait et fruits à coque', ' Cacao: 64 % minimum dans le chocolat noir', ' FODMATIONS À mar de prAfóronco ouont finwoirci', 'doccouc']",['Non végétalien'],?,530,2218 kj(530 kcal),34,21,46,43,6,"0,08","0,032",['Ivoria'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",4,34 g,en quantité élevée,21 g,en quantité élevée,43 g,en quantité élevée,0.08 g,en faible quantité,,-5%,-4%,-14%,-9%,+19%,+36%,-22%,+71%,+71%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,,,,"['E163 - Anthocyanes', 'E401 - Alginate de sodium', 'E341ii - Phosphate dicalcique', 'E330 - Acide citrique']",,,,,,,,,
345,"Abondance - Les délices de belle de france - 0,262kg",2225676029713,,['France'],[],[],?,?,,?,,?,,?,,,['Les délices de belle de france'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,262 kg",,,,,,,,,,,,,
346,3760280620165,3760280620165,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Dosatto a l'ancienne 100% arabica,3324700070826,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Krokante Muesli,8718265577565,,['France'],[],[],?,425,1778 kj(425 kcal),12,"0,7",68,30,"8,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Mozzarella -  - 220g,4009418108762,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,220 g,,,,,,,,,,,,,
350,Pain Libanais - Alwala’,5285001621392,,['France'],[],[],?,?,,?,,?,,?,,,['Alwala’'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Salami,4034167102143,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,['Kunststoff'],,,,,,,,,,
352,Amandes grillées à sec et salées,2600150038960,,['France'],[],[],?,0,0 kj(0 kcal),"52,5",4,21,"4,9",21,2,"0,8",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes grillées']",,52.5 g,en quantité élevée,4 g,en quantité modérée,4.9 g,en faible quantité,2 g,en quantité élevée,,-100%,-100%,+0%,-9%,+64%,-13%,-4%,+137%,+137%,2,-53%,B,-53%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,,,
353,Hefeklöse,4016287004453,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Fromage Fouetté Tomate Basilic 23 % - Paysan Breton,3236240075462,,['France'],[],[],?,235,983 kj(235 kcal),22,16,"3,8","3,8","5,5","1,4","0,56",['Paysan Breton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Mozzarella Reibe Käse,4306188376873,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Schweppes Wild Berry,4000140700644,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,
357,Rosenkohl,5410355401554,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Vio Limette,5449000146564,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,
359,20 mini croque-monsieur,20467098,,['France'],[],[],?,177,741 kj(177 kcal),"7,2","3,6","16,5","5,6","10,7","0,15","0,06",,D,"['Sandwichs', 'Croque-monsieur']",,7.2 g,en quantité modérée,3.6 g,en quantité modérée,5.6 g,en quantité modérée,0.15 g,en faible quantité,,-25%,-27%,-31%,-31%,-34%,+82%,-2%,-90%,-90%,1,-92%,B,-92%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,,,,,,,,
360,Confiture framboises sans pépins,3245310023135,,['France'],[],[],?,247,1033 kj(247 kcal),"0,2",0,59,59,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3 fruits des bois,30080744,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Dayang Cheveux Et Ongles 180 Gélules,3760162130522,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,salades bonheur - aromandise - 3flacons +1livret de recettes,3560468795407,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,?,,?,,?,,?,,,['Aromandise'],,['Agriculture UE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 flacons +1 livret de recettes,,,['3 flacons + 1 livret de recettes'],,,"[""Cristaux d'huiles essentielles""]",['Montpellier'],,,,,,
364,Gouda Holland au cumin - Carrefour,2274502014430,,['France'],[],[],?,375,1569 kj(375 kcal),"30,8",21,"0,5","0,5","23,7","1,9","0,76",['Carrefour'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,30.8 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+0%,+1%,0%,0%,+122%,+131%,0%,+4%,+4%,17,+3%,D,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Carrefour'],,,,,,,,,,,
365,Merguez bio,9400466259355,['Bio'],['France'],[],[],?,312,1305 kj(312 kcal),23,"4,8","3,1","2,3",23,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Plateau assortiment asiatique,3369580001690,,['France'],[],[],?,249,1042 kj(249 kcal),13,"2,4",24,"2,9","9,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 33.013.001 CE', 'Artigues-près-Bordeaux (Gironde, France)']",,,,,,,,,,,,
367,Pintade farcie - Maître Coq,0215546108633,,['France'],[],[],?,?,,?,,?,,?,,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Kartoffel flummis,0330669006922,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sack'],,,,,,,,,,
369,Chipolatas,2486002033655,,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,"['FR 65.185.001 CE', 'Gardères (Hautes-Pyrénées, France)']",,,,,,,,,,,,
370,Spargel,42297956,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges']",,,,,,,,,,,,,,,,,,,,,,,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,['Glas'],,,,,,,,,,
371,Gerovital H3 Classic intensive moisturizing cream - 50ml,5943000082537,,['France'],[],[],?,?,,?,,?,,?,,,['Gerovital'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50ml,,,,,,,,,,,,,
372,Ragout fin,4006276022520,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,,
373,Tablette noir orange,3760130000284,,['France'],[],[],?,338,1414 kj(338 kcal),12,5,39,34,9,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Brie de Nangis,0200502024539,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Pasturo,,,['France'],[],[],?,147,615 kj(147 kcal),"8,2","1,75","12,8","2,2","4,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Crème glacée café,7613034519856,,['France'],[],[],?,128,536 kj(128 kcal),"5,2","3,2","18,6","12,2","1,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Brie de Montereau,2890599019747,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Semoule au lait,5413471005545,,['France'],[],[],?,123,515 kj(123 kcal),"2,8","1,6",21,16,"3,3","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Boudins blancs aux pommes,3266980576950,,['France'],[],[],?,204,854 kj(204 kcal),16,"4,9","6,4",5,"8,6","1,3","0,52",,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,16 g,en quantité modérée,4.9 g,en quantité modérée,5 g,en quantité modérée,1.3 g,en quantité modérée,,-16%,-16%,-21%,-37%,+49%,+154%,-17%,-13%,-13%,12,-25%,D,-25%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,,,
380,Lardon nature supérieur bio,2231742033065,['Bio'],['France'],[],[],?,244,1021 kj(244 kcal),20,"8,1","0,01","0,01",15,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Chouquettes,0202585019686,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Mini coquilles aux noix de saint Jacques. sauce champagne 10% - Agis - 120grs,3366760041392,,['France'],"['CREME ', 'stabilisant E407', 'NOIX DE SAINT JACQUES 20%', 'oignon', ' Champagne 10%', 'LAIT demi-écrémé', 'eau', 'chapelure de BLE', 'BEURRE', 'amidon transformé', 'arôme naturel ', 'dont POISSON', 'sel', 'persil', 'aneth', ""purée d'ail"", 'épaississant gomme xanthane', 'poivre', 'colorant béta - carotène', ' Traces possibles de crustacés', 'soja', 'céleri', 'oeuf', 'graine de sésame', 'moutarde', 'fruits à coques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,182,761 kj(182 kcal),12,"8,3",11,2,7,"0,8","0,32",['Agis'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 grs,,,['blister plastique'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E160ai - Bêta-carotène']","['Poisson', 'Gluten', 'Lait', 'Mollusques']",,,,,,,,
383,Dinde farcie aux marrons et aux cèpes,0208833137959,,['France'],[],[],?,157,657 kj(157 kcal),"7,5","2,9","2,7","0,3",20,"0,49","0,196",,,['Dinde farcie aux marrons et aux cèpes'],,7.5 g,en quantité modérée,2.9 g,en quantité modérée,0.3 g,en faible quantité,0.49 g,en quantité modérée,,,,,,,,,,,0,,B,,,,,,,,,,,,,,,,,,,,,,
384,Crème de foie de porc - Carrefour,2227318014439,,['France'],[],[],?,292,1222 kj(292 kcal),27,12,"2,7","2,5","9,3","1,4","0,56",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,
385,Saveurs d'Ailleurs,3270720011366,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Massaman curry paste - Delhaize,5400113013068,,"['Belgique', 'France']",[],[],?,241,1008 kj(241 kcal),"19,2","8,8",12,"7,1","3,2",5,2,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,
387,Tagliatelle biologiques aux oeufs,3570513268411,"['Bio', 'Bio européen', 'Fabriqué en Italie', 'AB Agriculture Biologique']",['France'],[],[],?,275,1151 kj(275 kcal),"2,5","0,8",53,"2,1",10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Préparation pour risotto - Légendes Gourmandes,3760155986693,,['France'],[],[],?,343,1435 kj(343 kcal),"0,5","0,1",75,"0,9","7,6","0,1","0,04",['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Terrine de faisan,3760094102499,,['France'],[],[],?,320,1339 kj(320 kcal),27,"9,7",4,"2,6",14,"1,6","0,64",,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de faisan']",,27 g,en quantité élevée,9.7 g,en quantité élevée,2.6 g,en faible quantité,1.6 g,en quantité élevée,,+5%,+5%,+9%,+15%,+116%,+247%,-9%,+10%,+10%,19,+11%,E,+11%,,,,,,,,,,,,,,,,,,,,,
390,Original cookie,0072417151972,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
391,Saucisson sec bridé à la main,2261110030570,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
392,Milanaises de poulet fromage frais,2424536028341,,['France'],[],[],?,165,690 kj(165 kcal),6,"3,2",11,"1,9",16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Torsades ×4,9590003012779,,['France'],[],[],?,341,1427 kj(341 kcal),15,"9,2",44,18,"6,2","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Suborbeertals - Bof bang beers - 33cl,3770008848108,,['France'],[],[],?,?,,?,,?,,?,,,['Bof bang beers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 cl,,,,,,,,,,,,,
395,07192223,07192223,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Pain country - Leclerc - 400g,2020000609278,,['France'],[],[],?,?,,?,,?,,?,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g,,,,,,,,,,,,,
397,Bewleys All butter shortbread,5099589223301,,['France'],[],[],?,511,2138 kj(511 kcal),25,15,65,18,"4,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Crispy Rice - Nature's Path,0058449430070,,['France'],[],[],?,110,460 kj(110 kcal),5,0,7,6,2,0,0,"[""Nature's Path""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Rillettes de sardines - Fauchon,0697893802189,,['France'],[],[],?,265,1109 kj(265 kcal),"22,4","8,7","2,2",1,"13,3","0,8","0,32",['Fauchon'],D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de sardine', 'en:preparations-made-from-fish-meat']",,22.4 g,en quantité élevée,8.7 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,,+17%,+16%,+24%,+18%,+3%,-10%,-4%,-23%,-23%,14,+15%,D,+15%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['FR 56.069.005 CE', 'Groix (Morbihan, France)']",,,,,,,,,,,,
400,Crispy Rice - Nature's Path,0058449430070,,['France'],[],[],?,110,460 kj(110 kcal),5,0,7,6,2,0,0,"[""Nature's Path""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Rillettes de sardines - Fauchon,0697893802189,,['France'],[],[],?,265,1109 kj(265 kcal),"22,4","8,7","2,2",1,"13,3","0,8","0,32",['Fauchon'],D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de sardine', 'en:preparations-made-from-fish-meat']",,22.4 g,en quantité élevée,8.7 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,,+17%,+16%,+24%,+18%,+3%,-10%,-4%,-23%,-23%,14,+15%,D,+15%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['FR 56.069.005 CE', 'Groix (Morbihan, France)']",,,,,,,,,,,,
402,Crepinettes au vin blanc,2226541057862,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Noix de pecan,2600161036931,,['France'],[],[],?,760,3180 kj(760 kcal),72,"6,2","13,9",4,"9,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Sauce aux truffes,3444930002142,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Émincés de Dinde,2447173029656,,['France'],[],[],?,107,448 kj(107 kcal),"1,2","0,5","0,7","0,7",23,"0,94","0,376",,,['Emince de dinde'],,1.2 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en faible quantité,0.94 g,en quantité modérée,,-6%,-6%,-47%,-23%,+4%,+8%,+4%,+7%,+7%,0,,B,,,,,,,,,,,,,,,,,,,,,,
406,Bacon seasoning,9353323000013,,['France'],[],[],?,306,1280 kj(306 kcal),22,"0,9","61,2","12,6",10,"7,1","2,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Cocktail fruits de mer - La Table des Pêcheurs,3270120604243,,['France'],[],[],?,?,,?,,?,,?,,,['La Table des Pêcheurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Buche framboise - Erhard,3760122883703,,['France'],[],[],?,241,1008 kj(241 kcal),10,"6,7",29,21,"2,5","0,06","0,024",['Erhard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Apple &  cranberry oat biscuits,20803315,,['France'],[],[],?,498,2084 kj(498 kcal),"24,4","9,8","62,7","28,1","5,4","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Père noël - Chocolaterie Monbana,3474340022959,,['France'],[],[],?,563,2356 kj(563 kcal),36,22,51,50,"6,9","0,2","0,08",['Chocolaterie Monbana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Coppa sel sec,3346380001907,,['France'],[],[],?,249,1042 kj(249 kcal),"13,5","5,3","0,1","0,04","31,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Guylian's templations,5410976665014,,['France'],[],[],?,568,2377 kj(568 kcal),38,19,47,45,"7,1","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PANETTONE ARTISANAL MEDITERRANEEN,8030525000188,,['France'],[],[],?,393,1644 kj(393 kcal),16,"8,5",56,40,"6,7","0,3","0,12",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,16 g,en quantité modérée,8.5 g,en quantité élevée,40 g,en quantité élevée,0.3 g,en quantité modérée,,+5%,+5%,+7%,-5%,+9%,+54%,-2%,-32%,-32%,21,+13%,E,+13%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,
414,Fourme de montbrison - Entreprise laitière de Sauvain,2997600023325,['AOP'],['France'],[],[],?,384,1607 kj(384 kcal),32,21,"0,8","0,2",22,"1,6","0,64",['Entreprise laitière de Sauvain'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', 'Fourme de Montbrison']",,32 g,en quantité élevée,21 g,en quantité élevée,0.2 g,en faible quantité,1.6 g,en quantité élevée,,+5%,+5%,+4%,-0%,+55%,+27%,+2%,-7%,-7%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
415,Filets de crocodile - Evasion Festive,2699199057131,,['France'],[],[],?,152,636 kj(152 kcal),"7,2","1,5","2,2","0,3",20,"1,27","0,508",['Evasion Festive'],,"['Viandes', 'Viande de crocodile']",,7.2 g,en quantité modérée,1.5 g,en quantité modérée,0.3 g,en faible quantité,1.27 g,en quantité modérée,,+13%,+13%,+64%,+26%,-39%,-68%,0%,-14%,-14%,2,-19%,B,-19%,,,,,,,,,,,,,,,,,,,,,
416,Sake - Sho Chiku Bai - 640ml,4904670213974,,['France'],[],[],?,?,,?,,?,,?,,,['Sho Chiku Bai'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 ml,,,,,,,,,,,,,
