,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
1490,Toast apero - Pasquier - 100g,3182180002306,,100 g,"['Pasquier', 'Brioche Pasquier']",,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,"5,9",,"0,8",,68,,"4,3",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Président - 200g,3155251211259,,200 g,['Président'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,3450601010972,3450601010972,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Balls saveur Brushetta,3175681263116,,,,,['France'],[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,19,,"1,5",,62,,"3,2",,"9,9",,"0,82",,"0,328",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Nutriscore']",,,,,,,,,,,,
1494,Chicorée bio - Charles Vignon,3111902100167,E,,['Charles Vignon'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.2 g,en quantité modérée,?,,313,+48%,1310 kj(313 kcal),+38%,"0,5",-64%,0,-100%,59,+44%,11,-26%,"3,5",-37%,"0,2",-52%,"0,08",-52%,,,,,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,"['Bio', 'Fabriqué en Suisse']",,,,,,,,,,,,
1495,Eau thermale - Avène - 309ml,3282779003131,,309ml,['Avène'],['Sprai'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Tube'],,,,,,,,,,,,,
1496,Croibleu - 180g,3501275130296,D,180g,['Croibleu'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sirop de glucose*', 'sucre de canne""', 'extrait de romarin huile essentielle de menthe*', 'menthol*', '* issus de lagriculture biologique', ' Peut contenir des traces de lait et de fruits à coque', "" L'ingrédient primaire "", 'sirop de glucose', ' ne provient pas exclusivement de France']",[],0.3 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.04 g,en faible quantité,1649,+6%,388,+9%,1649 kj(388 kcal),+10%,"0,3",-84%,0,-100%,96,+15%,59,+2%,"0,5",-76%,"0,04",-67%,"0,016",-67%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Plastique'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans colorants']",['France'],"['EMB 59599G', 'Tourcoing (Nord, France)']",,,4,,,['E392 - Extrait de romarin'],,,,
1497,Tropicana pomme framboise,3168930160816,,,['Tropicana'],,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,11,,10,,"0,2",,0,,0,,,,,,,,,,,,,,['Bouteille en plastique'],,,,,,,,,,,,,
1498,Extreme a la vanille,8436575294421,,,,,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,15,,12,,38,,26,,3,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Farine de blé,5906012000012,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",['France'],[],[],1.2 g,en faible quantité,0.5 g,en faible quantité,2.2 g,en faible quantité,,,?,,340,-1%,1423 kj(340 kcal),-1%,"1,2",-10%,"0,5",+114%,70,+1%,"2,2",+44%,11,+1%,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,,
1500,Café bio Pérou - Carte Noire,8000070043220,,,['Carte Noire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,,,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,"0,3",-96%,0,-100%,"0,2",-90%,0,-100%,0,-100%,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,
1501,Granola bio fruits exotiques - Charles Vignon,3111902100136,B,,['Charles Vignon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['France'],[],[],10 g,en quantité modérée,2.9 g,en quantité modérée,19 g,en quantité élevée,0.3 g,en quantité modérée,?,,407,+3%,1703 kj(407 kcal),+2%,10,-6%,"2,9",+7%,65,+6%,19,+6%,"9,3",-3%,"0,3",+107%,"0,12",+107%,7,+104%,C,+104%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['Sachet en plastique'],"['Bio', 'Fabriqué en France']",,,,,,,,,,,,
1502,Salade coffret MIX,3700009271889,,,,"['Plats préparés', 'Salades', 'Salades composées']",['France'],[],[],12 g,en quantité modérée,2.2 g,en quantité modérée,4 g,en faible quantité,0.62 g,en quantité modérée,?,,203,+34%,849 kj(203 kcal),+34%,12,+34%,"2,2",+63%,17,+68%,4,+77%,"5,2",-6%,"0,62",-29%,"0,248",-29%,3,+97%,C,+97%,,,,,,,,,,,,,,,,,,,,,,
1503,Pur jus pomme bio,3248340058634,,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,5",,"0,1",,10,,"9,8",,"0,5",,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1504,Lindhals Kvarg,3023290040560,,,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,2",,0,,"3,5",,"3,1",,11,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Mayonnaise à l'huile d'avocat - La Tourangelle,3245270002515,D,,['La Tourangelle'],"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],[],79 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0.81 g,en quantité modérée,?,,722,+18%,3021 kj(722 kcal),+18%,79,+19%,13,+110%,0,-100%,0,-100%,"1,8",+46%,"0,81",-39%,"0,324",-39%,22,+23%,E,+23%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Sans conservateurs'],,,,,,,,,,,,
1506,Boulette facon bouchere - Père Dodu - 360g,3435660771040,,360g,['Père Dodu'],"['Viandes', 'Préparations de viande', 'Boulettes de viande']",['France'],"['Viande de cuisse de poulet 68%', 'purée de tomates double cConcentrée', 'eau', 'emmental', 'conservateurs: lactate de potassium et acétates de sodium', 'fromages', 'fibre de blé', 'oignons', 'sel et minéraux de mer ', 'potassium', 'magnésium', 'calcium', 'fécule de manioc', 'amidons modifiés', 'beurre', 'protéines de lait', 'sucre', ""extrait d'oignon"", 'sel de fonte ', 'citrate de sodium', 'persil plat déshydraté', 'poivre blanc', "" Traces d'euf"", ' Viande de poulet origine:France']","['Non végétalien', 'Non végétarien']",9.8 g,en quantité modérée,2.9 g,en quantité modérée,1.7 g,en faible quantité,1.3 g,en quantité modérée,?,,70,-66%,293 kj(70 kcal),-65%,"9,8",-30%,"2,9",-46%,"3,9",-30%,"1,7",+84%,15,+15%,"1,3",+4%,"0,52",+4%,0,-100%,B,-100%,,,,,,,,,['Film en plastique'],"['Viande Française', 'Sans colorants', 'Nutriscore', 'Nutriscore B', 'Volaille-francaise']",,,,"['Gluten', 'Lait']",4,,,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium']",,,,
1507,Céréales - Leclerc - 400g,3564706614819,C,400 g,['Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat']",['France'],"['Farine de riz 36 %', 'farine de blé 27 %', 'chocolat en poudre 20 % ', 'sucre', 'cacao en poudre', 'sucre', 'sirop de glucose', 'huile de tournesol', ""extrait de malt d'orge"", 'sel', 'arôme naturel de cacao', 'arôme naturel', "" Traces d'autres céréales contenant du gluten"", 'lait et fruits à coque']",['Non végétalien'],2.7 g,en faible quantité,1.1 g,en faible quantité,29 g,en quantité élevée,0.285 g,en faible quantité,?,,386,+1%,1615 kj(386 kcal),+0%,"2,7",-6%,"1,1",+32%,81,+2%,29,+30%,"7,5",-1%,"0,285",-24%,"0,114",-24%,8,+39%,C,+39%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Carton'],"['Sans colorants', 'Nutriscore', 'Nutriscore C']",,,,['Gluten'],4,,,,,,,
1508,Mortadelle Farcitella - Italiamo - 125g,4056489204190,E,125 g,['Italiamo'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle', 'Mortadelle pistachée pur porc']","['Belgique', 'France']","['88% viande de porc', '6% olives marinés ', '69% olives vertes', 'eau', 'sel', ""correcteurs d'acidité: acide lactique"", 'acide citrique', '3% poivron', 'sel', '0,2% pistaches', 'épices', 'ail en poudre', 'antioxydant: ascorbate de sodium', ' conservateur', ' nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",29 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,1311,+17%,317,+12%,1311 kj(317 kcal),+13%,29,+21%,11,+26%,0,-100%,0,-100%,14,-4%,"2,3",+0%,"0,92",+0%,23,+14%,E,+14%,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,"Mortadella aux olives, au poivron et aux pistaches","['Atmosphère protectrice', 'Plastique']",,"['Modena', 'Italy']",['IT 848-L CE'],['Lidl'],['Fruits à coque'],3,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1509,Blanc de poulet doré au four - Fleury Michon - 120g,3302740042850,D,120 g,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet doré au four']",['France'],[],[],1.5 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,90,-16%,377 kj(90 kcal),-16%,"1,5",-37%,"0,4",-43%,"0,5",-46%,"0,5",-43%,23,+14%,"1,4",-19%,"0,56",-19%,2,-38%,B,-38%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Nutriscore']",,,,,,,,,,,,
1510,Tchanque la chips d aqui,3770016538008,,,,,['France'],[],[],,,,,,,,,?,,494,,2067 kj(494 kcal),,"23,7",,2,,"62,1",,"0,2",,8,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Fruit shoot au jus - Teisseire,3092718629137,C,,['Teisseire'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,5.7 g,en quantité modérée,0 g,en faible quantité,?,,24,-47%,100 kj(24 kcal),-47%,0,-100%,0,-100%,"5,7",-45%,"5,7",-41%,0,-100%,0,-100%,0,-100%,8,+19%,D,+19%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,,,,,
1512,Burrata - Treo,3664042004456,,,['Treo'],,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,17,,12,,"0,8",,"0,8",,14,,"0,33",,"0,132",,,,,,,,,,,,,,['Opercule en plastique'],['Sans conservateurs'],,,,,,,,,,,,
1513,Haricots verts très fins coupés - Leaderprice,3263851355362,B,,['Leaderprice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.55 g,en quantité modérée,?,,25,-7%,105 kj(25 kcal),-5%,0,-100%,0,-100%,3,-1%,"0,5",-47%,"1,7",+8%,"0,55",+6%,"0,22",+6%,-4,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,,,,,
1514,Strudel - 200g,20596897,,200 g,,,['France'],[],[],,,,,,,,,?,,483,,2021 kj(483 kcal),,26,,13,,56,,21,,"5,5",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Mojito,3700490894246,,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,0,,0,,"11,6",,"11,6",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Citronnade,3256860205971,,,,"['Boissons', 'Citronnades']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,,,?,,32,0%,134 kj(32 kcal),-1%,0,-100%,0,-100%,8,-0%,8,+6%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Sauce poivre - Rustica - 245g,3564706578265,,245 g,['Rustica'],,['France'],[],[],,,,,,,,,?,,431,,1803 kj(431 kcal),,44,,3,,"6,5",,"2,7",,"1,3",,"1,8",,"0,72",,,,,,,,,,,,,,['Pot'],"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,
1518,Carpaccio de saumon,3033610088486,,,,,['France'],[],[],,,,,,,,,?,,233,,975 kj(233 kcal),,16,,"2,5",,"1,2",,"1,1",,21,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,20174026,20174026,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Badoit Bulles & Thé Noir Parfum Citron - Evian,3068320123912,,,"['Evian', 'Badoit']","['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux gazeuses']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,3.2 g,en quantité modérée,0.07 g,en faible quantité,?,,13,,54 kj(13 kcal),+5300%,"0,5",+10083%,0,,32,+184871%,"3,2",+36555%,"0,5",+3932%,"0,07",+23%,"0,028",+23%,5,+916%,C,+916%,,,,,,,,,,['Sans conservateurs'],,"['EMB 42198', 'Saint-Alban-les-Eaux (Loire, France)']",,,,,,,,,,
1521,Crevettes décortiquées ASC - 200g,3700156960513,,200 g,,,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,"0,9",,"0,3",,"0,5",,"0,5",,22,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Ptit Savane framboise - Brossard,3660140945554,,,['Brossard'],,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,18,,"1,6",,49,,27,,"4,8",,"0,98",,"0,392",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,
1523,Banane Bio,3347761000885,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1524,8715342032085,8715342032085,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Huile d’olive vierge extra - 75cl,8002470030909,D,75 cl,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",['France'],[],[],91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,821,-3%,3435 kj(821 kcal),-4%,91,-4%,13,-5%,0,,0,,0,,0,,0,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Bouteille'],,,,,,,,,,,,,
1526,Kellogg's SPK FIBRE CHOCO MILK (4x2 - 96g,5059321001758,,96 g,"[""Kellogg's""]",,['France'],"['Céréales', 'AVOINE{15%}', 'Farine de riz', 'Farine de BLÉ', 'Chocolat au LAIT ', '21%', 'Sucre', 'Beurre de cacao', 'LAIT entier en poudre', 'Pâte de cacao', 'Émulsifiants {Lécithine de SOJA', 'E476}', 'Arôme', 'Oligofructose', 'Sirop de glucose', 'Inuline', 'Huiles végétales', 'Huile de tournesol', 'Colza', 'Fructose', 'Miel', 'Cacao en poudre', 'Pâte de cacao', 'Sucre', 'Humectant', 'Glycérol', 'Sel', 'Émulsifiant', 'Lécithine de SOJA', 'Bicarbonate de sodium', 'Carbonate de calcium', 'Antioxydant', 'Extrait riche en tocophérols']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,1668,,398,,1668 kj(398 kcal),,13,,"5,1",,57,,24,,"5,2",,"0,43",,"0,172",,,,,,,,,,,,,Barre de céréales riche en fibres sur une fine couche de chocolat au lait.,,,,,,"['Gluten', 'Lait', 'Avoine', 'Soja']",4,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E422 - Glycérol', 'E500ii - Carbonate acide de sodium', 'E306 - Extrait riche en tocophérols']",,,,
1527,Jambon cuit supérieur - Carrefour - 360g,3523680437876,,360 g,['Carrefour'],,['France'],[],[],,,,,,,,,?,,122,,510 kj(122 kcal),,"3,6",,"1,3",,"0,6",,"0,6",,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,
1528,Melon charentais jaune bio,20839772,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1529,Lait crème concentré - Embryolisse - 75ml,3350900000011,,75 ml,['Embryolisse'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Chips aux pois chiches - Le pain des fleurs,3380380093067,,,['Le pain des fleurs'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pois chiches']",['France'],[],"['Végétalien', 'Végétarien']",13 g,en quantité modérée,1.2 g,en faible quantité,1.7 g,en faible quantité,0.65 g,en quantité modérée,?,,431,+4%,1803 kj(431 kcal),+4%,13,-17%,"1,2",-22%,53,+13%,"1,7",+8%,21,+93%,"0,65",-53%,"0,26",-53%,3,-62%,C,-62%,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Nutriscore', 'Nutriscore A', 'en:The Vegan Society']",,,,,,,,,,,,
1531,N. A - 40g,60217448,,40g,['N. A'],"['Snacks', 'Snacks sucrés']",['France'],"['41% pépites à base de fruits purée de pommes concentrée', 'jus de pommes concentré', 'purée de framboises ', '9,3%', 'jus de baies de sureau concentré', 'gélifiant ', 'pectines de fruits', 'fibres de citrus', 'arôme naturel de framboise]', '26% noix de cajou', '22% amandes', '11% graines de courge', "" Peut contenir des traces d'arachides"", 'de gluten', 'dẹ lait', ""de soja et d'autres fruits à coque""]",[],28 g,en quantité élevée,4.1 g,en quantité modérée,33 g,en quantité élevée,0.05 g,en faible quantité,?,,494,+10%,2067 kj(494 kcal),+10%,28,+38%,"4,1",-59%,44,-23%,33,-7%,13,+118%,"0,05",-87%,"0,02",-87%,10,-47%,C,-47%,,,,,,,,,['Papier'],['Sans conservateurs'],['Belgique'],,['relay h'],,4,,,['E440 - Pectines'],['Pays-Bas'],,,
1532,Unicorn froot loops - Kellogg's,5053827216555,,,"[""Kellogg's""]",,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,3,,"0,9",,79,,25,,"8,3",,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Steack hachés - Charal - 2x 100g,3181238976484,,2 x 100 g,['Charal'],,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"4,6",,"1,6",,0,,0,,22,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Breakfast cereal bar,5900020025104,,,,,"['France', 'Maroc']",[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,14,,"6,9",,"62,2",,"24,9",,"7,3",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Mon p'tit gâteau citron pavot,3517472466038,,,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,26,,3,,40,,18,,"7,4",,"0,48",,"0,192",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1536,Source oiselle,3583787700426,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Tropicana Günaydin,8690574104840,D,,['Tropicana'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,3,-93%,13 kj(3 kcal),-93%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,-9,-337%,B,-337%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1538,Couronne de Crevettes bio sauce mayonnaise - Delpierre,3336374301342,,,['Delpierre'],,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,17,,"3,1",,"0,7",,"0,7",,18,,"0,7",,"0,28",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1539,Thon en morceaux - Ribeira,8429583009255,E,,['Ribeira'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",['France'],[],[],0.8 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,107,-7%,448 kj(107 kcal),-7%,"0,8",-47%,"0,3",-36%,0,-100%,0,-100%,25,-0%,"1,2",+15%,"0,48",+15%,1,+269%,B,+269%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,,,,,,,,
1540,Deli’cheese,3222110031072,,,,,['France'],[],[],,,,,,,,,?,,302,,1264 kj(302 kcal),,17,,"7,5",,25,,"2,3",,12,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Pain de mie sans sucres ajoutés - Jacquet,3029330071174,B,,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['France'],[],[],3.4 g,en quantité modérée,0.4 g,en faible quantité,5.5 g,en quantité modérée,1.1 g,en quantité modérée,?,,264,-1%,1105 kj(264 kcal),-1%,"3,4",-24%,"0,4",-38%,47,+3%,"5,5",+6%,"9,3",+11%,"1,1",-4%,"0,44",-4%,-1,-169%,A,-169%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,"['Sans sucre ajouté', 'Sans huile de palme', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
1542,Taboulé à l'oriental,3700009273548,B,,,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",['France'],[],[],10 g,en quantité modérée,1.1 g,en faible quantité,3.2 g,en faible quantité,1.2 g,en quantité modérée,?,,207,+17%,866 kj(207 kcal),+17%,10,+47%,"1,1",+56%,24,+2%,"3,2",-21%,"4,1",-5%,"1,2",+26%,"0,48",+26%,6,+125%,C,+125%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,
1543,Dolce do natura - Santal - 1l,8002580001691,C,1 l,['Santal'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['France'],"['Succhi di frutta da concentrato 66% ', 'arancia 60%', 'uva 5% limone 1%', 'acqua', 'fibra di agrumi', 'antiossidante: acido ascorbico', ' aromi naturali']",[],0 g,en faible quantité,0 g,en faible quantité,5.8 g,en quantité modérée,0 g,en faible quantité,?,,28,-35%,117 kj(28 kcal),-36%,0,-100%,0,-100%,"7,1",-27%,"5,8",-36%,0,-100%,0,-100%,0,-100%,-2,-167%,B,-167%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Tetrapack'],['100% naturel'],,,['Camping'],,4,,,['E300 - Acide ascorbique'],,http://www.santal.it,,
1544,Hummus pikant,8713734016798,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],"['Végétalien', 'Végétarien']",15.2 g,en quantité modérée,4.7 g,en quantité modérée,2.6 g,en faible quantité,0.7 g,en quantité modérée,?,,218,-17%,912 kj(218 kcal),-17%,"15,2",-25%,"4,7",+91%,"12,4",+17%,"2,6",+94%,"5,5",-15%,"0,7",-33%,"0,28",-33%,6,+20%,C,+20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,
1545,Seitenbacher zuckerarm,4008391212770,,,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,2,,0,,78,,4,,6,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
