,name,bar_code,eco_score,generic_name,brand,categories,labels,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,palm_ingredients,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,manufacturing,ingredients_origins,brand_owner,link
853,VEGAN BAKED PROTEIN COOKIE - MyProtein,5055534367896,,,['MyProtein'],,"['Végétarien', 'Végétalien']",,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,385,,12,,50,,18,,,,,,,,,,,,1611 kj(385 kcal),"5,2",22,"0,7","0,28",['Packet'],,,,,,,,,,,,,,,,,,,,,,,
854,Ravioles forestières aux Cèpes - Saint Jean - 300g,3266140061432,,,['Saint Jean'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies']",['Point Vert'],,,"['FR 26.281.031 CE', 'Romans-sur-Isère (Drôme, France)']",['Auchan'],['France'],"['Pâte ', '50 %', ' : farine de blé tendre', 'eau', 'œufs frais', 'huile de tournesol', ' Farce ', '50%', ' : fromage blanc frais', 'ricotta', 'emmental', 'flocons de pomme de terre ', 'pommes de terre déshydratées', ""extrait d'épices"", 'champignons forestiers 6,2% ', 'bolets jaunes et bais', 'cèpes 1,2% ', 'boletus edulis', 'boletus aereus', 'champignons de Paris 5,5%', 'persil', 'beurre', 'sel', 'fibre de blé', 'arôme naturel de champignon avec autres arômes naturels', 'ail', 'poivre', ' ', ""Pourcentages exprimés sur l'ensemble du produit""]",['Non végétalien'],?,,238,+15%,"6,6",+4%,33,+22%,10,+20%,,,,,,,,4,,"['Œufs', 'Gluten', 'Lait']",996 kj(238 kcal),4,"2,9","1,5","0,6","['Barquette', 'Plastique', 'Réfrigéré', 'Barquette', 'Film en plastique']",6.6 g,en quantité modérée,4 g,en quantité modérée,2.9 g,en faible quantité,1.5 g,en quantité modérée,+15%,+49%,+9%,+44%,+44%,11,+106%,D,+106%,300 g,,['France'],,,
855,Luttimint - Lutti - 1kg,3116740032700,E,,['Lutti'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['en:gluten-free', 'Point Vert']",,,,,['France'],[],[],?,,386,+8%,1,-46%,96,+15%,0,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,1615 kj(386 kcal),1,61,1,"0,4",,1 g,en faible quantité,1 g,en faible quantité,61 g,en quantité élevée,1 g,en quantité modérée,+8%,-6%,+5%,+726%,+726%,18,+25%,D,+25%,1 kg,,,,,
856,Huile De Tournesol -,3281713000052,,,,,,,,"['EMB 33447', 'Saint-Médard-de-Guizières (Gironde, France)']",,['France'],[],[],?,,900,,100,,0,,0,,,,,,,,,,,,3766 kj(900 kcal),10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
857,Futura food,3701302100135,,,,,,,,,,['France'],[],[],?,,502.2,,"20,8",,"7,6",,"48,7",,,,,,,,,,,,2101 kj(502 kcal),"7,7","6,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,
858,Picholine Goût subtil - Oliveraie Jeanjean,3760143532505,D,,['Oliveraie Jeanjean'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",['AOP'],,,,,['France'],[],[],?,,823,-4%,"91,5",-4%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,3443 kj(823 kcal),"12,6",0,"0,002","0,001",,91.5 g,en quantité élevée,12.6 g,en quantité élevée,0 g,en faible quantité,0.0025 g,en faible quantité,-4%,-10%,,+4005%,+4005%,6,-2%,C,-2%,,,,,,
859,Caramel au beurre sale et a la fleur de sel - DV SAS,3663350086758,,,['DV SAS'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",['Fabriqué en France'],,,,,['France'],[],[],?,,397,-3%,"8,3",-39%,78,+15%,"2,5",+6%,,,,,,,,,,,1661 kj(397 kcal),6,3,"1,1","0,44",,8.3 g,en quantité modérée,6 g,en quantité élevée,3 g,en faible quantité,1.1 g,en quantité modérée,-3%,-33%,-94%,+14%,+14%,13,-48%,D,-48%,,,,,,
860,Fleischkäse mit Peperoni - 1200g,4099200404028,,,,,,,,,,['France'],[],[],?,,274,,24,,"1,5",,13,,,,,,,,,,,,1146 kj(274 kcal),9,1,"2,4","0,96",,,,,,,,,,,,,,,,,,,1200 g,,,,,
861,"Campo Largo Grüne Oliven, Gefüllt Mit Pa. .. - Baresa - 290g",20158583,B,,['Baresa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives marinées', 'Olives entières', 'Olives vertes entières', 'en:Whole marinated green olives']",,,,,,"['France', 'Pologne']",[],[],?,,120,-35%,12,-34%,"0,5",-67%,"0,9",-36%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,502 kj(120 kcal),"2,2",0,"3,55","1,42",,12 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,3.55 g,en quantité élevée,-36%,-19%,-100%,-2%,-2%,13,+11%,D,+11%,290 g,,,,,
862,Coquillettes 1/2 complètes - Idea Bio - 5kg,3329489320056,,,['Idea Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Coquillettes']","['Bio', 'Bio européen', 'IT-BIO-008']",,,,,['France'],[],[],?,,347,-3%,"1,8",-3%,69,-3%,11,-8%,,,,,,,,,,,1452 kj(347 kcal),"0,5","3,5",0,0,['Sachet en plastique'],1.8 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0 g,en faible quantité,-3%,+31%,+13%,-100%,-100%,-1,,A,,5 kg,,,,,
863,Éclat de caramel d'isigny,3498752013725,,,,,,,,,,['France'],[],[],?,,421,,"7,6",,"85,6",,"1,8",,,,,,,,,,,,1761 kj(421 kcal),"4,8","64,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,
864,Tempehsalade Asperge - Hobbit,5412500406032,,,['Hobbit'],,['Bio'],,,,,['France'],[],[],?,,215,,"18,4",,"6,3",,"5,4",,,,,,,,,,,,900 kj(215 kcal),"2,4","2,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,
865,Barres aux noix - Maayane - 250g,3700029206175,,,['Maayane'],,['Sans sucre ajouté'],,,,,['France'],[],[],?,,510,,37,,"35,6",,"18,8",,,,,,,,,,,,2134 kj(510 kcal),"4,9","2,6",9,"3,6",,,,,,,,,,,,,,,,,,,250 g,,,,,
866,Konpeito - Kasugai - 140g,4901326070257,,,['Kasugai'],,,,,,,['France'],[],[],?,,398,,0,,"99,5",,0,,,,,,,,,,,,1665 kj(398 kcal),0,"99,5",0,0,,,,,,,,,,,,,,,,,,,140 g,,,,,
867,Filete Em Azeite - 120g,5604450260059,,,,,,,,,,['France'],[],[],?,,144,,"4,4",,0,,26,,,,,,,,,,,,602 kj(144 kcal),"1,1",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,120 g,,,,,
868,Jordan's skinny syrups whitd chocolate,0696859178337,,,,,,,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,0 kj(0 kcal),0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
869,6GX300 Speculos Saxo,3184830064306,,,['Saxo'],,['Fabriqué en Belgique'],,,['RSPO-1106280'],,['France'],[],[],?,,476,,18,,72,,"5,7",,,,,,,,,,,,1992 kj(476 kcal),"8,3",33,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,
870,Cashew cream,5906395147052,,,,,,,,,,['France'],[],[],?,,600,,46,,30,,15,,,,,,,,,,,,2510 kj(600 kcal),"9,1","5,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,
871,Club sandwich coppa emmental et tomate - Bon app',3560071190217,C,,"[""Bon app'"", 'Carrefour']","['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs à la coppa']",,,,"['EMB 49331H', 'Segré (Maine-et-Loire, France)']",['Carrefour'],['France'],[],[],?,,271,+8%,16,+44%,19,-26%,11,+2%,72.2%,17.9%,4.4%,3.2%,1.9%,0.5%,55,,,,1134 kj(271 kcal),"4,4","2,5","1,7","0,68",,16 g,en quantité modérée,4.4 g,en quantité modérée,2.5 g,en faible quantité,1.7 g,en quantité élevée,+7%,+7%,-19%,+10%,+10%,14,+32%,D,+32%,,,,,,
872,Pz bolognaise veggie 2kg - Panzani - 2000g,3038359007415,,Sauce Tomate cuisinée aux protéines végétales de soja,['Panzani'],,"['Sans colorants', 'Sans conservateurs']",,,,,['France'],"['Pulpe de tomates avec morceaux et concentré de tomates ', '51%', 'eau', 'légumes ', 'oignons', 'carottes', 'protéines végétales de SOJA 6,2%', 'huile de tournesol', 'sel', 'sucre', 'amidon transformé de maïs', 'plantes aromatiques', 'arômes', ' Contient du soja']",[],362,,86,,"3,6",,"6,3",,6,,,,,,,,,4,,['Soja'],362 kj(86 kcal),"0,2","5,1",1,"0,4",['Brique'],,,,,,,,,,,,,,,,,,2000 g,['E14XX - Amidons modifiés'],,,,
873,Chocolats lait et blanc décorés,3120470027271,,,,,,,,,,['France'],[],[],?,,545,,32,,57,,"6,1",,,,,,,,,,,,2280 kj(545 kcal),20,56,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,
874,CARPACCIO Pesto - Auchan,3254562928631,,,['Auchan'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']","['Nutriscore', 'Nutriscore B']",,,,['Auchan'],['France'],"['81% viande bovine race normande ', 'Origine: France', 'huile de colza', '3% basilic', ""1,8 %* huile d'olive vierge extra"", '0,4%* ail', 'sel', 'jus de citron concentré', 'arôme naturel de basilic', 'poivre blanc', 'conservateur: E202', 'arôme naturel ', 'LAIT', ' *Pourcentage exprimé sur le produit fini', ' Fabriqué dans un atelier qui utilise: fruits à coques', 'sulfite', 'moutarde']",['Non végétalien'],?,,234,+15%,18,+28%,"0,5",+114%,18,-6%,,,,,,,,4,,['Lait'],979 kj(234 kcal),"2,5","0,5","0,5","0,2",,18 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en quantité modérée,+15%,-1%,+218%,-30%,-30%,1,-45%,B,-45%,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
875,Poisson bulle,3760059933427,,,,,,,,,,['France'],[],[],?,,577,,43,,33,,"9,3",,,,,,,,,,,,2414 kj(577 kcal),27,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,
876,Tagliatelle classic -,4061458014953,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Viandes', 'Céréales et dérivés', 'Charcuteries', 'Jambons', 'Pâtes alimentaires', 'Jambons crus', 'Tagliatelles', 'Noix de jambons secs']",['Sans gluten'],,,,,"['France', 'Allemagne']",[],[],?,,175,-9%,"2,5",-60%,31,+2825%,"5,8",-83%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,732 kj(175 kcal),"0,5","0,5","0,5","0,2","['boîte', 'boîte']",2.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,-10%,-78%,-30%,-89%,-89%,1,-93%,B,-93%,,,,,,
877,Oeuf ligne garni de fritures assortie. Chocolat noir - Réauté - 150g,3615900000004,,,['Réauté'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,,,,,['France'],"['SUcre', 'pote de coco', 'beurre de cocoo', 'poudre de lait entier', 'beurre pôtissier', 'émulsifiant : lécithine de sOja', ""Oròme noturel de vonille Peut contenir des traces d'arachides"", 'de fruits à coques', 'deufs et de gluten Coco:33,6% minimum', 'chocolot ou lait', '54,6% minimum', 'chocolot noir', ' Mise en gorde : la pastille en corton sur le mouloge ne se coNSomme pos']",['Non végétalien'],?,,549,-1%,"36,2",+7%,"45,9",-15%,"5,9",-17%,,,,,,,,4,,['Arachides'],2297 kj(549 kcal),"21,8","43,4","0,05","0,02",['sachet cellophane'],36.2 g,en quantité élevée,21.8 g,en quantité élevée,43.4 g,en quantité élevée,0.05 g,en faible quantité,-1%,+0%,-18%,-79%,-79%,25,-6%,E,-6%,150 g,['E322i - Lécithine'],,,,
878,Energy Mix,8711997004873,,,,,['Bio'],,,,,['France'],[],[],?,,418,,"21,4",,"42,6",,"10,7",,,,,,,,,,,,1749 kj(418 kcal),"2,6","27,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
879,Beurre francais,0839066008251,,,,,,,,,,['France'],[],[],?,,743,,82,,"0,5",,"0,7",,,,,,,,,,,,3109 kj(743 kcal),52,"0,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,
880,Mayonnaise - La Grande Epicerie de Paris,3346041397004,D,,['La Grande Epicerie de Paris'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,,"['EMB 87036', 'Champsac (Haute-Vienne, France)']",,['France'],[],[],?,,731,+19%,80,+21%,0,-100%,"2,2",+79%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,3059 kj(731 kcal),"9,3",0,"1,6","0,64",,80 g,en quantité élevée,9.3 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+19%,+50%,-100%,+20%,+20%,25,+40%,E,+40%,,,,,,
881,Golden Shredless Marmalade,5035660136627,,,,,,,,,,['France'],[],[],?,,257,,0,,"62,9",,"0,1",,,,,,,,,,,,1075 kj(257 kcal),0,"53,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,
882,Cloche au chocolat au lait 37 % de cacao,3421370000303,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'Max Havelaar', 'AB Agriculture Biologique']",,,,,['France'],[],[],?,,573,,38,,50,,7,,,,,,,,,,,,2397 kj(573 kcal),23,49,"0,21","0,084",['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,
883,Prune sucré (Sweet cured plum),4711288025314,,,,,,,,,,['France'],[],[],?,,263,,0,,"64,9",,"0,9",,,,,,,,,,,,1100 kj(263 kcal),0,"3,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,
884,Tesco Ready To Serve Custard 500G,5052909700784,,,['Tesco'],,,,,,,['France'],[],[],?,,99,,"2,9",,"15,7",,"2,2",,,,,,,,,,,,414 kj(99 kcal),"1,5","11,5","0,1","0,04",,,,,,,,,,,,,,,,,,,500G,,,,,
885,Mini viennoiserie x15,2109999921261,,,,,,,,,,['France'],[],[],?,,340,,17,,40,,6,,,,,,,,,,,,1423 kj(340 kcal),11,12,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,
886,"Hatherwood Hand Cooked Chips, Sea Salt And Balsami...",20106232,,,,,,,,,,['France'],"['65% potatoes', '28% high oleic sunflower oil', '7% sea salt and balsamic vinegar flavoured seasoning ', 'maltodextrin', 'sea salt', 'dried balsamic vinegar of modena', 'sugar', 'acid: citric acid', 'dried barley malt vinegar', 'dried aged balsamic vinegar', 'allergy advice for allergens', 'including cereals containing gluten', 'see ingredients in bold', 'nutrition']",[],?,,501,,"28,1",,54,,"5,6",,,,,,,,,,,,2096 kj(501 kcal),"2,7","2,1","1,95","0,78",,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
887,Dark Chocolate Marshmallows Raspberry,5414145001443,,,,,['Fabriqué en Belgique'],,,,,['France'],[],[],?,,425,,16,,66,,"3,4",,,,,,,,,,,,1778 kj(425 kcal),"9,4",64,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,
888,Colomba classica,9002859075797,,,,,['Fabriqué en Italie'],,,,,['France'],[],[],?,,375,,13,,58,,"5,6",,,,,,,,,,,,1569 kj(375 kcal),"5,9",35,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,
889,Bio-Bergkäse -,4104060029882,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Folienverpackung'],,,,,,,,,,,,,,,,,,,,,,,
890,Crispy Nuggets - Quorn - 300g,5019503012019,D,,['Quorn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Substituts de viande', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",['Carbon Trust'],,,,,"['France', 'Espagne']","['Mycoprotein ', '39%', 'Water', 'Rehydrated Free Range Egg White', 'Wheat Flour ', 'Wheat Flour', 'Calcium Carbonated', 'Iron', 'Niacin', 'Thiamine', 'Vegetable Oils ', 'Sunflower', 'Rapeseed', 'Salt', 'Maize Flour', 'Wheat Starch', 'Milk Proteins', 'Textured Wheat Protein ', 'Wheat Protein', 'Wheat Flour', 'Natural Flavouring', 'Raising Agents: Tetrasodium Diphosphate', 'Sodium Carbonate', 'Pea Fibre', 'Firming Agents: Calcium Chloride', 'Calcium Acetate', ' Wheat Gluten', 'Gelling Agent: Pectin', 'Dextrose']",['Non végétalien'],?,,795,+255%,"8,3",-26%,17,+1%,"9,4",-27%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,4,,['Gluten'],3326 kj(795 kcal),"0,8","1,9","1,2","0,48","['Plastic Bag', 'ldpe-packet']",8.3 g,en quantité modérée,0.8 g,en faible quantité,1.9 g,en faible quantité,1.2 g,en quantité modérée,+255%,-60%,+45%,+3%,+3%,14,+281%,D,+281%,300g,"['E450iii - Diphosphate tétrasodique', 'E500i - Carbonate de sodium', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E263 - Acétate de calcium', 'E440 - Pectines']",,,,
891,Brat-&Frittieröl,4250589702482,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,822,,"91,3",,0,,0,,,,,,,,,,,,3439 kj(822 kcal),"8,4",0,0,0,['Dose'],,,,,,,,,,,,,,,,,,,,,,,
892,Gain bolic,5901330052118,,,,,,,,,,['France'],[],[],?,,376,,"1,8",,75,,15,,,,,,,,,,,,1573 kj(376 kcal),1,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,
893,Carciofo interi gusto ricco - 330g,8017596074515,,,,,,,,,,"['France', 'Suisse']",[],[],?,,433,,46,,2,,"1,4",,,,,,,,,,,,1812 kj(433 kcal),"5,1","1,9","1,8","0,72",['Vasetto'],,,,,,,,,,,,,,,,,,330 g,,,,,
894,Galletti #44 Italian Pasta - De Cecco - 500g,8001250120441,,,['De Cecco'],,,,,,,"['France', 'Allemagne']",[],[],?,,352,,"1,5",,"69,2",,14,,,,,,,,,,,,1473 kj(352 kcal),"0,3","3,4",0,0,['Produkt'],,,,,,,,,,,,,,,,,,500 g,,,,,
895,Le verdure - 350g,80227915,,,,,,,,,,"['France', 'Suisse']",[],[],?,,39,,1,,"5,9",,"0,9",,,,,,,,,,,,163 kj(39 kcal),"0,2","5,1","1,8","0,72",['Vasetto'],,,,,,,,,,,,,,,,,,350 g,,,,,
896,Pomodori secchi - 340g,8029513104540,,,,,,,,,,"['France', 'Suisse']",[],[],?,,98,,"5,3",,"8,2",,"1,7",,,,,,,,,,,,410 kj(98 kcal),"0,7","6,4","2,3","0,92",['Vasetto'],,,,,,,,,,,,,,,,,,340 g,,,,,
897,Apfel Räuber Cider - 330ml,3830054841369,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 ml,,,,,
898,Pomodori secchi - 250g,8032628471469,,,,,,,,,,"['France', 'Suisse']",[],[],?,,258,,"2,97",,"55,76",,"14,11",,,,,,,,,,,,1079 kj(258 kcal),"0,42","37,59","2,1","0,84",['Sacchettino'],,,,,,,,,,,,,,,,,,250 g,,,,,
899,Pistache grillée - 450g,3760280990039,,,,,,,,"['FR 07.324.001 CE', 'Tournon-sur-Rhône (Ardèche, France)']",,['France'],[],[],?,,859,,9,,24,,4,,,,,,,,,,,,3594 kj(859 kcal),3,18,0,0,,,,,,,,,,,,,,,,,,,450 g,,,,,
900,Moutarde riesling,3435567000366,,,,,,,,,,['France'],[],[],?,,92,,"5,5",,"6,3",,"5,7",,,,,,,,,,,,385 kj(92 kcal),"0,2","2,1","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,
901,Fagioli bianchi di Spagna al naturale - Il Viaggiator Goloso - 350g,8000633043681,,,['Il Viaggiator Goloso'],,,,,,,"['France', 'Suisse']",[],[],?,,105,,"0,6",,15,,"6,7",,,,,,,,,,,,439 kj(105 kcal),"0,1","0,6","0,9","0,36",['Vasetto'],,,,,,,,,,,,,,,,,,350 g,,,,,
902,Carré choco lait - Le Comptoir de Mathilde,3700961300276,,,['Le Comptoir de Mathilde'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,['France'],[],[],?,,527,-5%,31,-15%,55,+19%,"6,1",-16%,,,,,,,,,,,2205 kj(527 kcal),19,53,"0,17","0,068",,31 g,en quantité élevée,19 g,en quantité élevée,53 g,en quantité élevée,0.17 g,en faible quantité,-4%,-10%,+29%,+22%,+22%,26,+11%,E,+11%,,,,,,
903,Biscotti Gentilini,8007465102531,,,,,['Sans conservateurs'],,,,,['France'],[],[],?,,446,,"12,7",,"72,7",,9,,,,,,,,,,,,1866 kj(446 kcal),"5,3","23,1","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,
904,Peperoncino - 150g,8017596006486,,,,,,,,,,"['France', 'Suisse']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Flaccone'],,,,,,,,,,,,,,,,,,150 g,,,,,
905,Confiture extra abricots BEYER,3299341151442,B,,['Beyer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,['France'],[],[],?,,245,+12%,"0,5",+121%,60,+13%,"0,5",-0%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,1025 kj(245 kcal),"0,12",60,"0,02","0,008",,0.5 g,en faible quantité,0.12 g,en faible quantité,60 g,en quantité élevée,0.02 g,en faible quantité,+12%,+181%,+19%,-9%,-9%,8,-11%,C,-11%,,,,,,
906,Krini Getrocknete Tomaten - 280g,4002015493682,E,,['Krini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']",['de:Papier'],,,['314'],['Kaufland'],"['France', 'Allemagne', 'Suisse']","['Energie 981 k/ 237 kcal fett 17,0 g']",[],?,,237,+14%,17,+48%,14,-10%,"3,3",-13%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,,992 kj(237 kcal),"2,1",13,3,"1,2","['Glas', 'Produkt']",17 g,en quantité modérée,2.1 g,en quantité modérée,13 g,en quantité élevée,3 g,en quantité élevée,+15%,+49%,+19%,0%,0%,9,+65%,C,+65%,280 g,,['Weinstadt'],['de:apulien'],,
907,Haricots blancs gourmets Bio - Instants Nature - 500g,3322690030509,,,['Instants Nature'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture France']",,,"['EMB 32269', 'Monfort (Gers, France)']",,['France'],[],[],?,,258,+78%,1,-3%,"22,3",+29%,"21,6",+139%,,,,,,,,,,,1079 kj(258 kcal),"0,1","1,7",0,0,,1 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,+82%,-59%,+43%,-100%,-100%,-2,,A,,500 g,,,['France'],,
908,Fragrantini - 400g,8026972000154,,,,,,,,,,"['France', 'Suisse']",[],[],?,,470,,17,,65,,"9,1",,,,,,,,,,,,1966 kj(470 kcal),"1,8","1,8","1,2","0,48",['Sacchettino'],,,,,,,,,,,,,,,,,,400 g,,,,,
909,Chocolate Orange -,3664346306515,,,,,,,,,,['France'],[],[],?,,523,,29,,59,,"5,8",,,,,,,,,,,,2188 kj(523 kcal),17,"0,5","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,
910,Melange de thym,5283001106956,,,,,,,,,,['France'],[],[],?,,207,,16,,0,,4,,,,,,,,,,,,866 kj(207 kcal),0,0,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,
911,Baked pita chips,0028400093095,,,,,,,,,,['France'],[],[],?,,464.29,,"17,86",,56,,"10,71",,,,,,,,,,,,1943 kj(464 kcal),0,2,"2,449","0,98",,,,,,,,,,,,,,,,,,,,,,,,
912,Biere blanche - Le Petit Vélo - 33cl,3760275855107,B,,['Le Petit Vélo'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],"['eau', ""malt d'orge*"", 'malt de blé*', 'coriandre*', 'houblons', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,3,,"['Gluten', 'Malt de blé']",,,,,,['Bouteille verre'],,,,,,,,,,,,,,,,,,33 cl,,"['Brasserie Artisanale du Mont Ventoux ADZ sas', '558 avenue du Mont Ventoux', '84200', 'Carpentras', 'France']",,,
913,Mango Nectar,6221024240102,,,,,,,,,,['France'],[],[],?,,60,,0,,15,,0,,,,,,,,,,,,251 kj(60 kcal),0,14,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
914,Nissin cup noodles chicken mini size,5997523314132,,,,,,,,,,['France'],[],[],?,,74,,"3,2",,"8,7",,"1,9",,,,,,,,,,,,310 kj(74 kcal),"1,7","0,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,
915,Zuma spiced chai,5060175133748,,,,,,,,,,['France'],[],[],?,,391,,"0,1",,"95,8",,"0,5",,,,,,,,,,,,1636 kj(391 kcal),"0,1",52,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,
