,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
1820,Les caramels au beurre salé,3260260209620,,['France'],[],,[],,?,412,1724 kj(412 kcal),11,"7,3",77,50,"1,9","1,1","0,44",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,,11 g,en quantité modérée,7.3 g,en quantité élevée,50 g,en quantité élevée,1.1 g,en quantité modérée,,+0%,+0%,-20%,-18%,+14%,-1%,-19%,+14%,+14%,26,+5%,E,+5%,,,,,,,,,,,,,,,,
1821,Les caramels au beurre salé - La Trinitaine,3260260209675,['La Trinitaine'],['France'],[],,[],,?,397,1661 kj(397 kcal),"8,3",6,78,63,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Caramel - La Trinitaine,3260260209682,['La Trinitaine'],['France'],[],,[],,?,412,1724 kj(412 kcal),11,7,77,50,"1,9","9,6","3,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Bonbon a l'ancienne - La Trinitaine,3260260209729,['La Trinitaine'],['France'],[],,[],,?,396,1657 kj(396 kcal),"0,5","0,1",97,65,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Les oragettes citonnette - La Trinitaine - 200g,3260260209743,['La Trinitaine'],['France'],[],,[],,?,396,1657 kj(396 kcal),"0,5","0,1",97,65,"0,5","0,01","0,004",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Les oeufs de mouette au caramel - La Trinitaine,3260260209828,['La Trinitaine'],['France'],[],,[],,?,528,2209 kj(528 kcal),26,14,"63,7",61,"4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Sardine au chocolat bonbonnière - La Trinitaine,3260260209859,['La Trinitaine'],['France'],[],,[],,?,543,2272 kj(543 kcal),32,20,58,57,"5,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Les Nougats tendres de Montélimar - La Trinitaine,3260260209866,['La Trinitaine'],['France'],[],,[],,?,461,1929 kj(461 kcal),"17,4","1,3","66,5","41,7",9,"0,026","0,01",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",,,17.4 g,en quantité modérée,1.3 g,en faible quantité,41.7 g,en quantité élevée,0.026 g,en faible quantité,,+2%,+2%,+4%,-25%,+1%,-27%,+16%,-27%,-27%,15,-5%,D,-5%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
1828,Sucette caramel beurre salé - La Trinitaine - 110g,3260260209880,['La Trinitaine'],['France'],[],,[],,?,437,1828 kj(437 kcal),"10,3","6,3","84,7","83,9","1,5","0,6","0,24",110 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Caramel au beurre salé - La Trinitaine,3260260209897,['La Trinitaine'],['France'],"[': sirop de aiucosej sucret beurre salé 10%Ialt écrémé en poudre', 'dextrose', 'fleur de sel de Guérande émulsIflant:E471 ', 'colorantl caramel E150c antloxvdant: alpha-tocophérol', ' Traces éventuelles defrults à coques et de soja']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307 - Alphatocophérol']","[""Pourrait contenir de l'huile de palme""]",4,?,397,1661 kj(397 kcal),"8,3",6,78,63,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Les berlingots bretons,3260260210008,,['France'],[],,[],,?,396,1657 kj(396 kcal),"0,5","0,1",97,65,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Godaille du pecheur - La trinitaine - 70g,3260260210039,['La trinitaine'],['France'],[],,[],,?,?,,?,,?,,?,,,70 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Croquants aux Éclats de Caramel au Beurre Salé - La Trinitaine - 150g,3260260211142,['La Trinitaine'],['France'],"['Sucre', 'farine ', 'gluten', 'amandes ', '20%', 'blancs d’œufs', 'caramel salé']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,405,1695 kj(405 kcal),13,"1,2",64,50,"5,2","0,1","0,04",150 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au caramel']",,"['Œufs', 'Gluten', 'Fruits à coque']",13 g,en quantité modérée,1.2 g,en faible quantité,50 g,en quantité élevée,0.1 g,en faible quantité,,-16%,-15%,-40%,-90%,+1%,+52%,-4%,-86%,-86%,16,-31%,D,-31%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Sachet', 'Plastique']","['Point Vert', 'Fabrication artisanale']",['France'],"['EMB 33478A', ""Saint-Seurin-sur-l'Isle (Gironde, France)""]",,Croquants aux Éclats de Caramel au Beurre Salé,,
1833,Gaufrettes a l'ancienne - La Trinitaine,3260260211272,['La Trinitaine'],['France'],[],,[],,?,534,2234 kj(534 kcal),28,14,67,42,"3,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Le craquant au caramel salé - La Trinitaine - 150g,3260260211296,['La Trinitaine'],['France'],[],,[],,?,463,1937 kj(463 kcal),17,"1,4",70,62,7,"1,3","0,52",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,
1835,12 crepes bretonnes - La Trinitaine - 280g,3260260211401,['La Trinitaine'],['France'],[],,[],,?,284,1188 kj(284 kcal),"7,9","4,2","44,4",18,"7,8","0,8","0,32",280 g,"['Crêpes et galettes', 'Crêpes']",,,7.9 g,en quantité modérée,4.2 g,en quantité modérée,18 g,en quantité élevée,0.8 g,en quantité modérée,,-7%,-8%,-20%,+15%,-2%,-15%,+9%,-1%,-1%,13,+7%,D,+7%,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,
1836,Les Berlingots Nantais,3260260211784,,['France'],[],,[],,?,396,1657 kj(396 kcal),"0,5","0,1",97,65,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Le craquant au miel - 150g,3260260211906,,['France'],[],,[],,?,448,1874 kj(448 kcal),12,"0,9",75,62,"7,8","0,05","0,02",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Le craquant - La Trinitaine - 150g,3260260211920,['La Trinitaine'],['France'],[],,[],,?,451,1887 kj(451 kcal),13,"1,1",73,60,"9,7","0,06","0,024",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Confitures de poires - Le Panier de Lucienne,3260260212002,"['Le Panier de Lucienne', 'La Trinitaine']",['France'],"['Poires 65%', 'sucre cristallisé', 'pommeau de bretagne 1', '4%', 'pectine de fruits ', 'gélifiant', 'acide citrique']","['E440 - Pectines', 'E330 - Acide citrique']",[],4,?,171,715 kj(171 kcal),"0,2","0,2","42,2","41,2","0,5","0,048","0,019",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",,,0.2 g,en faible quantité,0.2 g,en faible quantité,41.2 g,en quantité élevée,0.048 g,en faible quantité,,-22%,-22%,-37%,+182%,-20%,-20%,+49%,+28%,+28%,9,-1%,C,-1%,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,https://www.latrinitaine.com/confiture-de-poires-le-panier-de-lucienne-230g.html
1840,Madeleines longues aux oeufs - La Trinitaine - 250g,3260260644469,['La Trinitaine'],['France'],[],,[],,?,457,1912 kj(457 kcal),23,"2,1",57,27,"5,8","0,79","0,316",250 g,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,23 g,en quantité élevée,2.1 g,en quantité modérée,27 g,en quantité élevée,0.79 g,en quantité modérée,,+4%,+4%,+1%,-70%,+8%,-2%,+2%,-2%,-2%,15,-18%,D,-18%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1841,Longuettes aux Raisins - Ruz Ha Du - 200g,32603260180271,['Ruz Ha Du'],['France'],"['Farine de blé', 'œufs entiers : 19', '5%', 'sucre', 'huile végétale ', 'colza', 'raisins secs : 15%', 'sirop de glucose-fructose', 'stabilisant : sorbitol', 'arômes', 'sel', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'émulsifiants ', 'amidon de riz', 'esters polyglycériques d’acides gras', 'mono- et diglycérides d’acides gras']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E475 - Esters polyglycériques d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,445,1862 kj(445 kcal),20,2,60,33,5,"0,64","0,256",200 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines longues', 'Madeleines aux raisins']",,"['Œufs', 'Gluten']",20 g,en quantité modérée,2 g,en quantité modérée,33 g,en quantité élevée,0.64 g,en quantité modérée,,+9%,+9%,+12%,-12%,+7%,+1%,-7%,-0%,-0%,15,-1%,D,-1%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Barquette', 'Plastique', 'Atmosphère protectrice']",['Point Vert'],"['Le Palais de la Gourmandise', 'St Philibert', 'Morbihan', 'Bretagne', 'France', '56470', 'La Trinitaine']",,,,,
1842,3260370001237,3260370001237,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,cidre normand - duché de Longueville - 75cl,3260420056972,['duché de Longueville'],['France'],[],,[],,?,?,,?,,?,,?,,,75cl,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux', 'Cidre de Normandie']",,,,,,,,,,,,,,,,,,,,,,,,,B,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,['IGP'],['Anneville sur Scie'],,,,"['France', 'Normandie']",
1844,Kerisac de glace Moelleux de Cidre - 375ml,3260420058655,['Kerisac'],['France'],"['Jus de pomme à cidre fermenté', 'conservateur E223 ', 'sulfites']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",[],3,?,?,,?,,?,,?,,,375 ml,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres de glace', 'Moelleux de cidre']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,"['Boite', 'Métal', 'Bouteille', 'Verre']",['en:produced-in-bretagne'],"['France', 'Bretagne']",,['Carrefour'],Boisson fermentée à base de pommes,['France'],http://www.kerisac.com/content/12-nos-cidres
1845,Jus de pomme - Kerisac,3260420561254,['Kerisac'],['France'],[],,[],,?,0,0 kj(0 kcal),"0,1",0,"9,6","9,3","0,1",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,0.1 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,,,,-100%,-100%,-39%,-100%,-12%,-10%,-53%,,,,,,,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,"['Sans colorants', 'Sans conservateurs']",,,,,,
1846,Chocolat avec amandes - Auchan,3260711079789,['Auchan'],['France'],[],,[],,?,553,2314 kj(553 kcal),37,15,38,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,
1847,Yaourts à boire à la framboise - Leader Price,3260758363117,['Leader Price'],['France'],[],,[],,?,83,347 kj(83 kcal),"1,5",1,"14,4","14,1","2,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,
1848,6 Galettes de Blé Noir au Sel de Guérande - Leader Price - 360g e,3260759726119,['Leader Price'],['France'],['Farine de blé noir 53 % - eau - sel de Guérande IGP 2 %'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,171,715 kj(171 kcal),"1,9","0,4","31,1","0,7","6,1","1,5","0,6",360 g e,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,,1.9 g,en faible quantité,0.4 g,en faible quantité,0.7 g,en faible quantité,1.5 g,en quantité modérée,,-3%,-4%,-51%,-75%,+14%,-2%,-11%,+14%,+14%,5,-3%,C,-3%,B,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['Frais', 'Sachet', 'Plastique']","['Point Vert', 'Au sel de Guérande']",,"['EMB 56075E', 'Guer (Morbihan, France)']",['Leader Price'],6 Galettes de Blé Noir au Sel de Guérande,,
1849,Petite broyes du poitou - Légendes du Poitou - 300g,3260890000499,['Légendes du Poitou'],['France'],"['farine de blé', 'beurre ', '23,3%', 'sucre', 'œufs', 'poudre à lever ', 'E450i', 'E500ii', 'amidon de blé', 'sel', 'sucre inverti', 'farine de fève', 'arôme']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,477,1996 kj(477 kcal),22,16,61,21,0,"0,92","0,368",300 g,['Broyés poitevins'],,"['Œufs', 'Gluten', 'Lait']",22 g,en quantité élevée,16 g,en quantité élevée,21 g,en quantité élevée,0.92 g,en quantité modérée,,-7%,-6%,-12%,-1%,-4%,-17%,-100%,+112%,+112%,23,+5%,E,+5%,,,,,,,,,,"['Sans colorants', 'Sans conservateurs', 'Produit en Poitou-Charentes']",,,,,,
1850,Broyé du Poitou - Légendes du Poitou - 280g,3260890000505,['Légendes du Poitou'],['France'],"['Farine de blé', 'beurre ', '24 %', 'sucre', 'œufs', 'poudre à lever ', 'E450i', 'E500ii', 'amidon de blé', 'sel', 'sucre inverti', 'arôme', 'farine de fève']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,477,1996 kj(477 kcal),22,16,63,21,"6,7","0,92","0,368",280 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Broyés du Poitou']",,"['Œufs', 'Gluten', 'Lait']",22 g,en quantité élevée,16 g,en quantité élevée,21 g,en quantité élevée,0.92 g,en quantité modérée,,-7%,-7%,-11%,+1%,-3%,-17%,+7%,+82%,+82%,23,+1%,E,+1%,,,,,,,,,"['Sachet', 'Plastique']","['Point Vert', 'Pur beurre', 'Entrepreneurs + Engagés', 'Tradition du Poitou']",['France'],,,,,
1851,Bûche Pâtissière Roulée Arôme Nougat - Pâtisserie Baillon - 400g,3260890000611,['Pâtisserie Baillon'],['France'],"['Génoise 42% ', 'farine de blé', 'oeuf', 'sucre', 'sucre inverti', 'poudre à lever ', 'E450i', 'E300ii', 'amidon de blé', 'émulsifiants ', 'E471', 'E475', ""arôme naturel d'orange"", 'farine de fève', 'sirop de glucose-fructose', 'margarine ', 'matière grasse de noix de coco et de palme', 'eau', 'huile de colza', 'émulsifiants ', 'E475', 'E471', ""correcteur d'acidité : E330"", 'eau', ""pâte d'aromatisation nougat 3"", '5% ', 'amandes 57%', 'nougat de montélimar 43% ', 'amande émondée grillée', 'sirop de glucose', 'sucre', ""blancs d'oeufs"", 'arôme naturel de vanille', 'vermicelles chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de lait entier', 'matière grasse laitière anhydre', 'arôme naturel de vanille', 'champignon meringue ', 'sucre', ""blanc d'oeuf"", 'épaississant : gomme guar', 'gomme xanthane', ' cacao', 'arôme', 'rhum aromatisé']","['E450i - Pyrophosphate de sodium acide', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Huile de palme', 'Non végétalien']",4,?,439,1837 kj(439 kcal),"24,1","16,7","51,4","34,1","3,3","0,156","0,062",400 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Gâteaux', 'Pâtisseries', 'Gâteaux au chocolat', 'Bûches de Noël', 'Bûches pâtissières']",['Huile de palme'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",24.1 g,en quantité élevée,16.7 g,en quantité élevée,34.1 g,en quantité élevée,0.156 g,en faible quantité,,+22%,+21%,+27%,+50%,+20%,+11%,-14%,-28%,-28%,21,+8%,E,+8%,E,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"['Carton', 'Boite', 'Plastique', 'Blister']",['Point Vert'],,"['EMB 79057', 'Brioux-sur-Boutonne (Deux-Sèvres, France)']",['Netto'],,,
1852,Bûche pâtissière roulée arôme Praliné - Baillon & Cie - 400g,3260890001106,['Baillon & Cie'],['France'],"['Génoise 42% ', 'farine de blé', 'oeuf', 'sucre', 'sucre inverti', 'poudre à lever ', 'E450i', 'E500ii', 'amidon de blé', 'émulsifiants ', 'E471', 'E475', ""arôme naturel d'orange"", 'farine de fève', 'sirop de glucose-fructose', 'margarine ', 'matière grasse de noix de coco et de palme', 'eau', 'huile de colza', 'émulsifiants ', 'E475', 'E471', ""correcteur d'acidité E330"", 'eau', ""pâte d'aromatisation praliné 3% "", 'noisettes 25%', 'amandes 25%', 'sucre', 'lécithine de soja', 'vermicelles chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de lait entier', 'matière grasse laitière anhydre', 'arôme naturel de vanille', 'champignon meringue ', 'sucre', ""blanc d'oeuf"", 'épaississants : gomme guar', 'gomme xanthane', ' cacao', 'arôme', 'rhum aromatisé']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E330 - Acide citrique', 'E322i - Lécithine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Huile de palme', 'Non végétalien']",4,1780,?,1780 kj(425 kcal),"22,1","11,03","52,2","35,1","3,4","0,282","0,113",400g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Pâtisseries', 'Bûches de Noël', 'Bûches pâtissières']",['Huile de palme'],"['Œufs', 'Gluten', 'Fruits à coque', 'Soja']",22.1 g,en quantité élevée,11 g,en quantité élevée,35.1 g,en quantité élevée,0.282 g,en faible quantité,+15%,,+17%,+16%,-1%,+21%,+15%,-11%,+31%,+31%,22,+13%,E,+13%,D,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Carton'],,,,['Leclerc'],,,
1853,Terrine sanglier aux côtés du ventoux - Davin,3260932180158,['Davin'],['France'],['Terrine au Côtes du Ventoux'],,[],,?,22,92 kj(22 kcal),17,"5,9","2,5","0,3",15,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,,17 g,en quantité modérée,5.9 g,en quantité élevée,0.3 g,en faible quantité,1.5 g,en quantité modérée,,-93%,-93%,-37%,-41%,+21%,-51%,+7%,-5%,-5%,11,-39%,D,-39%,,,,,,,,,,,,,,,,
1854,Terrine de sanglier,3260933700157,,['France'],[],,[],,?,223,933 kj(223 kcal),17,"5,9","2,5","0,3",15,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,,17 g,en quantité modérée,5.9 g,en quantité élevée,0.3 g,en faible quantité,1.5 g,en quantité modérée,,-28%,-28%,-37%,-41%,+21%,-51%,+7%,-5%,-5%,13,-28%,D,-28%,,,,,,,,,,,,,,,,
1855,Terrine du Ventoux aux cèpes - 300g,3260933700270,,['France'],[],,[],,?,220,920 kj(220 kcal),18,"5,5","2,6","0,3",12,"1,5","0,6",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Serge Davin caillettes aux herbes en terrine,3260933700300,,['France'],[],,[],,?,175,732 kj(175 kcal),13,"4,8",4,"0,9",11,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,White Sparkling Wine Medium-Sweet - Les Curiosités de France - 75cl,3260980027009,['Les Curiosités de France'],['France'],"['Vin ', 'sulfites']",,['Sans huile de palme'],3,?,?,,?,,?,,?,,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Vins blancs', 'Vins pétillant']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,D,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",,['France'],,,,,
1858,Le ravioli pur boeuf - Panzani,3261052880744,['Panzani'],['France'],"['Eau', 'ravioli ', 'semoule de BLÉ dur', 'eau', 'viande de boeuf', 'chapelure ', 'farine de BLÉ', 'sel', 'levure', 'carottes', 'sel', 'oignon', 'concentré de tomate 5%', 'viande de boeuf', 'carottes', 'huile de colza', 'sel', 'oignon', 'amidon modifié de maïs', 'sucre', 'arôme', 'ail', "" Traces de blanc d'OEUF"", ' Viande de boeuf mise en oeuvre : 7,5% du poids net total', ' Information allergènes : contient céréales à gluten ', 'blé', ""traces d'oeuf""]",['E14XX - Amidons modifiés'],"['Non végétalien', 'Non végétarien']",4,?,88,368 kj(88 kcal),"2,3","0,8","12,6","1,4","3,8","0,9","0,36",,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,"['Œufs', 'Gluten']",2.3 g,en faible quantité,0.8 g,en faible quantité,1.4 g,en faible quantité,0.9 g,en quantité modérée,,-35%,-35%,-34%,-34%,-32%,-44%,-31%,+1%,+1%,2,-8%,B,-8%,E,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,
1859,Ravioli pur boeuf - Panzani - 1600g (2x800g),3261052880775,['Panzani'],['France'],"['Eau', 'ravioli ', 'semoule de BLÉ dur', 'eau', 'viande de boeuf', 'chapelure ', 'farine de BLÉ', 'sel', 'levure', 'carottes', 'sel', 'oignon', 'concentré de tomate 6%', 'viande de bœuf', 'carottes', 'amidon modifié de maïs', 'huile de colza', 'sel', 'oignon', 'sucre', 'arôme']",['E14XX - Amidons modifiés'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,370,88,370 kj(88 kcal),"2,3","0,8","12,6","1,4","3,8","0,9","0,36",1600 g (2x800 g),"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Plats préparés en conserve', 'Ravioli à la viande', 'Raviolis au bœuf', 'Ravioli en conserve']",,['Gluten'],2.3 g,en faible quantité,0.8 g,en faible quantité,1.4 g,en faible quantité,0.9 g,en quantité modérée,-1%,-3%,-3%,-8%,-8%,+2%,-41%,+2%,+4%,+4%,2,+10%,B,+10%,E,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,,,,,
1860,Raviolis Au Saumon,3261052881505,,['France'],[],,[],,?,89,372 kj(89 kcal),"2,5","1,4",13,"1,7","3,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Raviolis à La Vollaille Sauce Tomate - Milliat Freres,3261052881703,['Milliat Freres'],['France'],[],,[],,?,77,322 kj(77 kcal),?,"0,3",?,"2,6","2,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Raviolis Aux 6 Légumes - Soulie,3261052888016,['Soulie'],['France'],"['Sauce : eau', 'légumes 11% ', 'oignons', 'courgettes', 'poivrons', 'aubergines', 'tomate ', 'pulpe de tomate', 'jus de tomate', 'concentré de tomate', 'sel', 'amidon transformé de mais', 'huile de colza', 'sucre', 'farine de blé', 'arômes ', 'dont céleri', 'épaississant : gomme xanhane', 'ail', ' Pâte : semoule de blé dur', 'eau', ""blanc d'œuf"", ' Farce : légumes 4,5% ', 'épinards', 'carottes', 'oignons', 'chapelure ', 'farine de blé', 'sel', 'huile de colza', 'levure', 'paprika', ' ', 'margarine', 'sel', 'basilic', ""huile d'olive vierge extra"", 'ail', 'arôme', ' Informadon alle*ne : condent à gluten ', 'blé', 'œuf', 'éleri']",['E14XX - Amidons modifiés'],['Non végétalien'],4,?,78,326 kj(78 kcal),"1,5","0,5",13,"2,5","2,5","0,9","0,36",,,,"['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1863,"William Saurin, Les Cocottes Coq au vin, la cocotte de - 400g",3261053126155,['William Saurin'],['France'],[],,[],,?,313,1310 kj(313 kcal),"2,3","0,5","6,9","1,4","6,2",,,400 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Coq au vin']",,,2.3 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en faible quantité,,,,+134%,+134%,-56%,-66%,+74%,+65%,-42%,,,,,,,D,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,
