,name,bar_code,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,traceability_code,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,manufacturing,link,palm_ingredients,origin_detail,producer_info
30,Salade a la bresilienne - Brédial - 500g,3700520502301,"['Plastique', 'Frais', 'Barquette']","['Brédial', 'tout feu tout frais']","['Plats préparés', 'Salades', 'Salades composées']","['Végétarien', 'en:gluten-free', 'Sans arômes artificiels', 'Sans additifs', 'Sans conservateur artificiel', 'Sans colorants', 'Sans sulfites']",,['France'],"['Vinaigrette [huile de colza', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', ' vinaigre de vin blanc', 'eau', ""vinaigre\rd'alcool"", 'sel]', 'carotte râpée 16%', 'CELERI râpé 16%', 'tomate 16%', 'concombre', 'ananas 12%', 'maïs 12%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",463,-24%,112,-26%,"9,8",+9%,"3,6",-64%,"1,1",-80%,"['FR 29.160.020 CE', 'Plabennec (Finistère, France)']","['Céleri', 'Moutarde']",463 kj(112 kcal),"0,8","3,5","0,36","0,144",,3,500 g,,9.8 g,en quantité modérée,0.8 g,en faible quantité,3.5 g,en faible quantité,0.36 g,en quantité modérée,-27%,-41%,+55%,-59%,-59%,1,-34%,B,-34%,,,,,,,,,,['Bretagne'],https://www.toutfeu-toutfrais.com/salade-la-bresilienne-xml-527_469_474-717341.html,,,
31,Endives - Endiva,3700525600323,"['Sachet', 'Plastique']","['Endiva', ""En'Diva""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Endives', 'Endives', 'Endives fraîches']",,,['France'],['Endive'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,23,+77%,"0,3",+108%,"4,5",+134%,"1,4",+42%,,,96 kj(23 kcal),"0,1","0,6","0,02","0,008",,1,,B,0.3 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.02 g,en faible quantité,+75%,+227%,-41%,-90%,-90%,-5,,A,,68.9%,0.0%,0.0%,11.3%,16.2%,3.6%,96,,,,,,,
32,Nectar d'abricot Bergeron - Le petit producteur - 75cl,3700527203706,,['Le petit producteur'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,['Monoprix'],['France'],"['Teneur en fruits: 50% minimum', "" Ingrédients purée d'abricot"", 'eau', 'sucre', 'antioxydant acide ascorbique', ' Pressage traditionnel et progressif', ' Se conserve 5 jours all réfrigóroter ortur']",[],?,,54,+2%,"0,05",-74%,"12,7",+2%,"0,18",-52%,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,226 kj(54 kcal),"0,01","11,78",0,0,['E300 - Acide ascorbique'],3,75 cl,D,0.05 g,en faible quantité,0.01 g,en faible quantité,11.8 g,en quantité élevée,0 g,en faible quantité,+2%,-73%,-0%,-100%,-100%,14,-8%,E,-8%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
33,Les grandes Tranches Pain au levin traditonnel - Belledonne - 400g,3700531251151,['Sac plastique'],['Belledonne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['Bio', 'Bio européen', 'FR-BIO-01']",['Biocoop'],['France'],"['Farine de BLE T65', 'eau', 'levain de BLE T80 ', '1', 'eau', 'SESALE complet toasté', 'SESAME complet', 'sel gris de Guérande', 'germe de BLE', 'gluten de BLE', ""extrait d'acérola""]",[],?,,300,-9%,"8,7",+42%,45,-18%,"8,9",-7%,,"['Gluten', 'Graines de sésame']",1255 kj(300 kcal),"1,1","1,4","1,5","0,6",,4,400g,,8.7 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en faible quantité,1.5 g,en quantité modérée,-9%,-6%,-64%,+17%,+17%,3,-41%,C,-41%,,,,,,,,,Pain bio au sésame,"[""Farine transformée en Haute-Garonne à partir de blés cultivés dans le Gers (80%) - la Haute-Garonne - l'Ariège et les Hautes-Pyrénées""]",https://www.pain-belledonne.com/,,,
34,Fusilli aux Légumes du Soleil - C Mon Régime - 320g,3700548633384,"['Plastique', 'Carton']","['C Mon Régime', 'La Mia Dieta Pronta']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']","['en:gluten-free', 'Sans additifs', 'Sans œufs', 'Sans lactose']",,['France'],"['Pâtes de maïs ', '85 g', 'Courgette ', '71 g', 'Tomate ', '57 g', 'Poivron vert ', '21 g', ""Huile d'olive extra vierge "", '10 g', 'sel marin ', '1 g', 'Ail ', '1 g']",[],?,,129,-21%,"3,59",-44%,"20,16",+29%,"3,94",-36%,,,540 kj(129 kcal),"0,52","1,97","0,31","0,124",,3,320 g,,3.59 g,en quantité modérée,0.52 g,en faible quantité,1.97 g,en faible quantité,0.31 g,en quantité modérée,-19%,-48%,-19%,-66%,-66%,-5,-2228%,A,-2228%,,,,,,,,,,,,,,
35,Frites fraîches - Sans marque - 1kg,3700556400008,"['Barquette', 'Plastique']","['Sans marque', ""Pom'Lorette""]","['Chips et frites', 'Frites', 'Frites fraîches']",['Saveurs en Or'],['Cora'],['France'],['Pommes de terre crues'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,71,-55%,"0,2",-96%,"15,2",-35%,"2,1",-18%,,,297 kj(71 kcal),"0,04","0,78","0,016","0,006",,1,1 kg,,0.2 g,en faible quantité,0.04 g,en faible quantité,0.78 g,en faible quantité,0.016 g,en faible quantité,-56%,-94%,+37%,-95%,-95%,-1,,A,,,,,,,,,,,"['Pas-de-Calais', 'France']",,,,
36,Chiken wings - Maxi Viande - 1kg,3700560400049,,"['Maxi Viande', 'Chik&food']",,['en:gluten-free'],,['France'],"['ailes de poulet ', '95%', 'glucose', 'arôme', 'sel', 'cellulose de blé', 'maltodextrine', 'stabilisants ', 'E407', 'E450', ' antioxydant ', 'E300', 'huile de tournesol', ' Peut contenir: soja', 'moutarde', 'céleri', 'lait']",[],?,,193,,12,,"1,2",,19,,,,808 kj(193 kcal),"3,6","0,5",1,"0,4","['E460 - Cellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pain Nature Sans Gluten 420G - Celiane,3700566454220,,['Celiane'],,"['Bio', 'en:gluten-free', 'Fabriqué en France', 'Sans lactose', 'en:palm-oil-free']",,['France'],"['Eau', 'farine de riz* ', 'fécule de pomme cie terre""', 'fécule de manioc""', 'huile de tournesol* ', 'farine do sarrasin* ', ""poudre de blanc d'œuf* "", 'levure fraiche', 'sucre de canne blond*', 'fibre de psyllium* ', 'sel marin épaississant : gomme guar*', "" *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien']",?,,262,,"4,8",,"47,9",,"5,1",,,,1096 kj(262 kcal),"0,5","2,4","1,2","0,48",['E412 - Gomme de guar'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Pavé de merlu, pommes de terre, poivrons, sauce Nantaise - Dietbon - 300g",3700569001001,"['Sous-vide', 'Carton', 'Plastique']","['Dietbon', 'Kitchen Diet', 'Kitchen-Diet']","['Plats préparés', 'Plats préparés au poisson', 'Plats préparés à réchauffer au micro-ondes']",,,['France'],"['Pommes de terre 40%', 'POISSON blanc 30% ', "" COLIN d'Alaska ou MERLU Blanc"", 'eau', 'BEURRE demi-sel ', 'LAIT', ' 3,6%', 'poivrons rouges 3%', 'carottes 3%', 'poireaux 3%', 'CREME fraîche 3% ', 'LAIT', ' ', 'huile de colza', 'jus de citron', 'oignon déshydraté', 'sel', 'amidon modifié de maïs', 'protéines de LAIT ', 'poivre', 'épaississant : gomme xanthane et gomme guar', 'persil', 'curcuma', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",441,-21%,106,-20%,6,+10%,"5,5",-57%,"6,6",-1%,,"['Poisson', 'Lait', 'Anhydride sulfureux et sulfites']",441 kj(106 kcal),"2,8",1,"0,6","0,24","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,300 g,,6 g,en quantité modérée,2.8 g,en quantité modérée,1 g,en faible quantité,0.6 g,en quantité modérée,-21%,+36%,-43%,-23%,-23%,0,-100%,B,-100%,,,,,,,,,,,,,,
39,Poulet mariné au thym et au citron et ses petits légumes - Dietbon - 300g,3700569001179,"['Sous-vide', 'Plastique', 'Carton']","['Dietbon', 'Kitchen Diet', 'Kitchen-Diet']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",,,['France'],"['Jardinière de légumes 58% ', 'petits pois 38%', 'eau', 'pommes de terre 11%', 'carottes 11%', 'haricots verts 11%', 'oignons', 'CREME ', 'LAIT', ' fraîche', 'jus de citron', 'vin blanc', 'huile de colza', 'bouillon de volaille [sel', 'arômes naturels', 'graisse de poule', 'extrait de levure', 'épices et aromates]', 'sucre', 'poivre', 'laurier', 'poulet rôti 26% ', 'poulet [ORIGINE UE]', 'amidon de tapioca', 'dextrose de tapioca', 'sel', 'eau', ""huile d'olive vierge extra 3,4%"", 'oignons', 'citron 2,3%', 'jus de citron 1,4%', 'vin blanc', 'vinaigre de vin blanc', 'sel', 'thym 0,1%', 'ail déshydraté', 'épaississants : farine de caroube et gomme xanthane', 'poivre']","['Non végétalien', 'Non végétarien']",460,-21%,110,-26%,"5,7",-4%,"4,5",-67%,"9,3",+16%,,['Lait'],460 kj(110 kcal),"1,2",2,"0,8","0,32","['E410 - Gomme de caroube', 'E415 - Gomme xanthane']",4,300 g,D,5.7 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,0.8 g,en quantité modérée,-25%,-29%,+3%,-5%,-5%,-1,-170%,A,-170%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,['Union européenne'],,,,,,
40,"Muesli croustillant au cacao et éclat de chocolat, BIO (4 sachets fraicheur individuels) - Kitchen Diet",3700569002114,,['Kitchen Diet'],,"['Bio', 'Bio européen', 'GB-ORG-05']",,['France'],"['Pépites de céréales croustillantes au cacao * 51,5% ', 'AVOINE ', 'GLUTEN', '*', 'miel* ', 'graines de lin brun broyées*', 'poudre de cacao*', 'jus de pomme concentré *', 'graine de Chia *', 'copeaux de noix de coco toastés * 14%', 'graine de tournesol * 12,5%', 'millet soufflé * 5,5%', 'raisin secs * 5%', 'graines de courges * 5%', 'pépites de chocolat * 3%', 'NOIX DE CAJOU * 2,3% ', ""mûres blanches * 1,2%*issu de l'agriculture Biologique""]",['Non végétalien'],1973,,471,,"21,7",,"53,3",,"7,8",,,"['Gluten', 'Fruits à coque', 'Avoine']",1973 kj(471 kcal),"8,3","17,5","0,06","0,024",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Raviolini chevre pesto sauce tomate au tofu - Dietbon - 275g,3700569021467,"['Sous-vide', 'Plastique', 'Carton']",['Dietbon'],"['Plats préparés', 'Plats préparés à réchauffer au micro-ondes']",,,['France'],"['Tomates pelées 35 % ', 'tomates', 'jus de tomate', 'acidifiant : acide citrique : chlorure de calcium', 'raviolini précuits huilés 32', '7 % ', 'raviolini ', 'semoule de BLÉ dur', 'eau', 'ricotta ', 'dont ', 'LAIT', 'chapelure ', 'dont BLÉ', 'fromage blanc frais ', 'dont LAIT', ' ', 'ŒUFS frais', 'fromage de chèvre', 'CRÈME fraîche ', 'dont LAIT', 'pesto ', 'basilic', ""huile d'olive"", 'ail', ' semoule de BLÉ', 'lactose et protéines de LAIT', ' EMMENTAL', 'arôme ', 'dont LAIT', 'sel', 'amidon transformé de pomme de terre', 'poivre', 'eau', 'huile de colza', 'tofu 12', '4 %  ', 'eau', 'SOJA', 'gélifiant : chlorure de magnésium ', 'nigari', 'concentré de tomates', 'eau', 'huile de colza', 'carottes 2 %', 'basilic', 'oignons 1 %', 'amidon modifié de maïs', 'sel', 'sucre', 'arôme naturel de basilic']",['Non végétalien'],?,,129,-3%,6,+10%,13,+1%,"5,3",-21%,,"['Œufs', 'Gluten', 'Lait', 'Soja']",540 kj(129 kcal),1,"3,1","0,9","0,36","['E330 - Acide citrique', 'E14XX - Amidons modifiés']",4,275 g,,6 g,en quantité modérée,1 g,en faible quantité,3.1 g,en faible quantité,0.9 g,en quantité modérée,-3%,-51%,+77%,+16%,+16%,1,-29%,B,-29%,,,,,,,,,,,,,,
42,Baguette de maïs - Leclerc - 1kg,3700581205678,"['Sachet', 'Papier']",['Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains spéciaux', 'Pains au maïs']","['Point Vert', 'Tidy man']",['Leclerc'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,1 kg,A,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,
43,Bonbons Brique du Capitole - Sans marque - 200g,3700589951027,"['Sachet', 'Plastique']",['Sans marque'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Sans colorants'],,['France'],"['Sucre', 'Sirop de glucose', 'Amandes', 'Noisettes', 'Vanille', 'Sans colorant']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1851,+19%,438,+23%,"8,9",+378%,"86,3",+4%,"3,2",+51%,,['Fruits à coque'],1851 kj(438 kcal),"0,7","84,3",0,0,,4,200 g,E,8.9 g,en quantité modérée,0.7 g,en faible quantité,84.3 g,en quantité élevée,0 g,en faible quantité,+23%,-34%,+45%,-100%,-100%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,Bonbons aux noisettes,,,,,
44,Insudiet Barre Croustillante Chocolat Céréales X - Pileje,3700593401280,,['Pileje'],,['Entrepreneurs + Engagés'],,['France'],"['Billettes aux protéines de soja ', 'protéines de soja', 'amidon de tapioca', 'sel', 'chocolat avec édulcorant ', '20% : pâte de cacao', 'maltitol', 'beurre de cacao', 'matière grasse laitière', 'émulsifiant : lécithine de soja', 'vanille', 'sirop de fructose', 'oligofructose', 'sirop de glucose', 'fibres végétales ', ""gomme d'acacia"", ""flocons d'avoine : 3,8% "", 'gluten', 'protéines de soja', 'huile de tournesol', 'mix minéral ', 'potassium', 'calcium', 'magnésium', 'fer', 'zinc', 'cuivre', 'manganèse', 'iode', 'sélénium', 'cacao maigre :0,9%', 'émulsifiant ', 'lécithine de soja', 'arômes', 'mix vitaminique ', 'C', 'B3', 'E', 'B5', 'B2', 'B6', 'B1', 'A', 'B9', 'B8', 'D3', 'B12', "" \rTraces éventuelles d'oeuf"", 'sésame', 'cacahuète et fruits à coques']",['Non végétalien'],?,,369,,"12,2",,"33,9",,"27,4",,,"['Gluten', 'Soja']",1544 kj(369 kcal),"5,6","18,2","1,2","0,48","['E965 - Maltitol', 'E322i - Lécithine', ""E414 - Gomme d'acacia""]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Insudiet Velouté Poireau Pomme De Terre,3700593407169,,['Insudiet'],,,,['France'],[],[],?,,372,,"6,7",,"10,2",,67,,,,1556 kj(372 kcal),"1,1",3,"5,25","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Entremets cacao - Insudiet - 300g,3700593407251,"['Boîte', 'métal', 'Plastique']",['Insudiet'],"['Produits laitiers', 'Desserts', 'Plats préparés', 'Aides culinaires', 'Produits déshydratés', 'Desserts lactés', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Substituts de repas', 'Desserts au chocolat', 'Desserts lactés au chocolat', 'Préparations pour entremets']","['Riche en protéines', 'Avec édulcorants']",,['France'],"['Protéines de lait ', 'émulsifiant ', 'lécithine de soja', 'cacao maigre ', '12,8 %', 'arômes ', 'lait', 'matière grasse en poudre ', 'huile de soja', 'sirop de glucose', 'protéine de lait', 'stabilisant ', 'triphosphate de sodium', 'antiagglomérant ', 'dioxyde de silicium', 'arôme naturel', 'blanc d’œuf', 'minéraux ', 'potassium', 'calcium', 'magnésium', 'zinc', 'fer', 'cuivre,\rmanganèse', 'iode', 'sélénium', 'protéines de soja', 'maltodextrine de blé', 'épaississant ', 'carraghénanes', 'vitamines ', 'C', 'PP', 'E', 'B5', 'B6', 'B2', 'B1', 'A', 'B9', 'Biotine', 'D', 'B12', 'édulcorant ', 'sucralose']",['Non végétalien'],?,,366,+52%,"6,3",+149%,11,-72%,64,+1291%,,"['Œufs', 'Gluten', 'Lait', 'Soja']",1531 kj(366 kcal),"1,9","1,7","0,43","0,172","['E322i - Lécithine', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",4,300 g,B,,,,,,,,,+42%,+182%,-94%,+264%,+264%,,,,,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,,,,https://www.commander-insudiet.fr/pack-300g-entremets-cacao/,,,
47,Yaourt aromatisé à la pistache,3700613100308,,,,,,['France'],[],[],?,,168,,"9,6",,17,,"3,3",,,,703 kj(168 kcal),"6,3",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Yaourt caramal beurre salé - Lehmann - 125g,3700613100872,,['Lehmann'],,,,['France'],"['Lait entier', 'crème', 'sucre', 'pcedre de Icit amidon modifié', 'gélificnt ', 'algues marines E407', 'arêrne caramel beurre salé', ""colorant E 1505 Lait d'origine FRANCE CARAMEL BEURRE SALE""]",['Non végétalien'],?,,168,,"9,6",,17,,"3,3",,"['FR 25.228.001 CE', 'Étupes (Doubs, France)']",['Lait'],703 kj(168 kcal),"6,3",15,"0,1","0,04",['E1505 - Citrate de triéthyle'],4,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Lov Organic Winter In Lov Lata - Love organic,3700616447301,,['Love organic'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['Bio'],,['France'],"['Coques de cacao', 'cannelle', 'thé noir', 'gingembre', 'caroube', 'réglisse', 'arômes naturels']",[],?,,4,-43%,0,-100%,0,-100%,0,-100%,,,17 kj(4 kcal),0,0,0,0,,4,,B,,,,,,,,,-29%,-100%,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
50,Thé Eau De Fruits Agrumes - Lov Organic,3700616453258,,['Lov Organic'],['Boissons'],['Bio'],,['France'],"['Pommes* ', 'hibiscus* ', 'chicorée* ', 'zestes ', 'arômes naturels mandarine', 'orange et pamplemousse']",[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,0 kj(0 kcal),0,0,0,0,,4,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,
51,Crêpes TY DÉLICE - 303g,3700621710018,"['Plastique', 'Film plastique', 'Sachet']",['Ty Délice'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['Fabriqué en France', 'Pur beurre']",['Netto'],['France'],"['Farine de blé', 'sucre ', '18%', 'eau', 'lait en poudre', 'œufs frais ', '12%', 'beurre concentré ', '9%', 'dextrose', 'huile de colza', 'sel', 'conservateur : E202', 'rhum ', 'épaississant : E415', 'colorant: E150a', 'sucre vanilliné']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,282,-3%,"11,8",+53%,39,-17%,"4,8",-37%,,"['Œufs', 'Gluten', 'Lait']",1180 kj(282 kcal),"6,3","2,2","1,25","0,5","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E150a - Caramel E150a']",4,303 g,B,11.8 g,en quantité modérée,6.3 g,en quantité élevée,2.2 g,en faible quantité,1.25 g,en quantité modérée,-3%,+116%,-89%,+59%,+59%,14,+33%,D,+33%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,"['Ty Délice SAS', '56470', 'Saint-Philibert', 'ZA Kerran', 'Morbihan', 'Bretagne']",,,,
52,Abricots moelleux -  - 250g,3700650900954,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,['France'],[],[],?,,213,-19%,"0,5",+3%,"48,1",-17%,"1,9",-39%,,,891 kj(213 kcal),"0,25","30,5","0,013","0,005",,,250 g,D,0.5 g,en faible quantité,0.25 g,en faible quantité,30.5 g,en quantité élevée,0.013 g,en faible quantité,-19%,+313%,-33%,-63%,-63%,2,-42%,B,-42%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,
53,Amandes décortiquées,3700650901197,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,['France'],[],[],?,,645,+3%,"19,9",-62%,"21,5",+64%,"21,1",-6%,,,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",,,,E,19.9 g,en quantité modérée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,
54,Pignon de pin - 75g,3700650907021,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pignons de pin']",['Sans conservateurs'],,['France'],[],[],?,,583,-15%,45,-28%,14,+53%,"31,6",+81%,,,2439 kj(583 kcal),"13,3",10,0,0,,,75 g,D,45 g,en quantité élevée,13.3 g,en quantité élevée,10 g,en quantité modérée,0 g,en faible quantité,-14%,+150%,+168%,-100%,-100%,19,+84%,E,+84%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,
55,Pates fraiches Spiga a la truffe CORTE DEL GUSTO - 250g,3700656400007,,['Corte del gusto'],,,,['France'],[],[],?,,218,,"6,6",,26,,12,,,,912 kj(218 kcal),"0,3","3,6","0,66","0,264",,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Spiga aux 4 Fromages - Corte del Gusto - 250g e,3700656400427,"['Frais', 'Plastique']",['Corte del Gusto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches']",['Fabriqué en Italie'],['Carrefour'],['France'],"['Pâte : farine de blé type ""00"" ', 'gluten', 'semoule de blé dur entiers pasteurisés', 'eau', ""jaune d'œuf pasteurisé"", 'sel iodé', ' Poudrée en surface avec de la semoule de riz thermo traitée', '\rFarce : RICOTTA 65,70 % [lactoserum de vache ', 'lait', 'acide citrique]', 'PROVOLONE 13,14% ', 'lait de vache', 'présure', 'sel', 'GRANA PADANO AOP [lait', 'présure', 'sel', 'lysozyme ', ""protéine naturelle d'œuf"", ']', 'FROMAGE PECORINO 6,57 % ', 'lait de mouton pasteurisé', 'sel', 'présure', 'GORGONZOLA AOP 6,57 % ', 'lait', 'ferments lactiques sélectionnés', 'Penicillium 0', '01 %', 'sel', 'présure', 'CHAPELURE [farine de blé type ', 'gluten', 'levure de bière', 'sel]', 'sel iodé', 'noix de muscade']","['Non végétalien', 'Non végétarien']",?,,248,-3%,"6,8",+18%,30,-22%,"0,01",-100%,,"['Œufs', 'Gluten', 'Lait']",1038 kj(248 kcal),"0,3","4,5","0,85","0,34","['E330 - Acide citrique', 'E1105 - Lysozyme']",4,250 g e,,6.8 g,en quantité modérée,0.3 g,en faible quantité,4.5 g,en faible quantité,0.85 g,en quantité modérée,-3%,-88%,+88%,-5%,-5%,4,-5%,C,-5%,,,,,,,,,,['Italie'],,,,
57,Chorizo - Corte del Gusto - 80g e,3700656401431,"['Frais', 'Plastique']",['Corte del Gusto'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,['France'],"['Viande de porc', 'sel', 'paprika', 'dextrine', 'dextrose', 'sucre', 'arômes', 'épices', 'antioxydants : érythorbate de sodium', 'extraits de romarin', 'conservateurs : nitrite de sodium', 'nitrate de potassium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,335,-18%,25,-26%,3,+3%,"24,5",+7%,['IT 607 L CE'],,1402 kj(335 kcal),"9,5","0,5","4,25","1,7","['E1400 - Dextrines', 'E316 - Érythorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,80 g e,D,25 g,en quantité élevée,9.5 g,en quantité élevée,0.5 g,en faible quantité,4.25 g,en quantité élevée,-18%,-26%,-72%,+13%,+13%,23,-3%,E,-3%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,
