,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,additives,allergens,nova_score,markets,manufacturing,ingredients_origins,link,palm_ingredients,origin_detail
44,Refresco de cola sin azúcar sin calorías,5449000059352,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Mayanik Mayan Recipe XXX Habanero Pepper Hot Sauce - 5 Oz - 148ml,7502240640020,"['France', 'Allemagne']",[],[],?,64.20000076294,269 kj(64 kcal),"0,4",0,"5,8",0,"2,8","1,14","0,456",['Mayanik'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148ml,,,,,,,,,,,
46,Lasagnes,3329630926304,['France'],[],[],?,135,565 kj(135 kcal),"5,3","1,9",14,2,"7,4","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Beignets a l’abricot de Provence,3248288142235,['France'],[],[],?,307,1284 kj(307 kcal),12,"1,4",44,13,"5,1","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,yaourt au lait de chèvre - soignon - 500g (4×125),22472212,['France'],"['Lait entier de chèvre pasteurisé ', 'origine : UE', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",322,77,322 kj(77 kcal),"4,9","3,4","4,2","4,2","4,1","0,09","0,036",['Soignon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Laits', 'Yaourts', 'Yaourts nature', 'Laits entiers', 'Yaourts au lait de chèvre', 'Aluminium', 'Carton', 'Plastique']",,4.9 g,en quantité modérée,3.4 g,en quantité modérée,4.2 g,en faible quantité,0.09 g,en faible quantité,,,-64%,-55%,-22%,-66%,+49%,-54%,-85%,-85%,1,-81%,B,-81%,D,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,34,,500g (4×125),"['Pot', 'Pot en plastique', 'Etui en carton']",,,['Lait'],3,,['EU'],"['France', 'Belgique', 'Union européenne']",http://www.soignon.fr,,
49,Hirse Getreide rein Milet - DMBio - 250,4058172445507,['France'],"['Vollkornhirseflocken*', 'Vitamin B1']",[],1653,391,1653 kj(391 kcal),"3,8","0,6","77,1","0,6","10,4","0,015","0,006",['DMBio'],"['Aliments pour bébé', 'Céréales pour bébé']",['Bio'],,,,,,,,,+67%,+10%,+25%,+67%,-18%,+22%,-96%,+41%,-72%,-72%,,,,,,,,,,,,,,250,['Paquet'],,,,1,,,,,,
50,"""1L Aperitif a Base De Vin Rouge Balliani 14,4 °"" - Carrefour",3560070287123,['France'],[],[],?,?,,?,,?,,?,,,['Carrefour'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,D,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,['Carrefour'],,,,,
51,Agar Agar - Louis François - 1kg,3700434800630,['France'],['Agar agar E406'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,0,0,['Louis François'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,1 kg,['Plastique'],,['E406 - Agar-agar'],,4,['Cerf-Dellier'],,,,,
52,BLEDINA BLEDICHEF Colombo de Riz et Poisson 250g Dès 15 Mois - 250g,3041091612830,['France'],"['BCHEF COLOMBO RIZ POISSON 250G : Eau de cuisson - Carottes 18,0 % - Riz cuit 17,1 % - Purée de tomates 10,4 % - Pommes de terre 9,33 % - Lieu 9,30 % ', 'POISSON', ' - Oignons - Amidon de maïs - Beurre ', 'LAIT', ' - Poivrons rouges - Ail - Basilic - Huiles végétales ', 'colza', 'tournesol', "" - Sel - Mélange d'épices pour colombo "", 'Curcuma', 'Cumin', 'Muscade', 'Poivre noir', 'Clou de girofle', ' - Thym']","['Non végétalien', 'Non végétarien']",301,72,301 kj(72 kcal),"2,2","1,3","9,9","1,3","2,4","0,24","0,096","['Blédina', 'Bledichef']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plat à base de légumes et de poisson adapté à bébé,250 g,,,,"['Poisson', 'Lait']",,,,,,,
53,Fruchtjoghurt Mango,4061458215862,['France'],[],[],?,98,410 kj(98 kcal),"2,9","1,8",14,13,"3,7","0,1","0,04",,,"['Bio', 'Bio européen', 'DE-ÖKO-003']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Moules marinées ail et persil - Antipasti,3760036820979,['France'],"['Moules 82% ', 'congelé à l’origine', 'Mytilus Galloprovincialis produit d’aquaculture FAO27-Espagne', 'huile de tournesol', 'vinaigre de vin', 'ail 0', '5%', 'persil 0', '5%', 'sel', 'acidifiants : acide citrique ', 'E330', 'acide ascorbique ', 'E300', 'conservateur : sorbate de potassium ', 'E202', 'jus de citron à base de concentré']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",644,153,644 kj(153 kcal),"5,4",2,12,"0,1",15,"0,96","0,384",['Antipasti'],"[""Moules marinées à l'ail et au persil""]",['Fabriqué en Italie'],5.4 g,en quantité modérée,2 g,en quantité modérée,0.1 g,en faible quantité,0.96 g,en quantité modérée,,,,,,,,,,,1,,B,,,,,,,,,,,,['120g'],,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Mollusques'],3,['Carrefour'],['Italie'],['Italie'],,,
55,Mugcakes,3662072060466,['France'],[],[],?,?,,?,,?,,?,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sauce Basque forte,7141047200688,['France'],[],[],?,351,1469 kj(351 kcal),35,9,9,2,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Vin rouge,4056489226215,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Côtes du Rhône']",['AOP'],,,,,,,,,,,,,,,,,,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,,
58,Cabillaud a tartiner,8719244934812,['France'],[],[],?,285,1192 kj(285 kcal),24,"4,2","6,1",1,12,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 78217A', 'Épône (Yvelines, France)', 'MSC-C-56150']",,,,,,,,,
59,Nouilles royales,3366760045192,['France'],[],[],?,155,649 kj(155 kcal),7,1,16,"3,3","6,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Cookies d'Avoine Bio au Chocolat,3700073100405,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Spaghetti tomatoes & basil,8719979202576,['France'],[],[],?,101,423 kj(101 kcal),3,"0,4","13,7","2,4",4,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2 tartes fines à la tomate - Thiriet,3292590820985,['France'],[],[],?,173,724 kj(173 kcal),"10,7",7,"15,2",3,"2,7","0,575","0,23",['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,
63,Light Coconut Milk,8853662057286,['France'],[],[],?,60,251 kj(60 kcal),6,"5,5","1,1","0,6","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Mélange de fruits à coque et de raisins secs,20258337,['France'],[],[],?,528,2209 kj(528 kcal),"36,8",5,"32,8","28,1","12,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Printanière de légumes et pates - Carrefour,3560071284480,['France'],[],[],?,75,314 kj(75 kcal),2,"0,9",11,3,"2,7","0,3","0,12",['Carrefour'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,
66,Mozzarella - Centurion,3060921503650,['France'],"['Mozzarella 98% [LAIT de vache pasteurisé ', 'origine : UE', 'sel', 'ferments LACTIQUES', 'enzyme coagulante]', 'fécule de pomme de terre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,['Centurion'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella', 'Fromages pasteurisés', 'Fromages râpés']",['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Sachet', 'Plastique']","['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)', 'FR 73.171.001 CE', 'Montmélian (Savoie, France)']",,['Lait'],3,['iD Stock'],['France'],['Union européenne'],,,
67,Le superieur,2006050014811,['France'],[],[],?,113,473 kj(113 kcal),3,"1,2","0,5","0,5",21,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 56140A', 'Moréac (Morbihan, France)', 'FR 56.140.006 CE', 'Moréac (Morbihan, France)']",,,,,,,,,
68,Pizza - lidl - 600g,4056489277347,"['Belgique', 'France']","['Pâte fine à pizza ', 'farine de blé', 'eau', 'levure boulangère', 'sel', 'fromages ', 'lait', 'purée de tomate', 'viande de porc ', 'Origine : France', 'Espagne', 'Pays-Bas', 'Allemagne', 'Belgique', 'eau', 'gras de porc ', 'Origine : France', 'Espagne', 'Pays-Bas', 'Allemagne', 'Belgique', '2% olives noires avec noyau', 'farine de blé', 'amidon de maïs', 'lactose ', 'lait', 'dextrose', 'sirop de glucose', 'ferments', 'colorant : arôme naturel de paprika ', ' stabilisant : triphosphates', ' antioxydant : érythorbate de sodium ', ' conservateur: nitrite de sodium ', ' sel', 'arômes naturels', 'piments', 'plantes aromatiques']","['Non végétalien', 'Non végétarien']",?,264,1105 kj(264 kcal),12,"6,3",25,"2,5",12,"1,6","0,64",['Lidl'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']","['Nutriscore', 'Nutriscore D']",12 g,en quantité modérée,6.3 g,en quantité élevée,2.5 g,en faible quantité,1.6 g,en quantité élevée,,+15%,+15%,+43%,+60%,-7%,-15%,+17%,+28%,+28%,16,+106%,D,+106%,,,,,,,,,,600g,['carton plastique'],,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,,,,,,
69,Mini croissants pur beurre de bretagne - Thiriet,3292590895167,['France'],[],[],?,360,1506 kj(360 kcal),"20,9","13,1","35,7","7,3","6,3",,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,
70,Cécémel Sans Lactose - 1l,5410438042353,"['Belgique', 'France']","['Lait sans lactose ', '1,3% de matières grasses', 'chocolat en poudre 4,9% ', 'sucre', 'cacao', 'sucre', 'stabilisant ', 'carraghénanes', 'arôme']","[""Pourrait contenir de l'huile de palme""]",?,?,,"1,6",,"10,1","9,8","3,3","0,12","0,048",['Cécémel'],"['Boissons', 'Produits laitiers', 'Boissons lactées']","['Agriculture durable', 'en:FSC', 'FSC Mix', 'Sans lactose', 'Nutriscore', 'Nutriscore B', 'en:UTZ Certified', 'en:utz-certified-cacao']",1.6 g,en quantité modérée,,,9.8 g,en quantité élevée,0.12 g,en faible quantité,,,,-1%,,-3%,+1%,+14%,+8%,+8%,,,,,,,,,,,,,,1l,['Carton'],['BE M322A EC'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,4,['Carrefour'],,['Belgique'],,,
71,Huile De Tournesol - Coppelia - 1l,5410556204923,['France'],[],[],3700,900,3700 kj(900 kcal),100,11,0,0,0,0,0,['Coppelia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 l,['Plastique'],,,,,,,,,,
72,Purée fine de Courgette et Carotte - 4 mois - Little Gustave - 130g,3770014719850,['France'],"['Courgette 70%', 'Carotte 29%', 'Huile de colza 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",126,30,126 kj(30 kcal),"1,2","0,1",3,"2,5",1,"0,06","0,024",['Little Gustave'],"['Aliments pour bébé', 'Plats principaux pour bébé', 'Petits pots aux légumes pour bébés dès 4-6 mois']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,-32%,-33%,-32%,+3%,+3%,-55%,-5%,-12%,+32%,+32%,,,,,A,48.6%,24.6%,10.6%,7.4%,6.2%,2.5%,93,Purée fine de Courgette et Carotte,130 g,"['Pot', 'verre']",,,,1,,,['France'],http://www.littlegustave.com,,
73,Tummyummy - 250g,8008705007449,['France'],[],[],?,333,1393 kj(333 kcal),"1,7","0,4","51,6","1,2","24,8",,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
74,Pesto de Cresson,3701281500117,['France'],[],[],?,466,1950 kj(466 kcal),49,"5,4","2,3","0,4","3,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Confiture de fraise,3770002248287,['France'],[],[],?,212,887 kj(212 kcal),0,0,53,53,"0,5",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0 g,en faible quantité,,-2%,-3%,-100%,-100%,-0%,+5%,+13%,-100%,-100%,11,+26%,D,+26%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,"['EMB 79269', 'Saint-Maixent-de-Beugné (Deux-Sèvres, France)']",,,,,,,,,
76,Soupe de lentilles thym - Carrefour,3560071253400,['France'],[],[],?,52,218 kj(52 kcal),"0,9","0,5","7,2","0,5","3,2","0,48","0,192",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']","['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",0.9 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.48 g,en quantité modérée,,+27%,+27%,-48%,-11%,+57%,-74%,+244%,-26%,-26%,1,-30%,B,-30%,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,['Carrefour'],,,,,
77,Le Cannelé - Monoprix,3350033747029,['France'],[],[],?,260,1088 kj(260 kcal),1,"0,3",59,41,"3,8","0,15","0,06",['Monoprix'],"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",,1 g,en faible quantité,0.3 g,en faible quantité,41 g,en quantité élevée,0.15 g,en faible quantité,,-8%,-9%,-65%,-76%,-1%,-2%,-13%,+20%,+20%,12,-5%,D,-5%,B,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,,,['Sachet en plastique'],,,,,['Monoprix'],,,,,
78,Lait de croissance bio - Carrefour - 1L,3560071286293,['France'],[],[],?,65,272 kj(65 kcal),3,1,8,"3,2","1,5",0,0,['Carrefour'],"['Aliments pour bébé', 'Laits pour bébé', 'Laits de croissance']","['Bio', 'Bio européen', 'FR-BIO-01', 'Lait Français', 'AB Agriculture Biologique']",,,,,,,,,,-53%,-51%,-50%,-40%,-52%,-71%,-54%,-100%,-100%,,,,,A,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,1L,['Bouteille'],"['FR 80.001.002 CE', 'Abbeville (Somme, France)', 'FR 80.001.008 CE', 'Abbeville (Somme, France)']",,,,['Carrefour'],['France'],['France'],,,
79,Conchiglie aux crevettes - Costa - 600g,4008467054426,['France'],"['Pâtes cuites [34,5%] ', 'eau', 'semoule de blé dur', 'mélange de légumes [22%] ', 'courgettes grillées', 'poivrons grillés', 'tomates', 'tomates séchées', 'oignons', 'paprika', 'crevettes [16,3%]', 'eau', 'fond de crustacés ', 'eau', 'crabe', 'carottes', 'oignons', 'pâte de tomate', 'céleri', 'vin blanc', 'brandy', 'sel de table', 'épices', 'vinaigre de vin', 'beurre', 'concentré de tomates', 'crème', 'oignons', 'carottes', 'huile de colza', 'sucre', 'sel marin', 'brandy', 'amidon modifié de mais', 'herbes', 'épices', 'sel de table', 'farine de blé', 'concentré de jus de citron', 'dextrose', 'zestes de citron', ' Pout contonir dor tracor lo neirsons mellusques']","['Non végétalien', 'Non végétarien']",?,122,510 kj(122 kcal),"3,4","1,5",15,"2,3","6,4","0,52","0,208",['Costa'],"['Plats préparés', 'Plats aux fruits de mer', 'Plats aux crevettes']","['Aquaculture responsable', 'Sans arômes artificiels', 'Aquaculture responsable ASC', 'Nutriscore', 'Nutriscore B']",3.4 g,en quantité modérée,1.5 g,en quantité modérée,2.3 g,en faible quantité,0.52 g,en quantité modérée,,-32%,-32%,-53%,+14%,-24%,-21%,-7%,-58%,-58%,1,-80%,B,-80%,,,,,,,,,,600g,,['DE NI-11076 EG'],['E14XX - Amidons modifiés'],"['Céleri', 'Crustacés', 'Gluten', 'Lait']",4,,,,,,
80,Penne carbonara,8719979202569,['France'],[],[],?,112,469 kj(112 kcal),"4,9","2,4","12,6","1,1","4,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Rillettes de thon - Franprix - 150g,3263858481620,['France'],"[""Thon listao MSC' 42,4% - Colin d'Alaska MSC' 20,3% - huile de colza - eau - fécule de manioc - protéines de lait - sel - échalote-jus de citron concentré déshydraté - tomate déshydrate - fibre de blé"", ' Trace utarde euts et soja']","['Non végétalien', 'Non végétarien']",?,182,761 kj(182 kcal),13,1,"1,5","1,3",14,"0,77","0,308",['Franprix'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon']","['Pêche durable', 'Pêche durable MSC']",13 g,en quantité modérée,1 g,en faible quantité,1.3 g,en faible quantité,0.77 g,en quantité modérée,,-14%,-15%,-18%,-73%,-29%,+36%,-8%,-26%,-26%,-1,-116%,A,-116%,C,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,150g,,['MSC-C-50004'],,"['Gluten', 'Lait']",4,['Franprix'],,,,,
82,Volvic juicy,3057640531903,['France'],[],[],?,20,84 kj(20 kcal),0,0,"4,7","4,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3560070791552,3560070791552,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Molke-riegel -,4305615704258,['France'],"['lactosérum 28%', 'sirop de glucose', 'chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme', 'sirop de fructose', 'isolat de protéines de soja', 'protéine de lactosérum 5,1%', 'graisse de noix de coco', 'framboises lyophilisées', 'acidifiant ', 'acide citrique', 'arôme', 'jus de betterave en poudre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1670,397,1670 kj(397 kcal),"11,7","8,57","54,3","42,9","15,1","0,857","0,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E330 - Acide citrique']","['Lait', 'Soja']",4,,,,,,
85,Roulé végétarien goûter merguez précuirt,3492500045747,['France'],[],[],?,197,824 kj(197 kcal),"11,1","1,1","5,4","1,5","14,8","1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Cassoulet - Jean Larnaudie,3113010153080,['France'],[],[],?,144,602 kj(144 kcal),7,"2,6","7,5","0,5",11,"0,82","0,328",['Jean Larnaudie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Mrs. Dash,0605021886925,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Chocolat lait,0011835210786,['France'],[],[],?,198,828 kj(198 kcal),14,8,20,4,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Silhouette Capuccino - Paskesz,0025675031227,['France'],[],[],?,152,636 kj(152 kcal),"57,3",3,23,13,1,"0,21","0,084",['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Sriracha Mayo,8853662057910,['France'],[],[],?,281,1176 kj(281 kcal),19,"2,8",26,17,"0,9","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Doonuts,3178530419481,['France'],[],[],?,446,1866 kj(446 kcal),24,"4,4",54,31,"5,6","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Chiffonade de dinde - Kerets - 125g,7290000319025,['France'],"['Poitrine de dinde ', '60%', ' ,blanc de dinde ', '20%', 'eau', 'épices ', 'poivre 2%', ' maltodextrine', 'sel', 'fécule de pomme de terre', 'amidon modifié: E1442', 'conservateurs: E326', 'E262', 'E250', 'épaississants: E407a', 'E410', 'arômes', 'stabilisant: E451', 'ferments', 'antioxygène: E316']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",444,106,444 kj(106 kcal),2,"0,7",4,0,18,"1,4","0,56",['Kerets'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde en tranches']","['Peu ou pas de sel', 'Peu de sel', 'Kascher', 'Sans gluten', 'Allégé en sel', 'Moins 25% de sel', 'Sans lactose']",2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,-1%,+3%,+2%,+7%,+19%,+99%,-100%,-6%,-24%,-24%,2,-53%,B,-53%,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,125 g,"['Barquette', 'Plastique']",,"['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,4,,['Israël'],,,,
93,Salami sec de boeuf - André Krief,3700048847694,['France'],[],[],?,287,1201 kj(287 kcal),17,8,"0,5","0,5",33,"4,8","1,92",['André Krief'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Salade poulet rôti et avocat,3700009272916,['France'],[],[],?,207,866 kj(207 kcal),12,"2,5",18,"4,4","5,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Saucisse cocktail,7290018236154,['France'],[],[],?,204,854 kj(204 kcal),16,6,5,"0,5",10,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Feuilles de riz,3477320002002,['France'],[],[],?,301,1259 kj(301 kcal),0,0,72,0,"0,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Huile de canola,0840762005154,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza', 'Huiles de canola']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-5,-199%,A,-199%,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
98,Thé AquaExotica,3585810078991,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Steak de porc - L’étal du boucher - 500g,4056489277118,['France'],['100 % porc origine France'],[],?,560,2343 kj(560 kcal),"4,1","1,6","0,5","0,5",24,"0,14","0,056",['L’étal du boucher'],"['Viandes', 'Porc', 'Carrés de porc']",['en:Le porc français'],4.1 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,0.14 g,en faible quantité,,+192%,+196%,-63%,-63%,-44%,-19%,+21%,-93%,-93%,2,-82%,B,-82%,D,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,500g,"['barquette plastique', 'film plastique', 'Film en plastique']",,,,,,,['en:porc français'],,,
100,Haché soja et blé -,3175681269620,['France'],"['Eau', 'farine de soja déshuilée 26%', 'oignons 12', '5%', 'gluten de blé 7', '6%', 'persil', 'épices', 'vinaigre de cidre', 'concentré de tomates', 'huile de tournesol', 'sel', ""huile d'olive"", 'plantes aromatiques,']",[],636,152,636 kj(152 kcal),"4,5","0,7","5,8","2,9",20,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",4,,,,,,
101,Crème Dessert Chocolat Naturel,3507570022083,['France'],[],[],?,367,1536 kj(367 kcal),"3,9","2,5",67,43,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
