,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,nova_score,quantity,additives,manufacturing,markets,link,palm_ingredients,generic_name,ingredients_origins,traceability_code
35,gaufre arome framboise,3760268420251,['France'],[],[],?,481,2013 kj(481 kcal),"22,9","14,3","31,5","14,4","36,5","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Gaufre noisette,3760268420268,['France'],[],[],?,197,824 kj(197 kcal),"9,3","5,7",13,"5,9",15,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RIZ BASMATI - Quitoque,3760268720160,['France'],[],[],?,349,1460 kj(349 kcal),"1,2","0,28",75,"0,1","9,5",0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,['Quitoque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",1.2 g,en faible quantité,0.28 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,+6%,+5%,+15%,+17%,+5%,-59%,+26%,-100%,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,
38,Riz blanc parfumé - Quitoque - 150g,3760268720177,['France'],"['RIZ BLANC PARFUMÉ - 150g ', '100%']",[],?,350,1464 kj(350 kcal),"0,75",0,"77,5","0,1","7,5","0,05","0,02","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,['Quitoque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz blanc']",0.75 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.05 g,en faible quantité,,+4%,+3%,-10%,-100%,+5%,-56%,+2%,+99%,+99%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,"['Plastique', 'Sec']",,,150g,,"['France', 'Valence']",['quitoque.fr'],https://www.quitoque.fr/,,Riz blanc parfumé bio,['Italie'],
39,Lentille Corail - Quitoque,3760268720214,['France'],['LENTILLE CORAIL'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,320,1339 kj(320 kcal),"1,8",0,48,3,"23,3","0,02","0,008","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",B,['Quitoque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles rouges', 'Lentilles corail sèches']",1.8 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.02 g,en faible quantité,,-4%,-4%,+29%,-100%,+2%,+129%,-5%,-34%,-34%,-2,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,1,,,,,,,,,
40,Lentilles vertes - QUITOQUE,3760268720221,['France'],['LENTILLE VERTE - MOYENNE POUR 100g : Energie :'],[],?,220,920 kj(220 kcal),"1,7","0,2","28,5",1,25,0,0,['Bio'],,['QUITOQUE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Boulgour Gros - Qui Toque,3760268720238,['France'],[],[],?,349,1460 kj(349 kcal),"1,8","0,26",65,"2,4","11,9","0,022","0,009","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Qui Toque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,boulgour fin - Quitoque,3760268720245,['France'],[],[],?,349,1460 kj(349 kcal),"1,8","0,26",65,"2,4","11,9","0,022","0,009","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Quitoque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Couscous Complet - Quitoque - 150g,3760268720269,['France'],"['Couscous complet ', 'gluten']",[],?,343,1435 kj(343 kcal),"2,2","0,5","1,7",0,"12,5","0,009","0,004","['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,['Quitoque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",2.2 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.009 g,en faible quantité,,-4%,-4%,+11%,+31%,-98%,-100%,+2%,-93%,-93%,-1,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,"['Sachet', 'Plastique']",['Gluten'],4,150 g,,,['Quitoque'],,,,['Italie'],
44,Quinoa REAL blanche - Quitoque,3760268720726,['France'],[],[],?,381,1594 kj(381 kcal),"6,5","0,26",64,"3,6",13,"0,01","0,004","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Quitoque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Boulgour gros - Quitoque - 150g,3760268720986,['France'],[],[],?,351,1469 kj(351 kcal),2,"0,3","66,5","1,6",13,"0,03","0,012","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Quitoque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Boite'],,,150 g,,,,,,,,
46,Yaourt fermier,3760268780003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Cola d'aqui - Bella Nissa,3760268881083,['France'],"[""eo\\a d'ilqui r€d\\ents et autres arôme 5 1 colorant El 50d' E338""]",[],?,42,176 kj(42 kcal),0,0,15,15,0,0,0,,,['Bella Nissa'],['Boissons'],0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0 g,en faible quantité,,-25%,-27%,-100%,-100%,+33%,+59%,-100%,-100%,-100%,16,+109%,E,+109%,,,,,,,,,,,,,,,,,,,
48,Tablette Vietnam 64% - Max Vauché - 95g,3760268910684,['France'],"['Pâte de cacao 64 %', 'sucre', 'beurre de cacao', 'lécithine de SOJA']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,576,2410 kj(576 kcal),41,25,38,35,"7,9",0,0,['Pur beurre de cacao'],E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",41 g,en quantité élevée,25 g,en quantité élevée,35 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,+4%,+8%,-2%,+10%,+3%,-100%,-100%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['étui', 'Carton', 'Plastique']",['Soja'],3,95 g,['E322i - Lécithine'],"['41250', 'Bracieux', 'Loir-et-Cher', 'Centre-Val de Loire', 'France']",['Leclerc'],,,,['Viêt Nam'],
49,Chocolat Pur Beurre de Cacao Lait - Max Vauché - 95g,3760268910707,['France'],[],[],?,549,2297 kj(549 kcal),34,20,53,52,"7,3","0,21","0,084",,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",34 g,en quantité élevée,20 g,en quantité élevée,52 g,en quantité élevée,0.21 g,en faible quantité,,-1%,-1%,-1%,+2%,+2%,+6%,+2%,-10%,-10%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,95 g,,,,,,,,
50,Chocolat Château de Blois - Max Vauché - 125g,3760268913128,['France'],"['Pâte de cacao 60%', 'sucre', 'beurre de cacao', 'lécithine de SOJA']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Plastique'],['Soja'],3,125 g,['E322i - Lécithine'],,['Leclerc'],,,Tablette Château - Noir,,
51,Chalet de Noël - Lait - Max Vauché - 300g,3760268913630,['France'],"['Pâte de cacao 34 %', 'sucre', 'poudre de lait', 'beurre de cacao', 'lécithine de soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Produits artisanaux', 'Moulages en chocolat', 'Chocolats au lait', 'Chocolats de Noël']",,,,,,,,,,,,,,,,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['boîte', 'Plastique', 'Blister']","['Lait', 'Soja']",3,300 g,['E322i - Lécithine'],"['Centre', 'France']","['Leclerc', 'E.Leclerc', 'Max Vauché']",http://www.maxvauche-chocolatier.com,,,"['Cacao origine Principe', 'Cacao origine Sao Tomé', 'Principe', 'Sao Tomé']",
52,Tablette Noël chocolat blanc - Max Vauché - 95g,3760268913708,['France'],"['Beurre de cacao', 'sucre', 'poudre de lait', 'lécithine de soja', 'vanilline']","['Sans huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats blancs', 'Chocolats de Noël']",,,,,,,,,,,,,,,,,,,,,,,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,['Plastique'],"['Lait', 'Soja']",3,95 g,['E322i - Lécithine'],,['Leclerc'],,,,,
53,Sanglier et champignon lait - Max Vauché - 230g,3760268913746,['France'],"['Pâte de cacao 34 %', 'poudre de lait', 'beurre de cacao', 'lécithine de soja', 'amandes', 'sucre', 'noisettes', 'vanille', 'sésame']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Produits artisanaux', 'Moulages en chocolat', 'Chocolats au lait', 'Chocolats artisanaux']",,,,,,,,,,,,,,,,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['boîte', 'Plastique']","['Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",3,230 g,['E322i - Lécithine'],['France'],['Leclerc'],,,,,
54,Tablette St Sylvestre - Noir - Max Vauché - 120g,3760268914163,['France'],"['Pâte de cacao 60 %', 'sucre', 'beurre de cacao', 'lécithine de soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,E,['Max Vauché'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Plastique'],['Soja'],3,120 g,['E322i - Lécithine'],['France'],['Leclerc'],,,,,
55,Tablette de chocolat noir myrtille - Limouzi Saveurs,3760268980328,['France'],"['Chocolat noir 63% ', ' cacao', 'sucre', 'beurre de cacao', 'emulsifiant : lécithine de colza', 'vanille bourbon en gousse', '16,67% myrtille déshydratée']",[],2280,550,2280 kj(550 kcal),40,24,40,40,7,0,0,"[""Informations incorrectes sur l'emballage"", 'ARtisan']",E,['Limouzi Saveurs'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",40 g,en quantité élevée,24 g,en quantité élevée,40 g,en quantité élevée,0 g,en faible quantité,0%,-1%,-2%,+2%,+4%,+4%,+26%,-9%,-100%,-100%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,4,,['E322i - Lécithine'],,,,,,,
56,Meringue Myrtille - Limouzi - 80g,3760268980502,['France'],"['Sucre', ""blanc d'œuf"", 'sucre glace', 'arôme naturel myrtille', 'colorant violet E151', 'E122']",['Non végétalien'],?,311,1301 kj(311 kcal),0,0,74,73,"3,8","0,15","0,06",['Fabrication artisanale'],C,['Limouzi'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,0.15 g,en faible quantité,,-18%,-18%,-100%,-100%,-15%,-12%,-6%,-7%,-7%,13,-10%,D,-10%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,"['Sachet', 'Plastique']",['Œufs'],4,80 g,['E122 - Azorubine carmoisine'],,,,,,,
57,Meringue myrtille citron,3760268980564,['France'],[],[],?,311,1301 kj(311 kcal),0,0,74,73,"3,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Cookies chocolat lait feuilletine,3760268980649,['France'],[],[],?,456,1908 kj(456 kcal),22,14,59,36,"5,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Confiture Noix - Limouzi Saveurs,3760268981004,['France'],"['21,13% chocdat lait ', 'ure', 'eTdftnt : bcfire de cob', 'vmlle bourbm en I sgà21113%walnutl ', ' dans un atelier qui utilise des fruits à coques', 'gluten', 'lait et Œd a workshorp which uses nuts', 'gluten', 'milk and egg', 'Ehfom±ns sont desinées aux personnes intolérantes ou alleu* are intented for the intolerant or allergic people', '0']",[],?,390,1632 kj(390 kcal),18,"2,5",53,51,4,"0,02","0,008",,,['Limouzi Saveurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
60,Palet corrézien noix - Limouzi Saveurs - 200g,3760268981240,['France'],[],[],?,458,1916 kj(458 kcal),27,15,48,24,"5,8","0,04","0,016","['Fabrique', 'Artisanale']",C,['Limouzi Saveurs'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",27 g,en quantité élevée,15 g,en quantité élevée,24 g,en quantité élevée,0.04 g,en faible quantité,,-3%,-4%,+30%,+49%,-25%,-19%,-11%,-93%,-93%,20,+1%,E,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Sachet'],,,200g,,,,,,,,
61,Craquelés myrtille,3760268981264,['France'],[],[],?,356,1490 kj(356 kcal),9,"5,2",62,35,"6,8","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Craquelés noix,3760268981288,['France'],[],[],?,564,2360 kj(564 kcal),49,27,25,"9,9","5,8","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Craquelés fraise,3760268981295,['France'],[],[],?,314,1314 kj(314 kcal),"9,1","5,2",51,26,"7,1","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Salés chèvre noix,3760268981318,['France'],[],[],?,426,1782 kj(426 kcal),30,12,30,1,9,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Salés tomate basilic,3760268981349,['France'],[],[],?,386,1615 kj(386 kcal),25,11,33,"1,8","7,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Tartinable,3760268981677,['France'],[],[],?,55,230 kj(55 kcal),"2,2","0,2","6,7","4,6","2,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Le limouzi miel caramel et noix,3760268982063,['France'],[],[],?,80,335 kj(80 kcal),"3,6",2,11,"7,1",1,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Saucisson Paio de Cochon noir ibérique,3760269070066,['France'],[],[],?,432,1807 kj(432 kcal),36,17,"1,5","0,5",26,"3,6","1,44",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Porco preto,3760269070103,['France'],[],[],?,580,2427 kj(580 kcal),55,28,1,"0,5",21,"2,7","1,08",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Saumon Teriyaki avec du riz - Wei Ming,3760269070202,['France'],"['Riz', '57%', 'saumon ', '29%', 'sauce Teriyaki ', '14%', ' ', 'eau', 'sauce soja ', 'eau', 'soja', 'farine de blé', 'sel', 'conservateur ', 'sorbate de potassium', 'sucre', 'amidon modifie de ma sel', 'huile de tournesol', 'sel', 'acidulants ', 'lactate de potassium', 'diacétate de sodium']","['Non végétalien', 'Non végétarien']",?,227,950 kj(227 kcal),"9,6","1,9","25,1","3,7","8,8","1,2","0,48",,,['Wei Ming'],"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats au saumon']",9.6 g,en quantité modérée,1.9 g,en quantité modérée,3.7 g,en faible quantité,1.2 g,en quantité modérée,,+52%,+55%,+35%,-21%,+106%,+107%,+26%,+65%,+65%,3,+36%,C,+36%,,,,,,,,,"['Poisson', 'Gluten', 'Soja']",4,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E326 - Lactate de potassium', 'E262ii - Diacétate de sodium']",,,,,,,
71,Feuilles de lasagne aux oeufs,3760269070332,['France'],[],[],?,307,1284 kj(307 kcal),"2,9","0,8",58,"1,1",11,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Caramels au beurre sale,3760269150188,['France'],[],[],?,408,1707 kj(408 kcal),"10,9",7,"73,5","49,3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Caramels au beurre salé,3760269150294,['France'],[],[],?,408,1707 kj(408 kcal),"10,9",7,"73,5","49,3",3,"1,7","0,68",,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",10.9 g,en quantité modérée,7 g,en quantité élevée,49.3 g,en quantité élevée,1.7 g,en quantité élevée,,-1%,-1%,-20%,-21%,+8%,-2%,+28%,+76%,+76%,28,+13%,E,+13%,,,,,,,,,,,,,,,,,,,
74,Caramels au beurre salé,3760269150508,['France'],[],[],?,408,1707 kj(408 kcal),10,7,"73,5","49,3",3,"1,7","0,68",,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",10 g,en quantité modérée,7 g,en quantité élevée,49.3 g,en quantité élevée,1.7 g,en quantité élevée,,-1%,-1%,-27%,-21%,+8%,-2%,+28%,+76%,+76%,28,+13%,E,+13%,,,,,,,,,,,,,,,,,,,
75,Galettes et palets mam goz,3760269151154,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Galettes bretonnes -,3760269151178,['France'],[],[],?,482,2017 kj(482 kcal),20,14,70,27,6,1,"0,4",,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",20 g,en quantité modérée,14 g,en quantité élevée,27 g,en quantité élevée,1 g,en quantité modérée,,-2%,-2%,-14%,+1%,+11%,+6%,-3%,+46%,+46%,25,+14%,E,+14%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,
77,Assortiment galettes et palets Mam Goz,3760269151185,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Sablés bretons,3760269151215,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Delice coeur fondant,3760269151734,['France'],[],[],?,520,2176 kj(520 kcal),"27,9","11,2",63,"33,1","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Délice coeur fondant chocolat,3760269151741,['France'],[],[],?,514,2151 kj(514 kcal),"25,8","12,6","66,5","35,7","4,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Saveur craquante pépites chocolat caramel,3760269151765,['France'],[],[],?,496,2075 kj(496 kcal),"22,4","15,4","68,7","30,8","5,9","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Galettes fines,3760269151819,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Galettes fines,3760269151970,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","21,7","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Délice de  Joséphine,3760269152007,['France'],[],[],?,514,2151 kj(514 kcal),"25,8","12,6","66,5","35,7","4,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Galettes fines de Vendée,3760269152410,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Confiture fraise - Les Papas Confituriers,3760269640085,['France'],[],[],?,?,,?,,?,,?,,,,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
87,Confiture de Myrtilles - Les Papas Confituriers,3760269640269,['France'],[],[],?,22,92 kj(22 kcal),9,2,23,6,2,"1,3","0,52",,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",9 g,en quantité modérée,2 g,en quantité modérée,6 g,en quantité modérée,1.3 g,en quantité modérée,,-90%,-90%,+3348%,+4415%,-57%,-88%,+413%,+7684%,+7684%,4,-57%,C,-57%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
88,Confiture cassis - Les Papas Confituriers - 220g,3760269640320,['France'],"['Cassis', 'sucre', 'jus de citron', 'gélifiant : pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,220 g,['E440 - Pectines'],,,,,,,
89,La richelieu - Les Papas Confituriers,3760269640979,['France'],[],[],?,?,,?,,?,,?,,,,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
90,Confiture La Lizay - Les Papas Confituriers,3760269641372,['France'],"['pêche', 'gingembre', 'sucre', 'jus de citron', 'gelifiant pectine', ' Préparé avec 85 gr de fruits pour 100 gr Teneur totale en sucre: 50 gr pour 100 gr']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,B,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,4,,['E440 - Pectines'],,,,,,,
91,La Henri IV - Les Papas Confituriers - 220g,3760269641433,['France'],"['kiwi', 'sucre', 'jus de citron', 'gelifiant: pectine', ' Préparé avec 65 gr de fruits pour 100 gr Teneur totale en sucre: 40 gr pour 100 gr']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de kiwi']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,220 g,['E440 - Pectines'],,,,,,,
92,Confiture d'orange amère - Les Papas Confituriers,3760269641877,['France'],"['Orange amère', 'sucre', 'jus de citron', 'gélifiant : pectine']",[],?,?,,?,,?,,?,,,,D,['Les Papas Confituriers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'oranges amères""]",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,,['E440 - Pectines'],,,,,,,
