,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,markets,additives,nova_score,allergens,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,generic_name,manufacturing,palm_ingredients,link,ingredients_origins,traceability_code
314,Impact Whey Protein - Raspberry - Myprotein,5055534302811,['Myprotein'],['France'],"['Concentré de Protéine de Whey ', 'Lait', ' ', '96%', 'Emulsifiant ', 'Lécithine de soja', 'Arôme Acide [Acide Citrique', 'colorant ', 'Rouge de Betterave', 'Extrait de carotte pourpre', 'Édulcorant ', 'Sucralose']",['Non végétalien'],?,406,1699 kj(406 kcal),"7,2","4,8",6,6,79,"0,25","0,1",,,,"['E322i - Lécithine', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E955 - Sucralose']",4,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Impact Whey Isolate - Myprotein,5055534302996,['Myprotein'],['France'],"['Isolat de Protéine de Whey [Lait', ' [91%', 'Emulsifiant ', 'Lécithine de Soja', ' en Poudre', 'Arôme', 'Edulcorant ', 'Sucralose', ' Peut aussi contenir: œuf']",['Non végétalien'],?,363,1519 kj(363 kcal),"0,8","0,5","6,3","2,4",82,"0,5","0,2",,,,"['E322i - Lécithine', 'E955 - Sucralose']",4,"['Œufs', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Impact Whey Isolate - Myprotein,5055534303023,['Myprotein'],['France'],"['Whey protein isolât ', 'milk', ' 96%', 'emulsifier ', 'lecithin', 'flavoring', 'acid ', 'citric acid', 'colour ', 'beetroot red', 'purple carrot extract', 'sweetener ', 'sucralose']",[],?,369,1544 kj(369 kcal),"0,3","0,2","5,2","5,2",86,"0,5","0,2",,,,"['E322i - Lécithine', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E955 - Sucralose']",4,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"Myprotein Impact Whey Isolate, Strawberry Cream, Pulver",5055534303054,['Myprotein'],['France'],"['soa±e Piot*Ze-Whey ', 'Lait', ' ', '96%', 'Emulsifiant ', 'Lécithine de Soja', ' Arôm e', 'Colcrant ', 'Rouge de Bette-ave', 'i Ed', ' Icorant ', 'Sucralose', ' ALLERGÈNES Po r es allergènes', 'voir ents en gras Peut auss contenir: œuf DOSAGE SUGGÉRÉ Les prctéines contribuent à la croissance et au maintien de la masse mueculaire donc', ""afin de tirer parti a'"", ' mieux de produit', ""nous recommandons d'ajouter 1 graades mesure à 150-250ml t'eau ou de lait dans un shaker Myprotein 30 minutes avant et/ou aoràs votre séance d'entraî nem ent Comm e e ternative"", 'consommer à tout Inc ment d} la jou rnée pour augmenter votre app:rt en protéines INFORMATIONS IMPORTANTES A conserver dans un endait frais et sec', 'à I abri de la lumière diecte du s012i\\', "" Ce produt est destiné à {'re ut!l sé er' complément d'un mode de vie actif et d'une alrentation équi Orée Ccnvient aux végétarens""]",['Non végétalien'],?,379,1586 kj(379 kcal),"0,3","0,2","6,1","2,4",88,"0,5","0,2",,,,"['E322i - Lécithine', 'E955 - Sucralose']",4,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Hemp Protein - MyProtein,5055534303481,['MyProtein'],['France'],[],[],?,413,1728 kj(413 kcal),12,"1,2",10,6,54,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Tribulus Burzeldorn 300MG 40% Saponin 100 Tabletten Kapseln Caps - MyProtein,5055534303696,['MyProtein'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"Myprotein Waxy Maize Starch, Unflavoured",5055534303948,['Myprotein'],['France'],[],[],?,354,1481 kj(354 kcal),"0,1",0,88,0,"0,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Alpha Lipoic Acid - MyProtein,5055534304228,['MyProtein'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"Omega 3 Liquid, Strawberry Flavour - Myprotein",5055534304549,['Myprotein'],['France'],"['Low0dour Omega 3 Fish Oil', 'Natural Strawberry Flavourings', 'Antioxidant ', 'Vitamin E', ' ALLERGENS See ingredients listed in bold', ' Made in a facility that also handles Gluten', 'Soy and Crustaceans & Molluscs', 'in fie IX fŒ MYPRorEIN PO BOX 612', 'cw99HX WWW', 'MYPROTEIN', 'COM']",[],?,1,4 kj(1 kcal),"1,5",0,0,0,0,0,0,,,,,,,,['Boissons'],1.5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-98%,-98%,+332%,-100%,-100%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,
323,Coconpure - Myprotein,5055534304907,"['Myprotein', 'The Hut Group']","['Belgique', 'France']",['MYPROTEIM COCONPUREN 100% ORGANIC 1460g'],[],?,900,3766 kj(900 kcal),100,93,0,0,0,0,0,,,,,,,,['Matières grasses'],100 g,en quantité élevée,93 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,+308%,-100%,-100%,-100%,-100%,-100%,20,+77%,E,+77%,,,,,,,,,,,,,,
324,Glycine - Myprotein,5055534304952,['Myprotein'],['France'],"['ALLERGÈNES Peut aussi contenir: soja', ""lait et Œuf OOSAGE SUGGÉRÉ Ajouter de l'eau ou dujus de fruit"", ' Puis Ajouter 1 3/4 mini-mesures ', '750mg', 'mélanger et consommer', 'Utiliser une fois par jour', "" INFORMATIONS IMPORTANTES Ne pas dépasser la dose quotidienne recommandée Ce produc ne doit pas être utilisé à le plate d'une alimentation équilibrée Garder dans un endroit frais et se: età l'ombre Ne pas aisser à la portée des enfants Convient aux végétariens etvégétaliens""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,['Lait'],,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Acides aminés ramifiés']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,,B,,,,,,,,,,,,,,,
325,Hurricane xs - MyProtein,5055534305256,['MyProtein'],['France'],[],[],?,337,1410 kj(337 kcal),"3,7","1,8",32,21,43,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,My Protein Hurricane XS Vanilla - 2500g - Myprotein,5055534305263,['Myprotein'],['France'],"['Mélange de Protéines [49%', ' ', 'Ccncentré de Protéine de Whey ', 'Lait', 'de Whey ', 'Lait', 'Mélange de Giuûides [Dextrose', 'Avoine Moulue', 'L Créatine Monohydrate [Creapure2', 'Aromatisant HMB [Acide Bêta-hydrcxy bêta- méthylbutyrate', 'Émulsifiant [Lécithine de Soja', '/ Edulcorant [Sucralose', ' ALLERGÈNES Pcur les allergènes y compris les céréales contenant du gluten', 'voir ingrédients en gras Peut aussi contenir: ?uf']",['Non végétalien'],?,333,1393 kj(333 kcal),"3,4","1,6",34,23,41,"0,25","0,1",,,,"['E322i - Lécithine', 'E955 - Sucralose']",4,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,My Protein Recovery XS Chocolate Smooth - 1800g,5055534305331,['My Protein'],['France'],"['INCREDIENTS Waxy Maize Starch', 'WHIEY Protein Isolate ', 'MILK', ' ', '29%', 'L-Leur', 'lne L-alutaminq Cr atine N!on h drate C ulphate Di Calcium Phosphate and Oxide', 'Cocoa Lecithin']",[],?,348,1456 kj(348 kcal),"0,1","0,1",49,"0,7",27,"0,5","0,2",,,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Impact Whey Protein - MyProtein,5055534305737,['MyProtein'],['France'],[],[],?,407,1703 kj(407 kcal),"7,2","4,8","6,5","3,9",79,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Impact Whey Protein (sample) - Vanilla - 25G - MyProtein,5055534305836,['MyProtein'],['France'],[],[],?,410,1715 kj(410 kcal),"7,3","4,9","6,2","6,2",80,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Xylitol - My Protein - 500g,5055534306277,['My Protein'],['France'],['Xylitol'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,398,1665 kj(398 kcal),0,0,100,0,0,,,500g,,['My protein'],['E967 - Xylitol'],4,,,['Édulcorants'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,+28%,+28%,-100%,-100%,+23%,-100%,-100%,,,,,,,,,,,,,,['Plastique'],,,,,,
331,"L Carnosin, Geschmacksneutral, Behälter, 60 V Kapseln - MyProtein",5055534306376,['MyProtein'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Glucosamine HCL - Myprotein,5055534306383,['Myprotein'],['France'],"['IVGRE', 'IENTS: Glucosamine Hydrochloride', 'titrocrystalline Cellulose', 'Anti Caking Agents ', 't/z Stearate', 'Silicon Dioxide', 'SUGGESTED USE: Consume 1 tablet daily Best taken With food', 'IVPORTANT INFORMATION: Do not exceed the Etommended daily dose', 'This product shou!d substitute for a varied', 'balanced diet', ' Keep Out Of direct sunlight', ' Out Of the reach Of Young Children', ' for vegetarians and vegans']",[],?,2,8 kj(2 kcal),"0,1","0,1","0,1","0,1",0,0,0,,,,['E551 - Dioxyde de silicium'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"Spirulina, Geschmacksneutral, Beutel - MyProtein",5055534306994,['MyProtein'],['France'],[],[],?,341,1427 kj(341 kcal),"4,1","1,3",11,"3,7",57,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Milk Protein Smooth Strawberry Cream Flavor - Myprotein,5055534307281,['Myprotein'],['France'],"['Concentré de Protéine de Lait ', '93%', 'Arôme', 'Emulsifiant [Lécithine de Soja', 'Edui:orant [Sucralosel Colorant [Rouge de Betterave', ' ALLERGÈNES Pcur les allergènes', 'voir ingrédients en gras Peut aussi contenir œuf DOSAGE SUGGÉRÉ Les proté nes contribuent à la croissance et au maintien de la masse musculaire donc', 'afin de tirer parti au mieux de produit', ""nous recommandons d'ajouter 1 grandes mesure "", '309', "" à 150-250ml d'eau ou de ait dans un shaker Myprotein30 minutes avant et/ou après votre séance d'entraînem ent Comme alternativea consommerà eut moment de la journée pour augmenter votre apport quotidien en protéines INFORMATIONS IMPORTANTES A conse-ver dans un endroit frais et sec"", ""à 'abri de ta lumière drecte du soleil"", "" Ce produit est destiné à être utilisé en complément d'un de vie actif et d'une alimentation équilibrée Approprié aux végétariens""]",['Non végétalien'],?,354,1481 kj(354 kcal),14,12,"9,2","4,8",76,2,"0,8",,,,"['E322i - Lécithine', 'E162 - Rouge de betterave']",4,['Soja'],D,"['Produits laitiers', 'Laits']",14 g,en quantité modérée,12 g,en quantité élevée,4.8 g,en faible quantité,2 g,en quantité élevée,,+436%,+441%,+580%,+908%,+53%,-12%,+2041%,+1513%,+1513%,22,+3726%,E,+3726%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
335,Milk Protein Smooth Vanilla Flavour - Myprotein,5055534307328,['Myprotein'],['France'],"['Concentré de Protéine de Lait ', '93%', 'Arôme', 'Emulsifiant Soja', 'Edulcorant ', 'Sucra lose', ' ALLERGÈNES', ' Pout les allergè nes', 'voir ingrédients en gras', 'Peut aussi contenir: œuf', 'DOSAGE SUGGERE: Les protéines contribuent à la croissance et au maintien de la masse musculaire donc', 'afin de tirer parti au mieux de ce produit', ""nous recommandons d'ajouter 1 grandes mesure taog"", "" à 150-250ml d'eau ou de lait dans un shaker Myptotein 30 minutes avant et/ou après votre séance d'entraînement"", ' Comme alternative', 'consommer à tout moment de la journée pour augmenter votre apport quotidien en protéines', "" INFORMATIONS IMPORTANTES'"", ' A conserver dans un endrott frais et sec', ""à l'abri de la lumière du soleil"", ""Ce produit est destiné à être utilisé en complément d'un mode de vie actifet d'une alimentation équilibrée"", ' Approprié aux végétariens', ' n Konzentrat ', '93%', 'Aromat Emulgator ', 'Sojalecithin', ',']",['Non végétalien'],?,339,1418 kj(339 kcal),"1,4","1,2","7,8","7,8",74,2,"0,8",,,,,4,['Œufs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Milk protein smooth - MyProtein - 30g,5055534307380,['MyProtein'],['France'],[],[],?,358,1498 kj(358 kcal),"7,5","1,2",15,"4,8",56,"0,5","0,2",30 g,,,,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",7.5 g,en quantité modérée,1.2 g,en faible quantité,4.8 g,en faible quantité,0.5 g,en quantité modérée,,-4%,-3%,+73%,-31%,+113%,+55%,-21%,-33%,-33%,3,-32%,C,-32%,,,,,,,,['Item'],,,,,,
337,"Myprotein Total Breakfast, Banane, Poche, 2.1 KG - 2100g",5055534307410,['Myprotein'],"['France', 'Italie']",[],[],?,377,1577 kj(377 kcal),"8,2","2,4",33,"4,2",39,"0,5","0,2",2100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"Myprotein Total Breakfast, Crème à La Fraise, Poche, 2.1 KG",5055534307434,['Myprotein'],['France'],['Niacin I Niacire I Niacin I Niacina / Niacina Vitamin B61Vltamine B6/Vitamin 86/ Vitamina B6/Vltamina B6 Folic Acid I Acide folique / Folséure / Acido féla I Acido folicc Vitamin B121Vitamine B12/Vitamin 812/ Vlœmina B121Vitamina B12 Magnaium/Magnésium/Magnesium/Magnesio/Magnesic Iron/ Ferl Eisen / Hierro / Ferro Zinc I ZinciZinklZinc/Zinco Icdire I Iode I ladin I Ycdc I Iodio'],[],?,387,1619 kj(387 kcal),"7,9","2,3",34,"2,3",41,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"Myprotein High Pro Deluxe Bar, Caramel Hazelnut",5055534307625,['Myprotein'],['France'],"['JvGREDIENTS Protein Blend ', 'Milk Protein Isotate', 'Whey Protein Concentrate', 'Milk Chocolate F!avoured CoaF', 'tg ', '14%', ' ', 'Sweeteners: IsomatÇ Sucra}ose', ' Non-Hydrogenated Palm and Palm Kernel Oil', 'Whey Powder', 'Fat Reduced Cocoa Powder', 'Wheat Flour', ' Emulsifers: Soya Lecithin', 'E476', ' Flavouông', 'Glycerine', 'Hydrolysed Gelatine', 'Potydextrose Syrup', 'Caramel ', '10%', ' ', ""Sweetened Condensed t,'liik"", ' Glucose Syrup', 'Non Hydrogenated Vegetable Oil', 'Sugar', 'Caramelised Syrup', 'Emulsifer: E471 ', ' Salt', 'Natural Butter Flavourj', ' Hazeinut Pieces ', '3', '5%', 'Maltodextrin', 'Partially Inverted Sugar Salt', 'Sweetener ', 'Sucralose']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,386,1615 kj(386 kcal),"11,2","6,6","30,2","7,5","41,1","0,208","0,083",,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E422 - Glycérol', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E955 - Sucralose']",4,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Chrompicolinat 200MCG - MyProtein,5055534307731,['MyProtein'],['France'],[],"['Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,My Protein Impact Diet Whey Double Chocolate - 1450g - Myprotein,5055534307809,['Myprotein'],['France'],[],[],?,362,1515 kj(362 kcal),"7,4","3,4",15,3,57,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"Impact Diet Whey, Vanillekeks, Beutel - Myprotein",5055534307823,['Myprotein'],['France'],[],[],?,363,1519 kj(363 kcal),"7,2","3,2",15,"6,2",58,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,My Protein Inulin,5055534307861,['My protein'],['France'],"['Fructo-Oligosaccharide ', 'FOS', ' ', '100%', ' ALLERGÈNES Peut aussi contenir soja', 'lait et œuf', ' DOSAGE SUGGÉRÉ: L’inuline est riche en fibres', 'ce qui en fait le complément idéal de votre régime', ""Essayer d'ajouter 1 1/2 petite mesure "", '5g', ' à vos boissons', 'smoothies ou jus']",['Non végétalien'],?,210,879 kj(210 kcal),0,0,8,8,0,0,0,,,,,4,"['Œufs', 'Lait']",,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,,+275%,+265%,-100%,-100%,-29%,-15%,-100%,-100%,-100%,11,+44%,E,+44%,,,,,,,,,,,,,,
344,Zinc - MyProtein - 270tablets,5055534308332,['MyProtein'],"['France', 'Allemagne']","['Calcium Carbonate', 'Bulking Agents ', 'Microcrystalline Cellulose', 'Vitamin C', 'Zinc Citrate', 'Anti Caking Agents ', 'Magnesium Stearate', 'Silicon Dioxide']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,270 tablets,"['Végétarien', 'en:gluten-free', 'Végétalien']",,"['E460i - Cellulose microcristalline', 'E572 - Stéarate de magnésium', 'E551 - Dioxyde de silicium']",4,,,"['Compléments alimentaires', 'Vitamines']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,['Kunststoff'],,,,,,
345,Oatbran - MyProtein,5055534308455,['MyProtein'],['France'],[],[],?,359,1502 kj(359 kcal),"3,5","0,6",62,16,13,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Myprotein - Cla Powder - 250g,5055534308509,['Myprotein'],['France'],[],[],?,700,2929 kj(700 kcal),60,0,40,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Impact Diet Whey Strawberry Shortcake - MyProtein,5055534308912,['MyProtein'],['France'],[],[],?,387,1619 kj(387 kcal),"7,2","3,2",15,"3,2",59,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Impact Diet Whey - Myprotein,5055534308929,['Myprotein'],['France'],"['Mélange de Protéine ', '38%', ' [Concentré de Protéine de Whey ', ""Laltl 'ùrncentré de Protéine de Lait"", 'Avoine Moulue', 'Cacao en Poudre', 'Enveloppes de Psyllium Entières', 'Lin en poudre', 'Arome', 'L Glutamine', 'Acetyi L Carnitine ', '<1%', 'Extrait de The vert Émulsifiant ', 'Léctthine de Soja', 'Édulcorant ', 'Sucralosel Vitamine C [Acide Ascoroique', ' ALLERGÈNES Pour les a Iergànes', 'y compris es céréales contenant du gluten', 'vogringrédients en gras Peut aussi contenir oeuf DOSAGE SUGGÉRÉ Les protéines contribuent à la croissance et au maintien de la masse musculairedonc,afin de tirer ', 'arti au mieux de ce produit', ""nous recommandons d'ajouter 2 grandes mesures "", ""60gJ à 250-350ml d'eau ou de lait dans un shaker Myprotein 30 minutes avant et/ou après votre séance d'entraînement Comme alternative"", 'consommerà tout moment de la journée pour augmenter votre apport quotidien en protéines INFORMATIONS IMPOPTAWES A conserver dans un endroit frais et sec', ""à 'abri de la lumière directe du soleil Ce produit est destiné âtre utilisé en complément d'un mode de vie actif et d'une alimentation équilibrée Rpproprié aux végétariens""]",[],?,362,1515 kj(362 kcal),"7,4","3,4",15,3,57,"0,5","0,2",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Impact Diet Whey Vanilla Cookie Flavour - 3000g - Myprotein,5055534308936,['Myprotein'],['France'],"['Mélange de Protéine ', '71%', ' ', 'Concentré de Protéine de Whey ', 'Lait', 'Concentré de Protéine de Lait', 'Avoine Moulue', 'Enveloppes de Psyllium Entières', 'Lin en poudre', 'Arome', 'L Glutamine', 'Acetyl L Carnitine ', '<1%', 'Extrait de Thé vert ', '<1%', 'Émulsifiant ', 'Lécithine de Soja', 'Édulcorant ', 'Sucralose', 'Vitamine C ', 'Acide Ascorbique']",['Non végétalien'],?,363,1519 kj(363 kcal),"7,2","3,2",15,"6,2",58,"0,5","0,2",,,,"['E322i - Lécithine', 'E955 - Sucralose']",4,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Impact Diet Whey Latte - Myprotein,5055534308943,['Myprotein'],['France'],"['Mélange de Protéine ', '71%', ' de protéine de Whey', 'Laitl Concentréde Mdtoprotelinkonsertraattil ProténedeLaitlAvdneMoulue', 'Enveloppes de Entières', 'Lin en poudre', 'Aromat!santL asetyyIl-L-karnttitni vi ', 'Extrait de ', 'SoiJdStiinJ', 'Arorni', 'Mallasu ÉduboranttSucraloselV{tamine C', 'AcideAscorbique']",[],?,367,1536 kj(367 kcal),"7,1","3,1",15,"3,1",59,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"Impact Diet Whey, Latte, Beutel - Myprotein",5055534308967,['Myprotein'],['France'],"['Mélange de Protéine ', '71%', ' ', 'Concentré de Protéine de Whey ', 'Lait', 'Concentré de Protéine de Lait', 'Avoine Moulue', 'Enveloppes de Psyllium Entières', 'Lin en poudre', 'Aromatisant', 'L Glutamine', 'Extrait de Malt', 'Acetyl L Carnitine', 'Extrait de The vert', 'Émulsifiant ', 'Lécithine de Soja', 'Édulcorant ', 'Sucralose', 'Vitamine C ', 'Acide Ascorbique']",['Non végétalien'],?,367,1536 kj(367 kcal),"7,1","3,1",15,0,59,"0,5","0,2",,,,"['E322i - Lécithine', 'E955 - Sucralose']",4,"['Gluten', 'Lait', 'Avoine', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Impact Whey Protein - Chocolate & Coconut - MyProtein,5055534309124,['MyProtein'],['France'],[],[],?,391,1636 kj(391 kcal),"6,9","4,6","8,2","8,2",73,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Impact Whey Protein Chocolat Coconut - MyProtein,5055534309506,['MyProtein'],['France'],[],[],?,391,1636 kj(391 kcal),"6,9","4,6","8,2","8,2",73,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Omega Seed Mix - Myprotein - 300g e,5055534309582,['Myprotein'],['France'],"['Graines de tournesol ', '25 %', 'graines de citrouille ', '25 %', 'graines de lin brunes ', '25 %', 'graines de lin doré ', '25 %']",[],?,555,2322 kj(555 kcal),43,"5,3",22,"2,2",27,"0,05","0,02",300 g e,['Riche en fibres'],['Myprotein'],,1,,,['Mélanges de graines'],43 g,en quantité élevée,5.3 g,en quantité élevée,2.2 g,en faible quantité,0.05 g,en faible quantité,,,,,,,,,,,6,,C,,,,,,,,,"['Sachet', 'Plastique']",,,,,,
355,"Pulse:gel,Berry Blast,12 X 50G - MyProtein - 12x 50g",5055534309599,['MyProtein'],['France'],[],[],?,275,1151 kj(275 kcal),0,0,"4,5",0,"7,8","0,04","0,016",12 x 50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"Tri Carb, Tropical, Beutel, 800 G - MyProtein",5055534309728,['MyProtein'],['France'],[],[],?,371,1552 kj(371 kcal),"0,1","0,001",92,63,"0,001","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,"Myprotein Total Protein Vanilla, Pulver",5055534309858,['Myprotein'],['France'],"['Mélange Orotéines à Absorption Lente ', '85%', ' ', 'Concentré de Protéine de Lait Cortentré de Protéire de Whey IL {t', ' Isolat de Protéine de Whey', 'Lait', "" Blartd'?uf nPcudre"", ' Pept de de Blé Hydrolysé', 'Poudre de lin', 'Emulsfiant ', 'lécithine deSoJa Edulcorant- [Sucralcse', "" ALLERGÈNES Pour les allergènes y compris les céréales contenant du glutffl voir if rédients en gras DOSAGE SUGGÉRÉ' Les prcténes contribuent à la croissance et au maintien de la rrpsse musculaire donc"", ""afin de tirer parti au mieux de ce nous recommandons d'ajouter 2 grandes mesure "", 'SOg', "" à 150-250ml deau cu de lait dans un shaker Myprctein 30 minut?s avant et/cu après votre séance d'entraînement Comme 'alternative consommer à tout moment de lajourrée pour augmentervctre aq quotid en protéres INZRMATi0NS IMPORTANTES: A conserver dans un endroit frais et sec à [abri d9 la lumière directe du soleil"", "" Ce produit est destiné à être utilisé en complément d'un de vie act"", ""fet d'ure alimentattn équilibrée Convient aux#étariens""]",['Non végétalien'],?,348,1456 kj(348 kcal),"3,7","2,1",8,"7,4",70,1,"0,4",,,,['E322i - Lécithine'],,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Impact Whey Protein - 1000G - Limone-käsekuchen - Myprotein,5055534310588,['Myprotein'],['France'],"['d\\et', 'for vegetarians', ' Concentré de Protéine deWhey tait', ' ', '96%', 'Emulsifiant ', 'Lécithine de Soja', ""ALLERGÈNES'"", ' Pour les allergènes', 'voir ingrédients en DOSAGE Am SUGGÉRÉ I', 'es protéines contribuent à la croissance et au maintien de la masse mugUlaire fira donc', 'afin de tirer parti au mieux de ce produit', ""nous recommandons d'ajouter 1 grandes mesure vatte ISO-2S0ml d'eau ou de lait dans un shaker Mypmtein 30 minutes avant et/ou après nérS"", "" votre séance d'entraînement"", ' Comme alternative', 'consommer à tout moment de la journée pour vlKTl[ augmenter votre apport quotidien en protéines', ' INFORMATIONS IM PORTANTES: A conserver dans Êravs un endroit frais et gc', ""à l'abri de la lumière directe du soleil"", "" Ce produit est destiné à être utilisé en vegee complément d'un mode de vie et d'une alimentation équilibrée"", ' Convient aux végétariens']",['Végétarien'],?,396,1657 kj(396 kcal),"7,2","4,8","6,9","3,9",76,"0,25","0,1",,['Végétarien'],,['E322i - Lécithine'],4,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
