,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,eco_score,traceability_code,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,nova_score,quantity,markets,allergens,generic_name,additives,link,origin_detail,manufacturing,brand_owner,palm_ingredients,producer_info
75,Shortbread teddies,5010909005087,['France'],[],[],?,488,2042 kj(488 kcal),23,"8,3","62,9","20,7","5,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Filets de Poulet,0213311054710,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,,-17%,-16%,-55%,-46%,-100%,-100%,+1%,D,,0.11 g,en faible quantité,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
77,Viande de porc sèche fermette,0204619020996,['France'],[],[],?,131,548 kj(131 kcal),2,"0,6","0,9","0,9",28,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Saucisse sèche,2684198043292,['France'],[],[],?,387,1619 kj(387 kcal),"29,8","10,5","0,8","0,8",29,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Jarret cuit sans os,2653661054776,['France'],[],[],?,241,1008 kj(241 kcal),19,"6,8","0,5","0,4",16,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Poele asiatique,3560087917570,['France'],[],[],?,54,226 kj(54 kcal),"2,8","0,5","3,1","2,8","2,8","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Hibissap,3770015068001,['France'],[],[],?,51,213 kj(51 kcal),"0,5",0,"10,9","9,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Creme glacee pineau,3760318100775,['France'],[],[],?,193,808 kj(193 kcal),26,"5,5",20,"8,1","3,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Organisue macaroni product,0878602008911,['France'],[],[],?,357.1429,1494 kj(357 kcal),"1,786",0,75,"3,571","12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Thon oeuf sauce cocktail,8218272922056,['France'],[],[],?,256,1071 kj(256 kcal),12,"1,2",25,"3,3","9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Bâtonnet à mâcher,4056489142591,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Les anis de flavigny,3740100090101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Les éclats chocolat café,3663327007533,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Paprika précieux doux,3234750047634,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Yahourt brassé vache fruit rouge,3375610001189,['France'],[],[],?,85,356 kj(85 kcal),3,"1,8","10,5","10,5","3,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Soupe aux champignons,0084685000708,['France'],[],[],?,44.9,188 kj(44 kcal),"1,5","0,9",23,23,"0,5","0,725","0,29",,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes aux champignons']",,1.5 g,en faible quantité,0.9 g,en faible quantité,23 g,en quantité élevée,,-26%,-30%,-33%,+19%,+111%,+599%,-78%,B,,0.725 g,en quantité modérée,-64%,-64%,8,+269%,C,+269%,59.8%,20.7%,7.6%,4.9%,4.9%,2.0%,90,,,,,,,,,,,,,,
91,Huile d’olive extra vierge,5600301900990,['France'],[],[],?,107,448 kj(107 kcal),12,"1,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Choc &latte,8711197754745,['France'],[],[],?,544,2276 kj(544 kcal),33,20,55,54,"5,6","0,33","0,132",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Filets de poulet,0215191072945,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,D,,0 g,en faible quantité,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
94,Club Jambon Emmental,8424058032707,['France'],[],[],?,280,1172 kj(280 kcal),"16,3","4,3","17,2","2,3","14,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0sso-buco de veau,2424271035161,['France'],[],[],?,127,531 kj(127 kcal),"2,8","0,9",9,"3,6",76,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Macédoine de légumes,3700238304655,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",,,,,,,,,,,,,,,,B,,,,,,,,,,24.4%,36.8%,17.2%,8.6%,7.9%,5.0%,89,,,,,,,,,,,,,,
97,Terrine de campagne,0211370014430,['France'],[],[],?,298,1247 kj(298 kcal),"25,4","9,9","3,2","0,7","14,1","1,73","0,692",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,25.4 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,,-8%,-8%,-10%,-8%,+40%,-19%,+1%,,,1.73 g,en quantité élevée,+8%,+8%,19,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,,
98,Eau fruitée peche,990530101026501839,['France'],[],[],?,26,109 kj(26 kcal),"0,5","0,1","6,3","6,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pain d'épices alpin,7640171250274,['France'],[],[],?,451,1887 kj(451 kcal),"24,1","2,8","40,4","29,6","7,61","0,432","0,173",,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,H d’anniversaire - Hema,8718537821969,['France'],[],[],?,526,2201 kj(526 kcal),"29,5","17,8","57,5","53,1","6,1","0,14","0,056",['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Pain complet plus,0209127049521,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Le bridé,2602601072684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Je brille dans le noir,3395503117063,['France'],[],[],?,384,1607 kj(384 kcal),0,0,96,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Dr. Lab Pen,6921249220704,['France'],[],[],?,367,1536 kj(367 kcal),100,10,0,0,3,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jambon cuit AC blanc,2248966019355,['France'],[],[],?,126,527 kj(126 kcal),"4,4","1,6","0,5",0,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Assortiment de Lokoums,2600108019744,['France'],[],[],?,352,1473 kj(352 kcal),"0,5","0,3",85,76,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,The vert,3760273670047,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,salsa tartufata,8004732900203,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Le moelleux,5702016619430,['France'],[],[],?,979,4096 kj(979 kcal),2,1,8,5,51,"1,5","0,6",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Gomme au miel de thym,3301510160176,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,E,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
111,Cowboy Cocktail Fruit Punch,0613008739010,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,9","8,4",0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,,-22%,-22%,-100%,-100%,-14%,-13%,-100%,C,,,,,,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,,,,
112,Infusion de Noël - Palais Des Thés,3700256733420,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Palais Des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Moules a l’ail,3700972915025,['France'],[],[],?,237,992 kj(237 kcal),"19,1","2,3","2,6",0,"16,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Ananas tranche,2600125010953,['France'],[],[],?,376,1573 kj(376 kcal),0,0,93,77,0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Les perles occitanes au colas,3770006854071,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Grenadine,3217690058496,['France'],[],[],?,6,25 kj(6 kcal),0,0,"0,5","0,3",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Strawberry Fruit Pearls,4710007522134,['France'],[],[],?,85,356 kj(85 kcal),0,0,21,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,pave 3 meuniers 850gr,0214188019680,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ARKORELAX,3578835502015,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Superfood bites,5060594775109,['France'],[],[],?,392,1640 kj(392 kcal),20,"8,2",39,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6 œufs frais très gros,3429640000169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Binbon,2099920672785,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Mes plaisirs gourmands,3760036353316,['France'],[],[],?,60,251 kj(60 kcal),"0,2","0,04","82,43","66,83","0,63",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Saucisson sec,2639692047956,['France'],[],[],?,318,1331 kj(318 kcal),"20,8","8,95","0,23",0,"32,6","4,95","1,98",,,,,,,,,,,,,,,,,,,['FR 2B.042.001 CE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sementes de Abóbora - Continente - 200g,5601312881728,['France'],[],[],?,584,2443 kj(584 kcal),48,"8,1",12,"1,2",21,0,0,['Continente'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",,48 g,en quantité élevée,8.1 g,en quantité élevée,1.2 g,en faible quantité,,+3%,+3%,+9%,+7%,+48%,+3%,-30%,,,0 g,en faible quantité,-100%,-100%,15,+42%,D,+42%,,,,,,,,,,,200 g,,,,,,,,,,
126,Poireaux,2800528026760,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Dis de cabillaud,2891190073800,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Amande de provence,3700816500028,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,fifa 21,5030933124431,['France'],[],[],?,1,4 kj(1 kcal),0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Tartines Craquantes,3728411045058,['France'],[],[],?,380,1590 kj(380 kcal),"3,5","0,7",72,"5,2",13,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Milka hasenbande,7622210386427,['France'],[],[],?,530,2218 kj(530 kcal),"29,5","17,5",59,58,"6,3","0,43","0,172",['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mix gourmand vrac,2201413025453,['France'],[],[],?,474,1983 kj(474 kcal),"24,6","11,4","55,1","40,3",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Assortiments de biscuits - Monoprix Gourmet,3350033761414,['France'],[],[],?,506,2117 kj(506 kcal),25,12,62,42,"6,9","0,28","0,112","['Monoprix Gourmet', 'Monoprix']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,25 g,en quantité élevée,12 g,en quantité élevée,42 g,en quantité élevée,,+7%,+6%,+20%,+19%,-3%,+42%,+6%,C,,0.28 g,en faible quantité,-52%,-52%,24,+21%,E,+21%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Monoprix'],,,,,,,,,
134,Comté,2817475034441,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,,,,,,,,,D,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
135,Mini Fayet Catalán,3544460000394,['France'],[],[],?,432,1807 kj(432 kcal),"37,1","13,2",2,"1,8","23,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Sucre blond de canne en poudre,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Escapade polynésienne,3563210013309,['France'],[],[],?,1,4 kj(1 kcal),4,1,4,1,4,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Filet de poulet,0211119031353,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,D,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
139,MVP Professional Isolate,8435569306102,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Viande bovine aloyau,0200350059042,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Beurre doux les domaines du coglais - 500g,3271820003374,['France'],[],[],?,742,3105 kj(742 kcal),82,57,"0,5","0,5","0,6","0,5","0,2",,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,82 g,en quantité élevée,57 g,en quantité élevée,0.5 g,en faible quantité,,+2%,+2%,+1%,+3%,-33%,-26%,-12%,E,,0.5 g,en quantité modérée,+710%,+710%,21,+12%,E,+12%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,500 g,,,,,,,,,,
142,Secret d’eleveurs coq au vin et sa garniture,3277160600754,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Nouilles soba,68259648,['France'],[],[],?,220,920 kj(220 kcal),"10,7","4,8","24,9","4,3","4,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8718781581794,8718781581794,['France'],[],[],?,389,1628 kj(389 kcal),"0,5",0,"96,1","69,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Escalopes Poulet Blanc,3230890003578,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Chutney,3760058250082,['France'],[],[],?,105,439 kj(105 kcal),"0,22","0,04","23,59","22,89","0,51","0,186","0,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Tiramisu,11837543,['France'],[],[],?,1142,4778 kj(1142 kcal),"11,9","9,6","33,4","20,9","4,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Olives noires,5200139590433,['France'],[],[],?,412,1724 kj(412 kcal),40,"5,8",10,"0,8",3,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Fourme d’ambert,0202916017510,['France'],[],[],?,326,1364 kj(326 kcal),26,20,1,0,22,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Pois chiche,3700783400772,['France'],[],[],?,377,1577 kj(377 kcal),6,"0,6",51,11,24,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,6 g,en quantité modérée,0.6 g,en faible quantité,11 g,en quantité modérée,,+98%,+101%,+98%,+53%,+116%,+571%,+135%,B,,,,,,,,,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,,,,,
151,Tsarevna,3585810086873,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Chocomoment,8713305810923,['France'],[],[],?,555,2322 kj(555 kcal),34,20,53,43,"5,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tendres perles blé,2600964321487,['France'],[],[],?,370,1548 kj(370 kcal),"1,6","0,3",75,"3,6",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Sablés à la châtaigne,3770014264190,['France'],[],[],?,510,2134 kj(510 kcal),"24,3","9,9",63,32,"6,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Sardines,3250392644796,['France'],[],[],?,230,962 kj(230 kcal),"14,5","3,5","0,5","0,5","24,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Cubik,8004610103047,['France'],[],[],?,419,1753 kj(419 kcal),13,11,73,52,"2,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,L'Ancelle,2309634004209,['France'],[],[],?,121,506 kj(121 kcal),"2,9","1,1","1,1","0,7","22,4","2,81","1,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Focaccia artigianale - Florelli,3760077537683,['France'],[],[],?,400,1674 kj(400 kcal),12,"1,6",62,"1,5","9,7","2,4","0,96","['Florelli', 'Ital Passion']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Poitrine de Porc cuite,2687249033266,['France'],[],[],?,368,1540 kj(368 kcal),"32,3","12,5","0,1","0,1","19,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Lait de soja,8436019091371,['France'],[],[],?,40,167 kj(40 kcal),2,"0,3","1,6","0,8","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Ravioli alla genovese,8013650000292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Taralli al seme di finocchio,8055323130387,['France'],[],[],?,415,1736 kj(415 kcal),"17,4","8,3","67,4","1,17","9,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Miel de montagne,3770010148166,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,,,,,,,,,,,,,B,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
164,Saucisse sèche supérieure La Haute-Loire,2602602030904,['France'],[],[],?,462,1933 kj(462 kcal),"36,6",15,"4,3","3,32","28,8","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Baguette tradition,2099999000021,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Work asiatique crevettes,0208940040081,['France'],[],[],?,105,439 kj(105 kcal),26,"0,8","8,8","1,3",11,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Café de la Brulerie du Quercy,3542720142518,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Donuts speculos,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Madagascar 'Réauté chocolat',3699400000009,['France'],[],[],?,579,2423 kj(579 kcal),40,"17,3",45,43,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Mouliné légumes verts,2862141693057,['France'],[],[],?,31,130 kj(31 kcal),"0,8","0,2","4,5","0,7","0,9","0,56","0,224",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Chocolats pétillans,3474341100601,['France'],[],[],?,535,2238 kj(535 kcal),32,19,52,50,"6,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet en plastique'],,,,,,,,,,,,,
172,Le Chorizo Pure Pork Sausage,3346990025805,['France'],[],[],?,531,2222 kj(531 kcal),51,21,"3,9","3,2",14,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Mentos pure fresh,0002000006747,['France'],[],[],?,181,757 kj(181 kcal),0,0,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Terrine de Chevreuil aux Noisettes,3525161371181,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Saucisses viennoise,0235072032011,['France'],[],[],?,261,1092 kj(261 kcal),"9,1","9,1","1,3","1,3",15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Knack S/AT x4,0261590032936,['France'],[],[],?,282,1180 kj(282 kcal),"25,1","9,5","0,8","0,4",13,"1,9","0,76",,,,,,,,,,,,,,,,,,,"['FR 88.160.450 CE', 'Épinal (Vosges, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Moutarde à l’huile d’olive,3700961306872,['France'],[],[],?,217,908 kj(217 kcal),16,"1,2","9,2",5,"9,1","5,35","2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Gaufres pur beurre chocolat noir,3760087771824,['France'],[],[],?,525,2197 kj(525 kcal),"33,1","20,97","49,9","27,2","6,81","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Melniza,4260007246597,['France'],[],[],?,1439,6021 kj(1439 kcal),3,"2,6","65,4","1,7","13,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
