,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,packaging,traceability_code,additives,nova_score,allergens,generic_name,manufacturing,ingredients_origins,link,brand_owner,palm_ingredients
78,Petits pois extra fin,3574316020917,['France'],[],[],?,91,381 kj(91 kcal),"0,9","0,2","11,9","4,1","5,6","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1/4 poitrine salee - 0452kg,2492836027296,['France'],[],[],?,236,987 kj(236 kcal),19,"6,7","1,3","0,5",15,"1,3","0,52",0452 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Boudins blancs morilles/champagne,3445425029194,['France'],[],[],?,215,900 kj(215 kcal),16,"6,2","8,1","3,3","9,3","1,5","0,6",,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,16 g,en quantité modérée,6.2 g,en quantité élevée,3.3 g,en faible quantité,1.5 g,en quantité modérée,,-12%,-12%,-21%,-21%,+88%,+68%,-10%,+1%,+1%,14,-12%,D,-12%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,
81,Poulet à la Kriek,3770010879732,['France'],[],[],?,108,452 kj(108 kcal),"3,3","1,1","3,4","0,6","15,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Saucisson sec,3268680028036,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,
83,Cornette et jambon - Denner,7610029156553,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,['Denner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Denner'],,,,,,,,,,,
84,Waterzooi de volaille  à la Belzebuth -  - 750g,3770010879725,['France'],"['Poulet 45%', 'légumes rissolés 32% ', 'carottes', 'poireaux', 'laurier', 'persil', 'thym', 'huile de tournesol', 'bière 8,5%', 'Gluten', 'eau', 'crème ', 'crème de lait', 'émulsifiant: ', 'Lait', 'fécule de pomme de terre', 'gélatine ', 'Sulfites', ' sel', 'poivre', ' Origine de la viande : France']","['Non végétalien', 'Non végétarien']",?,84,351 kj(84 kcal),"2,8",1,"3,3","1,6","10,4","0,7","0,28",750 g,,,"['Plats préparés', 'Waterzooi']",,2.8 g,en faible quantité,1 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,,-48%,-48%,-61%,-56%,-75%,-23%,+49%,-26%,-26%,-1,-125%,A,-125%,,,,,,,,,,,['E428 - Gélatine'],4,"['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,,,,,
85,Lenticchie Lessate Feger Don Gerardo Latt Bio 400 GR PN Lenles - 400g,8006643141959,['France'],[],[],?,93,389 kj(93 kcal),"0,4",0,"13,3","0,2","6,9","0,57","0,228",400 g,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Champignons à la grecque,3288310847004,['France'],[],[],?,58,243 kj(58 kcal),"2,5","0,2",6,4,"1,7","1,5","0,6",,,B,"['Plats préparés', 'Légumes préparés', 'Champignons à la grecque']","['Sans colorants', 'Sans conservateurs']",2.5 g,en faible quantité,0.2 g,en faible quantité,4 g,en faible quantité,1.5 g,en quantité modérée,,-15%,-14%,-40%,-41%,+27%,+32%,-1%,+28%,+28%,5,+61%,C,+61%,64.9%,4.7%,11.1%,12.1%,5.6%,1.5%,93,,,,,,,,,,,,
87,Moutarde à la tomate,3077317932222,['France'],[],[],?,225,941 kj(225 kcal),16,"1,6","12,6","6,7","5,8","3,3","1,32",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes à la tomate']",,16 g,en quantité modérée,1.6 g,en quantité modérée,6.7 g,en quantité modérée,3.3 g,en quantité élevée,,+32%,+33%,+48%,+95%,+83%,+74%,-12%,-30%,-30%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"['Bocal', 'Verre']",,,,,,,,,,
88,Ananas Morceaux,0291435022761,['France'],[],[],?,54,226 kj(54 kcal),"0,24","0,01","11,3","10,1","0,52",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Fleur de sel à la Truffe d'été - Jean Larnaudie - 25g,3113010136588,['France'],"['Fleur de sel', ""brisures de truffe d'été "", 'Tuber aestivum', ' 2 %', 'arôme truffe']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,25 g,"['Jean Larnaudie', 'Larnaudie']",A,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Leclerc'],"['Bocal', 'Verre']","['EMB 29247I', 'Saint-Évarzec (Finistère, France)']",,4,,,,,,,
90,Cuisse de poulet,2913402003853,['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,18","0,072",,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+4%,+3%,+13%,+4%,-100%,-100%,-2%,-76%,-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
91,Schweppes Cola,8435185956842,['France'],[],[],?,36,151 kj(36 kcal),0,0,9,"8,9",0,"0,01","0,004",,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Boulot céréales - b1 Atac - 300g,0208665006560,['France'],[],[],?,?,,?,,?,,?,,,300 g,['b1 Atac'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains multicéréales']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,
93,Jambon cuit supérieur avec couenne,3437135002123,['France'],[],[],?,136,569 kj(136 kcal),3,"1,1","0,6","0,6","21,6","2,14","0,856",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],3 g,en quantité modérée,1.1 g,en faible quantité,0.6 g,en faible quantité,2.14 g,en quantité élevée,,+3%,+4%,-38%,-40%,-10%,+1%,+2%,+14%,+14%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,
94,Les mini rochers lait - Suchard,3664346309752,['France'],"['Sucre', 'praliné 20 % ', 'noisettes', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisses végétales ', 'palme', 'karité', 'poudre de lait écrémé', 'éclats de noisettes ', '4 %', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'E476', 'lécithine de tournesol', 'arômes', ' Peut contenir autres fruits à coque et blé']","['Huile de palme', 'Non végétalien']",?,565,2364 kj(565 kcal),36,"15,5",53,"50,5","5,7","0,5","0,2",,['Suchard'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,36 g,en quantité élevée,15.5 g,en quantité élevée,50.5 g,en quantité élevée,0.5 g,en quantité modérée,,+7%,+7%,+12%,-11%,+1%,+6%,-3%,+227%,+227%,29,+19%,E,+19%,,,,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,"['Lait', 'Fruits à coque', 'Soja']",,,,,,
95,Airelles - La Cour d'Orgères,3760194182100,['France'],[],[],?,181,757 kj(181 kcal),"0,08",0,45,45,"0,3","0,02","0,008",,"[""La Cour d'Orgères""]",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'airelles""]",,0.08 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,0.02 g,en faible quantité,,-18%,-18%,-69%,-100%,-16%,-12%,-42%,-14%,-14%,9,-3%,C,-3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
96,Sommernudekn - Maggi,7613035156159,['France'],[],[],?,367,1536 kj(367 kcal),16,"2,5",44,"3,8",11,"18,8","7,52",,"['Maggi', 'Nestlé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Yaourt bi-couche framboise - Laitière de Bourgogne - 125g,3700817700304,['France'],[],[],?,103,431 kj(103 kcal),"1,8","1,3",19,18,3,"0,09","0,036",125 g,['Laitière de Bourgogne'],C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la framboise']",,1.8 g,en faible quantité,1.3 g,en faible quantité,18 g,en quantité élevée,0.09 g,en faible quantité,,+5%,+5%,-39%,-28%,+44%,+49%,-16%,-17%,-17%,4,+59%,C,+59%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,,,,,,,,
98,Pâté de campagne supérieur - 186g,2496563014048,['France'],[],[],?,299,1251 kj(299 kcal),"24,1","9,4","5,1","1,3","15,5","1,58","0,632",186 g,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,24.1 g,en quantité élevée,9.4 g,en quantité élevée,1.3 g,en faible quantité,1.58 g,en quantité élevée,,-4%,-4%,-11%,-7%,+112%,+41%,+9%,-5%,-5%,19,0%,E,0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
99,Pain seigle,0260020008862,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pain seigle,0260020008862,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Morbier AOP lait cru,0208713014042,['France'],[],[],?,345,1443 kj(345 kcal),29,19,0,0,21,"1,7","0,68",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-3%,-2%,+1%,-3%,-100%,-100%,-7%,+19%,+19%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
102,Mimolette croûte naturelle,2480087028605,['France'],[],[],?,336,1406 kj(336 kcal),24,"16,3","1,5","1,5",29,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Vinaigre abricot,3700389709392,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Carrefour,2227849037464,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)', 'EMB 29004D', 'Bannalec (Finistère, France)']",,,,,,,,,
105,Comte 18 mois,2862473028732,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5",27,"0,88","0,352",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.88 g,en quantité modérée,,+5%,+6%,+7%,+6%,+8%,+80%,+7%,-10%,-10%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,"['FR 59.343.030 CE', 'Lesquin (Nord, France)']",,,,,,,,,
106,Granola dark chocolate - Jimini's,3760274100079,['France'],[],[],?,452,1891 kj(452 kcal),"21,9","4,2","45,4","18,6","14,2","0,05","0,02",,"[""Jimini's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Graine de lin brun bio - Manola,3760091572721,['France'],[],[],?,610,2552 kj(610 kcal),37,4,34,"3,1",19,"0,057","0,023",,['Manola'],,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Noix De Coco Râpée,3270725000068,['France'],[],[],?,317,1326 kj(317 kcal),"0,7","0,2","72,6","68,2",3,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Gnocchis au Chorizo,2097818027228,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,,,,,,,,,,,,,,,,,,,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,
110,500g,3700350712581,['France'],[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Gorgonzola,0201946019020,['France'],[],[],?,330,1381 kj(330 kcal),27,19,0,0,19,"1,3","0,52",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,-3%,-1%,-100%,-100%,+5%,-13%,-13%,14,-3%,D,-3%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,,,
112,High protein pasta with insect flour - Jimini's,3770004159420,['France'],[],[],?,373,1561 kj(373 kcal),4,"0,8","66,5","2,9","18,7","0,14","0,056",,"[""Jimini's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,6 aiguilettes de poulet sans antibiotique -,0200362016460,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['en:without-antibiotics'],,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
114,Fruits confits,3760035660361,['France'],[],[],?,311,1301 kj(311 kcal),"0,2",0,"76,5","65,4","0,4","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Fruits confits']",,0.2 g,en faible quantité,0 g,en faible quantité,65.4 g,en quantité élevée,0.01 g,en faible quantité,,+11%,+10%,-41%,-100%,+15%,+19%,-47%,-99%,-99%,8,+10%,C,+10%,,,,,,,,,,,,,,,,,,,
115,3 Italian Salami Selection,00421287,['France'],[],[],?,347,1452 kj(347 kcal),"28,6","7,2",0,0,"22,5","3,5","1,4",,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,28.6 g,en quantité élevée,7.2 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,,-10%,-10%,-13%,-45%,-100%,-100%,+11%,-8%,-8%,21,-11%,E,-11%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,
116,Mangues dn rondelles,3800232735551,['France'],[],[],?,318,1331 kj(318 kcal),"0,9","0,5",72,56,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Italian minestrone cup soup,5050665009042,['France'],[],[],?,34,142 kj(34 kcal),"0,5","0,2","6,4","1,9","0,7","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Kouign amann,3294510200402,['France'],[],[],?,452,1891 kj(452 kcal),24,16,55,26,"1,7","1,2","0,48",,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,24 g,en quantité élevée,16 g,en quantité élevée,26 g,en quantité élevée,1.2 g,en quantité modérée,,+1%,+1%,-5%,-3%,+5%,-4%,-57%,+49%,+49%,25,+8%,E,+8%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,"['EMB 29206B', 'Plounévez-Lochrist (Finistère, France)']",,,,,,,,,
119,Chouquette saveur amande - Monoprix,3350033611702,['France'],[],[],?,?,,?,,?,,?,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,
120,Contorno di verdure Mediterraneo - Esselunga,8002330003944,"['France', 'Italie']",[],[],?,35,146 kj(35 kcal),"1,5","0,3","2,9","2,7","0,8","0,5","0,2",,['Esselunga'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale""]","['Sans colorants', 'Sans conservateurs']",1.5 g,en faible quantité,0.3 g,en faible quantité,2.7 g,en faible quantité,0.5 g,en quantité modérée,,-88%,-88%,-86%,-84%,-91%,-73%,-86%,+10%,+10%,2,-41%,B,-41%,,,,,,,,,,,,,,,,,,,
121,Bresaola - Pirkka - 70g,6410405142795,"['Finlande', 'France']","['naudanliha ', 'Brasilia/Uruguay/ Ranska', 'suola', 'aromit', 'säilöntäaineet ', 'E250', 'E252']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,165,690 kj(165 kcal),3,"1,1","0,5","0,5",34,4,"1,6",70 g,['Pirkka'],E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",,3 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,4 g,en quantité élevée,,+2%,+2%,-6%,-16%,+14%,+51%,+4%,+2%,+2%,13,+7%,D,+7%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,,Ilmakuivattu kokolihavalmiste,,"['France', 'Brésil', 'Uruguay']",,,
122,Black angus usa,2872260033061,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 92.060.001 CE', 'Plessis-Robinson (Hauts-de-Seine, France)']",,,,,,,,,
123,Pulpe de tomates,0925257310088,['France'],[],[],?,32,134 kj(32 kcal),"0,1","0,01","5,3","4,2","1,2","0,02","0,008",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Pulpes de tomates']",,0.1 g,en faible quantité,0.01 g,en faible quantité,4.2 g,en faible quantité,0.02 g,en faible quantité,,+19%,+22%,-58%,-76%,+27%,+19%,+1%,-90%,-90%,-5,,A,,22.3%,36.4%,17.3%,10.4%,8.3%,5.3%,94,,,,,,,,,,,,
124,Zuppa Energia,8008696023008,['France'],[],[],?,334,1397 kj(334 kcal),"2,7","0,4","58,6",3,"15,7","0,2","0,08",,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Velouté de champignons - 350ml,3701138111589,['France'],[],[],?,41,172 kj(41 kcal),"2,6",1,3,"0,5","1,2","0,65","0,26",350 ml,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Soupes', 'Veloutés', 'Veloutés de champignons']",,2.6 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,0.65 g,en quantité modérée,,+2%,-1%,+30%,+1%,-31%,-35%,+17%,-8%,-8%,-3,,A,,,,,,,,,,,,,,,,,,,,
126,Poichichade bio,3760054420106,['France'],[],[],?,285,1192 kj(285 kcal),"23,4","1,29","9,29","0,3","6,79","1,08","0,432",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Gouda jaune - Eco+,2860011013455,['France'],[],[],?,362,1515 kj(362 kcal),30,21,"0,5","0,5",23,"2,1","0,84",,['Eco+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Fromage MAASDAM,0239919014178,['France'],[],[],?,358,1498 kj(358 kcal),28,18,"0,5","0,5",23,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Iso whey zero - BiotechUSA,5999076222506,['France'],[],[],?,372,1556 kj(372 kcal),0,0,"5,2","0,8",84,"0,71","0,284",,['BiotechUSA'],,,"[""Fabriqué dans l'UE"", 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Escalopes de dinde,2689119030764,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
131,Zuppe fresche Pasta E ceci,8014190016804,['France'],[],[],?,71,297 kj(71 kcal),"1,9","0,1","9,3","1,4","3,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Bami goreng - Chef Select,20135713,['France'],[],[],?,158,661 kj(158 kcal),"6,2","1,1",18,"7,7","6,9","0,93","0,372",,['Chef Select'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Zeytin,4260467595518,['France'],[],[],?,207,866 kj(207 kcal),21,"3,2","1,1",0,"1,8",7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Mortadelle aux olives -  - 120g,3660071006317,['France'],[],[],?,?,,?,,?,,?,,,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Chocolate and Maple Syrup Christmas Trees,2071722799990,['France'],[],[],?,574,2402 kj(574 kcal),"38,8","23,8","49,6",47,"6,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Andouille de guéméné,2202168043167,['France'],[],[],?,244,1021 kj(244 kcal),20,10,0,0,16,"2,4","0,96",,,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,20 g,en quantité modérée,10 g,en quantité élevée,0 g,en faible quantité,2.4 g,en quantité élevée,,-2%,-2%,-1%,-1%,-100%,-100%,-2%,+0%,+0%,22,+2%,E,+2%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,"['EMB 56012A', 'Beignon (Morbihan, France)']",,,,,,,,,
137,Pili nuts matcha,0752830967250,['France'],[],[],?,634,2653 kj(634 kcal),51,22,33,30,"9,8","0,79","0,316",,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Finest irish whiskey fudge,5390711021544,['France'],[],[],?,396,1657 kj(396 kcal),11,"8,4",74,57,"0,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Terrine de chevreuil aux champignons,3509475080182,['France'],[],[],?,324,1356 kj(324 kcal),23,9,"0,1","0,1",9,"1,9","0,76",,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,23 g,en quantité élevée,9 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,,+5%,+4%,-12%,-7%,-93%,-76%,-38%,+23%,+23%,20,+9%,E,+9%,,,,,,,,,,,,,,,,,,,
140,Vegetable gravy - Marks & Spencer,00259620,['France'],[],"['Végétalien', 'Végétarien']",?,56,234 kj(56 kcal),"2,9","0,2","6,3","1,2","0,8","0,7","0,28",,['Marks & Spencer'],,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"PLT NOIR LABEL ROUGE PAC - 1,736kg",2279198051103,['France'],[],[],?,?,,?,,?,,?,,,"1,736 kg",,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Ravioles du Dauphiné,3266140058487,['France'],[],[],?,276,1155 kj(276 kcal),"11,3","7,3","29,2","1,4","12,7","1,7","0,68",,,C,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioles', 'Ravioles du Dauphiné']",,11.3 g,en quantité modérée,7.3 g,en quantité élevée,1.4 g,en faible quantité,1.7 g,en quantité élevée,,-2%,-2%,-3%,-4%,-1%,-5%,-2%,+16%,+16%,17,+5%,D,+5%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,,,,,,,,,
143,Torinis Integrales con chia y sesamo,8412224039964,['France'],[],[],?,430,1799 kj(430 kcal),"12,9","1,7","64,9","2,6","9,4","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Fromage a pâte persillée - Saint Agur,0285520017657,['France'],[],[],?,361,1510 kj(361 kcal),33,23,"0,5","0,5",16,"2,2","0,88",,['Saint Agur'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée']",,33 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,,+3%,+3%,+10%,+10%,-30%,+154%,-17%,-15%,-15%,18,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
