,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,labels,quantity,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,generic_name,packaging,manufacturing,traceability_code,ingredients_origins,palm_ingredients,link
526,Nuggets de Poisson - Auchan - 200g e,3254560307414,['Auchan'],['Auchan'],['France'],"[""Colin d'Alaska "", 'poisson', ' 66 %', 'chapelure 16 % ', 'farine de blé ', 'levure', 'sel', 'épices : curcuma', 'paprika', 'huiles végétales ', 'tournesol', 'colza', 'eau', 'farine de blé', 'amidon modifié de pomme de terre', 'épaississant : méthylcellulose', 'sel']","['E14XX - Amidons modifiés', 'E461 - Méthylcellulose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,210,879 kj(210 kcal),"9,2",1,18,"0,7",13,"0,91","0,364",E,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Produits panés', 'Réfrigérés', 'Poissons panés', 'Plats préparés réfrigérés', 'Nuggets de poisson']",,+12%,+13%,+15%,+8%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Poisson', 'Gluten']",4,9.2 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.91 g,en quantité modérée,0,B,"['Nutriscore', 'Point Vert', 'Nutriscore B', 'Pêche durable', 'Pêche durable MSC', 'MSC-C-50004']",200 g e,+13%,+5%,-47%,+8%,+8%,-100%,-100%,"Préparation panée à base de poisson, sans arête, cuite à cœur, réfrigérée - Nuggets de Poisson","['Barquette', 'Plastique', 'Frais']",['France'],"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)', 'EMB 56094C', 'Kervignac (Morbihan, France)', 'MSC-C-50004']",,,
527,"Dos de cabillaud - Auchan - 0,280kg",3254560316850,"['Auchan', 'Le Poissonnier']",['Auchan'],['France'],"['Dos de cabillaud sans arête ', 'Gadus morhua']",,"['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,E,"['Produits de la mer', 'Poissons', 'Morues']",,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Poisson'],1,,,,,,,,,,,"['Pêché à la ligne', 'Pêché au chalut']","0,280 kg",,,,,,,,,"['Barquette', 'Plastique', 'Frais']",['France'],"['FR 62.160.254 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']","['Îles Féroé', 'Islande', 'Atlantique Nord-Est']",,
528,Saucisses de Toulouse Auchan - 8,3254560343252,['Auchan'],['Auchan'],['France'],"['Viande de porc ', '90', '77%', 'Eau', 'Sel', 'Acidifiant: Lactate de potassium - Acétates de potassium', 'Dextrose', 'Epices', ""Extrait d'épices"", 'Arome', 'Antioxygènes: Erythorbate de sodium - Acide ascorbique', 'Colorant: Carmin de cochenille', 'Boyau naturel']","['E326 - Lactate de potassium', 'E261 - Acétates de potassium', 'E316 - Érythorbate de sodium', 'E300 - Acide ascorbique', 'E120 - Acide carminique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,259,1084 kj(259 kcal),"22,1","9,1","0,9","0,8","15,6",0,0,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,+19%,+35%,-46%,+4%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,4,22.1 g,en quantité élevée,9.1 g,en quantité élevée,0.8 g,en faible quantité,0 g,en faible quantité,12,D,"['Viande Française', 'Viande Porcine Française']",8,+18%,+42%,+30%,-100%,-100%,-21%,-21%,8 Saucisses de Toulouse pur porc,['Plastique'],,"['EMB 59183', 'Dunkerque (Nord, France)']","['France', ""Villeneuve d'Ascq""]",,
529,Grignottes de Poulet Barbecue - Auchan - 250g,3254560345089,['Auchan'],['Auchan'],['France'],"['Manchons de poulet 79%', 'marinade 21% : eau', 'amidon modifié de manioc', 'sucre glace et saccharose', 'tomates', 'arômes et arômes de fumée', 'dextrose', 'aromates ', 'oignons', 'ail', 'sel', ""extrait d'aromate "", 'oignon', 'colorant : extrait de paprika']","['E14XX - Amidons modifiés', 'E160c - Extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,207,866 kj(207 kcal),"11,4","3,9","4,6","3,1","21,25","1,2","0,48",D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Ailes de poulet']",,+5%,-5%,+76%,+12%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,4,11.4 g,en quantité modérée,3.9 g,en quantité modérée,3.1 g,en faible quantité,1.2 g,en quantité modérée,5,C,"['Point Vert', 'Sans conservateurs']",250 g,+6%,+18%,+262%,-10%,-10%,-30%,-30%,Ailes de poulet barbecue,"['Sachet', 'Plastique', 'Frais']",,,,,
530,Cuisses de poulet rôties - Auchan - 360g,3254560346758,['Auchan'],"['Simply Market', 'Auchan']",['France'],[],,[],?,213,891 kj(213 kcal),14,"4,1",1,"0,5",21,"0,9","0,36",C,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Cuisses de poulet', 'Poulets cuisinés']",,+15%,+54%,-89%,+35%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,14 g,en quantité modérée,4.1 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,4,C,"['Viande-francaise', 'Volaille-francaise']",360 g,+14%,+86%,-54%,-17%,-17%,+12%,+12%,,"['Barquette', 'Plastique', 'Sous-vide']",['France'],"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",['France'],,
531,Boudin Blanc à l'Ancienne - Auchan - 250g,3254560354180,['Auchan'],['Auchan'],['France'],"['Lait frais', 'gras de porc', 'viande de porc ', 'origine France', ' 17,5 %', 'viande de dinde ', 'origine France', ' 12 %', ""blanc d'œufs"", 'crème fraîche de lait ', 'crème laitière', 'ferments lactiques', 'oignons', 'sel', 'persil', 'porto', 'dextrose', 'fécule', 'sirop de glucose', 'épices et plantes aromatiques', 'arômes naturels', 'boyau naturel de porc']",,"['Non végétalien', 'Non végétarien']",1001,242,1001 kj(242 kcal),"20,3","8,6",4,"2,3","10,7","1,2","0,48",C,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]",,+5%,+7%,-13%,+7%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"['Œufs', 'Lait']",4,20.3 g,en quantité élevée,8.6 g,en quantité élevée,2.3 g,en faible quantité,1.2 g,en quantité modérée,15,D,"['Point Vert', 'Fabriqué en France']",250 g,+4%,+15%,+10%,-7%,-7%,+4%,+4%,,"['Frais', 'Plastique']",['France'],"['FR 35.004.002 CE', 'Antrain (Ille-et-Vilaine, France)', 'EMB 35004', 'Antrain (Ille-et-Vilaine, France)']",['France'],,
532,Boudin noir Antillais - Auchan,3254560354241,"['Auchan', 'Groupe Auchan']",['Auchan'],['France'],[],,[],?,178,745 kj(178 kcal),10,"4,5",11,"6,5",10,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,"['FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",,,
533,Gratin de pâte au comté - Auchan - 300g,3254560357860,['Auchan'],['Auchan'],['France'],[],,[],?,200,837 kj(200 kcal),9,"6,1",18,"2,1",11,1,"0,4",C,"['Plats préparés', 'Plats à base de pâtes', 'Gratins', 'Gratins de pâtes']",,+26%,+23%,+23%,+49%,64.7%,21.7%,4.5%,4.8%,2.5%,1.8%,69,['Lait'],,9 g,en quantité modérée,6.1 g,en quantité élevée,2.1 g,en faible quantité,1 g,en quantité modérée,12,D,,300 g,+28%,+44%,+17%,+29%,+29%,+144%,+144%,,['Barquette'],,"['FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",,,
534,Pate en croute - Le Charcutier,3254560358218,['Le Charcutier'],,['France'],"['Farce 64', '5% : Viande de jambon 28', '8%* ', 'origine France', 'viande de porc ', 'origine France', 'gelée 7', '4% ', 'bouillon ', 'eau', 'vin blanc', 'Madère', 'sel', 'conservateurs : sorbate de potassium', ' nitrite de sodium', 'extraits de légumes et de plantes aromatiques dont céleri', 'arôme naturel de volaille', 'gélifiant : carraghénanes', 'gélatine porcine', 'gras de porc ', 'origine France', 'foie de porc ', 'origine France', 'amidon de riz', 'vin blanc', 'eau', 'œuf entier', 'pistaches 1%1', 'oignons', 'plantes aromatiques', 'sel', 'dextrose', 'conjonctif de porc', 'protéine de blé', 'protéine de lait', 'huile de tournesol', 'épices', 'antioxydants : acide ascorbique', ' ascorbate de sodium', 'sirop de glucose', 'conservateur : nitrite de sodium', ""jaune d'œuf"", 'sucre', 'arômes naturels', ' Pâte 35,5% : Farine de blé', 'eau', 'beurre', 'saindoux', 'sel', 'colorant : caroténoïdes', ' Décor : pistaches', ' Peut contenir des traces de moutarde', ' pourcentage exprimé sur le produit fini', ' Produit']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E160 - Caroténoïdes']","['Non végétalien', 'Non végétarien']",?,257,1075 kj(257 kcal),17,"7,3",11,"0,8",14,"1,6","0,64",,,,,,,,,,,,,,,"['Œufs', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,"['EMB 39173A', 'Cousance (Jura, France)']",,,
535,Véritable andouillette de Troye x2 - Auchan,3254560358492,['Auchan'],['Auchan'],['France'],"['Chaudins et estomacs de porc ', 'Origine France', 'oignons', 'conservateur : nitrite de sodium ', ' sel', 'épices ', 'thym', 'muscade', 'marjolaine', 'poivre']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],?,238,996 kj(238 kcal),18,"8,5",0,0,"18,8","1,5","0,6",E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,+1%,+2%,-100%,+2%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,3,18 g,en quantité modérée,8.5 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,16,D,,,+2%,+4%,-100%,-17%,-17%,-8%,-8%,,,,,,,
536,Cervelas - Auchan,3254560377660,['Auchan'],['Auchan'],['France'],[],,[],?,228,954 kj(228 kcal),19,"7,4","1,3","0,9",13,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Pomme de Terre (Chair et Peau) - Auchan,3254560395084,['Auchan'],['Auchan'],['France'],"['POMMES de TERRE SOMMAT 1 CHAIR FERME i 2 NOUVELLE RECOLTE CHERIE POIDS NET 2', '5kq CALIBRE 35/55mm CATEGORIE 1 ORIGINE FRANCE CNT PT 2 7 9 S VILLE RON FERME DE VAULERANV ROUGE']",,[],?,77,322 kj(77 kcal),"0,1",0,17,"0,8",2,"0,015","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Mini Bananes Rik et Rok - Groupe Auchan,3254560407954,['Groupe Auchan'],,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Oranges non traitées,3254560412798,,,['France'],[],,[],?,47,197 kj(47 kcal),0,0,"8,32","8,32","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Chili con carne et riz au cumin - Auchan - 300g,3254560414587,['Auchan'],['Auchan'],['France'],"['Riz précuit 33,3 % ', 'eau', 'riz long étuve 12', '3 %', 'huile de colza', 'sel', 'haricots rouges cuits 26,3 % ', 'haricots rouges', 'sel', 'arôme naturel', 'tomates pelées concassées au jus 15', '1 % ', 'tomates 10,5 %', 'jus de tomate 4,5 %', 'acidifiant acide citrique', 'affermissant: chlorure de calcium', 'produit à base de viande bovine cuit ', 'origine : UE', ' 6,8 %', 'eau', 'oignons 5 %', 'maïs doux 3,6 %', 'poivrons rouges 0,9 %', 'gélatine de bœuf', 'sel', 'arôme naturel ', 'contient GLUTEN', 'colorant : caramel E150d', 'tomate en poudre', 'huile de colza', 'ail en purée ', 'ail', 'sel', 'acidifiant acide citrique', 'amidon modifié de mais', 'cumin moulu 0,08 %', 'arôme naturel piment', 'condiment au piment rouge 0,02 % ', ""Vinaigre d'alcool"", 'piment rouge 0,003 %', 'sel', 'origan']","['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E428 - Gélatine', ""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"4,6","0,9",18,1,"5,4","0,8","0,32",E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Chili con carne']",,+19%,+36%,+48%,-20%,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,['Gluten'],4,4.6 g,en quantité modérée,0.9 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,1,B,,300 g,+18%,-20%,-53%,0%,0%,,,,"['Frais', 'Plastique']",,,['Union européenne'],,
