,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,markets,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,link,brand_owner,ingredients_origins
48,Tangle Foot - Badger - 500ml,5010548001174,"['Badger', 'Hall & Woodhouse']",['France'],"[""contient de l'orge maltée""]",,[],,?,?,,?,,?,,?,,,C,Bière,500 ml,"['Canette', 'Aluminium']","['Boissons', 'Boissons alcoolisées', 'Bières']","['Point Vert', 'Déconseillé aux femmes enceintes']",,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
49,5010548003765,5010548003765,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Old Speckled Hen - Morland Brewing - 5l,5010549305318,['Morland Brewing'],['France'],['Contient orge maltée'],,[],,?,?,,?,,?,,?,,,C,Bière,5 l,"['Fût', 'Acier']","['Boissons', 'Boissons alcoolisées', 'Bières']",['Déconseillé aux femmes enceintes'],,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
51,Wee Heavy - Belhaven Brewery - 33cl,5010549306193,['Belhaven Brewery'],['France'],['Contains Malted Barley'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,C,Bière,33 cl,"['Bouteille', 'Verre', 'Capsule', 'Métal']","['Boissons', 'Boissons alcoolisées', 'Bières']",['Déconseillé aux femmes enceintes'],['405'],,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Scotland', 'UK']",,https://www.belhaven.co.uk/our-beers/craft-beers,,
52,Jerk seasoning,5010626023012,,['France'],[],,[],,?,300,1255 kj(300 kcal),"11,5",0,"37,3",0,"6,4",36,"14,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Roselle Supreme,5010652994959,,['France'],[],,[],,?,316,1322 kj(316 kcal),28,26,14,14,"2,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Tropical juice drink - sunpride - 1L,5010663252758,['Sunpride'],"['France', 'Royaume-Uni']","['Water', ' fruit JuiQ3 from Concentrate ', '9', '75%', 'Orange', 'Apple', ' Pineapple', ' Passion fruit', ' Mandarin', 'Lime', 'Gluc', 'befruct?e Syntp', 'Sugar', ' Fruit ', 'O', '25%', 'Apricot', ' M', 'ango', ' Banana', ' Qxava', ' Cmc Acid', ' Vitamin C', 'Sweetenet3 ', 'Aspartame', 'Acesulfarne']",['E951 - Aspartame'],[],4,?,23,96 kj(23 kcal),0,0,"5,4","5,4","0,1",0,0,C,,1L,"['Cardboard', 'Plastic', 'composite-carton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées', 'en:Juice']","['en:nutritional information', 'en:vitamins and minerals']",,,,0 g,en faible quantité,0 g,en faible quantité,5.4 g,en quantité modérée,0 g,en faible quantité,,+53%,+63%,-100%,-100%,+101%,+131%,-21%,-100%,-100%,8,+86%,D,+86%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,
55,Cranberry Classic,5010663812112,,['France'],[],,[],,?,42,176 kj(42 kcal),0,0,"9,9","9,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sunny Delight Tangy Florida,5010663815397,,['France'],[],,[],,?,8,33 kj(8 kcal),0,0,"1,5","1,5","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Vodka - Grey Goose - 4,5L",5010677856003,['Grey Goose'],['France'],[],,[],,?,?,,?,,?,,?,,,C,,"4,5 L",,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,
58,Vodka - Grey Goose - 6L,5010677859233,['Grey Goose'],['France'],[],,[],,?,?,,?,,?,,?,,,C,,6 L,"['Bottle', 'Glass']","['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,
59,Kwenchy kups,5010679012032,,['France'],[],,[],,?,1,4 kj(1 kcal),0,0,"0,1","0,1","0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Crunchie blast,5010693601205,,['France'],[],,[],,?,247,1033 kj(247 kcal),"14,9","10,1","24,7","24,2",3,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Del Monte Mango Iced Smoothie 3 X 90Ml,5010693601236,['Del monte'],['France'],"['Eau', 'Purée de mangue alphonso ', '30%', 'Sucre', 'Sirop de glucose', 'Acide ', 'Acide Citrique', 'Stabilisants ', 'Méthylcellulose', 'Gomme de guar', 'Gomme de caroube', 'Gomme de cellulose', 'Alginate de Sodium', 'Pectine', 'Dextrose', 'Arôme naturel de mangue', 'Colorant ', 'Rocou', 'Curcumine', ' Convient aux végétariens', ' Les couleurs naturelles dans le produit peuvent tâcher']","['E330 - Acide citrique', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E466 - Carboxyméthylcellulose', 'E401 - Alginate de sodium', 'E440 - Pectines', 'E160b - Rocou', 'E100 - Curcumine']",['Végétarien'],4,?,113,473 kj(113 kcal),"0,01","0,01",27,22,"0,2","0,03","0,012",,,,"['card-box', 'mixed plastic-wrapper']",,"['Végétarien', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Cheddar Ploughman's,5010718889014,,['France'],[],,[],,?,935,3912 kj(935 kcal),"10,1","4,8","24,5",5,"7,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Yorkshire Mixture - Joseph Dobson,5010731131091,['Joseph Dobson'],['France'],"['Sugar', 'GlucoseSyrup ', 'Sulphites', 'Citric Acid', 'Butter ', 'Milk', 'Flavouringe Colours: E100', 'E141', 'E150d', 'FI""', 'EIB']","['E330 - Acide citrique', 'E100 - Curcumine', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', ""E150d - Caramel au sulfite d'ammonium""]",['Non végétalien'],4,?,387,1619 kj(387 kcal),"1,4","0,8",93,69,"0,5","0,02","0,008",,,,,,,,,"['Lait', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Clan Campbell 4.5L,5010739260991,,['France'],[],,[],,?,1,4 kj(1 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Matthew Walker Luxury Christmas Pudding (907G),5010744000223,,['France'],[],,[],,?,307,1284 kj(307 kcal),"5,6","3,2","59,4",41,"2,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Calendrier de L'Avent en Chocolat au Lait Barbapapa - Kinnerton - 65g,5010775184541,['Kinnerton'],['France'],[],,[],,?,?,,?,,?,,?,,,E,,65 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent"", 'Produits sous license']",,,,,,,,,,,,,,,,,,,,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,
67,Sucettes chocolat - Kinnerton - 40g (4x 10g),5010775185272,['Kinnerton'],['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'masse de cacao', 'lactosérum en poudre', 'graisse végétale', 'émulsifiants ', 'lécithine de soja', 'polyricinoléate de polyglycérol', ' et arôme de vanille']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2205,?,2205 kj(527 kcal),"28,6","17,9","61,2","60,1","5,4","0,112","0,045",E,Sucettes chocolat,40 g (4 x 10 g),['Sachet plastiques'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Sans arômes artificiels', 'Sans colorants', 'Eco Emballages']",['Auchan'],,"['Lait', 'Soja']",28.6 g,en quantité élevée,17.9 g,en quantité élevée,60.1 g,en quantité élevée,0.112 g,en faible quantité,-3%,,-5%,-17%,-9%,+18%,+23%,-25%,-52%,-52%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Angleterre', 'Units 1  Oxborough Lane Fakenham Norfolk NR21 8AF Royaume Uni']",,,,
68,Disney Star Wars Miniatures en chocolat blanc et au lait - Kinnerton - 37g,5010775187320,['Kinnerton'],['France'],"['Sucre', 'Beurre de Cacao', 'LAIT Écrémé en Poudre', 'Poudre de LAIT Entier', 'Masse de Cacao', 'Lactosérum en Poudre ', 'LAIT', 'Graisses Végétales ', 'Palmiste', 'Karité', 'Sal', 'Noyaux de Mangue', 'Illipé', 'Kokum Gurgi dans des proportions variables', 'Huile de Beurre ', 'LAIT', 'Émulsifiants ', 'Lécithine de SOJA', 'Polyricinoléate de Polyglycérol', 'Arôme Vanille']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien']",4,2240,?,2240 kj(535 kcal),"29,8","18,3","60,5","59,9",6,"0,23","0,092",E,,37 g,"['Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Produits sous license']","['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans fruits à coque']",,,"['Lait', 'Soja']",29.8 g,en quantité élevée,18.3 g,en quantité élevée,59.9 g,en quantité élevée,0.23 g,en faible quantité,+47%,,+43%,+121%,+156%,+12%,+68%,+38%,-0%,-0%,27,+78%,E,+78%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Grande-Bretagne'],,,,
69,Calendrier de l'avent en chocolat au lait Dora l'exploratrice - Sans marque - 65g,5010775187443,"['Sans marque', 'KCL', 'Zetar']",['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'émulsifiants ', 'lécithine de soja', 'polyglycérol', 'polyricinoléate', 'arôme de vanille']",['E322i - Lécithine'],['Non végétalien'],4,2247,?,2247 kj(537 kcal),"30,1","19,2","59,7","57,7",6,"0,13","0,052",E,,65 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent""]","['Sans arômes artificiels', 'Fabriqué en Allemagne']",['Noz'],,"['Lait', 'Soja']",30.1 g,en quantité élevée,19.2 g,en quantité élevée,57.7 g,en quantité élevée,0.13 g,en faible quantité,+1%,,+5%,+3%,+10%,+6%,+12%,+1%,-32%,-32%,26,+4%,E,+4%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Allemagne'],,,,
70,Calendrier de l'Avent au chocolat au lait avec surprises Hello Kitty - Kinnerton - 130g,5010775187481,['Kinnerton'],['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'graisses végétales ', 'huile de palmiste', 'karité', 'sal', 'noyaux de mangue', 'illipé', 'kokum gurgi en proportions variables', 'émulsifiants ', 'lécithine de soja', 'polyglycérol', 'polyricinoléate', 'arôme']",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien']",4,2195,?,2195 kj(525 kcal),"28,6","17,1","60,6","59,7","5,4","0,28","0,112",E,,130 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent""]",,['Noz'],['Huile de palme'],"['Lait', 'Soja']",28.6 g,en quantité élevée,17.1 g,en quantité élevée,59.7 g,en quantité élevée,0.28 g,en faible quantité,-2%,,+2%,-2%,-2%,+8%,+16%,-9%,+46%,+46%,27,+8%,E,+8%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Royaume-Uni'],,,,
71,Calendrier de l'Avent en chocolat au lait - La Reine des Neiges - 65g,5010775188228,"['La Reine des Neiges', 'Disney']",['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'émulsifiants ', 'lécithine de soja', 'polyglycérol', 'polyricinoléate', 'arôme de vanille']",['E322i - Lécithine'],"['Non végétalien', 'Végétarien']",4,2247,?,2247 kj(537 kcal),"30,1","19,5","59,7","57,7",6,"0,13","0,052",E,,65 g,"['Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent"", 'Produits sous license']","['Végétarien', 'Sans arômes artificiels', 'Fabriqué en Allemagne']",['Carrefour City'],,"['Lait', 'Soja']",30.1 g,en quantité élevée,19.5 g,en quantité élevée,57.7 g,en quantité élevée,0.13 g,en faible quantité,+48%,,+43%,+123%,+173%,+10%,+62%,+38%,-44%,-44%,26,+71%,E,+71%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Allemagne'],,,,
72,Signature Chocolat au Lait - Magnum,5010775190306,['Magnum'],['France'],"['Sucre', 'pâte de beurre de LAIT entier en poudre', 'LAIT écrémé en poudre', 'émulsifiant ', 'lécithine de SOJA', 'arôme', ' ** Vérifié Rainforest Alliance', ' Chocolat au lait : cacao 38% minimum', ' Signature Chocolate = Le Chocolat by Magnum', ' CLASSIC - Intense milk chocolate = CLASSIC -chocolat au lait intense', ' Pour les ALLERGÈNES', 'voir les ingrédients écrits en MAJUSCULES', ' Convient aux végétariens', ' A conserver dans un endroit frais et sec']",['E322i - Lécithine'],"['Non végétalien', 'Végétarien']",4,?,535,2238 kj(535 kcal),32,20,52,51,"6,8","0,13","0,052",,,,,,"['Végétarien', 'Rainforest Alliance']",,,"['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Magnum signature chocolate blanc - 90g,5010775190320,['Magnum'],['France'],[],,[],,?,557,2330 kj(557 kcal),?,20,?,59,"5,3","0,2","0,08",,,90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Magnum Signature Chocolate Dark Mini,5010775190337,,['France'],[],,[],,?,533,2230 kj(533 kcal),"33,9","20,4","47,2","44,5","5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Star Wars Choc Bars 72 / 30 - Kinnerton,5010775191044,['Kinnerton'],['France'],"['DVSUNO', "" 6 MALKECHOKOtADf BAR' BAW invedeenwr"", ' Sukket/ Societ', 'S""M4tV l•rret Vatie ', 'MALKI/ Iortad Vassie ', 'MOJIKY Iviet Sal', ' Mango\\srrw Ilhpe y Vewt*bès', 'tt ', ' Alectfin', 'CSO* V Arma', '"" Vantti&tottv\' \'ven annat enr*oidet nunst ZS og manst 14 tr«\'0iôer mendst thi0dSt 14 M i oeAr/t tn t« i Ôeet• i et to tra • Oden mem t\'Aagoaôe t\'a podukte ut•n nottet beO • »es', ""eh CPBtVAR EMBAUAGEN ru FOR TA VARE PA EMBAUASJEN FOR SENERt BRtx ARTIKELNUMMER:AlSOtt BEMARK: Bern ber t' hi&lp"", ' ved btug at sas', ""' OBS bam bu ti MERK barn ber ti h"", 'elp wd brui av sas']",,[],,?,525,2197 kj(525 kcal),"28,6","17,1","60,6","59,7","5,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Magnum Signature Milk Chocolate Thins Classic,5010775191563,['Magnum'],['France'],"['Sucre', 'pâte de cacao **', 'beurre de cacao * LAIT entier en poudre', 'LAIT écrémé en poudre', 'émulsifiant ', 'lécithine de SOJA', 'arôme', ' Cacao 38% minimum', ' À conserver dans un endroit frais et sec']",,[],,?,537,2247 kj(537 kcal),31,18,56,52,"7,2","0,06","0,024",,,,,,,,,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Magnum Signature Dark Chocolate Thins Mint,5010775191587,['Magnum'],['France'],[],,[],,?,526,2201 kj(526 kcal),33,20,48,46,"5,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Calendrier de l'Avent en chocolat au lait - Kinnerton - 90g,5010775192201,['Kinnerton'],['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'graisse végétale ', 'palmiste', 'karité', 'sal', 'noyau de mangue', 'illipé', 'kokum gurgi en proportions variables', 'émulsifiants ', 'lécithine de soja', 'polyglycérol polyricinoléate', 'arôme de vanille']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien', 'Végétarien']",4,2195,?,2195 kj(525 kcal),"28,6","17,1","60,6","59,7","5,4","0,28","0,112",E,,90 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent""]","['Végétarien', 'Sans arômes artificiels', 'Sans matière grasse hydrogénée']",,['Huile de palme'],"['Lait', 'Soja']",28.6 g,en quantité élevée,17.1 g,en quantité élevée,59.7 g,en quantité élevée,0.28 g,en faible quantité,-2%,,+2%,-2%,-2%,+8%,+16%,-9%,+46%,+46%,27,+8%,E,+8%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,
79,Forme Sabre laser rempli de chocolats - Kinnerton - 136g,5010775192423,['Kinnerton'],['France'],"['sucre', 'beurre de cacao', 'poudre de LAIT entier', 'pâte de cacao', 'lactosérum en poudre ', 'LAIT', 'matières grasses végétales ', 'palmiste', 'karité', 'sal', 'noyaux de mangue', 'illipé', 'kokum gurgi en proportions variables', 'émulsifiants ', 'lécithine de SOJA', 'polyricinoléate de polyglycérol', 'arôme vanille']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien', 'Végétarien']",4,2195,?,2195 kj(525 kcal),"28,6","17,1","60,6","59,7","5,4","0,28","0,112",E,Oeufs creux en chocolat au lait,136 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']","['Végétarien', 'Sans arômes artificiels', 'Sans matière grasse hydrogénée', 'Sans fruits à coques']",,,"['Lait', 'Soja']",28.6 g,en quantité élevée,17.1 g,en quantité élevée,59.7 g,en quantité élevée,0.28 g,en faible quantité,-5%,,-5%,-16%,-21%,+12%,+13%,-24%,+20%,+20%,27,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Norfolk', 'Royaume-Uni']",,,,
80,Magnum Signature Milk Chocolate Egg + 3 Minis,5010775192744,,['France'],[],,[],,?,541,2264 kj(541 kcal),31,19,56,53,"6,9","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Chocolat,5010775193819,,['France'],[],,[],,?,525,2197 kj(525 kcal),29,17,61,60,"5,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Tasse en céramique avec un oeuf au chocolat au lait - Kinnerton - 45g,5010775195707,"['Kinnerton', 'My Little Pony']",['France'],"['Sucre', 'beurre e cacao', 'poudre de LAIT entier', 'pâte de cacao', 'lactosérum en poudre ', 'LAIT', 'matières grasses végétales ', 'palme', 'karité', 'sal', 'noyaux de mangue', 'illipé', 'kokum gurgi dans des proportions variables', 'émulsifiants ', 'lécithine de SOJA', 'polyricinoléate de polyglycérol', 'arôme de vanille']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Huile de palme', 'Non végétalien', 'Végétarien']",4,2195,?,2195 kj(525 kcal),29,17,61,60,"5,4","0,28","0,112",E,Oeuf creux en chocolat au lait,45 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux', 'Produits sous license']","['Végétarien', 'Sans arômes artificiels', 'Sans matière grasse hydrogénée', 'Sans fruits à coques']",['Cora'],,"['Lait', 'Soja']",29 g,en quantité élevée,17 g,en quantité élevée,60 g,en quantité élevée,0.28 g,en faible quantité,-5%,,-5%,-14%,-22%,+13%,+13%,-24%,+20%,+20%,27,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Grande Bretagne', 'Royaume Uni']",,,,
83,Magnum Signature Chocolate Orange,5010775196018,['Magnum'],['France'],[],,[],,?,538,2251 kj(538 kcal),32,19,53,52,"7,3","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Magnum Signature Chocolate Espresso,5010775196032,,['France'],[],,[],,?,547,2289 kj(547 kcal),34,21,49,45,7,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Magnum Signature Chocolate Caramel Crunch & Sea Salt - Unilever,5010775196049,['Unilever'],['France'],['Nutrition information /'],,[],,?,531,2222 kj(531 kcal),31,19,53,51,"7,2","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Fusilli - Cook Italian - 500g,5010793378892,['Cook Italian'],['France'],['100% semoule de blé dur'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1480,?,1480 kj(354 kcal),"1,3","0,3","71,2","2,6",11,~ 0,0,C,,500 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']","['Végétarien', 'Fabriqué en Italie']",,,['Gluten'],1.3 g,en faible quantité,0.3 g,en faible quantité,2.6 g,en faible quantité,0 g,en faible quantité,-2%,,-1%,-35%,-32%,+2%,-17%,-12%,-100%,-100%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Italie'],,,,
87,Sliced carrots - Garden Pride,5010793379028,['Garden Pride'],['France'],"['Ascorbic add', ' Store in a dry place Once opened', 'transferunused Witents into a non-metallic container', 'coverand refigerate', ' Consume within 2 days', ' Best before end: see end of can', ' Fat Produced in the EU for Garden Pride', 'a registered trademark of LDH ', 'La Doria', ' Ltd', 'Alconbury', 'Huntingdon', 'Cambst PE28 4WX', ' wmw', 'ldhltd', 'com Drained Net Weight Weight STEEL CAN & 200gel PAPER LABEL Widety recycled']",,[],,?,20,84 kj(20 kcal),1,"0,5","3,5","2,7","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Polish Doktorska - Morliny - 450g,5010801004775,"['Morliny', 'Smithfield food']",['France'],"['Mechanically seperated turkey ', '58%', 'water', 'turkey skin ', '14%', 'modified starch', 'salt', 'soya protein', 'stabiliser: polyphosphates', 'spice extracts', 'flavour enhancer: monosodium glutamate', 'flavourings', 'spices ', 'contain mustard', 'glucose', 'preservative: sodium nitrite']","['E14XX - Amidons modifiés', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,722,?,722 kj(173 kcal),13,"4,2","1,9","0,2",12,"1,9","0,76",,Cooked and seasoned poultry product with added soya protein,450 g,"['Sachet plastique', 'Plastique', 'Frais']","['Viandes', 'Charcuteries', 'en:Saucissons de volaille']",,,,"['Moutarde', 'Soja']",13 g,en quantité modérée,4.2 g,en quantité modérée,0.2 g,en faible quantité,1.9 g,en quantité élevée,-25%,,-33%,-33%,-42%,+29%,-75%,-36%,-20%,-20%,14,-12%,D,-12%,,,,,,,,['Pologne'],['PL 28070501 WE'],,,
89,Double Dragon Ale - Felinfoel - 1,5010814000061,['Felinfoel'],['France'],[],,[],,?,?,,?,,?,,?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Mrs. Crimble's Cheese Bites Tomato, Olive & Oregano",5010822110219,,['France'],[],,[],,?,446,1866 kj(446 kcal),15,"7,2",63,"0,5",15,"2,8","1,12",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
