,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,origin_detail,manufacturing,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,markets,ingredients_origins,link,brand_owner,producer_info,generic_name,palm_ingredients
677,Dolci & decori cocco macinato - Carrefour,8012666033539,['France'],[],[],?,673,2816 kj(673 kcal),64,60,11,"6,8","7,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,['Carrefour'],,,,,,
678,Tuna light Standard - 250g,0883298614353,['France'],[],[],?,70.5882,295 kj(70 kcal),"15,294","1,176",0,0,"21,176","1,029","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Chocolat avec édulcorant,3367279099980,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Maple Syrup,4099100135596,['France'],[],[],?,366.6667,1534 kj(366 kcal),0,0,"86,667","86,667",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Orange Gelatin Powder,0812125002292,['France'],[],[],?,320,1339 kj(320 kcal),0,0,80,80,8,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Old-Fashioned Fruit Crisp Mix,0041498200008,['France'],[],[],?,371.4286,1554 kj(371 kcal),"1,429",0,"82,857","42,857","5,714","1,429","0,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Cauliflower gnocchi,9345715000350,['France'],[],[],?,95.6,400 kj(95 kcal),"0,6","0,1","19,8","1,8","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Minéralsève,3770017569032,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Latte alta dig ps esl fcb,8054395000949,['France'],[],[],?,48,201 kj(48 kcal),"1,6","1,1","5,2","5,2","3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Moulin a. Vent,3760014287565,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Bêtises de cabrai bonbon,3048461851219,['France'],[],[],?,385,1611 kj(385 kcal),"0,5","0,01","96,2",78,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Pâte à tartiner à la noix de coco,3770014534095,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Froop Maracuja - Müller - 150g,4025500267476,"['France', 'Allemagne']",[],[],432,102,432 kj(102 kcal),"2,3","1,5","15,6","14,7","3,9","0,18","0,072","['DE BY-718 EG', 'DE SN-016 EG']","['Edition limitée', 'Sans conservateurs']",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts multifruits']",2.3 g,en faible quantité,1.5 g,en quantité modérée,14.7 g,en quantité élevée,+13%,+6%,+10%,-17%,-18%,+21%,+20%,+10%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,150 g,['Plastikbecher'],"['Müller', 'Froop']",,,,,0.18 g,en faible quantité,+48%,+48%,3,+19%,C,+19%,,['Edeka'],,https://www.muellermilch.de/produkte/froop/froop-limitiert/maracuja-orange,,,,
690,Infusion mangue ananas,3760317901588,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,A propolis pastille thym et miel,4250424159280,['France'],[],[],?,214,895 kj(214 kcal),"0,2","0,1","2,5","0,1","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Gusto alla vita farina di cocco,8001735006499,['France'],[],[],?,858,3590 kj(858 kcal),84,58,8,8,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Filone multicereali semi di lino e girasole,8003890851518,['France'],[],[],?,292,1222 kj(292 kcal),6,"0,9",46,4,9,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Ande semi di sesamo,8032836360241,['France'],[],[],?,272,1138 kj(272 kcal),"3,9","0,6","48,4","7,3","8,5","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Amaretti,8005024102046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Protein Energy,4051895022048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Paille à la framboise,0209384019619,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Collagen powder,5056307363022,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Probios mirtillo selvatico Fruits,8018699017157,['France'],[],[],?,141,590 kj(141 kcal),"0,5","0,1",31,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Frullato biologico mela pesca e mango,8013455960227,['France'],[],[],?,50,209 kj(50 kcal),"0,1","0,01","12,5","12,5","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Jambon cuit sans sel nitrité,2403395025654,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Immunité collagen vital,3770008545069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Detox Mix,5400706206280,['France'],[],[],?,281.1,1176 kj(281 kcal),"3,7","1,3","48,7","12,8","17,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Pasta Perline N 24 KG 1, Sacchetto",8007066010242,['France'],[],[],?,357,1494 kj(357 kcal),"1,4","0,3",73,3,"11,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Oeuf licorne,3120479015477,['France'],[],[],?,540,2259 kj(540 kcal),32,20,57,56,"6,1","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Farina + lievito,8009355000217,['France'],[],[],?,14,59 kj(14 kcal),"0,6","0,2",77,"0,8","1,05",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Pain au chocolat x10,0203323018374,['France'],[],[],?,405,1695 kj(405 kcal),23,11,40,11,"8,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Babka citron,3760013725266,['France'],[],[],?,417,1745 kj(417 kcal),19,"5,1",58,34,"4,4","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Uova di quaglia fresche,8006925000035,['France'],[],[],?,151,632 kj(151 kcal),11,"4,2","0,5","0,5",13,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Pizza quatre fromages,4056489223023,['France'],[],[],?,215,900 kj(215 kcal),"9,4","5,5","20,7","3,3","10,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Vitamin c,0810028760141,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Confiture de noix de Savoie aux poires,3770014306234,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Filets de sardines,4056489362524,['France'],[],[],?,195,816 kj(195 kcal),15,"3,1","0,4","0,4",15,"1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Jambon,990530101046660999,['France'],[],[],?,115,481 kj(115 kcal),"3,2",1,"0,5","0,5",21,"1,4","0,56",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Céréales Bar - Salted Caramel,5056379536935,['France'],[],[],?,326,1364 kj(326 kcal),"7,7","3,3",40,"9,9",15,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Palet normand - MAKABI,3267031099121,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,7867408462,7867408462,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Bonbon sans sucre à la stévia cerise - MAKABI,8410805016816,['France'],[],[],?,247,1033 kj(247 kcal),"1,2","0,39",98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Tea drink,8718868063717,['France'],[],[],?,382,1598 kj(382 kcal),0,0,94,94,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,CHİCKEN BURGER MELEK,5902082411598,['France'],[],[],?,186,778 kj(186 kcal),11,"4,4","9,2","0,7",16,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Yaourt brassé,3760291130004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Chocolat noir 58% friture sèche,3386941203951,['France'],[],[],?,548,2293 kj(548 kcal),"39,1","24,4","37,1","33,5","6,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Orangettes,3386941200110,['France'],[],[],?,459,1920 kj(459 kcal),"22,2","13,3","56,8","54,4","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Vita energy,5060415910979,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Poké bowl,4056489362463,['France'],[],[],?,134,561 kj(134 kcal),"1,8","0,3",24,5,"4,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Confiture Fermière,3515580000175,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Viva la prugna - Noberasco,8005120210331,['France'],[],[],?,250,1046 kj(250 kcal),"0,3","0,1",57,39,"1,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Noberasco'],,,,,,,,,,,,,,,,,,,,
728,Rexim Lakritz Konfekt Sticks,4009211032554,['France'],[],[],?,356,1490 kj(356 kcal),"1,5","1,2",83,54,"2,7","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Vinaigrette à l’huile d’olive,3380380094323,['France'],[],[],?,231,967 kj(231 kcal),24,3,"2,8","2,6","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Entrecôte,3181238975807,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,"panier gourmand - e.ĺeclerc - 0,390kg",2100000369393,['France'],"['farine de blé au crème pâtissière 16,5 pourcents eau de source amidon modifié lait écrémé en poudre graisse végétale de palme non homologene apaisant de 412 e471 arôme naturel colorant beurre 16 % de 5 de corps 3 % sucre graisse de palme sucre levure gluten de blé œuf sel 472 agents de traitement']",[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,390kg",['Plastique'],['e.ĺeclerc'],,,,,,,,,,,,,,,,,,,,
732,Tarte aux Légumes du soleil,1900000014009,['France'],[],[],?,389,1628 kj(389 kcal),13,"6,6",20,"2,1","5,6","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Cookie beurre de cacahuete,3760339400328,['France'],[],[],?,642,2686 kj(642 kcal),"32,7","14,4","47,9","21,5","9,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Cookie coeur framboise,3760339400311,['France'],[],[],?,531,2222 kj(531 kcal),24,"12,8","46,2","18,5","6,8","0,425","0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Elisir du tartufo bianco,8033993043862,['France'],[],[],?,826,3456 kj(826 kcal),"91,82","12,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Fromage frais aux fruits,0205853005121,['France'],[],[],?,72,301 kj(72 kcal),"0,5","0,5",12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Cuisse poulet,2494463015813,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Protein Crepe Salted Caramel,5600961126099,['France'],[],[],?,380,1590 kj(380 kcal),"5,3","1,8",47,"4,9",36,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Protein Crepe Chocolate Hazelnut,5600961126082,['France'],[],[],?,387,1619 kj(387 kcal),"5,7","2,2",47,"4,7",37,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Anchoix a l’huile d’olive extra vierge,3660902005793,['France'],[],[],?,245,1025 kj(245 kcal),17,"2,5","9,2","1,9",23,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,La mousse au chocolat noir PEROU,9229131711000,['France'],[],[],?,347,1452 kj(347 kcal),27,18,19,18,"6,3","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Vivident Xylit White Stick,80679202,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,10 Capsule Compatibili Nespresso Gimoka Vellutato,8003012001722,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,French Toast Stick Original,4099100094855,['France'],[],[],?,281.8182,1179 kj(281 kcal),"13,636","1,818","36,364",10,"4,546","0,773","0,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Les mets de Provence délice de poivrons rouge,37158367,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,"Girasoli à la tomate grillée, mozzarella et basilic",8006013989044,['France'],[],[],?,277,1159 kj(277 kcal),13,7,30,"6,6",10,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Saumon fumé,5414646029748,['France'],[],[],?,186,778 kj(186 kcal),10,"1,5","0,2","0,2",24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Le bon vegetal, hache cru de soja",2689750026706,['France'],[],[],?,165,690 kj(165 kcal),"7,9","2,9","3,6",1,"17,3",1,"0,4",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Crêpes dentelle chocolat noir,3535800005346,['France'],[],[],?,485,2029 kj(485 kcal),21,13,65,46,"5,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Filets de saumon fumé,2429653050381,['France'],[],[],?,1040,4351 kj(1040 kcal),19,"2,6","0,5","0,5","19,8","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Betterave en dés,3112940717454,['France'],[],[],?,31,130 kj(31 kcal),"0,1",0,"5,2","4,2",1,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,['Couvercle en métal'],,,,,,,,,,,,,,,,,,,,,
752,Filet tranché de dinde,2276702030449,['France'],[],[],?,?,,?,,?,,?,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,"Risotto de fregola sarda, céléri & crème de cantal - Seazon",3701456316338,['France'],[],[],?,139,582 kj(139 kcal),6,4,13,1,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,,,,,,,
754,4 filets de sole mer du nord,0201736110074,['France'],[],[],?,82,343 kj(82 kcal),"1,4","0,3","0,3","0,25","17,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Tram. gluten Free Ton / Po. gr. 150,8002980002908,['France'],[],[],?,289,1209 kj(289 kcal),20,"2,3",15,"2,3","10,1","1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Gouda au cumin,0214144026110,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Saucisse sèche courbe Héritage,3339720410279,['France'],[],[],?,400,1674 kj(400 kcal),28,"9,5","3,9","2,7",33,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Araignee de porc,0261527033982,['France'],[],[],?,1,4 kj(1 kcal),"24,2","8,1",11,6,"14,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Vignes hautes,3330930280263,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Tarte Citron decsicile decongelee,2891269021329,['France'],[],[],?,383,1602 kj(383 kcal),16,"9,4",54,32,"6,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Ashwagandha,5055950612891,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Great granola,5430000408066,['France'],[],[],?,433,1812 kj(433 kcal),"21,8","2,9","47,1","7,6","12,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Truite fumée du Vourzac,3760016420021,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Cumin Noir D'egypte Bio,4031192149112,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Soba,4974516008903,['France'],[],[],?,341,1427 kj(341 kcal),"1,7","0,5","68,9","2,5","12,6",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Banana gelato alla frutta,8025916300053,['France'],[],[],?,178,745 kj(178 kcal),"7,8","7,1","23,6","22,5","3,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Poudre de cynorrhodon,3770015399143,['France'],[],[],?,224,937 kj(224 kcal),"1,6",0,49,18,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Chunky spicy chicken soup,821290870370038900295,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Sarrasin grillé,3111952030070,['France'],[],[],?,323,1351 kj(323 kcal),"2,3",0,56,0,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Pave Campagne 400g,,['France'],[],[],?,247,1033 kj(247 kcal),"0,7","0,1",4,"1,3","9,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Korean crispy pancake mix,8801052035840,['France'],[],[],?,366.6,1534 kj(366 kcal),5,"1,3","70,2",0,"10,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Pâte à sucre,8719638165501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Hamburge vitello,8026451000309,['France'],[],[],?,145,607 kj(145 kcal),"8,3","3,3",13,"0,1","16,4","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Creme noisettes - La Vie Claire - 220g,3266191140117,['France'],"['Pâte de noisettes* 30%', 'sucre de canne', 'lait écrémé en poudre*', 'huile de tournesol“', 'inuline""', 'farine de riz*', 'beurre de cacao*', ' ""Ingrédients agricoles issus de l\'Agriculture Biologique', ' Peut contenir des traces de pistaches', 'amandes', ' noix de cajou']",['Non végétalien'],?,573,2397 kj(573 kcal),38,"4,9",46,28,11,"0,2","0,08",,"['Peu ou pas de sucre', 'Peu de sucre', 'Bio', 'Bio européen', 'Allégé en sucre', 'Moins 30% de sucre', 'AB Agriculture Biologique']",C,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",38 g,en quantité élevée,4.9 g,en quantité modérée,28 g,en quantité élevée,,+4%,+4%,+11%,-36%,-9%,-40%,+59%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,220 g,['Verre'],['La Vie Claire'],,,,3,0.2 g,en faible quantité,+92%,+92%,16,-22%,D,-22%,,,,,,,,
775,Saucisson sec,0380100002068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Chicken stock bouillon de poulet,8436000236958,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Poitrine fumee au bois de hetre,2869004045923,['France'],[],[],?,312,1305 kj(312 kcal),"27,3","8,3",0,0,"16,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,
778,Farine de noix de coco,3160920774706,['France'],[],[],?,356.5,1492 kj(356 kcal),"13,72","12,3","21,29","17,2","19,82","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Pad Thai Crevettes - 340g,4056489362432,['France'],[],[],?,195,816 kj(195 kcal),"9,8","1,5",21,14,"5,4","1,8","0,72","['FR 62.865.007 CE', 'Vitry-en-Artois (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,340 g,['Pot en carton'],,,,,,,,,,,,,,,,,,,,,
780,Chocolat BIO,4043651162396,['France'],[],[],?,543,2272 kj(543 kcal),"31,9",0,"55,6","54,9","7,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Confiserie au sucre cuit au miel,3760042510901,['France'],[],[],?,376,1573 kj(376 kcal),"0,5","0,1",94,66,"0,2","0,1","0,04","['EMB 71076S', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Optimum di albicocca italiana senza zuccheri aggiunti,8001440132247,['France'],[],[],?,54,226 kj(54 kcal),"0,1",0,12,12,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Premiere Training,4047777125310,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Pâte de fruits bonbon,0200244059509,['France'],[],[],?,303,1268 kj(303 kcal),0,0,74,48,"1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Cuisse de poulet,0278063024343,['France'],[],[],?,?,,?,,?,,?,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,chocolat,7622210928719,['France'],[],[],?,547,2289 kj(547 kcal),33,18,57,56,"5,2","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Hammurabi tortiglioni,8032605066657,['France'],[],[],?,347,1452 kj(347 kcal),"0,71","0,14",62,"3,7",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,lasagne,8719987638435,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
