,name,bar_code,eco_score,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,ingredients_origins,markets,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,traceability_code,link,additives,allergens,generic_name,palm_ingredients
515,beignets choco noisette,,,,,,['France'],[],[],,,,,,,?,,365,,1527 kj(365 kcal),,15,,"2,1",,47,,15,,"8,3",,,,,,,,,"0,77","0,308",,,,,,,,,,,,,,,,,,,,
516,naïti - choc'hola - 120g,90807,,"[""choc'hola""]",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,120 g,['Papier'],,,,,,,,,,,,,,,,,,
517,Thon blanc au naturel - Monoprix - 93g,50119196,E,['Monoprix'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons blancs', 'Thons au naturel']",['Thon blanc thon au naturel'],['France'],"['INFORMATIONS NUTRMONNELLES MOYENNES POUR 100 G DE PRODUIT ÉGOUTTÉ Energie Matières grasses dont saturées POIDS NET TOTAL: 132g 4,2g 1,2g 0g 580 kJ/138kcal']",[],4.2 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,580,-42%,138,-36%,580 kj(138 kcal),-36%,"4,2",-68%,"1,2",-54%,0,-100%,0,-100%,25,+6%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,1,"0,4",93g,['conserve métallique'],,['Monoprix'],1,1 g,en quantité modérée,+9%,+9%,1,-77%,B,-77%,,['29046G'],,,,,
518,Salade mechouia,3700604200598,,,,,['France'],[],[],,,,,,,?,,110,,460 kj(110 kcal),,"9,11",,"0,9",,6,,"2,5",,1,,,,,,,,,"1,74","0,696",,,,,,,,,,,,,,,,,,,,
519,Bonne maman,3608580776826,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Yaourt vache saveur citron vert - Naturéo,3701091700707,A,['Naturéo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B']",['France'],[],[],1.3 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,?,,75,-18%,314 kj(75 kcal),-17%,"1,3",-53%,0,-100%,12,-3%,10,-15%,"3,9",+10%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"0,15","0,06",,['Etui en carton'],,,,0.15 g,en faible quantité,+32%,+32%,0,-100%,B,-100%,,,,,,,
521,Yaourt vache saveur fraise - NaturéO,3701091700714,A,['NaturéO'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B']",['France'],[],[],1.3 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,?,,75,-18%,314 kj(75 kcal),-17%,"1,3",-53%,0,-100%,12,-3%,10,-15%,"3,9",+10%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"0,15","0,06",,['Etui en carton'],,,,0.15 g,en faible quantité,+32%,+32%,0,-100%,B,-100%,,,,,,,
522,Kéfir nature - Naturéo - 1L,3701091700653,,['Naturéo'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']","['Bio', 'Bio européen', 'FR-BIO-01', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'AB Agriculture Biologique']",['France'],[],[],3.7 g,en quantité modérée,2.5 g,en quantité modérée,3.7 g,en quantité modérée,?,,62,+13%,259 kj(62 kcal),+9%,"3,7",+62%,"2,5",+79%,"4,2",-18%,"3,7",-18%,3,-7%,,,,,,,,"0,1","0,04",1 L,['Bouchon en plastique'],,,,0.1 g,en faible quantité,-8%,-8%,14,+23%,E,+23%,,,,,,,
523,Rendelenmiş taze kaşar,4027394003987,,,,,['France'],[],[],,,,,,,?,,345,,1443 kj(345 kcal),,27,,19,,"2,3",,0,,23,,,,,,,,,"1,8","0,72",,,,,,,,,,,,,,,,,,,,
524,8720143126123,8720143126123,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Fenouil moulu - la vie Claire - 30g,3266191021836,,['la vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,30g,['Plastique'],['Turquie'],,,,,,,,,,,,,,,,,
526,Olio extravergine di oliva,8000201000030,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,14,0%,0,,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,0,0,,,,,,0 g,en faible quantité,-100%,-100%,6,-2%,C,-2%,,,,,,,
527,Le Cookie proteine,3518681010463,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,pizza - iglo - 365g,5000116125166,,['Iglo'],"['Plats préparés', 'Pizzas tartes salées et quiches']",,['France'],"['Farinha de trigo', 'água', 'queijo mozzarella ', '14%', ' ', 'leite', 'puré de tomate', 'fiambre ', '9%', ' ', 'carne de porco', 'sal', 'dextrose', 'estabilizadores: difosfatos e trifosfatos', ' antioxidantes: ascorbato de sódio', ' aroma natural', 'conservante: nitrito de sódio', ' aroma de fumo', 'ananás ', '8%', 'óleo de colza', 'levedura', 'concentrado de ananás', 'sal', 'açúcar', 'puré de alho', 'amido de milho', 'manjericão', 'orégãos', 'pimenta preta', ' Os Alergénios presentes na receita contém glúten e leite']",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,365g,['Plat'],,,4,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
529,cafe en grains - oxfam - Oxfam fair trade,5400164126052,E,['Oxfam'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']","['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-02']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,Oxfam fair trade,['paquet 1 kg'],,,,,,,,,,,,,,,,,,
530,Petites pains grillés blé complet,3411841142212,,,,,['France'],[],[],,,,,,,?,,379,,1586 kj(379 kcal),,6,,"0,6",,65,,"3,1",,"11,9",,,,,,,,,"1,55","0,62",,,,,,,,,,,,,,,,,,,,
531,FlAMMEKUECHE - Pierre Schmidt,3234510014814,,['Pierre Schmidt'],,,['France'],[],[],,,,,,,?,,238,,996 kj(238 kcal),,12,,"4,7",,24,,"3,2",,"7,8",,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
532,Persil émincé déshydraté,3256228099655,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,pommes de terre cuites à la vapeur - 500g,3281440000097,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,?,,75,-23%,314 kj(75 kcal),-24%,0,-100%,0,-100%,"15,8",-10%,"0,5",-9%,2,-1%,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"0,1","0,04",500 g,,,,,0.1 g,en faible quantité,-54%,-54%,-1,,A,,,,,,,,
534,Cuisse de canette sauce aux morilles - Agis - 280g,3366760046748,,['Agis'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",,['France'],"['Cuisse de canette ', 'origine : France', ' 42,9%', 'pomme de terre 23,2%', 'eau', 'CREME fraiche', 'COMTE 5,3%', 'BEURRE 2,1%', 'LAIT demi-écrémé', 'morilles réhydratées 1% ', 'eau', 'morilles 0,3%', 'Armagnac modifié 0,5%', 'maltodextrine', 'sel', 'arômes', 'LACTOSERUM en poudre', 'extrait de vin blanc', 'amidon de riz', 'épices et plante aromatique', 'LAIT en poudre riche en matières grasses', 'sucre', 'tomates', 'betterave rouge', 'graisse de poulet', 'épaississants : gomme xanthane - carraghénanes', 'amidon modifié de pommes de terre', 'colorant : caramel ordinaire', 'curcuma', "" Soit 21,4% de sauce à l'Armagnac et 35,7% d'écrasé de pomme de terre au Comté dans le produit"", "" 1 sachet de cuisse de canette de 180g + 1 coupelle d'écrasée de pomme de terre de 100g""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,280 g,['Surgelé'],,,4,,,,,,,,,,"['FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,"['E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a']",['Lait'],,
535,Nouilles instantanées en soupe - Noodle Master - 100g,77245274,,['Noodle Master'],"['Plats préparés', 'Soupes']",['DUVAL Foods'],['France'],"['Noodles 86', '4g soft wheat fiour 74', '2% palm ai ', 'contains antioidant E306', 'water', 'salt Seasoning 7 salt soft wheat ficur', 'flavour enhances E621', 'E627 and E631', 'sugar', 'maitodextm', 'Thai shrimp favour ', 'contains cnstaceans 4%', 'acidity regulator', ' E330', 'chilli powder', 'yeast extract hydrolysed vegetable protein ', 'containS soy', 'palm oil', 'pepper powder', 'colours E150a E160c an caking agent: E551 nanol', ' Ol 5g: sunflower oil ', 'contains antioxidant E306', 'garlic juice', 'colour', ' E160c', ' Dried egetables 1', '4g red pepper flakes', 'cabbege nst ater For allergens', 'including cereals containing gluten', 'see ingredients in bold', ' May confain sources of celery', 'milk ette Yum Food preparation based on soft wheat and seasoning tom yum shrimp flavor Ingrédients: Fideos 86 4g harina de trigo blanda 74', '2% acaite de palma ', 'contiene artioidante E306 agua sa mer haina de trigo blanda', 'potenciadores del sabor: E621', 'E627 y E631', 'azicar malodextrina', 'aroma de tamarones ', 'contiene crustáceos', ' 4%', 'regukidor de acidez E330', 'chile en poka leadra proteina vegetal hidrolizada ', 'contierie sojaj', 'acoite de palma', 'pimie antiagiomerante: E551 nano', ' Acete 5g aceite de girasol ', 'contiene anticaxidante: E306', 'jugo de ajo colorante E160c', ' erduras deshidralos1', '4 pimiento roja', 'repolio Ch en povo 020 Chi en polvo Para as agenos', 'mis bs careales LE antienen guten', 'vea los ingredientes en regta e préparc eaoà ebulitiom sttes legu mement et he pces Bemuer ets Camarón Tom Yum aroma peso neto: 1000 mpleo: Dmide agua en un ines y veiduras seC mento y el aceite', 'a 160e y E160e ken aysina Puede contener frazas de apio', 'leche Produit en Chine/Product of China /Producto en China Sun endroit hraiSe r/Manufacture REEN HOME FO00 5QINGFENG RO oOk NOODLENEES ww', 'GREENHOMER 6 923744306129 A consanmer de prerence avant le /Best belore/Coasuir jireforentemente skes de Numérs de lot/Lal nober/ rote de lole 21/02/202 F2 ZLJ19005D ar/Imported by/ OODS', ' Canoine Cartel Cens-Laval', 'Fra']",[],4.5 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,444,+104%,106,+86%,444 kj(106 kcal),+87%,"4,5",+132%,"1,9",+215%,13,+126%,0,-100%,"2,9",+32%,,,,,,,,"0,7","0,28",100 g,['sachet aluminium'],['Chine'],['Carrefour Market'],4,0.7 g,en quantité modérée,-19%,-19%,4,+144%,C,+144%,['Chine'],['N0.185'],6 923744 306129,"['E627 - Guanylate disodique', 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E551 - Dioxyde de silicium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols']",,,
536,Jambon à l’ancienne,2264752037396,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,['France'],[],[],7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,?,,161,+6%,674 kj(161 kcal),+6%,"7,9",+28%,"2,9",+20%,"0,5",+1%,"0,5",+3%,22,-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"1,9","0,76",,,,,,1.9 g,en quantité élevée,-3%,-3%,12,+23%,D,+23%,,"['EMB 29004', 'Bannalec (Finistère, France)']",,,,,
537,Sal Azul de Persia,8410721439645,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Soy sauce,6947593015483,,,,,['France'],[],[],,,,,,,?,,99,,414 kj(99 kcal),,0,,0,,"10,5",,"6,66",,"8,9",,,,,,,,,12,"4,8",,,,,,,,,,,,,,,,,,,,
539,Comté au lait cru,2200974034812,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,?,,427,+2%,1787 kj(427 kcal),+2%,35,+1%,23,+1%,1,+116%,0,-100%,27,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,76","0,304",,,,,,0.76 g,en quantité modérée,-9%,-9%,13,0%,D,0%,,,,,,,
540,Sauce dessert Chocolat,6191402801815,,,,,['France'],[],[],,,,,,,?,,317,,1326 kj(317 kcal),,"0,945",,"0,583",,"75,36",,"41,657",,"1,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,29102846,29102846,,,,,['France'],"['Spring Water Malted Barley ', 'contains Gluten', ' Hops Yeast', ' For allergens see ingredients in bold', ' Suitable for vegans SERVING Serve lightly chilled but not too cold to appreciate all the flavours', ' STORAGE Store in a cool', 'dry place', 'away from sunlight', ' BEST BEFORE END 10 2021 L202 96 Bow FO 5% VOL 500mle M2910 2846 S']",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Bottle'],,,,,,,,,,,,,,,,,,
542,Compote pomme banane,3263851983312,,,,,['France'],[],[],,,,,,,?,,60,,251 kj(60 kcal),,0,,0,,"13,4",,12,,"0,5",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
543,Pata Negra,8410415580752,,,,,['France'],[],[],,,,,,,?,,22,,92 kj(22 kcal),,6,,6,,9,,2,,1,,,,,,,,,20,8,,,,,,,,,,,,,,,,,,,,
544,Pates langue d’oiseau - 500g,8006434550816,,,,,['France'],[],[],,,,,,,?,,347,,1452 kj(347 kcal),,"1,5",,"0,3",,"70,3",,"4,5",,"6,5",,,,,,,,,"0,1","0,04",500 g,,,,,,,,,,,,,,,,,,,
545,Chocolat noir bio - Maison Bonange,3770016166133,E,['Maison Bonange'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Fabriqué en France']",['France'],[],[],42 g,en quantité élevée,25 g,en quantité élevée,28.6 g,en quantité élevée,?,,578,+4%,2418 kj(578 kcal),+4%,42,+7%,25,+8%,"36,3",-6%,"28,6",-10%,"9,1",+19%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"0,25","0,1",,,,,,0.25 g,en faible quantité,+435%,+435%,19,-10%,E,-10%,,,,,,,
546,Fondenti doppia menta,8006150200149,,,,,['France'],[],[],,,,,,,?,,380,,1590 kj(380 kcal),,0,,0,,95,,94,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
547,Madagascar,4006613002864,,,,,['France'],[],[],,,,,,,?,,531,,2222 kj(531 kcal),,30,,19,,58,,57,,"6,3",,,,,,,,,"0,22","0,088",,,,,,,,,,,,,,,,,,,,
548,Clementine,8432117315630,,,,,['France'],[],[],,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,1,,1,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
549,3401560265682,3401560265682,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Nibs,0056600806306,,,,,['France'],[],[],,,,,,,?,,140,,586 kj(140 kcal),,1,,"0,5",,32,,19,,1,,,,,,,,,"0,162","0,065",,,,,,,,,,,,,,,,,,,,
551,Honey balls - Delhaize,5400113655541,,['Delhaize'],,"['Nutriscore', 'Nutriscore B']",['France'],[],[],,,,,,,?,,375,,1569 kj(375 kcal),,"2,2",,"0,3",,80,,16,,"6,2",,,,,,,,,"0,71","0,284",,,,,,,,,,,,,,,,,,,,
552,3770001361079,3770001361079,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,0200160024537,0200160024537,,,,,['France'],"['COMTE 7 MOIS le Marché % Mt Gr sur produit fini : 28 Origine France', ' Fromage a pate pres cuite ', ""LAIT cru Fromagerie Vagne 39800 Poligny Date d'enbplg AcoTTT A coa 02-12-20 PRIXA PAYERE 3"", '74 A 09', '01 SPrix kg: 15,60 €/kg 0,240 kg Poids net: kg 0200160024537 APPELLATION D Market 6914AN RLLIEUY', 'LA PA onserver entre +2°C et+4°C']",[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Aucun']",,
554,Bee Bassac,3537670000995,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
555,6111246720080,6111246720080,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2416892058186,2416892058186,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Paupiettes au saumon et Saint-Jacques,4056489194941,,,,,['France'],[],[],,,,,,,?,,178,,745 kj(178 kcal),,12,,"1,4",,"2,7",,"1,9",,15,,,,,,,,,"0,68","0,272",,,,,,,,,,,,,,,,,,,,
558,Rocher chocolat,13976361,,,,,['France'],[],[],,,,,,,?,,555,,2322 kj(555 kcal),,36,,19,,51,,50,,"5,2",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
559,"Gigot d'agneau - L'Etal du Boucher - 2,059kg",2240015018517,,"[""L'Etal du Boucher"", 'Lidl']","['Viandes', 'Surgelés', 'Viandes surgelées', ""Viandes d'agneau"", ""Gigot d'agneau""]",,['France'],"[""Gigot d'agneau""]",[],9.4 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,539,-24%,129,-14%,539 kj(129 kcal),-14%,"9,4",+33%,"2,6",-5%,0,-100%,0,-100%,18,-5%,,,,,,,,"0,18","0,072","2,059 kg","['Plastique sous vide', 'Film en plastique']",['Nouvelle-Zélande'],['Lidl'],,0.18 g,en faible quantité,-82%,-82%,-2,-171%,A,-171%,['Nouvelle-Zélande'],"['FR 76.351.092 CE', 'Havre (Seine-Maritime, France)']",,,,,
560,Pain de mie,3760049798630,,,,,['France'],[],[],,,,,,,?,,1117,,4674 kj(1117 kcal),,5,,"0,7",,50,,"7,5",,"7,2",,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
561,3770005810146,3770005810146,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,3760084330482,3760084330482,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,3770004956746,3770004956746,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,4713653605343,4713653605343,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Mon cherie  cerise,8000500365687,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Jus de citron,8016438003027,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,?,,28,+4%,117 kj(28 kcal),+4%,"0,1",-30%,0,-100%,"6,5",+82%,"1,8",+8%,"0,4",+19%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,0,0,,,,,,0 g,en faible quantité,-100%,-100%,-4,,B,,,,,,,,
567,Olio extra vergine di oliva incartato oro cl,8012887002505,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,"13,8",-1%,0,,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,0,0,,,,,,0 g,en faible quantité,-100%,-100%,6,-2%,C,-2%,,,,,,,
568,Olives vertes dénoyautées,3425480160063,,,,['Bio'],['France'],[],[],,,,,,,?,,149,,623 kj(149 kcal),,"15,23",,"2,04",,"0,38",,"0,33",,"1,24",,,,,,,,,"4,2","1,68",,,,,,,,,,,,,,,,,,,,
569,Miel de fleurs,3760097451228,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
570,08945230,08945230,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Doonuts pépites chocolat,9158130414363,,,,,['France'],[],[],,,,,,,?,,450,,1883 kj(450 kcal),,24,,"3,4",,55,,1,,"5,4",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
572,Mélange Forestier,4056489278146,,,,,['France'],[],[],,,,,,,?,,22,,92 kj(22 kcal),,"0,5",,"0,1",,"2,1",,"0,7",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Echine allumette nature - éleveurs identifiés - 223kg,2248082023946,,['éleveurs identifiés'],,,['France'],"['sel', 'dextrose', 'arômes naturels', 'antioxygene', 'E316', 'co', 'servateurs E250,']",[],,,,,,,1059,,255,,1059 kj(255 kcal),,21,,"7,8",,"1,2",,0,,17,,,,,,,,,2,"0,8",223 kg,['Plastique'],['80800'],['grand frais'],4,,,,,,,,,['villers Bretonneux'],"['FR 80.799.001 CE', 'Villers-Bretonneux (Somme, France)']",,['E316 - Érythorbate de sodium'],,,
574,Paupiette de veau,4056489360216,,,,,['France'],[],[],,,,,,,?,,191,,799 kj(191 kcal),,"13,5",,"5,6",,"0,5",,"0,5",,"16,5",,,,,,,,,"1,2","0,48",,['Film en plastique'],,,,,,,,,,,,,,,,,,
575,Tarallini,8028116028161,,,,,['France'],[],[],,,,,,,?,,468,,1958 kj(468 kcal),,20,,"2,8",,61,,"1,3",,"9,9",,,,,,,,,"2,4","0,96",,,,,,,,,,,,,,,,,,,,
576,Selezione cocodi sfoglia gialla uova grandi fresche -,8010053047510,D,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées au sol']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,
577,Trofie caserecce,8003007816485,,,,,['France'],[],[],,,,,,,?,,367,,1536 kj(367 kcal),,"1,5",,"0,6",,"75,5",,"1,3",,12,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
578,Les Moelleux,3665707000189,,,,,['France'],[],[],,,,,,,?,,350,,1464 kj(350 kcal),,"0,1",,0,,85,,65,,0,,,,,,,,,"0,4","0,16",,,,,,,,,,,,,,,,,,,,
579,Lamelles de truffes d'été,4056489277668,,,,,['France'],[],[],,,,,,,?,,554,,2318 kj(554 kcal),,"59,3",,"6,5",,"0,7",,"0,1",,"2,1",,,,,,,,,"0,54","0,216",,,,,,,,,,,,,,,,,,,,
580,Stracchino,8007222502543,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],[],27 g,en quantité élevée,19 g,en quantité élevée,1.6 g,en faible quantité,?,,314,-5%,1314 kj(314 kcal),-4%,27,+2%,19,+7%,"2,6",+115%,"1,6",+116%,14,-31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"0,9","0,36",,,,,,0.9 g,en quantité modérée,-31%,-31%,11,-20%,D,-20%,,,,,,,
581,Biscotti tradizionali,8001122004022,,,,,['France'],[],[],,,,,,,?,,489,,2046 kj(489 kcal),,"21,7",,"10,2",,"66,4",,"23,2",,"6,9",,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
582,10646738,10646738,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
