,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
36,Pepsi Max sans cafeine,4060800162991,,,,,['Pepsi'],,,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,"0,1",,0,,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
37,Poulet basquaise & son riz -  - 300g,3299512161935,D,,300 g,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet', 'Poulets basquaise']",,['France'],"['Riz précuit 35,1 %', 'viande de poulet* 28% précuite ', 'sel', 'acidifiant : citrate de sodium', 'poivrons 9,1 % ', 'eau', 'tomates 8,1 %', 'oignons 6,1%', 'concentré de tomate', 'amidon transformé de maïs', 'huile de colza', 'sel', 'ail déshydraté', 'thym', 'piment de Cayenne']","['E331 - Citrates de sodium', 'E14XX - Amidons modifiés']",,[],4,3 g,en quantité modérée,0.5 g,en faible quantité,1 g,en faible quantité,0.75 g,en quantité modérée,?,,107,-8%,448 kj(107 kcal),-7%,3,-20%,"0,5",-43%,"13,1",+15%,1,-44%,"6,5",-14%,"0,75",-13%,"0,3",-13%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,"['FR 12.202.001 CE', 'Rodez (Aveyron, France)']",,,,,,,
38,Cakes fourrés chocolat sans gluten x 7 - Marque Repère - 210g,3564700886977,,,210 g,,"['Marque Repère', 'Chaque Jour Sans Gluten']",,['en:gluten-free'],['France'],"['Œufs ', ' sucre ', ' huile de colza ', ' stabilisant : glycérol ', ' fécule de pomme de terre ', ' farine de riz ', ' sirop de glucose ', ' eau ', ' chocolat en poudre 5% ', 'sucre', 'poudre de cacao', ' ', ' lait écrémé concentré sucré ', ' amidon ', 'riz', 'maïs', ' ', ' arômes naturels ', 'dont alcool', ' ', ' poudres à lever : E500', 'E450 ', ' amidon modifié de maïs ', ' dextrose ', ' sel ', ' extrait de cacao ', ' gélifiant : pectines ', ' émulsifiant : E471 ', ' épaississant : E466']","['E422 - Glycérol', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E440 - Pectines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose']",['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,1673,,?,,1673 kj(400 kcal),,17,,"1,6",,57,,26,,4,,"0,9",,"0,36",,,,,,,,,,,,,,,['Leclerc'],,,,,,
39,Ciboulette - Leader Price - 5g,3263850315091,,,5 g,,['Leader Price'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,
40,8024884247612,8024884247612,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
41,Te Verde Puro Horminans - Hornimans - 30g,8410091062993,B,,30 g,['Producto'],['Hornimans'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'es:Infusiones relajantes']",,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
42,Pépito chocolat au lait - LU,7622210746795,D,,,,['LU'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Sablés nappés de chocolat', 'Biscuits au chocolat au lait']",,['France'],"['Farine de blé 51 %', 'chocolat au lait 27 % [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses vegétales ', 'paime et karité en proportions variables', 'beurre pâtissier', 'emulsifiants ', 'lécithine de soja', 'E476', 'lactose ', 'de lait', 'arôme]', 'huile de palme', 'sucre', 'lactosérum en poudre ', 'de lait', 'noix de coco', 'sirop de glucose-fructose', 'sel', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", ""correcteur d'acidité "", 'orthophosphate monocalcique', 'arômes', ' Peut contenir euf', 'fruits à coque', 'sésame']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,12 g,en quantité élevée,30 g,en quantité élevée,0.69 g,en quantité modérée,?,,491,-2%,2054 kj(491 kcal),-2%,22,-8%,12,0%,65,+4%,30,+10%,"7,3",+5%,"0,69",-8%,"0,276",-8%,25,+16%,E,+16%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,['Huile de palme'],,,
43,Frites de poulet - Maitre Coq,3230890865824,,,,,['Maitre Coq'],,['en:palm-oil-free'],['France'],[],,,['Sans huile de palme'],,,,,,,,,,?,,296,,1238 kj(296 kcal),,20,,"4,2",,16,,"0,8",,12,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
44,Véritable Petit beurre Pocket - Lu - 300g,07416996,B,,300 g,['Carton'],['Lu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres', 'Gâteaux secs']",,['France'],"['Farine de blé 73 %', 'sucre', 'beurre 13 %', 'lait écrémé en poudre', 'sel', 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', ""correcteur d'acidité "", 'acide citrique', 'arômes']","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,12 g,en quantité modérée,7.5 g,en quantité élevée,23 g,en quantité élevée,1.39 g,en quantité modérée,?,,435,-8%,1820 kj(435 kcal),-8%,12,-37%,"7,5",-22%,72,+10%,23,-16%,8,+26%,"1,39",+124%,"0,556",+124%,20,-3%,E,-3%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,['Clamart France'],,,['Blé français'],,,,,
45,Asia noodles curry - Knorr - 70g,8714100397459,,,70 g,['Pot'],['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,225,-25%,941 kj(225 kcal),-25%,12,+3%,"5,2",-1%,25,-38%,1,-59%,"3,3",-48%,"1,9",-27%,"0,76",-27%,,,,,,,,,,,,,,,,,,,,
46,Saumon fumé Ecosse - Auchan,3596710465811,E,,,,['Auchan'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Nutriscore', 'Nutriscore D']",['France'],[],,,[],,10 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,?,,181,-5%,757 kj(181 kcal),-5%,10,-10%,"1,5",-30%,"0,5",+1%,"0,5",+40%,22,-0%,3,+4%,"1,2",+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 76259B', 'Fécamp (Seine-Maritime, France)', 'EMB 76259B', 'Fécamp (Seine-Maritime, France)']",['Auchan'],['Ecosse'],,,,,
47,Petit LU Moelleux,7622210928030,,,,,['LU'],"['Biscuits et gâteaux', 'Gâteaux']",['Sans conservateurs'],['France'],[],,,[],,25 g,en quantité élevée,7.9 g,en quantité élevée,28 g,en quantité élevée,0.47 g,en quantité modérée,?,,444,+10%,1858 kj(444 kcal),+11%,25,+28%,"7,9",+4%,50,+1%,28,+0%,"5,3",-3%,"0,47",-23%,"0,188",-23%,20,+12%,E,+12%,,,,,,,,,,,,,,,,
48,Le supérieur cuit à l'étouffée - tranches fines - 8tr - Fleury Michon - 240g,3302740082023,C,,240 g,"['Barquette', 'Plastique', 'Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C', 'Qualité supérieure', 'Sans nitrite de sodium']",['France'],"['Jambon de porc', 'bouillons 1', '8% ', 'eau', 'os de porc', 'viande de porc', 'céleri', 'carotte', 'jus concentré de céleri', 'épices', 'oignon', 'poireau', 'sel', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Céleri'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.8 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,478,-6%,?,,478 kj(114 kcal),-13%,"2,8",-42%,1,-46%,"0,5",-25%,"0,5",-16%,22,+4%,"1,8",-4%,"0,72",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,['France'],,,,,
49,Mayonnaise Oignons caramélisés - Heinz,3660603080860,D,,,,['Heinz'],"['Epicerie', 'Sauces', 'Mayonnaises', 'en:Epicerie']",,['France'],[],,,[],,58 g,en quantité élevée,9.7 g,en quantité élevée,4.9 g,en faible quantité,1.5 g,en quantité modérée,?,,551,+100%,2305 kj(551 kcal),+102%,58,+172%,"9,7",+322%,"5,7",-48%,"4,9",-32%,"1,4",-30%,"1,5",-47%,"0,6",-47%,22,+69%,E,+69%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
50,Pain aux Céréales - Delhaize,5400111819044,,,,,['Delhaize'],,,"['Belgique', 'France']",[],,['Gluten'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,
51,Quiche chèvre épinards muscade,3700009268582,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,232,,971 kj(232 kcal),,16,,"8,7",,13,,"2,1",,"8,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,
52,Tartinables Ktipiti Fromage frais & poivron rouge - Auchan - 200g,3596710467822,,,200 g,"['Plastique', 'Boîte']",['Auchan'],"['Produits à tartiner', 'Produits à tartiner salés', 'Ktipiti']","['Nutriscore', 'Nutriscore B']",['France'],"['Fromage frais 0% de matières grasses ', 'lait origine France', ' 66%', 'huile végétale de colza', 'poivron rouge grillé 15%', 'sel', 'ciboulette', 'ail en poudre', 'aneth', 'persil', 'conservateur : sorbate de potassium']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],[],3,15 g,en quantité modérée,1 g,en faible quantité,3 g,en faible quantité,1.1 g,en quantité modérée,?,,176,+15%,736 kj(176 kcal),+16%,15,+29%,1,-68%,"3,4",-30%,3,-27%,"6,4",+25%,"1,1",+22%,"0,44",+22%,2,-66%,B,-66%,,,,,,,,,"['FR 14.712.042 CE', 'Troarn (Calvados, France)', 'EMB 14712A', 'Troarn (Calvados, France)']",['Auchan'],,,,,,
53,Halloween scary box - Fini,8410525233401,E,,,,['Fini'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', ""Aliments et boissons d'Halloween""]",['en:gluten-free'],"['France', 'Espagne']",[],,,[],,0.2 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.2 g,en faible quantité,?,,339,-16%,1418 kj(339 kcal),-16%,"0,2",-98%,0,-100%,82,+14%,65,+18%,"2,3",-39%,"0,2",-17%,"0,08",-17%,14,-20%,D,-20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,
54,El Baraka - vmm - 830,6111184000244,B,,830,,['Vmm'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,"['France', 'Maroc']",[],,,[],,,,0.1 g,en faible quantité,,,0.0635 g,en faible quantité,?,,244.6,+12%,1023 kj(244 kcal),+12%,?,,"0,1",+134%,"60,5",+14%,,,"0,44",-12%,"0,064",+189%,"0,025",+189%,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,
55,Chocolate con cacahuete y caramelo crujiente - Milka,7622210822383,,,,,['Milka'],,,['France'],[],,,[],,,,,,,,,,?,,538,,2251 kj(538 kcal),,31,,16,,54,,51,,"9,2",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,
56,Couscous facile Blé Français Format Familial - Lustucru,3038359008610,B,,,,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",,['France'],[],,,[],,2 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.02 g,en faible quantité,?,,365,+3%,1527 kj(365 kcal),+2%,2,+1%,"0,4",+5%,73,+4%,3,+13%,12,-2%,"0,02",-86%,"0,008",-86%,-1,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,,,,,
57,Acqua San Benedetto -,8053259800145,,,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,"['France', 'Italie']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,0,-100%,A,-100%,,,,,,,,,,,,,,,,
58,"Gum Sugar Free Peppermint - Mentos - 58,8g",8003440988893,,,"58,8g",['boîte de 42'],['Mentos'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,"['France', 'Royaume-Uni']",[],,,[],,0.2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,169,+6%,707 kj(169 kcal),+5%,"0,2",+2%,"0,2",+72%,70,+11%,0,-100%,0,-100%,"0,02",-7%,"0,008",-7%,,,,,,,,,,,,,,,,,,,,
59,Minis escargots au chocolat noir - Lanvin,7613036537940,,,,,['Lanvin'],,,['France'],[],,,[],,,,,,,,,,?,,569,,2381 kj(569 kcal),,38,,14,,48,,45,,7,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
60,Geraspte kaas -,4002359671043,D,,,"['Plastique', 'Produkt']",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,"['Belgique', 'France', 'Espagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
61,Chcolat noir 72% éclats de speculoos - Kaoka - 100g,3477730050068,D,,100 g,,['Kaoka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats au speculoos', 'Chocolats noirs au speculoos']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Pâte de cacao Equateur*', 'sucre de canne blond*', 'beurre de cacao*', 'brisures de biscuits spéculoos* 9% ', 'farine de blé ', 'gluten', '*', 'sucre roux*', 'beurre ', 'lait', '*', 'cannelle*', 'poudre à lever* ', 'amidon de mais*', 'bicarbonate de soude', 'tartrate monopotassique', 'sel de Guérande', ""mélange d'épices*"", 'extrait de vanille*', "" *lngrédients agricoles issus de l'agriculture biologique"", ' Cacao', 'sucre', 'vanille', ""Commerce Equitable contrôlé selon le référentiel Fair for Life : 90% des ingrédients d'origine agricole sont issus de ﬁlières Biopartenaire"", ' Plus d’informations sur www', 'biopartenaire', 'com', ' Peut contenir des traces de fruits à coques', ""d'oeuf"", 'de soja et de sésame']","['E500ii - Carbonate acide de sodium', 'E336i - Tartrate monopotassique']","['Gluten', 'Lait']",['Non végétalien'],4,41 g,en quantité élevée,24 g,en quantité élevée,27 g,en quantité élevée,0.04 g,en faible quantité,?,,569,+7%,2381 kj(569 kcal),+6%,41,+21%,24,+19%,37,-26%,27,-38%,"8,1",+25%,"0,04",-80%,"0,016",-80%,17,-31%,D,-31%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
62,Pousses de bambou - 5g,4002359010668,B,,5 g,['Conserve'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",,['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,34,+26%,142 kj(34 kcal),+31%,"0,5",+25%,"0,1",+62%,6,+146%,"0,5",+25%,2,+36%,"0,1",-63%,"0,04",-63%,-1,-356%,A,-356%,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,,,,,,
63,Oeufs bio -  - 6,3251320891855,B,,6,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Origine France', 'Agri-Éthique France']",['France'],['oeufs'],,['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,,,,,,,,,587,,138,,,,"9,95",,,,"0,621",,,,"12,5",,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,['France'],,,,,
64,Mon club sandwich thon salade -,26054346,,,,,,"['Sandwichs', 'en:Club', 'en:Sandwichs au poisson', 'en:Sandwichs au thon', 'en:Sandwichs aux crudités']",,['France'],[],,,[],,11 g,en quantité modérée,1 g,en faible quantité,2.5 g,en faible quantité,1.1 g,en quantité modérée,?,,246,+2%,1029 kj(246 kcal),+2%,11,+6%,1,-71%,25,+0%,"2,5",-23%,10,-6%,"1,1",-17%,"0,44",-17%,2,-74%,B,-74%,,,,,,,,,,,,,,,,
65,Pavé de saumon - Lidl - 500g,20103781,E,,500 g,['Barquette en plastique'],['Lidl'],"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,['France'],['Saumon'],,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,16 g,en quantité modérée,2.1 g,en quantité modérée,0 g,en faible quantité,0.09 g,en faible quantité,?,,230,+21%,962 kj(230 kcal),+21%,16,+36%,"2,1",+3%,0,-100%,0,-100%,21,+4%,"0,09",-75%,"0,036",-75%,-1,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,['ASC-C-00355'],,,,,,,
66,Sopa de pollo con fideos sobre 61 g - Knorr,8410127041145,,,,,['Knorr'],,"['Sans colorants', 'Sans conservateurs']","['France', 'Espagne']",[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,"3,6",,"0,5",,"0,8",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,
67,Huile d'olive vierge extra - Bioléane,3336590002764,B,,,"['Bouchon', 'Bouteille en verre']",['Bioléane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Point Vert']",['France'],[],,,[],,100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,17,+21%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,['Espagne'],,,,,
68,Création mignardises - Lindt - 430g,3046920008457,,,430 g,,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,['France'],"['sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait', 'beurre laitier concentré', 'lactose', 'sucre inverti', 'sirop de glucose', 'stabilisant ', 'sorbitol', 'amandes 2%', 'lait concentré sucré ', 'lait', 'sucre', 'praliné aux noisettes ', 'sucre', 'noisettes', ' 1%', 'poudre de lait écrémé', 'cacao maigre', 'matière grasse végétale de palme', 'éclats de biscuits ', 'farine de blé', 'matière grasse végétale ', 'coco', 'tournesol', 'sucre', 'sirop de glucose', 'protéines de lait', 'poudre à lever ', ""carbonates d'ammonium et de sodium"", ' 0,5%', 'brisures de crêpe ', 'farine de blé', 'sucre', 'beurre laitier concentré', 'poudre de lait écrémé', ""malt d'orge"", ' 0,4%', 'jus concentré de framboise 0,4%', 'poudre de crème', 'émulsifiant ', 'lécithine de soja', 'meringue lactée ', 'sucre', 'amidon de blé', 'protéines de lait', ' 0,2%', 'noisettes', ""extrait de malt d'orge"", 'arômes naturels', 'arôme naturel de café', 'arôme ', 'vanille', 'sel', 'acidifiant ', 'acide citrique', 'arôme ', 'pâte à chou', 'arôme naturel de vanille', 'poudre de vanille épuisée', 'colorant alimentaire ', 'carmins', 'extrait de paprika', "" Peut contenir de l'oeuf et d'autres fruits à coque""]","['E420 - Sorbitol', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E322i - Lécithine', 'E330 - Acide citrique', 'E120 - Acide carminique', 'E160c - Extrait de paprika']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,32 g,en quantité élevée,19 g,en quantité élevée,49 g,en quantité élevée,0.15 g,en faible quantité,?,,535,-1%,2238 kj(535 kcal),-1%,32,-5%,19,+8%,53,+3%,49,+4%,"5,2",-14%,"0,15",+4%,"0,06",+4%,26,+4%,E,+4%,,,,,,,,,,['Monoprix'],,,,,,
69,Quinoa biologique - Mas du Bio - 500g,3275760000998,B,,500 g,,['Mas du Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']","['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,['Amérique du Sud'],,,,,
70,Simply... Porridge Oats - 1kg,20983451,B,Porridge Oats,1 kg,['Paper'],['Simply...'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,"['France', 'Royaume-Uni']",['fine wholegrain rolled oats'],,['Gluten'],[],,6.7 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,0.01 g,en faible quantité,?,,371,+1%,1552 kj(371 kcal),+0%,"6,7",-6%,"1,1",-12%,"59,5",+0%,"0,8",-52%,"13,2",+7%,"0,01",-67%,"0,004",-67%,-5,,A,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,['Lidl'],,,,,,
71,Dr pepper -  - 50cl,5902860411994,,,50cl,['Canette'],,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",,['France'],"['eau gazéfiée', 'sucre', 'colorant ', ""caramel au sulfite d'ammonium 150d"", 'acidifiant ', 'acide phosphorique', 'arômes ', 'dont caféine', ' édulcorants ', 'ącésulfame-K', 'sucralose']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",,[],4,0 g,en faible quantité,0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,?,,28,+33%,117 kj(28 kcal),+31%,0,-100%,0,-100%,"6,9",+28%,"6,8",+30%,0,-100%,0,-100%,0,-100%,9,+22%,D,+22%,,,,,,,,,,,,,,,,
