,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,ingredients_origins,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,packaging,manufacturing,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,markets,palm_ingredients,link
537,Pommes de terre de consommation - La Ferme Leprince - 5kg,3760216010060,['La Ferme Leprince'],['France'],"['Pommes de terre varieté melody', 'calibre 40-70 mm catégorie 1', 'traitement antigerminatif']",[],?,?,,?,,?,,?,,,A,5 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Pommes de terre', 'Légumes frais', 'Pommes de terre Melody']",,,,,,,,,,,,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,['Filet plastique'],"[""SARL de l'Etang"", ""1 place de l'Eglise"", '62121', 'Behagnies', 'France']","['EMB 62103', 'Béhagnies (Pas-de-Calais, France)']",,,,,,,,http://www.ferme-leprince.fr
538,Purée de fruits pommes-cerises à la vanille,3760216036213,,['France'],[],[],?,57,238 kj(57 kcal),"0,34",0,"12,8","11,6","0,42",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Purée de fruits,3760216039214,,['France'],[],[],?,238,996 kj(238 kcal),"0,34",0,"12,8","11,6","0,42",,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Pâte d'olives noire,3760216240023,,['France'],[],[],?,354,1481 kj(354 kcal),"38,2","4,8",1,"0,2","1,6","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Olives de Nice AOP - Domaine Lessatini - 200g,3760216240030,['Domaine Lessatini'],['France'],"['olives de Nice', 'eau', 'sel marin']",[],?,337,1410 kj(337 kcal),35,"4,3",1,"< 0,2","1,7",4,"1,6",B,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Pickles', 'Légumes et dérivés', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Légumes français', 'Olive de Nice']",['AOP'],,35 g,en quantité élevée,4.3 g,en quantité modérée,0.2 g,en faible quantité,4 g,en quantité élevée,,+69%,+69%,+294%,+306%,-93%,-78%,-77%,+192%,+192%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,3,['Plastique'],,,18,,D,,,,,
542,Huile d'olive vierge extra,3760216240054,,['France'],[],[],?,899,3761 kj(899 kcal),"99,9","13,8",0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,99.9 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,-1%,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
543,Bière blanche - Brasserie des Trois Épis - 33cl,3760216310047,['Brasserie des Trois Épis'],['France'],"['Eau', 'malts ', 'gluten', 'houblon', 'sucre et levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blanches']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Gluten'],4,"['Bouteille', 'Verre']","['Jura', 'France']",,,,,,,,,
544,Nougat au miel,3760216390315,,['France'],[],[],?,424,1774 kj(424 kcal),"11,74","0,01","74,1","74,1","5,75","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Bonbons Miel,3760216390353,,['France'],[],[],?,392,1640 kj(392 kcal),"0,5","0,1",98,98,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Bonbons Miel Assortiment,3760216390469,,['France'],[],[],?,398,1665 kj(398 kcal),"0,5","0,1",99,99,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Cheese Cake New York Denicheurs And Co,3760216451849,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Melange de graines - Dénicheurs & Co,3760216452310,['Dénicheurs & Co'],['France'],"['maïs grillé salé', 'fèves huile végétale graines de courges']",[],?,48,201 kj(48 kcal),"20,88","4,7","19,97","3,1","15,92","6,67","2,668",,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,A picorer mais grillé,3760216452327,,['France'],[],[],?,439,1837 kj(439 kcal),12,"4,7",77,"0,5","6,4","2,9","1,16",,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Mélange à déguster Konoha -,3760216453140,,['France'],"['riz', 'ARACHIDE', 'huile végétale', 'maltrodextrine', 'sucre', 'amidon de mais', 'amidon de tapioca', 'farine de BLE', 'sel', 'huile de noix de coco', 'sauce SOJA ', 'eau', 'SOJA', 'BLE sel', 'sauce wasabi ', 'radis noir', 'glucose', 'dextrine', 'wasabi japonais en poudre', 'arôme ', 'contenant MOUTARDE et LAIT', 'oignon en poudre', 'algue', 'colorants ', 'E141', 'E150c', 'E100']","[""Pourrait contenir de l'huile de palme""]",?,437,1828 kj(437 kcal),"13,1","3,6","68,7","18,6","8,9","0,871","0,348",,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['E1400 - Dextrines', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E100 - Curcumine']","['Gluten', 'Lait', 'Moutarde', 'Arachides', 'Soja']",4,['Sachet'],,,,,,,,,,
551,Rillettes de maquereau au citron,3760216760385,,['France'],[],[],?,228,954 kj(228 kcal),19,11,"1,3","1,3","9,4","1,1","0,44",E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",,,19 g,en quantité modérée,11 g,en quantité élevée,1.3 g,en faible quantité,1.1 g,en quantité modérée,,-3%,-3%,+1%,+48%,-43%,+17%,-25%,-1%,-1%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,16,+25%,D,+25%,,,,
552,Rillettes de sardines au citron,3760216760392,,['France'],[],[],?,254,1063 kj(254 kcal),19,11,"1,4","1,3",19,"1,1","0,44",D,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de sardine', 'en:preparations-made-from-fish-meat']",,,19 g,en quantité modérée,11 g,en quantité élevée,1.3 g,en faible quantité,1.1 g,en quantité modérée,,+12%,+12%,+6%,+49%,-34%,+17%,+37%,+6%,+6%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,17,+39%,D,+39%,,,,
553,Rillettes de thon au poivre vert -,3760216760415,,['France'],[],[],?,197,824 kj(197 kcal),16,11,"1,6","1,5",13,"0,94","0,376",D,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,,16 g,en quantité modérée,11 g,en quantité élevée,1.5 g,en faible quantité,0.94 g,en quantité modérée,,-7%,-8%,+1%,+192%,-24%,+57%,-15%,-10%,-10%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,16,+157%,D,+157%,,,,
554,Rillettes de maquereaux à la Créole,3760216760460,,['France'],[],[],?,256,1071 kj(256 kcal),22,"3,9",2,"1,2",12,"0,41","0,164",E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",,,22 g,en quantité élevée,3.9 g,en quantité modérée,1.2 g,en faible quantité,0.41 g,en quantité modérée,,+9%,+9%,+17%,-48%,-13%,+8%,-5%,-63%,-63%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,2,-84%,B,-84%,,,,
555,Rillettes de thon à la créole - Le Comptoir des Gastronomes,3760216760491,['Le Comptoir des Gastronomes'],['France'],"['Thon 50%', 'oignons frais', 'huile de tournesol', ""vinaigre d'alcool"", 'ciboulette', 'carotte', 'jus concentré de citron', 'ail', 'épaississant : carraghénane', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,208,870 kj(208 kcal),18,"2,1","2,4","1,4",10,"0,65","0,26",D,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,,18 g,en quantité modérée,2.1 g,en quantité modérée,1.4 g,en faible quantité,0.65 g,en quantité modérée,,-2%,-3%,+14%,-44%,+14%,+47%,-35%,-38%,-38%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Poisson'],4,,,,1,-84%,B,-84%,,,,
556,Tourt´O Pâtissier Nature - 250g,3760216800012,['Tourt´O'],['France'],[],[],?,?,,?,,?,,?,,,,250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Tourteaux Fromagés']",['Nouveau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Frais', 'Sachet', 'Plastique']",,,,,,,,,,http://www.lamothesaintheray.123.fr/tourtopatissier.html
557,Mini tourteau fromagé pasteurisé - Les mousquetaires,3760216800203,['Les mousquetaires'],['France'],[],[],?,236,987 kj(236 kcal),"5,6","2,6","38,4","19,6","7,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
558,Confiture artisanale d'orange,3760217270197,,['France'],[],[],?,0,0 kj(0 kcal),0,0,60,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Farine pâtissière spécial pogne type 45 - Minoterie Chabert,3760217340012,['Minoterie Chabert'],['France'],"['FARINE ', 'ATISSIERE JECIAL POGNF TYPE 45 grédjents ', ' Farine de blé supérieur', "" Produit contenant du gluten Poids net à l'ensachage:""]",[],?,346,1448 kj(346 kcal),"0,7","0,2",69,"1,9","13,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Confiture airelle - Sandrine Confiture,3760217400037,['Sandrine Confiture'],['France'],"['Fruits', 'sucre', 'pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,62,?,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'airelles""]",,,,,,,62 g,en quantité élevée,,,,,,,,,+21%,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,4,,,,,,,,,,,
561,Rhum Vieux de la Guadeloupe - Bonne Mere - 70cL,3760217470047,['Bonne Mere'],['France'],[],[],?,?,,?,,?,,?,,,C,70 cL,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']","['Point Vert', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,"['Bouteille', 'Verre', 'Bouchon', 'Liège']",['Guadeloupe'],"['EMB 91016D', 'Angerville (Essonne, France)']",,,,,,,,
562,Pomme de terre,3760217900063,,['France'],[],[],?,10,42 kj(10 kcal),10,9,5,"0,7","0,5","0,5","0,2",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",,,10 g,en quantité modérée,9 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,,-90%,-90%,+378%,+2539%,-72%,+27%,-75%,+131%,+131%,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,5,,C,,,,,
563,Mes pommes de terre spéciales ''Frites'',3760217904542,,['France'],[],[],?,82,343 kj(82 kcal),0,0,"18,3",0,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Bicarbonate de soude alimentaire  - Eluoecolo - 5kg,3760218021019,['Eluoecolo'],['France'],[],[],?,?,,?,,?,,?,,,B,5kg,"['Additifs alimentaires', 'Anti-agglomérants', 'Bicarbonates de sodium']",,,,,,,,,,,,,,,,,,,,,0.0%,86.4%,6.5%,3.7%,3.4%,0.0%,86,,,,,,,,,,,,,,
565,Pommes de table - Superalp - 2kg,3760218040249,['Superalp'],['France'],"['Pommes', 'variété ""Golden""', ' Calibre 150/180', ' Catégorie 1']",[],?,?,,?,,?,,?,,,A,2 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']","['Catégorie I', 'Label Rouge']",['France'],,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,"['Carton', 'Film', 'Plastique']",['France'],,,,,,,['Cora'],,
566,Pastis de l'Oursôô,3760218310014,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Mara des bois,3760218410011,,['France'],[],[],?,0,0 kj(0 kcal),0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Crozets nature -,3760218500101,,['France'],[],[],?,331,1385 kj(331 kcal),2,0,"65,6",2,"11,5",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",,,2 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,,,,-5%,-5%,-14%,-100%,-5%,-5%,-7%,,,,,,,,,,,,,['Sachet plastique'],,,,,,,,,,
569,Truite bio fumé,3760218550038,,['France'],[],[],?,211,883 kj(211 kcal),"14,2","3,1","0,6","0,6","20,9",2,"0,8",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Huile de colza vierge,3760218930014,,['France'],[],[],?,998,4176 kj(998 kcal),100,"7,6",0,0,0,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,100 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,,,,+14%,+15%,+3%,+7%,-100%,-100%,-100%,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,,
571,Huile de noix - Huilerie de Blot - 25cl,3760218930106,['Huilerie de Blot'],['France'],[],[],?,900,3766 kj(900 kcal),100,"9,2",0,0,0,,,D,25 cl,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,100 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,,,,+2%,+3%,+2%,-2%,-100%,-100%,-100%,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,
572,Moutarde à l'ancienne,3760218930861,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",,,,,,,,,,,,,,,,,,,,,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,,,,"['Bocal', 'Verre']",,,,,,,,,,
573,Jus d'orange à base de concentré,3760218930885,,['France'],[],[],?,43,180 kj(43 kcal),1,1,"10,6","10,6","0,8",1,"0,4",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",,,1 g,en faible quantité,1 g,en quantité modérée,10.6 g,en quantité élevée,1 g,en quantité élevée,,0%,-1%,+426%,+2930%,+10%,+16%,+28%,+11992%,+11992%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,8,+167%,D,+167%,,,,
574,Miel chataignier,3760219050179,,['France'],[],[],?,316,1322 kj(316 kcal),10,2,"78,6",70,0,0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']","['Bio', 'Bio européen', 'FR-BIO-01']",,10 g,en quantité modérée,2 g,en quantité modérée,70 g,en quantité élevée,0 g,en faible quantité,,+17%,+17%,+7774%,+4477%,+13%,+14%,-100%,-100%,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
575,3760219050292,3760219050292,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Madeleines,3760219100072,,['France'],[],['Sans huile de palme'],?,476,1992 kj(476 kcal),27,"2,5",52,22,"5,7","0,88","0,352",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Fabriqué en France', 'en:palm-oil-free']",,27 g,en quantité élevée,2.5 g,en quantité modérée,22 g,en quantité élevée,0.88 g,en quantité modérée,,+8%,+8%,+18%,-64%,-2%,-20%,+0%,+9%,+9%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,14,-24%,D,-24%,,,,
577,Riz - Hom-Malee,3760219490128,,['France'],[],[],?,355,1485 kj(355 kcal),"0,7",0,"81,1",0,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Farine blé type 55,3760219550075,,['France'],[],[],?,152,636 kj(152 kcal),"0,7","0,2",74,"1,9",12,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Miel de chateignier,3760219755050,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Ace - Ozia,3760219799009,['Ozia'],['France'],[],[],?,41,172 kj(41 kcal),0,0,"10,2","9,9","0,2","0,1","0,04",,,['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,0.1 g,en faible quantité,,-27%,-29%,-100%,-100%,-10%,+5%,-60%,+141%,+141%,,,,,,,,,,,,,,13,+70%,E,+70%,,,,
581,Jus d'orange - Ozia,3760219799023,['Ozia'],['France'],"[""JUS D'ORANGE""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,42,176 kj(42 kcal),0,0,"10,4","10,1","0,2","0,05","0,02",,,['Boissons'],['Sans sucre ajouté'],,0 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité élevée,0.05 g,en faible quantité,,-25%,-27%,-100%,-100%,-8%,+7%,-60%,+20%,+20%,,,,,,,,,,1,,,,13,+70%,E,+70%,,,,
582,ozia,3760219799030,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,6","10,1","0,2","0,025","0,01",,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,ACE,3760219799047,,['France'],[],[],?,41,172 kj(41 kcal),0,0,"10,2","9,9","0,2","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Jus d'abricots rouges - Ozia - 75cl,3760219799054,['Ozia'],['France'],[],[],?,39,163 kj(39 kcal),0,0,"9,5","9,2","0,3","0,05","0,02",,75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Ozia pur jus poire,3760219799085,,['France'],[],[],?,47,197 kj(47 kcal),0,0,"11,4","11,1","0,2",,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Pur Jus de poire - OZIA,3760219799092,['OZIA'],['France'],"['O', '2g/SEL:O', '025g']",[],?,56,234 kj(56 kcal),0,0,"13,8","10,9","0,2","0,025","0,01",,,['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,10.9 g,en quantité élevée,0.025 g,en faible quantité,,0%,-3%,-100%,-100%,+22%,+15%,-60%,-40%,-40%,,,,,,,,,,,,,,16,+109%,E,+109%,,,,
587,Jus de peche,3760219799504,,['France'],[],[],?,50,209 kj(50 kcal),0,0,"12,2","11,8","0,3","0,025","0,01",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pêche']",['Sans sucre ajouté'],,0 g,en faible quantité,0 g,en faible quantité,11.8 g,en quantité élevée,0.025 g,en faible quantité,,+9%,+9%,-100%,-100%,+18%,+22%,-18%,+169%,+169%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,5,+36%,C,+36%,,,,
588,"Jus de pêche ""Ozia"" 1L à base de jus concentré",3760219799528,['Ozia'],['France'],[],[],?,50,209 kj(50 kcal),0,0,"12,2","11,8","0,3","0,025","0,01",,,['Boissons'],,,0 g,en faible quantité,0 g,en faible quantité,11.8 g,en quantité élevée,0.025 g,en faible quantité,,-11%,-13%,-100%,-100%,+8%,+25%,-40%,-40%,-40%,,,,,,,,,,,,,,15,+96%,E,+96%,,,,
589,Sardines Bretonnes à l'huile d'olive vierge extra - Bretagne EXCELLENCE,3760220090249,['Bretagne EXCELLENCE'],['France'],[],[],?,201,841 kj(201 kcal),"11,2","2,96","0,8","0,8","24,3","14,5","5,8",D,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,,11.2 g,en quantité modérée,2.96 g,en quantité modérée,0.8 g,en faible quantité,14.5 g,en quantité élevée,,-19%,-18%,-37%,-23%,+149%,+281%,+14%,+1502%,+1502%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,14,+149%,D,+149%,,,,
590,Yaourt fermier brassé sur lit de cerise - La Vache Occitane - 500g (4x125g),3760220130099,['La Vache Occitane'],['France'],"['Lait entier', 'confiture de cerise 13 %', 'sucre', 'ferments lactiques - Composition de la confiture: cerise', 'sucre', 'pectine', 'jus de citron concentré conservateur du fruit : sorbate de potassium']",['Non végétalien'],?,114,477 kj(114 kcal),"3,1","2,1","18,5","14,9",3,"0,11","0,044",C,500 g (4x125g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts au lait de vache']",,,3.1 g,en quantité modérée,2.1 g,en quantité modérée,14.9 g,en quantité élevée,0.11 g,en faible quantité,,+13%,+12%,-1%,+3%,+32%,+16%,-18%,-6%,-6%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,5,+69%,C,+69%,,,,
591,Yaourt fermier brassé sur lit de myrtille - La Vache Occitane - 500g (4x125g),3760220130105,['La Vache Occitane'],['France'],"['Lait entier', 'confiture de myrtille 13% ', 'fruit', 'sucre', 'gélifiant : pectine', 'jus de citron concentré', 'conservateur du fruit : sorbitate de potassium', 'sucre', 'ferments lactiques']",['Non végétalien'],?,112,469 kj(112 kcal),"2,9","2,1","18,1","14,3","2,9","0,11","0,044",C,500 g (4x125g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Yaourts sur lit de fruits']",['Saveurs du Tarn'],,2.9 g,en faible quantité,2.1 g,en quantité modérée,14.3 g,en quantité élevée,0.11 g,en faible quantité,,+12%,+12%,-11%,-0%,+35%,+16%,-21%,+3%,+3%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['E440 - Pectines'],['Lait'],4,['Frais'],,"['FR 81.219.073 CE', 'Puylaurens (Tarn, France)']",5,+82%,C,+82%,,,,
592,Yaourt fermier vanille - La Vache Occitane - 125g,3760220130136,['La Vache Occitane'],['France'],[],[],?,91,381 kj(91 kcal),4,"2,73",11,10,"3,5","0,12","0,048",,125 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts vanille']",,,4 g,en quantité modérée,2.73 g,en quantité modérée,10 g,en quantité modérée,0.12 g,en faible quantité,,-6%,-6%,+14%,+21%,-8%,-10%,-9%,+11%,+11%,,,,,,,,,,,,,"['FR 81.219.073 CE', 'Puylaurens (Tarn, France)']",3,+12%,C,+12%,,,,
