,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,markets,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,brand_owner
299,Saucisses de Strasbourg - Ovi - 400g (180g),5411211401190,,400 g (180 g),['Conserve'],['Ovi'],"['Conserves', 'Viandes', 'Viandes en conserve', 'Saucisses en conserve']",['Belgique'],['BE B436 EC'],['France'],"['Viande ', '75 %', ' ', 'viande de volaille', 'viande de porc', 'eau', 'sel', 'protéines végétales ', 'soja', 'épices ', 'moutarde', 'plantes aromatiques ', 'céleri', 'protéines de lait', 'émulsifiant : E450-E451', 'antioxygène : E316', 'exhausteur de goût ', 'E621', 'conservateur : E250', ""extraits d'épices""]","['Céleri', 'Lait', 'Moutarde', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,"719,5",+3%,?,,"719,5 kj(172 kcal)",-11%,"13,6",+8%,"4,7",-9%,"2,18",+82%,"0,2",-49%,"10,4",-40%,"1,524",-6%,"0,61",-6%,,,,,,,,,,['Auchan'],,13.6 g,en quantité modérée,4.7 g,en quantité modérée,0.2 g,en faible quantité,1.52 g,en quantité élevée,12,+1%,D,+1%,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
300,Nouilles instantanées,5411211404177,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,['France'],[],,[],,?,,79,-74%,331 kj(79 kcal),-74%,"3,8",-67%,"1,7",-68%,9,-78%,"0,8",-67%,"1,9",-70%,1,-62%,"0,4",-62%,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Crêpes à l'ancienne - Beauvoords bakhuis - 500g,5411219000005,B,500 g,['Plastique'],['Beauvoords bakhuis'],"['Crêpes et galettes', 'Crêpes']",['Belgique'],['BE AER/WVL/022529 EC'],['France'],"['Lait', 'farine de froment', 'œufs', 'sucre', 'beurre', 'huiles végétales ', 'huile de palme durable et colza', 'bière ', '8 %', 'sel']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,?,,238,-22%,996 kj(238 kcal),-23%,"8,4",-15%,"5,4",+48%,34,-25%,15,-29%,6,-16%,"0,2",-75%,"0,08",-75%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,['Huile de palme durable'],,['Auchan'],,8.4 g,en quantité modérée,5.4 g,en quantité élevée,15 g,en quantité élevée,0.2 g,en faible quantité,7,-42%,C,-42%,,,['Huile de palme'],
302,Crêpes au naturel - Beauvoordbakhuis,5411219020164,,,,['Beauvoordbakhuis'],,,,['France'],"['Lait', 'farine oeufs', 'beure ', '5%', 'huiles végétales ', 'palme et colza', 'partiellement durcie', 'édulcorant : maltitol', 'sel', 'poudre à lever ', 'E500']","['Œufs', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,,225,,941 kj(225 kcal),,"11,3",,"6,5",,23,,"2,6",,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,"['E965 - Maltitol', 'E500 - Carbonates de sodium']",,['Huile de palme'],
303,Faro Foudroyante - 75cl,5411223010915,C,75 cl,"['Bouteille', 'Verre', 'Bouteille']",['Faro'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Lambic']",['Belgique'],,['France'],"['Eau de brassage', ""malt d'orge"", 'sucre candi', 'froment', 'houblon', 'édulcorant : glycosides de stévial', 'antioxydant : acide ascorbique']",['Gluten'],[],4,?,,?,,,,?,,,,?,,,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['STG', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,['E300 - Acide ascorbique'],,,
304,Faro - 37.5cl,5411223010939,C,37.5 cl,"['Bouteille', 'Verre']",['Faro'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières belges', 'Bières artisanales', 'Bières au lambic', 'Bières régionales']","['SA DIFCOM', '16 RUE DOCTEUR ROUX', '59654', ""VILLENEUVE D'ASCQ"", 'HA UTS DE FRAN CE', 'FR']",,['France'],"['Bière belge avec sucre candi et acésulfame K', ' Contient malt d’orge et froment']",['Gluten'],[],,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Déconseillé à certaines catégories de personnes', 'IGP', 'Point Vert', 'Déconseillé aux femmes enceintes']",,"['Leclerc', 'E.Leclerc', 'Magasins U']",,,,,,,,,,,,,,,,,
305,"Framboise foudroyante - SA Difcom - 37,5cl",5411223013077,B,"37,5 cl","['Bouteille', 'Verre', 'Aluminium']",['SA Difcom'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits']",['Belgique'],,['France'],"['Bière belge avec min 30 % jus de framboise et aromatisées avec arômes de framboise', 'avec sucre et édulcorant', "" Contient malt d'orge et froment""]",['Gluten'],[],4,?,,?,,,,?,,,,?,,,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['IGP'],['Belgique'],['Casino'],,,,,,,,,,,,,,,,,
306,Cranberries - Bonner,5411251104211,,,,['Bonner'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,,"['Belgique', 'France']","['CANNEBERGES', 'SUCRE', 'HUILE DE TOURNESOL']",,[],,?,,330,-2%,1381 kj(330 kcal),-2%,"4,7",+566%,"0,6",+143%,71,-11%,65,-2%,"0,5",+79%,"0,01",-56%,"0,004",-56%,,,,,,,,['Sans additifs'],,['Delhaize'],,4.7 g,en quantité modérée,0.6 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,7,-3%,C,-3%,,,,
307,Jambon Cru - Weight Watchers - 100g,5411328015969,,100g,"['Sous atmosphère protectrice', 'Frais']",['Weight Watchers'],"['Viandes', 'Charcuteries', 'Jambons']",,,['France'],"['viande de porc', 'sel', 'dextrose', 'antioxydant: E301', ' conservateurs: E250', 'E252', ' ferments', 'fumée', 'traitement de sûrface: conservateur: E202', ' Peut contenir des traces de lait']",,"['Non végétalien', 'Non végétarien']",4,?,,143,-16%,598 kj(143 kcal),-15%,3,-61%,"1,1",-62%,"0,9",+36%,"0,9",+69%,"28,1",+20%,"4,5",+56%,"1,8",+56%,,,,,,,,,,,,3 g,en quantité modérée,1.1 g,en faible quantité,0.9 g,en faible quantité,4.5 g,en quantité élevée,12,+13%,D,+13%,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
308,Saucisson de Jambon - Weight Watchers,5411328061362,,,,['Weight Watchers'],"['Viandes', 'Charcuteries', 'Saucissons']",,,['France'],[],,[],,?,,150,-61%,628 kj(150 kcal),-61%,10,-67%,"3,8",-68%,"3,1",+44%,"0,9",-32%,"11,5",-54%,2,-52%,"0,8",-52%,,,,,,,,,,,,10 g,en quantité modérée,3.8 g,en quantité modérée,0.9 g,en faible quantité,2 g,en quantité élevée,12,-49%,D,-49%,,,,
309,Filet de saxe - Weight Watchers - 100g (2*50g),5411328064110,,100g (2*50g),"['Sous atmosphère protectrice', 'Frais']",['Weight Watchers'],"['Viandes', 'Porc']",,['BE B199 EC'],"['Belgique', 'France']","['viande de porc', 'sel', 'dextrosq arôme', 'antioxydant: e conservateurs E250', 'E252', ' ferments', 'fumée', 'traitement de surface conservateur', ' E202 Peut contenir des traces de lait', 'moutarde et céleri']",['Lait'],"['Non végétalien', 'Non végétarien']",3,?,,112,-42%,469 kj(112 kcal),-41%,"1,4",-88%,"0,5",-88%,"0,2",-78%,"0,2",-67%,"24,6",+24%,"3,5",+83%,"1,4",+83%,,,,,,,,,,['Delhaize'],,1.4 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,3.5 g,en quantité élevée,11,-1%,D,-1%,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,
310,Chocolats Real Belgian Seashells - Vanden Bulcke,5411333996468,,,,['Vanden Bulcke'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,['France'],"['fourrage aux noisettes 55,6% ', 'sucre', 'graisse végétale ', 'palme,palmiste', 'noisettes', 'lait écrémé en poudre', 'cacao maigre en poudre', 'lactose ', 'lait', 'émulsifiant: lécithine de soja', 'chocolat au lait 31% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'chocolat noir 6,7% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'chocolat blanc 6,7% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' Peut contenir des traces de fruits à coque', 'arachides', 'gluten et œuf']","['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,?,,562,+6%,2351 kj(562 kcal),+6%,35,+9%,22,+26%,57,+9%,56,+18%,"3,7",-37%,"0,08",-48%,"0,032",-48%,,,,,,,,,,,,35 g,en quantité élevée,22 g,en quantité élevée,56 g,en quantité élevée,0.08 g,en faible quantité,27,+11%,E,+11%,['E322i - Lécithine'],,['Huile de palme'],
311,Ballotin pralines - Vanden Buck,5411333997953,,,,['Vanden Buck'],,,,['France'],"['Bonbons de • ', 'rurèt$enis: pae de czao', 'bet', '-rte de ', 'AT en grasses végètdes {patmet geìmkste', 'coco', 'NCSETTTES', 'Scop & sœre inveftit sirop & ncàx de coco sœhe', ' ANANDES', 'LAiT en peu&e', 'LAT LACTOSE ', 'i', 'AT', 'è grase ag+tye', 'e', 'mile végétaie lécithine de SOCA eau sŒbitot', 'SOA a•nidan de pomme terre', 'izweàase', 'arôme neureà de vani\\te', 'aràr:e natum\\ émdsifiant: E47f', 'se}', 'coteant: ayomes ndure!s colorant rême', ' eelerant EIS cifr', 'qug ar&TÈe de dtron', 'coicrant: adme naturel Peut des de FRUTS À COû0:E', 'ARACHOES', 'et ', '4', '200c', 'a et du seleit nutritiorplies {C02', ' énerge kJ/ kca}', 'mdiéres grasse ', 'QC', 'eides gas saturés giœides ', 'S5gu dori sœ:es ', '54g', 'i sd 012g', 's']",['Lait'],[],,?,,536,,2243 kj(536 kcal),,32,,18,,55,,54,,"4,8",,"0,12",,"0,048",,,,,,,,,['Entrepreneurs + Engagés'],,,,,,,,,,,,,,,,,,,
312,Bonbons de chocolat - Vanden Bulcke - 250g,5411333999995,,250 g,['Carton'],['Vanden Bulcke'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Belgique'],,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'LAIT entier en poudre', 'NOISETTES', 'graisse végétale ', 'palme', 'palmiste', 'coco', 'AMANDES', 'sirop de glucose', 'sirop de sucre inverti', 'noix de coco séchée', 'LAIT écrémé en poudre', 'eau', 'stabilisant ', 'glycérol', 'sorbitol', 'E471', 'matière grasse LAITière anhydre', 'LACTOSE ', 'LAIT', 'LAIT condensé sucré', 'émulsifiant : lécithine de SOJA', 'huile végétale ', 'coco', 'dextrose', 'fructose', 'SOJA', 'arôme naturel de vanille', 'amidon de BLÉ ', 'GLUTEN', 'arôme naturel de café', 'arôme naturel', 'sel', ""arôme naturel d'orange"", 'colorants ', 'bétanine', 'caramel', 'E160a', 'i', 'arôme', 'acidifiant : acide citrique', 'extrait de paprika', 'arôme naturel de cerise', 'arôme naturel de citron']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,2248,+1%,539,+2%,2248 kj(539 kcal),+2%,32,0%,18,+3%,55,+5%,54,+14%,"5,1",-13%,"0,09",-41%,"0,036",-41%,,,,,,,,,,['Simply Market'],,32 g,en quantité élevée,18 g,en quantité élevée,54 g,en quantité élevée,0.09 g,en faible quantité,26,+7%,E,+7%,"['E422 - Glycérol', 'E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E162 - Rouge de betterave', 'E150 - Caramel', 'E160ai - Bêta-carotène', 'E330 - Acide citrique', 'E160c - Extrait de paprika']",,['Huile de palme'],
313,Choux-fleurs en fleurettes,5411348000129,,,,,,,,['France'],[],,[],,?,,20,,84 kj(20 kcal),,"0,1",,"0,1",,"2,7",,"1,1",,"1,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Epinards -,5411348000242,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",,,['France'],[],,[],,?,,27,-29%,113 kj(27 kcal),-28%,"0,4",-73%,"0,1",-85%,"1,8",-10%,"0,3",-57%,"2,5",-8%,"0,17",-49%,"0,068",-49%,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.17 g,en faible quantité,-6,,A,,,,,
315,Oignons émincés Verdi,5411348000938,,,,,,,,['France'],[],,[],,?,,34,,142 kj(34 kcal),,"0,1",,"0,1",,"6,1",,"4,5",,"1,2",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Poêlee,5411348002093,,,,,"['Plats préparés', 'Poêlées']",,,['France'],[],,[],,?,,27,-72%,113 kj(27 kcal),-72%,"0,2",-95%,0,-100%,"3,6",-63%,"1,5",-21%,"1,8",-43%,"0,74",+28%,"0,296",+28%,,,,,,,,,,,,0.2 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.74 g,en quantité modérée,2,,B,,,,,
317,Pisang cotono - 70cl,5411353099422,D,70 cl,"['Bouteille', 'Verre']",['Pisang cotono'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['Belgique'],,['France'],"['sucre', 'alcool éthylique', 'arôme Pisang', 'colorant E102 - E131']",,[],4,?,,?,,,,?,,,,?,,,,?,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,"['Point Vert', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,"['E1510 - Éthanol', 'E102 - Tartrazine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",Boisson spiritueuse,,
318,Broccoli Congelat Bio 600G Ardo - 600g,5411361014950,,600 g,['Produkt'],['Ardo'],,,,"['France', 'Allemagne']",[],,[],,?,,38,,159 kj(38 kcal),,"0,9",,"0,1",,"2,3",,"1,4",,"3,3",,"0,03",,"0,012",,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,
319,Epinards en branches creme - Ardo,5411361015070,B,,,['Ardo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",,,['France'],"['met room in porties Biologisch Warmdegewenstehoeveelheidproductopineenafgesloten microgolfovenkom', 'Roerhatfwegom', ' Ingrediënten:spinazie: 70963 water', 'room', ' 13963 rijstzetmeel*', 'zout', 'verdikkingsmiddelen: guargom FR EDinards en branches crème en portions surgelés - Biologique Mdeaepréparation: binards en brandies coupés* 70%', 'eau', 'cème: 13963 amidon de r', 'sel', ""épaississant : gomme de l'agriculture biologique"", ' DE Rahmblattspinatportioniert - Okologiscii tufeteitqng: O GebenSiediegewünschteMenge des Produktes in eine mikrowellengeeignete Schale und etvitmen es', ' Nach ZutiW•Rfattspinatceschnitten: 70963 Wasser', 'Sahne: 13963 Salz', 'Verdickungsmittel: Guarkernmehl ', 't412', ""tGewütze 'Crwmedleafspinach portions • Organic epantion"", ' Vater', '1']",['Lait'],[],4,?,,43,+13%,180 kj(43 kcal),+15%,"2,3",+56%,"1,9",+190%,"2,7",+36%,"1,3",+86%,"1,7",-38%,"0,65",+96%,"0,26",+96%,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,['Bio'],,,,2.3 g,en faible quantité,1.9 g,en quantité modérée,1.3 g,en faible quantité,0.65 g,en quantité modérée,-5,,A,,,,,
320,Beans puree -,5411361079508,,,,,,,,['France'],[],,[],,?,,35,,146 kj(35 kcal),,"0,1",,0,,"4,7",,"2,1",,"1,7",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Purée de patate douce - Ardo - 1000g,5411361083499,,1000 g,,['Ardo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Purée de patate douce']",,,"['Belgique', 'France', 'Pays-Bas']",['Purée de patates douces'],,[],,?,,98,+113%,410 kj(98 kcal),+117%,"0,3",-72%,"0,1",-63%,"21,3",+357%,"5,7",+169%,"1,2",-47%,"0,1",-39%,"0,04",-39%,,,,,,,,,,['musclemeat.nl'],,0.3 g,en faible quantité,0.1 g,en faible quantité,5.7 g,en quantité modérée,0.1 g,en faible quantité,-5,,A,,,,,
322,Poêlée méridionale cuite -,5411361470145,,,,,"['Plats préparés', 'Poêlées']",,,['France'],[],,[],,?,,0,-100%,0 kj(0 kcal),-100%,"1,2",-71%,"0,2",-82%,"5,2",-47%,"3,2",+69%,"1,7",-46%,"0,02",-97%,"0,008",-97%,,,,,,,,,,,,1.2 g,en faible quantité,0.2 g,en faible quantité,3.2 g,en faible quantité,0.02 g,en faible quantité,-1,,A,,,,,
323,Fruits & Fibres - 12 Cubes - Ortis,5411386887768,,,,,,,,['France'],[],,[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,
324,Margarine 60 % Matière Grasse Végétale -,5411421010441,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",,,['France'],[],,[],,?,,540,+15%,2259 kj(540 kcal),+16%,60,+17%,30,+104%,0,-100%,0,-100%,0,-100%,"0,8",+38%,"0,32",+38%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,['Fabriqué en Belgique'],,,,60 g,en quantité élevée,30 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,16,+45%,D,+45%,,,,
325,Ontbijt Wafels - Juliette,5411423101796,C,,"['Sachet', 'Plastique']",['Juliette'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,,"['Belgique', 'France']","['Farine de _blé', 'graisse végétale ', 'palme', 'sucre', 'œufs', 'huile végétale ', 'colza', 'dextrose', 'sucre inverti', 'farine de soja', 'amidon de blé', 'stabilisant ', 'sorbit', 'sel', 'émulsifiants ', 'lécithines de soja', ""mono- et diglycérides d'acides gras"", 'arôme naturel', 'protéines de soja', 'lactosérum en poudre ', 'contient du lait', 'épaississants ', 'gomme de guar', 'gomme xanthane', 'poudre à lever ', ""bicarbonate d'ammonium""]","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,,470,+4%,1966 kj(470 kcal),+5%,25,+17%,"9,2",-12%,55,-4%,21,-31%,7,+16%,"0,8",+13%,"0,32",+13%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,['Point Vert'],,,,25 g,en quantité élevée,9.2 g,en quantité élevée,21 g,en quantité élevée,0.8 g,en quantité modérée,21,-4%,E,-4%,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E415 - Gomme xanthane', ""E503ii - Carbonate acide d'ammonium""]",Gaufres - Galettes tendres,['Huile de palme'],
326,Gaufres Fantasia - Thijs,5411423150022,,,,['Thijs'],,,,['France'],"['Farine de blé', 'margarine ', 'huile de palme et colza', 'graisse de palme', 'eau', 'sel', 'émulsifiants: lécithine de soja', ""mono et diglycérides d'acides gras"", 'acidifiant: acide citrique et acide lactique', 'colorant bêta-carotène', 'arôme', 'Vitamine A', 'Vitamine D3', 'sucre', 'nappage cacao ', '15,4%', ' ', 'sucre', 'graisses végétales ', 'cocos', 'palme', 'cacao maigre en poudre', 'stabilisant: E492', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'œufs', 'farine de soja', 'sucre inverti', 'stabilisant: sorbitol', 'humectant: lycérol', ""poudre à lever: carbonate acide d'ammonium"", 'sel', 'émulsifiant lécithine de soja', 'arôme', ' Peut contenir des traces de lait']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,,458,,1916 kj(458 kcal),,"25,1",,"13,9",,"51,7",,"25,9",,"6,2",,"0,4",,"0,16",,,,,,,,,"['Point Vert', 'Fabriqué en Belgique']",,,,,,,,,,,,,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E270 - Acide lactique', 'E160ai - Bêta-carotène', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', ""E503ii - Carbonate acide d'ammonium""]",,['Huile de palme'],
327,Blanc de poulet - Volibon Halal,5411431113842,,,,['Volibon Halal'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",,,['France'],"['Viande de poulet 60%5 viande de dindonneau 2 dextrose', 'sirop de glucose', 'herbes ', 'thym', 'marjolaine', 'arôme ', 'OEUFS', 'SOJA', 'huile végétale ', 'colza', 'tournesol', 'palm ', 'SOJA', 'mais', 'poudre dioignon', 'stabilisant E407', 'E451 antic conservateur E250', ' Peut contenir traces de gluten', 'lait et m 0*0Lfalité choix', 'cuit et préparé en salaison']","['Œufs', 'Soja']",['Non végétalien'],4,?,,170,+57%,711 kj(170 kcal),+59%,10,+357%,"3,2",+390%,1,-26%,"0,5",-43%,17,-15%,2,+6%,"0,8",+6%,,,,,,,,"['Halal', 'en:Halal Food Council of Europe']",,,,10 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,13,+170%,D,+170%,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,
328,Blanc de poulet aux fines herbes - Volibon - 160g,5411431115143,E,160 g,"['Barquette', 'Plastique', 'Frais']",['Volibon'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",,['BE B529 EC'],['France'],"['Viande de poulet 85 %', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'épices ', 'CÉLERI', 'persil 0,2 %', 'arôme ', 'GLUTEN ', 'blé', 'orge', 'OEUFS', 'CÉLERI', 'SOJA', 'huile végétale ', 'colza', 'tournesol', 'palme', 'protéine végétale ', 'SOJA', 'maïs', 'protéine de LAIT', ""poudre d'oignon"", 'levure', ""poudre d'ail"", 'stabilisant E407', 'E451', 'antioxydant : E300', 'E301', 'conservateur E250']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,663,+50%,159,+49%,663 kj(159 kcal),+49%,10,+388%,"3,2",+428%,1,-7%,1,+17%,16,-23%,"2,1",+14%,"0,84",+14%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Halal', 'en:Halal Food Council of Europe']",,['Carrefour'],,10 g,en quantité modérée,3.2 g,en quantité modérée,1 g,en faible quantité,2.1 g,en quantité élevée,13,+191%,D,+191%,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['Huile de palme'],
