,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,generic_name,packaging,additives,allergens,ingredients_origins,markets,traceability_code,link,manufacturing,palm_ingredients
40,Biere mont d'or - Bières Bio Mont d'Or - 33cl,3760195150054,B,"[""Bières Bio Mont d'Or""]","['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières bio', 'Bières cuivrées']",['France'],"['Eau', ""malt d'orge"", 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'Déconseillé aux femmes enceintes']",,,0,,0,,,,,,3,,"['Bouteille', 'Verre']",,['Gluten'],,,"['EMB 73065', 'Chambéry (Savoie, France)']",,['France'],
41,Paté au piment d'Espelette - Les recettes de mamie,3760195330043,,['Les recettes de mamie'],,['France'],[],[],,,,,,,?,,364,,1523 kj(364 kcal),,"33,1",,13,,"1,5",,"0,3",,"15,1",,,,,,,,,,,,,"1,79",,"0,716",,,,,,,,,,,,,,,,
42,Boudin de porc - Les recettes de mamie,3760195332054,,['Les recettes de mamie'],,['France'],[],[],,,,,,,?,,318,,1331 kj(318 kcal),,"28,2",,"11,1",,"0,6",,"0,6",,"15,5",,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,"1,32",,"0,528",,,,,,,,,,,,,,,,
43,Boules de soja,3760195480076,,,,['France'],[],[],,,,,,,?,,412,,1724 kj(412 kcal),,"0,9",,"0,9",,"26,7",,"10,6",,50,,,,,,,,,,,,,"1,215",,"0,486",,,,,,,,,,,,,,,,
44,Effinov Oligo+,3760195480922,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
45,Effinov - Hydraminov Neutre - 10 Sticks,3760195481011,,,,['France'],[],[],,,,,,,?,,369,,1544 kj(369 kcal),,"1,1",,1,,"77,8",,"29,2",,"7,2",,,,,,,,,,,,,"2,7",,"1,08",,,,,,,,,,,,,,,,
46,Vitalinov,3760195481264,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,['Fabriqué en France'],,,0,,0,,,,,,,,,,,,,,,,
47,Nems au porc,3760195541302,C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",['France'],[],[],10.7 g,en quantité modérée,2.24 g,en quantité modérée,0.6 g,en faible quantité,?,,201,-9%,841 kj(201 kcal),-9%,"10,7",-6%,"2,24",-16%,"22,4",+3%,"0,6",-81%,"10,5",+49%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,['Fabriqué en France'],1.27 g,en quantité modérée,"1,27",-8%,"0,508",-8%,4,-44%,C,-44%,,,,,,,,"['FR 94.054.428 CE', 'Orly (Val-de-Marne, France)']",,,
48,Samossas au poulet halal - Foo Seng,3760195542552,E,['Foo Seng'],"['Plats préparés', 'Samoussas', 'Samoussas au poulet']",['France'],"['halal 45%', 'pâte ', 'farine eau', 'sel', 'oig-hJY,0ttpois', 'haricots - Aquile vert', ""vermicelle de soja' suc€e"", 'de tournesol', 'poudre de curry ', ""curcuma' piment de cayenne"", 'gingembre', 'coriandre', 'cumin', 'moutarde', 'poivre', 'fenugrec', 'cari', 'sauce de soja ', 'eau', 'soja', 'farine de blé', 'sel', 'sucre', 'extrait de levure', 'arôme enhanceur', 'sel', 'exhausteur de goût :E621', 'ail', 'curcuma', 'cannelle', "" Mode d'emploi : sans décongeler frire dans de l'huile à 1600c pendant 10 à 12 mn ou mettre au four à 1500c en huilant légèrement les samossas pendant 12 à 15 mn"", ' LES ALLERGÈNES : Produit élaboré dans un atelier qui utilise : blé', 'gluten', 'poisson', 'crus - tacés', 'soja', 'sésame', 'arachide', 'œuf', 'lait et moutarde', ' Produced in a factory that uses: Wheat', 'gluten', 'fish', 'crustaceans', 'soy', 'sesame', 'peanut', 'egg', 'milk and mustard', ' ', 'Ce produit est']",['Non végétalien'],3 g,en quantité modérée,0.65 g,en faible quantité,0.3 g,en faible quantité,?,,161,-24%,674 kj(161 kcal),-24%,3,-69%,"0,65",-66%,"26,6",+15%,"0,3",-92%,"7,9",+8%,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,['Halal'],1.07 g,en quantité modérée,"1,075",-0%,"0,43",-0%,2,-61%,B,-61%,4,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Gluten', 'Moutarde', 'Soja']",,,,,,
49,Bouchées aux crevettes,3760195543559,,,,['France'],[],[],,,,,,,?,,111,,464 kj(111 kcal),,"1,5",,"0,53",,13,,"0,5",,12,,,,,,,,,,,,,"1,69",,"0,676",,,,,,,,,,,,,"['FR 94.054.428 CE', 'Orly (Val-de-Marne, France)']",,,
50,Nems au poulet,3760195545218,C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",['France'],[],[],21 g,en quantité élevée,9.3 g,en quantité élevée,2.2 g,en faible quantité,?,,213,+6%,891 kj(213 kcal),+7%,21,+165%,"9,3",+632%,"25,9",+14%,"2,2",-17%,"8,2",+14%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,1.27 g,en quantité modérée,"1,27",+1%,"0,508",+1%,16,+279%,D,+279%,,,,,,,,,,,
51,Samossas au poulet halal,3760195545553,E,,"['Plats préparés', 'Samoussas', 'Samoussas au poulet']",['France'],[],[],3 g,en quantité modérée,0.65 g,en faible quantité,0.3 g,en faible quantité,?,,161,-24%,674 kj(161 kcal),-24%,3,-69%,"0,65",-66%,"26,6",+15%,"0,3",-92%,"7,9",+8%,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,['Halal'],1.09 g,en quantité modérée,"1,09",+1%,"0,436",+1%,2,-61%,B,-61%,,,,,,,,"['FR 94.054.428 CE', 'Orly (Val-de-Marne, France)']",,,
52,Nems aux crevettes et poulet - Foo Seng Sas,3760195545713,C,['Foo Seng Sas'],"['Plats préparés', 'Nems']",['France'],"['crevettes 35%', 'poulet halal 20%', 'galette de riz ', 'riz', 'tapioca ,eau', 'oignon', 'taro', 'vermicolle ', 'haricot mungo', 'pomme de terra', 'sauce do poisson ', 'anchois', 'sel', 'eau', 'sucre', 'exhausteur de goût : E621', 'ail', 'sel', 'huilo de sésame', 'huile do tournesol', 'poivre', ' sachet de sauce: eau', 'sucre', 'sauce de poisson ', 'anchois', 'sel', 'eau', 'vinaigre', 'piment', 'sel', 'ail', ' Les Allergenes : Produit élaboré dans un atelier qui utilise : blé', 'gluten', 'pois - son', 'crustacés', 'soja', 'sésame', 'arachide', 'œuf', 'lait et moutarde']","['Non végétalien', 'Non végétarien']",3.2 g,en quantité modérée,0.64 g,en faible quantité,2.2 g,en faible quantité,?,,172,-15%,720 kj(172 kcal),-15%,"3,2",-64%,"0,64",-61%,"28,6",+27%,"2,2",-22%,"7,1",+3%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,1.15 g,en quantité modérée,"1,15",-12%,"0,46",-12%,3,-43%,C,-43%,4,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Crustacés', 'Poisson']",,,"['FR 94.054.428 CE', 'Orly (Val-de-Marne, France)']",,,
53,Perle de coco a la cacahuete et sesame -,3760195549124,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",['France'],[],[],11.7 g,en quantité modérée,6.67 g,en quantité élevée,13.7 g,en quantité élevée,?,,288,-24%,1205 kj(288 kcal),-23%,"11,7",-30%,"6,67",-18%,"43,2",-10%,"13,7",-53%,"4,2",-22%,,,,,,,,,,0.27 g,en faible quantité,"0,27",-35%,"0,108",-35%,13,-24%,D,-24%,,,,,,,,,,,
54,Galette orientale,3760195570005,,,,['France'],[],[],,,,,,,?,,264,,1105 kj(264 kcal),,"10,4",,"6,4",,"39,2",,0,,1,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,
55,Tortillas - Biladi,3760195570081,,['Biladi'],,['France'],"['E202', ' sel', 'émulsifiant E471 ', ""fibre os re d'origine animale"", ' E422', 'emuMer: E471 ', 'oat fibei Packaged in a otié ', 'palm', 'râaP2âad', 'EO', 'EE6', ' constveermiddelen: E282', ' E202', ' 2011t', 'ùt bevat geen diertijke ingrédiênten', ' _ ', 'Œ6 E50Ù', 'E450 „u 67', ' 0522591 *']","[""Pourrait contenir de l'huile de palme""]",,,,,,,?,,291,,1218 kj(291 kcal),,"6,7",,"2,9",,"49,3",,"0,8",,"7,1",,,,,,,,,,['Fabriqué en Belgique'],,,"2,25",,"0,9",,,,,,4,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E422 - Glycérol', 'E282 - Propionate de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,
56,Emincés de kebab avs - Bibars Groupe,3760195571453,,['Bibars Groupe'],,['France'],"['Produit traité en salaison Ingrédients ', ' Cuisse de poulet 90%', 'eau', 'amidon de tapioca', 'dextrose', 'épices', 'sel', ' herbes', ' huile végétale', 'sucre', 'épaississant E407', 'stabilisant E 451', ' Peut contenir : soja', 'lait', 'gluten ', 'moutarde', 'celeri']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,?,,144,,602 kj(144 kcal),,"5,6",,"1,3",,7,,"3,5",,16,,,,,,,,,,,,,"1,7",,"0,68",,,,,,4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,
57,10 burgers de boeuf - Biladi - 800g,3760195571521,,['Biladi'],,['France'],[],[],,,,,,,?,,864,,3615 kj(864 kcal),,"15,3",,"6,7",,"4,3",,"0,5",,"13,2",,,,,,,,,800g,"['Halal', 'A Votre Service']",,,"1,2",,"0,48",,,,,,,,,,,,,,,,
58,Pur jus exotique - Cœur de Pom,3760195902196,,['Cœur de Pom'],,['France'],[],[],,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,11,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Stevia - Stevialis - 50sachets,3760196200062,,['Stevialis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Édulcorants', 'Additifs alimentaires', 'Stévia et dérivés', 'Succédanés du sucre', 'Édulcorants naturels', 'Steviol glycosides']",['France'],"['Extrait de stévia Reb A 98', 'érythritol', 'extrait de réglisse']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,,0 kj(0 kcal),-100%,0,,0,,0,-100%,0,-100%,0,-100%,,,,,,,,50 sachets,"['100% naturel', 'Sans colorants', 'Zéro calories']",0 g,en faible quantité,0,-100%,0,-100%,,,,,4,Sucre de stévia,"['Carton', 'Sachets']","['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E968 - Érythritol']",,,,,,,
60,Tapenade rouge,3760196280088,,,,['France'],[],[],,,,,,,?,,185,,774 kj(185 kcal),,17,,"2,5",,"3,8",,"2,4",,"2,1",,,,,,,,,,['Point Vert'],,,3,,"1,2",,,,,,,,,,,,,,,,
61,Calabraise - Le Gourmet Des Marches - 150g,3760196280118,,['Le Gourmet Des Marches'],,['France'],"['Huile de colza', 'coulis de tomate de e de tette cu?uma', 'jtts de dton', 'concenté', "" de jus de cimu vitamine vinaiqe deo 'vim sel basilic"", 'al', "" d'actdié : acide dttique"", 'E330']",[],,,,,,,?,,380,,1590 kj(380 kcal),,36,,"2,8",,10,,3,,"2,8",,,,,,,,,150 g,,,,"1,2",,"0,48",,,,,,,,,['E330 - Acide citrique'],,,,,,,
62,KetoDestock,3760196360308,,,,['France'],[],[],,,,,,,?,,11,,46 kj(11 kcal),,"0,79",,0,,1,,0,,"0,01",,,,,,,,,,['Fabriqué en France'],,,0,,0,,,,,,,,,,,,,,,,
63,Sangria rouge Française - Don Peponne,3760196520177,,['Don Peponne'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Nhco Nutrium 600K Pro Mass Gainer Chocolat 1KG - 1kg,3760196530213,,,,['France'],[],[],,,,,,,?,,386,,1615 kj(386 kcal),,"4,6",,"3,5",,"53,4",,"5,9",,"31,1",,,,,,,,,1 kg,,,,"0,6",,"0,24",,,,,,,,,,,,,,,,
65,Nhco Whey Ic80 Pro Chocolat 750G - 750g,3760196530251,,,,['France'],[],[],,,,,,,?,,386,,1615 kj(386 kcal),,"5,9",,"4,2",,"4,1",,"2,1",,78,,,,,,,,,750 g,,,,1,,"0,4",,,,,,,,,,,,,,,,
66,Nhco Thermoxyl,3760196530459,,['Nhco'],,['France'],"['betaïne', 'cie ', 'pantothénate de calcium', 'vitern ne hydro', 'xvplopylrnét,hylcellulose', 'colorant ', '2347 Dosage 120à nu cv L 25,2 120 1']",[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,,,4,,,,,,,,,,
67,Nhco L-tryptophane 56 Gelules,3760196530503,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,0,,0,,,,,,,,,,,,,,,,
68,Savoie Limonade,3760196725015,,,,['France'],[],[],,,,,,,?,,34,,142 kj(34 kcal),,"0,1",,0,,"11,8",,"11,8",,0,,,,,,,,,,,,,"0,001",,0,,,,,,,,,,,,,,,,
69,Epeautre Décortiqué France - Moulin De Chanterelle,3760196730132,,['Moulin De Chanterelle'],,['France'],[],[],,,,,,,?,,326,,1364 kj(326 kcal),,"1,5",,"0,4",,61,,"1,9",,12,,,,,,,,,,"['Bio', 'Bio européen']",,,"0,01",,"0,004",,,,,,,,,,,,,,,,
70,Pastis,3760196880004,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6 Œufs Frais de Poules Élevées en Plein Air - Ferme du Bertholon,3760196960010,B,['Ferme du Bertholon'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",['France'],['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,6 Œufs,,,,,,,,,,,,1,Œufs,"['boîte à œufs', 'Carton', 'Boîte']",,['Œufs'],['France'],['Ferme...là!'],"['FR 01.248.001 CE', 'Mionnay (Ain, France)']",,"['Mionnay', 'France']",
72,Bière blonde artisanale  - Gasconha - 33cl,3760197290000,C,['Gasconha'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières artisanales', 'Bières blondes']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33cl,,,,,,,,,,,,,,,,,,,,,,
73,Lardons Fumés - Les Viandes Fermières,3760197320592,D,['Les Viandes Fermières'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",['France'],[],[],29 g,en quantité élevée,12 g,en quantité élevée,0.6 g,en faible quantité,?,,329,+23%,1377 kj(329 kcal),+25%,29,+34%,12,+45%,"0,7",-15%,"0,6",-6%,17,+4%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,,3.5 g,en quantité élevée,"3,5",+32%,"1,4",+32%,24,+20%,E,+20%,,,,,,,,,,,
74,"Poire & Fleur de Lotus, Relax - Green & Blue Veda - 500ml",3760197330133,,['Green & Blue Veda'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,500 ml,,,,,,,,,,,,,,,,,,,,,,
75,Sel de camargue poivre noir et thym - Notre Terre,3760197502264,,['Notre Terre'],,['France'],[],[],,,,,,,?,,10,,42 kj(10 kcal),,"0,3",,"0,1",,"0,7",,"0,06",,"0,6",,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,86,,"34,4",,,,,,,,,,,,,,,,
76,100% pur jus de pommes - Le Pépin Et La Plume,3760197580132,C,['Le Pépin Et La Plume'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['France'],"[""100% jus de pomme issues de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,30,-35%,126 kj(30 kcal),-34%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,['Bio'],0 g,en faible quantité,0,-100%,0,-100%,-5,-220%,B,-220%,1,,,,,,,,,,
77,Purée de pommes bio - Douar Beu,3760197580156,,['Douar Beu'],,['France'],['INGREDIENTS :'],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,['Bio'],,,0,,0,,,,,,,,,,,,,,,,
78,Petites Tartelettes X24 - Blini,3760197630127,B,['Blini'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",['France'],"['Tartelette tomates poivrons rouges ', '25%', ' : Farine de blé', 'purée de tomates eau', 'margarine ', 'graisses végétales de palme et de coco', 'eau', 'huile végétale de colza', 'érnulsifiant : mono- et digtycéndes dzides Ças', ""corrzta-r d'acidité acide citrique"", 'puis', ""poivrons rouges 5,4%'"", 'amidon de blé', 'oignons', 'crème', 'stabilisant : carraghénanes', 'amidon mdifié', 'huile végétale de twrnesol', 'sel', 'lactosérum en poudre', 'protéines de bit en pane', 'écremé en para ad', 'basilic', 'sucre', 'poudres àÂever dphosphates', 'carbonates de sodium ', 'contient ble', ' ', ' poivre noir', ' Tartelette lorraine ', '25%', ' : Farine de b!é', 'eau', 'marganne ', 'gaisses vgétales de palme et de coco', 'eau', 'huile végétale de colza', "" zrulgfimt : et dòtendes d'acides gras"", ""cotTecteur d'acidité : acidp citrique"", 'œuf?', 'lardon cuit fumé ', 'poitnne de porc', 'sel', 'dextrose', 'acidifiant : acide Citrique', 'antioxydant : de sodium', 'conservateur : nitnte sodium', ""7ème 3,896' "", '7ème', 'sodium', 'lait écremé en poudre', 'huile végétale de tournesol', 'sel', 'lactosérum en poudre', 'protéines de ', 'ait en poudre', 'sucre', 'poudres à lever : diphosphates', 'carbonates de sodium ', 'conijent ble', ' Tartelette tapenade ', '25%', "" : 3396' [dix pores confites en saumure "", ""olives noires 24%'"", 'eau', 'sel} stabilisant : gluconate ferreux', ""filets d'anchois salés marinés 3,196' "", ""anchois salés 2,296'"", 'huile végétale de tournesol', 'câpres au vinagre 3', ""1026' "", ""câpres 396'"", 'fraye', 'se0', ""huile veaeta\\e d'o\\tves vierge extra 1"", ""6%'"", 'thym farine de bJe', 'eau', 'marganne ', 'grasses végétales de palme et de coco', 'eau', 'huile végétale"" de colza', "" ànulsifiant : mono- et diglycerdes d'acides gras"", ""correcteur d'acidité : acide citriql*"", 'de véqetaie de tournesol', 'amidon modifie', 'sel', 'VaçV0$érum en poudre', 'protemes de en poudre', 'sucre', ' poudres à lever : dphosphates', 'carbonates de sodium ', 'contient ble', ' Tartelette']","['Huile de palme', 'Non végétalien', 'Non végétarien']",19 g,en quantité modérée,7.3 g,en quantité élevée,2 g,en faible quantité,?,,329,+27%,1377 kj(329 kcal),+26%,19,+79%,"7,3",+414%,32,-4%,2,-54%,"6,9",+9%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,1.3 g,en quantité modérée,"1,3",-4%,"0,52",-4%,16,+137%,D,+137%,4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E579 - Gluconate de fer', 'E14XX - Amidons modifiés']","['Œufs', 'Gluten', 'Lait']",,['Magasins U'],,,,
79,L'obsession chocolat-framboise - Labeyrie - 405g,3760197630196,,"['Labeyrie', 'Lenôtre']","['Snacks', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Pâtisseries']",['France'],"['Mousse de chocolat aux éclats de framboises ', '45%', 'sur un fond feuilletine au praliné ', '24%', ' et de biscuit au cacao ', '13%', "" \x96 nappée d'un glaçage au chocolat : Crème "", 'crème', 'protéines de lait', 'gélifiant : carraghénanes', 'Chocolats ', '23%', ' ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'arôme', 'émulsifiant : lécithine de soja', 'Sucre', 'Eclats de framboises ', '10,9%', 'Praliné noisettes et amandes ', '9,2%', ' ', 'sucre', 'noisettes', 'amandes', 'émulsifiant : lécithine de soja', ""Blanc d'oeuf reconstitué "", ""blanc d'oeuf"", 'acidifiant : acide citrique', 'agent moussant : E 1505', 'Huiles et matières grasses végétales', 'OEufs', 'Lait entier', 'Farine de blé', 'Cacao maigre en poudre ', '2%', 'Sirop de glucose', 'Sirop de sucre inverti', 'Sirop de glucose et fructose', 'Matière grasse de lait anhydre', 'Lactose', 'Lait écrémé en poudre', 'Protéines de lait', 'Pâte de cacao', 'Sel', 'Arôme', 'Colorant : extrait de paprika', 'Gélifiant : pectine', 'Poudre à lever : carbonate acide de sodium', 'Emulsifiants : lécithine de soja \x96 E473', 'Acidifiant : acide citrique', ""Farine de malt d'orge"", 'Conservateur : sorbate de potassium', ' Décor ', '1', '0%', ' : Chocolats ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'vanille naturelle', 'colorants : E171', '\x96curcumine', 'cochenille', ' Contient : Gluten', 'OEuf', 'Soja', 'Lait', 'Amande et Noisette']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",24.3 g,en quantité élevée,13.4 g,en quantité élevée,19.9 g,en quantité élevée,?,,382,+1%,1598 kj(382 kcal),+2%,"24,3",+45%,"13,4",+65%,"33,3",-31%,"19,9",-32%,"5,3",-1%,,,,,,,,405g,,0.13 g,en faible quantité,"0,13",-69%,"0,052",-69%,18,+5%,D,+5%,4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E330 - Acide citrique', 'E1505 - Citrate de triéthyle', 'E160c - Extrait de paprika', 'E440 - Pectines', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E171 - Oxyde de titane', 'E120 - Acide carminique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Magasins U'],"['FR 82.033.006 CE', 'Castelsarrasin (Tarn-et-Garonne, France)']",,['France'],
80,Désir Fruits Rouges - Lenotre,3760197630349,,['Lenotre'],,['France'],"['Mousse légère de fromage blanc ', '46%', 'et Fruits rouges sur un Macaron moelleux ', '16%', "" - nappés d'un Glaçage aux fruits rouges : Sucre"", 'crème ', 'CE', 'stabilisant : carraghénanes', 'fromage blanc 16%* eau', 'purée de framboises sucrée 11%* ', 'framboises 90%', 'sucre', 'fruits rouges 8', '9%* ', 'framboises 55%', 'groseilles 30%', 'cassis 15%', ""amandes 4,4%* jaune d'œuf sucré "", ""jaune d'œuf"", 'sucre', 'gélatine de bœuf', ""blanc d'œuf en poudre "", ""blanc d'œuf"", ""correcteur d'acidité : acide citrique"", 'agent moussant : E1505', 'gélifiant : pectines', 'colorant : carmins', 'acidifiant : acide citrique', "" *Pourcentages exprimés sur l'entremets sans le décor"", ' Décor ', '0,5%', ' : Chocolat ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'vanille naturelle', 'colorants : curcumine', 'E171', ' Les informations soulignées dans la liste des ingrédients et reprises ci-dessous sont destinées aux personnes allergiques : CONTIENT : Fruits à coque ', 'amandes', 'Lait et œufs', ' PEUT CONTENIR DES TRACES DE : Céréales contenant du gluten', 'autres fruits à coque ', 'noix', 'noisettes et pistaches', ' et Soja']","['Non végétalien', 'Non végétarien']",,,,,,,?,,231,,967 kj(231 kcal),,12,,"5,9",,25,,24,,"4,8",,,,,,,,,,,,,"0,1",,"0,04",,,,,,4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E330 - Acide citrique', 'E1505 - Citrate de triéthyle', 'E440 - Pectines', 'E120 - Acide carminique', 'E100 - Curcumine', 'E171 - Oxyde de titane']","['Œufs', 'Lait', 'Fruits à coque']",,,,,,
