,name,bar_code,brand,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,packaging,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
91,Dattes Branchées Coffret 500 G Récolte - El Medina - 500g,3580281223017,['El Medina'],,['Grand Frais'],['France'],['Dattes catégorie 1'],,,[],,?,329,1377 kj(329 kcal),"0,4",0,75,"63,3","2,4","0,01","0,004",B,500g,['Coffret carton à fenêtre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']","['ISO22000/2005', 'QualityAustria']",0.4 g,en faible quantité,0 g,en faible quantité,63.3 g,en quantité élevée,0.01 g,en faible quantité,,+12%,+12%,+25%,-100%,+12%,+10%,+5%,-61%,-61%,3,-29%,C,-29%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,['Tunisie'],['Tunisie'],,,
92,Mélange Bien être - Agidra,3580281232132,['Agidra'],,,['France'],"['amandes', 'noix do pécan', 'cranbctries séchées en moitiés ', 'cranberries', 'sucre', ' Huile de tournesol', 'baies de qoii séchées sulfites', 'mûres blanches séchées ', ' Fruits en proportions variables', ' Traces possibles diarachlde et de Fruits conditionn', 's']",,['Fruits à coque'],[],,?,494,2067 kj(494 kcal),"29,7","2,7","41,5",26,"9,5","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Mais grillé salé - Bedros Et Savino - 100g,3580281550106,"['Bedros Et Savino', 'B&S']",,,['France'],"['Maïs', 'huile de palme', 'sel']",,,"['Huile de palme', 'Végétalien', 'Végétarien']",3,?,444,1858 kj(444 kcal),11,5,77,0,"7,4","2,275","0,91",,100 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks salés', 'Maïs grillé']",,11 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,2.27 g,en quantité élevée,,-4%,-4%,-55%,+18%,+61%,-100%,-13%,+48%,+48%,19,+56%,E,+56%,,,,,,,,,,,,,,['Huile de palme'],
94,Noix de cajou - Bedros Et Savino - 130g,3580281570128,['Bedros Et Savino'],,,['France'],"['Noix de cajou', 'huile de tournesol', ""sel Traces possibles d'arachide"", 'de sésame et de sulfites']",,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,625,2615 kj(625 kcal),"47,8","8,5","30,5",5,"16,8",1,"0,4",E,130 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,,+4%,+5%,+4%,0%,+19%,-23%,-10%,+59%,+59%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,
95,Petit Piments Fort - Les Comptoirs de Carthage - 300g (175g égoutté),3580281750650,['Les Comptoirs de Carthage'],,['Grand Frais'],['France'],"['Petits piments forts', 'eau', 'sel', ""correcteurs d'acidité : E260-E330"", 'affermissant : E509']","['E260 - Acide acétique', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,[],4,?,24,100 kj(24 kcal),"0,3",0,"4,6",0,"0,7","0,5","0,2",B,300 g (175 g égoutté),"['Bocal', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments']",,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,,-71%,-72%,-93%,-100%,-37%,-100%,-77%,-85%,-85%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,['Turquie'],,,,
96,Graines De Pavot En Sachet - Bedros,3580281848029,['Bedros'],,,['France'],[],,,[],,?,520,2176 kj(520 kcal),42,"4,5","8,6",3,18,"0,1","0,04",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de pavot']",,42 g,en quantité élevée,4.5 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,,+46%,+34%,+22%,+25%,+8%,+69%,+35%,+137%,+137%,5,+22%,C,+22%,82.2%,0.0%,11.1%,3.0%,3.7%,0.0%,57,,,,,,,,
97,Graine de pavot - Bédros -  120g,3580281848036,['Bédros'],,,['France'],[],,,[],,?,1,4 kj(1 kcal),"41,6",4,"8,6",3,18,0,0,C,120 g,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de pavot']",,41.6 g,en quantité élevée,4 g,en quantité modérée,3 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,+21%,+11%,+8%,+69%,+35%,-100%,-100%,-2,-149%,A,-149%,82.2%,0.0%,11.1%,3.0%,3.7%,0.0%,57,,,,,,,,
98,Graines de Sesame blanc - Bédros,3580281862421,['Bédros'],,,['France'],"['Ingredient ', ' SESAME Ingredjente SESAMO']",,['Graines de sésame'],[],,?,600,2510 kj(600 kcal),50,"7,8",10,"0,3",21,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Trio de legumes - Savino - 145gr,3580282227502,['Savino'],,,['France'],"['Légumes ', 'aubergine 29%', 'poivron Piquillo 26%', 'courgette 10%', 'huile de tournesol', 'vinaigre', 'sel', 'épices ', 'ail', 'persil', 'sucre', ""régulateur d'acidité : E330"", 'affermissant E509']","['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,104,435 kj(104 kcal),"7,7","1,5","4,5","3,5","2,1",1,"0,4",,145 gr,['Verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",,7.7 g,en quantité modérée,1.5 g,en quantité modérée,3.5 g,en faible quantité,1 g,en quantité modérée,,+126%,+130%,+1356%,+1204%,-23%,+43%,0%,+28%,+28%,0,,B,,,,,,,,,,,,['Pérou'],['Pérou'],,,
100,Sel fin - Bedros,3580283045990,['Bedros'],,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,100,40,B,,,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,,,,,,,,,+31%,+31%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
101,Pavé poulet façon kebab -  - 230g,3581084101908,,"['EMB 68375A', 'Wittelsheim (Haut-Rhin, France)']",,['France'],[],,,[],,?,221,925 kj(221 kcal),"6,4","1,3",29,"2,4",11,"1,5","0,6",,230 g,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Escargot pépites chocolats - Poulaillon,3581085100603,['Poulaillon'],"['EMB 63375A', 'Saint-Martin-des-Plains (Puy-de-Dôme, France)']",,['France'],"['Pâte 61% ', 'farine de BLE', 'margarine ', 'huiles et graisses végétales non hydrogénées ', 'palme', 'colza', ' eau', 'sel', 'sucre', 'émulsifiant : E471', 'acidifiant : E330', 'colorant : E160a', 'levure', 'LAIT en poudre', 'levain de BLE arôme beurre', 'sel', 'GLUTEN de BLE', 'epaississant : gomme de cellulose', ' farine de BLE malté', 'agent de traitement de la farine : E300', 'enzymes] - crème pâtissière 24% ', 'eau', 'sucre', 'amidon modifié', 'LACTOSE', 'matières grasses végétales hydrogénées ', 'coco', 'noix de coco totalement hydrogénée', 'poudre de LAIT écrémé', 'sirop de glucose', 'affermissants : E516', ' E450', 'gélifiants : E401', 'E410', 'E415', 'E464', 'émulsifiant : E472b', 'protéine de LAIT', 'sel', 'arôme', 'colorants : E160a', 'EIOI', 'pépites de chocolat 15% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme vanille', ' Dorure : OEUF entier', ' Présence éventuelle de fruits à coque', 'de sésame']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E466 - Carboxyméthylcellulose', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E516 - Sulfate de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', 'E464 - Hydroxypropylméthylcellulose', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Graines de sésame', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,377,1577 kj(377 kcal),"21,4",11,"39,4",16,"5,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
103,Corne de gazelle x2 - Les Délices de Djamila - 150g,3582730001078,['Les Délices de Djamila'],,,['France'],"['Farine de BLÉ', 'sucre', 'AMANDES 14,6 %', 'margarine : ', 'huile et graisses végétales raffinées ', 'colza et palme', 'eau', 'émulsifiants : E322 ', 'SOJA', 'E471', 'sel', 'sucre', 'acidifiant : E330', 'arômes naturels', 'colorant : E160a', 'eau', 'ARACHIDES', 'arômes', 'arôme vanille ', 'contient BLÉ', ' conservateur : E200', 'poudre à lever ', 'E450i', 'E500ii', 'amidon de BLÉ', ' Saupoudrage poudre décor ', 'dextrose', 'amidon', 'matière grasse végétale hydrogénée', 'antiaggloméants ', 'dioxyde de silice E551', 'phosphate tricalcique E341', 'arôme']","['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Fruits à coque', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,495,2071 kj(495 kcal),27,"7,7",51,21,11,"0,07","0,028",E,150 g,"['Plastique', 'décongelé']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Corne de gazelle']",,27 g,en quantité élevée,7.7 g,en quantité élevée,21 g,en quantité élevée,0.07 g,en faible quantité,,+31%,+32%,+61%,-5%,+6%,-28%,+105%,-83%,-83%,17,-1%,D,-1%,90.1%,4.8%,2.0%,2.1%,1.0%,0.0%,33,,,,,,,,
104,Caillettes - Du père duchamp - 300g,3582930110037,['Du père duchamp'],,,['France'],[],,,[],,?,194,812 kj(194 kcal),"18,9",18,"3,3","0,6","15,7","1,8","0,72",,300 g,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Caillettes']","['Sans colorants', 'Sans conservateurs']",18.9 g,en quantité modérée,18 g,en quantité élevée,0.6 g,en faible quantité,1.8 g,en quantité élevée,,-26%,-26%,-7%,+129%,-39%,-62%,+17%,-17%,-17%,19,+1%,E,+1%,,,,,,,,,,,,,,,
105,Jambonnade Douce aux Piments Bayonette - BIPIA - 140g,3584384321144,['BIPIA'],,,['France'],[],,,[],,?,220,920 kj(220 kcal),16,"3,4","7,7","4,5","10,5","5,2","2,08",,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Elixirs & Co Stop Tabac - Elixir&Co,3584850003390,['Elixir&Co'],,,['France'],"['Gomme arabique', 'Sorbitol', 'Maltitol/ arôme mélisse citronnéel acide citrique', 'essence mère stop tabac ', 'Aigremoine', 'Bourgeon de marronnier', 'Centaurée', 'Impatiente', 'Noyer', 'Orme', 'Prunus', ' huile essentielle de citronl sucralose', 'menthol', ""agents d'enrobages : huile végétale"", 'cire de carnauba', "" Peut contenir des traces d'oeufs"", 'de fruits à coques et de blé « Une consommation excessive peut avoir des effets laxatifs »']","[""E414 - Gomme d'acacia"", 'E420 - Sorbitol', 'E965 - Maltitol', 'E903 - Cire de carnauba']",,"[""Pourrait contenir de l'huile de palme""]",4,?,214,895 kj(214 kcal),"0,2","0,1","2,5","0,1","1,1",0,0,,,,,"['Bio', 'Une consommation excessive peut avoir des effets laxatifs', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Summer in lov,3585810057156,,,,['France'],[],,,[],,?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Morue dessalée - Gimbert,3586410322996,['Gimbert'],,,['France'],"['Morue du Pacifique avec peau crue surgelée ', 'Gadus macrocephalus', 'sel 1 ,9% Contient : poisson ', 'Morue', ' CONSERVATION à 24 heures au réfrigérateur à +50C 3 jours dans le compartiment à glaçons - 60C plusieurs mois au congélateur à - 180C Ne jamais recongeler un produit décongelé']",,['Poisson'],"['Non végétalien', 'Non végétarien']",,?,56,234 kj(56 kcal),"0,5","0,5","0,7","0,5",13,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Gambas - Gimbert,3586410412291,['Gimbert'],,,['France'],[],,,[],,?,73,305 kj(73 kcal),"0,5","0,5","0,5","0,5",18,"0,57","0,228",D,,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Gambas']",,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.57 g,en quantité modérée,,-17%,-17%,-34%,+86%,+40%,+247%,-10%,-30%,-30%,-3,,A,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,
110,Cuisse de grenouille,3586410426137,,,,['France'],[],,,[],,?,73,305 kj(73 kcal),"0,5","0,5","0,5","0,5",16,0,0,,,,"['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,-46%,-48%,-93%,-87%,-60%,+260%,+4%,-100%,-100%,-5,-303%,A,-303%,,,,,,,,,,,,,,,
111,Nougat tendre vietnamien - Patisserie De Choisy,3587100000422,['Patisserie De Choisy'],,,['France'],['BAhHrÂNrÂN'],,,[],,?,446,1866 kj(446 kcal),17,8,"67,2",51,6,0,0,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Gache de Paques au beurre et a la creme fraiche LA FOURNEE DOREE - 500g,3587220000012,['La Fournée Dorée'],,,['France'],"['Farine de blé', 'sucre', 'œufs entiers frais', 'beurre frais 10%', 'crème fraîche 5%', 'poudre de lait entier', 'sel', 'gluten de blé', 'eau de vie', 'arômes naturels', 'levure', 'levure désactivée', 'colorant ', 'béta carotène']",['E160ai - Bêta-carotène'],"['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,346,1448 kj(346 kcal),"12,6",8,"49,1","14,6","7,6","0,975","0,39",C,500 g,"['Plastique', 'Sachet']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Gâches', 'Brioches pur beurre']",['Point Vert'],12.6 g,en quantité modérée,8 g,en quantité élevée,14.6 g,en quantité élevée,0.975 g,en quantité modérée,,-6%,-6%,-12%,-14%,-3%,0%,-6%,+3%,+3%,18,-2%,D,-2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,
113,Tresse à  la crème pâtissière et pépites de chocolat,3587223050410,,,,['France'],[],,,[],,?,281,1176 kj(281 kcal),9,"4,9",42,19,"6,6","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Evropa Cigarettes Chewing-gum Effet Fumée 18X35G,3587361054530,,,,['France'],[],,,[],,?,200,837 kj(200 kcal),55,3,12,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Kiwi - Zespri,3588050009602,['Zespri'],,,['France'],[],,,[],,337,79,337 kj(79 kcal),"0,28","0,07","15,8","12,3","1,02","0,007","0,003",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",0.28 g,en faible quantité,0.07 g,en faible quantité,12.3 g,en quantité modérée,0.007 g,en faible quantité,+2%,+7%,+6%,-39%,-2%,+9%,+21%,-7%,+54%,+54%,-2,,A,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,['Nouvelle-Zélande'],,,
116,Beurre des alpes,3588250000027,,,,['France'],[],,,[],,?,727,3042 kj(727 kcal),80,56,"0,5","0,5","0,4",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Crème de Beaufort 50% AOP - Coopérative Laitière de Haute Tarentaise - 150g,3588250270000,['Coopérative Laitière de Haute Tarentaise'],"['FR 73.054.001 CE', 'Bourg-Saint-Maurice (Savoie, France)']",,['France'],"['50 % Beaufort AOP ', 'lait', 'sel', 'présure', 'eau', 'beurre', 'sels émulsifiants ', 'polyphosphates de sodium', 'phosphate monosodique', ' ', 'acidifiant ', 'acide citrique']","['E452i - Polyphosphate de sodium', 'E339i - Phosphate monosodique', 'E330 - Acide citrique']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,285,1192 kj(285 kcal),26,"17,1","0,5","0,5","13,6","1,225","0,49",C,150 g,"['Frais', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",['Point Vert'],26 g,en quantité élevée,17.1 g,en quantité élevée,0.5 g,en faible quantité,1.23 g,en quantité modérée,,+12%,+12%,+29%,+28%,-91%,-88%,+16%,-38%,-38%,13,-16%,D,-16%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,['France'],['France'],,,
118,Tuboom cola -,3588400251156,,,,['France'],"['Sucre', 'sirop de glucose et de fructose', 'farine de blé,amidon', 'acidifiant ', 'E296', 'graisse végétale ', 'palme', 'gélatine', 'aciditiants ', 'E270', 'E576', 'arômes', ""correcteurs d'acidité E322"", 'sel', 'émulsifiant ', 'E471', 'humectant E342', 'colorants']","['E296 - Acide malique', 'E428 - Gélatine', 'E270 - Acide lactique', 'E576 - Gluconate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E342 - Phosphates d'ammonium""]",['Gluten'],"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,359,1502 kj(359 kcal),1,"0,6",86,69,"1,5","0,2","0,08",,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
119,Banania oeufs à cacher,3588400252184,"['Banania', 'Baco-Délice']",,,['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arômes ', 'dont dextrose de blé']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,542,2268 kj(542 kcal),32,20,57,56,6,"0,15","0,06",E,,"['Sachet', 'Plastique', 'Aluminium', 'métal']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Aliments de Pâques', 'Chocolats au lait extra fin', 'Œufs de Pâques', 'Œufs en chocolat creux']",['Fabriqué en France'],32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,,-2%,-1%,-5%,0%,+6%,+8%,-10%,-31%,-31%,26,0%,E,0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,['France'],,,,
120,Chocolat au lait - Valdelice - 1,3588400257974,['Valdelice'],,,['France'],[],,,[],,?,505,2113 kj(505 kcal),27,"16,7","59,1","58,4","6,6","0,2","0,08",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Cocktail orange carotte citron - finesse des vergers,3590590092907,['finesse des vergers'],,,['France'],"['A', 'c', ""E FINESSI Iclctail@ratwes '$znNdeconsommer"", ' FTüre,àconserver n *génteuretà dns les 3 jours', ' : Eau', 'sucre', ""concentrés de jus d'oranges"", 'de carottes', 'de citrons', 'acide citrique', 'A ', 'beta carotène', 'E440 ', 'Epaississant Pectine', 'E410 ', 'EpaissisgntGomrde r±Larômes', ' Vùblfitionnelles pour 100 ml : énergie 158', '84 kJ ']","['E330 - Acide citrique', 'E160ai - Bêta-carotène', 'E440 - Pectines', 'E410 - Gomme de caroube']",,"[""Pourrait contenir de l'huile de palme""]",4,?,38,159 kj(38 kcal),0,0,11,11,"0,5",0,0,,,,"['Boissons', 'Boissons avec sucre ajouté']",,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,-55%,-57%,-100%,-100%,-44%,-40%,-7%,-100%,-100%,14,+18%,E,+18%,,,,,,,,,,,,,,,
122,Limonade artisanale saveur pamplemousse - Finesse Des Vergers,3590590095038,['Finesse Des Vergers'],,,['France'],"['eau gazéifiée', 'sucre', 'Acidifiant : acide citrique', 'arôme naturel de pamplemousse avec autesarômesnat]é Sibilgnt ', 'E445', 'colorants ', 'E133', ""E129 : Peut avoir des effets indésirables sur l'amé et l'attention chezles±"", '• Vànfrtonnellespour 100ml : Energie 142kj']","['E330 - Acide citrique', 'E445 - Esters glycériques de résine de bois', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC']",,[],4,?,34,142 kj(34 kcal),0,0,"8,5","8,5",0,0,0,,,,"['Boissons', 'Boissons avec sucre ajouté']",,0 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,,-60%,-62%,-100%,-100%,-57%,-54%,-100%,-100%,-100%,11,-8%,E,-8%,,,,,,,,,,,,,,,
123,Kouign-Amann - Arzano - 420g,3591660000198,"['Arzano', 'Crêperie Lohéac']","['EMB 56083F', 'Hennebont (Morbihan, France)']",,['France'],"['Beurre frais 27%,Sucre,Farine de blé ', 'gluten', ',Sel', 'Levure boulangère']",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,465,1946 kj(465 kcal),"23,6",16,60,"35,1","3,1",1,"0,4",B,420 g,"['Sachet', 'Papier', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']","['Pur beurre', 'Fabrication artisanale']",23.6 g,en quantité élevée,16 g,en quantité élevée,35.1 g,en quantité élevée,1 g,en quantité modérée,,+4%,+4%,-7%,-3%,+15%,+30%,-22%,+24%,+24%,26,+13%,E,+13%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,,['France'],,,,
124,"Pain d'épices Gingembre, Pistaches et Citron - Baramel",3594480001994,['Baramel'],,,['France'],[],,,[],,?,333,1393 kj(333 kcal),10,"5,5",55,35,"4,8","0,55","0,22",B,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",10 g,en quantité modérée,5.5 g,en quantité élevée,35 g,en quantité élevée,0.55 g,en quantité modérée,,-1%,-2%,+187%,+344%,-22%,-14%,+11%,+26%,+26%,18,+28%,D,+28%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,
125,Financier aux amandes et au miel d'acacia - Baramel - 70g,3594480002106,['Baramel'],,['Naturalia'],['France'],"[""Blancs d'oeufs frais*"", 'sucre de canne non raffiné*', 'beurre de baratte ', 'lait', '*', 'amandes* ', '19%', 'farine de blé*', ""miel d'acacia* "", '1,2%', ""vanille gousse*\r*Issu de l'agriculture biologique""]",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",['Non végétalien'],3,?,501,2096 kj(501 kcal),34,15,37,28,10,"0,1","0,04",D,70g,['Plastique'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux', 'Financiers']","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabrication artisanale', 'Ecocert SAS F 32600', 'FR-BIO-01 Agriculture UE / non UE']",34 g,en quantité élevée,15 g,en quantité élevée,28 g,en quantité élevée,0.1 g,en faible quantité,,+11%,+11%,+27%,+18%,-14%,-14%,+22%,-70%,-70%,19,-12%,E,-12%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,Financier,,,"['Ets La Messuzière - Le Marais - 35131 Chartres de Bretagne', 'Bretagne', 'France', 'Ille et Vilaine', 'Chartres de Bretagne']",,,,
