,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,ingredients_origins,nova_score,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_saturated-fat_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,allergens,additives,palm_ingredients,link
618,Belin Box Minizza 185G,3017760667999,,,,,,,,,,['France'],[],[],,,?,,520,,2176 kj(520 kcal),,31,,50,,10,,,,,,,,,15,"6,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,
619,Belvita Chocolat & Céréales Complète - Lu,3017760671392,C,,['Carton'],['Lu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,,,,,,,,,,,,
620,Moelleux Vandamne Chocolat - LU - 1,3017760697590,,1,,['LU'],,,,,,['France'],"['€4TEAtFOURREAUCHOCOLAT', ' ngrédients:F -ne de deglucosefructose,s UFS', 'o maigre en poudre,é stiant', '14cithìne4e LAIP', 'de BLÉ', 'disodi ue«arbonate àcide de sodiuml', 'informati • gpmplémentaires\\soulewl ,rabat', ': %xmàèrdé Dréférerïeav g/thn :']",[],,,?,,400,,1674 kj(400 kcal),,16,,59,,"5,7",,,,,,,,,"7,4",34,"0,9","0,36",,,,,,,,,,,,,,,,,,['Gluten'],,,
621,Belin - La Box Best of - 205g,3017760715195,B,205 g,"['Boîte', 'Plastique']",['Belin'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,['France'],,,['France'],"['Farine de blé - Matière grasse végétale - Emmental râpé', ""séché 4,6% - Sucre - Poudre lever : carbonate acide d'ammonium"", 'orthophosphate monocalcique', ""carbonate acide de sodium - Sel - Graines de sésame et d'œillette 1,8% - Sirop de glucose-fructose - Farine d'orge malté - Levure sèche - Lactose et protéines de lait - Arôme "", 'huile de céleri', ' - Aromates et épices']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",24 g,en quantité élevée,?,,485,+5%,2029 kj(485 kcal),+4%,24,+21%,57,-4%,10,+1%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"0,1","0,1",3,"1,2",Crackers,,4,0.1 g,en faible quantité,-97%,0.1 g,en faible quantité,3 g,en quantité élevée,16,D,-98%,+50%,+50%,+4%,+4%,"['Gluten', 'Lait', 'Graines de sésame']","[""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium']",,
622,Cracotte - Lu,3017760725293,B,,,['Lu'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",,,,,['France'],[],[],2.6 g,en faible quantité,?,,388,+2%,1623 kj(388 kcal),+1%,"2,6",-43%,79,+12%,10,+1%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,1,13,"1,37","0,548",,,,13 g,en quantité élevée,+133%,1 g,en faible quantité,1.37 g,en quantité modérée,12,D,-3%,+55%,+55%,+293%,+293%,,,,
623,Bizcocho & Choco Duo,3017760731294,,,,,,,,,,['France'],[],[],,,?,,436,,1824 kj(436 kcal),,23,,53,,"5,1",,,,,,,,,11,27,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,
624,165G Box Sale Tuc,3017760803397,,,,,,,,,,['France'],[],[],,,?,,535,,2238 kj(535 kcal),,"6,6",,71,,"8,3",,,,,,,,,"1,4","3,6","0,185","0,074",,,,,,,,,,,,,,,,,,,,,
625,Biscuit Intense Chocolat Noir - Côte d'Or - 134g,3017760804493,D,134 g,"['Carton', 'Plastique']","[""Côte d'Or"", 'Kraft Foods']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat noir', 'Biscuits tablette de chocolat noir']","['Point Vert', 'Pur beurre de cacao']",,,,['France'],"['Chocolat noir 61,2% : sucre', 'pâte de cacao', 'beurre de cacao', 'beurre pâtissier', 'émulsifiants ', 'lécithine de soja', 'E476', 'arôme vanille', '\rPetit beurre 38,8% : farine de blé 68%', 'sucre', 'beurre pâtissier 14,7%', 'lait écrémé en poudre', 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'sel', ""correcteur d'acidité "", 'acide citrique', '\rContient blé', 'gluten', 'soja', 'lait']","['Sans huile de palme', 'Non végétalien']",25 g,en quantité élevée,2120,+1%,505,+1%,2120 kj(505 kcal),+1%,25,+3%,61,-1%,"5,8",-14%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,16,41,"0,432","0,173",Petit beurre avec tablette de chocolat noir,,4,41 g,en quantité élevée,+28%,16 g,en quantité élevée,0.432 g,en quantité modérée,21,E,+8%,-15%,-15%,-3%,-3%,"['Gluten', 'Lait', 'Soja']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique']",,
626,Brioche grillée - Heudebert - 167g,3017769150607,C,167 g,['Plastique'],['Heudebert'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,,['Carrefour'],['France'],"['Farine de blé 72,9 %', 'sucre', 'beurre pâtissier 9,9 %', 'levure', 'oeufs entiers en poudre 1,4 %', 'émulsifiants ', 'E471', 'E472e', 'E481', 'sel', 'gluten de blé', 'arôme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",12 g,en quantité modérée,1830,+23%,?,,1830 kj(437 kcal),+20%,12,-13%,70,+37%,11,+47%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"8,2",18,"1,15","0,46",,,4,18 g,en quantité élevée,-8%,8.2 g,en quantité élevée,1.15 g,en quantité modérée,18,D,+8%,+59%,+59%,+6%,+6%,"['Œufs', 'Gluten', 'Lait']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']",,
627,"Pain au lait grillé, chocolat - Heudebert - 200g",3017769150638,C,200 g,"['Sachet', 'Plastique']",['Heudebert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks sucrés', 'Viennoiseries', 'Pains', 'Pains grillés', 'Pains au lait', 'Pains au lait au chocolat']",,,,,['France'],"['Farine de blé 66%', 'pépites de chocolat 16,3% [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', ']', 'margarine [huiles végétales ', 'palme', 'colza', 'beurre pâtissier', 'sel', 'émulsifiant ', 'E471', 'miel', 'arômes', ""correcteur d'acidité "", 'acide citrique', ']', 'sucre', 'levure', 'oeuf entier en poudre 2,8%', 'émulsifiants ', 'E471', 'E472', 'E481', 'lait écrémé en poudre 1% ', 'équivalent lait écrémé 10%', 'sel', 'gluten ', 'de blé', 'arôme']","['Huile de palme', 'Non végétalien']",17 g,en quantité modérée,1915,+27%,?,,1915 kj(458 kcal),+25%,17,+31%,62,+19%,11,+29%,76.1%,14.7%,5.2%,3.5%,0.4%,0.0%,68,"8,7",15,"1,021","0,408",Pain au lait grillé aux pépites de chocolat,,4,15 g,en quantité élevée,-11%,8.7 g,en quantité élevée,1.02 g,en quantité modérée,16,D,+77%,+11%,+11%,+9%,+9%,"['Œufs', 'Gluten', 'Lait', 'Soja']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', ""E472 - Esters d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']",['Huile de palme'],
628,Petits Pois Extra Fins - D'Aucy - 140g égoutté,3017800000885,A,140 g égoutté,['Conserve'],"[""D'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",['Cultivé en France'],['France'],,['Carrefour'],['France'],"['Petits pois', 'eau', 'sucre', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.9 g,en faible quantité,368,+12%,?,,368 kj(88 kcal),+15%,"0,9",+30%,11,+9%,"5,8",+20%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,"0,2","3,7","0,53","0,212",Petits pois extra fins à l'étuvée,['France'],4,3.7 g,en faible quantité,+12%,0.2 g,en faible quantité,0.53 g,en quantité modérée,-10,A,+32%,-5%,-5%,,,,,,
629,Petits pois carottes,3017800003565,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,,,,['France'],[],[],0.6 g,en faible quantité,?,,63,+9%,264 kj(63 kcal),+10%,"0,6",+21%,"8,8",+8%,"3,4",+10%,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,"0,2","3,7","0,57","0,228",,,,3.7 g,en faible quantité,+9%,0.2 g,en faible quantité,0.57 g,en quantité modérée,-5,A,+59%,-3%,-3%,,,,,,
630,D'Aucy petits pois carottes extra fins 3x530g. - 3x 530g,3017800003572,B,3 x 530 g,,"[""D'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,,,,['France'],[],[],0.6 g,en faible quantité,?,,63,+9%,264 kj(63 kcal),+10%,"0,6",+21%,"8,8",+8%,"3,4",+10%,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,"0,2","3,7","0,57","0,228",,,,3.7 g,en faible quantité,+9%,0.2 g,en faible quantité,0.57 g,en quantité modérée,-5,A,+59%,-3%,-3%,,,,,,
631,Coeurs de Céleris - D'Aucy - 800g (530g égoutté),3017800005446,,800 g (530 g égoutté),['Conserve'],"[""D'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Céleri en conserve']",['Cultivé en France'],,,['Auchan'],['France'],"['Coeurs de céleris', 'eau', 'sel', 'acidifiant : acide citrique']",[],0.2 g,en faible quantité,53,-12%,?,,53 kj(13 kcal),-7%,"0,2",+33%,1,-35%,"0,8",+27%,,,,,,,,0,"0,5","0,63","0,252",,['France'],3,0.5 g,en faible quantité,-40%,0 g,en faible quantité,0.63 g,en quantité modérée,-4,A,-100%,-9%,-9%,,,['Céleri'],['E330 - Acide citrique'],,
632,Carottes Extra Fines - d'Aucy - 200g,3017800007310,A,200 g,['Conserve'],"[""d'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Carottes', 'Carottes en conserve']",,,"['EMB 56251E', 'Theix (Morbihan, France)']",,['France'],"['Carottes', 'eau', 'sucre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,112,-22%,?,,112 kj(27 kcal),-27%,"0,4",+3%,5,-11%,"0,8",-37%,23.7%,34.6%,15.8%,8.2%,11.2%,6.5%,87,0,"3,1","0,533","0,213",Carottes en conserve,['France'],3,3.1 g,en faible quantité,-5%,0 g,en faible quantité,0.533 g,en quantité modérée,-5,A,-100%,-7%,-7%,,,,,,
633,Ratatouille niçoise à l'huile de d'olive - d'aucy - 375g,3017800022214,B,375 g,"['Conserve', 'Conserve']","[""d'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes préparés', 'Ratatouilles']",,,"['EMB 56251E', 'Theix (Morbihan, France)']",['Super U'],['France'],"['Légumes 83% ', 'courgettes', 'tomates', 'aubergines', 'oignons', 'poivrons rouges et verts', 'jus de tomate', ""huile d'olive "", '1,4%', 'sucre', 'sel', 'amidon modifié de maïs', 'arômes naturels ', 'dérivés de céleris', 'dérivés de lait', 'jus de citron', 'acidifiant : acide citrique', 'épaississants : gomme xanthane', 'gomme guar', 'épice']",[],1.2 g,en faible quantité,141,-42%,33.6,-51%,141 kj(33 kcal),-49%,"1,2",-68%,"3,9",-24%,"1,1",-7%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,"0,1","3,6","0,991","0,396","Ratatouille niçoise à l'huile d'olive 1,4%",,4,3.6 g,en faible quantité,-7%,0.1 g,en faible quantité,0.991 g,en quantité modérée,-2,A,-81%,+39%,+39%,-304%,-304%,"['Céleri', 'Lait']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",,
634,Ratatouille recette Niçoise - d'aucy - 750g,3017800022276,B,750 g,['Conserve'],"[""d'aucy""]","['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,,,,['France'],[],[],1.2 g,en faible quantité,145,-40%,35,-49%,145 kj(35 kcal),-48%,"1,2",-68%,"3,9",-24%,"1,1",-7%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,"0,1","3,6","0,825","0,33",Mélange de légumes cuisinés pour ratatouille à l'huile d'olive ?,,,3.6 g,en faible quantité,-7%,0.1 g,en faible quantité,0.825 g,en quantité modérée,2,B,-81%,+16%,+16%,+104%,+104%,,,,
635,"Haricots Verts Extra Fins - d'aucy - 800g (440g net égoutté), 850ml",3017800048221,B,"800 g (440 g net égoutté), 850 ml","['Boîte', 'Conserve', 'Métal', 'Couvercle ouverture facile']","[""d'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']","['Point Vert', 'Eco-Emballages']","['Compagnie Générale de Conserve - CGC (Filiale Groupe CECAB) - ZA Saint-Léonard Nord - Kerlurec - 56450 Theix', 'Morbihan', 'Bretagne', 'France']","['EMB 56251E', 'Theix (Morbihan, France)']",['Banque alimentaire'],['France'],"['Haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,?,,26,+8%,109 kj(26 kcal),+10%,"0,2",-20%,3,+13%,"1,6",+8%,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,0,"0,8","0,75","0,3",Haricots verts extra fins,,3,0.8 g,en faible quantité,+4%,0 g,en faible quantité,0.75 g,en quantité modérée,-4,A,-100%,+12%,+12%,,,,,,http://www.daucy.fr/produits/haricots-verts-extra-fins-boite/
636,Salsifis - d'aucy - 600g (3 * 200g),3017800075043,B,600 g (3 * 200 g),"['Carton', 'boîte', 'métal', 'Conserve']","[""d'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Salsifis en conserve']",,,,,['France'],"['Salsifis', ' eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,?,,31,+11%,130 kj(31 kcal),+8%,"0,2",-3%,"4,7",+6%,"1,3",+25%,25.1%,36.7%,16.8%,8.7%,5.7%,6.9%,89,0,"3,6","0,65","0,26",,,3,3.6 g,en faible quantité,+88%,0 g,en faible quantité,0.65 g,en quantité modérée,-5,A,-100%,+12%,+12%,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,
637,Pousses de Soja  - d'aucy - 2495g (1120g net égoutté),3017800092170,B,2495 g (1120 g net égoutté),"['Boîte', 'Conserve', 'Métal', 'Boîte 100 % recyclable']","[""d'aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pousses', 'Pousses en conserve', 'Pousses de légumineuses en conserve', 'Haricots mungos germés', 'Pousses de haricot mungo en conserve']","['Point Vert', 'Eco-Emballages', 'Qualité légumes frais préservée', 'Sitôt cueillis - Sitôt dans la boîte']",,,['Banque alimentaire'],['France'],"['Pousses de haricots Mungo ', 'pousses de soja', 'eau', 'sucre', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,91,-8%,?,,91 kj(22 kcal),-6%,"0,2",-12%,"2,3",-18%,"1,7",+3%,48.2%,26.5%,12.1%,6.3%,3.3%,3.6%,78,"0,1","2,3","0,8","0,32",Pousses de haricots Mungo (pousses de soja),,3,2.3 g,en faible quantité,+29%,0.1 g,en faible quantité,0.8 g,en quantité modérée,1,B,+48%,+59%,+59%,+438%,+438%,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,http://www.daucyfoodservices.com/content/produits/pousses_de_soja-11.php
638,Haricots beurres extra fins,3017800100318,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Haricots beurre en conserve']",,,,,['France'],[],[],0.2 g,en faible quantité,?,,19,-30%,79 kj(19 kcal),-28%,"0,2",-26%,"2,8",-2%,"1,6",+7%,36.3%,28.4%,13.5%,6.8%,9.5%,5.5%,83,"0,05","0,77",0,0,,,,0.77 g,en faible quantité,-5%,0.05 g,en faible quantité,0 g,en faible quantité,-5,A,-34%,-100%,-100%,,,,,,
639,Betteraves Rouges Assaisonnées en Dés - D'Aucy - 130g egoutté,3017800117743,A,130 g egoutté,"['Conserve', 'métal']","[""D'Aucy"", 'Jean Nicolas']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Betteraves', 'Betteraves en conserve']","['Fabriqué en France', 'en:produced-in-bretagne']","['Bretagne', 'France']",,['Leclerc'],['France'],"['Betteraves rouges', 'eau', ""vinaigre d'alcool "", '1,8 %', 'sucre', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.1 g,en faible quantité,?,,31,-31%,130 kj(31 kcal),-29%,"0,1",-54%,"5,2",-23%,1,-26%,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,"0,02","4,8","0,62","0,248",Betteraves rouges,,4,4.8 g,en faible quantité,-22%,0.02 g,en faible quantité,0.62 g,en quantité modérée,-4,A,-54%,+57%,+57%,,,,,,
640,Salsifis - Jean Nicolas - 200g,3017800118214,B,200 g,,['Jean Nicolas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Salsifis en conserve']",['Fabriqué en France'],,,,['France'],"['Salsifis', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.2 g,en faible quantité,?,,31,+11%,130 kj(31 kcal),+8%,"0,2",-3%,"4,7",+6%,"1,3",+25%,25.1%,36.7%,16.8%,8.7%,5.7%,6.9%,89,0,"3,6","0,65","0,26",,,3,3.6 g,en faible quantité,+88%,0 g,en faible quantité,0.65 g,en quantité modérée,-5,A,-100%,+12%,+12%,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,
641,Carottes extra fines - Jean Nicolas,3017800118269,B,,,['Jean Nicolas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Carottes', 'Carottes en conserve']",['en:produced-in-bretagne'],,,,['France'],[],[],0.4 g,en faible quantité,?,,31,-16%,130 kj(31 kcal),-15%,"0,4",+3%,5,-11%,"0,8",-37%,23.7%,34.6%,15.8%,8.2%,11.2%,6.5%,87,0,"3,1","0,53","0,212",,,,3.1 g,en faible quantité,-5%,0 g,en faible quantité,0.53 g,en quantité modérée,-3,A,-100%,-7%,-7%,,,,,,
642,Mais Ultra Croquant D'aucy,3017800119020,,,,,,,,,,['France'],[],[],,,?,,90,,377 kj(90 kcal),,"2,4",,"12,2",,"2,9",,,,,,,,,"0,2","4,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,
643,Haricots rouges - D'Aucy - 2495g (1560g),3017800126578,B,2495 g (1560 g),['Conserve'],"[""D'Aucy""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",['Boîte 100\xa0% recyclable'],['France'],"['EMB 56251E', 'Theix (Morbihan, France)']",['Intermarché'],['France'],"['Haricots rouges', 'eau', 'sucre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,487,+11%,?,,487 kj(116 kcal),+14%,"0,6",-1%,"17,1",+28%,"7,9",+5%,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,"0,1","2,6","0,737","0,295",,,3,2.6 g,en faible quantité,+128%,0.1 g,en faible quantité,0.737 g,en quantité modérée,-5,A,-8%,+20%,+20%,,,,,,
644,5 / 1 Salade Nicoise D'aucy,3017800130889,,,,"[""D'Aucy""]","['Plats préparés', 'Salades', 'Salades composées', 'Salades nicoises']",,,,,['France'],[],[],1.6 g,en faible quantité,?,,61,-30%,255 kj(61 kcal),-32%,"1,6",-63%,"7,9",+39%,"2,7",-59%,,,,,,,,"0,2","2,5","1,1","0,44",,,,2.5 g,en faible quantité,+87%,0.2 g,en faible quantité,1.1 g,en quantité modérée,3,C,-60%,+6%,+6%,,,,,,
645,Cassoulet - D’aucy,3017800133811,B,,,['D’aucy'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Plats préparés en conserve', 'Cassoulets']",,,,,['France'],"['Sauce : eau', 'concentré de tomates', 'saindoux', 'amidon transformé de maïs', 'sel', 'arômes naturels', ' Haricots blancs réhydratés 33% ', 'affermissant : chlorure de calcium', ' ? Garniture 21 : saucisses et saucisson fumés ', 'viande de porc', 'maigre de tête de porc', 'eau', 'gras et couenne de porc', 'plasma de porc', 'sel', 'amidon de pois', 'stabilisant : E451 ', 'arômes naturels', 'protéines de lait', 'gélifiants : E407-E412-E415', 'sucre', 'coriandre en poudre', 'sirop de glucose déshydrate', 'conservateur : E250', 'viande de porc traitée en salaison ', 'viande de porc', 'eau', 'sel', 'stabilisant : E451 ', 'gelifiant : E407a', 'conservateur : E250', ' Traces possibles de blé']","['Non végétalien', 'Non végétarien']",5.3 g,en quantité modérée,?,,115,-18%,481 kj(115 kcal),-18%,"5,3",-23%,8,-1%,7,-26%,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,2,"1,2","0,88","0,352",,,4,1.2 g,en faible quantité,+54%,2 g,en quantité modérée,0.88 g,en quantité modérée,1,B,-21%,0%,0%,+56%,+56%,['Lait'],"['E14XX - Amidons modifiés', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,
