,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,quantity,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,additives,generic_name,traceability_code,link,brand_owner
348,Fortimel protein,8716900576935,,['France'],[],[],?,240,"4,9","24,4","14,4",,,,,,,,,,,,,,,,,1004 kj(240 kcal),"0,9","13,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,American sandwich,0222117001125,,['France'],[],['Sans huile de palme'],?,285,"5,2","49,2","7,7",['en:palm-oil-free'],,,,,,,,,,,,,,,,1192 kj(285 kcal),"0,5","5,3","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Bananes -,2873499021584,['Sachet'],['France'],[],[],?,?,?,?,?,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PesekZman,0815871010146,,"['France', 'États-Unis']","['Sugar', 'milk powder', 'cocoa butter', 'nuts 9', '5% ', 'hazeluts', 'cashew', 'almonds', 'cocoa mass', 'vegetable oils & fats ', 'palm oil', 'palm fat', 'wheat flour ', 'contains gluten', 'soya flour', 'milk fat', 'soya/rapeseed lecithin & pgpr ', 'emulsifiers', 'salt', 'flavor ', 'artificial', 'leavening ', 'sodium bicarbonate', 'ammonium bicarbonate', 'enzymes', ' milk chocolate contains cocoa solids: 28% min', ' milk solids: 14% min']","['Huile de palme', 'Non végétalien']",?,556,"33,33","55,56","8,89",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,+7%,+10%,+4%,+45%,,,,,,,,,2326 kj(556 kcal),"17,78",40,"0,168","0,067",,,"['Gluten', 'Fruits à coque', 'Soja']",4,33.3 g,en quantité élevée,17.8 g,en quantité élevée,40 g,en quantité élevée,0.168 g,en faible quantité,+7%,+8%,-15%,-15%,-15%,24,-1%,E,-1%,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,,ELITE
352,Sauce Samouraï,5411986010832,,['France'],[],[],?,644,70,"2,2","1,1",,D,"['Epicerie', 'Sauces', 'Sauces samouraï']",,+13%,+13%,-32%,-2%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,2694 kj(644 kcal),"5,7","0,5","2,2","0,88",,,,,70 g,en quantité élevée,5.7 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,+13%,+20%,-67%,+5%,+5%,22,+14%,E,+14%,,,,,,,
353,Coktail pomme cassis,3760002698052,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Roti de pollo fresco para asar envasado al vacío - Coren,8412406077982,,['France'],[],[],?,118,"5,1","0,5",18,['Sans lactose'],,,,,,,,,,,,,,,['Coren'],494 kj(118 kcal),"1,4","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Saucisson Sec Chassagnard,2678238033060,,['France'],[],[],?,409,32,1,30,,,,,,,,,,,,,,,,,1711 kj(409 kcal),12,1,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Naturaplan,2147776013853,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Naturaplan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,California mix,3460873391013,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,8410140009313,8410140009313,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Cocktail de legumes crus lactofermentes,3594280000067,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,8410998003266,8410998003266,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Libritos fritos de jamón y queso - Bo de Debo,8436031602135,,['France'],[],[],?,219,"9,6","12,8","19,9",,,,,,,,,,,,,,,,['Bo de Debo'],916 kj(219 kcal),"2,3","1,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,panicette,2010000007457,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Starbucks ? Chocolat Chaud Double Chocolat (11025979),0054467050399,,['France'],[],[],?,120,"2,5",22,2,,,,,,,,,,,,,,,,['Starbucks'],502 kj(120 kcal),"1,5",17,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Mycrush spices,5704974080277,,['France'],[],[],?,337,"9,1","39,6","11,4",,,,,,,,,,,,,,,,,1410 kj(337 kcal),"1,9","11,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Whey 100% premium protein fraise,6009544910718,,['France'],[],[],?,386,"5,7","6,5",77,,,,,,,,,,,,,,,,,1615 kj(386 kcal),"3,9","4,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Chocolat noisette demente - La Maison du Chocolat - 108g,3700840149347,,['France'],[],[],?,?,?,?,?,['Fabriqué en France'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['La Maison du Chocolat'],,,,,,,108 g,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Bizcochitos de cacao rellenos de leche y chocolate - Phoskitos,8434164505712,,['France'],[],[],?,432,19,58,"5,7",,,,,,,,,,,,,,,,['Phoskitos'],1807 kj(432 kcal),14,45,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Grand duro di sardegna fregola mirto,8030251200517,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Casa ramon,8413107106803,,['France'],[],[],?,262,15,"0,6",31,,,,,,,,,,,,,,,,['Casa Ramon'],1096 kj(262 kcal),"6,2","0,2","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Paupiette de poulet,3435660719622,,['France'],[],[],?,278,23,"1,5",16,['Nutriscore'],,,,,,,,,,,,,,,,1163 kj(278 kcal),8,"0,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"Ahmad Tea Green Tea Bags, 4.41-Ounce Packet",0054881009850,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Pavé de porc x2 - Leclerc - 332g,0296415019359,['Barquette'],['France'],[],[],?,?,?,?,?,"['Viande Française', 'Viande Porcine Française']",,"['Viandes', 'Viandes fraîches']",,,,,,,,,,,,,['Leclerc'],,,,,,['Leclerc'],332g,,,,,,,,,,,,,,,,,,,,['France'],,,,,,
373,Confiture figue framboise - 310g,3700600308366,,['France'],[],[],?,236,0,57,1,,,,,,,,,,,,,,,,,987 kj(236 kcal),0,57,0,0,,310 g,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Religieuse,2806109013051,,['France'],[],[],?,250,19,26,2,,,,,,,,,,,,,,,,,1046 kj(250 kcal),5,17,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Bjorg gaufres mien,3229894741081,,['France'],[],[],?,441,16,70,"3,6","['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,-2%,-25%,+22%,-40%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,['Bjorg'],1845 kj(441 kcal),"3,6",39,"0,8","0,32",,,,,16 g,en quantité modérée,3.6 g,en quantité modérée,39 g,en quantité élevée,0.8 g,en quantité modérée,-2%,-65%,+28%,+13%,+13%,19,-13%,E,-13%,,,,,,,
376,Powerade - 2x 250ml,45129278,,['France'],[],[],?,18,0,"4,1","0,1",,,,,,,,,,,,,,,,['Powerade'],75 kj(18 kcal),0,"4,1","0,13","0,052",,2 x 250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Natural boost a la fraise,2664563000044,,['France'],[],[],?,303,"0,5",75,"0,5",,,,,,,,,,,,,,,,,1268 kj(303 kcal),"0,1",65,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Chateau chavrignac,3760041090251,,['France'],[],[],?,?,?,?,?,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Papabubbule,8436549833106,,['France'],[],[],?,123,25,33,1,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,515 kj(123 kcal),5,12,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Cookies triple chocolat,0219292022960,,['France'],[],[],?,477,25,58,"6,1",,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,-3%,+7%,-7%,-7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,1996 kj(477 kcal),16,39,"0,29","0,116",,,,,25 g,en quantité élevée,16 g,en quantité élevée,39 g,en quantité élevée,0.29 g,en faible quantité,-3%,+36%,+20%,-47%,-47%,24,+12%,E,+12%,,,,,,,
381,"Olives vertes Frami, - 800g",5601256811263,['Verre'],"['Belgique', 'France', 'Portugal', 'Suisse']","['Olives vertes', 'eau', 'sel', 'régulateur d’acidité: acide citrique', 'antioxydant: acide ascorbique']",[],745,?,19,0,"0,9",,D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Boissons sans sucre ajouté']",-2%,,+3%,-100%,-32%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,54,['Frami'],745 kj(178 kcal),4,0,4,"1,6",,800 g,['Anhydride sulfureux et sulfites'],3,19 g,en quantité élevée,4 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,-6%,+43%,-100%,+14%,+14%,21,+71%,E,+71%,,,['E300 - Acide ascorbique'],Olives vertes Frami,,,
382,0260064003281,0260064003281,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Vidal,18588361,,['France'],[],[],?,?,?,?,?,['en:gluten-free'],,,,,,,,,,,,,,,['Vidal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3274661034682,3274661034682,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Oldtown white milk tea,9555076300017,,['France'],[],[],?,462,"15,9","76,3","3,3",,,,,,,,,,,,,,,,,1933 kj(462 kcal),"15,2","49,5","0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Butterscotch Crunch,5055352101092,,['France'],[],[],?,520,"26,1","67,3","4,7",,,,,,,,,,,,,,,,,2176 kj(520 kcal),"13,4","25,7","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Poulet cuit fumé au bois de hêtre,2410750035364,,['France'],[],[],?,166,"9,5","1,1",19,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,695 kj(166 kcal),"2,8","0,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.096.018 CE', ""Chapelle-d'Andaine (Orne, France)""]",,
388,Lait Parmalat entera,7891097001024,,['France'],[],[],?,114,6,0,6,,,,,,,,,,,,,,,,,477 kj(114 kcal),"3,6",0,13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Noix de coco en morceau,0207651020016,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Zacusca de Vinete (aperitivo de verduras),5941334000593,,['France'],[],[],?,95,"8,3","4,12","0,96",,,,,,,,,,,,,,,,,397 kj(95 kcal),0,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Petit hache de boeuf,2296144013510,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,
392,Mini musli bar,5711070601350,,['France'],[],[],?,417,14,65,"8,2",,,,,,,,,,,,,,,,,1745 kj(417 kcal),"5,3",35,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Proteine Mango passievrucht smoothie,8718906981096,,['France'],[],"['Végétalien', 'Végétarien']",?,65,"1,5",9,"3,5","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,272 kj(65 kcal),"1,5",9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Turrón blando cacahuète,2502002140015,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,MVP PRE-WORK ZERO - 360g,8435483523814,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,360 g,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Baked beans Vegan Burgers - Suma,5017601042396,,['France'],[],"['Végétalien', 'Végétarien']",?,98,"1,6",13,"6,1","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,['Suma'],410 kj(98 kcal),"0,1","2,9","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Paté Provençal,5413546103459,,['France'],[],[],?,273,"23,9","3,4",12,,,,,,,,,,,,,,,,,1142 kj(273 kcal),10,"1,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Mélange tonus,2600285028072,,['France'],[],[],?,460,22,42,20,,,,,,,,,,,,,,,,,1925 kj(460 kcal),"2,1",26,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Amandes décortiquées,2600112061869,,['France'],[],[],?,645,"49,9","21,5","21,1",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,+3%,-3%,+64%,-6%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",,,,,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,,,,,,,
400,Garniture forestiere - 800g,3760074662319,,['France'],[],[],?,21,"0,5","0,9","2,1",,,,,,,,,,,,,,,,,88 kj(21 kcal),"0,1","0,5",1,"0,4",,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Spagetti,8002193000050,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Fromage de chèvre artisanal,3760247390186,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 17.257.003 CE', 'Néré (Charente-Maritime, France)']",,
403,Confiture mirabelles,3377794000026,,['France'],[],[],?,229,"0,2",56,"0,4",,,,,,,,,,,,,,,,,958 kj(229 kcal),"0,2",56,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Saucisson au piment d'espelette,3485020008538,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Fruits Moulines Myrtille,3377794050007,,['France'],[],[],?,229,"0,2",56,"0,4",,,,,,,,,,,,,,,,,958 kj(229 kcal),"0,2",56,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Araignée de porc à la Basquaise,0261525045062,,['France'],[],[],?,281,"24,2","1,1","14,8",,,,,,,,,,,,,,,,,1176 kj(281 kcal),"8,1","0,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Huile tournesol,3324321282141,,['France'],[],[],?,900,100,0,0,,,,,,,,,,,,,,,,,3766 kj(900 kcal),10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Bouquet provençal - Les Mets De Provence,3337730908731,,['France'],[],[],?,332,"33,3","3,7","2,3",,,,,,,,,,,,,,,,['Les Mets De Provence'],1389 kj(332 kcal),"3,8","0,6","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Filet américain martino,0213962020539,,['France'],[],[],?,366,34,"0,9",13,,,,,,,,,,,,,,,,,1531 kj(366 kcal),"6,6","0,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Paix aux 6 céréales,0260573010824,,['France'],[],[],?,295,"2,9",56,10,,,,,,,,,,,,,,,,,1234 kj(295 kcal),"0,3","1,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Filet américain sud,0213966023093,,['France'],[],[],?,661,12,0,14,,,,,,,,,,,,,,,,,2766 kj(661 kcal),"4,8",0,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Esprit De Berne - Vin De Pays - 2014 Vin Rosé,3760033595580,,['France'],[],[],?,?,?,?,?,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Litchis à la fleur d'oranger - François Pralus - 250g,3760085321748,,['France'],[],[],?,203,"0,8",46,"1,1",,,,,,,,,,,,,,,,['François Pralus'],849 kj(203 kcal),0,41,"0,1","0,04",,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Mélange mix bien être - 50g,3418659102995,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Piperade,3760245430037,,['France'],[],[],?,66,"3,8","6,9","1,1","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,276 kj(66 kcal),"0,5","6,4","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Merguez classique,2496801017589,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Morbier - Carrefour,2227483007670,,['France'],[],[],?,?,?,?,?,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Saucisson Sec,3700133905728,,['France'],[],[],?,265,"16,9","1,3","26,9",['Fabriqué en France'],,,,,,,,,,,,,,,,1109 kj(265 kcal),"7,3","0,4","5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Bloc de foie gras - Les Trois Chefs,3432770021867,,['France'],[],[],?,?,?,?,?,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Les Trois Chefs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Riz de konjac - 200g,17837798,,['France'],[],[],?,7,0,"3,15",0,,,,,,,,,,,,,,,,,29 kj(7 kcal),0,0,0,0,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Parmesan & poppy seed oat biscuits - 80g,0190817055277,,['France'],[],[],?,471,32,26,"7,1",,,,,,,,,,,,,,,,,1971 kj(471 kcal),18,"0,6","0,44","0,176",,80 g,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Mousse de moules de bouchot,3375160014059,,['France'],[],[],?,244,21,"0,5",12,,C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules de Bouchot']",,+130%,+905%,-89%,-22%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,1021 kj(244 kcal),"9,5","0,4","0,86","0,344",,,,,21 g,en quantité élevée,9.5 g,en quantité élevée,0.4 g,en faible quantité,0.86 g,en quantité modérée,+128%,+1926%,+14%,+19%,+19%,15,,D,,,,,,,,
423,Mantequilla rulo - La Pasiega de Peña Pelada,8424457000017,,['France'],[],[],?,744,82,1,"0,6",,,,,,,,,,,,,,,,['La Pasiega de Peña Pelada'],3113 kj(744 kcal),54,1,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Jus de grenade,5201005067134,,['France'],[],[],?,50,0,12,"0,1",,,,,,,,,,,,,,,,,209 kj(50 kcal),0,"11,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Cañitas de chorizo para picar sin gluten -,8433329079259,,"['France', 'Espagne']",[],[],?,418,34,3,25,,,['es:Embutido procesado'],,,,,,,,,,,,,,1749 kj(418 kcal),18,3,"4,5","1,8",,,,,34 g,en quantité élevée,18 g,en quantité élevée,3 g,en faible quantité,4.5 g,en quantité élevée,,,,,,25,,E,,,,,,,,
426,Vine Ripened Tomatoes - Aldi,25119374,,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Aldi'],,,,,,['Aldi'],,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Filet Mignon de porc,2209778005523,,['France'],[],[],?,116,"3,5",0,21,,,"['Viandes', 'Porc', 'Filets mignons de porc']",,-8%,-6%,-100%,-3%,,,,,,,,,485 kj(116 kcal),"1,6",0,"0,13","0,052",,,,,3.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,-8%,+7%,-100%,-66%,-66%,-3,,A,,,,,,,,
428,Epoisses,0202132026761,,['France'],[],[],?,?,?,?,?,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Époisses']",,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Laima 1870,4750001952360,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Laima'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Mélange MANHATTAN,2600713046708,,['France'],[],[],?,504,34,19,19,,,,,,,,,,,,,,,,,2109 kj(504 kcal),"4,3","6,4","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Salsa pronta di Pomidorino,0805452197038,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Legumes rôtis - 650g,4850089002350,,['France'],[],[],?,19,0,"3,6",1,,,,,,,,,,,,,,,,,79 kj(19 kcal),0,"2,8","1,49","0,596",,650 g,,,,,,,,,,,,,,,,,,,,,,,,,,
433,mini croissants cru surgelé,3040409285414,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Muesli salé,3760194213842,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Mélange spécial Apéritif - Le Bio De Manon - 200g,3760240723394,,['France'],[],[],?,631,"53,4","9,3","24,2","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,['Le Bio De Manon'],2640 kj(631 kcal),"7,4","4,4","0,787","0,315",,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Noix de saint jacques maitre d'hotel,2873429066128,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Emmental premier prix,2227421022406,,['France'],[],[],?,368,29,0,28,,,,,,,,,,,,,,,,,1540 kj(368 kcal),19,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Quenelle de veau au naturel pour garniture,3153571960017,,['France'],[],[],?,174,"12,1",12,4,,,,,,,,,,,,,,,,,728 kj(174 kcal),"7,6","0,4","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 21200A', ""Couchey (Côte-d'Or, France)""]",,
439,Rooïbos vanille,3760247350388,,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Olives vertes,3760121190437,,['France'],[],[],?,134,13,"0,5","1,2",,,,,,,,,,,,,,,,,561 kj(134 kcal),"2,5","0,2","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,La Lavalloise,3770013860096,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Saucisson pur porc tranché,4260043510898,,['France'],[],[],?,429,"35,9","0,7","25,7","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Point Vert', 'Sans additifs']",,,,,,,,,,,,,,,,1795 kj(429 kcal),"13,1","0,5","3,66","1,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Gorska Natura - Pepsi,5900497010528,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Pepsi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Galettes 4 cereales,3229400794631,,['France'],[],[],?,382,3,76,10,,,,,,,,,,,,,,,,,1598 kj(382 kcal),"0,5","1,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Pâte d'ail,9557519301476,,['France'],[],[],?,55,0,10,"2,5",,,,,,,,,,,,,,,,,230 kj(55 kcal),0,9,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
