,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,packaging,ingredients_origins,allergens,markets,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
901,Gratin Dauphinois au Jambon - Monique Ranou - 300g,3250390928171,B,300 g,['Monique Ranou'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés à réchauffer au micro-ondes', 'Gratins dauphinois']","['Labels de distributeurs', 'Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Nutriscore', 'Nutriscore B', 'Sélection Intermarché']","['EMB 35139A', 'Laillé (Ille-et-Vilaine, France)', 'FR 35.139.001 CE', 'Laillé (Ille-et-Vilaine, France)']",['France'],"['Pommes de terre 48 %', 'eau', 'jambon cuit supérieur 15 % [jambon de porc ', 'origine : France', 'eau', 'sel', 'gélatine de porc', 'dextrose', 'conservateurs : ascorbate de sodium', 'nitrite de sodium] ', ' emmental*** 5,4%', ' crème*** fraîche 3,7%', 'poudre de lait', 'œufs entiers', 'amidon transformé de riz', 'farine de blé', 'sel', 'ail', 'poivre', 'muscade', ' ** *dont lait']","['E428 - Gélatine', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3.8 g,en quantité modérée,2.4 g,en quantité modérée,0.8 g,en faible quantité,0.77 g,en quantité modérée,?,,102,-14%,427 kj(102 kcal),-13%,"3,8",-34%,"2,4",-33%,"10,1",-10%,"0,8",-50%,"6,3",+85%,"0,77",+9%,"0,308",+9%,2,-57%,B,-57%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,['France'],"['Carton', 'Barquette', 'Plastique']",,"['Œufs', 'Gluten', 'Lait']",['Intermarché'],,,,,,
902,Madeleine - Netto,3250390995050,B,,['Netto'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,['France'],"['Farine de blé 34%', 'sucre', 'huile de colza', 'œufs entiers frais 16%', 'sirop de glucose', ""émulsifiant : mono - et diglycérides d'acides gras"", 'lait écrémé en poudre', 'poudres à lever : diphosphates et carbonates de sodium', 'sel', 'arôme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,21.2 g,en quantité élevée,2 g,en quantité modérée,30 g,en quantité élevée,0.825 g,en quantité modérée,?,,447,+1%,1870 kj(447 kcal),+2%,"21,2",-7%,2,-71%,"58,3",+10%,30,+9%,"5,3",-7%,"0,825",+2%,"0,33",+2%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,['Gluten'],['Netto'],,,,,,
903,Purée de carottes cuisinée surgelée - Saint Eloi - 750g,3250391010486,B,750 g,"['Saint Eloi', 'Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Plats préparés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Carottes', 'Légumes préparés', 'Purées', 'Carottes surgelées', 'Purées de légumes', 'Purées de carottes', 'Purées de carottes surgelées', 'Purées surgelées']","['Labels de distributeurs', 'Point Vert', 'Sans additifs', 'Sélection Intermarché']",,['France'],"['Carottes 96 %', 'crème fraîche ', 'lait', ' 3%', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,1.2 g,en faible quantité,0.9 g,en faible quantité,5.2 g,en quantité modérée,0.45 g,en quantité modérée,?,,45,,188 kj(45 kcal),-23%,"1,2",-51%,"0,9",-43%,"5,8",+2%,"5,2",+167%,"1,1",-27%,"0,45",-9%,"0,18",-9%,-3,,A,,38.4%,0.0%,18.3%,18.7%,15.4%,9.3%,95,['France'],"['Sachet', 'Plastique', 'Surgelé']",,['Lait'],"['Netto', 'Intermarché']",Purée de carottes cuisinée surgelée,,,,,
904,Poitrine fumée tranches fines - Monique Ranou - 120g,3250391067992,E,120 g,['Monique Ranou'],"['Viandes', 'Porc', 'Poitrine de porc']","['Labels de distributeurs', 'Sélection Intermarché']",['DE NI-EV 568 EG'],['France'],"['Poitrine de porc', 'sel', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', ' Fumée']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,25.2 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,2.8 g,en quantité élevée,?,,287,+4%,1201 kj(287 kcal),+5%,"25,2",+13%,"9,8",+16%,"0,5",-47%,"0,5",-24%,"15,9",-4%,"2,8",+20%,"1,12",+20%,22,+15%,E,+15%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['Allemagne'],"['Barquette', 'Plastique', 'Frais']",,,['Intermarché'],,,,,,
905,Mousse à la crème de marrons - Páturages - 292g (4x 73g),3250391101375,,292 g (4 x 73 g),['Páturages'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Mousses sucrées', 'Mousses aux marrons', 'Mousses lactées']","['Labels de distributeurs', 'Sélection Intermarché']","['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)', 'EMB 62853', 'Vieil-Moutier (Pas-de-Calais, France)']",['France'],"['Crème de marrons ', '44 %', ' ', 'sucre', 'purée de marrons 19 %', 'lait entier', 'crème', 'eau', 'gélatine bovine', ""émulsifiant : esters lactiques des mono - et diglycérides d'acides gras"", 'arômes', 'épaississant : carraghénanes', 'protéines de lait', ""correcteur d'acidité : citrate trisodique""]","['E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331iii - Citrate trisodique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.8 g,en quantité modérée,4.6 g,en quantité modérée,25.5 g,en quantité élevée,0.2 g,en faible quantité,?,,201,+6%,841 kj(201 kcal),+10%,"6,8",-26%,"4,6",-23%,31,+59%,"25,5",+44%,"2,7",-33%,"0,2",+17%,"0,08",+17%,9,-2%,C,-2%,,,,,,,,,"['Frais', 'Pot', 'Plastique', 'Opercule']",,['Lait'],['Intermarché'],Mousse à la crème de marrons,,,,,
906,Pocket pomme fraise - Paquito - 360g,3250391131136,A,360 g,"['Paquito', 'Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes à boire', 'Compotes allégées', 'Compotes pommes fraise']","['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre', 'Nutriscore', 'Nutriscore A']","['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)', 'EMB 35068A', 'Châteaubourg (Ille-et-Vilaine, France)']",['France'],"['Purée de pommes 96%', 'sucre', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,12.8 g,en quantité élevée,0.01 g,en faible quantité,?,,271,+311%,1134 kj(271 kcal),+308%,"0,5",+61%,"0,1",-2%,"14,3",-3%,"12,8",-7%,"0,5",+47%,"0,01",+116%,"0,004",+116%,-1,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Delvert'],"['Carton', 'Gourdes']",,,['Intermarché'],Compote pomme fraise allégée en sucres,,,,,
907,Fiorini Mozzarella - Paturages - 3x125g,3250391142361,,3x125g,['Paturages'],['Produits laitiers'],,,['France'],"['INGREDIENTS: lait de vache pasteuriséforigine: UE', 'sel enzyme Coagulante', ""correcteur d'acidité:acide citrique""]",['E330 - Acide citrique'],[],,17 g,en quantité modérée,12 g,en quantité élevée,1.3 g,en faible quantité,0.55 g,en quantité modérée,?,,218,-12%,912 kj(218 kcal),-10%,17,-6%,12,+1%,"1,3",-74%,"1,3",-68%,15,+21%,"0,55",-28%,"0,22",-28%,14,+37%,D,+37%,,,,,,,,,['Individuel'],['Union européenne'],,['Intermarché'],,,,,,
908,Edulcorant - Netto,3250391143597,,,['Netto'],['Édulcorants'],,,['France'],"['DE TABLE À BASE DE CYCLAMATE ET DE corant : cyclamate de sodium', 'bicarbonate d : acide tartrique', 'édulcorant : saccharinate NUTRITION Par pastille z moyennes Pour 100 g']","['E952 - Acide cyclamique et ses sels', 'E334 - Acide L-tartrique', 'E954 - Saccharine et ses sels']",[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,5,-98%,21 kj(5 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,['Netto'],,,,,,
909,Netto Miel De Fleurs Liquide Doux Et Fruite,3250391197477,B,,['Netto'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,['France'],['Mielte Fleurs Liquide Doux & fruite Netto ielFleurs Liquide Netto Doux & fruité'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Netto'],,,,,,
910,Couscous aux épices - Saint Eloi - 500g,3250391331444,B,500 g,['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']","['Labels de distributeurs', 'Sélection Intermarché']",,['France'],"['Semoule de blé dur précuite 92 %', 'épices 1,9 % ', 'cumin', 'curcuma', 'piment', 'poivre', 'huile de tournesol raffinée', 'sel', 'poivrons rouges déshydratés', 'exhausteur de goût : glutamate monosodique', 'inosinate disodique et guanylate disodique', 'oignon et ail déshydratés', 'arôme', 'antioxydant : extrait de romarin']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E392 - Extrait de romarin']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,4.1 g,en quantité modérée,0.5 g,en faible quantité,2 g,en faible quantité,1.9 g,en quantité élevée,?,,369,+4%,1544 kj(369 kcal),+3%,"4,1",+106%,"0,5",+31%,"68,4",-2%,2,-25%,"11,7",-4%,"1,9",+1277%,"0,76",+1277%,12,,D,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,['Carton'],,['Gluten'],['Intermarché'],Semoule de blé dure précuite aromatisée aux épices,,,,,
911,Cervelas - pur porc - Monique Ranou - 250g,3250391342891,D,250 g,['Monique Ranou'],"['Viandes', 'Charcuteries', 'Saucisses', 'Cervelas']","['Labels de distributeurs', 'Viande-francaise', 'Point Vert', 'Pur porc', 'Sélection Intermarché', 'Viande-porcine-francaise']","['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",['France'],"['Viande de porc ', '71%', 'eau', 'dextrose', 'protéines de _lait,_ sel', 'stabilisants : polyphosphates ', ' arômes', 'acidifiant : acétate de sodium ', ' épices et aromates ', ' conservateurs : ascorbate de sodium', 'nitrite de sodium ', ' exhausteur de goût : glutamate de sodium ', ' colorant : carmins']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,20.9 g,en quantité élevée,7.8 g,en quantité élevée,1.9 g,en faible quantité,2.33 g,en quantité élevée,1019,-5%,?,,1019 kj(244 kcal),-10%,"20,9",-13%,"7,8",-8%,"2,1",+65%,"1,9",+124%,"12,3",-2%,"2,33",+11%,"0,932",+11%,20,+3%,E,+3%,84.8%,9.7%,1.8%,1.2%,0.7%,1.9%,15,['France'],"['Frais', 'Plastique', 'Sous-vide']",['France'],"['Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",['Intermarché'],,,,,,
912,Petits pains grillés - Netto - 225g,3250391365340,B,225g,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']","['Peu ou pas de sucre', 'Sans sucre ajouté', 'en:palm-oil-free']",,['France'],"['farine de blé ', 'France', ' 59%', 'farine de blé complet ', 'France', ' 32%', 'huile de colza 3,4%', 'levure', 'farine de blé malté', 'sel', 'gluten de blé', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,5.8 g,en quantité modérée,0.5 g,en faible quantité,4.4 g,en faible quantité,1.41 g,en quantité modérée,?,,384,-5%,1607 kj(384 kcal),-5%,"5,8",-31%,"0,5",-69%,"68,1",+1%,"4,4",-24%,"11,3",+8%,"1,41",+23%,"0,564",+23%,0,-100%,B,-100%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,"['Sachet', 'Papier', 'Plastique']",,['Gluten'],['Netto'],,,,,,
913,Céréales de fruits rouges - Netto - 300g,3250391421558,C,300 g,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,['France'],[],,[],,1.6 g,en faible quantité,0.3 g,en faible quantité,11.9 g,en quantité modérée,0.7 g,en quantité modérée,?,,391,-2%,1636 kj(391 kcal),-2%,"1,6",-82%,"0,3",-86%,"84,3",+26%,"11,9",-29%,"7,8",-16%,"0,7",+96%,"0,28",+96%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,['Netto'],,,,,,
914,Bouton D Or GR. A Frire,3250391421626,,,"[""Bouton d'Or""]",['Matières grasses'],,,['France'],[],,[],,100 g,en quantité élevée,100 g,en quantité élevée,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,100,+339%,"0,5",+123%,"0,5",+209%,"0,5",+182%,"0,01",-95%,"0,004",-95%,20,+77%,E,+77%,,,,,,,,,,,,,,,,,,
915,Velours de Bleu (34% MG) - Paturages - 125g,3250391434442,B,125 g,['Paturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages pasteurisés']","['Labels de distributeurs', 'Sélection Intermarché', 'en:lait-francais-french-milk']","['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",['France'],"['Lait de vache standardisé pasteurisé ', '97,4%', 'sel', 'ferments lactiques', 'présure animale', 'Penicillium roqueforti', 'chlorure de calcium']",,"['Non végétalien', 'Non végétarien']",3,33 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,2.4 g,en quantité élevée,?,,359,+2%,1502 kj(359 kcal),+2%,33,+10%,23,+10%,"0,5",-30%,"0,5",+154%,"15,4",-20%,"2,4",-7%,"0,96",-7%,19,+7%,E,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['France', 'Aveyron']","['Plastique', 'Barquette']",['France'],['Lait'],"['Netto', 'Intermarché']",Fromage à pâte persillée au lait de vache,,,,,
916,Petit Salé à l'Auvergnate Cuisiné aux Lentilles - Monique Ranou - 420g,3250391489442,B,420 g,['Monique Ranou'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Petits salés aux lentilles']","['Viande Française', 'Viande Porcine Française', 'Eco Emballage']","['FR 29.269.020 CE', 'Saint-Thurien (Finistère, France)']",['France'],"['lentilles réhydratées 28%', 'eau', 'viande de porc traitée en salaison et précuite 27% ', 'viande de porc ', 'FR', ' 22,3%', 'eau', 'amidon de pois', 'sel', 'stabilisant : tiphosphates', 'carottes 2%', 'graisse de canard 2%', 'oignons grelots', 'concentré de tomates', 'plantes aromatiques', 'sel', 'amidon transformé de maïs', 'arômes naturels']",['E14XX - Amidons modifiés'],"['Non végétalien', 'Non végétarien']",4,4 g,en quantité modérée,1.5 g,en quantité modérée,0.8 g,en faible quantité,0.81 g,en quantité modérée,443,-8%,406,+222%,443 kj(406 kcal),-12%,4,-16%,"1,5",-9%,"7,6",-2%,"0,8",+5%,"8,7",-8%,"0,81",-12%,"0,324",-12%,-2,,A,,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,['29380 SAINT THURIEN'],['Boite aluminium'],['France'],['Gluten'],['Intermaché'],Petit salé aux lentilles,,,,,
917,Saveur d'espagne - paëlla à la valenciana - Claude leger,3250391490806,C,,['Claude leger'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']",,,['France'],"['Riz cuisiné aromctisé ', 'riz cuit', 'huile de colza', 'épices et plantes aromatiques', 'naturels ', 'contient poisson et gluten', 'colorant : extrait de curcuma', ""/ viande de poulet préparée et p,'éaite "", 'viande de poulet ', 'origine : France', '/ eau', 'amidon modifié de maïs', 'sel', 'stabilisants : tripolyphosphctes', 'fibre de blé', 'Euchema transformée et farine de caroube', '/ légumes ', 'poivron rouge', 'petit pois', 'moules du Pacifique chorizo ', 'viande et gras de porc ', 'origine : France', 'sel', 'dextr?e', ""épices et extraits d'épices"", 'ferments', 'conservateurs : oscorbate de sodium', 'nitrite de sodium', ' Traces éventuelles de céleri', 'crustacés', 'lait', 'moutarde', 'soja', ' INFORMATIONS :']","['E100 - Curcumine', 'E14XX - Amidons modifiés', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,3.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en quantité modérée,?,,150,+6%,628 kj(150 kcal),+7%,"3,5",-25%,"0,9",-15%,21,+29%,"0,8",-30%,"7,8",+8%,"0,8",-12%,"0,32",-12%,0,-100%,B,-100%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,,,,"['Poisson', 'Gluten']",,,,,,,
918,S.eloi Mini Grat Leg Jard - Saint Eloi - 480g,3250391511877,B,480 g,"['Saint Eloi', 'Intermarché', 'Sélection Intermarché']","['Surgelés', 'Plats préparés', 'Gratins', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Gratins de légumes']","['Nutriscore', 'Nutriscore C']",,['France'],"['Pommes de terre 56%', 'eau', 'crème* 11%', 'emmental* 5%', 'emmental fondu* 4% ', 'emmental*', 'fromages*', 'eau', 'beurre*', 'poudre de lait  écrémé', 'protéines de lait ', 'sel de fonte : E331', 'sucre', 'gélifiant : E407', 'arôme naturel', 'sel', ""jaune d' oeuf "", 'fécule de pomme de terre', 'arômes', ""blanc d' oeuf en poudre"", 'lactose* et protéines de  lait ', 'aromate', 'épaississants : E412-E415,', ' * dont _ lait']","['E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,6.9 g,en quantité modérée,4.6 g,en quantité modérée,3.2 g,en faible quantité,0.65 g,en quantité modérée,455,+8%,109,0%,455 kj(109 kcal),+0%,"6,9",+1%,"4,6",+33%,"7,2",+21%,"3,2",+10%,"3,9",+0%,"0,65",+6%,"0,26",+6%,4,+50%,C,+50%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,,"['Boîte', 'Carton']",,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja', 'Iactose']",['Intermarché'],,,,,,
919,Fromage blanc 7% matières grasses sur poids total - Pâturages - 800g,3250391535644,,800 g,['Pâturages'],,,,['France'],"['Lait écrémé pasteurisé', 'crème pasteurisée', 'protéines de lait', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,414,,?,,414 kj(99 kcal),,7,,"4,9",,"3,6",,"3,5",,6,,"0,1",,"0,04",,,,,,,,,,,,,,,,['Lait'],['Intermarché'],,,,,,
920,Fromage sans croûte (29 % MG) - Pâturages - 400g,3250391544028,B,400 g,['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés', 'Raclettes', 'Fromages en tranches']","['Labels de distributeurs', 'Sélection Intermarché', 'en:lait-francais-french-milk']","['FR 38.293.001 CE', 'Panissage (Isère, France)']",['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'coagulant', 'chlorure de calcium', 'conservateur : E235']",['E235 - Natamycine'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,2.21 g,en quantité élevée,?,,349,+1%,1460 kj(349 kcal),+1%,28,+2%,19,+3%,"0,9",+22%,"0,5",+17%,"23,4",-1%,"2,21",+32%,"0,884",+32%,18,+15%,D,+15%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['France'],"['Barquette', 'Plastique', 'Frais']",['France'],['Lait'],['Intermarché'],,,,,,
921,Spaghetti 1 Kg - Fiorini - 1000g,3250391550562,C,1000 g,['Fiorini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Spaghetti', 'Spaghettis de blé dur', 'Linguine']","['Labels de distributeurs', 'Sélection Intermarché']",,['France'],['Semoule de blé dur de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en faible quantité,0.04 g,en faible quantité,1521,+4%,?,,1521 kj(364 kcal),+6%,"1,7",+1%,"0,3",-18%,"71,9",+7%,"3,7",+34%,"12,2",-2%,"0,04",+81%,"0,016",+81%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Espagne'],"['Sachet', 'Plastique']",,"['Œufs', 'Gluten']",['Intermarché'],Pâtes alimentaires de qualité supérieure,,,,,
922,Jus d'orange 100% pur jus 2L - Netto,3250391583751,D,,['Netto'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,['France'],"[""JUS D'ORANGE INGRÉDIENT : JUS d'orange""]",,[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,8.8 g,en quantité élevée,0.01 g,en faible quantité,?,,45,+5%,188 kj(45 kcal),+3%,"< 0,5",+184%,"< 0,1",+289%,"10,1",+4%,"8,8",-4%,"0,8",+27%,"< 0,01",+12%,"0,004",+12%,3,+1%,C,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,['Netto'],,,,,,
923,L'inégalable Fraise & Framboise - Elodie - 315g,3250391608928,D,315g,"['Elodie', 'Intermarché']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",,"['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']",['France'],"['Fruits ', 'fraises 40 %', 'framboises 20 %', 'sucre de canne 45 %', 'gélifiant : pectines', 'acidifiant : acide citrique', '\r LISTE À VÉRIFIER CAR PARAIT INCOHÉRENTE']","['E440 - Pectines', 'E330 - Acide citrique']",[],4,0.5 g,en faible quantité,0.2 g,en faible quantité,45.3 g,en quantité élevée,0.02 g,en faible quantité,866,-8%,?,,866 kj(207 kcal),-5%,"< 0,5",+97%,"0,2",+338%,"49,3",-6%,"45,3",-10%,"< 0,5",-8%,"0,02",-3%,"0,008",-3%,11,+16%,D,+16%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Delvert'],"['Bocal', 'Verre', 'métal']",,,['Intermarché'],Préparation de fruits fraises framboises,,,,,
