,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,packaging,markets,quantity,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,generic_name,link,brand_owner,producer_info
67,Pommes rissolees - Casino,3222471021880,,['Pommes rissolees'],['France'],[],[],3.3 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,?,,136,,569 kj(136 kcal),,"3,3",,"0,4",,23,,0,,"2,2",,"0,13",,"0,052",,0,,B,,,,,,,,,,['Casino'],,,['Casino'],,,,,,,,,,,
68,2 cuisses de poulet - Auchan - 430g,2600249015483,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Nutriscore', 'Nutriscore B', 'Volaille-francaise']",['Auchan'],,,['Auchan'],430 g,,,,,,,,,,
69,Rich Beef Stock Pot 8 x - Knorr,8712566479481,,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,"3,1",,"1,5",,10,,"2,2",,"4,9",,"14,5",,"5,8",,,,,,,,,,,,,,['Knorr'],,"['card-box', 'other plastic-tub']",,,,,,,,,,,,
70,Magret de canard du Sud ouest,2415930056948,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,
71,Confiture de chataigne bio,3770009562010,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,,,,,
72,Magret de canard aux cèpes,2404345084554,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,"['FR 24.439.004 CE', 'Saint-Laurent-sur-Manoire (Dordogne, France)']",,,,,,,,,,,,,
73,Chouquettes - E.Leclerc,3478920014389,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chouquettes']",['France'],[],[],12 g,en quantité modérée,7.6 g,en quantité élevée,14 g,en quantité élevée,0.56 g,en quantité modérée,?,,240,-15%,1004 kj(240 kcal),-15%,12,-19%,"7,6",-15%,28,-17%,14,-16%,"5,4",-17%,"0,56",-12%,"0,224",-12%,14,-15%,D,-15%,77.4%,13.4%,5.7%,3.0%,0.4%,0.0%,72,,['E.Leclerc'],,,,,,,,,,,,,,
74,Pas thaï poulet,3356067788397,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,11,,"1,6",,20,,13,,"6,3",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Succo e polpa di albicocca - Carrefour Bio,8001350020412,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'abricot"", 'it:Succo e polpa di albicocca']","['France', 'Suisse']",[],[],0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,?,,58,+5%,243 kj(58 kcal),+7%,0,-100%,0,-100%,14,+8%,13,+2%,"0,5",+67%,"0,01",+87%,"0,004",+87%,8,+14%,D,+14%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Bio', 'Bio européen', 'IT-BIO-009']",['Carrefour Bio'],,,['Carrefour'],,,,,,,,,,,
76,Sirop Brut Verveine,3760310820299,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"76,5",,"76,5",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
77,Mix Japonais - Auchan,8435177055386,,,['France'],[],[],,,,,,,,,?,,417,,1745 kj(417 kcal),,8,,1,,75,,"8,8",,10,,"1,3",,"0,52",,,,,,,,,,,,,,['Auchan'],,,['Auchan'],,,,,,,,,,,
78,Roti filet de porc,2167402007124,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],3.5 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,0.15 g,en faible quantité,?,,124,-14%,519 kj(124 kcal),-13%,"3,5",-30%,"1,3",-38%,"0,5",-39%,"0,5",-20%,23,+3%,"0,15",-91%,"0,06",-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,,
79,confiture de framboises,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,0.18 g,en faible quantité,?,,235,+5%,983 kj(235 kcal),+5%,0,-100%,0,-100%,58,+9%,57,+11%,"0,7",+4%,"0,18",+745%,"0,072",+745%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,,,,,,,
80,Pizza Poulet Kebab - Thiriet,3292590815240,,,['France'],[],[],,,,,,,,,?,,214,,895 kj(214 kcal),,"6,4",,"2,7",,28,,2,,1,,"1,2",,"0,48",,,,,,,,,,,,,,['Thiriet'],,,['Thiriet'],,,,,,,,,,,
81,Bananes chips,8794020503659,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
82,véritable andouille de guemene,0211197035755,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],20.6 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,2.7 g,en quantité élevée,?,,252,+1%,1054 kj(252 kcal),+1%,"20,6",+2%,10,-1%,"1,1",+193%,"0,5",+78%,"15,4",-6%,"2,7",+13%,"1,08",+13%,22,+2%,E,+2%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,['Film en plastique'],,,,,,,,,,,,
83,Super aliment Curcuma Gingembre,3141258232823,,,['France'],[],[],,,,,,,,,?,,588,,2460 kj(588 kcal),,"46,3",,"5,7",,"15,9",,"5,9",,23,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,
84,Les filets de sardines - Franprix,3263855403311,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,15,,"4,4",,0,,0,,23,,"0,6",,"0,24",,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",['Franprix'],,,['Franprix'],,,,,,,,,,,
85,Torta ricotta e cioccolato - Barilla,8076809577328,,,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,21,,"12,8",,"43,7",,33,,"7,6",,"0,655",,"0,262",,,,,,,,,,,,,,"['Barilla', 'Mulino Bianco']",,,,,,,,,,,,,,
86,OSSAU IRATY AOP LT PASTEURISE,0205202028344,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,,,,
87,Confiture de fraise,3050050000007,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,
88,Croissant - E.Leclerc,40106342,,,['France'],[],[],,,,,,,,,?,,383,,1602 kj(383 kcal),,21,,14,,40,,"6,9",,"6,8",,"0,9",,"0,36",,,,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,,,,,
89,Magret de canard,2205790007941,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],29 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,0.13 g,en faible quantité,?,,334,-2%,1397 kj(334 kcal),-2%,29,-1%,"9,8",-2%,"1,3",+4%,"0,5",-25%,17,-5%,"0,13",-92%,"0,052",-92%,13,-29%,D,-29%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,
90,Chanterelles en morceaux - Thiriet,3292590834241,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,8",,"0,2",,"2,3",,"0,8",,"2,9",,,,,,,,,,,,,,,,,,['Thiriet'],,,['Thiriet'],,,,,,,,,,,
91,label rouge,0289170053263,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,7,,"1,9",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,
92,Emmental français est central igp,2488746037395,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,
93,Vitaldin,8435472600502,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,0,,0,,73,,60,,8,,"0,133",,"0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Rosé vin,3700026410513,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,0,-100%,?,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,
95,Cornichon,3760150572969,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sauce bolognaise,3045050086106,,,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,"3,9",,"1,42",,"3,3",,"1,9",,"14,65",,1,,"0,4",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
97,Riz rond blanc bio,3760169766243,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,
98,Confiture de chataigne Bio,3770009562027,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,,,,,
99,Bio bonta di frutta pesche,8051770852261,,,['France'],[],[],,,,,,,,,?,,163,,682 kj(163 kcal),,0,,0,,40,,40,,"0,5",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,
100,Moment câlin - Lord Nelson,1411281081012,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CZ-BIO-001', 'AB Agriculture Biologique']",['Lord Nelson'],,,,,,,,,,,,,,
101,Tagliatelles thaïes de riz (riz1/2 complet) bio - Autour du riz - l\'Asie,9051844501001,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'en:TH-BIO-154', 'AB Agriculture Biologique']","[""Autour du riz - l\\'Asie""]",,,,,,,,,,,,,,
102,Sanle au chocolat noir et fleur de sel - Légendes Gourmandes,3760155984132,,,['France'],[],[],,,,,,,,,?,,412,,1724 kj(412 kcal),,11,,"6,6",,69,,39,,"6,9",,6,,"2,4",,,,,,,,,,,,,,['Légendes Gourmandes'],,,,,,,,,,,,,,
103,Biscuits pizza,3760310522001,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
104,Cerneaux de noix,2609928037006,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,['Cerneaux de noix'],,,,,,,,,,,,
105,Quenelles fraîches au jambon,3100080002745,,,['France'],[],[],,,,,,,,,?,,233.3,,976 kj(233 kcal),,"14,2",,"7,6",,"17,6",,"0,2",,"9,9",,"1,4",,"0,56",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,
106,Bâtonnets surimi,03154649,,,['France'],[],[],,,,,,,,,?,,124,,519 kj(124 kcal),,"5,3",,"0,5",,11,,"3,2",,"7,5",,"1,9",,"0,76",,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,['MSC-C-50183'],,,,,,,,,,,,,
107,Barrony’s exellence,3700496333732,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
108,307073781110180,307073781110180,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
109,Mendiants studenhaver,5400134407914,,,['France'],[],[],,,,,,,,,?,,519,,2171 kj(519 kcal),,35,,"3,3",,36,,30,,12,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-01', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,
110,Oeuf auchan,3596710490493,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,"9,8",,"2,6",,"0,5",,"0,5",,13,,"0,31",,"0,124",,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,
111,"Chocolat noir 70%, éclats de caramel",3760242651855,,,['France'],[],[],,,,,,,,,?,,547.8,,2292 kj(547 kcal),,"34,12",,"20,44",,51,,"42,32",,"6,12",,"0,11",,"0,044",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
112,Sirop de Menthe,3376370157260,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",['France'],[],[],,,,,,,,,?,,341,+43%,1427 kj(341 kcal),+39%,0,-100%,0,-100%,85,+38%,60,+1%,0,-100%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,
113,Lait de Coco,3229820800899,,,['France'],[],[],,,,,,,,,?,,161,,674 kj(161 kcal),,16,,15,,"2,5",,"1,5",,"1,8",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:ID-BIO-154']",,,,,,,,,,,,,,,
114,Champignons de Paris émincés - Thiriet,3292590834234,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"2,5",,0,,"1,5",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Thiriet'],,,['Thiriet'],,,,,,,,,,,
115,Emincés en sauce aux viandes - Carrefour,3270190194569,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,
116,Jus de tomate,8339031888724,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,5.4 g,en quantité modérée,0.6 g,en quantité modérée,?,,26,+30%,109 kj(26 kcal),+33%,"0,2",+12%,0,-100%,"5,4",+46%,"5,4",+68%,"1,2",+60%,"0,6",+42%,"0,24",+42%,0,,B,,,,,,,,,,,,,,,,,,,,,,,,
117,Quiche lorraine,3560071263416,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",['France'],[],[],15 g,en quantité modérée,8.7 g,en quantité élevée,1.7 g,en faible quantité,0.89 g,en quantité modérée,?,,245,-7%,1025 kj(245 kcal),-7%,15,-8%,"8,7",-0%,18,-7%,"1,7",-26%,"9,1",-2%,"0,89",-14%,"0,356",-14%,14,-1%,D,-1%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,,,,,,,,,,
118,Saucisses  de volaille,2444022037138,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['France'],[],[],7.1 g,en quantité modérée,2 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,?,,139,-23%,582 kj(139 kcal),-24%,"7,1",-40%,2,-45%,"0,3",-76%,"0,3",-42%,18,+9%,"1,7",-4%,"0,68",-4%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,,,,
119,Crème au comté août truffes d'été 3% - Le Comptoir de Mathilde,3700961310473,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,25,,16,,"5,2",,"1,6",,"5,2",,"0,77",,"0,308",,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,
120,Soja texturé haché fin - Moulin des moines,3347430026352,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,3,,"0,4",,20,,7,,52,,"0,13",,"0,052",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Moulin des moines'],,,,,,,,,,,,,,
121,Cipso - deniz tuzlu,8681506007384,,,['France'],['salt'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,530,,2218 kj(530 kcal),,34,,"0,17",,"15,5",,1,,"4,4",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Poudre d aronia - Ethnoscience,3760087362473,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"4,3",,"0,5",,22,,10,,"7,5",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']","['Ethnoscience', 'Ecoidées']",,,,,,,,,,,,,,
123,Seed shortbread,3380380094248,,,['France'],[],[],,,,,,,,,?,,494,,2067 kj(494 kcal),,59,,"2,7",,"5,4",,"2,1",,"0,14",,23,,"9,2",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,
124,Café grain 100% arabica - BIODYSSEE,3770015013209,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,,,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,"0,3",-96%,0,-100%,"0,2",-90%,0,-100%,0,-100%,,,,,,,,,,,,,['BIODYSSEE'],,,,,,,,,,,,,,
125,Miel biologique d’acacia,8012527003879,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,0 g,en faible quantité,0 g,en faible quantité,,,?,,?,,,,?,,0,-100%,?,,0,-100%,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,
126,Infusion brûleur de graisses,3456300014006,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,
127,Yoplait,7072001480,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Yoplait'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,,,,,,,,
128,Confiture de lait Normande nature - André Guépratte,3278930006684,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,"['André Guépratte', 'Confiture de lait']",,,,,,,,,,,,,,
129,Antipasto - Beretta,8007660785256,,,['France'],[],[],,,,,,,,,?,,295,,1234 kj(295 kcal),,21,,"7,8",,"0,5",,"0,5",,26,,"4,5",,"1,8",,,,,,,,,,,,,,['Beretta'],,,,,,,,,,,,,,
130,Soupe gourmande,3760099539276,,,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,4,,"2,8",,8,,"2,7",,"1,8",,"0,3",,"0,12",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,
131,Cornichons fins,3760262230030,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.7 g,en faible quantité,0.3 g,en faible quantité,1.4 g,en faible quantité,10 g,en quantité élevée,?,,25.5,-6%,107 kj(25 kcal),0%,"0,7",+136%,"0,3",+339%,"3,1",-10%,"1,4",-46%,"1,7",+68%,10,+481%,4,+481%,4,+84%,C,+84%,,,,,,,,,,,,,,,,,,,,,,,
132,Fermented cashew,5419980046604,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,
133,Sablés pur beurre au caramel au beurre salé,3226219013465,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",['France'],[],[],28 g,en quantité élevée,15 g,en quantité élevée,29 g,en quantité élevée,0.41 g,en quantité modérée,?,,502,+3%,2100 kj(502 kcal),+2%,28,+22%,15,+4%,54,-15%,29,+14%,"7,3",+13%,"0,41",-39%,"0,164",-39%,23,-0%,E,-0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,,,
134,Mes cookies bio - NaturéO,3701091700998,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']",['France'],[],[],29 g,en quantité élevée,9 g,en quantité élevée,29 g,en quantité élevée,0.6 g,en quantité modérée,?,,495,-2%,2071 kj(495 kcal),-2%,29,+6%,9,-28%,52,-9%,29,-4%,"6,6",-1%,"0,6",+6%,"0,24",+6%,22,+0%,E,+0%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['NaturéO'],,,,,,,,,,,,,,
135,Pesto alla genovese,8007830820015,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['France'],[],[],62 g,en quantité élevée,9 g,en quantité élevée,1.9 g,en faible quantité,3.5 g,en quantité élevée,?,,591,+32%,2473 kj(591 kcal),+32%,62,+40%,9,+38%,"2,9",-51%,"1,9",-17%,"4,7",-1%,"3,5",+42%,"1,4",+42%,25,+28%,E,+28%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,['Sans conservateurs'],,,,,,,,,,,,,,,
136,Vermicelles complets - Moulin des moines,3347430019644,,,['France'],[],[],,,,,,,,,?,,334,,1397 kj(334 kcal),,"2,14",,"0,43",,"62,66",,"2,29",,"11,45",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['Moulin des moines'],,,,,,,,,,,,,,
137,Muesli delice aux fruts et graines bio - Moulin des moines,3347430021463,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],9.06 g,en quantité modérée,2.02 g,en quantité modérée,7.5 g,en quantité modérée,0.1 g,en faible quantité,?,,376,-10%,1573 kj(376 kcal),-10%,"9,06",-31%,"2,02",-39%,"58,3",-4%,"7,5",-56%,"10,8",+10%,"0,1",-43%,"0,04",-43%,1,-80%,B,-80%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Moulin des moines'],,,,,,,,,,,,,,
