,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,packaging,nova_score,generic_name,markets,additives,origin_detail,producer_info,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
44,Pasta de ají amarillo - America Import,8437002786427,['France'],[],[],?,37,155 kj(37 kcal),"0,7",0,"8,4",0,"0,9","4,8","1,92",['America Import'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Salade d'algue Wakamé - Tang Frères,3364699122847,['France'],[],[],?,87,364 kj(87 kcal),"2,4",0,13,10,"1,2","1,8","0,72",['Tang Frères'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Pétales au cacao,3760093911559,['France'],[],['Sans huile de palme'],?,386,1615 kj(386 kcal),"3,1","1,8",77,35,"9,2","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,
47,Energie raid,3700790001009,['France'],[],[],?,296,1238 kj(296 kcal),0,0,"73,5",39,"0,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Burger du chef - Socopa,3039050338907,['France'],[],[],?,204,854 kj(204 kcal),15,7,"0,8",0,0,"0,7","0,28",['Socopa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Confiture 55% fruits Nectarine de vigne sanguine,3770002248171,['France'],[],[],?,212,887 kj(212 kcal),0,0,53,53,0,0,0,,"['EMB 19269', 'Treignac (Corrèze, France)', 'EMB 79269A', 'Saint-Maixent-de-Beugné (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Breakfast Biscuits Choco - 4x 40g,3856014113543,['France'],[],[],?,470,1966 kj(470 kcal),17,"8,3",69,22,"9,2","0,58","0,232",,,4 x 40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
51,Confit d'oie (3/4 cuisses),3760030146174,['France'],[],[],?,252,1054 kj(252 kcal),"18,7","5,6","0,2","0,2","20,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Samyang Hot Chicken Flavour Ramen (curry), Big Bowl",8801073211087,['France'],[],[],?,425,1778 kj(425 kcal),"14,3","6,7",60,6,"8,6","1,5","0,6",['Samyang'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Barres céréales,3760048720090,['France'],[],[],?,477,1996 kj(477 kcal),"27,3","2,3",37,"22,2","15,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Fromage blanc,3375610001318,['France'],[],[],?,70,293 kj(70 kcal),"3,6","2,4","4,4","1,8","5,1","0,1","0,04",,,,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",3.6 g,en quantité modérée,2.4 g,en quantité modérée,1.8 g,en faible quantité,0.1 g,en faible quantité,,-23%,-22%,-11%,-8%,-33%,-70%,-21%,-7%,-7%,-1,-448%,A,-448%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Bio'],,,,,,,,,,,,,
55,Pâtes radiatore legumi -,8000139928703,['France'],"['for coeliacs FARINA DI MAIS 45,5%', 'FARINA DI LENTICCHIA GIALLA 18%', 'FARINA DI TEFF 16%', 'FARINA DI CECI 7%', 'FARINA DI GRANO SARACENO 6%', 'FARINA DI SORGO 5%', 'FARINA DI AMARANTO 2%', 'STABILIZZANTE: E471']","[""Pourrait contenir de l'huile de palme""]",?,358,1498 kj(358 kcal),"2,9","0,4",69,"1,3",13,"0,09","0,036",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",2.9 g,en faible quantité,0.4 g,en faible quantité,1.3 g,en faible quantité,0.09 g,en faible quantité,,+8%,+8%,+12%,-43%,+12%,-53%,+12%,-58%,-58%,-5,,A,,,,,,,,,['en:gluten-free'],,,4,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,
56,Bull eye,0068100891065,['France'],[],[],?,50,209 kj(50 kcal),5,5,13,11,"0,4",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Dinkel - Spielberger Mühle - 1kg,4022381104180,"['France', 'Allemagne']",['Dinkel'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Spielberger Mühle'],,1 kg,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Épeautres']",,,,,,,,,,,,,,,,,,,,,,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,"['Bio', 'Bio-dynamie', 'Demeter']",['Gluten'],['Papier'],1,,,,,,['Allemagne'],['Brackenheim'],https://spielberger.de,,
58,Dolcrem Crema Spalmabile Bicolore GR 400 Vaso,80176527,['France'],[],[],?,538,2251 kj(538 kcal),30,"9,5",63,61,"3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Boulette Ardennaise,3483000480701,['France'],[],[],?,184,770 kj(184 kcal),"10,3","2,5","10,7","0,2","12,7","1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Olives Meski (violettes) - Les Domaines des Oliviers - 700g (420g égoutté),3025050600199,['France'],[],[],?,224,937 kj(224 kcal),"22,5","2,85","4,1","0,1","1,3","3,76","1,504",['Les Domaines des Oliviers'],,700 g (420 g égoutté),A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives entières']",22.5 g,en quantité élevée,2.85 g,en quantité modérée,0.1 g,en faible quantité,3.76 g,en quantité élevée,,-0%,+0%,+1%,-11%,+32%,-76%,-6%,-15%,-15%,14,+10%,D,+10%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,"['Bocal', 'Verre']",,,,,,,,,,,
61,Coppa sel sec - L'assiette d'Antoine,3700912305169,['France'],[],[],?,243,1017 kj(243 kcal),"14,8",6,"0,4","0,2","26,9","4,2","1,68","[""L'assiette d'Antoine""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Escalope de dinde - Maître Coq,0215510028608,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",['Maître Coq'],,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,,-13%,-13%,-24%,-26%,-100%,-100%,+5%,-68%,-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
63,Huile de pépins de courge grillés - Bio Planète,4260355584952,['France'],[],[],?,810,3389 kj(810 kcal),90,15,0,0,0,0,0,['Bio Planète'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",90 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-1%,-1%,-2%,-12%,-100%,,-100%,,,12,-2%,D,-2%,,,,,,,,['Bio'],,,,,,,,,,,,,
64,Terrine de sanglier au romarin -,3760028712305,['France'],[],[],?,368,1540 kj(368 kcal),34,12,"1,5",0,14,"1,6","0,64",,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",34 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+25%,+27%,+39%,+30%,-14%,-100%,-7%,-18%,-18%,21,+12%,E,+12%,,,,,,,,"['Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,
65,Canelle,28103530,['France'],[],[],?,113.5,475 kj(113 kcal),0,0,23,0,"4,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Jarabe de Fantasía Sabor Chocolate,8413080000310,['France'],[],[],?,298,1247 kj(298 kcal),2,"1,3","66,9",66,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,
67,Oeufs de saumon sauvage de pacifique - Kaviari - 50g,3700189530004,['France'],"['OEUFS DE SAUMON ROSE DU PACIFIQUE', 'SEL ""PECHE DANS LE PACIFIQUE NORD-EST']",[],?,251,1050 kj(251 kcal),13,"2,6","1,4",0,32,"2,4","0,96",['Kaviari'],,50 g,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Oeufs de saumon']",13 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,2.4 g,en quantité élevée,,+7%,+7%,+11%,+1%,-55%,-100%,+4%,-18%,-18%,15,+5%,D,+5%,,,,,,,,,,,,,,,,,,,,,
68,Panceta de bellota ibérica tiras,8437004509192,['France'],[],[],?,676,2828 kj(676 kcal),"71,8",24,"0,4","0,1","7,1","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Ail blanc, calibre 50/70 - U - 500g",3256223483886,['France'],['Ail blancNon'],[],?,?,,?,,?,,?,,,['U'],,500 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail Blanc']",,,,,,,,,,,,,,,,,,,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,"['Conditionné en France', 'DEMARCHE FLEG METIERS', 'Matière 1erBrut France: légumes']",,"['Filet', 'Frais']",,,['Magasins U'],,,,['France'],,,,
70,Muffins doble chocolate con chips - El Corte Ingles,8433329096638,['France'],[],[],?,425,1778 kj(425 kcal),20,"4,1",56,28,"4,2",1,"0,4",['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Baby Potatoes with Herbs - By Sainsbury's - 385g,01019209,"['France', 'Royaume-Uni']","['Potato', 'Salted Butter ', '2', '5%', ' ', 'Butter ', ""Cows' Milk"", 'Sea Salt', 'Mint', 'Parsley', 'Chives', 'Sunflower Oil']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,75,314 kj(75 kcal),"1,8","0,9","11,1","1,7","2,8","0,19","0,076","[""By Sainsbury's""]",,385 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",1.8 g,en faible quantité,0.9 g,en faible quantité,1.7 g,en faible quantité,0.19 g,en faible quantité,,-23%,-24%,-14%,+164%,-37%,+209%,+38%,-12%,-12%,-2,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,['Végétarien'],['Lait'],,3,,"[""Sainsbury's""]",,,,,,,,
72,Pur jus Orange,3297566901019,['France'],[],[],?,42,176 kj(42 kcal),0,0,"8,7","8,7","0,7",0,0,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,,-2%,-3%,-100%,-100%,-10%,-5%,+11%,-100%,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Sans sucre ajouté', 'Sans additifs']",,,,,,,,,,,,,
73,Colorant rouge,3114460200010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Echinaid Urto Equinacea 30caps Esi,8008843001811,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Pez - 2x8,5g = 17g",9044400918863,['France'],"['sucre', 'sirop de glucose', 'acidifiant ', 'acide citrique', ""correcteur d'acidité "", 'citrates de sodium', 'graisse de palme totalement hydrogénée', 'émulsifiant ', ""mono-et diglycérides d'acide gras"", 'arômes', 'concentrés-couleur : citron ', 'concentré de carthame', 'citron', 'orange ', 'concentré de pomme', 'carotte', 'carthame', 'patate douce', 'cerise ', 'concentré de raisins', 'cassis', 'carottes noires', 'fraise ', 'concentrés de cassis', 'cartootes noires', ' SANS LACTOSE ET SANS GLUTEN']",['Huile de palme'],1697,144,1697 kj(144 kcal),"1,6","0,1",95,"8,1",0,"0,83","0,332",['PEZ'],,"2x8,5g = 17g",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons durs']",1.6 g,en faible quantité,0.1 g,en faible quantité,8.1 g,en quantité modérée,0.83 g,en quantité modérée,,-59%,+10%,+175%,-68%,+1%,-87%,-100%,+489%,+489%,9,-32%,C,-32%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['Carton', 'sous vide', 'Sec']",4,Bonbon PEZ,['Action'],"['E330 - Acide citrique', 'E331 - Citrates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,['Autria'],,['Huile de palme'],
76,Sandwich pain de mie jambon beurre - monoprix - 125g,3350033654969,['France'],[],[],?,264,1105 kj(264 kcal),13,7,26,3,9,2,"0,8",['Monoprix'],"['FR 01.159.002 CE', 'Feillens (Ain, France)']",125 g,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au jambon']",13 g,en quantité modérée,7 g,en quantité élevée,3 g,en faible quantité,2 g,en quantité élevée,,+7%,+7%,+24%,+77%,+1%,-4%,-17%,+33%,+33%,14,+37%,D,+37%,,,,,,,,,,,,,['Monoprix'],,,,,,,,
77,Mermelada de fresa light - Aliada - 330g,8433329059992,['France'],[],[],?,40,167 kj(40 kcal),"0,5",0,8,"3,3",0,0,0,['Aliada'],,330 g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.5 g,en faible quantité,0 g,en faible quantité,3.3 g,en faible quantité,0 g,en faible quantité,,-82%,-82%,+107%,-100%,-85%,-93%,-100%,-100%,-100%,-5,-157%,A,-157%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
78,Confiture de Pêche et d'Abricot - Albert Ménès - 230g,3234750038601,['France'],"['Sucre BIO', 'pêches BIO', 'abricots BIO', 'gélifiant: pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",895,211,895 kj(211 kcal),"< 0,5","< 0,1",51,51,"< 0,5","0,07","0,028",['Albert Ménès'],,230 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.5 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,0.07 g,en faible quantité,-4%,-3%,-2%,+67%,+93%,-2%,+1%,-9%,+189%,+189%,11,+15%,D,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert']",,"['bocal en verre', 'capsule en métal']",4,BIO Confiture Extra de Pêche et d'Abricot 230g,['Monoprix'],['E440 - Pectines'],,,,,,,
79,Filets de poulet rotis,26011981,['France'],[],[],?,156,653 kj(156 kcal),"6,5","1,6","0,6","0,6",24,"1,3","0,52",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",6.5 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,,+8%,+7%,+21%,+18%,+4%,+39%,+2%,-3%,-3%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
80,Rillettes de porc - Hénaff - 2x 72g,3537580707724,['France'],[],[],?,416,1741 kj(416 kcal),38,15,"0,5","0,5",18,1,"0,4",['Hénaff'],,2 x 72 g,C,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",38 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+5%,+6%,+3%,+6%,-1%,+47%,+14%,-22%,-22%,19,-3%,E,-3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-13', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs']",,['Etui en carton'],,,,,,,,,,,
81,Magdalenas,8437005628359,['France'],[],[],?,457,1912 kj(457 kcal),28,"3,9",45,25,"5,6","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Habanero con limón - Tajin,0633148104547,"['France', 'Espagne']",[],[],?,80,335 kj(80 kcal),14,0,14,12,0,8,"3,2",['Tajin'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",14 g,en quantité modérée,0 g,en faible quantité,12 g,en quantité modérée,8 g,en quantité élevée,,-39%,-42%,+314%,-100%,-28%,+63%,-100%,+70%,+70%,,,,,,,,,,,,,,,,,,,,,,,,,
83,Salchichón extra lonchas sin gluten - Aliada,8433329039086,['France'],[],[],?,379,1586 kj(379 kcal),32,12,"4,4","3,5",18,3,"1,2",['Aliada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Blueberries - 125g,8718591561061,['France'],[],[],?,52,218 kj(52 kcal),0,0,11,10,"0,7",0,0,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Perles du Midi,3593670143001,['France'],[],[],?,300,1255 kj(300 kcal),0,0,75,62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Sal De Ibiza Hierbas Mediterraneas,4260062060183,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,The great british porridge co,5060559970013,['France'],[],"['Végétalien', 'Végétarien']",?,416,1741 kj(416 kcal),16,"6,1",55,15,11,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,
88,Paté De Perdíz - 140g,8437010603327,['France'],[],[],?,316,1322 kj(316 kcal),"28,4","5,8",26,"1,22","0,64","2,38","0,952",,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
89,Corn snack,7290015690041,['France'],[],[],?,326,1364 kj(326 kcal),"28,6","14,85","64,3","0,5","4,1","0,428","0,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Miel pur - 250g,7290002703730,['France'],[],[],?,?,,?,,?,,?,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Vongole al naturale,80476801,['France'],[],[],?,83,347 kj(83 kcal),"1,4","0,6","1,5",0,16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Maoam Happy Fruttis - 175g,4001686535561,"['France', 'Allemagne']","['Zucker', ' Glukosesirup', ' Palmfett', ' Feuchthaltemittel: Sorbitsirup', ' Säuerungsmittel: Citronensäure', ' Gelatine', ' Aroma']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1690,400,1690 kj(400 kcal),"7,2","3,6",83,58,"0,8","< 0,01","0,004",['Maoam'],,175 g,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",7.2 g,en quantité modérée,3.6 g,en quantité modérée,58 g,en quantité élevée,0.01 g,en faible quantité,+9%,+12%,+13%,+287%,+240%,-0%,0%,-62%,-92%,-92%,18,+25%,D,+25%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,4,,,"['E420ii - Sirop de sorbitol', 'E330 - Acide citrique', 'E428 - Gélatine']",,,,,https://www.haribo.com/de-de/produkte/maoam,,
93,Pastas Macarrones - Spar - 500g,8480013091127,['France'],[],[],?,344,1439 kj(344 kcal),2,"0,5",68,"3,5",12,"0,03","0,012",['Spar'],,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.03 g,en faible quantité,,-3%,-3%,+12%,+32%,-2%,+11%,-3%,+26%,+26%,-4,,A,,,,,,,,,,,,,,,,,,,,,,
94,Rillettes de poulet rôti en cocotte - Corril,26012537,['France'],[],[],?,327,1368 kj(327 kcal),29,"9,1","0,5","0,5",16,"1,1","0,44",['Corril'],,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet', 'Rillettes de poulet rôti']",29 g,en quantité élevée,9.1 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,+1%,+1%,+2%,+3%,0%,+14%,-4%,+2%,+2%,17,+3%,D,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
95,"Vermicelles Portion, Marroni - Migros",7616700022254,['France'],[],[],?,276,1155 kj(276 kcal),14,"7,4",34,25,"1,9",0,0,['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,,,,
96,Mini Mentos,8723400786696,['France'],[],[],?,389,1628 kj(389 kcal),"1,7","1,6",92,71,0,"0,1","0,04",['Mentos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Cookie pépites de chocolat,3502790725783,['France'],[],['Sans huile de palme'],?,488,2042 kj(488 kcal),"25,7","16,7","55,5",27,"6,6","0,54","0,216",,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",25.7 g,en quantité élevée,16.7 g,en quantité élevée,27 g,en quantité élevée,0.54 g,en quantité modérée,,-1%,-1%,+2%,+35%,-7%,-15%,+6%,-20%,-20%,23,+2%,E,+2%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,"['Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,
98,Reistopf mit Fleischklößchen - Erasco - 400g,4037300103267,"['France', 'Allemagne']","['28% Reis', 'Wasser', '8,1% Fleischklößchen ', 'Schweinefleisch zum Teil fein zerkleinert', 'Wasser', 'Stärke', 'Salz', 'Zwiebeln', 'Gewürze', '7,0% Gemüse ', 'Möhren', 'Erbsen', 'Rapsöl', 'Salz', 'Aroma', 'Hefeextrakt', 'Dextrose', 'Kräuter', 'Raucharoma', 'färbender Möhrenextrakt', 'Verdickungsmittel: Guarkernmehl']","['Non végétalien', 'Non végétarien']",?,56,234 kj(56 kcal),"2,38","0,6","6,5","0,55","1,82",1,"0,4",['Erasco'],,400g,,"['Conserves', 'Plats préparés', 'Plats à base de riz', 'Plats préparés en conserve']",2.38 g,en faible quantité,0.6 g,en faible quantité,0.55 g,en faible quantité,1 g,en quantité modérée,,-64%,-63%,-48%,-61%,-66%,-63%,-72%,+25%,+25%,3,+75%,C,+75%,,,,,,,,,,['Konserve'],4,,,['E412 - Gomme de guar'],,,,,,,
99,Preparado Para Crepes - Comeztier,8412229001515,['France'],[],[],?,364,1523 kj(364 kcal),"6,2","2,5",64,"3,7",11,"1,39","0,556",['Comeztier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Lasagne verde - Come A Casa,5413848174485,['France'],[],[],?,138,577 kj(138 kcal),"6,9",2,12,"2,7","6,6","0,84","0,336",['Come A Casa'],,,,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées']",6.9 g,en quantité modérée,2 g,en quantité modérée,2.7 g,en faible quantité,0.84 g,en quantité modérée,,+3%,+3%,+14%,-22%,-4%,+3%,+6%,+8%,+8%,1,-58%,B,-58%,,,,,,,,,,,,,,,,,,,,,
101,Confiture Extra de Framboise BIO - Albert Ménès - 230g,3234750038533,['France'],"['Framboises bio', 'sucre bio', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",926,218,926 kj(218 kcal),"< 0,5","< 0,1",51,51,"0,7","0,05","0,02",['Albert Ménès'],,230 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.5 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,0.05 g,en faible quantité,-2%,-3%,-1%,+85%,+116%,-4%,-1%,+4%,+135%,+135%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['Bio'],,,4,Confiture Extra de Framboise BIO 230 g,,['E440 - Pectines'],,,,,,,
