,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,link,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,origin_detail
786,8477682855099,8477682855099,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Mémé Hélène,3324321301187,['France'],[],[],?,?,,?,,?,,?,,,,,['Mémé Hélène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,7290014218079,7290014218079,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,3448270003876,3448270003876,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,8000670005949,8000670005949,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,6194002570877,6194002570877,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,3477320002491,3477320002491,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,3477320002507,3477320002507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,7290005317194,7290005317194,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,0712963001818,0712963001818,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,0712963001832,0712963001832,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,0025615870688,0025615870688,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Shneider’s,0838948008778,['France'],[],[],?,?,,?,,?,,?,,,,,['Shneider’s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Kerets,0637913648892,['France'],[],[],?,?,,?,,?,,?,,,,,['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,7290002769408,7290002769408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,7290002769446,7290002769446,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,8719689267056,8719689267056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,0025651120068,0025651120068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Merguez de volaille,2444023035225,['France'],[],[],?,162,678 kj(162 kcal),"9,5","2,8","0,9",0,18,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Paskesz,0025675121072,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Laurieri,8015565030197,['France'],[],[],?,?,,?,,?,,?,,,,,['Laurieri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Paskesz,0025615468786,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Paskesz,0025615037203,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Yarden - 150g,7290005197758,['France'],[],[],?,?,,?,,?,,?,,,150 g,,['Yarden'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Yarden,7290106724419,['France'],[],[],?,?,,?,,?,,?,,,,,['Yarden'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Man,7290000311081,['France'],[],[],?,?,,?,,?,,?,,,,,['Man'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,0023872001852,0023872001852,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,0023872002026,0023872002026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,8053839560070,8053839560070,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,7290008190640,7290008190640,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Paskesz,0025675010079,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Paskesz,0025675010161,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,['Kascher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Paskesz,0025675010147,['France'],"['Sugar', 'Enriched Flour ', 'Wheat Flour', 'Niacin', 'Reduced Iron', 'Thiamin Mononitrate', 'Riboflavin', 'Folic Acid', 'Canola And/or Soybean ', 'With TBHQ Added For Freshness', ' And/or Palm Oil', 'Dextrose', 'Cocoa ', 'Processed With Alkali', 'Contains Two Percent Or Less Of: High Fructose Corn Syrup', 'Salt', 'Leavening ', 'Baking Soda', 'Calcium Phosphate', 'Constarch', 'Soy Lecithin', 'Natural And Artificial Chocolate Flavor', 'Natural And Artificial Vanilla Flavor']",['Huile de palme'],?,483,2020 kj(483 kcal),"20,7","6,9","75,9","51,7","3,45","0,991","0,397",,,['Paskesz'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits cacaotés fourrés goût vanille']",['Kascher'],,,"['E500ii - Carbonate acide de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",4,20.7 g,en quantité élevée,6.9 g,en quantité élevée,51.7 g,en quantité élevée,0.991 g,en quantité modérée,,+0%,+0%,+1%,-24%,+12%,+43%,-30%,+27%,+27%,26,+15%,E,+15%,,,,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Gluten', 'Soja']",,,
819,Paskesz,0025675010185,['France'],[],[],?,?,,?,,?,,?,,,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,8472764367873,8472764367873,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,0270411025392,0270411025392,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,8033503700711,8033503700711,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,0270542026893,0270542026893,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,8032346000255,8032346000255,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,8114069100358,8114069100358,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Scamorza - I Formaggi Nobili - 300g,8003950003000,['France'],[],[],1330,320,1330 kj(320 kcal),25,18,"1,3","0,7",22,"0,7","0,28",300 g,"['Plastique', 'Sous vide']",['I Formaggi Nobili'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Scarmoza']",,['IT 305 08 CE'],,,,25 g,en quantité élevée,18 g,en quantité élevée,0.7 g,en faible quantité,0.7 g,en quantité modérée,+5%,-2%,-2%,-2%,+6%,+52%,+14%,+4%,-34%,-34%,11,-15%,D,-15%,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Italie'],,
827,8719689267025,8719689267025,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Huile de sésame vierge - Baton Rouge - 500ml,3592860033801,['France'],['Huile de sésame vierge'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3390,824,3390 kj(824 kcal),"91,6","14,6",0,0,0,0,0,500 ml,"['Bouteille', 'Verre']",['Baton Rouge'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']","['Kascher', 'Kascher pareve']",,,,2,91.6 g,en quantité élevée,14.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-2%,-4%,-6%,-4%,-1%,-100%,-100%,-100%,-100%,-100%,11,-4%,D,-4%,,,,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,['Graines de sésame'],,,
829,0839066607133,0839066607133,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['EMB 50579', 'Sottevast (Manche, France)', 'FR 50.579.001 CE', 'Sottevast (Manche, France)', 'EMB 50579A', 'Sottevast (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,8005020078598,8005020078598,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0270548029454,0270548029454,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,8711528199818,8711528199818,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,7290011489533,7290011489533,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0071544338409,0071544338409,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0840762016662,0840762016662,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,8006830060018,8006830060018,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,8006830060513,8006830060513,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,8006830060810,8006830060810,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,8006830060919,8006830060919,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,8006830060711,8006830060711,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,8051773820052,8051773820052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Les Domaines des Oliviers,3025050550197,['France'],[],[],?,?,,?,,?,,?,,,,"['Bocal', 'Verre']",['Les Domaines des Oliviers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Les Domaines des Oliviers,3025050100408,['France'],[],[],?,?,,?,,?,,?,,,,"['Bocal', 'Verre']",['Les Domaines des Oliviers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0077544829787,0077544829787,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Poitrine de poulet - Kerets,7290000319827,['France'],[],[],?,106,444 kj(106 kcal),2,"0,7",5,1,17,"1,8","0,72",,,['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,3564514020772,3564514020772,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Yarden,7290012665042,['France'],[],[],?,?,,?,,?,,?,,,,,['Yarden'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Yarden,7290012665127,['France'],[],[],?,?,,?,,?,,?,,,,,['Yarden'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0710069301023,0710069301023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,3448270004347,3448270004347,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,3448270003692,3448270003692,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['FR 94.070.110 CE', 'Santeny (Val-de-Marne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Mémé Hélène,3324321262181,['France'],[],[],?,?,,?,,?,,?,,,,,['Mémé Hélène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,7290013117656,7290013117656,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,7290014218949,7290014218949,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Yarden,7290012665011,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,['Yarden'],,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,2431561037064,2431561037064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['FR 67.447.004 CE', 'Schiltigheim (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2422604038834,2422604038834,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,2422616032936,2422616032936,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,2296544022242,2296544022242,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['FR 67.447.004 CE', 'Schiltigheim (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Your head in the sweet clouds,8718537698554,['France'],[],[],?,336,1406 kj(336 kcal),0,0,"79,8","64,3","4,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Glace bio absinthe,3515890500099,['France'],[],[],?,207,866 kj(207 kcal),"9,6","7,1","23,7","17,1","3,3",,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Delight délice - Riviera,0064912087405,['France'],[],[],?,34.285714285714,143 kj(34 kcal),0,0,"6,286","0,571","2,857",0,0,,,['Riviera'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Hamamelis Extrait De Plante Fraîche - 50 ML - Ladrôme,3486330011973,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,0855291007234,0855291007234,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,0855291007173,0855291007173,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Mini fripon,0208648020330,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Cafe,8003012008554,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Sebil - 1300g,3662080000058,['France'],[],[],?,117,490 kj(117 kcal),"7,7","3,2","5,2","0,5",7,"0,59","0,236",1300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Thé noir Earl grey,5014328080571,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Foie gras de canard entier du sud ouest - Labeyrie,3033610033639,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,,55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,,+1%,+1%,+1%,-1%,+1%,+44%,-3%,0%,0%,21,+1%,E,+1%,,,,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,
871,Salade vénitienne,0201300015613,['France'],[],[],?,208,870 kj(208 kcal),14,"4,2",16,"2,9","4,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Saumon fumé sauvage intense,8054610062516,['France'],[],[],?,123,515 kj(123 kcal),"2,6","0,6","0,8","0,8",24,"2,9","1,16",,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",,,,,,2.6 g,en faible quantité,0.6 g,en faible quantité,0.8 g,en faible quantité,2.9 g,en quantité élevée,,-8%,-7%,-30%,-25%,+62%,+120%,+1%,-2%,-2%,11,-1%,D,-1%,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,
873,Bigflo et Oli,99701057124663,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Confiture artisanale extra nos mûres intemporelles - 110g,3760012032242,['France'],[],[],?,242,1013 kj(242 kcal),"0,1",0,63,61,"0,8",0,0,110 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Beignets au chocolat,0204156016407,['France'],[],[],?,385,1611 kj(385 kcal),18,2,47,19,"7,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Tartines craquantes châtaignes - Léa Nature,71652795,['France'],[],[],?,374,1565 kj(374 kcal),"1,5","0,5",82,"5,1","7,2","0,55","0,22",,,['Léa Nature'],,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Chiffonnade de dinde grillée - Kerets - 125g,7290001676349,['France'],"['Poitrine de dinde ', '60%', 'blanc de dinde ', '20%', 'eau', 'maltodextrine', 'sel', 'fécule de pomme de terre', 'amidon modifié: E1442', 'conservateurs: E326', 'E262', 'E250', 'épaississants: E407a', 'E410', 'arômes', 'stabilisant: E451', 'ferments', 'antioxygène: E316']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",444,106,444 kj(106 kcal),2,"0,7",4,0,18,"1,4","0,56",125 g,"['Barquette', 'Plastique']",['Kerets'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde en tranches']","['Peu ou pas de sel', 'Peu de sel', 'Kascher', 'Sans gluten', 'Allégé en sel', 'Moins 25% de sel', 'Sans lactose']",,,"['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",4,2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,-1%,+3%,+2%,+7%,+19%,+99%,-100%,-6%,-24%,-24%,2,-53%,B,-53%,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Israël'],,
878,Gaufrettes Choco X7,0023872001180,['France'],[],[],?,61,255 kj(61 kcal),7,5,15,10,1,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,0023872005058,0023872005058,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Velouté de fruits de la mer,3760241200665,['France'],[],[],?,63,264 kj(63 kcal),"3,7","1,3","2,7","0,7","4,2","0,68","0,272",,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Kerets,0637913987861,['France'],[],[],?,?,,?,,?,,?,,,,,['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,7290002058052,7290002058052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,7290002058069,7290002058069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,7290014218956,7290014218956,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Les Typiques de Jacob,7290008304153,['France'],[],[],?,?,,?,,?,,?,,,,,['Les Typiques de Jacob'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Les Typiques de Jacob,7290008304238,['France'],[],[],?,?,,?,,?,,?,,,,,['Les Typiques de Jacob'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,5414149060156,5414149060156,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,7290008574532,7290008574532,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Baton Rouge,3592860090323,['France'],[],[],?,?,,?,,?,,?,,,,,['Baton Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,3448270001247,3448270001247,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,3448270003661,3448270003661,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,La Grange,7290001567630,['France'],[],[],?,?,,?,,?,,?,,,,,['La Grange'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,André Krief,3700048700852,['France'],[],[],?,?,,?,,?,,?,,,,,['André Krief'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Frédéric Buchinger,2407553088161,['France'],[],[],?,?,,?,,?,,?,,,,,['Frédéric Buchinger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,7290001121009,7290001121009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,0200008082521,0200008082521,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,8696152361629,8696152361629,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Shneider’s,0838948001007,['France'],[],[],?,?,,?,,?,,?,,,,,['Shneider’s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,3488976003497,3488976003497,['France'],[],[],?,?,,?,,?,,?,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,0835811005667,0835811005667,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,7290011533038,7290011533038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,8425408236417,8425408236417,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,0712963001849,0712963001849,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Mémé Hélène,3324321361280,['France'],[],[],?,?,,?,,?,,?,,,,,['Mémé Hélène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Summer vibration Spicy mélange de thés aromatisés,3582810470121,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
