,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,additives,allergens,nova_score,quantity,packaging,manufacturing,traceability_code,ingredients_origins,generic_name,link,palm_ingredients,origin_detail
103,Purée de sesame - Carrefour,3560071411688,['France'],[],[],?,655,2741 kj(655 kcal),57,13,6,"3,3",27,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame']",,+3%,+2%,-6%,+21%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,"['Carrefour', 'Carrefour Bio']",57 g,en quantité élevée,13 g,en quantité élevée,3.3 g,en faible quantité,,,+3%,+57%,+425%,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-007', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",['Carrefour'],,,,,,,,,,,,
104,Cordon bleu a poele,160304400662,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Merguez,0290545017384,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0732577588161,0732577588161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Lulu la sucrée,3700232912115,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Pure dark 100%,5060153351386,['France'],[],[],?,610,2552 kj(610 kcal),"56,667","36,667","12,667","0,5","12,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Terrine de campagne,3437340069454,['France'],[],[],?,316,1322 kj(316 kcal),28,10,"0,9","0,6",15,"1,8","0,72",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,-2%,-1%,-61%,+7%,,,,,,,,,28 g,en quantité élevée,10 g,en quantité élevée,0.6 g,en faible quantité,1.8 g,en quantité élevée,-2%,-7%,-31%,+12%,+12%,19,-2%,E,-2%,,,,,,,,,,,,,,
110,3336022092110,3336022092110,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Saucisse Toulouse Salée Poivrée,2873726059632,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 65.452.001 CE', 'Trie-sur-Baïse (Hautes-Pyrénées, France)']",,,,,
112,"Petillant de raisins de Listel, ananas et passion",3244086700004,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Jus de raisin,3662444003848,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Huile précieuse de Marrakech,6111264630019,['France'],[],[],?,899,3761 kj(899 kcal),100,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Rice krispies,5414886240859,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,8847100980502,8847100980502,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Saucisse  Fine Supérieure,3233130010510,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.052.009 CE', 'Capdenac-Gare (Aveyron, France)']",,,,,
118,Pain au mais,0209856012797,['France'],[],[],?,305,1276 kj(305 kcal),"5,8","0,2",50,1,11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Glace bio vegetale mangue,3770011009268,['France'],[],[],?,187,782 kj(187 kcal),"6,8","0,8",32,20,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Stollen à la pâte d'amande,3278070000993,['France'],[],[],?,390,1632 kj(390 kcal),16,"6,9",56,36,"4,7","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Tomini au speck a griller,8059070740400,['France'],[],[],?,345,1443 kj(345 kcal),29,20,1,"0,2",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Gateau chien,4250078906179,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Rillettes de Géline de touraine au vin de Montlouis AOC,3760029200009,['France'],[],[],?,388,1623 kj(388 kcal),"33,23","13,97",0,0,"19,07",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Shimeji Brun - Paris Saveurs - 200g,3700758906636,['France'],"['Shimeji Brun ', 'Hypsizugus Tessellatus']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons']",,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Paris Saveurs'],,,,,,,,,,,,,,,,,,,,,,,200 g,['Plastic'],,,['Chine'],,,,
125,Fromage brebis petit basque pasteurisé,0201415041460,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Baguette baltique,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Glace bio vegetale a la vanille,3770011009145,['France'],[],[],?,187,782 kj(187 kcal),"6,7","0,8",32,16,"0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Cuvée Louis,3760181000004,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Blanche de Peronne,3353830003053,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Riz cantonnais,0203267019093,['France'],[],[],?,166.6,697 kj(166 kcal),"4,9","0,8",24,"1,3","5,5","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Ras el Hanout Jaune,3760301290568,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Crème de marrons,3760233620006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Saucisse sèche perche,0253400047728,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Crousty mix,2600239022118,['France'],[],[],?,505,2113 kj(505 kcal),26,15,61,47,"6,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Thon germon,3760218550397,['France'],[],[],?,149,623 kj(149 kcal),"0,9","0,3","0,6","0,5","35,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Croccantini di Nocciola ricoperti Bio,8026424111131,['France'],[],[],?,573,2397 kj(573 kcal),42,18,35,26,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,
137,Dornfelder,9782365490290,['France'],[],[],?,100,418 kj(100 kcal),4,3,88,87,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Les produit du mail,0204115058387,['France'],[],[],?,331,1385 kj(331 kcal),12,12,17,"3,4",16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5412479021748,5412479021748,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Brown rice,6970399920514,['France'],[],[],?,5,21 kj(5 kcal),0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Sablés box chocolat petites de noisettes,3770002010228,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Se conssome frais,3781438405908,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Goccia Di Carnia,8001803100012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Lamelles de truffe d'été,3527904430025,['France'],[],[],?,571,2389 kj(571 kcal),"63,4","7,1","3,9","0,17","2,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Bocal en verre']",,,,,,,
145,Slice Bologna,0044700009321,['France'],[],[],?,25,105 kj(25 kcal),"0,5",0,10,1,3,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Say aloe,9035142218137,['France'],[],[],?,40,167 kj(40 kcal),0,0,10,"9,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Funghi Porcini,8033109083362,['France'],[],[],?,74,310 kj(74 kcal),"2,3","0,4",11,"1,3","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Chocolate & orange cookies,5051882267185,['France'],[],[],?,82,343 kj(82 kcal),2,"0,4","70,3","29,3","8,2","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Pâté royal au foie de canard,3760113830914,['France'],[],[],?,?,,?,,?,,?,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Vin,3338836218106,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Arachides décortiquées salées,3700056704606,['France'],[],[],?,592,2477 kj(592 kcal),"48,6","9,6","18,2","3,7","26,3","1,65","0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Orange toi-risk,3770012842536,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,XXL protein shake,5600961114041,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,petites quiches feuilletées,3162150031291,['France'],[],[],?,516,2159 kj(516 kcal),"29,3","14,7","53,1","1,7","8,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Fusilli complet vrac 5kg,8001060029682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Gorgonzola DOP,2160086016383,['France'],[],[],?,309,1293 kj(309 kcal),25,"18,7",0,0,0,"2,12","0,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2004060026299,2004060026299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,BasIGPizza pezzi,8008891000583,['France'],[],[],?,370,1548 kj(370 kcal),"2,9",0,72,"0,6",12,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Peyniri,4002566004016,['France'],[],[],?,313,1310 kj(313 kcal),"28,4","18,5","0,1",0,"14,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE BW-004 EG'],,,,,
160,Chouquette,0203788016403,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Provolone piquant,2850621012207,['France'],[],[],?,392,1640 kj(392 kcal),32,22,0,0,26,"2,5",1,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Provolone']",,+8%,+11%,-100%,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,32 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,+8%,+16%,-100%,+11%,+11%,19,+7%,E,+7%,,,,,,,,,,,,,,
162,Bugnes,0260173025587,['France'],[],[],?,426,1782 kj(426 kcal),21,11,48,"9,6","9,6","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Goustal,0200536073992,['France'],[],[],?,361,1510 kj(361 kcal),"33,2","23,6",0,0,"15,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 48.094.013 CE', 'Massegros (Lozère, France)']",,,,,
164,Pennette all' arrabbiata,8004694806247,['France'],[],[],?,367,1536 kj(367 kcal),"6,1",1,55,10,14,"10,31","4,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Chocolat noir 72% Papouasie Ecorces d’orange,3700589976136,['France'],[],[],?,518.6,2170 kj(518 kcal),35,21,35,30,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Gorgonzola au mascarpone,2850626009776,['France'],[],[],?,378,1582 kj(378 kcal),36,25,"0,4","0,4",13,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Paupiettes porc chèvre,0236551087966,['France'],[],[],?,278,1163 kj(278 kcal),24,"9,4","1,1","0,7",16,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 76.575.001 CE', 'Saint-Étienne-du-Rouvray (Seine-Maritime, France)']",,,,,
168,Coquilles saint Jacques aperitives,3264295007794,['France'],[],[],?,129,540 kj(129 kcal),"8,2","3,8","6,6","2,2","6,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,BIP-Dinkelkartoffelblüten,4251328500352,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,
170,Abricot sec,0200917015351,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Vegan Crispy Squid-like Ring,4712033524137,['France'],[],[],?,204,854 kj(204 kcal),11,2,27,2,1,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,R biere blonde,3770014714015,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8480010199000,8480010199000,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,L'Arlier,2222835026446,['France'],[],[],?,304,1272 kj(304 kcal),26,"16,7","0,5",0,"16,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 25.204.001 CE', 'Doubs (Doubs, France)']",,,,,
175,0217885040674,0217885040674,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Condiment balsamique blanc,3077316420225,['France'],[],[],?,61,255 kj(61 kcal),0,0,15,15,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Moutarde Moulu,06696322,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Vegan like Salmon,4714165003214,['France'],[],[],?,256,1071 kj(256 kcal),17,"2,8","10,3","2,4","15,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2639527087706,2639527087706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Ketchup au piment d’espelette,3760310420314,['France'],[],[],?,403,1686 kj(403 kcal),"0,55","0,08","16,77","12,02","4,08","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0066010080029,0066010080029,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Pompon authentique,3770005943004,['France'],[],[],?,484,2025 kj(484 kcal),"28,6","16,2","51,4","41,3","5,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2989516006912,2989516006912,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Calissons d’aix,3502790456267,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Puntoun,2182816003340,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2980374000005,2980374000005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Miel de sarrasin - Rucher des Abbesses,4058000015476,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Rucher des Abbesses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Yogi Tea,4012824405196,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,['Yogi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,3760197413874,3760197413874,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Miele millefiori bio,8057737591273,['France'],[],[],?,322,1347 kj(322 kcal),0,0,80,80,"0,6","0,1","0,04",B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,+8%,-100%,+3%,+77%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0.1 g,en faible quantité,+8%,-100%,+15%,+327%,+327%,,,,,,,,,,,,,,,,,,
191,Biscotti Avena - Germinal,8001091002715,"['France', 'Italie']",[],[],?,449,1879 kj(449 kcal),16,"3,5",66,26,"7,7","0,52","0,208",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-5%,-23%,+3%,+18%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Germinal'],16 g,en quantité modérée,3.5 g,en quantité modérée,26 g,en quantité élevée,0.52 g,en quantité modérée,-6%,-65%,-12%,-12%,-12%,10,-49%,C,-49%,"['Bio', 'Bio européen', 'Sans gluten', 'IT-BIO-014']",,,,,,,,,,,,,
192,Al tartufo,6406148917646,['France'],[],[],?,150,628 kj(150 kcal),0,0,40,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Raviolis HAKAO de crevettes,3423777961393,['France'],[],[],?,135,565 kj(135 kcal),"3,7","1,1",18,"4,4","7,5","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,3609069009664,3609069009664,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0057174120706,0057174120706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Miel l'apiculteur,05788312,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Mini mont d'or sapin,3476810000559,['France'],[],[],?,286,1197 kj(286 kcal),24,17,"0,5","0,5",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Carre mam goz,3760269153653,['France'],[],[],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0061659000292,0061659000292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Pomme Jonagold,3000031046715,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Abricot sec,2600110029526,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4",,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,+8%,+3%,+8%,+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,+8%,-67%,+18%,,,,,,,,,,,,,,,,,,,,
202,Golosetti al cioccolato,8008947050029,['France'],[],[],?,513,2146 kj(513 kcal),"26,4",15,"61,14","19,18","7,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Les aiguillettes,0212551027423,['France'],[],[],?,103,431 kj(103 kcal),"1,2","0,4",0,0,23,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,['Film en plastique'],,,,,,,
204,Boeuf Bourguignon,2692508059956,['France'],[],[],?,91,381 kj(91 kcal),"2,8","0,9","3,2","1,6",13,"0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,
205,Fresher pasteque & fraise,8693855004563,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,6","10,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Panettone Classico - Vergani - 750,8002114012438,['France'],"['Farine de blé tendre type 0 Beurre🧈 Lait🥛 Rasins 🍇', '13%', "" Sucre Jaune d'oeuf frais Écorce d'orange 🍊 confites "", '8,5%', "" Écorce d'orange 🍊 Sirop de fructose glucose Sucre Acidifiant Acide citrique-Levain "", 'contient blé Lait 🥛entier réhydraté-Mel 🍯 Émulsifiant Mono-et diglycerides des acides gras - Sel Arôme naturel - Arome naturel vanille Présence éventuelle de soya et de fruits à coque ', 'amendes,noisettes,🥜 noix pistache noix de pecan']",[],?,370,1548 kj(370 kcal),"10,7","10,7","46,6","22,4","7,4","0,4","0,16",,['en:type 4'],,,,,,,,,,,,,['Vergani'],10.7 g,en quantité modérée,10.7 g,en quantité élevée,22.4 g,en quantité élevée,0.4 g,en quantité modérée,,,,,,19,,E,,['en:Point Jaune'],['Pâtisserie'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Fruits à coque'],4,750,['Emballage'],['Milan'],['5-30128'],['Italie'],,,,
207,Domaine Pélaquié,3549866919219,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Bonbon Gommeux au Raisin,6920548862073,['France'],[],[],?,310,1297 kj(310 kcal),0,0,"71,3","51,2","6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Biscuits au beurre,8713475096295,['France'],[],[],?,512,2142 kj(512 kcal),"23,6","16,6","67,8","30,5","6,7","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Physiomance sommeil,3401554475790,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Crunch Mini Eggs,8000300404708,['France'],[],[],?,528,2209 kj(528 kcal),"28,7","17,3","59,9","55,5","6,3","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,4751018892120,4751018892120,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,6940188803724,6940188803724,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
