,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1074,Pomme poire - L'Arbre à Jus,3760002690452,,,,"[""L'Arbre à Jus""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,['France'],"['49% de purée de pomme', '49% de purée de poire', ""correcteur d'acidité: acide citrique"", 'antioxydant : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.35 g,en faible quantité,0.16 g,en faible quantité,12.1 g,en quantité modérée,0.004 g,en faible quantité,?,,69,+11%,289 kj(69 kcal),+11%,"0,35",+7%,"0,16",+87%,"16,07",+17%,"12,05",-3%,"0,4",+14%,"0,004",-52%,"0,002",-52%,-3,,A,,B,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,,,,
1075,Pomme brut de pressoir pur jus - L’arbre à Jus,3760002697024,,,,['L’arbre à Jus'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['Point Vert'],,['France'],"['pur jus de pomme ', '100%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0 g,en faible quantité,11.5 g,en quantité élevée,0.01 g,en faible quantité,?,,50,+9%,209 kj(50 kcal),+9%,"0,1",-44%,0,-100%,12,+9%,"11,5",+11%,"0,2",-9%,"< 0,01",-20%,"0,004",-20%,5,+20%,C,+20%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,,,,
1076,Jus de poire - L'Arbre à Jus,3760002697048,,,,"[""L'Arbre à Jus""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",,,['France'],"['jus de poire ', '99,8%', ""correcteur d'acidité : acide citrique"", 'antioxygène: acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0.05 g,en faible quantité,9.6 g,en quantité élevée,0.01 g,en faible quantité,?,,57,+12%,238 kj(57 kcal),+13%,"0,3",+26%,"0,05",+15%,"11,7",+1%,"9,6",-4%,"0,4",+23%,"0,01",+38%,"0,004",+38%,5,+10%,C,+10%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1077,Pomme cassis pur jus - L'arbre À Jus,3760002697062,,,,"[""L'arbre À Jus""]",['Boissons'],,,['France'],"['pur jus de pomme 90%', 'pur jus de cassis 10%', ' Valeur nutritionnelles moyennes pour 100 ml']",,[],1,0.02 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,?,,44,-21%,184 kj(44 kcal),-24%,"0,02",-94%,0,-100%,"10,5",-7%,"9,7",+3%,"0,2",-60%,0,-100%,0,-100%,4,-48%,C,-48%,,,,,,,,,,,,,,,
1078,Pomme Framboise - L'arbre A Jus,3760002697086,,,,"[""L'arbre A Jus""]",['Boissons'],,,['France'],"['pur jus de pomme ', '85%', 'pur jus de framboise ', '15%']",,[],1,0.03 g,en faible quantité,0.001 g,en faible quantité,9.2 g,en quantité élevée,0.01 g,en faible quantité,?,,42,-25%,176 kj(42 kcal),-27%,"0,03",-91%,"0,001",-99%,"9,8",-13%,"9,2",-3%,"0,2",-60%,"0,01",-76%,"0,004",-76%,3,-61%,C,-61%,,,,,,,,,,,,,,,
1079,Orange pur jus - L'arbre à Jus - 100cl,3760002697123,,100 cl,,"[""L'arbre à Jus""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,['France'],"[""Jus d'orange "", '100%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité élevée,0.01 g,en faible quantité,?,,46,+7%,192 kj(46 kcal),+5%,"< 0,1",-43%,"< 0,1",+289%,"10,8",+11%,"8,3",-9%,"0,2",-68%,"< 0,01",+12%,"0,004",+12%,3,+1%,C,+1%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,,,,
1080,Gazpacho de tomates,3760003152508,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,?,,29,-29%,121 kj(29 kcal),-30%,"0,2",-92%,0,-100%,4,+19%,3,+18%,"0,9",+14%,"0,1",-85%,"0,04",-85%,0,-100%,B,-100%,B,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,
1081,Navette a l'arome naturel de fleur d'oranger - La Roumanière - 150g,3760003785157,,150 g,,['La Roumanière'],,,,['France'],[],,[],,,,,,,,,,?,,434,,1816 kj(434 kcal),,"13,1",,"6,1",,"70,1",,"35,6",,"6,7",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,
1082,Jus de poire fermier -,3760004805090,,,,,,['Sans conservateurs'],,"['France', 'Royaume-Uni']",['100% pur jus et sans conservateur'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1083,Sucre roux de canne - Loiret haentjens - 1kg,3760004870968,,1 kg,['Sachet'],['Loiret haentjens'],"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne']","['Bio', 'Bio européen', 'Commerce équitable', 'Fairtrade International', 'FR-BIO-01', 'Max Havelaar']",,['France'],"[""sucre roux de canne issu de l'agriculture biologique et du commerce équitable "", '100% du poids total']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,?,,400,+2%,1674 kj(400 kcal),+2%,0,-100%,0,-100%,100,+2%,100,+3%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,A,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,['Paraguay'],,,
1084,Sucre Blond de Canne Bio - Sans marque - 5kg,3760004871514,,5 kg,"['Sac', 'Papier']","['Sans marque', 'S.A. Loiret & Haëntjens']","['Édulcorants', 'Sucres', 'Sucres de canne']","['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Agriculture Brésil', 'Certificat IBD']",['Bio14'],['France'],"[""Sucre mi-blanc de canne poudre issu de l'agriculture biologique""]",,[],,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,?,,400,+2%,1674 kj(400 kcal),+2%,0,-100%,0,,100,+2%,100,+3%,0,-100%,0,-100%,0,-100%,14,-1%,D,-1%,A,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,['Brésil'],,,,
1085,Sucre blond de canne - L&H,3760004872238,,,,['L&H'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],"[""sucre mi-blanc de canne en poudre issu de l'agriculture biologique "", '100% du poids total']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,100,,100,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
1086,Sucre complet de canne bio Panela -  - 500g,3760004872306,,500 g,,,"['Édulcorants', 'Sucres', 'Sucres de canne']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,86.2 g,en quantité élevée,0 g,en faible quantité,?,,326,-17%,1364 kj(326 kcal),-17%,0,-100%,0,,"86,2",-12%,"86,2",-11%,"0,65",+1227%,0,-100%,0,-100%,14,-1%,D,-1%,B,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,
1087,Sucre de coco Bio -  - 500g,3760004872412,,500 g,,,"['Édulcorants', 'Sucres', 'Sucres de coco']",['Bio'],,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,92.7 g,en quantité élevée,0.26 g,en faible quantité,?,,382,-0%,1598 kj(382 kcal),-0%,"0,5",+22%,0,-100%,"94,5",+1%,"92,7",+10%,"1,1",-5%,"0,26",+32%,"0,104",+32%,15,+7%,D,+7%,B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
1088,Pommes de terre rouges MALO,3760004984320,,,,,,,,['France'],[],,[],,,,,,,,,,?,,80,,335 kj(80 kcal),,"0,7",,"0,16",,"17,9",,0,,"1,86",,0,,0,,,,,,,,,,,,,,,,,,,,
1089,"Taboulé royal - Kersika - 0,300kg",3760005680030,,"0,300 kg","['Barquette', 'Plastique']",['Kersika'],"['Plats préparés', 'Taboulés', 'Taboulés royaux']",['Sans colorants'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,
1090,Salade de pois chiches,3760005680078,,,,,,"['Sans colorants', 'Sans conservateurs']",,['France'],[],,[],,,,,,,,,,?,,173,,724 kj(173 kcal),,"11,1",,"1,16",,"11,96",,"0,82",,"5,89",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,
1091,Spaghettis Complets - Noria - 500g,3760005721467,,500 g,['sachet plastique'],['Noria'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-019-CT']",,['France'],"[""semoule complète de blé dur issue de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,351,,1469 kj(351 kcal),,1,,"0,1",,73,,2,,12,,"0,152",,"0,061",,,,,,,,,,,,,,,,,,,,
1092,Dessert Che Chuoi 320G - Ngóc Yén,3760005880195,,,,['Ngóc Yén'],,,,['France'],"['arachides', '060amo', ""Sol' 0,250"", 'Dessert à la banane 760005 Il 880195']",,[],,,,,,,,,,?,,107,,448 kj(107 kcal),,"4,5",,"3,7",,"15,5",,"11,5",,"0,85",,"0,25",,"0,1",,,,,,,,,,,,,,,['Arachides'],,,,,
1093,CAROTTE Carotte cat 1 - jardin de creance,3760006271176,,,,['jardin de creance'],,,,['France'],['carottes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,35,,146 kj(35 kcal),,"6,2",,"0,001",,"6,5",,6,,1,,"0,038",,"0,015",,,,,,,,,,,,,,,,,,,,
1094,Lotte aux agrumes - L'Atelier du Poissonnier - 125g,3760007090165,,125 g,,"[""L'Atelier du Poissonnier""]","['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,14.6 g,en quantité modérée,6.1 g,en quantité élevée,1.7 g,en faible quantité,1 g,en quantité modérée,?,,184,-16%,770 kj(184 kcal),-16%,"14,6",-14%,"6,1",+7%,"1,8",-20%,"1,7",+71%,"11,4",-17%,1,-8%,"0,4",-8%,12,+24%,D,+24%,D,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,"['FR 50.003.141 CE', 'Agon-Coutainville (Manche, France)']",,,,,,
1095,Tartare d'algues - L'Atelier du Poissonnier,3760007090240,,,,"[""L'Atelier du Poissonnier""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', ""Tartares d'algues""]",,,['France'],[],,[],,29.7 g,en quantité élevée,2.1 g,en quantité modérée,0.2 g,en faible quantité,0.9 g,en quantité modérée,?,,299,+26%,1251 kj(299 kcal),+26%,"29,7",+33%,"2,1",-30%,"2,7",-56%,"0,2",-89%,"2,5",+7%,"0,9",-29%,"0,36",-29%,7,-27%,C,-27%,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
1096,Anaca3 Ventre Plat - Pilulier De -,3760007330209,,,,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,
1097,Spécialité corses canistrelli pralin - Biscuiterie Artisanale Salvatori - 250g,3760007750069,,250 g,['Sachet'],['Biscuiterie Artisanale Salvatori'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],"['Farine de blé ', 'gluten', 'xylanase', 'alpha-amylases', 'agent de traitement des fraines E300', 'vin blanc ', 'sulfites', 'huile de tournesol', 'sucre', 'praliné grains ', '7%', ' ', 'sucre', 'noisettes 50%', 'poudre à lever ', 'diphosphate disodique E450i', 'carbonate acide de sodium E500ii', 'farine de blé - gluten']","['E1100 - Amylases', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",[],4,24 g,en quantité élevée,2.6 g,en quantité modérée,25 g,en quantité élevée,0.52 g,en quantité modérée,2010,+0%,498,+5%,2010 kj(498 kcal),+1%,24,+15%,"2,6",-74%,68,+6%,25,-15%,8,+23%,"0,52",-12%,"0,208",-12%,13,-34%,D,-34%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Gluten', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",,,,,
1098,Tourtellini,3760007750106,,,,,,,,['France'],[],,[],,,,,,,,,,?,,473,,1979 kj(473 kcal),,22,,"2,3",,59,,26,,"7,7",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,
1099,[CANISTRELLI] Orange Confite,3760007750168,,,,,,,,['France'],[],,[],,,,,,,,,,?,,474,,1983 kj(474 kcal),,20,,2,,78,,32,,5,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,
1100,9 marrons glacés - Douceurs Provencales,3760008041272,,,,['Douceurs Provencales'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",['Fabriqué en France'],,['France'],"['Marrons', 'sucre', 'sirop de glucose', 'humectant sorbitol', 'vanille en gousses', 'conservateur : E202', "" Ingrédients d'origine UE et non UE"", ' Conservation :']","['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",[],4,0.9 g,en faible quantité,0.2 g,en faible quantité,46 g,en quantité élevée,0.06 g,en faible quantité,?,,316,-0%,1322 kj(316 kcal),-1%,"0,9",+1%,"0,2",+28%,75,+1%,46,-9%,1,-2%,"0,06",+60%,"0,024",+60%,13,+10%,D,+10%,,,,,,,,,,,,,,,
1101,Marrons glacés - Douceur Provencale,3760008041289,,,,['Douceur Provencale'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,['France'],"['Marrons', 'sucre', 'sirop de glucose', 'humectant : sorbitol', 'vanille en gousses', 'conservateur : E202', ' Conservation : Après ouverture', 'maintenir au frais']","['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",[],4,0.9 g,en faible quantité,0.2 g,en faible quantité,46 g,en quantité élevée,0.06 g,en faible quantité,?,,318,+0%,1331 kj(318 kcal),+0%,"0,9",+1%,"0,2",+28%,75,+1%,46,-9%,1,-2%,"0,06",+60%,"0,024",+60%,13,+10%,D,+10%,,,,,,,,,,,,,,,
1102,Fion à L'ancienne,3760008180308,,,,,,,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,9,,"5,4",,35,,18,,"6,8",,,,,,,,,,,,,,,,,,,,,,,,
1103,Chocolat Lait Côte d'Ivoire - L'Artisan Chocolatier - 100g,3760008560377,Chocolat au lait au cacao de Côte d'Ivoire,100 g,"['Plastique', 'Carton']","[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,36 g,en quantité élevée,22 g,en quantité élevée,51 g,en quantité élevée,0.15 g,en faible quantité,2336,+2%,560,+1%,2336 kj(560 kcal),+1%,36,+4%,22,+12%,51,-2%,51,+4%,"7,1",-1%,"0,15",-36%,"0,06",-36%,26,+2%,E,+2%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['Lait', 'Soja']","[""Cacao de Côte d'Ivoire""]",['France'],,,
1104,"Lait caramel marbré blanc, fleur de sel - L'Artisan Chocolatier",3760008560490,,,,"[""L'Artisan Chocolatier""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats marbrés']",,,['France'],"['Sucre', ' beurre de cacao', ' poudre de lait entier', ' Pâte de cacao', ' lait écrémé en poudre', ' sucre caramélisé', ' fleur de Sel', ' émulsifiant : lécithine de soja', ' arôme', ' épices', ' arôme naturel de vanille Peut contenir des traces de fruits à coques']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,36 g,en quantité élevée,22 g,en quantité élevée,50 g,en quantité élevée,1 g,en quantité modérée,?,,556,+1%,2326 kj(556 kcal),+1%,36,-1%,22,-1%,50,+8%,50,+19%,"7,5",+8%,1,+93%,"0,4",+93%,30,+20%,E,+20%,,,,,,,,,,['Fruits à coque'],,,,,
1105,Crème de caramel,3760008562432,,,,,,,,['France'],[],,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,12,,"8,2",,62,,50,,"2,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,
1106,Chocolat - L'Artisan Chocolatier,3760008562883,,,,"[""L'Artisan Chocolatier""]",,,,['France'],[],,[],,,,,,,,,,?,,564,,2360 kj(564 kcal),,37,,20,,48,,47,,"8,4",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,
1107,Noir sans sucre 55% - Ile de Ré Chocolats,3760008564887,,,['Plastique'],['Ile de Ré Chocolats'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']",['Sans sucre ajouté'],,['France'],"['Pâte de cacao', ' mattitol', ' beurre de cacao', 'émutsifiant : lécithine de soja', ' arôme naturel de vanille']",['E322i - Lécithine'],[],4,36 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.03 g,en faible quantité,?,,476,-5%,1992 kj(476 kcal),-5%,36,-7%,22,-4%,46,+23%,"0,5",-39%,"5,1",-30%,"0,03",-22%,"0,012",-22%,15,+14%,D,+14%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
1108,Tagliatelles au pesto et saumon - Monoprix,3760008794321,,,,['Monoprix'],['Tagliatelles au pesto et saumon'],,['Monoprix'],['France'],"['Tagliatelles cuites 69% ', 'eau', 'semoule de blé', 'Oeuf', 'sel', 'curcuma', 'filet de saumon 16% ', 'salmo saler', 'eau', 'pesto 2', '3% ', 'basilic', 'huile de tournesol', 'mélange de fromages rapés', 'eau', ""huile d'olive"", 'sel', 'ail', 'fécule de manioc', 'fécule de pomme de terre', 'jus citron', ""huile d'olive"", 'basilic 0', '8%', 'farine de blé', 'persil', 'beurre', 'arôme naturel ', 'dont poisson et blé', 'ail', 'sel', 'flocon de tomate 0,1%']",,"['Non végétalien', 'Non végétarien']",4,6.3 g,en quantité modérée,1.4 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en quantité modérée,?,,150,,628 kj(150 kcal),,"6,3",,"1,4",,"15,8",,"0,7",,"7,5",,"0,4",,"0,16",,-1,,A,,,,,,,,,,,"['Œufs', 'Poisson', 'Gluten', 'Lait']",,,,,
1109,mini beignets fourrés assortis - Les Délices des 7 Vallées,3760008850058,,,,['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,['France'],"['chocolafra:selcaremel XI 2', 'Fe ', 'Icecao en poudre,pête ce cacao ESSO arôme au caramel è0%', 'Girop condensé écrémé avec sucre,sucre de calme amer E331 sel', 'arôme,consenvateur', 'E202 fourrage frase frase eau épasstssants El 442-E410 acidifiant conservateur E202,ardrne naturel amidon de BLEsrasse de palme JGLUTEI\\I de ardrn+ rna!t de BLE,coIorantE El coques DECONGELE NE PAS RECONGELER']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']",[],4,19 g,en quantité modérée,8.1 g,en quantité élevée,18 g,en quantité élevée,0.725 g,en quantité modérée,?,,377,+6%,1577 kj(377 kcal),+6%,19,+20%,"8,1",+133%,47,+4%,18,+10%,"6,2",-2%,"0,725",-2%,"0,29",-2%,18,+50%,D,+50%,,,,,,,,,,['Gluten'],,,,,
1110,Mini beignets sucrés - Les Délices des 7 Vallées,3760008851512,,,,['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['Fabriqué en France'],,['France'],"['Farine de BLE', 'huiles végétales ', 'colza-palme', 'eay', 'OEUFS', 'sucre', 'BEURRE', 'GLUTEN de BLE', 'levure', 'sel', 'émulsifiant: E471', 'arôme', 'malt de BLE', 'colorants: E160aii-E160b', 'antioxydant: E300', ' Présence éventuelle de fruits à coque']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160aii - Carotènes végétaux', 'E160b - Rocou', 'E300 - Acide ascorbique']","['Huile de palme', 'Non végétalien']",4,18.2 g,en quantité modérée,8.3 g,en quantité élevée,12.8 g,en quantité élevée,0.9 g,en quantité modérée,?,,358,+1%,1498 kj(358 kcal),+1%,"18,2",+15%,"8,3",+139%,41,-9%,"12,8",-21%,"6,7",+6%,"0,9",+22%,"0,36",+22%,17,+42%,D,+42%,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,['Huile de palme'],
1111,4 Tropéziennes Nature - Les Délices des 7 Vallées - 300g,3760008851802,,300 g,"['Barquette', 'Plastique', 'Frais']",['Les Délices des 7 Vallées'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes tropéziennes', 'Produits décongelés']",['Fabriqué en France'],['Cora'],['France'],"['Préparation mousseline 46,67 % ', 'eau', 'graisse végétale de coco ', 'lécithine de SOJA', 'sucre', 'amidon modifié', 'LACTOSE et protéines de LAIT', 'émulsifiants : E471-E472a', 'épaississant : E401', 'colorant : bêta-carotène', 'vanilline', 'farine de BLÉ', 'sucre grain ', 'sucre', 'graisse de palme', 'amidon de BLÉ', 'nappage ', 'eau', 'sucre', 'sirop de glucose de BLÉ', 'gélifiant : E440', 'acidifiant : E330', 'conservateur : E202', 'eau', 'OEUF', 'sucre', 'BEURRE', 'GLUTEN de BLÉ', 'sel', 'levure', 'émulsifiant : E471', 'arômes', 'colorants : E160a-E160b', 'antioxydant : E300', 'malt de BLÉ']","['E322i - Lécithine', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472a - Ester diacétyl-acétique d'acides gras"", 'E401 - Alginate de sodium', 'E160ai - Bêta-carotène', 'E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés', 'E160b - Rocou', 'E300 - Acide ascorbique']","['Huile de palme', 'Non végétalien']",4,10 g,en quantité modérée,8 g,en quantité élevée,23 g,en quantité élevée,0.68 g,en quantité modérée,?,,275,-11%,1151 kj(275 kcal),-11%,10,-34%,8,+36%,42,+32%,23,+80%,"4,1",-53%,"0,68",-41%,"0,272",-41%,18,+24%,D,+24%,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,"['France', 'Pas-de-Calais', 'Tincques']",,['Huile de palme'],
