,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,brand,packaging,ingredients_origins,markets,nova_score,traceability_code,generic_name,manufacturing,link,allergens,additives,brand_owner,palm_ingredients
95,Manchon PT ca mexicain,3411963402317,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Poulet,0278063022370,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Halal'],,,,,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,,,,,,
97,RIBS D'AGNEAU fondants,2221613041985,,,['France'],[],[],,,,,,,,,?,,217,,908 kj(217 kcal),,16,,"7,6",,"1,9",,"0,5",,16,,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,"['FR 29.233.001 CE', 'Quimperlé (Finistère, France)']",,,,,,,
98,Bib Rhum Damoiseau Blanc 3L 50°,3290370003009,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Vodka Templar Black - Bouteille de 1litre,5419980032201,,,"['Canada', 'France', 'Italie', 'Luxembourg', 'Monaco', 'Espagne']",['100% blé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"[""Medaille d'or Hong-Kong 2017  double medaille d'or ong-kong 2018"", ""Médaille d'or Londres 2018""]",Bouteille de 1 litre,['Vodka Templar'],,['Ukraine'],"['Hotel Palace', 'Leclerc', 'City Carrefour', 'Super U', 'Intermarché']",,,Vodka Templar Black,['Ukraine'],http://www.vodkatemplar.com,,,,
100,Vodka Templar White - 1l,5419980032225,,"['Boissons', 'Boissons alcoolisées', 'Boissons spiritueuses']","['Canada', 'France', 'Italie', 'Luxembourg', 'Philippines', 'Espagne', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"[""Medaille d'or Hong-Kong 2017  double medaille d'or ong-kong 2018"", ""Médaille d'or Londres 2018""]",1 l,['Vodka Templar'],,,"['Leclerc', 'super u', 'intermarché']",,,"Vodka Templar 100% blé douce agréable à boire double médaille d'or 2018 , la bouteille change de couleur dans l'eau froide",['Ukraine'],http://www.vodkatemplar.com,,,,
101,Bacon eco gourmand,3264056089984,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Dorade royale vidée,2250270005948,,,['France'],[],[],,,,,,,,,?,,128,,536 kj(128 kcal),,"4,8",,"1,16",,"0,5",,0,,"20,8",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,"['FR 62.160.205 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,,,
103,Ribs barbecue original,0260484068488,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,16,,"5,9",,"1,9",,"1,6",,21,,"1,2",,"0,48",,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,
104,Edam tranches 200g - 200g,3330410005980,,,['France'],[],[],,,,,,,,,?,,316,,1322 kj(316 kcal),,24,,16,,1,,"0,5",,25,,"2,1",,"0,84",,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
105,Olives cassées aux herbes de provence,2609866023291,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Terrine Noix caramélisées,3770008919402,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Grissini,2001846010008,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],[],1.6 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0.005 g,en faible quantité,?,,356,-15%,1490 kj(356 kcal),-15%,"1,6",-85%,"0,3",-87%,"3,1",-95%,"3,1",+24%,"14,5",+27%,"0,005",-100%,"0,002",-100%,-1,-108%,A,-108%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,
108,Pateau lorrain,3666600000047,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,18,,"0,6",,27,,0,,"5,8",,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Arizona Green Tea with Honey - 500ml,6130087345412,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500 ml,,,,,,,,,,,,,
110,Jambonneau,2687248048216,,,['France'],[],[],,,,,,,,,?,,192,,803 kj(192 kcal),,"8,8",,"2,8",,"0,1",,"0,1",,"28,2",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Party mix,4000522062506,,,['France'],[],[],,,,,,,,,?,,445,,1862 kj(445 kcal),,17,,"4,9",,62,,"4,5",,"9,1",,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
112,fond de tarte frais ISEL,3760169857514,,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,"6,5",,"0,85",,"48,4",,"1,9",,"7,49",,"2,72",,"1,088",,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,
113,Olives,8435455410494,,,['France'],[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,19,,4,,0,,0,,"1,1",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Moussaka au boeuf et feta - Par Ici Cuisine,3701138135493,,,['France'],[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,11,,"3,4",,"1,7",,"1,4",,"7,2",,"1,1",,"0,44",,,,,,,,,,,,,,,['Par Ici Cuisine'],,,,,,,,,,,,
115,Gajos - Consum,8414807539472,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,0,,0,,96,,80,,0,,"0,15",,"0,06",,,,,,,,,,,,,,,['Consum'],,,,,,,,,,,,
116,Gouache Extra-fine En Tubes 12 X 10ML,8000825301803,,,['France'],[],[],,,,,,,,,?,,3,,13 kj(3 kcal),,36,,32,,34,,27,,16,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Fruit Shoot,3781341403602,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,7",,"5,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Brochette de boeuf a la mexicaine faite main,2231772045205,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Foie gras d'oie entier du Sud Ouest,3410842111456,B,"['Poissons et viandes et oeufs', 'Foies gras', ""Foies gras d'oies""]",['France'],[],[],48 g,en quantité élevée,20 g,en quantité élevée,3 g,en faible quantité,1 g,en quantité modérée,?,,483,+5%,2021 kj(483 kcal),+5%,48,+4%,20,+5%,5,+128%,3,+111%,8,+1%,1,-21%,"0,4",-21%,20,-1%,E,-1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,
120,Confiture pêche abricot,3770010190103,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,
121,Shape shake - Foodspring,4260363486101,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"3,9",,"3,2",,"9,4",,"6,5",,67,,"0,3",,"0,12",,,,,,,,,,,,,,,['Foodspring'],,,,,,,,,,,,
122,Tennisball Head Atp,0072489703048,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Saucisson,3421010004692,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"28,26",,"10,7",,"0,7",,"0,2",,"28,2",,"4,77",,"1,908",,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Low sugar protein,6009544915317,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,"9,4",,"4,8",,30,,"3,9",,32,,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Rillettes De Thon 130 ML,3288379999935,D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",['France'],[],[],28.5 g,en quantité élevée,6.49 g,en quantité élevée,0.61 g,en faible quantité,0.18 g,en faible quantité,?,,331,+56%,1385 kj(331 kcal),+55%,"28,52",+81%,"6,49",+72%,"0,72",-66%,"0,61",-36%,"17,62",+15%,"0,18",-83%,"0,072",-83%,5,-20%,C,-20%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,,,,
126,Compté,0239995017513,,,['France'],[],[],,,,,,,,,?,,431,,1803 kj(431 kcal),,35,,24,,2,,"0,4",,27,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,,,,,
127,Boudin blanc nature,2238080020931,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",['France'],[],[],23 g,en quantité élevée,9 g,en quantité élevée,1.5 g,en faible quantité,1.4 g,en quantité modérée,?,,266,+9%,1113 kj(266 kcal),+9%,23,+14%,9,+15%,"1,8",-58%,"1,5",-24%,13,+26%,"1,4",-6%,"0,56",-6%,17,+6%,D,+6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Sans colorants'],,,,,,,,,,,,,,
128,Mélange apéritif salé,2609906037066,,,['France'],[],[],,,,,,,,,?,,636,,2661 kj(636 kcal),,54,,"8,8",,"8,4",,"5,9",,24,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Gouda holland,0239920017052,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,30,,21,,"0,5",,"0,5",,23,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Duo de billes fourrées salées - Marque Repère - 65g,3564706581173,,,['France'],"['Fromage de chèvre au lait pasteurisé ', 'origine : France', ' 84 %', 'olives noires 5,3 %', 'tomates semi-séchées 4,4 %', 'concentré de tomate 1,8 %', 'sel', 'graines de pavot 0,7 %', ""huile d'olive"", 'paprika 0,4 %', 'câpres', 'huile de colza', ""pâte d'anchois 0,2 % "", 'anchois', ""huile d'olive"", 'fécule de pomme de terre', 'ail', 'origan', 'basilic', 'poivre', 'jus de citron concentré', 'herbes de Provence', 'Traces de gluten et fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,1177,,284,,1177 kj(284 kcal),,23,,14,,"5,2",,"2,2",,14,,"1,3",,"0,52",,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",65 g,"['Marque Repère', 'Les Croisés']",,,['Leclerc'],,,,,,['Poisson'],,,
131,Mini Calippo,8714100642900,,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,"0,5",,"0,5",,21,,17,,"0,5",,"0,013",,"0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Magnésium  rhodiola,3700211193375,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Brandade de morue,2257650444458,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",['France'],[],[],47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,452,+105%,1891 kj(452 kcal),+105%,47,+183%,4,+90%,"1,5",-81%,"0,5",-30%,"5,7",-16%,1,+15%,"0,4",+15%,12,+183%,D,+183%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,,,,,,
134,Creamed spinach,00857666,,,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,"7,2",,"4,1",,"3,7",,1,,"3,1",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4007680107100,4007680107100,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Les Sauces de Charlotte Snack,8717624134210,,,['France'],[],[],,,,,,,,,?,,280,,1172 kj(280 kcal),,"27,4",,"2,3",,"8,5",,"5,2",,"1,1",,"1,5",,"0,6",,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,,
137,Nescafé classic,5201219457615,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Nescafé'],,,,,,,,,,,,
138,Pain Le Savoureux,0257007006034,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Mon p'tit choco chaud version épicé - Légendes Gourmandes,3760155981193,,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,24,,15,,63,,61,,"3,3",,"0,01",,"0,004",,,,,,,,,,,,,,,['Légendes Gourmandes'],,,,,,,,,,,,
140,Crevettes cuites 80/100,0201956020665,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Lasko malt pineapple - LAŠKO - 0.5l,3830001713169,,['sl:Brezalkoholna pijača'],"['France', 'Slovénie']","['Voda', 'sladkor', 'zgoščeni sok limon', ' hmeljni izvleček ječmenovega slada ', '1', '9%', 'ogljikov dioksid', 'zgoščeni sokovi ananasa ', '0', '1%', ' in acerole', 'naravne arome', 'izvleček iz ječmenovega slada', 'naravna aroma limone z drugimi naravnimi aromami', 'stabilizator ', 'gumi iz zrn rožičevca']",[],0 g,en faible quantité,0 g,en faible quantité,6.6 g,en quantité modérée,0.01 g,en faible quantité,?,,28,,117 kj(28 kcal),,0,,0,,7,,"6,6",,0,,"0,01",,"0,004",,1,,B,,,,,,,,,"['sl:100% naravno', 'sl:Brez sladil in konzervansov']",0.5 l,"['LAŠKO', 'LAŠKO MALT']",['ALU'],,"['Jager', 'Mercator', 'Tuš']",4,,,"['Ljubljana', 'Slovenija']",http://www.lasko.eu,,"['E290 - Dioxyde de carbone', 'E410 - Gomme de caroube']",,
142,Rekorderlig Passion Fruit Cider 500Ml,7311100349801,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,['en:widely recycled'],,,['glass-bottle'],,,,,,,,,,,
143,Clarana Kekse,4260296936810,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Barre chocolat,080004517092001,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"11,6",,4,,"39,4",,"30,2",,"24,8",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Sum-mo,0868832000304,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Vino Spumante,8003030881436,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Délice de Bourgogne,2480160012279,,,['France'],[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,40,,"28,8",,2,,"0,4",,10,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Rhum Bumbu,0813497006154,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,
149,Fromage blanc fermier battu,3770013182013,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Caramel à la crème salée,3515892501605,,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"11,4",,"6,5",,"31,3",,"31,2",,"3,1",,"0,12",,"0,048",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Sans colorants', 'AB Agriculture Biologique']",,,,,,,"['FR 07.295.001 CE', 'Saint-Sauveur-de-Montagut (Ardèche, France)']",,,,,,,
151,Filets de poulet rôtis - Leader Price,0217437033727,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['France'],[],[],5.6 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,146,+1%,611 kj(146 kcal),+0%,"5,6",+4%,"1,5",+10%,"0,6",+4%,"0,5",+15%,"23,3",-1%,"1,3",-3%,"0,52",-3%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Leader Price'],,,['Leader Price'],,,,,,,,,
152,Filet Mignon Fumé Nature,2403079027622,,,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,18,,"5,8",,0,,0,,20,,"2,7",,"1,08",,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 72.039.003 CE', 'Bonnétable (Sarthe, France)']",,,,,,,
153,Langue de porc cuite,2471250026962,,,['France'],[],[],,,,,,,,,?,,217,,908 kj(217 kcal),,"15,7",,"4,4",,"0,4",,"0,3",,"18,6",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,
154,Thon entier albacore - Nixe,13240769,D,"['Produits de la mer', 'Poissons', 'Thons', 'Thons tropicaux', 'Thons albacore']",['France'],[],[],1.6 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,114,-8%,477 kj(114 kcal),-7%,"1,6",-23%,"0,4",-26%,0,-100%,0,-100%,25,0%,"1,2",+24%,"0,48",+24%,1,+153%,B,+153%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,['Nixe'],,,,,,,,,,,,
155,Valencey,3760008680198,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Bracelets à la citronnelle,3160920965753,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Moules cuites à la catatalane,8710618025105,,,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,"1,3",,"0,4",,"5,3",,"3,6",,"8,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Galettes pur beurre à la fleur de sel - DV SAS,3663350072447,,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,22,,13,,66,,28,,"6,4",,"0,67",,"0,268",,,,,,,,,,,,,,,['DV SAS'],,,,,,,,,,,,
159,Grignoton chorizo,0207445032676,,,['France'],[],[],,,,,,,,,?,,474,,1983 kj(474 kcal),,38,,14,,"4,9",,"3,1",,29,,"4,9",,"1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Le p'tit fermier de kervihan,0200102033450,,,['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,"33,4",,"23,1",,"0,5",,"0,5",,"26,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,"['FR 56.119.527 CE', 'Locoal-Mendon (Morbihan, France)']",,,,,,,
161,Moscatel,8410466189096,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,San Martino Frizzante,8012168111094,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Fromage de chevre - 2x 100g,3332300069164,,,['France'],[],[],,,,,,,,,?,,334,,1397 kj(334 kcal),,24,,14,,2,,"1,8",,"21,4",,"1,28",,"0,512",,,,,,,,,,,,,['Bio'],2 x 100 g,,,,,,,,,,,,,
164,HopHopHop,3760193000115,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Biere OPÉ,3770012521028,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Baklava,5287000226240,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,6,,2,,10,,9,,2,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Le Lichouzic,3357021761487,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Inovance Acnavance 60 Gélules,3224859830992,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Pentes douces,3424650011204,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Saucisse Sèche de Canard,3292450001233,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,28,,11,,"1,9",,"1,65",,27,,"4,2",,"1,68",,,,,,,,,,,,,['Sans colorants'],,,,,,,"['FR 81.124.011 CE', 'Lacaune (Tarn, France)']",,,,,,,
171,MAHOU IPA,8411327004480,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Escalope de dinde à la milanaise,0217217036603,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes', 'Escalopes pânées']",['France'],[],[],0.8 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,?,,121,-9%,506 kj(121 kcal),-9%,"0,8",-57%,"0,8",+30%,"5,8",-21%,"1,9",+12%,22,+5%,"0,7",-25%,"0,28",-25%,-1,-261%,A,-261%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,,,,
173,Marcaire,0207352022173,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,27,,19,,1,,1,,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Azeitonas pretas inteiras,5602109200593,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,17,,"2,6",,0,,0,,"0,5",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Accras de morue - 400g,3760114350206,E,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Préparations de poisson', 'Acras de morue']",['France'],[],[],12 g,en quantité modérée,1.5 g,en quantité modérée,2 g,en faible quantité,2.8 g,en quantité élevée,?,,272,+24%,1138 kj(272 kcal),+24%,12,+29%,"1,5",+15%,34,+65%,2,-19%,"6,5",-38%,"2,8",+56%,"1,12",+56%,14,+102%,D,+102%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,400 g,,,,,,,,,,,,,
176,Mettwurst-saucisse à tartiner BIO,0201546020402,,,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,"48,1",,"17,7",,"1,4",,"0,5",,"11,1",,"3,1",,"1,24",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,
177,Lentille verte du Puy,3760206650016,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes', 'Lentille verte du Puy']",['France'],[],[],1.2 g,en faible quantité,0.2 g,en faible quantité,1.4 g,en faible quantité,0.012 g,en faible quantité,?,,331,+13%,1385 kj(331 kcal),+14%,"1,2",-2%,"0,2",-11%,49,+24%,"1,4",+9%,25,+10%,"0,012",-92%,"0,005",-92%,-1,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,,,,,
178,Buchweizen,4026363404039,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sarrasin']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,,,,,,,,,,,,,,,
179,Magret de canard - Delpeyrat,0245541144312,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,['Delpeyrat'],,,,,,,,,,,,
180,Micellar casein chocolate,5060343747982,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"1,85",,"1,3",,"3,4",,"2,26",,83,,"0,305",,"0,122",,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Guimauves lait / noir / blanc,2609713037396,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,"10,6",,"6,5",,"73,7",,"56,7",,"3,6",,"0,05",,"0,02",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,
182,Duo coupes barista,3475880123861,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,"12,5",,"7,8",,75,,"23,9",,"4,4",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
