,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,quantity,additives,nova_score,ingredients_origins,manufacturing,markets,packaging,allergens,link,generic_name,palm_ingredients,brand_owner
67,Bière barbe rouge,3760222500579,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,
68,Plantus Verveine Melisse Menthe -,3770012945008,,,['France'],[],[],,,,,,,,,0,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Caramel fondant & Pointe de sel LAIT - Révillon,3110844791143,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",['France'],[],[],29 g,en quantité élevée,17 g,en quantité élevée,57 g,en quantité élevée,0.16 g,en faible quantité,?,,509,-7%,2130 kj(509 kcal),-7%,29,-14%,17,-8%,58,+8%,57,+11%,"3,9",-38%,"0,16",-11%,"0,064",-11%,26,+2%,E,+2%,,,,,,,,['Révillon'],,,,,,,,,,,,,,
70,Cide rosé,3272850750016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sucette Caramel - Barnier,30118799,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Barnier'],,,,,,,,,,,,,,
72,Muscovado twist - Finley,54008328,,,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,"7,9",,"7,9",,0,,0,,0,,,,,,,,,,,,,['Finley'],,,,,,,,,,,,,,
73,Filets de poulet fermier - Carrefour Bio,2435199057401,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Carrefour Bio', 'Carrefour']",['Bio'],,,,,,,['Carrefour'],,,,,,
74,Aiguillettes,2276455036217,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,,,
75,"Vintage 2009 Jahrgangschampagner Brut, 0,75L",3185370623442,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,8 PLAIN POPPADOMS -,5000354911095,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']","['France', 'Royaume-Uni']","['Black Chickpea Gram Flour', 'Water', 'Salt', 'Raising Agent ', 'Calcium Oxide', 'Rice Flour', 'Sunflower Oil', ' Allergy Advice: May contain wheat']",[],1.4 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,4.23 g,en quantité élevée,?,,333,-6%,1393 kj(333 kcal),-6%,"1,4",-80%,"0,3",-67%,"58,3",+27%,0,-100%,"21,1",+17%,"4,23",+38%,"1,692",+38%,14,+22%,D,+22%,,,,,,,,,,,,['E529 - Oxyde de calcium'],3,,,,,,,,,
77,Melon Charentais -,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Melons', 'Melons Cantaloup', 'Melons Charentais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,,,,,
78,Lentille blonde,3363296519043,,,['France'],[],[],,,,,,,,,?,,380,,1590 kj(380 kcal),,1,,0,,63,,2,,"24,6",,"0,01",,"0,004",,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,
79,ROASTED CHICKEN,5902461000016,,,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,"1,9",,"0,7",,"2,3",,"0,7",,21,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Hummus original - Sevan,7331217012993,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,['Sevan'],,,,,,,,,,,,,,
81,Whiskas 7+ Kanaa 950 G Kissan Ruoka,5900951141294,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ethnic Cornichons Pimentes 330G,3592860010529,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,3.7 g,en faible quantité,1.2 g,en quantité modérée,?,,23,-15%,96 kj(23 kcal),-10%,"0,1",-66%,0,-100%,"4,2",+22%,"3,7",+42%,"0,5",-50%,"1,2",-30%,"0,48",-30%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,,
83,Yaourt au lait de brebis bio sur lit de fraises - Tradi-Bergère - 200g (2x100g),3770003351344,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de brebis', 'Yaourts à la fraise']",['France'],"['*Lait entier de brebis pasteurisé', '*fraises 8', '2%', '*sucre de canne roux 7', '8%', '*agar-agar', ""ferments lactiques *Produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3.2 g,en quantité modérée,2.2 g,en quantité modérée,11.8 g,en quantité modérée,0.09 g,en faible quantité,?,,110,+12%,460 kj(110 kcal),+13%,"3,2",+7%,"2,2",+16%,"15,8",+20%,"11,8",-5%,"4,4",+20%,"0,09",-16%,"0,036",-16%,3,+12%,C,+12%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Tradi-Bergère', 'Tradi Bergère']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sud de France']","['FR 48.191.014 CE', 'Tieule (Lozère, France)']",200 g (2x100g),,3,,"['France', 'Lozère']",,"['Pot pp', 'Assembleur carton FSC']",['Lait'],http://www.tradi-bergere.fr,,,
84,Jus de betterave bio - Edeka,4311501633953,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,"0,04",,"0,01",,"7,5",,"7,5",,1,,"0,08",,"0,032",,,,,,,,,,,,,['Edeka'],['Bio'],,,,,,,,,,,,,
85,MyBrazil juices,3770008574502,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,43,,180 kj(43 kcal),,0,,0,,10,,"9,6",,"0,6",,"0,03",,"0,012",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
86,Cacao non sucré - Equador - 250g,3564700748626,,,['France'],"['Cacao en poudre', ""correcteur d'acidité: E501"", ' Traces de lait et de gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,396,,1657 kj(396 kcal),,22,,14,,16,,"0,9",,21,,"0,01",,"0,004",,,,,,,,,,,,,"['Equador', 'Marque Repère']",,,250 g,['E501 - Carbonates de potassium'],,,,['Leclerc'],['Carton'],,,,,
87,Käse Stängli -  - 150g,29035786,,['Snacks'],"['France', 'Allemagne', 'Espagne']",[],[],24 g,en quantité élevée,16 g,en quantité élevée,2 g,en faible quantité,2.3 g,en quantité élevée,?,,491,+9%,2054 kj(491 kcal),+9%,24,+15%,16,+78%,55,-2%,2,-93%,12,+91%,"2,3",+337%,"0,92",+337%,26,+45%,E,+45%,,,,,,,,,,,150 g,,,,,,,,,,,
88,Filet de limande du Nord - 500g,3486120001016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
89,Verrine Fraise - 0.095kg,3523680424821,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,0.095 kg,,,,,,,,,,,
90,Nougat au miel de Bretagne,3770011407019,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats au miel', 'Nougats au miel de Bretagne']",['France'],[],[],20.7 g,en quantité élevée,4.3 g,en quantité modérée,60.5 g,en quantité élevée,0.1 g,en faible quantité,?,,471,+5%,1971 kj(471 kcal),+5%,"20,7",+25%,"4,3",+117%,62,-5%,"60,5",+11%,"7,5",+5%,"0,1",+33%,"0,04",+33%,19,+19%,E,+19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Bio'],,,,,,,,,,,,,
91,Créole,3332230008141,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amita orange,7205605001824,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,0,,"11,4",,"11,4",,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Olive noire a la Grecque,5413588601036,,,['France'],[],[],,,,,,,,,?,,307,,1284 kj(307 kcal),,30,,5,,7,,"2,9",,1,,8,,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Super Water with vitamines Raspberry & Pomegranate juices,00369329,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,"0,1",,"0,1",,"1,6",,"0,1",,"0,1",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Michel Sunshine,7610097178082,,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,10,,0,,0,,0,,,,,,,,,,,,,['Michel'],,,,,,,,,,,,,,
96,KitKat Chunky Peanut Butter - Nestlé,7613036618427,,,['France'],[],[],,,,,,,,,?,,534,,2234 kj(534 kcal),,"30,1",,"14,7",,"55,7",,"47,2",,"8,7",,"0,6",,"0,24",,,,,,,,,,,,,['Nestlé'],,,,,,,,,['mixed plastic-wrapper'],,,,,
97,Ovo Maltine Crunchy,5618500018477,,,['France'],[],[],,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,"7,1",,"59,5",,"54,5",,"3,8",,"0,3",,"0,12",,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,,,,
98,Mes burgers de légumineuses aux lentilles corail - La Vie Claire - 180g,3266191059730,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Plats préparés', 'Substituts de viande', 'Légumes préparés', 'Galettes de légumes']",['France'],"['Légumes 33,7% ', 'carottes* 17,8% ', 'oignons* 8%', 'poireaux* 7,9%', 'riz cuit* 19,2%', 'lentilles corail cuites* 17,9% ', ""flocons d'avoine* 8,3%"", 'emmental* 7,1 % ', 'arrow root*', 'huile de tournesol*', 'sel', "" *Ingrédients agricoles issus de l'Agriculture Biologique"", ' Peut contenir des traces de moutarde', 'céleri', 'sésame', 'fruits à coque et soja']",['Non végétalien'],10 g,en quantité modérée,2.3 g,en quantité modérée,1.6 g,en faible quantité,1.1 g,en quantité modérée,?,,239,+51%,1000 kj(239 kcal),+56%,10,+40%,"2,3",+121%,31,+133%,"1,6",-43%,"7,7",+38%,"1,1",+20%,"0,44",+20%,1,,B,,,,,,,,,['La Vie Claire'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,180 g,,3,,,['La Vie Claire'],,['Lait'],,,,
99,Miel de fleurs de France BIO - Le Manoir des Abeilles - 250g,3335440127008,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Le Manoir des Abeilles'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,250 g,,,['France'],,,,,,,,
100,Miel de fleurs de France BIO - Le Manoir des Abeilles - 250g,3335440127008,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Le Manoir des Abeilles'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,250 g,,,['France'],,,,,,,,
101,ProActiv Margarine Tartine Sans Huile de Palme 500g,76777837,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['France'],"['Eau', 'huiles végétales non hydrogénées 36% ', 'tournesol', 'lin', 'karité', 'colza', 'coco', 'en proportion variable', 'esters de stérol végétal ', '9% dont 5,4% de stérols végétaux', 'sel de mer 0,7%', 'émulsifiants : mono-', 'diglycérides d’acides gras et lécithine de tournesol', 'arômes naturels', 'correcteur d’acidité : acide citrique', 'colorant : caroténoïdes', 'vitamine D']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,['ProActiv'],"['Végétarien', 'Sans conservateurs', 'Végétalien', '100% végétal', 'en:palm-oil-free']",,500g,"['E330 - Acide citrique', 'E160 - Caroténoïdes']",4,,,,['Barquette'],,,Margarine Cholestérol Sans Huile de Palme,,
102,Pain biologique complet au lin - Fabiopain - 350g,3529900500504,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",['France'],"['farine de blé T150*', 'farine de blé T65%', 'farine de seigle T170*', 'eau', 'levain naturel*', 'graines de lin*', 'sel de mer non raffiné']",[],2.9 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en faible quantité,1.4 g,en quantité modérée,?,,257,+2%,1075 kj(257 kcal),+2%,"2,9",-16%,"0,6",+12%,"45,2",+6%,"1,3",-64%,"8,3",-5%,"1,4",+20%,"0,56",+20%,4,+502%,C,+502%,,,,,,,,['Fabiopain'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,350 g,,3,,['68530 Buhl'],,['Papier'],['Gluten'],,,,
103,Tourte des Pyrénées,3760010095539,,,['France'],[],[],,,,,,,,,?,,422,,1766 kj(422 kcal),,"21,3",,"7,9",,"50,8",,"25,2",,"6,2",,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Petit épeautre - Monoprix,3350033633827,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Petits épeautres']",['France'],"['blé de petit épeautre cuit 35% ', 'blé de petit épeautre', 'eau', ' concombre 14% - fromage frais 14% ', 'lait écrémé pasteurisé', 'crème pasteurisée', 'ferments lactiques', 'sel', 'présure', ' - radis 11% - poivron jaune cuit 5% - poivron rouge cuit 5% - poivron vert cuit 5% - huile de tournesol - oignon rouge - raifort - persil - vinaigre de vin blanc ', 'eau - vinaigre de vin blanc', ' - sirop de riz ', 'farine de riz', 'eau', "" - sel - ail - vinaigre d'alcool - thym - romarin - poivre""]",['Non végétalien'],4.7 g,en quantité modérée,1.3 g,en faible quantité,3.2 g,en faible quantité,0.37 g,en quantité modérée,?,,116,-65%,485 kj(116 kcal),-65%,"4,7",+41%,"1,3",+139%,12,-79%,"3,2",-5%,"4,9",-62%,"0,37",+1296%,"0,148",+1296%,-3,,A,,,,,,,,,['Monoprix'],,,,,3,,,['Monoprix'],,['Lait'],,,,
105,Guacamole - Old El Paso,8410076421555,C,"['Epicerie', 'Sauces', 'Guacamoles']",['France'],[],[],5.1 g,en quantité modérée,1.8 g,en quantité modérée,3.7 g,en faible quantité,0.77 g,en quantité modérée,?,,100,-38%,418 kj(100 kcal),-37%,"5,1",-59%,"1,8",-31%,"10,3",+69%,"3,7",+80%,"1,8",+3%,"0,77",-30%,"0,308",-30%,4,-20%,C,-20%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,['Old El Paso'],,,,,,,,,,,,,,
106,Pti Gourmand - Nestlé,7613036741309,,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,33,,18,,"10,6",,"6,9",,29,,"0,15",,"0,06",,,,,,,,,,,,,['Nestlé'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
107,Yaourt de brebis fermier - 340g,10006634,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['FR 34.243.250 CE', 'Saint-Bauzille-de-Putois (Hérault, France)']",340 g,,,,,,,,,,,
108,Oeuf glacé chocolat-vanille - Picard - 800ml 560g,3270160821860,,"['Desserts', 'Surgelés', 'Desserts glacés']",['France'],"['Lait entier', 'sucre', 'pâte de caramel 8,6% [lait écrémé concentré sucré', 'sucre', 'sirop de glucose', 'eau', 'beurre concentré ', 'lait', 'gélifiant: pectines', 'sel]', 'chocolat noir 8% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'crème liquide [crème ', 'lait', 'stabilisant: carraghénanes]', 'crème fraîche ', 'lait', 'sirop de sucre inverti', 'lait écrémé en poudre', 'brisure de noix de pécan caramélisée 2% ', 'noix de pécan', 'sucre', 'sirop de glucose', 'dextrose', 'sirop de glucose en poudre', 'œuf de poule élevée en plein air ', 'liquide', 'pasteurisé', 'eau', 'beurre ', 'lait', 'farine de blé [farine de blé ', 'gluten', 'gluten de blé]', ""émulsifiant: mono - et diglycérides d'acides gras d'origine végétale"", 'beurre de cacao', 'cacao en poudre', 'épaississants ', 'farine de graine de caroube', 'gomme guar', 'chocolat en poudre 0,1% ', 'sucre', 'cacao en poudre', 'cacao maigre en poudre', 'arôme naturel de vanille 0,06%', 'gélifiant: pectines', 'grain de vanille épuisée broyée']",['Non végétalien'],11 g,en quantité modérée,6.9 g,en quantité élevée,27 g,en quantité élevée,0.11 g,en faible quantité,?,,243,+20%,1017 kj(243 kcal),+20%,11,+30%,"6,9",+26%,32,+14%,27,+14%,"4,4",+81%,"0,11",-8%,"0,044",-8%,13,+15%,D,+15%,,,,,,,,['Picard'],"['Plein air', 'Œufs de poules élevées en plein air']","['FR 62.448.034 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)""]",800 ml 560 g,"['E440 - Pectines', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,,['France'],['Picard'],"['Plastique', 'Carton', 'Surgelé']","['Gluten', 'Lait', 'Fruits à coque']",,,,
109,Pumpkin seeds - Alesto,20636418,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",['France'],[],[],46 g,en quantité élevée,7 g,en quantité élevée,1.1 g,en faible quantité,0.05 g,en faible quantité,?,,581,+2%,2431 kj(581 kcal),+3%,46,+4%,7,-8%,"15,2",+87%,"1,1",-6%,24,-20%,"0,05",-91%,"0,02",-91%,13,+23%,D,+23%,,,,,,,,['Alesto'],,,,,,,,,,,,,,
110,Suikervrij - Venco,8714200215295,,,['France'],"['édulcorants ', 'sirop de maltitol', 'glycosides de stéviol', 'stabilisant ', 'gomme arabique', 'amidon modifié', 'suc de réglisse', 'extrait de sureau', 'arômes naturels', 'huiles végétales ', 'coco', 'colza', ""agent d'enrobage "", 'cire de carnauba', ',']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,216,,904 kj(216 kcal),,"0,1",,0,,68,,0,,0,,"0,1",,"0,04",,,,,,,,,,,,,['Venco'],,,,"['E965ii - Sirop de maltitol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', ""E414 - Gomme d'acacia"", 'E14XX - Amidons modifiés', 'E903 - Cire de carnauba']",4,,,,,,,,,
111,Cora,3021990077886,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Cora'],,,,,,,,,,,,,,
112,Emmi Sere Abricot 2X125G,7610900129539,,,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,"2,5",,"1,5",,15,,14,,7,,"0,08",,"0,032",,,,,,,,,,,,,['Emmi'],,,,,,,,,,,,,,
113,Menthos Chewy Sweet Mint Flavour,8990800000015,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Tagliatelles au surimi,3346650213597,,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,18,,"1,4",,13,,"0,6",,"4,1",,"1,5",,"0,6",,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,,,,
115,Orino Natural Sesame Bar With Peanut & Honey,5203937005932,,,['France'],[],[],,,,,,,,,?,,537,,2247 kj(537 kcal),,"32,4",,"4,8",,"46,8",,"28,4",,"12,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Petits financiers miel/citron,3335440227012,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,21,,"9,1",,46,,35,,"7,2",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,['Maison Peltier'],,,,,
117,Gauffre noisette sirop de ble,8711812153557,,,['France'],[],[],,,,,,,,,?,,496,,2075 kj(496 kcal),,"8,8",,"1,2",,70,,38,,"4,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Findus Zuppa Del Casale Minestrone,8051084001669,,,['France'],[],[],,,,,,,,,?,,71,,297 kj(71 kcal),,"3,1",,"0,6",,"7,4",,2,,"2,5",,"0,22",,"0,088",,,,,,,,,,,,,['Findus'],['AOP'],,,,,,,,,,,,,
119,Miel de bruyère - Gabriel Perronneau,3263620403515,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de bruyère']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Gabriel Perronneau', 'Apidis']","['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture Espagne']",,,,,['Espagne'],,,,,,,,
120,"Aglina Goûtine Framboise bio, sans gluten Bio, Vegan - 125g",3760152700742,,['Epicerie sucrée'],['France'],"['Fourrage framboise* 50 % ', 'Sirop de glucose*', 'Purée de framboise* ', '34 %', 'Sucre de canne*', 'Jus de citron concentré*', 'Gélifiant : Pectine', ""\rFarine de sarrasin* 42,5 %\rFarine de riz*\rSucre de canne*\r*d'origine agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.9 g,en faible quantité,0.32 g,en faible quantité,40 g,en quantité élevée,0.02 g,en faible quantité,?,,341,,1427 kj(341 kcal),,"0,9",,"0,32",,78,,40,,"3,4",,"0,02",,"0,008",,10,,C,,,,,,,,,['Aglina'],"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'en:palm-oil-free', 'AB Agriculture Biologique', 'Afdiag']",,125 g,['E440 - Pectines'],4,,['France'],"['Auchan', 'Casino', 'Carrefour']","['Boite', 'Sachets fraîcheur PPY', 'Sachet fraîcheur polypropylène']",['Aucun'],http://www.aglina.fr,"Aglina Goûtine Framboise bio, sans gluten, Vegan",,
121,Roulé de dinde farci aux champignons - Royal Bernard - 750g,3276280088909,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à la dinde']",['France'],"['Cuisse de dinde sans os 53%', 'viande de dinde 32%', 'peau de volaille', 'eau', 'champignons déshydratés 2,5%', 'sel', 'acidifiants: lactate de potassium', 'acétates de sodium', 'sirop de glucose', 'dextrose', 'épices', 'betterave rouge', 'huile de tournesol', 'échalote', 'antioxydants: ascorbate de sodium', 'extrait de romarin', 'persil', 'arômes naturels', 'ferments', ' Dinde Origine: France']","['Non végétalien', 'Non végétarien']",9.3 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,0.94 g,en quantité modérée,?,,161,-1%,674 kj(161 kcal),-1%,"9,3",+17%,3,+27%,"0,7",-92%,0,-100%,18,+67%,"0,94",-1%,"0,376",-1%,2,-28%,B,-28%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,['Royal Bernard'],,,750 g,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium', 'E392 - Extrait de romarin']",4,,,,,['Aucun'],,,,
122,Lasagne - Alnatura,4104420207158,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"1,5",,"0,3",,71,,"3,2",,11,,0,,0,,,,,,,,,,,,,['Alnatura'],['Bio'],,,,,,,,,,,,,
123,Soupe Classic vegetable - Heinz,5000157062499,,,['France'],[],[],,,,,,,,,?,,135,,565 kj(135 kcal),,"2,1",,"0,3",,"24,3",,"9,6",,"3,3",,"1,7",,"0,68",,,,,,,,,,,,,['Heinz'],,,,,,,,,,,,,,
