,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,traceability_code,allergens,nova_score,generic_name,packaging,additives,palm_ingredients,manufacturing,brand_owner,ingredients_origins,link,producer_info
436,Pavé bio - Auchan,2030506520151,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
437,Le coq prêt à cuisiner,0276417025527,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Rillettes de porc,3760242140038,,['France'],[],[],?,350,1464 kj(350 kcal),30,"11,5","1,9","1,3","11,4",1,"0,4",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']","['en:gluten-free', 'Sans lactose', 'Sans conservateurs']",30 g,en quantité élevée,11.5 g,en quantité élevée,1.3 g,en faible quantité,1 g,en quantité modérée,,-11%,-11%,-18%,-18%,+275%,+282%,-28%,-22%,-22%,18,-8%,D,-8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
439,Menofemina Bouffees Chaleur - Laboratoires vitarmonyl,3286011068452,['Laboratoires vitarmonyl'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Lot De 3 Colorants Alimentaires Artificiels,3700392440145,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Marrons glacés - L'Artisan Provençal,3760008041937,"[""L'Artisan Provençal""]",['France'],"['Marrons', 'sucre', 'sirop de glucose', 'humectant : sorbitol', 'vanille en gousses', 'conservateur : E202']",[],?,318,1331 kj(318 kcal),"0,9","0,2",75,46,1,"0,06","0,024",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",['Fabriqué en France'],0.9 g,en faible quantité,0.2 g,en faible quantité,46 g,en quantité élevée,0.06 g,en faible quantité,,+0%,+0%,+1%,+28%,+1%,-9%,-2%,+60%,+60%,13,+10%,D,+10%,,,,,,,,,,,4,,,"['E420 - Sorbitol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
442,Sorbet plein fruit - L'Angélys,3760039984760,"[""L'Angélys""]",['France'],[],[],?,143,598 kj(143 kcal),"0,5","0,2",33,27,"0,9","0,01","0,004",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']","['en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",0.5 g,en faible quantité,0.2 g,en faible quantité,27 g,en quantité élevée,0.01 g,en faible quantité,,+17%,+17%,+75%,+117%,+16%,+12%,+98%,-67%,-67%,6,+14%,C,+14%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,,,,,,
443,Harissa Tradition - 100g,3470680000039,,['France'],[],[],?,64,268 kj(64 kcal),"0,8",0,8,0,"2,3",4,"1,6",100 g,C,"['Epicerie', 'Sauces', 'Harissas']",,0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité élevée,,-40%,-40%,-82%,-100%,-12%,-100%,-9%,+9%,+9%,9,+6%,C,+6%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,,,,,,,
444,La boule de fort,3491200009059,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,le foie gras de canard du sud-ouest - Larnaudie,3113010144477,['Larnaudie'],['France'],"['Foie gras de canard', 'Calvados ', '1,8% ', ' ', 'sel de Guérande ', '1,3%', 'fenouil ', '0,3 % ', ' ', 'poivre de Tellichery ', '0', '2% ', ' ', ' Peut contenir des traces de gluten', 'céleri']","['Non végétalien', 'Non végétarien']",?,499,2088 kj(499 kcal),"49,9","21,1","4,5","2,9",8,"1,16","0,464",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras mi-cuits']",['Sans nitrite de sodium'],49.9 g,en quantité élevée,21.1 g,en quantité élevée,2.9 g,en faible quantité,1.16 g,en quantité modérée,,-5%,-5%,-8%,-9%,+92%,+82%,+16%,0%,0%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,3,,,,,,,,,
446,loïc raison -,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Bûche pâtissière - Leader price - 1,3700157826801,['Leader price'],['France'],[],[],?,?,,?,,?,,?,,,1,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Pâtisseries', 'Bûches de Noël', 'Bûches pâtissières']",,,,,,,,,,,,,,,,,,,,,,,,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Leader Price'],,,,,,,,,,,,
448,Milk chocolate,4250221313441,,['France'],[],[],?,483,2021 kj(483 kcal),21,13,66,60,"5,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Pâté oursin,0255388029529,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Gazelle,3770012695057,,['France'],[],[],?,30,126 kj(30 kcal),"0,5",0,7,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Poitrine tranches epaisses,8818472188346,,['France'],[],[],?,311,1301 kj(311 kcal),27,11,1,1,16,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Super chlorophyll,0012004718140,,['France'],[],[],?,7,29 kj(7 kcal),0,0,95,0,0,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Petits pains X4 Tradition Française - Cora,3257984012841,['Cora'],['France'],['farine de blé - eau - sel - levure - gluten de blé - farine de blé malté'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,,,,,,,,,
454,Gigue de volaille au vin moelleux et ses ravioles aux truffes blanches d'été - Ducs de Gascogne - 600g,3382563086002,['Ducs de Gascogne'],['France'],"['Pilon de poulet', 'vin blanc', 'carotte', 'ravioles à la truffe ', 'pâte : semoule blé ', 'gluten', 'eau', 'œuf 10,6% - farce : ricotta ', 'lait', 'chapelure ', 'gluten', 'mozzarella ', 'lait', 'champignon 9,5% ', 'agaricus bisparus', ""huile d'olive et tournesol"", ""brisures de truffe blanche d'été 1,36% "", 'tuber aestivum', 'sel', 'oignons', 'persil', 'vin rouge', 'fibres végétales', 'olives noires', 'anchois ', 'poisson', 'dextrose', 'arôme', 'extrait de levure', ""correcteur d'acidité acide citrique"", 'crème fraîche ', 'lait', 'vin moelleux', 'oignons', 'bouillon de volaille ', 'féculé de mais', 'agent de sapidité : E621', 'sucre', 'extrait de protéine de soja', 'extrait de levure', 'graisse de poulet', 'viande de poulet', 'arôme de poulet', 'épices', 'beurre ', 'lait', 'amidon', 'sel', ""pulpe d'ail"", 'sucre', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,600 g,D,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve']","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']",4,,"['Bocal', 'Verre']","['E330 - Acide citrique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,,,
455,Truffes nature,0200141000000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Saumon en Conserve,3564700688823,,['France'],[],[],?,200,837 kj(200 kcal),"3,4","0,9","0,4","0,4","22,7","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Confit de foie de porc,3432770060170,,['France'],[],[],?,332,1389 kj(332 kcal),30,11,2,1,14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Farfalle 3 couleurs,3700238306512,,['France'],[],[],?,333,1393 kj(333 kcal),"2,3","0,6","62,8","1,9","13,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Surelles cristallisées,9000000000032,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,750ml,3142806812399,,['France'],[],[],?,?,,?,,?,,?,,,750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Mont d or mini le chaudron - Canard Passion,3378100032120,['Canard Passion'],['France'],"['Foie gras de canard entier', 'alcool', 'sel', 'poivre', 'conservateur : nitrite de sodium', 'antioxydant: ascorbate de sodium', 'Bouillon: eau', 'Porto', 'gélatine de bœuf', 'carcasses de volaille', 'oignon', 'carotte', 'épices', 'plantes aromatiques', 'panais', 'sel', 'sucre', 'jus d‘orange et de citron déshydratés', 'miel']","['Non végétalien', 'Non végétarien']",?,0,0 kj(0 kcal),25,16,5,0,18,"1,3","0,52",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras cuits']",,25 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,-100%,-100%,-53%,-29%,+117%,-100%,+156%,+12%,+12%,15,-27%,D,-27%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,"['FR 25.204.001 CE', 'Doubs (Doubs, France)']",,4,Foie gras entier de Canard,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E428 - Gélatine']",,,,,,
462,Assortiment de Praliz',3474340022690,,['France'],[],[],?,555,2322 kj(555 kcal),36,18,47,44,"7,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Shi-take champignons secs,2294580047564,,['France'],[],[],?,274,1146 kj(274 kcal),"0,7","0,1","30,4","7,5",20,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Filets de crocodile marinés au poivre - Evasion Festive,2478589061404,['Evasion Festive'],['France'],[],[],?,119,498 kj(119 kcal),"1,7","0,9","5,9","1,8",20,2,"0,8",,,"['Viandes', 'Viande de crocodile']",,1.7 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en faible quantité,2 g,en quantité élevée,,-12%,-11%,-61%,-24%,+64%,+92%,0%,+36%,+36%,4,+62%,C,+62%,,,,,,,,,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,,,,,,,,,,
465,Poularde farcie - Maître Coq,0215710151465,['Maître Coq'],['France'],[],[],?,230,962 kj(230 kcal),17,"5,4","1,3","0,6",18,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Saucisse seche droite,3280960681854,,['France'],[],[],?,498,2084 kj(498 kcal),"43,9","17,1","2,2","1,5","23,4","4,88","1,952",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Morbier AOP,2488030021062,,['France'],[],[],?,357,1494 kj(357 kcal),29,20,1,1,23,"1,3","0,52",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,+1%,+3%,+29%,+141%,+2%,-9%,-9%,14,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
468,Gelée de framboise et chocolat manjari,3556009996303,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0708390000005,0708390000005,,['France'],[],[],?,?,,?,,?,,?,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Boudin blanc artisanal,2284025036215,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,,,,,,,,,,,,,,,,,,,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,,
471,0201766030441,0201766030441,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Eveil du bouddha - Iswari,5600317471859,['Iswari'],['France'],[],[],?,380,1590 kj(380 kcal),10,1,52,21,12,0,0,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Pâte à tartiner Choco noisettes - Jardin Bio,3456300003963,['Jardin Bio'],['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,569,2381 kj(569 kcal),37,"5,6",52,49,5,"0,01","0,004",,,,"['Bio', 'Végétarien', 'Végétalien', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Berry cider - Marks & Spencer - 440ml,00133937,['Marks & Spencer'],['France'],[],[],?,?,,?,,?,,?,,,440ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,,['Canette'],,,,,,,
475,Kefir de fruits,3052351175767,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Copia Di parma,2241688120705,,['France'],[],[],?,328,1372 kj(328 kcal),24,"9,1","0,9","0,1",27,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,,,
477,Cider - Marks & Spencer - 440ml,00679473,['Marks & Spencer'],"['Belgique', 'France', 'Irlande', 'Royaume-Uni']","['Eau', 'Jus de pomme à base de concentré', 'Sirop de glucose', 'Sucre', 'Dioxyde de carbone', ""Correcteur d'acidité : Acide lactique"", 'Acide malique', 'Conservateur : E224 ', 'Sulfites', 'Levure']",['Sans huile de palme'],?,?,,?,,?,,?,,,440ml,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,"['Marks & Spencer', 'Delhaize']",,['Anhydride sulfureux et sulfites'],4,Cidre,['Canette'],"['E290 - Dioxyde de carbone', 'E270 - Acide lactique', 'E296 - Acide malique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,"['Much Marcle; Herefordshire; Angleterre', 'Irlande', 'Herefordshire']",,,,
478,Tomates cerise allongée,3435530010866,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Whole Earth Organic Maple Frosted Flakes,5011835102239,,['France'],[],[],?,399,1669 kj(399 kcal),"0,6","0,2","80,3",21,"6,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Pastachoca,80423263,,['France'],[],[],?,563,2356 kj(563 kcal),39,"9,2",46,45,"4,9","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Saumon fumé dégustation bio - Labeyrie,3033610079088,['Labeyrie'],['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",,D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Bio', 'Bio européen', 'Certifié par Certiconfiance', 'FR-BIO-10']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,"['Frais', 'Sous vide']",,,['France'],,,,
482,Pave campagne bio - E.Leclerc,3191280143000,['E.Leclerc'],['France'],[],[],?,243,1017 kj(243 kcal),"1,5","0,2",48,"1,9","7,3","1,6","0,64",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,kinder surprise,9782215100171,,['France'],[],[],?,15,63 kj(15 kcal),0,0,"52,3","52,1",0,"0,323","0,129",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,0 g,en faible quantité,0 g,en faible quantité,52.1 g,en quantité élevée,0.323 g,en quantité modérée,,-97%,-97%,-100%,-100%,-3%,-2%,-100%,+38%,+38%,11,-58%,D,-58%,,,,,,,,,,,,,,,,,,,,
484,madeleine aux oeufs,5431325959325,,['France'],[],[],?,436,1824 kj(436 kcal),24,12,51,24,"4,6","0,87","0,348",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['en:gluten-free'],24 g,en quantité élevée,12 g,en quantité élevée,24 g,en quantité élevée,0.87 g,en quantité modérée,,-1%,-1%,+5%,+73%,-3%,-13%,-19%,+7%,+7%,23,+25%,E,+25%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,
485,Innocent Apple Juice,5038862131360,['Innocent'],['France'],[],[],?,45,188 kj(45 kcal),0,0,11,"9,5","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,visan,3367770012266,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Mini carottes,3760089087992,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94065', 'Rungis (Val-de-Marne, France)']",,,,,,,,,,,
488,Zero Syrup Strawberry,5060385442357,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,
489,Paquet Sisteron,0269466034503,,['France'],[],[],?,133,556 kj(133 kcal),"6,5","2,3","0,5","0,5",18,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 04.209.010 CE', 'Sisteron (Alpes-de-Haute-Provence, France)']",,,,,,,,,,,
490,Pflanzen Creme - 500g,4311501627129,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Chocolat - Banania,3588400261063,['Banania'],['France'],[],[],?,516,2159 kj(516 kcal),27,18,60,58,"5,3","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Croissant AOP x6,0261025024604,,['France'],[],[],?,365,1527 kj(365 kcal),20,13,38,"8,1",8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Langoustine cuite 500g,3700379602610,,['France'],[],[],?,395,1653 kj(395 kcal),"1,3","0,1","0,8","0,1",20,"0,85","0,34",500G,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,bio poulet fermier - l etal volailler - 1,2211513015520,['l etal volailler'],['France'],[],[],?,?,,?,,?,,?,,,1,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,
495,Croissant cacao - Dulcesol,8410087012346,['Dulcesol'],['France'],[],[],?,446,1866 kj(446 kcal),25,13,49,23,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Confiture pêche abricot,31203074,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
497,Sahari,3770003288145,,['France'],[],[],?,70,293 kj(70 kcal),"0,36","0,08","15,01","0,08","1,72",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Saumon fumage artisanal,3770003463924,,['France'],[],[],?,196,820 kj(196 kcal),11,"1,5","0,5","0,1",36,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Organic herbal tea breathe,5701182012953,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Organic herbal tea breathe,5701182012953,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Grillkrydda - Santa Maria,7311311014024,['Santa Maria'],['France'],[],[],?,176,736 kj(176 kcal),3,"0,5",23,"4,6","8,6",46,"18,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Miel turque,8699031330037,,['France'],[],[],?,327,1368 kj(327 kcal),"0,07",0,"81,3",0,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Epaule cuite standard fumée,0200245170227,,['France'],[],[],?,124,519 kj(124 kcal),4,"1,6",2,2,20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 54.265.024 CE', 'Houdemont (Meurthe-et-Moselle, France)']",,,,,,,,,,,
504,Vacherin vanillé framboise,3274661088104,,['France'],[],[],?,178,745 kj(178 kcal),"3,6","2,4","34,5","31,1","1,5","0,1","0,04",,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Saumon fumé dégustation - Labeyrie,3033610076773,['Labeyrie'],['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['Certifié par Certiconfiance'],12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,"['Frais', 'Sous vide']",,,['France'],,,,
506,Paté de campagne de volaille au piment,3416510001593,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['Halal'],,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
507,Roti de filet de dinde - Volandry,2860122048742,"['Volandry', 'Marque Repère']",['France'],[],[],?,177,741 kj(177 kcal),"9,9","3,4",0,0,22,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,
508,Happy pop,8018699019458,,['France'],[],[],?,430,1799 kj(430 kcal),"11,2","1,5","75,3","0,5",6,1,"0,4",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Rahat Lokum,3870004028549,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Rolo - Nestlé,7613036242219,['Nestlé'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Foie gras de canard entier du sud Ouest,3067163603537,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
512,Crunchy Muesli,5280190010279,,['France'],[],[],?,497,2079 kj(497 kcal),25,12,57,21,8,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Bûche au chocolat,40882147,,['France'],[],[],?,401,1678 kj(401 kcal),25,16,37,27,"5,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2047188816069,2047188816069,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
