,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,eco_score,manufacturing,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,palm_ingredients,traceability_code,link,brand_owner
60,Bertrand Classic,4260489091036,['Bertrand'],"['Bio', 'Bio européen', 'Sans gluten', 'DE-ÖKO-006', 'Fabriqué en Allemagne']",['France'],"['Agenpulver* ', 'Porphyra', 'Pilzpulver* ', 'Shiitake', 'Algen ', 'Chlorella', '*', 'Guavenextrakt*', 'Zitronenschalenextrakt• Basilikumblattextrakt* - *aus kontrolliert biologischer Landwirtschaft I Mindestens haltbar bis: Siehe Aufdrvck Ingrédients • avoine complète sans gluten* ', 'huile de colza en poudre* ', 'support : maltodextrine•', 'en Poudre* ', '12%', 'amandes* ', '7,4%', 'graines de lin moulues* ', ""poudre d'agave*"", 'graines de tournesor', 'noir ', '2', '4%', 'arôme naturel ', 'pomme quite au four', 'gomme de caroube* ', ""poudre d'argousier e"", 'sel', 'levure alimentaire* ', 'poudre dialgue* ', 'Porphyra', 'poudre de champignon* ', 'Shiitake', 'algue en extrait de goyave*', 'extrait de zest de citron* ', ""extrait de feuille de basilic* - *Issu de l'agriculture o"", 'ok4que I a utiiizer de avant fin : voir inscription Ingredientes: avena integral sin gluten* ', 'aceite de colza en polvo*: ', 'vehiculo', ' oolvo•', 'selÙillasde gjra: Cesnatada en potv', 'f ', '12-00']",['Fruits à coque'],[],?,444,1858 kj(444 kcal),"21,6","2,1",50,6,12,"0,5","0,2",,,['Boissons'],21.6 g,en quantité élevée,2.1 g,en quantité modérée,6 g,en quantité modérée,0.5 g,en quantité modérée,,+693%,+671%,+6125%,+1680%,+342%,-36%,+2319%,+1105%,+1105%,13,+70%,E,+70%,['E410 - Gomme de caroube'],4,,,,,,,,,,,,,,,,
61,Poudre de protéine chocolat - Best Aody nutrition - 20g,4260495463728,"['Best Aody nutrition', 'Fit 4 day']",['Fabriqué en Allemagne'],['France'],"['protéine de lait', 'cacao maigre en poudre 7%', 'arôme', 'épaississant ', 'xanthane', 'protéine de lactosérum', 'édulcorant ', 'sucralose', 'sel']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,359,1502 kj(359 kcal),"2,1","1,4","3,1","1,3",80,"0,18","0,072",20 g,,"['Desserts', 'Puddings']",2.1 g,en faible quantité,1.4 g,en faible quantité,1.3 g,en faible quantité,0.18 g,en faible quantité,,+133%,+134%,-45%,-39%,-87%,-91%,+2205%,+30%,+30%,-3,-169%,A,-169%,"['E415 - Gomme xanthane', 'E955 - Sucralose']",4,,,,,,,,,,,Poudre de protéine chocolat,,,,,
62,Nu cao organic superfood bar hazelnut,4260500650143,,"['Végétarien', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",?,624,2611 kj(624 kcal),"54,4","22,3","17,8","12,9","12,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Mortadelle - Tavuk Salam,4260505990602,['Tavuk Salam'],,['France'],['aillenergia/fnergi/energy kJ'],,[],?,235,983 kj(235 kcal),"19,2","6,18","4,2","0,3","11,4","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Eau de fruit petillante - SOO-DRINK - 330mL,4260526330029,['SOO-DRINK'],,['France'],"['Eau', 'sucre', 'CO2', 'régulateur d’acidité : acide citrique', 'citrate de sodium', 'arômes naturels', 'conservateur : benzoates de sodium', 'sorbate de potassium', 'édulcorant : sucralose']",,[],?,22,92 kj(22 kcal),"0,1","0,1","5,5","5,5","0,1","0,025","0,01",330 mL,,"['Boissons', 'Boissons édulcorées']",0.1 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.025 g,en faible quantité,,+47%,+56%,+23%,+288%,+104%,+135%,-21%,-28%,-28%,8,+86%,D,+86%,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",4,,,,,,,,,,,,,,,,
65,Soo Litchi,4260526330043,['Soo'],,['France'],"['SOO gib UITCHI rafraîchissante pétilla e saveur litchis en sucre réduite', 'de sodiutt+! Odln,sorbate av étassiu fiant : sucralose', ""chaleur et dd gel l'abri du Vtei- sec et sans"", ' odeu', ' DLUO : voir fond,']",,[],?,22,92 kj(22 kcal),"0,1","0,1","5,5","5,5","0,1","0,03","0,012",,,"['Boissons', 'Boissons édulcorées']",0.1 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.03 g,en faible quantité,,+47%,+56%,+23%,+288%,+104%,+135%,-21%,-14%,-14%,8,+86%,D,+86%,['E955 - Sucralose'],4,,,,,,,,,,,,,,,,
66,Eau de fruits pétillante,4260526330050,,,['France'],[],,[],?,22,92 kj(22 kcal),"0,1","0,1","5,5","5,5","0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Soo eau de fruit pétillante - Soo-drink,4260526330067,['Soo-drink'],,['France'],"['Eau', 'sucre', 'CO2', ""régulateurs d'acidité : acide citrique"", 'citrate de sodium', 'arômes', 'conservateurs : benzoate de sodium', 'sorbate de potassium', 'édulcorant : sucralose']",,[],?,22,92 kj(22 kcal),"< 0,1","< 0,1","5,5","5,5","< 0,1","< 0,03","0,012",,,"['Boissons', 'Boissons édulcorées']",0.1 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.03 g,en faible quantité,,+47%,+56%,+23%,+288%,+104%,+135%,-21%,-14%,-14%,8,+86%,D,+86%,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",4,,,,,,,,,,,,,,,,
68,S ∞ - Soo Drink,4260526330098,['Soo Drink'],,"['France', 'Espagne']","['Eau', 'sucre', 'CO2', '3% de jus de fruits', ""régulateurs d'aci acide citrique"", 'citrate de sodium', 'conservateurs : benzoate de sodium', 'sorbate de potassium', 'arômes naturels', 'édulcorant: sucralose']",,[],?,22,92 kj(22 kcal),"0,1","0,1","5,5","5,5","0,1","0,01","0,004",,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",0.1 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.01 g,en faible quantité,,-51%,-51%,-37%,+276%,-47%,-43%,-70%,-5%,-5%,8,+19%,D,+19%,"['E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",4,C,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,
69,Fruity Splash Kiwi Melon,4260526330104,,,['France'],[],,[],?,20,84 kj(20 kcal),0,0,5,"4,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Alpen Joghurt 0,9%",4260560780019,,,['France'],[],,[],?,51,213 kj(51 kcal),"0,9","0,6","5,4","5,4","5,3","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Ravioli pur bœuf - Carrefour,4265716366185,['Carrefour'],,['France'],[],,[],?,86,360 kj(86 kcal),"2,1",1,12,"1,9","4,2",1,"0,4",,,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",2.1 g,en faible quantité,1 g,en faible quantité,1.9 g,en faible quantité,1 g,en quantité modérée,,-37%,-36%,-39%,-17%,-35%,-25%,-24%,+12%,+12%,3,+38%,C,+38%,,,E,,['Carrefour'],92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,,,
72,"pulco - 1,5",4270188767781,['Pulco'],,['France'],[],,[],?,?,,?,,?,,?,,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,lait en poudre écrémé - carrefour - 750g,4271114563040,['Carrefour'],['Fabriqué en France'],['France'],"['Lait en poudre écrémé ', 'Origine France']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1526,359,1526 kj(359 kcal),"0,8","0,5",52,52,36,"1,1","0,44",750g,,"['Boissons', 'Produits laitiers', 'Produits déshydratés', 'Laits', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Laits écrémés', 'Laits en poudre']",,,,,,,,,+4%,+12%,+10%,-90%,-89%,+37%,+45%,+49%,+56%,+56%,,,,,,3,,,['Carrefour'],,,,,,,,,,,"['EMB 71448', 'Saint-Martin-Belle-Roche (Saône-et-Loire, France)', 'FR 71.448.001 CE', 'Saint-Martin-Belle-Roche (Saône-et-Loire, France)']",,
74,pain spécial sandwich complet - carrefour,4271117567816,['Carrefour'],,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,
75,2 Croques Fromage - Auchan - 200g,4271167477363,['Auchan'],"['Sans exhausteur de goût', 'en:palm-oil-free']",['France'],"['Produit à base de viande de poulet traitée en salaison cuit 40% : viande de poulet 23,7%', ' eau', 'semoule de blé ', 'contient gluten', 'protéines de blé ', 'contient gluten', 'amidon modifié de pomme de terre', 'dextrose', 'sel ', ' stabilisants : triphosphates', 'polyphosphates', 'diphosphates ', ' arômes ', 'contient céleri', ' Panure frite 30% : chapelure ', 'farine de blé ', 'contient gluten', 'levure', 'sel', 'épices', 'huile de tournesol', 'eau', 'farine de blé ', 'contient gluten', 'amidon de blé ', 'contient gluten', 'gluten de blé', 'sel', 'conservateur : sorbate de potassium', ' Jambon de dinde cuit standard 17% : viande de dinde 11,9%', 'eau', 'dextrose', 'protéines de blé ', 'contient gluten', 'sel', 'arômes', 'arôme de fumée ', 'contient gluten', ' ', ' stabilisants : triphosphates', 'polyphosphates', 'diphosphates', 'conservateur : nitrite de sodium', ' Fromage fondu 13% : fromage 5,8% ', 'contient lait', 'eau', 'beurre ', 'contient lait', 'protéines de lait', 'amidons modifiés', 'lactosérum ', 'contient lait', 'sels de fonte : citrates de sodium', 'arôme', 'sel', 'gélifiant : carraghénanes']","['Céleri', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",940,225,940 kj(225 kcal),"12,5","2,5","16,5",4,11,"1,75","0,7",200g,"['Plastique', 'Carton']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Produits panés']",12.5 g,en quantité modérée,2.5 g,en quantité modérée,4 g,en faible quantité,1.75 g,en quantité élevée,+5%,+5%,+5%,+18%,+16%,+6%,+170%,-13%,+55%,+55%,11,+168%,D,+168%,"['E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,['Auchan'],,,,,,,,"Produit à base de viande de poulet traitée en salaison cuit, garni de jambon de dinde cuit standard et de fromage fondu, enrobé d'une chapelure frite",,,,,
76,Huile de noix - La tourangelle - 500ml,4271278000733,['La tourangelle'],,['France'],[],,[],3700,?,3700 kj(884 kcal),100,10,0,0,0,0,0,500 ml,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,,+1%,+2%,+6%,-100%,-100%,-100%,-100%,-100%,6,+12%,C,+12%,,,D,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,
77,les crozets - Alpina - 400g,4271278585858,['Alpina'],,['France'],[],,[],?,?,,?,,?,,?,,,400g,['Etui carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",,,,,,,,,,,,,,,,,,,,,,,,,,"['Alpina', 'Chambéry']",,,,,,,,,,,,,,
78,Camembert Président - 250g,4274277880887,['Président'],,['France'],[],,[],?,?,,?,,?,,?,,,250g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts']",,,,,,,,,,,,,,,,,,,,,,,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
79,Landei,4280000406163,,,"['France', 'Allemagne']",[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Gemüse Brühe,4281013878008,,"['Fabriqué en Allemagne', 'Sans sucre ajouté']",['France'],[],,[],?,3,13 kj(3 kcal),"0,1",0,"0,5","0,2","0,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,biscuits à la cuiller -  - 200g,4281161481747,,,['France'],[],,[],?,?,,?,,?,,?,,,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Lardon poitrine bio - Ferme Durr - 190g,4282278030576,['Ferme Durr'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fumé au bois de hêtre', 'Charcuterie Artisanale']",['France'],"['poitrine de porc', 'eau', 'sel nitrité', 'sirop de glucose', 'sucre de canne', 'antioxydant : E300', 'épices', 'huiles essentielles', ' Fumé au bois de hêtre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,190 g,"['Barquette', 'Plastique', 'Frais']","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']",,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,D,"['France', 'Colmar']",['Biocoop'],85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,Lardon,['UE / Non UE'],,"['FR 68.066.003 CE', 'Colmar (Haut-Rhin, France)']",,
83,Roo'bar chia coconut - Roobar,4284187477978,['Roobar'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BG-BIO-02']",['France'],[],,"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Chicorée,4291342308220,,['Bio'],['France'],[],,[],?,400,1674 kj(400 kcal),"0,1",0,86,16,"3,6","0,2","0,08",,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",0.1 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.2 g,en quantité modérée,,+89%,+77%,-93%,-100%,+110%,+7%,-35%,-52%,-52%,,,,,,,E,,,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,,,,
85,Cornulete Umplute - Via Delice - 450g,4300000047125,['Via Delice'],,['France'],[],,[],?,?,,?,,?,,?,,,450 g,"['Papier', 'PAP 20']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,,,,,,,,,,,,,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
86,Leichte Süße - Kaufland,4300175104708,['Kaufland'],,['France'],['Fetsàuren'],,[],?,20,84 kj(20 kcal),0,0,"0,5","0,5","0,5","34,2","13,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Schlagsahne, 25% Fett Classic - K-Classic",4300175127882,['K-Classic'],,['France'],[],,[],?,297,1243 kj(297 kcal),29,20,"7,1","7,1","2,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Sahne soft pudding,4300175129862,,,['France'],[],,[],?,149,623 kj(149 kcal),"8,2","5,4",16,13,"2,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4300175148832,4300175148832,,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Pfirsich Teegetränk, Pfirsich",4300175154123,,,['France'],[],,[],?,383,1602 kj(383 kcal),0,0,94,93,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Teegetränk Apfel,4300175154154,,,['France'],[],,[],?,378,1582 kj(378 kcal),0,0,"92,7","91,6","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,K Classic Erdnus Flips - 200g,4300175158312,['K Classic'],,['France'],"['Maisgrieß ', '58 %', 'Erdnüsse ', '33 %', 'Sonnenblumenöl ', '7 %', 'Speisesalz', '\rDas Produkt kann Spuren von Gluten und Schalenfrüchten enthalten']",['Arachides'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,485,2029 kj(485 kcal),24,11,51,"2,1",0,"1,9","0,76",200 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes', ""Cacahuètes enrobées d'un biscuit pour apéritif""]",24 g,en quantité élevée,11 g,en quantité élevée,2.1 g,en faible quantité,1.9 g,en quantité élevée,,-18%,-18%,-48%,+52%,+225%,-64%,-100%,+100%,+100%,19,+217%,E,+217%,,3,C,,,76.8%,13.8%,4.6%,2.6%,2.1%,0.0%,56,Mais-Erdnuss-Snack,,,,,
93,"Party Gurken Würzig Scharf, Würzig - K-Classic - 290g",4300175161367,['K-Classic'],,['France'],[],,[],?,41,172 kj(41 kcal),"0,5","0,1","7,1","6,6","0,8","1,3","0,52",290 g,['Bocal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Champignon - classic - 170,4300175162142,['Classic'],,"['France', 'Allemagne']",[],,[],?,27,113 kj(27 kcal),"0,5","0,1","2,5","1,4","1,9","0,6","0,24",170,['dose(n)'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en faible quantité,0.6 g,en quantité modérée,,+23%,+28%,+49%,+47%,+198%,+347%,-16%,-8%,-8%,-4,,A,,,,B,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,
95,Delikatess - K Classic - 680g,4300175162333,['K Classic'],"['Végétarien', 'Végétalien', 'Union Végétarienne Européenne']","['France', 'Allemagne', 'États-Unis']","['Chou rouge', 'eau', 'sucre', ""vinaigre d'alcool"", 'extrait de chou rouge']",,"['Végétalien', 'Végétarien']",?,52,218 kj(52 kcal),"0,4","0,1",10,10,"1,1","1,1","0,44",680g,"['Bocal', 'Verre', 'métal', '70', 'GL', 'Glas']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Choux cabus', 'Chou rouge', 'en:Choux-rouges-prepares']",0.4 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,1.1 g,en quantité modérée,,-12%,-11%,-72%,-40%,+21%,+40%,-2%,+62%,+62%,0,,B,,,,A,,['Kaufland'],59.0%,0.0%,0.0%,14.5%,17.3%,9.2%,96,Chou Rouge au Vinaigre,,,,,
96,"Petits pois, carottes - K-Classic",4300175162357,"['K-Classic', 'Kaufland']",,['France'],[],,[],?,57,238 kj(57 kcal),"0,5","0,1","7,3","4,9","3,3","0,49","0,196",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",0.5 g,en faible quantité,0.1 g,en faible quantité,4.9 g,en faible quantité,0.49 g,en quantité modérée,,-2%,-1%,+1%,-21%,-10%,+44%,+7%,-17%,-17%,-4,,A,,,,B,,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,
97,K-Classic Aprikosen halbe Frucht - 480g,4300175162920,,,['France'],[],,[],?,?,,?,,?,,?,,,480 g,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Gurkenhappen - Kaufland,4300175163231,['Kaufland'],,['France'],[],,[],?,42,176 kj(42 kcal),"0,5","0,1","7,8","7,8","0,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Pflaumenmus K Classic, Pflaume",4300175163507,,,['France'],[],,[],?,194,812 kj(194 kcal),"0,5","0,1",47,47,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Pflaumenmus K Classic, Pflaume",4300175163507,,,['France'],[],,[],?,194,812 kj(194 kcal),"0,5","0,1",47,47,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Heidelbeerkonfitüre, Heidelbeere -",4300175163637,,,"['France', 'Allemagne']","['Heidelbeeren', 'Glukose-Fruktose-Sirup', 'Zucker', 'Säuerungsmittel: Citronensäure', 'Geliermittel: Pektin']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,245,1025 kj(245 kcal),"0,5","0,1",59,49,"0,5",,,,['Glas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",0.5 g,en faible quantité,0.1 g,en faible quantité,49 g,en quantité élevée,,,,+10%,+10%,+91%,+101%,+10%,-4%,-3%,,,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",4,C,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,
102,Trauben Nuss Müsli - K classic,4300175167192,['K classic'],['Entrepreneurs + Engagés'],['France'],"['24 0%', 'flocken ', '24 0%', 'Vollkornroggenflocken ', '24 Su!tgninen ', '15 96', 'Haselnusskerr,e ', '3 0%', 'Erdnusskerne ', '2 Kokosraspel ', '2%', 'Mandelkerne ', '1,5 CornflakeS ', 'Mais', 'Zucker', 'Speisesalz', 'Gerstenmalzextrakt', '$ Leinsamen', 'Sonnenblumenkern€']","['Gluten', 'Fruits à coque', 'Arachides']",[],?,365,1527 kj(365 kcal),"8,8","2,2",55,11,11,"0,06","0,024",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Pétales multicéréales']",8.8 g,en quantité modérée,2.2 g,en quantité modérée,11 g,en quantité modérée,0.06 g,en faible quantité,,-12%,-12%,-28%,-32%,-12%,-38%,+15%,-74%,-74%,-2,-139%,A,-139%,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,
103,Leichte Süße,4300175196321,,,['France'],[],,[],?,1,4 kj(1 kcal),0,0,"0,5","0,5",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Bananen Nektar K Classic - 1l,4300175251617,['Classic'],"['en:FSC', 'en:fsc-c020428']",['France'],"['Wasser', 'Bananenmark ', '25 %', 'Zucker', 'Zitronensaft aus Zitronensaft - konzentrat', 'Antioxidationsmittel: Ascorbinsäure']",,[],?,62,259 kj(62 kcal),"0,5","0,1",15,15,"0,5","0,05","0,02",1 l,['Tetrapack'],"['de:Bananensaft', 'de:Saft']",0.5 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.05 g,en faible quantité,,,,,,,,,,,3,,C,,,,,,,,,,,,,,,,,,,
105,Silberzwiebeln - K - 320g,4300175292672,"['K', 'Kaufland']","['Végétarien', 'Végétalien']","['France', 'Allemagne']",[],,"['Végétalien', 'Végétarien']",?,33,138 kj(33 kcal),?,,5,5,1,,,320g,['Glas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Oignons et dérivés', 'Pickles de légumes', 'Oignons au vinaigre']",,,,,5 g,en quantité modérée,,,,-3%,-6%,,,-20%,+13%,+20%,,,,,,,,,,,['Kaufland'],,,,,,,,,,,,,
106,Kondensmilch 4%,4300175360760,,,['France'],[],,[],?,110,460 kj(110 kcal),4,"2,7",12,12,"6,9","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"K Classic, Frischkäsezubereitung Kräuter",4300175444798,"['K-Classic', 'Kaufland']",,['France'],[],,[],?,244,1021 kj(244 kcal),23,16,3,3,6,"1,4","0,56",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",23 g,en quantité élevée,16 g,en quantité élevée,3 g,en faible quantité,1.4 g,en quantité modérée,,-26%,-25%,-14%,-10%,+148%,+304%,-71%,+8%,+8%,16,+17%,D,+17%,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
