,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,labels,allergens,ingredients_origins,manufacturing,link,palm_ingredients,markets,generic_name,brand_owner,traceability_code
1335,Saucisses / Dinde - Hod Lavan,7290000158617,['Hod Lavan'],['France'],"['Viande de dinde ', '52%', 'graisse de dinde eau ', '23%', 'fécule de Pomme de terre', 'sucre', 'sel', 'ail', 'levure', 'phosphate de sodium', 'citrate de sodium', 'ascorbate de sodium', 'fibres alimentaires', 'arôme de arôme de poulet', 'extraitssmarin', ' Peut contenir les traces de : Sola', 'Céleri', 'Moutarde', ' Valeur énergèiique pour 100g : 790 k']","['Non végétalien', 'Non végétarien']",?,189,791 kj(189 kcal),23,5,5,"0,5",10,"1,575","0,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Elit Dark Chocolate,7290000170077,,"['France', 'Israël']","['��������� ��������\x02', '���0: �������������� ', 'E-476', '�����50%�����', ' ��� ������� -INDp �����,������', '���0: ��������� : ������,��������', ' ', '������ ', '��������UDIU', '��������� ��������', '����', '��', '�������������� ���� �����������']",[],?,509,2130 kj(509 kcal),29,"17,5",61,50,"5,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,,,,,,,,,,
1337,Saucisse coktail - Yarden,7290000367361,['Yarden'],['France'],[],[],?,252,1054 kj(252 kcal),20,6,8,"2,2",10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Pretzels - Beigel - 150g,7290000461922,['Beigel'],['France'],[],[],?,419,1753 kj(419 kcal),"11,4","2,8","68,7","0,1","13,5","2,1","0,84",150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Sablés Marocains Riffat -  - 350g,7290000524191,,['France'],"['Farine de blé ', 'contient du gluten', 'huile végétale de soja partiellement hydrogénée', 'sucre', 'sésame', 'agents levants : E450', 'E500', ""grains d'anis"", 'vanilline']",['Sans huile de palme'],?,502,2100 kj(502 kcal),25,6,60,14,"10,7","0,8","0,32",350 g,['Plastique'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",25 g,en quantité élevée,6 g,en quantité élevée,14 g,en quantité élevée,0.8 g,en quantité modérée,,+2%,+2%,+7%,-57%,-5%,-45%,+73%,+17%,+17%,17,-22%,D,-22%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",4,"['Kascher', 'Kascher pareve', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']","['Gluten', 'Graines de sésame', 'Soja']",,['Israël'],,,,,,
1340,Thé vert au gingembre et ginseng - Adanim - 30g,7290000529349,['Adanim'],['France'],"['Thé vert* 81%', 'Gingembre* 17%', 'Ginseng* 2%', "" *Produit issu de l'agriculture biologique""]",[],?,0,0 kj(0 kcal),0,0,0,0,0,,,30g,"['Carton', 'Sachet']",A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés verts aromatisés']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,1,"['Bio', 'Ecocert', 'Bio européen']",,,,,,,Thé vert,,
1341,Infusion bonne nuit,7290000529790,,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions Bonne Nuit']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1342,Infusion Respiration Thym - Eucalyptus - Adanim Bio,7290000529974,['Adanim Bio'],['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,['Boissons'],1 g,en faible quantité,1 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité élevée,,-98%,-98%,+188%,+747%,-91%,-89%,+102%,+2310%,+2310%,6,-22%,D,-22%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1343,Infusion foie,7290000529981,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1344,Mortadelle de dinde aux olives,7290000536095,,['France'],[],[],?,176,736 kj(176 kcal),12,4,6,0,11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
1345,Tehina - ACHVA - 500g,7290000572109,['ACHVA'],['France'],['Graines de sésame broyées 100 %'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2783,?,2783 kj(665 kcal),60,10,2,1,24,"0,02","0,008",500 g,"['Plastique', 'Bocal']",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Pâtes de sésame']",60 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,0.02 g,en faible quantité,+12%,,+5%,+8%,+21%,-69%,+59%,+7%,-83%,-83%,12,-10%,D,-10%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,1,,['Graines de sésame'],,['Israël'],,,,Tahini,,
1346,Vinaigre Balsamic De Modene - Willi Food,7290001482506,['Willi Food'],['France'],"['wine vinegar 600 10%', 'cooked concentrated grape must', 'caramel color El 50d', 'contains sulphites', ' Produced and bottled by ACETUM Srl', 'via Pertini 440', '41032 Cavezzo ', 'Modena', ' italy Importer: G', ' Willi Food International Ltd 4 Nahal Harif st', ' Yavne', 'Israël Tell 08-9321017 www', 'willi-foociojl']",[],?,70,293 kj(70 kcal),"14,95","0,7","17,03",15,"0,49",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,
1347,Houmous Abu Gosh - Kerets - 200g,7290002485056,['Kerets'],['France'],"['pois chiches cuits ', '58%', ' [eau', ""régulateur d'acidité "", 'E-500', ']', 'eau', 'purée de sésame ', '14 %', ' ', 'contient du sésame', 'huile végétale ', 'canola / soya', 'sel de table', 'ail', 'citrique acide', 'conservateur ', 'E-202', 'persil', ' Ingrédients allergènes : contient sésame', ' Peut contenir des traces de: noyer', 'noix de pin', 'soja', 'de céleri et oeufs']",['Non végétalien'],?,256,1071 kj(256 kcal),"18,3",2,"14,1","3,2","8,6","1,2","0,48",200 g,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",18.3 g,en quantité modérée,2 g,en quantité modérée,3.2 g,en faible quantité,1.2 g,en quantité modérée,,-3%,-3%,-9%,-19%,+33%,+139%,+33%,+15%,+15%,-1,-120%,A,-120%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",3,"['en:gluten-free', 'Sans lactose']",['Graines de sésame'],,,,,,,,
1348,Carottes marocaines piquantes - Kerets,7290002485261,['Kerets'],['France'],"['carottes ', '51%', 'poivrons', 'eau', 'huile végétale', 'ail', 'sucre', 'sel de table', 'acidifiant alimentaire', 'épices', 'piment', 'conservateur ', 'E-202', 'stabilisateur végétal ', 'E-412', 'E-415', ' Allergènes convnir des traces : sésame', 'noix/ pignon', 'soja', 'célpri et!œufs']","[""Pourrait contenir de l'huile de palme""]",?,62,259 kj(62 kcal),"4,6","0,3","4,4","3,1","0,8","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,"['en:gluten-free', 'Sans lactose']",,,,,,,,,
1349,אול בראן פלקס - Kellogg's - 500g,7290002543084,"[""Kellogg's""]",['France'],"['חיטה מלאה ', '66%', ' ', 'מכיל גלוטן', 'סובין', 'חיטה ', '21%', 'סוכר', 'קמח שיבולת שועל ', '6%', 'סירופ גלוקוזה', 'חומרי טעם וריח לתת שעורה', 'מלח', 'חומרי טעם וריח טבעיים', '\r חיטה-גלוטן,שיבולת שועל-גלוטן,שעורה-גלוטן']",['Végétarien'],?,359,1502 kj(359 kcal),"3,2","0,5",63,14,12,"0,28","0,112",500 g,['Cardboard'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",3.2 g,en quantité modérée,0.5 g,en faible quantité,14 g,en quantité élevée,0.28 g,en faible quantité,,-10%,-10%,-63%,-77%,-6%,-16%,+29%,-22%,-22%,-2,-137%,A,-137%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,"['Végétarien', 'Kascher', 'Halal', 'en:Halal Food Authority', 'Kascher pareve']","['he:חיטה-גלוטן', 'he:שיבולת שועל-גלוטן', 'he:שעורה-גלוטן']",,,,,,מדגנים,,
1350,sodastream - saveur thé pêche - 500ml,7290002793267,['Sodastream'],['France'],"['sucre', 'eau', 'acidifiant ', 'acide citrique', 'arôme thé pêche', 'colorant ', 'E150d', ""correcteur d'acidité "", 'citrate trisodique', 'édulcorants ', 'cyclamate de sodium', 'acésulfame-K', 'antioxydant ', 'acide ascorbique', 'conservateur ', 'sorbate de potassium']",[],1387,?,1387 kj(332 kcal),0,0,"81,6","81,6",0,"0,671","0,268",500 ml,"['Bouteille', 'Plastique']",B,"['Boissons', 'Sirops', 'Boissons édulcorées', 'Sirops aromatisés', 'Boissons concentrées']",0 g,en faible quantité,0 g,en faible quantité,3.4 g,en quantité élevée,0.0279 g,en quantité modérée,+71%,,+108%,-100%,-100%,+122%,+130%,-100%,+134%,+134%,5,+6%,C,+6%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E331iii - Citrate trisodique', 'E952 - Acide cyclamique et ses sels', 'E950 - Acésulfame K', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,"['Anhydride sulfureux et sulfites', 'E150d']",,,,,,"Préparation aromatisée thé pour boissons rafraîchissantes gazéifiées, avec sucre et édulcorants",,
1351,Sodastream - Concentré De Tonic - 3009335,7290002793359,['Sodastream'],['France'],"['Sucre', 'eau', 'acidifiant ', 'acide citrique', 'arôme', 'correcteur d’acidité ', 'citrate trisodique', 'edulcorants ', 'cyclamate de sodium', 'acésulfame K', 'aspartame', ' Arôme quinine', 'conservateur ', 'benzoate de sodium']",[],?,13,54 kj(13 kcal),0,0,"3,2","3,2",0,"0,024","0,01",,,,"['Boissons', 'Boissons édulcorées']",0 g,en faible quantité,0 g,en faible quantité,3.2 g,en quantité modérée,0.024 g,en faible quantité,,-13%,-8%,-100%,-100%,+19%,+37%,-100%,-31%,-31%,5,+16%,C,+16%,,,,,,,,"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E952 - Acide cyclamique et ses sels', 'E950 - Acésulfame K', 'E951 - Aspartame', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,
1352,Saucisse Parguit,7290003031368,,['France'],[],[],?,252,1054 kj(252 kcal),20,6,8,"0,5",10,"1,5","0,6",,,,"['Viandes', 'Charcuteries']",20 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-3%,-2%,+4%,-17%,+444%,-37%,-47%,-37%,-37%,14,-12%,D,-12%,,,,,,,,,,,,,,,,,,,
1353,Blanc de dinde,7290003289585,,['France'],[],[],?,98,410 kj(98 kcal),2,"0,6",4,"0,5",16,2,"0,8",,,D,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",2 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-4%,-4%,+24%,+18%,+167%,-42%,-20%,+2%,+2%,4,-24%,C,-24%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1354,Blanc de Poulet Doré au Four - Yarden,7290003289592,['Yarden'],['France'],[],[],?,96,402 kj(96 kcal),"1,5","0,5","4,5","0,5",16,2,"0,8",,,D,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches', 'Blancs de poulet doré au four']",1.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-10%,-10%,-37%,-29%,+384%,-43%,-21%,+16%,+16%,4,+25%,C,+25%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['en:gluten-free'],,,,,,,,,
1355,Bouillon De Poulet 400GR Telma - 400grammes,7290003808465,"['Telma', 'Knorr']",['France'],"['salt', 'potato stardl', 'flavour enhancer ', 'monosodium glutamate', 'sugar', 'dehydrated vegetables ', 'onion', 'parsley', 'chicken meat', '2%', 'contains antioxidant-Rosemary Extract', 'palm stearin oil', 'flavourings', 'colour ', 'curwmin', 'spices']","['Non végétalien', 'Non végétarien']",?,219,916 kj(219 kcal),"1,7","0,8","40,5","9,9","10,4","32,9","13,16",400 grammes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,
1356,Kneidl Matzo Ball Mix,7290003808502,,['France'],[],[],?,402,1682 kj(402 kcal),"9,9",6,"67,5","0,6","10,8","5,4","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Cottage Cheese 5% - Tnuva - 250g,7290004127329,['Tnuva'],"['France', 'Israël']","['Milk', 'Salt', 'Dietary supplement: calcium ', 'tricalcium phosphate']",['Non végétalien'],?,95,397 kj(95 kcal),5,3,"1,5","0,41",11,"0,875","0,35",250 g,['Plastic'],C,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",5 g,en quantité modérée,3 g,en quantité modérée,0.41 g,en faible quantité,0.875 g,en quantité modérée,,-59%,-60%,-76%,-79%,-55%,-86%,+31%,-25%,-25%,1,-92%,B,-92%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,3,,['Lait'],['Israël'],['Israel'],https://www.tnuva.co.il/products/cottage-cheese/Cottege/%D7%9E%D7%95%D7%A6%D7%A8%D7%99%D7%9D/%D7%A7%D7%95%D7%98%D7%92-5/,,['Gedera'],,,
1358,Non-dairy Topping - Whiptop,7290004134501,['Whiptop'],['France'],"['Filtered water', 'sugar', 'partially hydrogenated', ' palm kernel oil', 'glucose syrup', 'stabilizers ', 'E-331', 'E-339', 'E-410', 'E-460', 'E-464', 'E-466', 'emulsifiers: ', 'E-322', 'E-435', 'E-471', 'E-475', 'E-481 ', 'salt', 'artificial flavors', 'beta-carotene', ' may contain traces of soya']",['Huile de palme'],?,314,1314 kj(314 kcal),24,23,22,21,0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E460 - Cellulose', 'E464 - Hydroxypropylméthylcellulose', 'E466 - Carboxyméthylcellulose', 'E322 - Lécithines', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",4,"['en:gluten-free', 'Sans cholestérol', 'Sans lactose', 'Sans conservateurs']",,,,,,,,,
1359,Concentré saveur Pomme - SodaStream - 500ml,7290005809835,['SodaStream'],['France'],"['Sucre', 'eau', 'acidifiant ', 'acide citrique', 'arôme', ""correcteur d'acidité "", 'citrate trisodique', 'édulcorants ', 'acésulfame K', 'sucralose', 'antioxydant ', 'acide ascorbique', 'colorant ', 'E150d', 'conservateur ', 'benzoate de sodium']",['Sans huile de palme'],1428,336,1428 kj(336 kcal),0,0,84,84,0,"0,549","0,219",500 ml,"['Bouteille', 'Plastique']",B,"['Boissons', 'Sirops', 'Boissons édulcorées', 'Sirops aromatisés', 'Sirops de pomme']",,,,,,,,,,+35%,+36%,-100%,-100%,+30%,+35%,-100%,+767%,+767%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E300 - Acide ascorbique', ""E150d - Caramel au sulfite d'ammonium"", 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,,,,['Israël'],,,,Préparation aromatisée pour boissons rafraîchissantes gazéifiées avec sucre et édulcorants,,
1360,Concentré saveur Orange Sanguine - Sodastream - 500ml,7290006319487,['Sodastream'],['France'],"['Sucre', 'eau', ""jus d'orange concentré "", '3,3%', 'acidifiant ', 'acide citrique', 'arôme', ""correcteur d'acidité "", 'citrate trisodique', 'jus de carotte noire', 'édulcorants ', 'cyclamate de sodium', 'acésulfame K', 'stabilisant ', 'E445', 'conservateur ', 'sorbate de potassium', 'colorant ', 'E160a', 'i']","[""Pourrait contenir de l'huile de palme""]",1394,328,1394 kj(328 kcal),"0,1",0,"81,6","79,2","0,2","0,84","0,336",500 ml,"['Bouteille', 'Plastique']",B,"['Boissons', 'Sirops', 'Boissons édulcorées', 'Sirops aromatisés', ""Sirops d'orange"", 'Boissons concentrées', 'Préparations pour boissons', ""Sirops d'orange sanguine""]",0.1 g,en faible quantité,0 g,en faible quantité,3.3 g,en quantité élevée,0.035 g,en quantité élevée,+33%,+34%,+40%,+2173%,,+47%,+54%,+826%,+86%,+86%,5,+6%,C,+6%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E952 - Acide cyclamique et ses sels', 'E950 - Acésulfame K', 'E445 - Esters glycériques de résine de bois', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",4,['Avec édulcorants'],,,['Israël'],,,['Carrefour'],"Préparation aromatisée pour boissons rafraîchissantes gazéifiées, avec sucre et édulcorants",,
1361,Poitrine de poulet fumee - Soglowek,7290006739353,['Soglowek'],['France'],"['POITRINE DE POULET FUMEE !ngrédients: Blanc de poulet ', '80%', 'eau', 'fécule de pomme', 'de terre', 'sel,épices', 'Conservateurs: E326', '250', 'protéine de soja', 'maltodextrine', 'dextrose', 'Epaississants: E407a', 'E410', 'Stabilisant: Amidon modifié: E1442', 'céleri', 'antioxygène: E316', ' Contient du soja et du céleri', ' Peut contenir de la moutarde', ' Importé en exclusivité par: TAL SARL', ' 111/129 rue Benoit Frachon 93000 Bobigny', 'FRANCE', ' Tels', ' 01', '57', '14', '04', '04', ' Fax: 01', '48', '95', '83', '74', ' Distribué par', ' SARL ERETS', ' 92 rue Diderot', '93500 Pantin', 'FRANCE', ' Tel: 01', '57', '42', '44', '08', ' Valeur calori ues our 100 A consommer 5 jours']","['Non végétalien', 'Non végétarien']",?,106,444 kj(106 kcal),2,"0,7",5,1,17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E316 - Érythorbate de sodium']",4,['Fabriqué en France'],"['Céleri', 'Soja']",,,,,,,,
1362,Poitrine de dinde fumée,7290006742926,,['France'],[],[],?,100,418 kj(100 kcal),2,"0,7","2,5",1,18,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Poitrine de poulet grillée - Soglowek,7290006742940,['Soglowek'],['France'],"['Blanc de poulet ', '80%', 'eau', 'fécule de pomme', 'de terre', 'sel,épices', 'Conservateurs: E326', 'E250', 'protéine de soja', 'maltodextrine', 'dextrose', 'Epaississants: E407a', 'E410', 'Stabilisant E451i', 'Amidon modifié: E1442', 'céleri', 'antioxygène: E316', ' Contient du sola et du céleri', ' Peut contenir de la moutarde', ' Importé en exclusivité par: TAL SARL', ' 111/129 rue Benoit Frachon 93000 Bobigny', 'FRANCE', ' Tel: 01', '57', '14', '04', '04', ' Fax: 01', '48', '95', '83', '74', ' Distribué par: SARL ERETS', ' 92 rue Diderot', '93500 Pantin', 'FRANCE', ' Tel: 01', '57', '42', '44', '08', ' Valeur calori ues OUMOO A consommer 5 jours']","['Non végétalien', 'Non végétarien']",?,106,444 kj(106 kcal),2,"0,7",5,1,17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E451i - TPP', 'E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E316 - Érythorbate de sodium']",4,['Fabriqué en France'],['Céleri'],,,,,,,,
1364,Brochette De Poulet - Yarden,7290006895301,['Yarden'],['France'],"['Blanc de poulet ', '96%', ""mélange d'épices"", 'hydrates de carbone', 'huile de soja', 'stabilisants ', 'E331 ', 'E407', 'amidon modifié ', 'El 420', 'protéine de soja', 'sel', ' Information allergène: Contient du soja', ' Peut contenir: sésame', 'moutarde', 'gluten et céleri']","['Non végétalien', 'Non végétarien']",?,124,519 kj(124 kcal),"2,5","0,5","2,5",1,23,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",4,,['Soja'],,,,,,,,
1365,Maayane - 700g,7290008154048,['Maayane'],['France'],[],[],?,?,,?,,?,,?,,,700 g,"['Plastique', 'Sachet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kascher'],,,['Israël'],,,['Franprix'],,,
1366,Parguit - Blanc de Poulet Grillé Précuit - Of Tov - 400g,7290008154383,"['Of Tov', 'Maayane']",['France'],"['Poitrine de poulet ', '94%', 'eau ', '5%', 'sucre ', '0', '7%', 'sel', 'protéine de soja', 'pois', 'stabilisants ', 'E450', 'E451', 'E452', 'E407', 'E415', 'amidon modifié ', 'E1420', 'levure', 'paprika', 'ail', ""huiles d'épices "", 'paprika', 'poivre', 'ail', 'extrait de romarin', 'arôme de fumée', 'arôme de bœuf', "" Préfrits dans l'huile végétale""]","['Non végétalien', 'Non végétarien']",540,?,540 kj(129 kcal),3,1,"1,5",1,24,"1,13","0,452",400 g,"['Sachet', 'Plastique', 'Surgelé']",D,"['Viandes', 'Surgelés', 'Plats préparés', 'Produits à la viande', 'Viandes surgelées', 'Plats préparés à la viande', 'Volailles', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet']",3 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,1.13 g,en quantité modérée,-36%,,-36%,-78%,-82%,-5%,+118%,+38%,+96%,+96%,1,-84%,B,-84%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E1420 - Amidon acétylé', 'E392 - Extrait de romarin']",4,"['Kascher', 'Sans conservateurs', 'Ne contient pas de kitniot.']",['Soja'],,['Israël'],http://www.maayane.fr/parguit-blanc-de-poulet,,['Franprix'],Parguit - blanc de poulet grillé précuit congelé,,
1367,Elit Splendid Dark Chocolate 70%,7290008748384,,['France'],[],[],?,572,2393 kj(572 kcal),44,28,41,30,"6,6","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
