,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,packaging,traceability_code,labels,markets,generic_name,ingredients_origins,palm_ingredients,manufacturing,link,brand_owner
210,8 x goût chocolat + 8 x choco barre choco lait - Pasquier - 620g,3256540001671,C,620 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Pains au lait', 'Briochettes']",['France'],"['Pepites chocolat: farine de BLE 38 % - pépites de chocolat 13,5 % ', 'sucre', 'masse de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', ' - levain 8 % ', 'farine de BLE 4,5 %', 'eau', 'sel', "" - huile de colza - OEUFS frais 6% - sucre - eau - sirop de fructose-glucose - émulsifiants : mono et diglycérides d'acides gras"", 'E481 - levure - fibres de psyllium - sel - GLUTEN de BLE - épaississant : gomme guar - arôme ', 'LACTOSE', ' - agent de traitement de la farine: acide ascorbique - protéines de LAIT', '\r Gout chocolat: Farine de BLE 28% - Fourrage goût chocolat 28% [sirop de glucose-fructose - sucre - eau - chocolat 4', '9% ', 'sucre', 'pâte de cacao', 'poudre de cacao maigre', 'beurre de cacao', 'LACTOSE', 'émulsifiant : lécithines de SOJA', ' - NOISETTES - amidon de maïs - LAIT entier en poudre - arôme naturel de vanille] - Sucre - Levain 9% ', 'farine de BLE 5%', 'eau', 'sel', "" - OEUFS frais 8% - Huile de colza - Levure - BEURRE pâtissier - Fibres de psyllium - Emulsifiant : mono - et diglycérides d'acides gras - Sel - GLUTEN de BLE - Epaississant : gomme guar - Agent de traitement de la farine : acide ascorbique - Protéines de LAIT""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,11 g,en quantité modérée,3 g,en quantité modérée,25 g,en quantité élevée,1 g,en quantité modérée,1482,-1%,352,-0%,1482 kj(352 kcal),-1%,11,-16%,3,-46%,55,+10%,25,+74%,"5,9",-26%,1,+6%,"0,4",+6%,15,+3%,D,+3%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,['Goût choco'],,,,,,,
211,8 BRIOCHE PEPITE CHOCOLAT - Pasquier - 300g,3256540001381,C,300 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat', 'Briochettes', 'en:Chocolate chip brioche']",['France'],"['farine de BLE 38 % - pépites de chocolat 13,5 % ', 'sucre', 'masse de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', ' - levain 8 % ', 'farine de BLE 4,5 %', 'eau', 'sel', "" - huile de colza - OEUFS frais 6% - sucre - eau - sirop de fructose-glucose - émulsifiants : mono et diglycérides d'acides gras"", 'E481 - levure - fibres de psyllium - sel - GLUTEN de BLE - épaississant : gomme guar - arôme ', 'LACTOSE', ' - agent de traitement de la farine: acide ascorbique - protéines de LAIT', '\rCe produit contient du BLE', 'du SOJA', 'des OEUFS', 'du GLUTEN', 'du LAIT et du LACTOSE', ""\rCe produit a pu être en contact avec de l'arachide et des fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,16 g,en quantité modérée,4 g,en quantité modérée,16 g,en quantité élevée,0.92 g,en quantité modérée,1646,+10%,393,+11%,1646 kj(393 kcal),+10%,16,+22%,4,-28%,52,+4%,16,+11%,"7,8",-2%,"0,92",-2%,"0,368",-2%,14,-4%,D,-4%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,
212,Crémant d'Alsace brut millésimé,3259366255822,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bizcotelas,8411128000100,,,,,['France'],[],[],,,,,,,,,,?,,316,,1322 kj(316 kcal),,"1,96",,"0,29",,"66,4",,"53,22",,"4,06",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,
214,Brioche Pepites Chocolat - Pasquier - 600g,3256540030909,C,600 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés', 'en:Chocolate chip brioche']",['France'],"['farine de BLE 40% - ŒUFS frais 15% - pépites de chocolat 10% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', ' - matière grasse végétale ', 'palme', ' - levain 6% ', 'farine de BLE 3%', 'eau sel', "" - sirop de fructose-glucose - sucre - levure - sel - émulsifiant : mono et diglycérides d'acides gras - épaississant : farine de graines de caroube - GLUTEN de BLE - arôme - colorant : caroténoïdes - antioxydant : acide ascorbique - protéines de LAIT""]","['Huile de palme', 'Non végétalien']",4,15.5 g,en quantité modérée,7.8 g,en quantité élevée,16.4 g,en quantité élevée,1 g,en quantité modérée,1564,+10%,373,+14%,1564 kj(373 kcal),+14%,"15,5",+68%,"7,8",+139%,"48,7",-4%,"16,4",+55%,"8,3",-2%,1,-2%,"0,4",-2%,18,+93%,D,+93%,71.4%,16.0%,8.3%,3.7%,0.6%,0.0%,82,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,,,,
215,Filets de poulet,0215188047956,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,114,-13%,477 kj(114 kcal),-12%,2,-31%,"0,2",-73%,0,-100%,0,-100%,24,+5%,"0,15",-80%,"0,06",-80%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,,,
216,Pate feuilletée - Rochambeau,3439497635438,,,['Rochambeau'],,['France'],[],[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,23,,11,,37,,"2,5",,"5,9",,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,
217,Pain au mais,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,BRIOCHE TRESSEE 600G+10%GT - Pasquier - 660g,3256540031487,B,660 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées', 'Pains briochés', 'en:Braided brioche', 'en:Sliced brioche']",['France'],"['farine de BLE 44% - ŒUFS frais 14% - levain 11% ', 'farine de BLE 6%', 'eau', 'sel', ' - sucre - BEURRE pâtissier ', 'LAIT', "" - huile de colza - levure - rhum - émulsifiant : mono et diglycérides d'acides gras - sel - épaississant : farine de graines de caroube - GLUTEN de BLE - arôme - colorant : caroténoïdes - antioxydant : acide ascorbique - protéines de LAIT""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,13.9 g,en quantité modérée,8.2 g,en quantité élevée,15.3 g,en quantité élevée,1.08 g,en quantité modérée,1536,+8%,366,+12%,1536 kj(366 kcal),+12%,"13,9",+50%,"8,2",+152%,"51,3",+1%,"15,3",+44%,7,-17%,"1,08",+6%,"0,432",+6%,19,+104%,E,+104%,71.4%,16.0%,8.3%,3.7%,0.6%,0.0%,82,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,
219,Saucisson pur porc 600g,3252880011394,,,,,['France'],[],[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,"37,6",,"14,3",,"4,2",,"0,9",,"27,4",,"4,68",,"1,872",,,,,,,,,,,,,,,,"['FR 69.095.001 CE', 'Grézieu-le-Marché (Rhône, France)']",,,,,,,,
220,12 Pitch Brioches Gout Chocolat - Pasquier - 465g,3256540001374,C,465 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes', 'en:Brioche with chocolate']",['France'],"['Farine de BLE 28% - Fourrage goût chocolat 28% [sirop de glucose-fructose - sucre - eau - chocolat 4', '9% ', 'sucre', 'pâte de cacao', 'poudre de cacao maigre', 'beurre de cacao', 'LACTOSE', 'émulsifiant : lécithines de SOJA', ' - NOISETTES - amidon de maïs - LAIT entier en poudre - arôme naturel de vanille] - Sucre - Levain 9% ', 'farine de BLE 5%', 'eau', 'sel', "" - OEUFS frais 8% - Huile de colza - Levure - BEURRE pâtissier - Fibres de psyllium - Emulsifiant : mono - et diglycérides d'acides gras - Sel - GLUTEN de BLE - Epaississant : gomme guar - Agent de traitement de la farine : acide ascorbique - Protéines de LAIT""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,11 g,en quantité modérée,3 g,en quantité modérée,25 g,en quantité élevée,1 g,en quantité modérée,1482,-1%,352,-0%,1482 kj(352 kcal),-1%,11,-16%,3,-46%,55,+10%,25,+74%,"5,9",-26%,1,+6%,"0,4",+6%,15,+3%,D,+3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,
221,Oeuf,3760133730010,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,8 Pitch Gout Chocolat - Pasquier - 310g,3256540001367,D,310 g,['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioche fourrée au chocolat', 'Briochettes']",['France'],"['Farine de BLE 28% - Fourrage goût chocolat 28% [sirop de glucose-fructose - sucre - eau - chocolat 4', '9% ', 'sucre', 'pâte de cacao', 'poudre de cacao maigre', 'beurre de cacao', 'LACTOSE', 'émulsifiant : lécithines de SOJA', ' - NOISETTES - amidon de maïs - LAIT entier en poudre - arôme naturel de vanille] - Sucre - Levain 9% ', 'farine de BLE 5%', 'eau', 'sel', "" - OEUFS frais 8% - Huile de colza - Levure - BEURRE pâtissier - Fibres de psyllium - Emulsifiant : mono - et diglycérides d'acides gras - Sel - GLUTEN de BLE - Epaississant : gomme guar - Agent de traitement de la farine : acide ascorbique - Protéines de LAIT""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,11 g,en quantité modérée,3 g,en quantité modérée,25 g,en quantité élevée,1 g,en quantité modérée,1482,-1%,352,-0%,1482 kj(352 kcal),-1%,11,-16%,3,-46%,55,+10%,25,+74%,"5,9",-26%,1,+6%,"0,4",+6%,15,+3%,D,+3%,82.9%,10.8%,3.7%,2.4%,0.2%,0.0%,48,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,
223,Pitch  Chocolat au Lait - Pasquier - 420g (2x (100g + 10g)),3256540001268,C,420 g (2 x (100 g + 10 g)),['Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioche fourrée au chocolat', 'Pains au lait', 'Briochettes']",['France'],"['Farine de BLE 30% - Chocolat au lait des Alpes 21% ', 'Origine UE', 'Sucre', 'LAIT écrémé en poudre', 'beurre de cacao', 'masse de cacao', 'matière grasse laitière anhydre ', 'LAIT', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', ' - Levain 15% ', 'farine de BLE 8%', 'eau,sel', "" - Sucre - OEUFS frais 8% - Huile de colza - BEURRE pâtissier - Levure - Emulsifiant: mono et diglycérides d'acide gras - Lait écrémé en poudre "", 'équivalent à 10% de LAIT écrémé reconstitué', ' - Epaississant: gomme guar - Sel - GLUTEN de BLE - Extrait de carotte - Agent de traitement de la farine: acide ascorbique - Protéines de LAIT']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,18 g,en quantité modérée,8.3 g,en quantité élevée,22 g,en quantité élevée,0.84 g,en quantité modérée,1716,+14%,409,+16%,1716 kj(409 kcal),+15%,18,+37%,"8,3",+50%,53,+6%,22,+53%,"8,1",+1%,"0,84",-11%,"0,336",-11%,19,+30%,E,+30%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,,,,
224,Aceto Balsamico Di Modena I. g. p - 8.4 FL Oz Bottle,8029054240240,B,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,['Italie'],,,,
225,Blanquette de veau,2418660033524,E,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Blanquettes de veau']",['France'],[],[],,5.8 g,en quantité modérée,2.8 g,en quantité modérée,1.4 g,en faible quantité,0.71 g,en quantité modérée,?,,102,-11%,427 kj(102 kcal),-10%,"5,8",+18%,"2,8",+21%,"3,2",-57%,"1,4",+45%,"8,9",+9%,"0,71",-5%,"0,284",-5%,1,-15%,B,-15%,91.9%,3.2%,1.1%,1.1%,0.6%,2.2%,20,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,
226,Tout Chocolat Brioche Tressée Moelleuse - Harry's - 400g,3228850002129,C,400 g,"[""Harry's""]","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'en:Braided brioche', 'en:Chocolate brioche']",['France'],"['Farine de blé 48,5%', 'oeufs frais 11%', 'huile de colza', 'pépites de chocolat 8% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'eau', 'sucre', 'sirop de glucose-fructose', 'levure', 'arômes ', 'contient alcool', 'gluten de blé', 'sel', 'fibre de blé', ""farine d'orge malté"", 'extraits végétaux à pouvoir colorant ', 'curcuma', 'paprika', ""extrait d'acérola""]","['Sans huile de palme', 'Non végétalien']",4,14.2 g,en quantité modérée,2.5 g,en quantité modérée,14.2 g,en quantité élevée,0.73 g,en quantité modérée,1562,+5%,372,+2%,1562 kj(372 kcal),+3%,"14,2",+3%,"2,5",-67%,50,-2%,"14,2",-28%,"8,5",+14%,"0,73",+1%,"0,292",+1%,12,-29%,D,-29%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,"['Œufs', 'Gluten']",,,,,,,,,,
227,Huile Vierge de NOIX,3770001032214,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix', 'Huile vierge de noix']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,
228,Dos du cabillaud du pacifique,3367870611000,,,,,['France'],[],[],,,,,,,,,,?,,77,,322 kj(77 kcal),,"0,7",,"0,1",,"0,5",,"0,5",,18,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,
229,Toasts aux noix spécial fromage - Harry's - 315g,3228851000698,B,315 g,"[""Harry's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'en:Cheese toasts']",['France'],"['Farine de ble', 'eau', 'noix : 5', '2%', 'graines de tournesol', 'son de ble', 'huile de colza', 'flocons de cereales ', 'ble', 'orge', 'seigle', 'avione', 'mais', 'epeautre', 'sucre', 'aromes', 'gluten de ble', ""sel farine d'orge maltee"", 'farine de veves', 'levure', ""emulsifiant : Mono - et diglycerides d'acides gras"", 'conservateur: proportionate de calcium', 'antioxydant : acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",4,12.1 g,en quantité modérée,0.5 g,en faible quantité,4.4 g,en faible quantité,1.35 g,en quantité modérée,1384,-15%,330,-15%,1384 kj(330 kcal),-16%,"12,1",+64%,"0,5",-68%,"42,5",-35%,"4,4",-19%,"10,1",-8%,"1,35",+10%,"0,54",+10%,-1,-118%,A,-118%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']","['Gluten', 'Fruits à coque']",,,,,,,,,,
230,Spaghetti courgette,2868039006893,,,,,['France'],[],[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"0,5",,"0,01",,"1,8",,"0,3",,"1,3",,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,
231,Mix Bon Pied Bon Oeil,3760232871188,,,,,['France'],[],[],,,,,,,,,,?,,359,,1502 kj(359 kcal),,"9,3",,"1,4",,"43,1",,"13,5",,"13,5",,"0,7",,"0,28",,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
232,Ravioli Savoyards - 300g,3760060588562,,300 g,,,['France'],[],[],,,,,,,,,,?,,305,,1276 kj(305 kcal),,"8,8",,"5,1",,42,,"2,2",,13,,"0,51",,"0,204",,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
233,Paper boat,8906080600937,,,,,['France'],[],[],,,,,,,,,,?,,49.6,,208 kj(49 kcal),,0,,0,,"12,4",,"12,4",,0,,0,,0,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
234,Bourbier,0200282018308,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Bouchées fruits de mer - 440g,3548875216180,,440 g,,,['France'],[],[],,,,,,,,,,?,,170,,711 kj(170 kcal),,"8,6",,"3,09",,"13,4",,"1,1",,"9,1",,"1,69",,"0,676",,,,,,,,,,,,,,,,,,,,,,,,
236,Saucisse sèche -,0257166037139,D,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",['France'],[],[],,34.7 g,en quantité élevée,12.9 g,en quantité élevée,1.47 g,en faible quantité,4.73 g,en quantité élevée,?,,424,+3%,1774 kj(424 kcal),+3%,"34,7",+8%,"12,9",+2%,"3,92",+76%,"1,47",-1%,"26,3",-9%,"4,73",+2%,"1,892",+2%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,
237,Crème de chataigne à la vanille,3398240266339,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
238,Sel a la truffe,3166291744607,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Directo a la sartén setas de cultivo con puerro y brócoli,8428881830059,,,,,['France'],[],[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"0,3",,"0,07",,4,,"0,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Infusion Whittard no. 100 Sleepy Tea,5022032125334,,,['Whittard'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Capitoul, erchola",0204323020992,,,,,['France'],[],[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,32,,23,,1,,0,,22,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,
242,Ti Fwiyapen la - 300g,3485649871513,,300 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
243,brie de meaux - Monoprix Gourmet,2200803017917,D,,['Monoprix Gourmet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",['France'],[],[],,23 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,?,,291,+4%,1218 kj(291 kcal),+4%,23,+6%,16,+5%,0,-100%,0,-100%,21,+1%,"1,7",-5%,"0,68",-5%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['Monoprix'],,,,,,
244,Alccol,8414037010512,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Saumon fumé,3760253171991,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,"['FR 20.108.500 CE', 'Évisa (Corse, France)']",,,,,,,,
246,Tome de montagne,0206078021972,,,,,['France'],[],[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,30,,20,,0,,0,,23,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
247,Lindt amour,0037466064185,,,['Lindt'],,['France'],[],[],,,,,,,,,,?,,567,,2372 kj(567 kcal),,36,,23,,53,,53,,7,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
248,Geräucherte Sprotten in Rapsöl,29091430,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['glas/gläser'],,,,,,,,,
249,Slim Shake Weight Loss,4260506461309,,,,,['France'],[],[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,"6,5",,"2,3",,"30,4",,"8,1",,"44,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
250,Samoussas Végétariens,3760041248027,,,,,['France'],[],[],,,,,,,,,,?,,153,,640 kj(153 kcal),,"0,446",,"0,08",,"31,8",,0,,"3,4",,"0,267",,"0,107",,,,,,,,,,,,,,,,,,,,,,,,
251,OENOBIOL Autobronzant,8713304954024,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Gelée de fleur de sureau,3560001090594,,,,,['France'],[],[],,,,,,,,,,?,,230.5,,964 kj(230 kcal),,0,,0,,"56,8",,"56,8",,0,,0,,0,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-07']",,,,,,,
253,Pâte Penne Rigate Nature,3565490000628,,,,,['France'],[],[],,,,,,,,,,?,,342,,1431 kj(342 kcal),,"1,6",,"0,3",,"62,2",,"1,8",,"12,5",,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
254,Piyale Lumachine Rigate Pasta,8690516005846,,,,,['France'],[],[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,1,,"0,5",,76,,3,,"11,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Coq au vin de Madiran - Auchan - 750g,3254565040903,D,750 g,['Auchan'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Coq au vin']",['France'],"['Cuisse de poule 56% ', 'marinée avec vin rouge de Madiran', 'sel', 'arôme', 'thym', 'sauce cuisinée [eau', 'vin rouge de Madiran 30% ', 'contient des sulfites', 'amidon transformé de manioc', 'bouillon de volaille ', 'sel', 'dextrose', 'graisse et viande de volaille', 'arômes ', 'contient du blé', 'épices et aromates', ""pulpe d'ail "", 'ail', 'sel', 'conservateur: sorbate de potassium', 'antioxydant: acide citrique', 'concentré de tomates', 'sang de porc', 'sel', 'vin rouge deshydraté', 'arôme', 'thym', 'colorant: caramel', ']', 'carottes', 'oignons', ' Présence possible de lait', 'oeuf', 'céleri', 'moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.1 g,en quantité modérée,,,,,,,485,+10%,116,-13%,485 kj(116 kcal),-14%,"6,1",+18%,,,"2,9",-27%,,,"11,5",+8%,,,,,,,,,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E150 - Caramel']","['Céleri', 'Œufs', 'Gluten', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,,['Auchan'],,,,,,
256,RAVIOLI BOLOGNESE LOT 4X800G FAMILIAL - Panzani - 3200g,3261055932891,,3200 g,['Panzani'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli à la bolognaise']",['France'],"['Eau', 'ravioli ', 'semoule de BLÉ dur', 'eau', 'viande de boœuf', 'chapelure ', 'farine de BLÉ', 'sel', 'levure', 'carottes', 'sel', 'oignons', 'viande de porc', 'concentré de tomate', 'oignons', 'vin blanc', 'carottes', 'viande de boeuf', 'sel', 'persil', ""huile d'olive vierge extra"", 'SUcre', 'arômes', 'ail', 'amidon transformé de mais', "" Traces de blanc d'OEUF"", ' Viandes de bœuf et de porc mises en oeuvre : 15% du poids net total', ' Viande de boeuf origine France', ' Viande de porc origine Union Européenne', ' Information allergènes : contient céréales à gluten ', 'blé', ""traces d'œuf""]","['Non végétalien', 'Non végétarien']",4,3.4 g,en quantité modérée,1.3 g,en faible quantité,1.7 g,en faible quantité,0.9 g,en quantité modérée,409,-1%,97,-10%,409 kj(97 kcal),-9%,"3,4",-1%,"1,3",+1%,"11,3",-12%,"1,7",-24%,"4,9",-1%,"0,9",+3%,"0,36",+3%,2,-6%,B,-6%,,,,,,,,['E14XX - Amidons modifiés'],['Gluten'],,,,,,,,,,
