,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,additives,nova_score,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,producer_info,allergens,palm_ingredients,brand_owner,origin_detail
559,Rioja crianza D.O.C. 2015 - Marque Repère - 75cl,3564700805268,,,,['France'],['Contient des sulfites'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,75 cl,,"['Marque Repère', 'Maques del Dominio']",,,,,['Leclerc'],,,,,,,,,['Anhydride sulfureux et sulfites'],,,
560,Saucisse sèche de foie - Oberti,3349010004538,,,,['France'],[],[],,,,,,,,,?,,451,,1887 kj(451 kcal),,35,,"13,9",,"3,8",,"2,4",,"30,3",,"4,6",,"1,84",,,,,,,,,,,['Oberti'],,,,,,,,,,,,,,,,,
561,Brown rice noodles - yum yum - 66g,8852018900191,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Soupes de nouilles instantanées']",,['France'],[],[],,,,,,,,,?,,71,-68%,297 kj(71 kcal),-68%,1,-86%,"0,4",-88%,14,-52%,"1,3",-25%,"1,2",-73%,"1,3",-34%,"0,52",-34%,61.6%,18.9%,5.5%,9.0%,3.5%,1.5%,81,66g,['Papier'],['yum yum'],,,,,,,,,,,,,,,,,
562,Joya Frischer Hafer-drink - 1l,9020200017852,B,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]","['Végétarien', 'Végétalien', 'Sans sucre ajouté', ""À l'huile de tournesol"", 'en:Plant-based']","['Autriche', 'France', 'Allemagne']","['Oat base 99,1% ', 'water', 'oats 7,2%', 'sunflower oil', 'tricalcium phosphate', 'stabiliser: gellan gum', ' acidity regulator: dipotassium phosphate', ' vitamin D', 'vitamin B12', 'salt']","['Végétalien', 'Végétarien']",0.7 g,en faible quantité,0.1 g,en faible quantité,2.8 g,en quantité modérée,0.1 g,en faible quantité,?,,28,-42%,117 kj(28 kcal),-42%,"0,7",-46%,"0,1",-52%,"4,8",-39%,"2,8",-46%,"0,4",-48%,"0,1",+6%,"0,04",+6%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,1 l,['Tetrapak'],['Joya'],,,,,['Rewe'],"['E418 - Gomme gellane', 'E340ii - Phosphate dipotassique']",4,0,-100%,B,-100%,,,['Avoine'],,,
563,Proteinov,3760195481455,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"12,6",,"4,1",,"41,6",,"20,4",,24,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Osvego cereali,8007465010041,,,,['France'],[],[],,,,,,,,,?,,454,,1900 kj(454 kcal),,"15,4",,"6,5",,66,,"23,7",,"9,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Molino de gofio imendi,8423093030013,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Gofio']",,"['France', 'Espagne']",[],[],2.9 g,en faible quantité,0.44 g,en faible quantité,2.2 g,en faible quantité,0.41 g,en quantité modérée,?,,379,-1%,1586 kj(379 kcal),-1%,"2,9",-21%,"0,44",-14%,"73,8",-0%,"2,2",+37%,"9,8",+15%,"0,41",+269%,"0,164",+269%,,,,,,,,,,['Molino de Gofio Imendi'],,,,,,,,0,,B,,,,,,,
566,Flan vanille / chocolat / café / noisette,3770003000037,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,sauce Knoblauch/Aïoli,7610405055036,,,,['France'],[],[],,,,,,,,,?,,404,,1690 kj(404 kcal),,40,,"7,5",,0,,0,,"3,1",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Mac Bio Nature - Lactel,3428200388563,,,['Bio'],['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"1,5",,1,,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,['Lactel'],,,,,,,,,,,,,,,,,
569,Cadbury Chocolate Block Dairy Milk - 350g,9300617003328,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['Pur beurre de cacao'],"['Australie', 'France']","['full cream milk', 'sugar', 'cocoa butter', 'cocoa mass', 'milk solids', 'emulsifiers ', 'soy lecithin', '476', 'flavours', '\rmilk chocolate contains cocoa solids 27%', 'milk solids minimum 24%', '\r allergen statement: contains milk and soy', ' may contain traces of wheat', 'peanuts and tree nuts']",['Non végétalien'],30.4 g,en quantité élevée,19.2 g,en quantité élevée,56 g,en quantité élevée,0.0822 g,en faible quantité,2250,-1%,?,,2250 kj(538 kcal),-3%,"30,4",-12%,"19,2",-2%,"57,3",+10%,56,+14%,"7,6",+6%,"0,082",-65%,"0,033",-65%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,350g,['Plastic'],['Cadbury'],,,,,['Woolworths'],"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,26,+2%,E,+2%,,,['Soja'],,,
570,Rillettes de bar au yuzu - Albert Ménès - 90g,3234750022242,C,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de bar sauvage', 'Rillettes de bar']",,['France'],"['Filets de bar 40%', 'Cabillaud', 'crème ', ' lait', ' fraiche', ""jaune d'œuf"", 'échalote', 'huile de colza', 'épices et aromates', 'jus de citron vert concentré', 'persil', 'zeste de Yuzu 1%', 'sel de guérande 0,7%', 'sucre', 'épaississant : gomme xanthane']","['Non végétalien', 'Non végétarien']",9 g,en quantité modérée,4 g,en quantité modérée,1.7 g,en faible quantité,1.48 g,en quantité modérée,643,,154,-15%,643 kj(154 kcal),-15%,9,-31%,4,-44%,"2,4",+39%,"1,7",+91%,14,+9%,"1,48",+51%,"0,592",+51%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,90 g,"['bocal en verre', 'couvercle en métal']",['Albert Ménès'],,,"['FR 44.089.001 CE', 'Malville (Loire-Atlantique, France)']",,,['E415 - Gomme xanthane'],4,5,-53%,C,-53%,Rillettes de Bar au Yuzu 90g,,"['Œufs', 'Poisson', 'Lait']",,,
571,Crema de calabacín con alga wakame,8422791008379,,,,['France'],[],[],,,,,,,,,?,,37,,155 kj(37 kcal),,"2,9",,"0,5",,"1,8",,"1,5",,"0,8",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Galette,3100002000699,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,29,,16,,31,,"9,8",,"6,7",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Boudin basque - Pierre   Oteiza,3332870021913,,,,['France'],[],[],,,,,,,,,?,,236,,987 kj(236 kcal),,19,,"7,5",,"1,5",,"1,1",,15,,"1,6",,"0,64",,,,,,,,,,,['Pierre   Oteiza'],,,,,,,,,,,,,,,,,
574,Zero bar - Biotechusa - 50g,5999076225064,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['Sans gluten', 'Sans sucre ajouté', 'Sans lactose']","['France', 'Hongrie', 'Espagne']",[],[],15 g,en quantité modérée,0 g,en faible quantité,0.9 g,en faible quantité,8.3 g,en quantité élevée,?,,353,-5%,1477 kj(353 kcal),-5%,15,+15%,0,-100%,11,-66%,"0,9",-93%,40,+37%,"8,3",+1594%,"3,32",+1594%,,,,,,,,50 g,['Plastique'],['Biotechusa'],,,,,,,,9,-13%,C,-13%,Zero bar pomme,,,,,
575,Boissons aux fruits non gazeuse (pomme cassis framboise),3760186971583,,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,0,,0,,"7,7",,"7,5",,"0,05",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Chicken breast strips - Mcennedy - 150g,20581640,,,['Fabriqué en Allemagne'],"['Belgique', 'France']","['viande de poulet', 'dextrose', 'huile de tournesol', ""extrait d'épices "", 'paprika', 'marjolaline', 'origan', 'thym', 'romarin', 'chili', 'sucre', 'tomates en poudre', 'sel de cuisine', 'épices', 'amidon', 'amidon modite', 'stabilisant: diphosphates', "" régulateur d'acidité: lactate de potassium"", 'acétates de potassium', ' herbes ', 'basilic', 'origan']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,135,,565 kj(135 kcal),,4,,"0,5",,"3,5",,"3,2",,"21,2",,"1,9",,"0,76",,,,,,,,,150 g,,['Mcennedy'],,,['DE NI-10045 EG'],,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E261 - Acétates de potassium']",4,,,,,,,,,,
577,Creme glacee chocolat noir - Leaderprice - 450g,3263856696019,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],8.6 g,en quantité modérée,5.1 g,en quantité élevée,23.6 g,en quantité élevée,0.15 g,en faible quantité,?,,195,-11%,816 kj(195 kcal),-11%,"8,6",-21%,"5,1",-26%,"24,3",-7%,"23,6",+5%,"3,7",+11%,"0,15",-1%,"0,06",-1%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,450 g,,['Leaderprice'],,,,,,,,12,-5%,D,-5%,,,,,,
578,Madeleine nature - Bijou,0010,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['France', 'Irlande']",[],[],22.2 g,en quantité élevée,,,22.2 g,en quantité élevée,,,?,,444.444444444444,+1%,1860 kj(444 kcal),+1%,"22,222",-3%,,,50,-5%,"22,222",-19%,?,,,,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Sachet'],['Bijou'],,,,,,,,,,,,,,,,,
579,5 Kerne Mix - Meray,4251032603745,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",,['France'],"['NUSSMIX ZUTATEN: MANDELKERNE', 'CASHEWKERNE', 'PARANUSSKERNE', 'HASELNUSSKERNE', 'WALNUSSKERNE']",[],56.8 g,en quantité élevée,9.96 g,en quantité élevée,4.3 g,en faible quantité,0 g,en faible quantité,?,,635,+3%,2657 kj(635 kcal),+3%,"56,8",+12%,"9,96",+58%,"14,1",-13%,"4,3",-20%,18,-7%,0,-100%,0,-100%,,,,,,,,,,['Meray'],,,,,,,,16,+225%,D,+225%,,,,,,
580,Ananas extra sweet,2868500011876,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,"0,05",,"0,01",,9,,"7,1",,"0,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Eau water  better - 75cl,8717163877609,,['Boissons'],"['1% pour la planète', 'en:FSC', 'FSC Mix', 'FSC C020428']","['Belgique', 'France']","['Eau', 'arôme naturel de pomme', 'arôme naturel de citronnelle', 'jus de citron concentré']",[],0.5 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,4,-99%,1,-98%,4 kj(1 kcal),-98%,"0,5",+44%,0,-100%,"0,5",-96%,"0,5",-95%,0,-100%,0,-100%,0,-100%,,,,,,,,75 cl,"['Brique', 'Carton', 'Plastique']",['Better'],,,['FSC-C020428'],,['iD Stock'],,4,2,-74%,C,-74%,,,,,,
582,Olives vertes dénotautées à l'Orientale - Croc'Frais,3524130005539,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Point Vert', 'Fabriqué en France', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,"20,7",,"2,4",,0,,0,,"1,3",,"3,2",,"1,28",,,,,,,,,,,"[""Croc'Frais""]",,,,,,,,,,,,,,,,,
583,buchette de haché épicé,8710555693085,,,,['France'],"['Ingrediënten: 58% kipseparatorvlees', '13% varkensseparatorvlees', 'water', 'paneermeel ', 'tarwe', '8% varkensspek', 'zout', 'specerijen', 'dextrose', 'smaakversterker: E621', 'antioxidanten: E316', 'E3013', 'voedingszuur: E331', 'gefermenteerd rijstextract', 'soja-eiwit', 'Ingrédients: 58% viande de poulet séparée mécaniquement', '13% viande de porc séparée mécaniquement', 'eau', 'chapelure ', 'blé', '8% lard', 'sel', 'épices', 'dextrose', 'exhausteur de goût: E621', 'antioxydants: E316', 'E301', 'acidifiant: E331 extrait de riz fermente', 'protéine de soja,']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,279,,1167 kj(279 kcal),,"21,6",,"6,7",,"8,5",,"1,2",,"12,1",,"1,98",,"0,792",,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E331 - Citrates de sodium', 'E301 - Ascorbate de sodium']",4,,,,,,,['Gluten'],,,
584,Vinaigre balsamique,3464930750010,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,0,,0,,"33,4",,29,,"0,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Moutarde poivre blanc et truffe blanche - Le Comptoir de Mathilde,3700961306957,,,,['France'],[],[],,,,,,,,,?,,233,,975 kj(233 kcal),,19,,"3,2",,9,,"4,3",,"8,3",,"5,17",,"2,068",,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,
586,soja granulat - Vantastic Foods - 300g,4260430654150,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Substituts de viande', 'Saucisses végétales', 'Saucisses végétales de Vienne']","['Végétarien', 'Végétalien']",['France'],['Sojamehl entfettet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.3 g,en faible quantité,8.6 g,en quantité modérée,0 g,en faible quantité,?,,332,+31%,1389 kj(332 kcal),+31%,"1,2",-91%,"0,3",-85%,27,+165%,"8,6",+424%,49,+199%,0,-100%,0,-100%,,,,,,,,300 g,,['Vantastic Foods'],,,,,,,1,0,-100%,B,-100%,,,,,,
587,Bocaditos - alba,8430777010063,,"['Snacks', 'Snacks sucrés']",,"['France', 'Espagne']",[],[],25 g,en quantité élevée,2.7 g,en quantité modérée,2.7 g,en faible quantité,2.6 g,en quantité élevée,?,,498,+11%,2084 kj(498 kcal),+11%,25,+23%,"2,7",-73%,58,+1%,"2,7",-92%,"8,6",+44%,"2,6",+582%,"1,04",+582%,,,,,,,,,,['Alba'],,,,,,,,18,-5%,D,-5%,,,,,,
588,Jambon sec italien,3294380019203,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,['France'],[],[],13 g,en quantité modérée,4.6 g,en quantité modérée,0.1 g,en faible quantité,6 g,en quantité élevée,?,,221,-6%,925 kj(221 kcal),-6%,13,+2%,"4,6",-6%,"0,1",-83%,"0,1",-73%,26,-10%,6,+20%,"2,4",+20%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,16,-4%,D,-4%,,,,,,
589,nuggets de merlu blanc. Du cap - Marès - 360g,3760282770202,E,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin']",,['France'],"['Merlu blanc du Cap ', 'Merluccius capensis / Merlucious paradoxus', ' 60%', 'chapelure ', 'farine de blé', 'amido de maïs', 'amidon modifié', 'dextrose', 'sel et épaississant ', 'E471', 'huile de tournesol', 'amidon de maïs', 'dextrine et sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",13.3 g,en quantité modérée,1.3 g,en faible quantité,2.1 g,en faible quantité,0.86 g,en quantité modérée,907,+16%,221,+19%,907 kj(221 kcal),+16%,"13,3",+65%,"1,3",+50%,15,-5%,"2,1",+96%,"9,4",-23%,"0,86",+10%,"0,344",+10%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,360 g,"['Poisson surgelé', 'Poisson pané', 'Film en plastique', 'Etui en carton']",['Marès'],,,,https://mares.global/produits/les-panes-gourmands/,,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E1400 - Dextrines']",4,1,,B,,Nuggets de merlu blanc du Cap surgelés,,"['Poisson', 'Gluten', 'Merlu blanc du Cap']",,,
590,Pates vegetariennes - Kruidvat - 2x 200g,8717333608194,,,,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,3,,"1,5",,7,,"1,5",,"2,3",,"0,09",,"0,036",,,,,,,,,2 x 200 g,,['Kruidvat'],,,,,,,,,,,,,,,,,
591,CHIPS CHEVRE PIMENT ESPELETTE - Brets,47290518,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]","['en:gluten-free', 'Nutriscore', 'Nutriscore C']",['France'],[],[],31 g,en quantité élevée,2.6 g,en quantité modérée,2 g,en faible quantité,1.4 g,en quantité modérée,?,,525,-2%,2197 kj(525 kcal),-2%,31,-7%,"2,6",-12%,53,+4%,2,+55%,6,+2%,"1,4",+6%,"0,56",+6%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,['Brets'],,,,,,,,14,+28%,D,+28%,,,,,,
592,Eistee,42390602,,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,1",,"0,1",,0,,0,,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Compote de pomme cynorhodon,3760163630939,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"[""Pommes *85 % baie d'églantier *15%"", 'sucre de canne roux* *bio']",[],,,,,,,,,?,,82,,343 kj(82 kcal),,"0,1",,0,,20,,20,,"0,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,Union Européenne et Non Union Européenne
594,Galleta Quinoa Limon / Canela 125GR. Equimercado,8436003921134,,,,['France'],[],[],,,,,,,,,?,,510,,2134 kj(510 kcal),,"26,6",,"6,2",,"61,2",,"15,3",,"6,4",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Taralli - Florelli,3760077537355,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['en:palm-oil-free'],['France'],[],['Sans huile de palme'],18.6 g,en quantité modérée,3.2 g,en quantité modérée,1 g,en faible quantité,2.4 g,en quantité élevée,?,,464,0%,1941 kj(464 kcal),-1%,"18,6",-7%,"3,2",-41%,"64,2",+8%,1,-74%,"9,2",-7%,"2,4",+20%,"0,96",+20%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,['Florelli'],,,,,,,,18,+17%,D,+17%,,,,,,
596,La belle Aude Café,3760015741271,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,8,,5,,24,,21,,"3,6",,"0,17",,"0,068",,,,,,,,,,,['La Belle Aude'],,,,,,,,,,,,,,,,,
597,Caviar d'aubergine (allemand-russe),4030011420302,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,['France'],[],[],8.7 g,en quantité modérée,1 g,en faible quantité,6.2 g,en quantité modérée,1.2 g,en quantité modérée,?,,144,-22%,602 kj(144 kcal),-22%,"8,7",-48%,1,-52%,"7,4",+40%,"6,2",+107%,"1,5",-4%,"1,2",+5%,"0,48",+5%,,,,,,,,,,,,,,,,,,7,+6%,C,+6%,,,,,,
598,Réglisse (cerise),0056600816602,,,,['France'],"['ingedients orn syrup', 'wheat flour sugar', 'modified palm oil', 'glycerol monostearat salt', 'corn starch', 'glyce atural and artificial flavour', 'citrica colour', ' o']",['Huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,01 early harvest - Kalios,3770003906544,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"12,8",,0,,0,,0,,0,,0,,,,,,,,,,,['Kalios'],,,,,,,,,,,,,,,,,
600,Long chips,5708413028530,,,,['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,38,,"2,8",,50,,"1,9",,"5,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,lentilles - Auchan - 200g,3596710473724,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",['Nutriscore'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.58 g,en quantité modérée,?,,84,-65%,351 kj(84 kcal),-66%,"0,5",-66%,"0,1",-62%,12,-64%,"0,5",-60%,"6,3",-65%,"0,58",+101%,"0,232",+101%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,200 g,['Conserve'],['Auchan'],,,,,['Auchan'],,,0,,B,,,,,,,
602,Lipton Infusion à Froid Hibiscus Grenade 15 Sachets Pyramid - 38g,8711327347465,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,"['Belgique', 'France']","['Eglantier', 'pomme', 'hibiscus ', '27%', 'arôme naturel', 'écorces de pomegranate ', '2,6%']",[],,,,,,,,,17,-55%,4,-56%,17 kj(4 kcal),-54%,"0,5",+692%,"0,1",+410%,"0,5",-71%,"0,5",-62%,"0,5",+196%,"0,01",-22%,"0,004",-22%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,38 g,"['Boite', 'Film']",['Lipton'],,,,,,,4,2,-49%,C,-49%,Préparation aromatisée pour infusion,,,,,
603,Punched Tropical Guava Drink - Rockstar,5000382024255,,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,"5,5",,"4,9",,"0,5",,"0,06",,"0,024",,,,,,,,,,,['Rockstar'],,,,,,,,,,,,,,,,,
604,Peche abricot - La Gosse - 75cl,3585262809006,,['Boissons'],['La-gosse'],['France'],"['EAU GAZÉIFIÉE', 'SUCRE', 'AÇIDIFIANT : ACIDE CITRIQUE', 'ARÔMES PÊCHE ET ABRICOT', ""COLORANTS E110'-E124*""]",[],0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,?,,32,-43%,134 kj(32 kcal),-44%,0,-100%,0,-100%,8,-29%,8,-15%,0,-100%,0,-100%,0,-100%,,,,,,,,75 cl,['Bouteille'],['La Gosse'],['Eau gazéifiée sucre acidifiant acide citrique arômes pêche et abricot colorant E110 E 124'],['Liévin 62800'],"['EMB 62412', 'Hardinghen (Pas-de-Calais, France)']",http://www.lagosse.fr,,"['E330 - Acide citrique', 'E110 - Jaune orangé S']",4,11,+44%,E,+44%,,,,,,
605,Les rillettes d'oie sans sel nitrité - Monoprix Gourmet - 160g,3350033668973,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",,['France'],[],[],40 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,?,,424,+6%,1774 kj(424 kcal),+6%,40,+9%,12,+1%,0,-100%,0,-100%,16,+1%,"1,2",-8%,"0,48",-8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,160 g,,['Monoprix Gourmet'],,,"['EMB 72132A', 'Ferté-Bernard (Sarthe, France)']",,['Monoprix'],,,20,+3%,E,+3%,rillettes d'oie supérieures,,,,,
606,Pois chiches grilles saveur bacin - 90g,3770008409156,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"12,7",,"1,4",,43,,"3,7",,19,,"2,8",,"1,12",,,,,,,,,90 g,,,,,,,,,,,,,,,,,,,
607,Mini nonnettes - Fortwenger,3279130112960,,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,3,,"0,6",,78,,52,,"2,8",,"0,42",,"0,168",,,,,,,,,,,['Fortwenger'],,,,,,,,,,,,,,,,,
608,Lait pasteurisé entier,3760236121128,,,,['France'],[],[],,,,,,,,,?,,57,,238 kj(57 kcal),,"3,3",,"2,2",,"3,4",,"3,4",,"3,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Palets courgettes petits Legumes - 300g,3492500051663,,,,['France'],[],[],,,,,,,,,?,,89,,372 kj(89 kcal),,"4,61",,"0,58",,"7,51",,"2,86",,"2,53",,"0,78",,"0,312",,,,,,,,,300 g,,,,,,,,,,,,,,,,,,,
610,Sauce Pad Thai 100G - Autour du riz - 200g,3760103145967,,"['Epicerie', 'Sauces']","['Bio', 'Bio européen', 'FR-BIO-10', 'en:TH-BIO-121']",['France'],"['la gasuonomie du pays Q 3oui ngredients Sucre de canne eau', 'tamarin', 'vin de riz', 'sel marin', "" Issu de l'agriculture biologique Décl""]",[],0.5 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,2.7 g,en quantité élevée,?,,170,-29%,711 kj(170 kcal),-28%,"0,5",-97%,0,-100%,42,+324%,37,+473%,"0,5",-81%,"2,7",+12%,"1,08",+12%,,,,,,,,200 g,['Verre'],['Autour du riz'],,,,,,,,20,+72%,E,+72%,,,,,,
