,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,markets,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,ingredients_origins,origin_detail,manufacturing,additives,nova_score,allergens,generic_name,producer_info,traceability_code,link,palm_ingredients
634,BQ 2 CS.PLT BLC 450g SAT GAUL NC - Le gaulois (ocb) oui c'est bon,3571320803482,"[""Le gaulois (ocb) oui c'est bon""]",['France'],[],[],804,193,"13,7","0,5","16,9",,,,,,,,,,,,,,,,,,,804 kj(193 kcal),"4,36",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Cuisses de poulet s/os paprika S/AT LG - Le gaulois,3266980126377,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Cuisse de poulet sans os origine France : 94%', 'marinade à la mexicaine : 6% ', 'eau', 'huile de tournesol', 'sel', 'épices et aromates ', 'dont paprika 0,6%', 'chapelure de BLÉ', 'légumes déshydratés', 'arômes naturels', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],806,194,14,"0,7",16,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-0%,+2%,+13%,+120%,-13%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,806 kj(194 kcal),"4,2","0,7","1,6","0,64",14 g,en quantité modérée,4.2 g,en quantité modérée,0.7 g,en faible quantité,1.6 g,en quantité élevée,13,D,+1%,+25%,+352%,+110%,+110%,+268%,+268%,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,['Gluten'],,,,,
636,2 cuisses de poulet avec sa marinade tomate origan - Le gaulois,3266980002336,['Le gaulois'],['France'],"['Cuisses de poulet ', 'origine France', 'Ingrédients : Sachet de marinade tomate origan : 50g ', 'tomate 24% ', 'tomate pelée concassée et jus de tomate', 'concentré de tomate', ""huile d'olive vierge"", 'eau', 'huile de tournesol : 18%', ""pulpe d'oignon"", 'origan : 6%', 'vinaigre de vin rouge', 'sel', 'sucre', 'épice et aromates', 'ail', 'piment fort']","['Non végétalien', 'Non végétarien']",768,185,13,"0,9",16,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-5%,-3%,+5%,+183%,-13%,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,768 kj(185 kcal),"3,2",0,"0,46","0,184",13 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,0.46 g,en quantité modérée,2,B,-4%,-4%,-100%,-40%,-40%,-43%,-43%,,,,,3,,,,,,
637,2 CUIS PLT SAC TOMATE ORI Sat LG NC - Le gaulois,3266980002367,['Le gaulois'],['France'],"['Cuisses de poulet ', 'origine France', 'Ingrédients : Sachet de marinade tomate origan : 50g ', 'tomate 24% ', 'tomate pelée concassée et jus de tomate', 'concentré de tomate', ""huile d'olive vierge"", 'eau', 'huile de tournesol : 18%', ""pulpe d'oignon"", 'origan : 6%', 'vinaigre de vin rouge', 'sel', 'sucre', 'épice et aromates', 'ail', 'piment fort']","['Non végétalien', 'Non végétarien']",768,185,13,"0,9",16,,,,,,,,,,,,,,,,,,,768 kj(185 kcal),"3,2",0,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2 CUIS PLT JNE TOMATE ORIGAN Sat LG - Le gaulois,3266980005504,['Le gaulois'],['France'],"['Cuisses de poulet ', 'origine France', 'Ingrédients : Sachet de marinade tomate origan : 50g ', 'tomate 24% ', 'tomate pelée concassée et jus de tomate', 'concentré de tomate', ""huile d'olive vierge"", 'eau', 'huile de tournesol : 18%', ""pulpe d'oignon"", 'origan : 6%', 'vinaigre de vin rouge', 'sel', 'sucre', 'épice et aromates', 'ail', 'piment fort']","['Non végétalien', 'Non végétarien']",768,185,13,"0,9",16,,,,,,,,,,,,,,,,,,,768 kj(185 kcal),"3,2",0,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2CUIS PLT JNE TOMATE ORIG Sat LG NC - Le gaulois,3266980005511,['Le gaulois'],['France'],"['Cuisses de poulet ', 'origine France', 'Ingrédients : Sachet de marinade tomate origan : 50g ', 'tomate 24% ', 'tomate pelée concassée et jus de tomate', 'concentré de tomate', ""huile d'olive vierge"", 'eau', 'huile de tournesol : 18%', ""pulpe d'oignon"", 'origan : 6%', 'vinaigre de vin rouge', 'sel', 'sucre', 'épice et aromates', 'ail', 'piment fort']","['Non végétalien', 'Non végétarien']",768,185,13,"0,9",16,,,,,,,,,,,,,,,,,,,768 kj(185 kcal),"3,2",0,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,cuisses de poulet découpées facon churrasco - Le gaulois,3266980785635,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement churrasco 4% ', 'épices ', 'dont piment', ""plantes aromatiques et extraits d'épices"", 'sel', 'sucre', 'noix de coco', 'tomate en poudre', 'ananas', 'arôme de fumée', 'arôme naturel']","['Non végétalien', 'Non végétarien']",770,185,12,"1,2",18,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-5%,-3%,-3%,+277%,-2%,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,770 kj(185 kcal),"3,5",0,"0,56","0,224",12 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.56 g,en quantité modérée,2,B,-4%,+4%,-100%,-26%,-26%,-43%,-43%,,,,,4,,,,,,
641,Bq cuisse plt churrasco s/at lg nc - Le gaulois,3266980785642,['Le gaulois'],['France'],"['Poulet origine France : 96%', 'assaisonnement churrasco 4% ', 'épices ', 'dont piment', ""plantes aromatiques et extraits d'épices"", 'sel', 'sucre', 'noix de coco', 'tomate en poudre', 'ananas', 'arôme de fumée', 'arôme naturel']","['Non végétalien', 'Non végétarien']",770,185,12,"1,2",18,,,,,,,,,,,,,,,,,,,770 kj(185 kcal),"3,5",0,"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,4,,,,,,
642,crousty chicken l'original 600g dt 100g gr - Le gaulois,3266980784898,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ' : Viande de hauts de cuisse de poulet origine France : 70 %', 'panure 16% ', 'eau', 'farine de BLÉ', 'amidon transformé de BLÉ', 'sel', 'GLUTEN de BLÉ', 'extrait de levure', 'graisse de poulet', 'dextrose', 'levure', 'sucre', 'poivre noir', ""extraits d'épices"", 'ail en poudre', ""extraits d'herbes"", 'extrait de fenouil', 'poudres à lever : diphosphates', 'carbonates de sodium', 'eau', 'dextrose de blé', 'fécule de pomme de terre', 'sel', 'gélifiant : carraghénanes', 'Huile de tournesol', ' Peut contenir des traces de lait', 'Malgré toute la vigilance apportée à la fabrication de ce produit', ""nous ne pouvons vous garantir l'absence totale de tout petits morceaux d'os""]","['Non végétalien', 'Non végétarien']",773,185,"9,4","9,2",16,,,,,,,,,,,,,,,,,,,773 kj(185 kcal),"1,7","1,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,['Gluten'],,,,,
643,crousty chicken long filet's 600g dt 100g gr - Le gaulois,3266980784911,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en œuvre', ' :Aiguillettes de poulet : 64 %', 'panure 19 % ', 'eau', 'farine de BLÉ', 'cornflakes ', 'maïs', 'sucre', 'sel', ""extrait de malt d'ORGE"", 'sel', 'levure', 'eau', 'dextrose de blé', 'fécule de pomme de terre', 'sel', 'arôme naturel', 'gélifiant : carraghénanes', ' Huile de tournesol']","['Non végétalien', 'Non végétarien']",773,187,7,"12,2","17,7",,,,,,,,,,,,,,,,,,,773 kj(187 kcal),"0,9","1,2","1,12","0,448",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,['Gluten'],,,,,
644,ailes de poulet jaune x6 s/at - Le gaulois,3283440271644,['Le gaulois'],['France'],[],[],751,180,11,0,20,,,,,,,,,,,,,,,,,,,751 kj(180 kcal),3,0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,ailes de poulet jaune x6 s/at - Le gaulois,3283440304779,['Le gaulois'],['France'],[],[],751,180,11,0,20,,,,,,,,,,,,,,,,,,,751 kj(180 kcal),3,0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,BQ 1 COQUELET FUME Sat LE GAUL. NC - Le gaulois,3571320564284,['Le gaulois'],['France'],"['Coquelet origine : France 89%', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'protéines de pois', 'arômes', 'émulsifiants : triphosphates', 'conservateur : nitrite de sodium', 'épaississant : carraghénanes']",[],752,180,10,"1,2",20,,,,,,,,,,,,,,,,,,,752 kj(180 kcal),"3,3","1,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
647,BQ CUIS S/OS x4 PLT MEXIC Sat LG NC - Le gaulois,3266980126414,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Cuisse de poulet sans os origine France : 94%', 'marinade à la mexicaine : 6% ', 'eau', 'huile de tournesol', 'épice et aromates', 'sel', 'chapelure de BLÉ', 'maltodextrine de blé', 'légumes déshydratés', 'arômes naturels', 'sucre', 'arôme de fumée', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],762,183,13,"0,8",17,,,,,,,,,,,,,,,,,,,762 kj(183 kcal),"3,4","0,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,['Gluten'],,,,,
648,4 pavés de hauts de cuisse de poulet saveur BBQ - Le gaulois,3266980003326,['Le gaulois'],['France'],"['Hauts de cuisse de poulet', 'marinade barbecue ', 'eau', 'huile de tournesol', 'fécule de pomme de terre', 'sucre', 'sel', 'arômes ', 'dont arôme de fumée', 'poudre de tomate', 'extrait de levure ', 'extrait de levure', 'sel', 'huile de tournesol', 'dextrose de blé', ""poudre d'oignon"", ""poudre d'ail"", 'sucre caramélisé ', 'sirop de sucre caramélisé', 'maltodextrine de pomme de terre', 'épices ', 'cayenne', 'gingembre', ""extraits d'épices "", 'paprika', 'poivre noir', 'gélifiant : carraghénanes', '109g de hauts de cuisse de poulet mis en œuvre', 'pour 100g de produit fini']","['Non végétalien', 'Non végétarien']",767,183,"9,8","3,8",20,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-5%,-4%,-21%,+1095%,+9%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,767 kj(183 kcal),"2,8","1,8","1,5","0,6",9.8 g,en quantité modérée,2.8 g,en quantité modérée,1.8 g,en faible quantité,1.5 g,en quantité modérée,5,C,-4%,-16%,+1061%,+97%,+97%,+42%,+42%,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
649,cuisses de canard x2 - Le gaulois,3266980147693,['Le gaulois'],['France'],[],[],731,175,11,0,19,,,,,,,,,,,,,,,,,,,731 kj(175 kcal),"3,5",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,cuisse de canard x1 s/skin - Le gaulois,3266980551483,['Le gaulois'],['France'],[],[],731,175,11,0,19,,,,,,,,,,,,,,,,,,,731 kj(175 kcal),"3,5",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Chapon pac farce pommes lg sf nc - Le gaulois,3266980783693,['Le gaulois'],['France'],"['Chapon prêt à cuire : 85%', 'farce aux pommes du Val de Loire : 15 % ', 'viande de dinde : 5', '7%', 'pommes caramélisées : 3', '7% ', 'pommes : 3', '1%', 'sucre', 'caramel ', 'sucre', 'eau', 'BEURRE', 'eau', 'gras de porc', 'farine de BLÉ', 'eau', 'conservateur : lactate de potassium', 'sel', 'oignon frit ', 'dont huile de tournesol', 'arômes naturel', 'ciboulette', 'persil', 'levure', 'antioxydant : ascorbate de sodium']","['Non végétalien', 'Non végétarien']",741,177,10,"1,8",20,,,,,,,,,,,,,,,,,,,741 kj(177 kcal),3,0,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",4,"['Gluten', 'Lait']",,,,,
652,BQ 2 FLT PLT FUMES ApSos SAT LG NC - Le gaulois,3571320514418,['Le gaulois'],['France'],"['Filet de poulet avec peau ', 'origine : France', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'protéines de pois', 'huile de colza', 'arômes', 'émulsifiants : triphosphates', 'conservateur : nitrite de sodium', 'épaississant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",741,177,"8,3",1,24,,,,,,,,,,,,,,,,,,,741 kj(177 kcal),"2,5",1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
653,Filet de poulet fumé - Le gaulois,3571326672266,['Le gaulois'],['France'],"['Filet de poulet avec peau ', 'origine : France', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'protéines de pois', 'huile de colza', 'arômes', 'émulsifiants : triphosphates', 'conservateur : nitrite de sodium', 'épaississant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",741,177,"8,3",1,24,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",+52%,+35%,+188%,+109%,+5%,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,741 kj(177 kcal),"2,5",1,"1,5","0,6",8.3 g,en quantité modérée,2.5 g,en quantité modérée,1 g,en faible quantité,1.5 g,en quantité modérée,5,C,+36%,+235%,+312%,+100%,+100%,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
654,Bq1roti lap petit leg. s/at gaul.nc - Le gaulois,3266980176938,['Le gaulois'],['France'],"['Viande de lapin ', 'origine France', ' : 53%', 'farce de dinde aux petits légumes : 39% ', 'viande de dinde ', 'origine France', ' : 20%', 'gras de porc', 'légumes : 8% ', 'carottes', 'courgettes', 'maïs', 'échalote', 'conservateur : E326', 'sel', 'persil', 'dextrose de blé', 'betterave rouge', 'ciboulette', 'oignon', 'arômes naturels', 'épices', 'antioxydants : E300-E301', 'sucre', 'crépine de porc', 'décor: brunoise de légumes ', 'carottes', 'courgettes', ': 4%']","['Non végétalien', 'Non végétarien']",742,178,12,"0,5",16,,,,,,,,,,,,,,,,,,,742 kj(178 kcal),"4,1","0,5","0,67","0,268",,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']",4,,,,,,
655,2 cuisses de poulet direct au four provencale - Le gaulois,3266980895716,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Cuisses de poulet avec os et avec peau origine France : 97%', 'assaisonnement à la Provençale : 3% ', 'épices et plantes aromatique', 'semoule de riz', 'sel', 'légumes ', 'tomate', 'poivron', 'betterave rouge', 'arômes et arômes de fumée', 'sucre', ""huile d'olive""]",[],745,179,12,0,17,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-8%,-6%,-3%,-100%,-8%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,745 kj(179 kcal),"3,3",0,"0,8","0,32",12 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,3,C,-7%,-1%,-100%,+5%,+5%,-15%,-15%,,,,,4,,,,,,
656,LOT 3X250g GRIG PLT TAPAS GAUL - Le gaulois,3266980931582,['Le gaulois'],['France'],"['Manchons de poulet', 'marinade saveur tapas ', 'eau', 'huile de tournesol', 'épices ', 'dont paprika', 'paprika fumé', 'cumin', 'cayenne', 'poivre noir', 'fécule de pomme de terre', 'maltodextrine de blé', 'sel', 'ail en poudre', 'dextrose de blé', 'persil', ""extrait d'épice : "", 'paprika', 'gélifiant : carraghénanes', '108 g de manchons de poulet mis en œuvre pour 100 g de produit fini']","['Non végétalien', 'Non végétarien']",711,170,"8,3","3,7",20,,,,,,,,,,,,,,,,,,,711 kj(170 kcal),"2,1","3,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
657,ribs de poulet barbecue - Le gaulois,3266980781453,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Haut de cuisse de poulet sans peau : 94%', 'marinade saveur barbecue : 6% ', 'eau', 'huile de tournesol', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomates', 'sucre', 'fibre de pois et amidon de pois', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],718,172,11,0,17,,,,,,,,,,,,,,,,,,,718 kj(172 kcal),"3,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,
658,4ht cuis plt ribs barbecue sv lg nc - Le gaulois,3266980781460,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Haut de cuisse de poulet sans peau : 94%', 'marinade saveur barbecue : 6% ', 'eau', 'huile de tournesol', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomates', 'sucre', 'fibre de pois et amidon de pois', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],718,172,11,0,17,,,,,,,,,,,,,,,,,,,718 kj(172 kcal),"3,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,
659,Ht cuis plt ribs barbecu 400g sv lg - Le gaulois,3266980783969,['Le gaulois'],['France'],"['Haut de cuisse de poulet sans peau : 94%', 'marinade saveur barbecue : 6% ', 'eau', 'huile de tournesol', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomates', 'sucre', 'fibre de pois et amidon de pois', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],718,172,11,0,17,,,,,,,,,,,,,,,,,,,718 kj(172 kcal),"3,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,
660,Ht cuis plt ribs bbc 400g sv lg nc - Le gaulois,3266980783976,['Le gaulois'],['France'],"['Haut de cuisse de poulet sans peau : 94%', 'marinade saveur barbecue : 6% ', 'eau', 'huile de tournesol', 'arômes et arômes de fumée', 'épices et plantes aromatiques', 'farine de riz', 'tomates', 'sucre', 'fibre de pois et amidon de pois', 'sel', ""extraits d'épices"", 'acidifiants : acétate de sodium', 'lactate de calcium']",[],718,172,11,0,17,,,,,,,,,,,,,,,,,,,718 kj(172 kcal),"3,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",4,,,,,,
661,Chapon farci morilles s/f gaul nc - Le gaulois,3266980039318,['Le gaulois'],['France'],"['Chapon prêt à cuire : 85%', ""farce de volaille aux morilles et à l'Armagnac : 15% "", 'viande de dinde origine France : 43%*', 'gras de porc', 'foies de dinde : 12 %*', 'farine de BLÉ', 'eau', 'conservateur : lactate de potassium', 'morilles : 2,5%*', 'Armagnac modifié ', ' dont arôme naturel', 'sel', 'persil', 'dextrose', 'ail', 'ciboulette', 'poivre', 'sucre', 'betterave', 'paprika', 'estragon', 'antioxydant : ascorbate de sodium', 'arômes', 'levure', ' *Pourcentage exprimé sur la farce', 'Traces possibles de lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",725,174,10,"0,9",20,,,,,,,,,,,,,,,,,,,725 kj(174 kcal),3,0,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",4,['Gluten'],,,,,
662,cuisse de canard x1 s/vide - Le gaulois,3266980003227,['Le gaulois'],['France'],[],[],731,175,11,0,19,,,,,,,,,,,,,,,,,,,731 kj(175 kcal),"3,5",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,cuisse de canard x1 s/vide - Le gaulois,3266980109769,['Le gaulois'],['France'],[],[],731,175,11,0,19,,,,,,,,,,,,,,,,,,,731 kj(175 kcal),"3,5",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,cuisse de canard x1 - Le gaulois,3266980134846,['Le gaulois'],['France'],[],[],731,175,11,0,19,,,,,,,,,,,,,,,,,,,731 kj(175 kcal),"3,5",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Bq poulet fume 1kfx sat gaulois nc - Le gaulois,3571320163906,['Le gaulois'],['France'],"['Poulet origine France : 89%', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'protéines de pois', 'arômes', 'émulsifiants : triphosphates', 'conservateur : nitrite de sodium', 'épaississant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",701,168,"9,6",1,20,,,,,,,,,,,,,,,,,,,701 kj(168 kcal),"2,8","0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
666,Bq plt cuit fume 1.1-1.4kg sat lg - Le gaulois,3571320870248,['Le gaulois'],['France'],"['Poulet origine France : 89%', 'eau', 'sel', 'sirop de glucose de blé', 'dextrose de blé', 'protéines de pois', 'arômes', 'émulsifiants : triphosphates', 'conservateur : nitrite de sodium', 'épaississant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",701,168,"9,6",1,20,,,,,,,,,,,,,,,,,,,701 kj(168 kcal),"2,8","0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
667,cuisses de poulet rôtis herbes provence x2 s/skin - Le gaulois,3266980517137,['Le gaulois'],['France'],"['Ingrédients ', 'à la mise en œuvre', ':Cuisses de poulet : 86%', 'eau', 'sel', 'huile de tournesol', 'cassonade', 'herbes de Provence label rouge : 0', '35%', 'sirop de glucose', 'protéines de pois', 'sauge', 'gélifiant carraghénanes']","['Non végétalien', 'Non végétarien']",702,168,"9,83","0,77","19,13",,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",-13%,-12%,-21%,+142%,+4%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,702 kj(168 kcal),"2,73","0,7","1,32","0,528",9.83 g,en quantité modérée,2.73 g,en quantité modérée,0.7 g,en faible quantité,1.32 g,en quantité modérée,4,C,-12%,-19%,+352%,+73%,+73%,+13%,+13%,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,
668,cuisse de dinde mâle x1 s/at - Le gaulois,3266980120825,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,cuisses de dinde femelle en caissette s/at - Le gaulois,3266980120849,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Cuisses de dinde femelle en caissette s/at - Le gaulois,3266980128777,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Bq cuisse dde male s/atm gaulois nc - Le gaulois,3266980129378,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,cuisse de dinde femelle x1 s/at - Le gaulois,3266980270698,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,cuisse de dinde femelle x1 s/at - Le gaulois,3266980276089,['Le gaulois'],['France'],[],[],704,169,10,0,18,,,,,,,,,,,,,,,,,,,704 kj(169 kcal),"3,3",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,ailes de poulet blanc en caissette s/at - Le gaulois,3266980120702,['Le gaulois'],['France'],[],[],709,170,"9,7","0,9",20,,,,,,,,,,,,,,,,,,,709 kj(170 kcal),"2,5",0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,ailes de poulet blanc x6 s/at - Le gaulois,3266980301866,['Le gaulois'],['France'],[],[],709,170,"9,7","0,9",20,,,,,,,,,,,,,,,,,,,709 kj(170 kcal),"2,5",0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poulet blanc pac - Le gaulois,3266980000394,['Le gaulois'],['France'],[],[],691,165,"9,2",0,"20,6",,,,,,,,,,,,,,,,,,,691 kj(165 kcal),"2,81",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,poulets blancs x2 pac - Le gaulois,3266980132088,['Le gaulois'],['France'],[],[],691,165,"9,2",0,"20,6",,,,,,,,,,,,,,,,,,,691 kj(165 kcal),"2,81",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,poulet blanc le bon choix pac - Le gaulois,3571320454417,['Le gaulois'],['France'],[],[],691,165,"9,2",0,"20,6",,,,,,,,,,,,,,,,,,,691 kj(165 kcal),"2,81",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
