,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,link,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,ingredients_origins,brand_owner,traceability_code,palm_ingredients,origin_detail,producer_info
256,Thon entier au naturel-Petit Navire - 160g,3019081240806,D,,160 g,,['Petit Navire'],"['Produits de la mer', 'Poissons', 'Thons']",,,,['France'],[],,[],,1 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,109,-40%,456 kj(109 kcal),-40%,1,-90%,"0,5",-72%,0,-100%,0,-100%,25,+16%,1,-3%,"0,4",-3%,0,-100%,B,-100%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,
257,Pralina - Leader Price - 400g,3263852231764,D,,400 g,,['Leader Price'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Sans huile de palme'],,['Leader Price'],['France'],[],,[],,32 g,en quantité élevée,5.5 g,en quantité élevée,54 g,en quantité élevée,0.13 g,en faible quantité,?,,543,-1%,2272 kj(543 kcal),-1%,32,-6%,"5,5",-28%,56,+9%,54,+13%,"5,9",-14%,"0,13",+26%,"0,052",+26%,18,-13%,D,-13%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,
258,Risotto aux tomates et au parmigiano reggiano - Picard - 500g,3270160862214,,,500 g,['Film en plastique'],['Picard'],"['Plats préparés', 'Plats à base de riz', 'Risottos']",,,['Picard'],['France'],"['Riz précuit 57% ', 'eau', 'riz', 'eau', 'tomate mi-séchée 8%', 'purce de tomate 7,5%', 'Parmigiano Reggiarto AOP* râpé 4,4% [contient:lait', 'creme iquide Dalt', 'oignon grillé', 'vin blanc', 'tomate séchée marinée [tomate s chée 1%', 'huile de tournesol', 'sel', 'fécule de pomme de terre', 'double concentré de tomate 0,9%', 'hasilic 0,8%', 'sel', 'bouillon de légumes déshydraté ', 'sel', 'oignon', 'poireau', 'potiron', 'Courge musquée', 'carotte', 'ail', 'vin blanc en poudre', 'põivre blanc', ' *A', 'O', 'P', "" : Appellation d'Origine Protégée""]",,[],3,2.1 g,en faible quantité,1.7 g,en quantité modérée,0.5 g,en faible quantité,0.33 g,en quantité modérée,?,,118,-48%,494 kj(118 kcal),-46%,"2,1",-48%,"1,7",-4%,20,-45%,"0,5",-67%,"4,2",-30%,"0,33",-64%,"0,132",-64%,1,-78%,B,-78%,,,,,,,,['Lait'],,,,,,,
259,Knorr Soupe Vegan Brocolis Quinoa Rouge Lait de Coco - 450ml,8710522718735,A,Soupe.,450 ml,"['Bouteille', 'Verre']",['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs', 'Sans colorants ou conservateurs', 'Triman']",,['Auchan'],['France'],"[""Voici les ingrédients présents dans notre jolie bouteille : de l'eau"", 'du brocoli¹ ', '15%', 'des petits pois¹', 'de la pomme de terre¹', 'du quinoa rouge cuit ', '4,6%', ""de l'oignon¹"", 'du poireau¹', 'du lait de coco ', '3%', ""de l'épinard¹"", ""de l'amidon de riz"", 'une pointe de sel', ""le tout rehaussé d'épices et d'aromates "", 'ail', 'racine de livèche', 'thym', 'feuilles de laurier', 'noix de muscade', 'poivre', "" ¹Légumes issus de l'agriculture durable : 40,5%""]",,"['Végétalien', 'Végétarien']",3,1 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en faible quantité,0.53 g,en quantité modérée,150,-12%,36,-12%,150 kj(36 kcal),-13%,1,-42%,"0,7",+25%,"4,5",-2%,"1,3",-33%,"1,6",+72%,"0,53",-19%,"0,212",-19%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,
260,3517360013757,3517360013757,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
261,Chorizo doux - Carrefour,3560071252038,,,,,['Carrefour'],,,,['Carrefour'],['France'],[],,[],,,,,,,,,,?,,497,,2079 kj(497 kcal),,45,,18,,"2,9",,2,,20,,"1,1",,"0,44",,,,,,,,,,,,,,,,,"['FR 81.144.022 CE', ""Lescure-d'Albigeois (Tarn, France)""]",,,
262,Mini BN bio -,3061990143228,C,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Belgique', 'France']","['Chocolat au lait ', 'sucre de canne""', 'beurre de cacao""', 'poudre de lait entier""', 'pâte de cacao*', ' ', '44%', ' - farine GE de blé* ', '38%', "" - sucre de canne roux* - beurre* - huile de tournesol* - poudre de lait écrémé* - poudres à lever : NI carbonates d'ammonium"", 'carbonates de sodium', 'acide tartrique - sel de mer']","['E500 - Carbonates de sodium', 'E334 - Acide L-tartrique']",['Non végétalien'],3,26.4 g,en quantité élevée,14.1 g,en quantité élevée,34.5 g,en quantité élevée,0.48 g,en quantité modérée,?,,513,+4%,2146 kj(513 kcal),+4%,"26,4",+13%,"14,1",+19%,"60,2",-3%,"34,5",+6%,"7,1",+8%,"0,48",-13%,"0,192",-13%,25,+17%,E,+17%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Lait'],,,,,,,
263,Dove Déodorant Femme Spray Antibactérien Protection 48H - 200ml,3014230000201,,Déodorant,200 ml,['aérosol'],['Dove'],"['Non alimentaire', 'Open Beauty Facts']",['Point Vert'],,,"['France', 'Royaume-Uni']","['Butane', 'Isobutane', 'Propane', 'Aluminum Chlorohydrate', 'Cyclopentasiloxane', 'PPG-14 Butyl Ether', 'Parfum', 'Helianthus Annuus Seed Oil', 'C12-15 Alkyl Benzoate', 'Disteardimonium Hectorite', 'Octyldodecanol', 'BHT', 'Propylene Carbonate', 'Dimethiconol', 'PEG-4', 'Alpha-Isomethyl Ionone', 'Benzyl Alcohol', 'Benzyl Salicylate', 'Citronellol', 'Coumarin', 'Eugenol', 'Geraniol', 'Hexyl Cinnamal']","['E943a - Butane', 'E943b - Isobutane', 'E944 - Propane', 'E173 - Aluminium', 'E321 - Butylhydroxytoluène', 'E1519 - Alcool benzylique']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Gs1:T4078:AI', 'Gs1:T4078:BA', 'Gs1:T4078:BS', 'Gs1:T4078:CN', 'Gs1:T4078:CO', 'Gs1:T4078:EG', 'Gs1:T4078:GE', 'Gs1:T4078:HX']",,,,,,,
264,Mes Carottes râpées - Pierre Martinet,3281780894967,B,,,,['Pierre Martinet'],"['Plats préparés', 'Légumes préparés', 'Carottes râpées']","['Nutriscore', 'Nutriscore A']",,,['France'],[],,[],,5.2 g,en quantité modérée,0.4 g,en faible quantité,5 g,en quantité modérée,0.88 g,en quantité modérée,?,,79,+3%,331 kj(79 kcal),+4%,"5,2",+12%,"0,4",-1%,"5,6",-6%,5,+2%,"1,1",+25%,"0,88",+42%,"0,352",+42%,4,+634%,C,+634%,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,
265,3045200760009,3045200760009,,,,,,,,,,"['France', 'Polynésie française']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
266,yaourt vanille de Madagascar - Les 2 vaches - 115g,11648055,,,115g,['pot en matière  végétale'],['Les 2 vaches'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']","['Bio', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Commerce équitable Bio']",http://LES2VACHES.COM,,['France'],"['YAOURT BIO BRASSÉ', 'SUCRE', 'À LA VANILLE Contient: Lat VALEURS NUTRITIONNELLES MOYENNES POUR 1006: ENERGIE: 397 KJ-']",,[],,3 g,en quantité modérée,2.1 g,en quantité modérée,12.5 g,en quantité modérée,0.13 g,en faible quantité,397,+6%,94,-3%,397 kj(94 kcal),-2%,3,-15%,"2,1",-7%,"13,2",+11%,"12,5",+13%,"3,6",-6%,"0,13",+20%,"0,052",+20%,3,+12%,C,+12%,,,,,,,,,['93589 Saint-Ouen'],,,"['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']",,,
267,Nutela,008400401829,,,,,,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
268,Ferrero moments bonbons de chocolat avec noisette entiere lait sachet de 14 pieces - 124g,8000500331279,,Confiserie chocolat,124 g,['Enveloppe'],['Ferrero moments'],,,,,['France'],"['Chocolat au LAIT 31 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'LAIT en poudre', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA] ', ' vanilline', 'NOISETTES 26,5%', 'chocolat fin 15% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [SOJA] ', ' vanilline', 'huile de palme', 'sucre', 'LACTOSERUM en poudre', 'cacao maigre', 'vanilline']",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien']",4,,,,,,,,,2614,,630,,2614 kj(630 kcal),,"47,3",,"19,5",,"40,3",,"39,3",,"8,3",,"0,15",,"0,06",,,,,,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']",,,,,['Huile de palme'],,
269,gel lavant cien - 500ml,4056489029298,,,500ml,['Plastique'],['Cien'],['Non alimentaire'],,,['Lidl'],"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
270,3600550230321,3600550230321,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
271,trésor de grand mère - herta - 1,05249565,C,,1,['Plastique'],['Herta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes brisées']",,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,73.5%,10.3%,4.3%,3.2%,1.9%,7.0%,55,,,,,,,,
272,gelée aloe Vera - bio naïa - 200ml,3564706581876,,,200ml,,['bio naïa'],,,,['Leclerc'],['France'],"['REPERE LIO naia COSMETIQUE BIO OWARTE GELÉE ALOE VERA COSHER HYDRATE', 'APAISE ET PROTÈGE TOUS TYPES DE PEAUX TOLÉRANCE TESTÉE SOUS CONTROLE DERMATOLOGIQUE']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],,,['2586VAA'],,,
273,Madeleines nature - Bijou - 880g,000010,B,,880 g,"['Carton', 'Plastique']",['Bijou'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,"['M2I', 'Bijou']",['France'],"['Farine de blé', 'huile de colza', 'sucre', 'oeufs frais 18%', 'sirop de glucose-fructose', 'stabilisant : glycérol', ""poudres à lever : carbonates d'ammonium"", 'carbonates de sodium', 'diphosphates ', 'blé', 'sel', ""émulsifiants : mono et diglycérides d'acides gras"", 'lait écrémé en poudre', 'arôme']","['E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,2.5 g,en quantité modérée,26 g,en quantité élevée,0.68 g,en quantité modérée,1900,+2%,?,,1900 kj(454 kcal),+3%,23,+1%,"2,5",-64%,55,+4%,26,-5%,6,+6%,"0,68",-16%,"0,272",-16%,14,-24%,D,-24%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Œufs', 'Gluten', 'Lait']","['Saint Yrieix', 'France']",,,,,,
274,Sphère plaisir - 1,0012345678905,,Bouchée apéritive à la moutarde - Bouchée Apéritive,1,"['Carton', 'Plastique']",['Sphère Plaisir'],"['Snacks', 'Viandes', 'Snacks salés', 'Apéritif', 'Charcuteries']","['Nutriscore', 'Point Vert', 'Nutriscore A']",,,"['France', 'États-Unis']","['Courgette ', '40 %', 'ŒUF', 'Farines ', 'avoine', 'pois chiche', 'bicarbonate', ""MOUTARDE à L'Ancienne "", ""dont Vinaigre d'alcool"", 'graines de MOUTARDE', 'eau', 'sel', 'vin blanc 4,8 % ', 'dont SULFITES', 'sucre', 'arôme naturel', 'acidifiant : acide lactique', 'Cœur: MOUTARDE au miel ', 'dont Sucre', 'eau', ""vinaigre d'alcool"", 'graines de MOUTARDE', 'miel 8%', 'sel', 'épices', 'herbes', 'colorant : caramel E150c', 'acidifiant : acide citrique', 'conservateur : E224 ', 'SULFITES']","['E270 - Acide lactique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,5.56 g,en quantité modérée,5.56 g,en quantité élevée,5.56 g,en quantité modérée,1 g,en quantité modérée,?,,333.33,-29%,1395 kj(333 kcal),-29%,"5,56",-77%,"5,56",+36%,"72,22",+40%,"5,56",+79%,"5,56",-27%,1,-36%,"0,4",-36%,13,+2%,D,+2%,,,,,,,,"['Œufs', 'Gluten', 'Moutarde', 'Avoine', 'Anhydride sulfureux et sulfites']",,,GOOD & GATHER,,,,
275,Half Baked - Ben & Jerry's - 411g,0076840620036,A,Crème glacée chocolat et crème glacée vanille avec des morceaux de gâteau fondant au cacao maigre (8%) et des morceaux de pâte de cookie aux pépites de chocolat (10%).,411 g,"['Karton', 'Pot', 'Carton']","[""Ben & Jerry's""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Commerce équitable', 'Fairtrade International', 'Point Vert', 'Halal']",,"['Edeka', 'Delhaize']","['Belgique', 'France', 'Allemagne']","['CRÈME ', '25%', 'eau', 'sucre', 'LAIT concentré écrémé', 'farine de BLÉ', 'sucre roux', 'cacao en poudre ', '2,2%', ""jaune d'ŒUF¹"", 'BEURRE', 'huile de soja', 'cacao maigre en poudre ', '0,6%', 'ŒUF', 'sucre inverti', 'pâte de cacao', 'mélasse', ""blanc d'ŒUF déshydraté"", 'extrait de vanille', 'stabilisants ', 'gomme guar', 'carraghénanes', 'sel', 'beurre de cacao', 'arôme naturel de BEURRE', 'arôme naturel de vanille', 'émulsifiant ', 'lécithine de SOJA', ""farine d'ORGE"", 'poudre à lever ', 'carbonates de sodium']","['E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E500 - Carbonates de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,13 g,en quantité modérée,8.1 g,en quantité élevée,27 g,en quantité élevée,0.19 g,en faible quantité,1099,+22%,262,+19%,1099 kj(262 kcal),+20%,13,+19%,"8,1",+18%,32,+22%,27,+21%,"4,1",+23%,"0,19",+26%,"0,076",+26%,16,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,
276,. - La Vie Claire - 170g,1114266,,,170 g,,['La Vie Claire'],,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10', 'Fabriqué en France', 'Sans lactose', 'en:palm-oil-free', 'AB Agriculture Biologique']",,['La Vie Claire'],['France'],[],,['Sans huile de palme'],,,,,,,,,,?,,487,,2038 kj(487 kcal),,"34,3",,"13,3",,"39,1",,"31,8",,5,,"0,205",,"0,082",,,,,,,,,,,,,,,,,,,,
277,Jus - Jean Marc Chatelain,14370168,C,,,"['Bouteille', 'Verre']",['Jean Marc Chatelain'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de myrtilles', 'Jus de myrtilles pur jus']",,,,"['France', 'Espagne']",[],,[],,1 g,en faible quantité,0.6 g,en faible quantité,45 g,en quantité élevée,0.5 g,en quantité modérée,?,,1452,+3277%,6075 kj(1452 kcal),+3391%,1,+212%,"0,6",+576%,83,+808%,45,+450%,"0,9",+159%,"0,5",+5667%,"0,2",+5667%,12,+318%,E,+318%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
278,Calmars à la romaine - Ocean Sea - 500g,,,Calamars à la Romaine,500 g,"['Plastique', 'Surgelé']","['Ocean Sea', 'SoloMar', 'LA CALDERA']","['Produits de la mer', 'Surgelés', 'Plats préparés', 'Mollusques', 'Produits panés', 'Plats préparés surgelés', 'Calamars', 'Fritures']",,,['LIDL'],['France'],"['40% de calamars ', 'mollusques', 'farine de blé', 'eau', 'huile de tournesol', 'amidon de blé', 'levure', 'sel', 'sucre', 'épaississants : carraghénanes', 'gomme guar ', ' poudres à lever : diphosphates', 'carbonates de sodium ', ' colorant : riboflavines']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E101i - Riboflavine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,7.3 g,en quantité modérée,1.7 g,en quantité modérée,2 g,en faible quantité,1.75 g,en quantité élevée,?,,206,-44%,862 kj(206 kcal),-42%,"7,3",-64%,"1,7",-72%,"27,3",-7%,2,-56%,"6,6",-25%,"1,75",+70%,"0,7",+70%,4,-64%,C,-64%,,,,,,,,"['Gluten', 'Mollusques']",['Espagne'],,,['ES 26.01061/PO CE'],,,
279,Jambon cru fumė - Dulano - 200g,20012700,,Jambon cru fumė en tranches,200 g,"['Plastique', 'Sous atmosphère protectrice', 'Frais', 'Barquette']",['Dulano'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons crus fumés', 'en:raw-cured-ham']","['en:gluten-free', 'Sans lactose', 'Ni lactose']",,['LIDL'],['France'],"['jambon de porc', 'sel', 'épices', 'dextrose', 'sirop de glucose', 'sucre', 'antioxydant : ascorbate de sodium ', ' conservateurs : nitrite de sodium', 'nitrate de potassium ', ' ferments de maturation', 'fumée de bois de hêtre']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,14 g,en quantité modérée,5.6 g,en quantité élevée,0.4 g,en faible quantité,5 g,en quantité élevée,?,,232,-9%,971 kj(232 kcal),-9%,14,-14%,"5,6",-12%,"0,6",-29%,"0,4",-26%,26,-1%,5,+8%,2,+8%,17,-7%,D,-7%,,,,,,,,,['Allemagne'],,,['DE EV 313 EG'],,,
280,Flan Vainilla - Compagnie du Saloir - 100g,20020545,,,100g,['Barquette'],"['Compagnie du Saloir', 'Sol I Mal']",,,,,"['France', 'Allemagne']","['viande de porc ', 'origine UE', 'sel', 'lactose dextrose', 'sucre', 'poivre', 'ail', 'antioxygène: erythorbate de sodium conservateur: nitrate de potassium', 'ferments ', 'lait', '130 g de viande de porc utilisée pour 100 g de produit fini,']","['E316 - Érythorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,91,,381 kj(91 kcal),,"0,7",,"0,5",,"18,8",,"16,7",,"2,4",,"0,1",,"0,04",,,,,,,,,,,,,['Lait'],,['Union européenne'],,,,,
281,Roulés au Fromage - Toque Du Chef - 520g,20023690,,,520 g,"['Frais', 'Plastique']","['Toque Du Chef', 'Lidl']","['Plats préparés', 'Feuilleté salé', 'Réfrigérés', 'Friands', 'Plats préparés réfrigérés']",,,['Lidl'],['France'],"['Sauce blanche ', '46,2%', ' : eau', 'farine de blé', 'margarine ', 'huiles et matières grasses végétales ', 'palme', 'colza', 'eau', ""émulsifiant : mono - et diglycérides d'acides gras "", ' acidifiant : acide citrique ', ' arôme', 'lactose et protéines de lait', 'crème ', 'lait', 'sel', 'arôme ', 'contient lait', 'épice', ""extraits d'épices"", '\rPâte ', '46,1 %', ' : farines ', 'farine de blé', 'farine de fèves', 'farine de blé malté', 'agent de traitement']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien']",4,15 g,en quantité modérée,7.3 g,en quantité élevée,3.9 g,en faible quantité,1.1 g,en quantité modérée,?,,266,-13%,1113 kj(266 kcal),-13%,15,-19%,"7,3",-30%,27,+3%,"3,9",+60%,"4,7",-40%,"1,1",-10%,"0,44",-10%,14,-17%,D,-17%,,,,,,,,"['Gluten', 'Lait']",,,,,,,
282,Arachide en Coque - Alesto - 500g,20027513,,,500 g,['500g'],['Alesto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",,,['Lidl'],['France'],"['Arachides en coque', 'grillées']",,[],,49.2 g,en quantité élevée,10.3 g,en quantité élevée,5.7 g,en quantité modérée,0.03 g,en faible quantité,?,,662,+7%,2770 kj(662 kcal),+8%,"49,2",-3%,"10,3",+63%,7,-57%,"5,7",+6%,"25,5",+31%,"0,03",-94%,"0,012",-94%,19,+286%,E,+286%,,,,,,,,,,,,,,,
283,"Mister Choc, Banane - 300g",20029845,,,300 g,['Carton'],['Mister Choc'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Biscuits et gâteaux', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Gâteaux', 'Confiseries aux fruits', 'Fruits enrobés de chocolat']",,,['Lidl'],"['France', 'Allemagne', 'Hongrie']","['Zucker', 'Glukose-Fruktose-Sirup', 'Kakaomasse', 'Kakaobutter', '6% Bananenmark', 'FeuchthaItemittel: Sorbit', ' Gelatine', 'Geliermittel: Agar-Agar', ' Säuerungsmittel: Citronensäure', ' Aromen', 'Emulgator: Sojalecithine', ' Farbstoff: Kurkumin', ' Weizenstärke']","['E420 - Sorbitol', 'E428 - Gélatine', 'E406 - Agar-agar', 'E330 - Acide citrique', 'E100 - Curcumine']","['Non végétalien', 'Non végétarien']",4,11.8 g,en quantité modérée,7.2 g,en quantité élevée,52.9 g,en quantité élevée,0.02 g,en faible quantité,?,,389,-10%,1628 kj(389 kcal),-10%,"11,8",-36%,"7,2",-36%,"67,5",+16%,"52,9",+6%,"1,8",-51%,"0,02",-54%,"0,008",-54%,21,-5%,E,-5%,,,,,,,,"['Gluten', 'Soja']",,,,,,,
284,Savoiardi - Realforno - 400g,20034153,,,400g,['05 PP'],['Realforno'],['de:loffelbisquit'],['Fabriqué en Italie'],,['LIDL'],"['France', 'Allemagne']","['farine de blé', 'sucre', '26% oeuf* entier', 'poudres à lever: carbonates de sodium', ""carbonates d'ammonium"", 'sirop de glucose', 'arôme naturel', 'sel de cuisine', ""\r *d'élevage au sol,""]","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",['Non végétalien'],4,3.8 g,en quantité modérée,1.1 g,en faible quantité,42 g,en quantité élevée,0.3 g,en quantité modérée,?,,378,,1582 kj(378 kcal),,"3,8",,"1,1",,"76,5",,42,,"8,5",,"0,3",,"0,12",,15,,D,,,,,,,,,"['Œufs', 'Gluten']",['Italien'],,,,,,
285,Coeurs de pain d'épices - Favorina - 300g,20036171,B,,300g,['Paquet'],['Favorina'],"['Biscuits et gâteaux', ""Pains d'épices""]",['Végétarien'],,['Lidl'],"['France', 'Allemagne']","['Sirop de glucose-fructose', 'farine de blé', 'sucre', '12% abricots secs', 'beurre de cacao', 'lait en poudre entier', 'pâte de cacao', 'poudres à lever : diphosphates', 'carbonates de sodium', 'carbonates de potassium', ' acidifiant: acide citrique', ' gélifiant : pectines', ' arôme naturel', ""correcteur d'acidité : citrates de potassium "", ' lait en poudre écrémé', 'épices', 'beurre concentré ', 'lait', 'sirop de sucre caramélisé', 'émulsifiant : lécithines ', 'soja', ' ', ' sel']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique', 'E440 - Pectines', 'E332 - Citrates de potassium', 'E322i - Lécithine']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,9.4 g,en quantité modérée,5.9 g,en quantité élevée,42.9 g,en quantité élevée,0.32 g,en quantité modérée,?,,366,+9%,1531 kj(366 kcal),+8%,"9,4",+169%,"5,9",+376%,"63,4",-10%,"42,9",+6%,5,+15%,"0,32",-27%,"0,128",-27%,19,+35%,E,+35%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,"['Gluten', 'Lait', 'Soja']",,,,,,,
286,Tomme de Savoie au lait cru de vache - 290g,20054946,C,,290 g,"['Film plastique à jeter', 'Film en plastique']",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie', 'en:Tomme-cheese-from-mountain-or-savoy']",['IGP'],,,['France'],[],,[],,30 g,en quantité élevée,23 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en quantité modérée,?,,370,+5%,1548 kj(370 kcal),+9%,30,+9%,23,+20%,"0,2",-73%,"0,2",-37%,25,+6%,"1,5",+9%,"0,6",+9%,15,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,"['FR 74.289.050 CE', 'Vallières (Haute-Savoie, France)']",,,
287,Mini Stick Almond - Gelatelli - 432g,20066581,B,,432 g,,['Gelatelli'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['Agriculture durable', 'en:UTZ Certified']",,,"['France', 'Espagne']",[],,[],,24.3 g,en quantité élevée,15.5 g,en quantité élevée,29.9 g,en quantité élevée,0.2 g,en faible quantité,?,,366,+57%,1531 kj(366 kcal),+58%,"24,3",+108%,"15,5",+104%,"31,2",+12%,"29,9",+28%,"5,2",+65%,"0,2",+33%,"0,08",+33%,20,+49%,E,+49%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
