,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
1051,Fromage pour raclette,3250550019060,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],,[],,28 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,5 g,en quantité élevée,?,,360,+9%,1506 kj(360 kcal),+10%,28,+5%,18,+1%,1,-17%,1,+35%,25,+23%,5,+285%,2,+285%,19,+39%,E,+39%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,"['FR 25.531.001 CE', 'Santoche (Doubs, France)']",,,,,
1052,Affinois nature,0250369010305,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Jambon de vendée 4tranches fines,2499874015940,,,,,['France'],[],,[],,,,,,,,,,?,,215,,900 kj(215 kcal),,12,,"4,4",,"0,6",,"0,5",,25,,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,
1054,Banzaï Noodle saveur Poulet,2038330446616,,,,,['France'],[],,[],,,,,,,,,,?,,79,,331 kj(79 kcal),,"3,3",,"1,6",,10,,"0,6",,"1,5",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,,,
1055,Bloc de foie gras de canard - La Gourmandière,3277180008806,B,['La Gourmandière'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],"['foie gras de canard', 'eau', 'sel', 'Porto', 'Armagnac', 'épices', 'sucre', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,48 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,450,-8%,1883 kj(450 kcal),-8%,48,-5%,21,-2%,"1,5",-29%,"0,5",-62%,5,-18%,"1,1",-10%,"0,44",-10%,19,-7%,E,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1056,Fromage de chevre fermier,3770001532004,,,,,['France'],[],,[],,,,,,,,,,?,,322,,1347 kj(322 kcal),,26,,19,,1,,"0,01",,20,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,"['FR 59.608.102 CE', 'Vendegies-sur-Écaillon (Nord, France)']",,,,,
1057,3760195790007,3760195790007,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Pain aux céréales,0227157007229,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,poivre noir de kerala - 20g,3700662733335,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,
1060,poivre blanc phu quoc - 20g,3700662733144,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,
1061,Découpe de poulet fermier jaune,0262050043691,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,
1062,Chorizo pamplona - Argal,8411814110144,,['Argal'],,,['France'],[],,[],,,,,,,,,,?,,466,,1950 kj(466 kcal),,41,,17,,3,,1,,19,,"4,25",,"1,7",,,,,,,,,,,,,,,,,,,,,,,
1063,Jumbo Flame Raisin&Cashew - Coop,5000128852418,,['Coop'],,,"['France', 'Royaume-Uni']",[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,410,,1715 kj(410 kcal),,18,,"3,2",,52,,44,,"8,6",,"0,1",,"0,04",,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,
1064,Choucroute garnie alsacienne,20236304,C,,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,['France'],[],,[],,8.1 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,110,-4%,460 kj(110 kcal),-2%,"8,1",-4%,"3,1",-3%,"2,9",+32%,"0,5",-14%,"5,4",-1%,"1,5",+14%,"0,6",+14%,7,+24%,C,+24%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,
1065,Saint Nicolas en pain d'epice - Mulot & Petitjean,3760129929909,B,['Mulot & Petitjean'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],,[],,2.2 g,en faible quantité,0.5 g,en faible quantité,48 g,en quantité élevée,0.47 g,en quantité modérée,?,,340,+1%,1423 kj(340 kcal),+0%,"2,2",-37%,"0,5",-60%,77,+9%,48,+18%,3,-31%,"0,47",+8%,"0,188",+8%,16,+13%,D,+13%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,
1066,tandoori masala - 50g,3325840356405,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,
1067,poivre timut du Népal - 20g,3325840587403,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,
1068,meat lovers,3325840498402,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Beef bourguignon & potato dauphinoise,5033665210205,,,,,['France'],[],,[],,,,,,,,,,?,,132,,552 kj(132 kcal),,"7,1",,"3,1",,"7,9",,1,,8,,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,
1070,agar agar -  - 50g,3325840391703,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,50 g,,,,,,,,,,
1071,saté - 60g,3325840354906,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,
1072,Graines De Lin - 95g,3234750030278,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,95 g,,,,,,,,,,
1073,Sour belts,8413178329811,,,,,['France'],[],,[],,,,,,,,,,?,,369,,1544 kj(369 kcal),,"2,1",,"1,2",,83,,59,,"0,4",,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,,
1074,Saucisse seche de foie,2693122016400,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,"['FR 12.301.002 CE', 'Villeneuve (Aveyron, France)']",,,,,
1075,Special selection,8413111000951,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,sambal bawang - 180g,8718719365533,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,
1077,Pasta di gragnano,8000180780770,,,,,['France'],[],,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"1,2",,"0,24",,"71,3",,4,,"13,3",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,
1078,Flan fraise,6194003030189,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Unicorn Tears,5999883580592,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Scivation - Xtend Bcaas 30 Servings Fruit Punch - 13.97 Oz.,0812135020286,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1081,Condiment à base de balsamique - 250g,3700662760577,,,,,['France'],[],,[],,,,,,,,,,?,,243,,1017 kj(243 kcal),,0,,0,,"55,3",,"55,3",,"0,9",,"0,06",,"0,024",,,,,,,,,,,,,250 g,['Bouteille'],,,,,,,,,
1082,Moutarde au poivre vert,3760179730630,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],[],,[],,13 g,en quantité modérée,0.8 g,en faible quantité,5.3 g,en quantité modérée,5.2 g,en quantité élevée,?,,194,+14%,812 kj(194 kcal),+14%,13,+20%,"0,8",-2%,"9,7",+41%,"5,3",+37%,"8,3",+26%,"5,2",+10%,"2,08",+10%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,
1083,Velours de caramel saveur macaron pistache,3760194208466,,,,,['France'],[],,[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,"15,3",,"13,9",,"57,5",,"52,5",,"1,5",,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,
1084,condiment à base vinaigre à la pulpe de poivron et piment d’espelette - 100g,3700662761093,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100 g,['Bouteille'],,,,,,,,,
1085,huile végétale assaisonnement de sésame toasté - 100g,3700662718042,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,100 g,['Bouteille'],,,,,,,,,
1086,5019066540936,5019066540936,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,sirop de thé ouzbek - 250g,60147490,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 g,['Bouteille'],,,,,,,,,
1088,sirop de rose - 60g,5410677120416,A,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de rose']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,60 g,['Bouteille'],,,,,,,,,
1089,Sirop Cassis - Bigallet - 500g,3336770003925,A,['Bigallet'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,500 g,['Bouteille'],,,,,,,,,
1090,Pickled ginger - 454g,8853085001200,,,,,['France'],[],,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,"7,5",,0,,0,,"0,37",,"0,148",,,,,,,,,,,,,454 g,,,,,,,,,,
1091,Sambal Djeroek - 200g,8718719365571,,,,,['France'],[],,[],,,,,,,,,,?,,76,,318 kj(76 kcal),,"0,8",,"0,08",,"12,3",,"9,1",,"2,3",,"10,21",,"4,084",,,,,,,,,,,,,200 g,,,,,,,,,,
1092,hoisin sauce - 730g,0081666058956,,,"['Epicerie', 'Sauces', 'Sauces hoisin']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,730 g,['Bouteille'],,,,,,,,,
1093,sauce gingembre - 500g,2400000009078,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,['Bouteille'],,,,,,,,,
1094,Le canard cuisiné aux cèpes - Pierre Champion,3529670501671,,['Pierre Champion'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Petits pères noël bonbons de chocolat au lait fourrés,8008743027713,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Sculptures en chocolat', 'Pères Noël en chocolat']",,['France'],[],,[],,31 g,en quantité élevée,18 g,en quantité élevée,58 g,en quantité élevée,0.28 g,en faible quantité,?,,535,-2%,2238 kj(535 kcal),-2%,31,-6%,18,-11%,58,+6%,58,+10%,"5,9",-10%,"0,28",+61%,"0,112",+61%,27,+3%,E,+3%,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,
1096,Canistrelli - Huilerie Richard,3021885014453,,['Huilerie Richard'],,,['France'],[],,[],,,,,,,,,,?,,467,,1954 kj(467 kcal),,"14,7",,"2,54",,"77,1",,"32,7",,"6,8",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,
1097,agar agar boisson - Gerlinéa - 20g,3175681120167,E,['Gerlinéa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés', ""Produits à base d'algues"", 'Agar-agar']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,20 g,,,,,,,,,,
1098,Foie gras de canard,3104541058500,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,['France'],[],,[],,54 g,en quantité élevée,23 g,en quantité élevée,0.9 g,en faible quantité,1.2 g,en quantité modérée,?,,528,-0%,2209 kj(528 kcal),-0%,54,-1%,23,-1%,"2,7",+13%,"0,9",-32%,"7,6",+1%,"1,2",0%,"0,48",0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1099,4 muffins duo choco,0286631022967,,,,,['France'],[],,[],,,,,,,,,,?,,459,,1920 kj(459 kcal),,29,,"5,1",,50,,29,,"6,2",,"0,45",,"0,18",,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
1100,Ballygowan,5099483007656,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,The platinum collection,5099466171053,,,,,['France'],[],,[],,,,,,,,,,?,,482,,2017 kj(482 kcal),,30,,17,,50,,46,,"5,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1102,Christmas Brandy Cream - Waitrose,5000169008652,,['Waitrose'],,,"['France', 'Royaume-Uni']",[],,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,"39,8",,27,,"14,3",,"14,2",,"1,4",,"0,04",,"0,016",,,,,,,,,,,,,,,,['Waitrose'],,,,,,,
1103,Christmas gluten free mince pies - Waitrose,5000169217849,,['Waitrose'],,,"['France', 'Royaume-Uni']",[],,[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,"13,9",,5,,63,,38,,"2,1",,"0,15",,"0,06",,,,,,,,,,,,,,,['en:gluten-free'],['Waitrose'],,,,,,,
1104,Pain a l'epautre,79525473,,,,,['France'],[],,[],,,,,,,,,,?,,228,,954 kj(228 kcal),,"2,3",,"0,3",,41,,"2,4",,"8,6",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,
1105,Pain multicereales,79210904,,,,,['France'],[],,[],,,,,,,,,,?,,195,,816 kj(195 kcal),,"2,8",,"0,4",,32,,"2,5",,"5,4",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
1106,0255555008005,0255555008005,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Lanieres de poitrine de poulet -,0829854132060,D,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés', 'Ailes de poulet']",,['France'],[],,[],,12 g,en quantité modérée,0 g,en faible quantité,2 g,en faible quantité,5 g,en quantité élevée,?,,230,+17%,962 kj(230 kcal),+18%,12,0%,0,-100%,22,+743%,2,+133%,9,-52%,5,+273%,2,+273%,12,+67%,D,+67%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1108,Pollo con aderezo de mayonesa zenu -,7701101230367,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,atún ensalada primavera alamar -  - 160g,7700618020171,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,160 g,,,,,,,,,,
1110,ensalada con atún alamar -  - 160g,7700618020638,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,160 g,,,,,,,,,,
1111,salmón en trozos Robinson crusoe -  - 170g,0084773601787,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,170 g,,,,,,,,,,
1112,Arroz con coco Carulla -  - 300g,7701001652559,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,300 g,['Sachet'],,,,,,,,,
1113,Coffee Cashew -,0706502323707,,,,,['France'],"['Organic Dates', 'Organic Cashews', 'Organic Shredded Coconut', 'Organic Ground Coffee', 'Organic Coconut Oil']",,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,485,,2029 kj(485 kcal),,"31,2",,"19,4",,"35,2",,"32,3",,6,,13,,"5,2",,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,
1114,Alpella Bar cake,8690504059776,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Galettes pur beurre,3045320053494,,,,,['France'],[],,[],,,,,,,,,,?,,513,,2146 kj(513 kcal),,26,,15,,63,,26,,6,,"0,8",,"0,32",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1116,Croissants pur beurre,0260135018046,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,,
1117,Orange segments,5011555038429,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,persil - spigol - 50g,3102870040753,B,['Spigol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Persil']",,['France'],"['Feuilles de persil coupées', ' Traces de graines de sésame', 'moutarde et céleri']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,50 g,['contenant plastique'],,,,,,,,,
1119,Miel du gatinais - Famille Perronneau - 500g,3263624541022,B,['Famille Perronneau'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels du Gâtinais']",,['France'],['miel'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500g,['Pot'],,,,,,['France'],,http://www.apidis.mobi/#!/miel,
1120,Napolitanke,3870353002658,,,,,['France'],[],,[],,,,,,,,,,?,,495,,2071 kj(495 kcal),,25,,"12,5",,"42,3",,"42,3",,"3,6",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,
1121,Farine Céréales et graines - Le Moulin du Prieuré - 5kg,3760049570502,,['Le Moulin du Prieuré'],,,['France'],[],,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,"5,2",,"0,6",,64,,"2,4",,"14,4",,"1,9",,"0,76",,,,,,,,,,,,,5kg,,,,,,,,,,
1122,Glutamate monosodique,8850464000083,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Thé noir earl Grey,3398984271040,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,14581940,14581940,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Toasted Hazelnuts,5060135537685,,,,,['France'],[],,[],,,,,,,,,,?,,651,,2724 kj(651 kcal),,61,,"4,7",,6,,"3,5",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1126,Manzanilla,8436043645823,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Camomille']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
1127,Energy fruit pulp,3770010805120,,,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,220,,920 kj(220 kcal),,"0,8",,"0,01",,"54,1",,"41,7",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,
1128,12 Crêpes fourrées chocolat noisettes,3349761200128,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,8716716054771,8716716054771,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Magret de canard en tournedos - Labeyrie,3033610050407,D,['Labeyrie'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Tournedos de magret de canard']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,
1131,3760146910300,3760146910300,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Inspiring cylon - Lipton,8714100291818,,"['Lipton', 'Unilever']",,,['France'],[],,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,0,,0,,"0,5",,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', ""Fabriqué dans l'UE"", 'PL-EKO-03']",,,,,,,,
1133,Belle Des îles - Derniers Stocks - Les Jardins de Gaïa,3582810471425,,['Les Jardins de Gaïa'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1134,Fusilli aux cèpes - les Joviettes - 300g,3760273450045,,['les Joviettes'],,['France'],['France'],"['Farine de blé dur Bio 95%', 'cêpes Bio 3%', 'eau', "" 100% des ingrédients sont issus de l'Agriculture Biologique certifiés FR-BIO-01""]",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,300 g,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,['Eure et loir'],,,
1135,Ca' Nichesola Lampone,8056098031428,,,,,['France'],[],,[],,,,,,,,,,?,,179,,749 kj(179 kcal),,"0,4",,"0,023",,"38,16",,"36,18",,"1,92",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,
1136,Miel de sapin -,3528500405004,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,"['France', 'Espagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1137,Blanc de poulet - Monique Ranou - 150g (120g+30g offerts),3250392628529,,['Monique Ranou'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",,['France'],"['Filet de poulet 92% ', 'Origine : France', 'sel', 'dextrose', 'bouillon ', 'arômes naturels', 'oignon', 'carotte', 'poireau', 'conservateur : nitrite de sodium', ' colorant : caramel ordinaire']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1.8 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en faible quantité,1.78 g,en quantité élevée,?,,103,-5%,431 kj(103 kcal),-4%,"1,8",-18%,"0,6",-8%,"1,2",-12%,"1,2",+37%,"20,6",+2%,"1,78",-6%,"0,712",-6%,3,-38%,C,-38%,,,,,,,,150 g (120g+30g offerts),,,,,,,,,,
1138,Pocket box,3760023342057,,,,,['France'],[],,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,18,,"9,3",,40,,"4,1",,"6,4",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
