,name,bar_code,quantity,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,ingredients_origins,manufacturing,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,link,brand_owner
512,Vandemoortele - 500g,46008978,500 g,,['France'],['Margarine allégée au tournesol à cuire età tartiner à'],[],?,?,?,?,?,,,,['Vandemoortele'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,4x 100g,5201037709033,4 x 100 g,,['France'],"['Διατροφική Δήλωση Ανά 100g 176 W/4kαι 1,4g 0,5g 4Aή 42η 2,9 g 0,1g ΥΑΖ %ΠΠΑ', ' ανά μπουκαλάκη 2% 2% ολν', '*** Ενέργεια Λιπαρά"" εκτων οποίων Κορεσμένα 3% ', '85%', 'Υδατάνθρακες λν 0,8%', 'Πρωτείνες 2% 5% εκ των σποίων Σίκνορα 6% 2% Αλάτι τικές * Προολαμβανόμενη Ποσότητα Αναφοράς ενός μέσου ενήλικα', 'με βάση δίαιτα 8400 Κ /']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Arachides crues décortiquées,3760034628812,,,['France'],[],[],?,563,"44,3","21,1","24,8","0,005","0,002",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,,,,-5%,-5%,+34%,+2%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,2356 kj(563 kcal),8,4,,,,,,44.3 g,en quantité élevée,8 g,en quantité élevée,4 g,en faible quantité,0.005 g,en faible quantité,-5%,+10%,-31%,-99%,-99%,4,-33%,C,-33%,,,,
515,Quinoa Lentilles corail & Noisettes - 200g,3760159103904,200 g,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'FR-BIO-10']",['France'],[],"['Végétalien', 'Végétarien']",?,212,12,17,"7,3","0,43","0,172",,,,,,,,,,,,,,,,,,,887 kj(212 kcal),"1,5",4,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Vegebaby,8422791009673,,['Agriculture UE'],['France'],[],[],?,53,"0,5",11,"0,4","0,023","0,009",,,,,,,,,,,,,,,,,,,222 kj(53 kcal),"0,1",8,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Morceaux de chair de crabe tourteau, pattes, pinces et corps pasteurisés décongelés - Delicemer - 100g",3760036825400,100 g,,['France'],[],[],?,81,"0,4","0,1","19,4","0,5","0,2",,['Delicemer'],,,,,,,,,,,,,,,,,339 kj(81 kcal),"0,1","0,1",,,['Irlande'],,['Leclerc'],,,,,,,,,,,,,,,,,,,,,
518,Crème liquide TRANSGOURMET,3554983008272,,,['France'],[],[],?,293,30,"3,5","2,3","0,08","0,032",,['Transgourmet'],,,,,,,,,,,,,,,,,1226 kj(293 kcal),20,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,
519,Vermicelles noir et blanc,3179142000067,,,['France'],[],[],?,447,12,81,"2,2","0,08","0,032",,,,,,,,,,,,,,,,,,,1870 kj(447 kcal),"7,6",74,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Pain 12 céréales,0211079007221,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Carre Frais Bio - 200g (8*25g),2914262600882,200 g (8*25g),"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,208,"16,8","2,5",11,"1,3","0,52",C,"['Carré Frais', 'Elle & Vire', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages à tartiner']",,,,,-11%,-20%,-26%,+31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,870 kj(208 kcal),12,"2,5",,,,"['FR 01.179.001 CE', 'Grièges (Ain, France)']",,16.8 g,en quantité modérée,12 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,-11%,-15%,-16%,+11%,+11%,12,0%,D,0%,,,,
522,empressée chocolat intense - Malo,04714327,,['en:produced-in-bretagne'],['France'],"['LAIT PASTEURISE EMPRESURÉ SUCRÉ AU CHOCOLAT Ingrédient Lait partiellement écrémé pasteurisé', 'lait concentré écrémé', 'sucre 9%', 'cacao 3,8%', 'chocolat 0,8% ', 'pate de cacao', 'sucre', 'beurre de cacao', 'présure', ' Origine du lait: France', 'Bretagne', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",['Non végétalien'],?,?,?,?,?,,,,['Malo'],['Empressure'],,,3,,,,,,,,,,,,,,,,,,,"['FR 35.288.00T', 'Saint-Malo (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,
523,Miel acacia badine cannelle - Famille Mary,3760115093553,,,['France'],[],[],?,?,?,?,?,0,0,B,['Famille Mary'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
524,Olives vertes farcies aux poivrons - Auchan Bio - 100g,3596710479818,100 g,"['Bio', 'Bio européen', 'ES-ECO-001-AN', 'Nutriscore', 'Nutriscore C']",['France'],[],[],589,143,15,"< 0,5","0,9",4,"1,6",A,"['Auchan Bio', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",,,,-4%,+1%,+8%,-74%,-18%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,589 kj(143 kcal),3,"< 0,5","['Bocal', 'Verre']",,,,['Auchan'],15 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,4 g,en quantité élevée,-1%,+30%,+102%,+15%,+15%,11,-2%,D,-2%,,,,
525,Kiwi jaune sungold - Zespri,3588050008032,,['Bio'],['France'],[],[],?,79,"0,28","15,8","1,02","0,007","0,003",B,['Zespri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kiwis']",,,,,+8%,-37%,+10%,-7%,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,331 kj(79 kcal),"0,065","12,3",,,,,,0.28 g,en faible quantité,0.065 g,en faible quantité,12.3 g,en quantité modérée,0.007 g,en faible quantité,+5%,-4%,+23%,+57%,+57%,-3,,A,,,,,
526,Fromage Blanc Fondu Double Crème xxl - Milbona,20917357,,,['France'],[],[],?,253,23,5,14,"3,6","1,44",,['Milbona'],,,,,,,,,,,,,,,,,1059 kj(253 kcal),15,5,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Biscuit - Les Gourmandises De Sophie - 285g,3700345906148,285 g,,['France'],[],[],?,501,28,56,"5,3","0,5","0,2",,['Les Gourmandises De Sophie'],,,,,,,,,,,,,,,,,2096 kj(501 kcal),18,28,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Anis Vert Grains,3144550010168,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,"Bouchée panée de blé, épinards, emmental cuite surgelée - 400g",3492500065967,400 g,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Riz long parfume,8858741290202,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Galette frangipane alliance 6 parts - Auchan,2090000179880,,,['France'],[],[],?,?,?,?,?,0,0,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,
532,Lentilles beluga,3446400000610,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Bonbonnière Large Cupcakes,3700345908715,,,['France'],[],[],?,557,37,48,"3,6","0,5","0,2",,,,,,,,,,,,,,,,,,,2330 kj(557 kcal),20,43,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Soupe potiron lait de coco et citronelle,8749132081274,,,['France'],[],[],?,48,"3,9",2,"0,8","0,79","0,316",,,,,,,,,,,,,,,,,,,201 kj(48 kcal),"2,7","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
535,Ashwagandha,3760089423257,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Blanc de Blancs 2007,3185370670064,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Noix de cajou crue - 250g,3760179761016,250 g,,['France'],[],[],?,89,"2,9",12,"3,6","0,1","0,04",E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,-85%,-94%,-53%,-81%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,372 kj(89 kcal),"1,9",12,,,,,,2.9 g,en faible quantité,1.9 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,-85%,-78%,+85%,-84%,-84%,-3,-140%,A,-140%,,,,
538,Liqueurs de france - Jacquot,3173287205202,,['Fabriqué en France'],['France'],[],[],?,408,10,67,"1,9","0,01","0,004",,['Jacquot'],,,,,,,,,,,,,,,,,1707 kj(408 kcal),"6,2",65,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Cap d‘ona bière ambrée,3760032530124,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,The Festive Selection 7 Cracker Varieties,5000168153391,,,['France'],[],[],?,461,"17,4","64,8","9,3","1,3","0,52",,,,,,,,,,,,,,,,,,,1929 kj(461 kcal),"8,1","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,
541,The Noir Finest Breakfast N50 100G,3700111086296,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,couronne des rois nature - La Fournée Dorée - 350g,3587220000371,350 g,,['France'],[],[],?,331,9,55,"7,3","0,86","0,344",,['La Fournée Dorée'],,,,,,,,,,,,,,,,,1385 kj(331 kcal),4,"21,4",,,,,,,,,,,,,,,,,,,,,,,,,,
543,Pechuga de Pavo PIMENTÓN,2302836003759,,,['France'],[],[],?,104,1,"3,2","20,6","1,51","0,604",,,,,,,,,,,,,,,,,,,435 kj(104 kcal),"0,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Flageolets verts extra-fins,3017800500279,,,['France'],[],[],?,87,"0,6",12,"5,4","0,81","0,324",,,,,,,,,,,,,,,,,,,364 kj(87 kcal),"0,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
545,3058325914479,3058325914479,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,"Maïs à éclater Au Micro-ondes (goût De Beurre, Mini Sacs)",0027000480922,,,['France'],[],[],?,0,10,20,3,"0,575","0,23",,,,,,,,,,,,,,,,,,,0 kj(0 kcal),5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Melis,8699073291310,,,['France'],[],[],?,14,"0,07","2,74","3,5","3,5","1,4",,,,,,,,,,,,,,,,,,,59 kj(14 kcal),"0,05","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,
548,Druer Grønne 500G Beger B - 500g,6009533400015,500 g,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Rice Up Gluten Free Brown Rice Chips Hot Chilli Pepper,3800233070125,,['Sans conservateurs'],['France'],[],[],?,448,18,61,"6,7","0,9","0,36",,,,,,,,,,,,,,,,,,,1874 kj(448 kcal),"2,8","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,
550,Lolea Gold Sangria,8437014256093,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Tartinade de poireaux,3760111550159,,,['France'],[],[],?,186,"13,7","11,94","3,7","1,13","0,452",,,,,,,,,,,,,,,,,,,778 kj(186 kcal),"1,6","1,67",,,,,,,,,,,,,,,,,,,,,,,,,,
552,Sirop ananas,3242611104006,,['Fabriqué en France'],['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Chicche de pommes de terre - 500g,8009334124026,500 g,['Fabriqué en Italie'],['France'],[],[],?,635,"0,4","3,4","2,2","0,05","0,02",,,,,,,,,,,,,,,,,,,2657 kj(635 kcal),"0,2","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,
554,Pâte feuilleté avec garniture fraise,8710998412533,,,['France'],[],[],?,416,18,59,"3,4","0,71","0,284",,,,,,,,,,,,,,,,,,,1741 kj(416 kcal),"8,5",33,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Tesco Organic Kiwi Fruit Pack,10054406,,,['France'],[],[],?,55,"0,5","10,6","1,1","0,01","0,004",,['Tesco'],,,,,,,,,,,,,,,,,230 kj(55 kcal),"0,2","10,3",,,,,,,,,,,,,,,,,,,,,,,,,,
556,Crunchy pretzels,5060527230286,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,25,"4,5","70,6","12,9","2,5",1,,,,,,,,,,,,,,,,,,,105 kj(25 kcal),"0,6","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,
557,Mini éclairs,3660133005708,,,['France'],[],[],?,259,12,34,4,1,"0,4",,,,,,,,,,,,,,,,,,,1084 kj(259 kcal),10,21,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Picknick lait - Qualité & Prix,7613379609717,,"['Commerce équitable', 'Max Havelaar']",['France'],[],[],?,538,31,56,"7,3","0,13","0,052",,['Qualité & Prix'],,,,,,,,,,,,,,,,,2251 kj(538 kcal),15,46,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Vegetarian paté herbs&garlic - Tartex,4005514174052,,,['France'],[],[],?,241,20,10,"3,8","1,5","0,6",,['Tartex'],,,,,,,,,,,,,,,,,1008 kj(241 kcal),10,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
560,Fitvia,4260515895379,,,['France'],[],[],?,2,"0,5","0,6","0,5","0,01","0,004",,['Fitvia'],,,,,,,,,,,,,,,,,8 kj(2 kcal),"0,1","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
561,"Marie Brizard, Sirop De Menthe 700ml - 70cl",3041311026478,70 cl,['Point Vert'],['France'],"['Sucre de canne', 'eau', 'extrait de menthe', 'colorants: E102', 'E133']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1030,242,"0,5",61,"0,5","0,05","0,02",B,['Marie brizard'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']","['E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,-6%,+1%,+355%,-1%,+339%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,1030 kj(242 kcal),"0,1",61,,,,,['ls proxi'],,,,,,,,,0%,+237%,+3%,+126%,+126%,,,,,,,,
562,confiture,3760082198534,,,['France'],[],[],?,254,0,60,0,0,0,,,,,,,,,,,,,,,,,,,1063 kj(254 kcal),0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Sucre de canne complet - Destination,17047760,,['Bio'],['France'],[],[],?,399,0,"99,6","0,1",0,0,,['Destination'],,,,,,,,,,,,,,,,,1669 kj(399 kcal),0,"99,5",,,,,,,,,,,,,,,,,,,,,,,,,,
564,Maîtres Landais - 460g,3356650011154,460g,,['France'],['49 A consommer avant la date indiquée sur le couvercle'],[],?,485,"50,1","1,6","6,9","1,02","0,408",A,['Maîtres Landais'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,-8%,-8%,-33%,-8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2029 kj(485 kcal),"2,9",0,['pot en verre parfait'],['France'],['40180'],['3356650011164'],['Leclerc'],50.1 g,en quantité élevée,2.9 g,en quantité modérée,0 g,en faible quantité,1.02 g,en quantité modérée,-8%,-88%,-100%,-15%,-15%,12,-42%,D,-42%,,,http://40.126.003,
565,Detox,3401560045222,,"['Bio', 'Bio européen', 'ES-ECO-020-CV', 'FR-BIO-01']",['France'],[],[],?,2,"0,5","0,5","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,8 kj(2 kcal),"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
566,Coriandoli Fattora,8017070361148,,,['France'],[],[],?,0,"1,5",74,13,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),"0,6","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,
567,Sauté de dinde - Les Accessibles - 720g,3266980010935,720 g,,['France'],['Dinde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,0,0,D,['Les Accessibles'],"['Viandes', 'Volailles', 'Dindes', 'Cuisses de dinde', 'en:raw-meats', 'en:raw-turkey-meat']",,,1,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,['Barquette'],,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
568,Kartoffel-kürbis-gemüse Mit Bio-hühnchen - Hipp,4062300261815,,['en:gluten-free'],['France'],[],[],?,302,"2,4","9,4","2,5","0,28","0,112",,['Hipp'],,,,,,,,,,,,,,,,,1264 kj(302 kcal),"0,5","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
569,Hotginger,8936010530263,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Avocat,3700353610891,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Chocolate truffles - 135g,5099872015774,135 g,,['France'],[],[],?,570,"40,7","45,2",5,"0,2","0,08",,,,,,,,,,,,,,,,,,,2385 kj(570 kcal),"24,3","29,9",,,,,,,,,,,,,,,,,,,,,,,,,,
572,Terrine de foie frais au Gewurztraminer - 90g,3700428492025,90 g,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,"['EMB 65375A', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",,,,,,,,,,,,,,,,,,,,,,
573,Steak de requin - 300g,3422540009980,300 g,,['France'],[],[],?,88.31,"0,51",0,"20,93","0,32","0,128",,,,,,,,,,,,,,,,,,,369 kj(88 kcal),"0,18",0,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Didier Sorin - 1kg,3770000199000,1kg,,['France'],['Haricots Blancs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,['Didier Sorin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,1,,,,,,,,,,,,,,,,['Sachet'],"[""Saint André Goule D'Oie""]",['Vendée'],['377000199000'],['hyper U'],,,,,,,,,,,,,,,,,,,,,
575,Colorant alimentaire - 10g,3265960306013,10 g,,['France'],[],[],?,?,?,?,?,0,0,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
576,Protein cream - Foodspring - 200g,03949313,200 g,,['France'],[],[],?,519,37,33,21,"0,2","0,08",,['Foodspring'],,,,,,,,,,,,,,,,,2171 kj(519 kcal),"8,4","7,4",,,,,,,,,,,,,,,,,,,,,,,,,,
577,Batonet d'Amié ananas bio,3770008444935,,['Bio'],['France'],[],[],?,150,0,23,"0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,628 kj(150 kcal),0,"20,8",,,,,,,,,,,,,,,,,,,,,,,,,,
578,Chocolat au lait éclats de caramel fleur de sel - L'Éclair de Génie - 90g,3760098356805,90 g,,['France'],[],[],?,370,"23,1","32,5",5,"0,35","0,14",,"[""L'Éclair de Génie""]",,,,,,,,,,,,,,,,,1548 kj(370 kcal),"14,6","6,3",,,,,,,,,,,,,,,,,,,,,,,,,,
579,Holy fruits,3325350955235,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Pains au choclats et croissants - Auchan,2090000176025,,,['France'],[],[],?,?,?,?,?,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,
581,Blended malt scotch whisky,4056489149743,,,['France'],[],[],?,?,?,?,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Thé Vert Bio,3564884022017,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Bonbon,4770115182361,,,['France'],[],[],?,383,0,95,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,1602 kj(383 kcal),0,64,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Thé melange Russe 7 agrumes,3760076280832,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Valda,3595890248030,,,['France'],[],[],?,195,"0,2",43,0,0,0,,,,,,,,,,,,,,,,,,,816 kj(195 kcal),"0,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Tisane camomilla - Leader Price,3263851708014,,,['France'],[],[],?,516,28,54,"7,5","0,03","0,012",B,['Leader Price'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Camomille']",,,,,+387%,+143%,+29900%,+875%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,2159 kj(516 kcal),17,46,,,,,['Leader Price'],28 g,en quantité élevée,17 g,en quantité élevée,46 g,en quantité élevée,0.03 g,en faible quantité,+387%,+626%,+65056%,-98%,-98%,,,,,,,,
587,Kasugai peas and you,4901326013896,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,lentilles corail - 1000g,8697431250511,1000g,,['France'],[],[],?,116,"0,4",20,9,,,,,,,,,,,,,,,,,,,,,485 kj(116 kcal),"0,1","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,
589,Kombucha,4062139000081,,,['France'],[],[],?,62,0,15,0,0,0,C,,"['Boissons', 'Boissons au thé', 'Kombuchas']",,,,,+244%,-100%,+293%,-100%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,259 kj(62 kcal),0,3,,,,,,0 g,en faible quantité,0 g,en faible quantité,3 g,en quantité modérée,0 g,en faible quantité,+245%,-100%,-13%,-100%,-100%,11,+92%,E,+92%,,,,
590,Pochette découverte - 4x 2g,3700324431975,4 x 2 g,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Poudre pour boisson,5352101481246,,,['France'],[],[],?,80,0,"1,6",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,335 kj(80 kcal),0,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,
592,Jus d'orange,3207824600004,,,['France'],[],[],?,?,?,?,?,0,0,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
593,10 coquilllles St Jacques à la normande,3282742221142,,['Fabriqué en France'],['France'],[],[],?,137,"8,8","8,9","5,3",0,0,,,,,,,,,,,,,,,,,,,573 kj(137 kcal),"6,2","1,9",,,,,,,,,,,,,,,,,,,,,,,,,,
594,Kéraphane Cheveux-Ongles,3535400023368,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Homar,2283067243827,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Terrine végétale au thym,3770013207037,,,['France'],[],[],?,244,"20,2","8,7","7,8","0,7","0,28",,,,,,,,,,,,,,,,,,,1021 kj(244 kcal),3,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
597,Granola barre extra cookie,5627910469380,,,['France'],[],[],?,486,22,64,"6,3","0,86","0,344",,,,,,,,,,,,,,,,,,,2033 kj(486 kcal),12,39,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Sour Jawbreaker,5011061112170,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,FRIYA SNACKING DRINK,9120065050114,,,['France'],[],[],?,34,"0,3","6,9","0,4","0,03","0,012",,,,,,,,,,,,,,,,,,,142 kj(34 kcal),"0,1","6,8",,,,,,,,,,,,,,,,,,,,,,,,,,
