,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,traceability_code,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,link,generic_name
81,Kenny's seasonings,0094922370266,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,0,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
82,Filet de merlan,3000231320042,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Filets de merlan']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Crosti Choco Noisettes,4291342360105,,,['France'],[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,12,,"2,6",,59,,17,,11,,"0,2",,"0,08",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
84,Tome noir pyrenees,0204039009908,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,29,,20,,"1,8",,0,,20,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
85,Mélange de légumes,2868075024936,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,29",,"0,04",,"3,34",,"3,05",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Dos de cabillaud,0203254035037,E,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,
87,Pains au chocolat pur beurre,0255488020990,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,21,,13,,38,,10,,"7,3",,"0,83",,"0,332",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
88,Brichock - Auchan,2030000025589,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,['Auchan'],,,,,
89,Le charcutier jambon d' auvergne - Auchan - 88g,3254561043335,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",['France'],[],[],14 g,en quantité modérée,5.6 g,en quantité élevée,0.5 g,en faible quantité,5.7 g,en quantité élevée,?,,245,+1%,1025 kj(245 kcal),+0%,14,+1%,"5,6",-1%,"0,5",-17%,"0,5",+9%,"28,6",-1%,"5,7",-3%,"2,28",-3%,18,+4%,D,+4%,,,,,,,,['Fabriqué en France'],88 g,,['Auchan'],"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,['Auchan'],,,,,
90,Figue Noix bio,3760036848010,,,['France'],[],[],,,,,,,,,?,,255,,1067 kj(255 kcal),,"0,7",,"0,2",,56,,"49,3",,"1,1",,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
91,Caille fermière  jaune des LANDES,0221335054715,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,10,,"2,9",,"0,5",,"0,5",,21,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,,
92,Miel de fleurs - Belle France - 250g,91240781,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,250 g,,['Belle France'],,,,,,,,,,
93,Pâté croûte,2281537014564,,,['France'],[],[],,,,,,,,,?,,266,,1113 kj(266 kcal),,14,,"7,1",,24,,"1,2",,11,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
94,Miel de Lavande,3770006735134,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
95,Confiture myrtille,3389681003829,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,?,,243,+11%,1017 kj(243 kcal),+11%,"0,2",-23%,0,-100%,59,+10%,56,+10%,"0,3",-23%,0,-100%,0,-100%,12,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
96,Cao Kids Granules,3245678049334,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,2,,"1,5",,87,,79,,5,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
97,Cerneaux de noix,2609928056670,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",['France'],[],[],63.8 g,en quantité élevée,5.7 g,en quantité élevée,3 g,en faible quantité,,,?,,689,+0%,2883 kj(689 kcal),+0%,"63,8",-0%,"5,7",-3%,"10,8",+11%,3,-6%,"14,7",-2%,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,
98,Sardine ocean,0203084042113,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,1,,0,,0,,0,,100,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Sucre vanille -,3104544072459,A,"['Édulcorants', 'Sucres', 'Sucres vanillés']",['France'],"['sucre', 'amidon', 'extrait naturel de vanille', ' Peut contenir : blé']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,94 g,en quantité élevée,,,?,,400,+1%,1674 kj(400 kcal),+0%,"0,5",+173%,"0,1",+78%,99,+0%,94,-4%,"0,5",+172%,,,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,['Film en plastique'],,,,,2,,,,,,
100,Miel de forêt - Finabeil,3263628010166,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,"['Finabeil', 'Famille Perronneau']",,,,,,,,,,
101,Cheetos Crunchy Cheddar Jalapeno Cheese Flavored Snacks 2.0 Ounce Plastic Bag,0028400065535,,['Snacks'],"['France', 'États-Unis']","['Enriched Corn Meal ', 'Corn Meal', 'Ferrous Sulfate', 'Niacin', 'Thiamin Mononitrate', 'Riboflavin', 'Folic Acid', 'Vegetable Oil ', 'Corn', 'Canola', 'and/or Sunflower Oil', 'Cheddar Jalapeno Seasoning ', 'Whey', 'Maltodextrin [Made From Corn]', 'Salt', 'Canola Oil', 'Buttermilk', ""Romano Cheese [Cow's Milk"", 'Cheese Cultures', 'Salt', 'Enzymes]', 'Monosodium Glutamate', 'Cheddar Cheese [Milk', 'Cheese Cultures', 'Salt', 'Enzymes]', 'Onion Powder', 'Sugar', 'Corn Starch', 'Natural and Artificial Flavors', 'Modified Corn Starch', 'Dextrose', 'Spices', 'Lactose', 'Jalapeno Pepper', 'Garlic Powder', 'Sodium Caseinate', 'Artificial Color [Yellow 6', 'Yellow 5', 'Blue 1', 'Red 40]', 'Skim Milk', 'Lactic Acid', 'Citric Acid', 'Malic Acid', 'Sunflower Oil', 'Disodium Inosinate', 'Disodium Guanylate', 'and Salt', ' CONTAINS MILK INGREDIENTS']",['Non végétalien'],35.7 g,en quantité élevée,5.36 g,en quantité élevée,3.57 g,en faible quantité,2.59 g,en quantité élevée,?,,571,+27%,2389 kj(571 kcal),+27%,"35,71",+71%,"5,36",-41%,"53,57",-5%,"3,57",-88%,"7,14",+14%,"2,59",+392%,"1,036",+392%,19,+6%,E,+6%,,,,,,,,,,,['Cheetos'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E110 - Jaune orangé S', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E296 - Acide malique', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique']",['Lait'],4,,Frito Lay,,,,
102,Beurre cru - 250g,3760114490131,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,80,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
103,Champignons de paris,8713021003685,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Chocolate mexicano cacao puro discs,0898456001395,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,
105,Apple Danish - Mrs. Freshley's,0072250908641,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,17,,8,,57,,26,,6,,700,,280,,,,,,,,,,,,,,,,"[""Mrs. Freshley's""]",,,,,,,,,,
106,Zinc +,5407003151237,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Crevette,2891435031039,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Courges,2803074001625,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Jus d'aloe vera,3770001361154,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
110,Le poulet nourri aux graines de lin - Maître Coq,0215703027425,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,2,,"0,2",,0,,0,,24,,"0,15",,"0,06",,,,,,,,,,,,,['Nutriscore'],,,['Maître Coq'],,,,,,,,,,
111,Nuggets de saumon,3061433029904,,,['France'],[],[],,,,,,,,,?,,298,,1247 kj(298 kcal),,"16,9",,2,,"20,9",,"2,7",,15,,"0,751",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,
112,4 cookies aux morceaux de chocolat,0216733019022,,,['France'],[],[],,,,,,,,,?,,493,,2063 kj(493 kcal),,26,,13,,58,,36,,"5,9",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,
113,Poulet,0253071034188,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"1,3",,"0,4",,0,,0,,23,,"0,11",,"0,044",,,,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,
114,Passion fruit fruits pearls - 5mg,4710007520055,,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,0,,0,,16,,16,,0,,0,,0,,,,,,,,,,,,,,5 mg,,,,,,,,,,,,
115,Épices Karina Poulet Boucané,3760276971868,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Saucisse fumée,2281509023945,,,['France'],[],[],,,,,,,,,?,,274,,1146 kj(274 kcal),,"21,5",,"8,3",,1,,1,,"19,8",,"2,71",,"1,084",,,,,,,,,,,,,,,,,"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,,,,,,
117,Confiture Artisanale,3286462501003,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['France'],[],[],3 g,en quantité modérée,0.3 g,en faible quantité,55 g,en quantité élevée,,,?,,265,+19%,1109 kj(265 kcal),+20%,3,+1045%,"0,3",+504%,"64,7",+21%,55,+7%,"2,7",+422%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
118,Infusion au chanvre detoxifiant,0660902518593,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,,,,
119,Coconut dream - 50g,7350049152776,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,"15,9",,"10,2",,"38,8",,34,,"29,2",,"0,6",,"0,24",,,,,,,,,,,,,,50 g,,,,,,,,,,,,
120,3451555448743,3451555448743,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,5,,5,,89,,58,,7,,15,,6,,,,,,,,,,,,,,,['Boîte en métal'],,,,,,,,,,,
121,Terrine de campagne - 180g,3507170720013,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",['France'],[],[],18 g,en quantité modérée,7.2 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,234,-28%,979 kj(234 kcal),-27%,18,-36%,"7,2",-33%,"0,5",-78%,"0,5",-42%,17,+21%,2,+25%,"0,8",+25%,17,-12%,D,-12%,,,,,,,,['Sans colorants'],180 g,,,,,,,,,,,,
122,Flavour Kick - Foodspring,4260363485982,,,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,0,,0,,"12,5",,"8,1",,0,,"0,19",,"0,076",,,,,,,,,,,,,,,,['Foodspring'],,,,,,,,,,
123,Escalope fine poulet fermier Bio,2200015030575,C,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,['Monoprix'],,,,,
124,Miel D'Acacia,3760183620071,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
125,Lapin entier decoupé avec foie,2258953010029,D,"['Viandes', 'Viande de lapin']",['France'],[],[],3.4 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,0.13 g,en faible quantité,?,,117,-24%,490 kj(117 kcal),-26%,"3,4",-57%,"1,2",-50%,"0,7",+0%,"0,7",+66%,21,+7%,"0,13",-74%,"0,052",-74%,-3,-592%,A,-592%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
126,Coppa montorsi - 102g,2874244019290,,,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,23,,"8,2",,0,,0,,27,,"4,3",,"1,72",,,,,,,,,,,,,['en:gluten-free'],102 g,,['Montorsi'],,,,,,,,,,
127,Miel de Fleur Crémeux,3760183620040,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
128,Cherry dark chocolate & almond ounces,0184500000729,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,9,,"3,5",,11,,11,,3,,0,,0,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
129,Jimini's energie riegel,3760274101571,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,"23,3",,"5,2",,"39,7",,"36,2",,14,,"0,1",,"0,04",,,,,,,,,,,,,['en:gluten-free'],,,"[""Jimini's""]",,,,,,,,,,
130,Blist. 2 éclairs café,0207096016339,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Donuts au Sucre,0203917014430,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],17 g,en quantité modérée,9.2 g,en quantité élevée,10 g,en quantité modérée,1.2 g,en quantité modérée,?,,367,-10%,1536 kj(367 kcal),-10%,17,-25%,"9,2",-13%,48,+7%,10,-40%,"5,6",-5%,"1,2",+26%,"0,48",+26%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
132,Soupe aux légumes,0745114177841,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,"11,8",,2,,"37,4",,16,,"31,2",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
133,Palais du soleil moelleux mi figues mi raisins,3378490020219,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Farine complete petit epautre,3760147640039,,,['France'],[],[],,,,,,,,,?,,1480,,6192 kj(1480 kcal),,"1,7",,"0,3",,70,,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,semoule au lait caramel,36156,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Meilbio italian raw and creamy honey wildflower ounce,0652642007802,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Pomme de terre rouge Chérie, Catégorie 1 35 mm",3360190021573,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4000512733157,4000512733157,,,['France'],['gelatine alimentare'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Tagliatelles au pesto et saumon,3760008795632,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,"6,3",,"1,4",,"15,8",,"0,7",,"7,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
140,Fleurs d'infusion - 250ml,3760165216926,,,['France'],[],[],,,,,,,,,?,,9,,38 kj(9 kcal),,0,,0,,2,,2,,0,,0,,0,,,,,,,,,,,,,,250 ml,,,,,,,,,,,,
141,6 Cupcakes saveur vanille  nappage saveur cacao - Arizona - 6x 40g,15107321,,,['France'],[],[],,,,,,,,,?,,476,,1992 kj(476 kcal),,25,,11,,57,,37,,"4,9",,"0,63",,"0,252",,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",6 x 40 g,,['Arizona'],,,,,,,,,,
142,Doony's,0240203015740,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,24,,10,,44,,17,,"6,1",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
143,Sandwich Jambon emmental - 145g,6389732884879,,,['France'],[],[],,,,,,,,,?,,237,,992 kj(237 kcal),,"9,8",,"2,3",,25,,"3,8",,10,,2,,"0,8",,,,,,,,,,,,,,145 g,,,,,,,,,,,,
144,Reblochon de Savoie,2204678002474,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,?,,332,+2%,1389 kj(332 kcal),+3%,"27,6",+3%,"16,9",-10%,"0,1",-73%,"0,1",-56%,"20,8",+4%,"1,19",-11%,"0,476",-11%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
145,Perle de coco x3,0204830017386,,,['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,"5,2",,"1,9",,38,,18,,"1,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
146,Croûton à l'ail,3574318390032,,,['France'],[],[],,,,,,,,,?,,528,,2209 kj(528 kcal),,30,,"2,6",,"5,5",,"3,8",,"7,8",,"2,13",,"0,852",,,,,,,,,,,,,,,,,"['EMB 86137', 'Loudun (Vienne, France)']",,,,,,,,,
147,Cake Magdalenas,5425002280468,,,['France'],[],[],,,,,,,,,?,,411,,1720 kj(411 kcal),,17,,"2,9",,"58,7",,26,,"5,3",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,
148,Jambon blanc superieur,3700401004405,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],3.7 g,en quantité modérée,1.29 g,en faible quantité,0.6 g,en faible quantité,2.3 g,en quantité élevée,?,,114,-14%,477 kj(114 kcal),-13%,"3,7",-23%,"1,29",-30%,"0,6",-10%,"0,6",+1%,"20,1",-5%,"2,3",+23%,"0,92",+23%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
149,Yaourt fraise,2204981019022,,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"1,83",,"1,24",,"7,91",,"7,21",,"2,59",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
150,Eko-logisk linspasta sedanini - Favorit - 250g,7331746250019,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"1,7",,"0,4",,52,,"1,2",,25,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",250 g,,['Favorit'],,,,,,,,,,
151,Morrison’s British parsley sauce - Morrissons,5010251908760,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['Morrissons', 'Morrisons']",,,,,,,,,,
152,Foies de lapin - U - 3,2687572022173,A,"['Viandes', 'Viande de lapin', 'Foies de lapin']",['France'],['FOIES DE LAPIN'],[],3.4 g,en quantité modérée,1.2 g,en faible quantité,2.1 g,en faible quantité,,,?,,115,-25%,481 kj(115 kcal),-27%,"3,4",-57%,"1,2",-50%,"2,1",+201%,"2,1",+398%,19,-4%,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,3,['Film en plastique'],"['U', 'Nouvelle Agriculture']",,,,,,,,,,
153,Miel de fleurs d'été - Les Ruchers de la Courcelle,3770011150168,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['Les Ruchers de la Courcelle'],,,,,,,,,,
154,"Jus de fruits et algues Raisin, Myrtille, Spiruline",3770008708303,,,['France'],[],[],,,,,,,,,?,,71,,297 kj(71 kcal),,0,,0,,16,,16,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Puree de pomme poir - 700g,37019198,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,700 g,,,,,,,,,,,,
156,Miel des Pyrénées Ariégeoise -,3770013811098,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Bio'],,,,,,,,,,,,,
157,Asda Beef jerky,5054781984009,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Asda'],,,,,,,,,,
158,Fitvia tropical détox bar,4260515891173,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,329,,1377 kj(329 kcal),,11,,2,,47,,40,,7,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,['Fitvia'],,,,,,,,,,
159,Miel,3770015463035,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
160,Chicken in wild sauce with rice - 400g,8595648611180,,,['France'],[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,"5,6",,"1,3",,"13,4",,"0,7",,"8,1",,"1,18",,"0,472",,,,,,,,,,,,,,400 g,,,,,,,,,,,,
161,Sosa Amido di Riso - 500g,8414933024200,,,"['France', 'Italie']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
162,Royal mousse dulce de leche,7622300871666,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['boîte'],,,,,,,,,,,
163,California saumon fromage,3760022330666,,,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,"7,2",,"3,3",,24,,"5,9",,5,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
164,Rôti de porc,0278402025918,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,?,,141,-2%,590 kj(141 kcal),-1%,"6,3",+25%,"2,9",+39%,"1,2",+47%,"0,9",+44%,20,-11%,"1,89",+10%,"0,756",+10%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
