,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,labels,origin_detail,ingredients_origins,producer_info,allergens,link,palm_ingredients,brand_owner
1296,Yaourts fruits jaunes poire - pêche - abricot - Baïko - 750g,3463342709302,,750 g,"['Carton', 'Pots', 'Plastique']",['Baïko'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,"['FR 74.016.050 CE', 'Archamps (Haute-Savoie, France)']",['Magasins U'],['France'],"['Lait entier 72%', 'fruits ', 'pêche', 'abricot', 'poire', ' 12%', 'sucre 7,8%', 'sirop de glucose-fructose', 'protéines de lait', 'épaississants : amidon transformé', 'E440', 'lait en poudre écrémé', 'arômes', ""correcteurs d'acidité E330"", 'E331', 'conservateur du fruit : E202', 'colorant E160c', 'E100 ', 'sorte pêche', 'E160a', 'E160c ', 'sorte abricot', 'ferments lactiques']","['E14XX - Amidons modifiés', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E160a - Carotènes mélangés']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,3 g,en quantité modérée,2 g,en quantité modérée,12 g,en quantité modérée,0.08 g,en faible quantité,410,+11%,90,-2%,410 kj(90 kcal),+7%,3,-8%,2,-2%,12,+9%,12,+19%,"3,3",-12%,"0,08",-30%,"0,032",-30%,2,-35%,B,-35%,,,,,,,,Yaourts sucrés sur lit de fruits et arômes,,,,,['Lait'],,,
1297,Galettes de céréales germées - multigrains - Gaia - 200g (2 * 100g),3464875070082,,200 g (2 * 100 g),,['Gaia'],,,,['Biocoop Caluire'],['France'],"['AMARANTE GERMÉE et non industrielle ', 'colorant']",,[],4,,,,,,,,,?,,350,,1464 kj(350 kcal),,"14,6",,"1,57",,"51,5",,"16,7",,"7,1",,"0,23",,"0,092",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1298,Chocolat noir biologique - kaoka - 80g,3477730040021,D,80 g,"['carton', 'film aluminium', 'Point vert', 'Pensez au tri!', ""Etui carton et feuille d'aluminium à recycler"", 'FSC Mixte']",['Kaoka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['340', 'rue Eugène Guérin 84200 Carpentras France']",,"['Naturéo', 'Bio14', 'Eau Vive']",['France'],"['Pâte de cacao', 'sucre de canne blond', 'beurre de cacao', 'extrait de vanille']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,39 g,en quantité élevée,24 g,en quantité élevée,40 g,en quantité élevée,0.02 g,en faible quantité,?,,567,+2%,2372 kj(567 kcal),+2%,39,-1%,24,+4%,43,+11%,40,+26%,"6,7",-13%,"0,02",-57%,"0,008",-57%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,Tablette de chocolat noir,"['Bio', 'Ecocert', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'AB Agriculture Biologique', 'Biopartenaire']",,['Non Union Européenne'],,,http://www.kakoa.fr,,
1299,Bleu de Bresse - Bresse Bleu - 140g,3480341000971,C,140g,"['Frais', 'Carton']","['Bresse Bleu', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français']",,,,['France'],[],,[],,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,1416,-4%,342,-4%,1416 kj(342 kcal),-5%,30,-2%,21,-1%,1,+34%,"0,5",+146%,17,-13%,"1,6",-44%,"0,64",-44%,16,-14%,D,-14%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Bleu de Bresse,,,,,,,,
1300,Mayonnaise Menu&Co - 470g,3480884561564,C,470 g,['Verre'],['Menu & Co'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,['Magasins U'],['France'],"['Huile de colza', ""eau jaune d'œuf 5%"", ""vinaigre d'alcool"", 'sucre', 'sel', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'antioxydant : disulfite de potassium', ' acidifiant : acide lactique', 'amidon transformé de pomme de terre', 'épaississants :gomme de guar - gomme xanthame', 'arôme', 'colorants : lutéine - extrait de paprika']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E161b - Lutéine', 'E160c - Extrait de paprika']",[],4,70 g,en quantité élevée,5.9 g,en quantité élevée,1.7 g,en faible quantité,1.2 g,en quantité modérée,?,,641,+5%,2682 kj(641 kcal),+5%,70,+6%,"5,9",-5%,2,-26%,"1,7",+16%,"0,7",-43%,"1,2",-10%,"0,48",-10%,18,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Fabriqué en France'],,,,['Moutarde'],,,
1301,Soupe Cresson Cerfeuil - Ferme d'Anchin,3490211000031,,,['Bocal'],"[""Ferme d'Anchin""]",,,,,['France'],"['Eau', 'pommes de terre', 'cresson 11%', 'cerfeuil 2%', 'amidon de riz', 'épinards', 'crème', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,31,,130 kj(31 kcal),,"0,4",,"0,2",,"5,9",,"0,1",,"0,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,['Lait'],,,
1302,Veloute champignons et cepes - Ferme d'Anchin - 300ml,3490213000084,B,300 ml,"['Frais', 'Cup', 'Plastique']","[""Ferme d'Anchin""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Soupes', 'Veloutés', 'Réfrigérés', 'Soupes à réchauffer', 'Soupes de légumes', 'Veloutés de champignons', 'Veloutés de légumes', 'Plats préparés à réchauffer au micro-ondes', 'Soupes aux champignons', 'Plats préparés réfrigérés', 'Soupes réfrigérées']",['France'],,,['France'],"['Eau', 'champignons* 27% ', 'champignons de Paris*', ' cèpes* 4%', 'oignons*', 'crème*', 'amidon de riz', 'vin blanc*', 'arôme naturel', 'beurre*', 'sel', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.5 g,en faible quantité,0.9 g,en faible quantité,0.5 g,en faible quantité,0.62 g,en quantité modérée,?,,31,-49%,130 kj(31 kcal),-52%,"1,5",-33%,"0,9",+19%,"3,1",-72%,"0,5",-85%,"1,1",-52%,"0,62",-69%,"0,248",-69%,-3,-238%,A,-238%,59.8%,20.7%,7.6%,4.9%,4.9%,2.0%,90,Soupe de légumes biologiques,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Triman', 'Congelable']",,,,['Lait'],,,
1303,Chips saveur aïoli - Bret's - 125g,3497917000914,B,125g,"['Sachet plastique', 'Sous atmosphère protectrice']","[""Bret's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]","['Bretagne', 'France']","['EMB 56213D', 'Saint-Gérand (Morbihan, France)']",,['France'],"['Pommes de terre ', 'France', ' ', '63,9%', 'huile de tournesol ', '31%', 'sel', 'ail en poudre', 'arôme naturel ', 'lait', 'beurre']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,31 g,en quantité élevée,2.6 g,en quantité modérée,2 g,en faible quantité,1.4 g,en quantité modérée,?,,525,-1%,2197 kj(525 kcal),-1%,31,-3%,"2,6",-12%,53,+3%,2,-14%,6,-2%,"1,4",-2%,"0,56",-2%,9,-21%,C,-21%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Chips de pommes de terre aromatisées Aïoli Bret's,"['Fabriqué en France', 'Arômes naturels', 'Sans colorants artificiels', 'Sans exhausteur de goût', 'Nutriscore', 'Nutriscore C', 'en:produced-in-bretagne', 'Entrepreneurs + Engagés']",,['France'],,['Lait'],http://www.brets.fr/aioli-125g-brets/,,
1304,Lipton Ice Tea saveur framboise - 500ml,3502110010674,C,500 ml,['Bouteille plastique'],['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur framboise']",,,,['France'],"['Eau,sucre,acidifiant ', 'acide citrique', ',extrait de thé ', '1,2 g/l', ',jus de framboise à base de concentré ', '0,1%', "",arômes,correcteur d'acidité "", 'citrate trisodique', ',antioxydant ', 'acide ascorbique', ',édulcorant ', 'glycosides de stéviol']","['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",[],4,0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,80,,20,,80 kj(20 kcal),-14%,0,-100%,0,-100%,"4,6",-13%,"4,5",-14%,0,-100%,"0,03",0%,"0,012",0%,6,-18%,D,-18%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"Boisson rafraîchissante aux extraits de thé et aromatisée framboise, avec sucre et édulcorant.","['Point Vert', 'Sans colorants', 'Sans conservateurs']",,,,,,,
1305,Croq'pommes - Maître Prunille - 43g,3502490100194,C,43 g,['Plastique'],['Maître Prunille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pommes séchées']",,,,['France'],"['Pommes', 'arôme naturel de pomme', 'acidifiant : acide citrique', 'antioxydant : Disulfite de sodium']","['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.7 g,en faible quantité,0.2 g,en faible quantité,72 g,en quantité élevée,0.09 g,en faible quantité,?,,348,+6%,1456 kj(348 kcal),+6%,"1,7",+256%,"0,2",+71%,"73,7",+0%,72,+12%,2,+2%,"0,09",+50%,"0,036",+50%,3,-39%,C,-39%,34.2%,54.5%,4.5%,3.5%,3.2%,0.1%,54,,,,['Chili'],,,,,
1306,Bocal 25CL Granini Pamplemousse - 25cl,3503780004093,,25 cl,['bouteille verre'],['Granini'],['Boissons'],['Macon'],,,['France'],[],,[],,41 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,?,,40,-29%,167 kj(40 kcal),-31%,41,+11716%,"0,5",+324%,"9,2",-19%,0,-100%,"9,2",+1755%,"0,5",+1105%,"0,2",+1105%,3,-61%,C,-61%,,,,,,,,,,,['Pamplemousse'],,,,,
1307,Bacon Bio - Rostain,3507170901184,,,,['Rostain'],"['Viandes', 'Porc', 'Bacon', 'Bacon fumé']",['hautes alpes'],,,['France'],[],,[],,4.5 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,138,+5%,577 kj(138 kcal),+5%,"4,5",+21%,"1,7",+19%,"0,5",-34%,"0,5",-23%,24,+8%,"1,9",-30%,"0,76",-30%,5,-56%,C,-56%,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],,,,,
1308,Bacon de dinde - Isla Délice - 120g,3512690000460,D,120 g,"['Barquette', 'Plastique', 'sachet']",['Isla Délice'],"['Viandes', 'Volailles', 'Dindes', 'Bacons de dindes']",,"['FR 42.156.006 CE', 'Neulise (Loire, France)']","['Cora', 'Magasins U']",['France'],"['Filet de dinde halal', 'sel', 'sirop de glucose', 'fumée liquide', 'arôme fumé', 'conservateurs ', 'E252', 'E250', 'antioxydant ', 'E316']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",[],4,1.1 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,4.2 g,en quantité élevée,563,,133,-1%,563 kj(133 kcal),+4%,"1,1",-57%,"0,5",-42%,"0,9",-32%,"0,9",+103%,"29,8",+31%,"4,2",+41%,"1,68",+41%,11,+4%,D,+4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,Id bacon de dinde 8tr 120g,"['Halal', 'Association Rituelle de la Grande Mosquée de Lyon']",,,,,,,
1309,Chorizo pur bœuf - Isla Délice - 120g,3512690000972,D,120 g,"['Barquette', 'Plastique']",['Isla Délice'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,"['FR 42.156.006 CE', 'Neulise (Loire, France)']",['Magasins U'],['France'],"['VIANDE BOVINE HALAL', 'SEL', 'EPICES', 'DEXTROSE', 'LACTOSE', 'STABILISANTS ', 'E451', 'E450', ""EXTRAIT D'EPICES"", 'COLORANT ', 'BETTERAVE ROUGE EN POUDRE', 'ANTIOXYDANTS ', 'E301', 'E300', 'CONSERVATEUR ', 'E252', 'FERMENTS', ' TRACES EVENTUELLES DE SOJA ET SULFITES', ' 137g DE VIANDE BOVINE MIS EN OEUVRE POUR 100g DE PRODUIT FINI']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,41.3 g,en quantité élevée,19.7 g,en quantité élevée,2.1 g,en faible quantité,4.1 g,en quantité élevée,1873,+8%,453,+11%,1873 kj(453 kcal),+10%,"41,3",+21%,"19,7",+53%,"6,3",+116%,"2,1",+17%,"18,2",-21%,"4,1",+9%,"1,64",+9%,25,+5%,E,+5%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,Id chorizo 15tr 120g,"['Halal', 'Association Rituelle de la Grande Mosquée de Lyon']",,,,['Lait'],,,
1310,8 Burgers de Poulet goût Rôti - Isla Délice - 640g,3512690004222,D,640 g,"['Carton', 'Plastique', 'boîte', 'surgelé']",['Isla Délice'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Préparations de viande de poulet hachée surgelées']",,,['Magasins U'],['France'],"['Viande de cuisse de poulet halal 42%', 'eau', 'peau de poulet halal', 'PROTEINES DE SOJA', 'arômes', 'plantes aromatiques', 'fibre de bambou', 'fécule de pomme de terre', 'chapelure ', 'blé', 'sel', 'huile de tournesol', 'huile de colza', ' Traces éventuelles de : OEUFS,LAIT', 'céleri,MOUTARDE', '""']",,[],4,13.7 g,en quantité modérée,2.9 g,en quantité modérée,1.9 g,en faible quantité,1.3 g,en quantité modérée,850,+46%,204,+37%,850 kj(204 kcal),+38%,"13,7",+131%,"2,9",+73%,"7,3",-47%,"1,9",-3%,"14,3",+78%,"1,3",+54%,"0,52",+54%,4,+180%,C,+180%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,Burger de poulet gout roti 640g,"['Halal', ""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'Nouveau', 'Association Rituelle de la Grande Mosquée de Lyon']",,,,"['Gluten', 'Soja']",,,
1311,Ti'nounours chocolat au lait - Verquin - 1kg,3517460904658,B,1 kg,"['Barquette', 'Plastique']",['Verquin'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,['Carrefour'],['France'],"['Sirop de glucose-fructose', 'chocolat au lait 30 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'émulsifiant : lécithines de soja', 'arôme', 'sirop de glucose', 'sucre', 'gélatine', 'arôme']","['E322i - Lécithine', 'E428 - Gélatine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,10.5 g,en quantité modérée,6.5 g,en quantité élevée,56 g,en quantité élevée,0.06 g,en faible quantité,1712,+14%,?,,1712 kj(409 kcal),+16%,"10,5",+223%,"6,5",+239%,74,-3%,56,-13%,"3,7",+2%,"0,06",+5%,"0,024",+5%,21,+33%,E,+33%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,Guimauves fantaisies enrobées de chocolat au lait,,,,,"['Lait', 'Soja']",,,
1312,Miel de fleurs crémeux - Sans marque - 375g,3520059917281,B,375 g,"['Bocal', 'Verre', 'Capsule en métal', 'Pot en verre']","['Sans marque', 'Les Apiculteurs Associés']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",,,['Auchan'],['France'],"[""Mélange de miels originaires et non originaires de l'UE""]",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1313,Pur sirop d'érable - Le Québécois - 250gr,3520059917410,,250 gr,,['Le Québécois'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,['France'],['100% sirop d érable'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0.33 g,en faible quantité,0.05 g,en faible quantité,81.5 g,en quantité élevée,0.03 g,en faible quantité,?,,355,+30%,1485 kj(355 kcal),+30%,"0,33",+451%,"0,05",+59%,"91,03",+33%,"81,54",+34%,0,-100%,"0,03",-81%,"0,012",-81%,14,+6%,D,+6%,,,,,,,,,['Bio'],,,,,,,
1314,Chèvre chaud - Soignon - 8,3523230045889,,8,"['Frais', 'Carton']",['Soignon'],"['Produits panés', 'Fromages panés']",,,,['France'],[],,[],,26 g,en quantité élevée,13 g,en quantité élevée,2.1 g,en faible quantité,1 g,en quantité modérée,?,,350,+16%,1464 kj(350 kcal),+18%,26,+55%,13,+61%,16,-23%,"2,1",-30%,14,+10%,1,-25%,"0,4",-25%,17,+25%,D,+25%,,,,,,,,,,,,,"['Gluten', 'Lait']",,,
1315,Croc'frais Olives Farcies Pâte D'anchois - 200g,3524130000336,B,200g,"['Barquette', 'Plastique']",['Croc frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', ""Olives vertes farcies à l'anchois""]",,,['Carrefour market'],['France'],"['Olives vertes ', 'sel', 'huile de colza', ""pâte d'anchois 5 % "", 'anchois', 'épaississant : E401', 'sel', 'exhausteur de goût : E261', 'acidifiant : E330', 'antioxydant : E300', 'conservateur : E 202', "" Olives d'importation conditionnées sous atmosphère protectrice"", ' Traces éventuelles de lait et dérivés', 'amande', 'lupin et sulfites', ' Présence possible de noyaux']","['E401 - Alginate de sodium', 'E261 - Acétates de potassium', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,25 g,en quantité élevée,3.3 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,1013,+63%,246,+63%,1013 kj(246 kcal),+60%,25,+66%,"3,3",+20%,"2,2",+194%,"0,5",+367%,"1,2",-10%,3,-3%,"1,2",-3%,16,+32%,D,+32%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,olives farcies à la pâte d'anchois,['Crocfrais'],,,,['Poisson'],http://www.croc-frais.fr/les-essentiels/olives-farcies-a-pate-danchois/,,
1316,Jus de citron de Sicile - Sans marque - 500ml e,3528780150038,C,500 ml e,"['Bouteille', 'Plastique', 'Squeezer']","['Sans marque', 'Marcodis']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",['Italie'],,,['France'],"['Jus de citron à base de jus concentré', 'conservateur E224 ', 'Métabisulfite de potassium']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.1 g,en faible quantité,0 g,en faible quantité,1.75 g,en faible quantité,0 g,en faible quantité,?,,28,+4%,117 kj(28 kcal),+4%,"0,1",-30%,0,-100%,"6,5",+82%,"1,75",+5%,"0,4",+19%,0,-100%,0,-100%,-4,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['Point Vert', 'Fabriqué en Italie', 'Nutriscore', 'Nutriscore E']",,"['Italie', 'Sicile']",,,,,
1317,Les Rillettes à l'ancienne - J. HÉNAFF - 180  g,3537580702651,C,180  g,"['Conserve', 'Bocal', 'Verre', 'Couvercle', 'Métal']",['J. HÉNAFF'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']","['France', 'Bretagne', 'Finistère', 'Pouldreuzic']","['FR 29.225.001 CE', 'Pouldreuzic (Finistère, France)']",['Magasins U'],['France'],"['Viande de porc* ', '106g de viande de porc pour 100g', 'gras de porc*', 'sel de mer', 'poivre', '\r* Origine France']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,38 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,,,1772,+7%,416,+5%,1772 kj(416 kcal),+7%,38,+3%,15,+6%,"0,5",-1%,0,-100%,18,+14%,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,rillettes,"['Sans colorants', 'Sans conservateurs', 'Produit en Bretagne', 'Triman']",,['France'],,,http://www.henaff.com/fr/produits-et-recettes/les-produits/pates-en-bocaux/29-les-rillettes-a-lancienne?,,
1318,Choucroute cuisinée bio - Chou'Delis - 650g,3544800001357,B,650 g,"['Sachet', 'Plastique', 'Frais']","[""Chou'Delis""]","['Plats préparés', 'Choucroutes']","['Krautergersheim', 'France']",,['Bio14'],['France'],"['Choucroute BIO 94%', 'huile de tournesol BIO', 'vin blanc BIO', 'sel', 'épices BIO ', 'coriandre BIO', 'ail BIO', 'poivre blanc BIO']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,3.4 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,122,-64%,30,-68%,122 kj(30 kcal),-69%,"3,4",-50%,"0,4",-84%,"0,1",-96%,0,-100%,"0,4",-91%,1,-23%,"0,4",-23%,-4,-185%,A,-185%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",,['Allemagne'],,,,,
1319,Pommes Duchesses - Carrefour - 600g,3560070028054,C,600 g,"['Sachet', 'Plastique', 'surgelé']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Pommes duchesses surgelées']",['Belgique'],,['Carrefour'],['France'],"['Pommes de terre 87%', 'huile de tournesol 6%', 'pommes de terre déshydratées 4,9%', 'poudre de lactosérum', 'sel', 'stabilisant : hydroxypropylméthylcellulose', 'arôme naturel', 'extrait de poivre noir']",['E464 - Hydroxypropylméthylcellulose'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,6 g,en quantité modérée,0.7 g,en faible quantité,0.8 g,en faible quantité,1.1 g,en quantité modérée,655,,156,-10%,655 kj(156 kcal),-8%,6,-17%,"0,7",-55%,22,+12%,"0,8",+25%,"2,2",-26%,"1,1",+34%,"0,44",+34%,2,-42%,B,-42%,60.4%,2.0%,8.4%,7.0%,10.0%,12.2%,68,Préparation à base de pommes de terre préfrite - Surgelé.,"[""À l'huile de tournesol""]",Ces pommes duchesse sont fabriquées en Belgique à partir de pommes de terre cultivées en Union Européenne et d'huile de tournesol issue de diverses origines.,,"Fabriqué en Belgique par Pomuni Frozen NV Vaartstraat 247, 250 Ranst, pour Interdis.",['Lait'],,,
1320,Crème Glacée Café Avec Des Morceaux De Chocolat - Carrefour - 550f,3560070105038,,550f,['boîte plastique'],['Carrefour'],,,,['Carrefour'],['France'],"['Crème glacée au café avec des Koffieroomijs met Ingrédients Angrek', 'iibnten @ Crème', 'glacée au café de glucose-fructose', 'arôme émulsifiant : mq!ËGt diglycérides dacides gras', 'café en de graines de - gomme guar • caraghénanes', ': SIO', 'pâte de cacao', 'beurre de œcao', 'Ei! efttiet naturel de vanille', "" Pourcentages exprimés sur l'ensemble du fruits à coque"", ' @ Koffieroomijs 95,5%: Gerehydrateerde magere lucos*ctosestroop', 'natuudiik kofiearoma', 'en igfyœriden van vetzuren', 'gema!en gebrande koffiebonen 0,2%', 'stabilisatoten: - guarpitmeel - errageen', 'kleurstof: Stukjes chocoiade Skiiker', 'œaoboter', 'volle melkpoeder', 'boterconcentraat', 'natuudijk vanil!earoma', ' Percentages uitgedrukt op het volledige product', ' Kan sporen bevatten van noten']",['E412 - Gomme de guar'],[],4,,,,,,,,,?,,227,,950 kj(227 kcal),,"9,3",,"5,7",,32,,29,,"3,5",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,
