,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,packaging,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,generic_name,additives,origin_detail,link,palm_ingredients,brand_owner
44,Croissant,0200015025580,,['France'],[],[],?,379,23,36,"6,7",1586 kj(379 kcal),15,"6,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Pomodri datterini,8007290000088,,['France'],[],[],?,30,"0,6",4,"1,4",126 kj(30 kcal),"0,1","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Ready Salted Crisps - Tesco,5000119007247,,['France'],[],[],?,544,"33,2","55,4",5,2276 kj(544 kcal),"2,8","0,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,,,,,
47,Biere,3770018892009,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Aiguillettes de poulets,0212551036340,,['France'],[],[],?,435,"1,2",0,23,1820 kj(435 kcal),"0,4",0,"0,1","0,04",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.2 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,+245%,+247%,-35%,-16%,-100%,-100%,+1%,-77%,-77%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
49,La farine de blé,3770014111470,,['France'],[],[],?,344,"1,1","68,7",11,1439 kj(344 kcal),"0,2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,lapin et carottes en chocolat,3120470013557,,['France'],[],[],?,534,31,57,"5,9",2234 kj(534 kcal),19,56,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Miel de ronce,9900010088597,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Eclair decongele,0209219029523,,['France'],[],[],?,1,11,55,"5,5",4 kj(1 kcal),"6,3",37,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Thé vert saveur menthe,3700490895014,,['France'],[],[],?,19,0,"4,7",0,79 kj(19 kcal),0,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Porridge mélange nature,3770014104021,,['France'],[],[],?,372,"7,8",54,15,1556 kj(372 kcal),"1,3","1,2",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",7.8 g,en quantité modérée,1.3 g,en faible quantité,1.2 g,en faible quantité,,,,-7%,-7%,-10%,-41%,-19%,-93%,+61%,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,['Sans sucre ajouté'],,,,,,,,,,,
55,Pelardon,2804495012795,,['France'],[],[],?,298,24,"1,8",19,1247 kj(298 kcal),18,"0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Tarallini à l’huile,8055002331241,,['France'],[],[],?,486,"23,54","59,7","9,35",2033 kj(486 kcal),"3,5","3,48","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,les mixés - Auchan,3596710489725,,['France'],[],[],?,79,2,12,"3,7",331 kj(79 kcal),"1,3",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,['Auchan'],,,,,,,,
58,Thoïonade,3760183040282,,['France'],[],[],?,199,"13,8","1,66","16,4",833 kj(199 kcal),"1,1","1,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Dattes fraiches,6135365000908,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sauce soja sucrée,3250392138738,,['France'],[],[],?,417,"0,5",69,34,1745 kj(417 kcal),"0,15",1,"7,9","3,16",A,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Sauces au soja sucrées']",0.5 g,en faible quantité,0.15 g,en faible quantité,1 g,en faible quantité,7.9 g,en quantité élevée,,+85%,+83%,+179%,+403%,+33%,-98%,+940%,-2%,-2%,15,-28%,D,-28%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,['Bouteille en verre'],,,,,,,,,,,,
61,Assortiment de 5 sausissons,3344080037400,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Rillettes de poulet,8000000141064,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Wacky sticks,8690146155959,,['France'],[],[],?,389,4,"87,1","1,1",1628 kj(389 kcal),"2,2",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,033013,033013,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Feuilletés jambon emmental champignons,2006050029921,,['France'],[],[],?,319,20,27,"7,3",1335 kj(319 kcal),13,"2,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Colin d’alaska,9555018508150,,['France'],[],[],?,151,"8,7","10,8",7,632 kj(151 kcal),"1,2",1,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
67,Le petit epautre,0205569013649,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Comte au lait cru,0209226027888,,['France'],[],[],?,41,35,"0,5",27,172 kj(41 kcal),23,"0,5","0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,-90%,-90%,+1%,+1%,+8%,+87%,+0%,+7%,+7%,8,-38%,C,-38%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
69,Thé blanc infusé parfum framboise,0202286006565,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Chunky Cookie Dough - Hema,8718537936953,,['France'],[],[],?,558,"34,8","55,3","5,4",2335 kj(558 kcal),"18,4","52,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,,
71,Physyo,3760080530718,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Miel,3770008970038,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Olive nere snocciolate,8005695005707,,['France'],[],[],?,129,13,3,"0,5",540 kj(129 kcal),"2,2",0,"1,81","0,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Bruschetta Savoyarde Lardons,0237414025910,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Escalopes de dinde,0287556015744,,['France'],[],[],?,?,?,?,?,,,,0,0,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,
76,COMTE AOP NAPIOT EXTRA,0244159051074,,['France'],[],[],?,416,"34,6",0,"26,7",1741 kj(416 kcal),"22,5",0,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Cerises amarena au sirop - Auchan,3596710484775,,['France'],[],[],?,284,"0,8",68,"0,5",1188 kj(284 kcal),"0,1",62,"0,04","0,016",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de plantes en conserve', 'Fruits en conserve', 'Fruits au sirop', 'Cerises au sirop']",0.8 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,0.04 g,en faible quantité,,+103%,+116%,+232%,+88%,+212%,+213%,+25%,+267%,+267%,8,,C,,,,,,,,,['Auchan'],,['Couvercle en métal'],"['Nutriscore', 'Nutriscore D']",,,['Auchan'],,,,,,,,
78,pâté au foie gras - ferme de la garenne - 180grammes,3760032850123,"['FR 28.293.003 CE', 'Oulins (Eure-et-Loir, France)']",['France'],"['FERME DE LA GARENNE Pâté au Foie Gras lewenve aleme Ingedients Viande de canard ', '35%', 'viande de porc ', '35%', 'foie gras ', '20%', 'foies de voales', ' oeufs', 'trompettes de la mort', 'liant', 'aromates', 'sel', 'poivre', 'épices', 'SUCre']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ferme de la garenne'],180 grammes,['Verre'],,['France'],['Oulins'],,['Œufs'],3,,,,,,
79,Olive Kalamata,5204108101200,,['France'],[],[],?,208,"18,8",8,"1,8",870 kj(208 kcal),"2,9",0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Pizza Prosciutto,4059699013767,,['France'],[],[],?,199,"5,2","27,8","9,5",833 kj(199 kcal),"5,2","1,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Antxoa en aceite de oliva,8437014168037,,['France'],[],[],?,198,"11,9","0,2","22,4",828 kj(198 kcal),"2,2",0,"3,92","1,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,I liofilizzati basilico,8004708011513,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Huile d’olive vierge extra -,3336590081059,,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Antxoa en vinagre y aceite de girasol,8437014168198,,['France'],[],[],?,171,"10,9","0,1","18,1",715 kj(171 kcal),"1,7","0,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Melange SAMBAHIA,2600223018837,,['France'],[],[],?,465,18,66,8,1946 kj(465 kcal),"6,6",13,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Assortiment de bonbons de chocolat,3257985565094,,['France'],[],[],?,524,30,56,"6,2",2192 kj(524 kcal),16,54,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Brebis bio des basques,2204373044212,"['FR 64.259.100 CE', 'Hélette (Pyrénées-Atlantiques, France)']",['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Yumgo jaune,3770015326033,,['France'],[],[],?,165.14,"12,41","7,86","7,34",691 kj(165 kcal),"0,85","0,26","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Queues de crevettes - Miti,3760070016680,['ASC-C-01164'],['France'],[],[],?,202,15,"0,5",16,845 kj(202 kcal),"1,2","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Miti'],,,,,,,,,,,,,,
90,Croc Noisettes,3700981801548,,['France'],[],[],?,532,31,55,7,2226 kj(532 kcal),15,39,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Sirop de menthe naturel,8068718626587,,['France'],[],[],?,310,0,77,0,1297 kj(310 kcal),0,77,0,0,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,,,,,,,,+30%,+26%,-100%,-100%,+25%,+30%,-100%,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,
92,Veritable jambon persillé de Bourgogne,2653800045597,,['France'],[],[],?,164,"7,9","0,1","23,3",686 kj(164 kcal),"2,9","0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Guerlinettes,,,['France'],[],[],?,567,"39,01","44,3","7,1",2372 kj(567 kcal),"18,73","36,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Aiguillettes de dinde au Maxican Chili,0215637018247,,['France'],[],[],?,105,"0,9","2,1",22,439 kj(105 kcal),"0,2",0,"0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,
95,Maroilles demi-affiné - Lesire - 750g,3276314040415,,['France'],"['lait pasteurisé de vache', 'sel', ""ferments lactiques et d'affinage"", 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1356,327,27,"< 0,5",21,1356 kj(327 kcal),18,"< 0,5",2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Maroilles']",27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-0%,0%,-1%,+1%,+2%,-14%,+6%,-1%,-7%,-7%,17,-3%,D,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lesire'],750 g,['Frais'],['AOP'],,,,['Lait'],3,,,,,,
96,Poivre noir moulu,3700867805370,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Zitoni tagliati,8005121000313,,['France'],[],[],?,355,6,72,15,1485 kj(355 kcal),"0,9","3,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Mehrkornbrot,2388240002496,,['France'],[],[],?,216,"3,7","34,86","8,96",904 kj(216 kcal),"0,53","1,21","1,84","0,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Croquez-moi,3760268982247,,['France'],[],[],?,320,0,80,0,1339 kj(320 kcal),0,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Chipolatas Porc Fermier Label Rouge -,2493077036146,,['France'],[],[],?,167,10,"2,1",16,699 kj(167 kcal),"4,1","0,8","1,8","0,72",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",10 g,en quantité modérée,4.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,,-30%,-30%,-47%,-43%,+79%,+27%,+4%,0%,0%,13,-22%,D,-22%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,['Label Rouge'],,,,,,,,,,,
101,Poulet nourri aux graines de lin,0215703053073,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Batido de cacao,8410128670511,,['France'],[],[],?,63,1,"9,7","3,4",264 kj(63 kcal),"0,6","9,5","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Formaggio a tochetti,8032618610496,,['France'],[],[],?,378,28,"0,6",31,1582 kj(378 kcal),20,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Confit d’oignons aux figues -,3536840313019,,['France'],[],[],?,152,"0,1",34,"0,2",636 kj(152 kcal),"< 0,1","33,5","1,071","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Faisselle de chèvre -,2265156036343,,['France'],[],[],?,?,?,?,?,,,,,,D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Faisselles']",,,,,,,,,,,,,,,,,,,,,,,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,Faisselle de chèvre au lait cru,,,,,
106,Fleur de sureau,3033491689079,,['France'],[],[],?,134,"8,8","10,9","2,8",561 kj(134 kcal),"6,2","10,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,
107,Fraises deshydratees,0205280024078,,['France'],[],[],?,8,0,89,0,33 kj(8 kcal),0,71,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Benedicta mayonnaise,3660603081843,,['France'],[],[],?,287,71,"2,2","1,2",1201 kj(287 kcal),"5,4","1,31","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Xin Jung,6922168012685,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,MD original sweet Chili sauce,4792098092147,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Saint Humbert FD,0270134023941,"['FR 59.512.030 CE', 'Roubaix (Nord, France)']",['France'],[],[],?,317,"24,4","0,2",23,1326 kj(317 kcal),17,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Souris d'agneau confite,2224658077407,"['EMB 51649B', 'Vitry-le-François (Marne, France)']",['France'],[],[],?,125,5,"1,9",18,523 kj(125 kcal),"1,9",0,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,,,
113,Petit Pont Pierre Frais,3593402209012,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,I Pippi salamini già pelati snack piccante,8010131678636,,['France'],[],[],?,494,43,"0,6",26,2067 kj(494 kcal),18,"0,6","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Happy easter,3588400262688,,['France'],[],[],?,512,26,60,6,2142 kj(512 kcal),16,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Spécialité au pruneau -,2609941027947,,['France'],[],[],?,250,"0,5",55,"1,4",1046 kj(250 kcal),"0,5",37,"< 0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Les Jeunes Pousses,3760247940107,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,pave multicereales,0260095012795,,['France'],[],[],?,271,"4,1",46,"1,44",1134 kj(271 kcal),"0,4","2,3","1,44","0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Pommes LIz,3701002404137,,['France'],[],[],?,54,"0,5",12,"0,5",226 kj(54 kcal),"0,1",10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette en plastique', 'Opercule en métal']",,,,,,,,,,,,
120,Piccolo,2030000029556,,['France'],[],[],?,355,"1,1","55,9","8,4",1485 kj(355 kcal),"0,22","2,3","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Créatine,3770010399032,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Jus de pomme,090325,,['France'],[],[],?,43,0,"10,7","0,1",180 kj(43 kcal),0,"10,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pain u,0235181012140,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Equilibra Tisana Digestiva 15 Buste Art. Tdi,8000137000524,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Thés,2700856005171,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Emmental Français au lait cru,0287515023353,,['France'],[],[],?,391,30,"0,8",29,1636 kj(391 kcal),19,0,"0,5","0,2",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",30 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,,+3%,+4%,+2%,-4%,+32%,-100%,+5%,-15%,-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
127,LE Supérieur -,2688490032671,,['France'],[],[],?,382,"28,7","1,4","29,6",1598 kj(382 kcal),"12,2","1,37","5,42","2,168",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucisson sec pur porc qualité supérieure']",28.7 g,en quantité élevée,12.2 g,en quantité élevée,1.37 g,en faible quantité,5.42 g,en quantité élevée,,-5%,-5%,-9%,-1%,-37%,0%,+7%,+16%,+16%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,saucisson sec pur porc supérieur,,,,,
128,Pts poivrons farcis au thon,2824290020207,,['France'],[],[],?,145,"10,9","4,9",7,607 kj(145 kcal),"1,8","1,6","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Yaourt de la ferme,3770011076000,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Pur Ketch’up betterave rouge,3361779994950,,['France'],[],[],?,109,0,26,"0,9",456 kj(109 kcal),0,24,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Uova fresche pasta gialla medie,8008110040550,,['France'],[],[],?,126,"8,7",0,12,527 kj(126 kcal),"3,2",0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Azimute explore(punk boots blend),3760273690946,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Riz Long,3760096920022,,['France'],[],[],?,365,"0,66","79,95","7,13",1527 kj(365 kcal),"0,18","0,12",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Ballottine de volaille,5451113017655,,['France'],[],[],?,197,"13,5","3,1","15,8",824 kj(197 kcal),"4,8","1,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Canelés au rhum et à la noix de coco,3557003008245,,['France'],[],[],?,284,"2,8",61,"3,7",1188 kj(284 kcal),2,42,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Piccolinis,7613287489685,,['France'],[],[],?,74,9,15,"11,8",310 kj(74 kcal),"3,5",10,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Al bahia,6111069010429,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Studentská,8593893713673,,['France'],[],[],?,498,27,54,"6,7",2084 kj(498 kcal),"3,1",51,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Chassenay d'arce,3296810108907,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Acqua Maniva,8022966710009,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Towel Kleenex #4440 Interleaf PK2160,20034122,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Rodajas de merluza,8423559552066,,['France'],[],[],?,98,3,2,"15,2",410 kj(98 kcal),"0,8",0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Ernest le glacier,3770017169409,,['France'],[],[],?,212,"8,3",31,"3,1",887 kj(212 kcal),"6,2",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Pois chiches - Super U Bio,3256228447418,,['France'],[],[],?,109,23,12,"6,2",456 kj(109 kcal),"0,3","0,5","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Super U Bio'],,,,,,,,,,,,,,
145,Mogettes 3cchocilats coeur nougatine,3470201017294,,['France'],[],[],?,461,19,66,"5,2",1929 kj(461 kcal),11,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
