,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,labels,ingredients_origins,traceability_code,manufacturing,markets,additives,palm_ingredients,link,producer_info,brand_owner,origin_detail
1334,Gaufrettes Enrobées Chocolat - Cora - 150g,3257983156539,C,150 g,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",['France'],"['Chocolat 40% ', 'sucre - pâte de cacao - beurre de cacao - lait entier en poudre - émulsifiant : lécithine de soja - arôme', "" - farine de blé - matière grasse de coprah hydrogénée - sucre - cacao maigre en poudre 6% - lait écrémé en poudre - dextrose - farine de lupin - jaunes d'œufs en poudre - sel - huile de tournesol - poudres à lever : carbonate acide de sodium et carbonate de magnésium - émulsifiant : lécithine de colza""]",['Non végétalien'],2226,+7%,532,+6%,31,+26%,54,-13%,7,+34%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,Biscuits fourrés cacao enrobés de chocolat fin,"['Œufs', 'Gluten', 'Lupin', 'Lait', 'Soja']",4,31 g,en quantité élevée,23.5 g,en quantité élevée,37 g,en quantité élevée,0.25 g,en faible quantité,2226 kj(532 kcal),+7%,"23,5",+58%,37,+5%,"0,25",-23%,"0,1",-23%,20,-10%,E,-10%,"['boîte', 'Carton', 'Plastique']",['Point Vert'],,,,['Cora'],"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,,,,
1335,Galipotes D'ardin - Patrimoine Gourmand,3257983357004,,,['Patrimoine Gourmand'],,['France'],"['COMPOSITION Biscuits au beurre AOP Charentes - Poitou NGRÉDIENTS : Farine de blé sucre - beurre AOP Charentes-Poitou 18% Œufs ', 'oudres à lever : diphosphates', 'carbonates de sodium', 'amidon de blé - arôme rraces éventuelles de fruits à coque', 'de soja et de graines de sésame']",[],?,,438,,"17,6",,62,,"6,9",,,,,,,,,,"['Graines de sésame', 'Soja']",4,,,,,,,,,1833 kj(438 kcal),,11,,26,,"0,23",,"0,092",,,,,,,['Bio'],,,,"['Cora', 'Match']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,,
1336,Edulcorant en poudre a base d'aspartam - Cora,3257983879346,,,['Cora'],,['France'],"['- édu!coranb : ""Cmjent une Varce de phénylalanine', ' TAFELZOETSTOFOPBASISVAN ASPARTAAMENACESULFAAMK - acesulfaam K ""Bevateen fenyjajanine']",[],?,,373,,0,,"92,5",,"0,8",,,,,,,,,,,,,,,,,,,,1561 kj(373 kcal),,0,,"6,9",,"0,05",,"0,02",,,,,,,,,,,['Cora'],,,,,,
1337,Couscous poulet & merguez - Cora,3257984017976,D,,['Cora'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Plats à la volaille', 'Couscous préparés', 'Plats au poulet']",['France'],[],[],?,,135,-12%,"5,9",+37%,"11,4",-35%,"8,6",+15%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,5.9 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,0.83 g,en quantité modérée,565 kj(135 kcal),-11%,"1,6",+36%,"0,6",-72%,"0,83",+9%,"0,332",+9%,0,-100%,B,-100%,"['Carton', 'Barquette', 'Plastique']",,,,,['Cora'],,,,,,
1338,Crème dessert chocolat - Bio Nature,3257984086705,,,['Bio Nature'],,['France'],"['Lait entier** 76% - sucre de canne** - cacao maigre en poudre** amidon de tapioca** - chocolat au lait** 2% ', 'sucre de canne - beurre de cacao - lait entier en poudre - pâte de cacao', ' - gélifiant : carraghénanes - lait écrémé en poudre**', ' Traces éventuelles de soja', ' ** Ingrédients issus de llagriculture biologiqt WGREDIËNTEN', '? voile 76% - - - tapiocazetmee/** - 2% ', 'rietsuiker - cacaoboter - volle-melkpoeder - cacaomassa', ' - geleermiddel: carrageen - magere-me/kpoeder**', ' Kan sporen bevatten van soja', ' **/ngrediënten aftomstig uit de biologische landbouw']",['Non végétalien'],?,,139,,4,,22,,"3,2",,,,,,,,,,['Lait'],4,,,,,,,,,582 kj(139 kcal),,"2,6",,"19,3",,"0,1",,"0,04",,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,
1339,Sauce aux 2 poivres - Cora - 245g,3257984441054,B,245 g,['Cora'],"['Epicerie', 'Sauces', 'Sauces au poivre']",['France'],"[""Huile de colza - eau - vinaigre d'alcool - sucre - jaune d'oeuf - sel - poivre noir 1,5% - moutarde "", ""eau - vinaigre d'alcool - graines de moutarde - acidifiant : acide citrique - épice"", "" - amidon transformé de maïs - poivre blanc 0,4% - colorant : caramel ordinaire - arôme naturel d'épices - stabilisant : gomme xanthane""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2022,+96%,?,,"50,8",+85%,"7,3",-17%,"0,8",-56%,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,Sauce condimentaire aux poivres,"['Œufs', 'Moutarde']",4,50.8 g,en quantité élevée,4.1 g,en quantité modérée,5.2 g,en quantité modérée,2.8 g,en quantité élevée,2022 kj(483 kcal),+58%,"4,1",+5%,"5,2",+64%,"2,8",+21%,"1,12",+21%,21,+44%,E,+44%,"['Bocal', 'Verre']",,,['EMB B-00736'],,['Cora'],"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E415 - Gomme xanthane']",,,,,
1340,Bâtonnets saveur Crabe - Cora - 1kg,3257984478821,B,1 kg,['Cora'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",['France'],"[""Eau - chair de poissons 34,8 % blanc d'œuf en poudre réhydraté - amidons "", 'contient gluten', ' - fécule de pomme de terre - sucre - huile de colza - sel - arômes ', 'contient crustacés', ' - colorant : extrait de paprika']",[],?,,124,+4%,5,+6%,11,-4%,8,+7%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,Préparation à base de chair de poisson saveur crabe,"['Crustacés', 'Œufs', 'Poisson', 'Gluten']",4,5 g,en quantité modérée,0.5 g,en faible quantité,4 g,en faible quantité,1.8 g,en quantité élevée,519 kj(124 kcal),+4%,"0,5",-23%,4,+40%,"1,8",+5%,"0,72",+5%,3,-32%,C,-32%,"['Sachet', 'Plastique', 'Frais']",['Point Vert'],,,,['Cora'],['E160c - Extrait de paprika'],,,,,
1341,Biscuits petit déj' Fourrés goût choco-noisette - Cora - 253g,3257984555485,D,253 g,['Cora'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",['France'],"['Céréales 55,1% [farine de blé 31,2% - céréales complètes 23,9% ', ""farine complète de blé 12% - flocons d'avoine 8,9% - farine complète d'épeautre 1% - farine complète d'orge 1% - farine complète de seigle 1%"", '] - sucre - graisses et huiles végétales ', 'palme - palmiste - tournesol', ' - cacao maigre en poudre 4,5% - amidon de blé - poudres à lever : carbonates de sodium', ""carbonates d'ammonium"", ""diphosphates - arômes - lactosérum en poudre - sel - émulsifiant : esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras - poudre de lait écrémé""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2007,+1%,479,+2%,20,+4%,65,-3%,"7,1",+22%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,Biscuits aux céréales complètes avec fourrage goût chocolat noisette,"['Gluten', 'Lait']",4,20 g,en quantité modérée,10 g,en quantité élevée,26 g,en quantité élevée,0.9 g,en quantité modérée,2007 kj(479 kcal),+2%,10,+18%,26,-21%,"0,9",+62%,"0,36",+62%,17,-14%,D,-14%,"['Carton', 'Sachet', 'Plastique']",['Triman'],,"['EMB 45315', 'Sully-sur-Loire (Loiret, France)']",,['Cora'],"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",,,,,
1342,"Barres Céréales Chocolat Noir Noisettes - Cora - 125g e (20,8g * 6)",3257984658582,D,"125 g e (20,8 g * 6)",['Cora'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits à coques', 'Barre céréalière aux amandes ou aux noisettes', 'Barres de céréales au chocolat', 'Barre céréalière aux noisettes']",['France'],"['Sirop de glucose', 'farine de blé 16 %', 'chocolat au lait 15 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait écrémé', 'matière grasse de lait', 'pépites de chocolat au lait 10 % ', 'sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'poudre de lactosérum', 'poudre de lait écrémé', 'émulsifiant : lécithine de soja', 'arôme', ""flocons d'avoine 8,8 %"", 'farine de riz 7 %', 'maïs 5,3 %', 'pâte de noisette 3,7 %', 'huile de tournesol', 'noisette en morceaux 2,8 %', 'dextrose', 'sucre', 'stabilisant : sorbitols', 'sel', 'arôme', 'antioxydant : extrait riche en tocophérols', ""extrait de malt d'orge"", 'émulsifiant : lécithine de soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,451,+6%,"17,1",+6%,"66,8",+10%,"6,3",-13%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Soja']",4,17.1 g,en quantité modérée,7.6 g,en quantité élevée,30.6 g,en quantité élevée,0.48 g,en quantité modérée,1887 kj(451 kcal),+5%,"7,6",+108%,"30,6",+43%,"0,48",+34%,"0,192",+34%,17,+80%,D,+80%,"['Carton', 'Plastique', 'boîte', 'Sachet']","['Point Vert', 'Tidy man']",,"['EMB 45008A', 'Artenay (Loiret, France)']",,['Cora'],"['E322i - Lécithine', 'E420 - Sorbitol', 'E306 - Extrait riche en tocophérols']",,,,,
1343,Jambon cuit supérieur avec couenne fumé - Cora,3257984836300,D,,['Cora'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],"['Jambon de porc ', 'origine France', 'couenne et gras de porc', 'eau', 'sel', 'dextrose', 'bouillon cuisine de legumes ', 'aromes naturels', 'eau', 'saccharose', 'sel', 'maltodextrine', 'graisse de poulet', 'extrait de carotte', ""extrait d'oignon"", 'epices et plantes aromatiques', 'aromes naturels', 'antioxydant= erythorbate de sodium', 'conservateur= nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,,131,-1%,5,+4%,"0,5",-25%,21,-0%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,4,5 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,1.88 g,en quantité élevée,548 kj(131 kcal),+0%,"1,6",-13%,"0,5",-16%,"1,875",+0%,"0,75",+0%,5,-29%,C,-29%,,['Qualité supérieure'],,,,['Cora'],,,,,,
1344,Lentilles vertes du Berry IGP - Patrimoine Gourmand,3257984855899,,,['Patrimoine Gourmand'],,['France'],"['Lentilles Vertes du Berry IGP au naturel', ' : Lentilles - eau - sel de mer']",[],?,,95,,"0,5",,14,,"6,6",,,,,,,,,,,,,,,,,,,,397 kj(95 kcal),,"0,2",,"0,05",,"0,62",,"0,248",,,,,,,,,,,"['Cora', 'Match']",,,,,,
1345,Billes Mozzarella - Cora,3257985225776,D,,['Cora'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['France'],[],[],?,,238,-8%,18,-13%,1,-3%,18,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,18 g,en quantité modérée,12.4 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,996 kj(238 kcal),-8%,"12,4",-11%,1,+33%,"0,6",-11%,"0,24",-11%,9,-12%,C,-12%,['Sachet'],,['Union européenne'],,,['Cora'],,,,,,
1346,Limonade zéro sucres - Cora,3257985273340,,,"['Cora', 'Norma']","['Boissons', 'Boissons avec sucre ajouté']",['France'],"['pâtes alimentaires 69% ', 'semoule de blé duòBse\\', 'maltodextrine', 'sucre', 'carottes 2,2%', 'graisse de palme', 'arômes ', 'contiennent du orge', 'du blé', 'du céleri et du lait', 'extrait de viande bovine 0,7%', 'extrait de levure', 'protéines végétâles hydrolysées ', 'contiennent du soja', 'oignons grillés 0,2%', 'sirop de sucre caramélisé', 'épices ', 'contiennent des graines de céleri', 'ciboulette', 'sel marin', 'poireau 0,1%', "" Peut contenir des traces d'œuf et de moutarde"", 'Durchschnittliche /']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,,0,-100%,0,-100%,"0,4",-98%,"0,5",-7%,,,,,,,,,"['Céleri', 'Gluten', 'Lait', 'Soja']",4,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,"0,4",-98%,0,-100%,0,-100%,1,-92%,B,-92%,,,,,,['Cora'],,['Huile de palme'],,,,
1347,Tranchettes de Cheddar - Cora,3257985312902,,,['Cora'],,['France'],['Lait pasteurisé - sel - ferments lactiques - coagulant - colorant : rocou'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,421,,35,,"0,5",,26,,,,,,,,,,['Lait'],4,,,,,,,,,1761 kj(421 kcal),,22,,"0,5",,"1,9",,"0,76",,,,,,,,,,,['Cora'],['E160b - Rocou'],,,,,
1348,Muesli croustillant - Cora,3257985566886,B,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Mueslis au chocolat', 'Pétales multicéréales']",['France'],[],[],?,,453,+2%,17,+7%,62,+1%,"8,6",-8%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,17 g,en quantité modérée,6 g,en quantité élevée,26 g,en quantité élevée,0.47 g,en quantité modérée,1895 kj(453 kcal),+2%,6,+16%,26,+37%,"0,47",+92%,"0,188",+92%,12,+32%,D,+32%,,,,,,['Cora'],,,,,,
1349,Penne à la bolognaise - Cora,3257985571231,,,['Cora'],,['France'],[],[],?,,139,,5,,17,,"5,9",,,,,,,,,,,,,,,,,,,,580 kj(139 kcal),,"1,3",,"2,2",,"0,66",,"0,264",,,,,,,,,"['EMB 84067', 'Loriol-du-Comtat (Vaucluse, France)', 'FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,['Cora'],,,,,,
1350,Gaufres fourrées à la vergeoise - Belle France - 300g e,3258561019390,C,300 g e,['Belle France'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées', 'Gaufres fourrées à la vergeoise']",['France'],"['Farine de blé', 'sucre', 'huile et graisse végétales ', 'colza', 'palme', 'vergeoise 12 %', 'sucre inverti', 'œufs', 'sirop de glucose', 'dextrose', 'levure', 'fibres alimentaires', 'farine de soja', 'émulsifiants ', 'lécithine de soja', ""mono- et diglycérides d'acides gras"", 'poudre de lait écrémé', 'arômes', 'sel', 'stabilisant ', 'invertase', 'colorant ', 'caroténoïdes', 'acidifiant ', 'acide citrique']","['Huile de palme', 'Non végétalien']",?,,423,-5%,"15,4",-13%,"64,9",+2%,5,+4%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,15.4 g,en quantité modérée,3.8 g,en quantité modérée,36.8 g,en quantité élevée,0.47 g,en quantité modérée,1770 kj(423 kcal),-4%,"3,8",-56%,"36,8",+2%,"0,47",-23%,"0,188",-23%,18,-17%,D,-17%,"['Sachet', 'Plastique']",,,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E1103 - Invertase', 'E160 - Caroténoïdes', 'E330 - Acide citrique']",,,,,
1351,Barquettes Chocolat Noisette - Belle France - 120g (3 * 40g),3258561020563,D,120 g (3 * 40 g),['Belle France'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Barquettes', 'Barquettes au chocolat']",['France'],"['sucre', 'farine de blé ', '19,9%', 'matière grasse végétale ', 'colza', 'œufs chocolat en poudre ', '13%', ' ', 'sucre', 'cacao en poudre', 'pâte de noisettes ', '5,9%', 'lait écrémé en poudre ', '4,6%', 'sirop de glucose-fructose', 'émulsifiants : E471 - lécithine de soja', 'poudres à lever : carbonate acide de sodium - diphosphate disodique', 'sel', 'acidifiant : acide citrique', 'arômes', 'levure sèche']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,488,+11%,23,+4%,62,+2%,"6,9",-1%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,23 g,en quantité élevée,2.8 g,en quantité modérée,46 g,en quantité élevée,0.28 g,en faible quantité,2042 kj(488 kcal),+9%,"2,8",+14%,46,+5%,"0,28",-23%,"0,112",-23%,16,-4%,D,-4%,"['Carton', 'Sachet', 'Plastique']",,,"['EMB 08105A', 'Charleville-Mézières (Ardennes, France)']",['France'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique']",,,,,
1352,Madeleines Coquilles Pur beurre - Belle France - 300g e (12 * 25g),3258561022093,B,300 g e (12 * 25 g),['Belle France'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],"['Farine de blé', 'œufs frais entiers ', '23,5 %', 'sucre', 'beurre pâtissier ', '23 %', ' [soit 27,5 % en beurre reconstitué]', 'stabilisant : glycérol', 'poudre de lait écrémé', 'poudres à lever : diphosphates - carbonates de sodium', 'sel de Guérande', ""émulsifiant : mono- et diglycérides d'acides gras"", 'arôme', ""correcteur d'acidité : acide citrique"", 'colorant caroténoïdes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,,462,+5%,"26,8",+18%,"48,7",-8%,"6,1",+7%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,"['Œufs', 'Gluten', 'Lait']",4,26.8 g,en quantité élevée,17.8 g,en quantité élevée,26.6 g,en quantité élevée,1.1 g,en quantité modérée,1933 kj(462 kcal),+5%,"17,8",+157%,"26,6",-3%,"1,1",+36%,"0,44",+36%,23,+25%,E,+25%,"['Plastique', 'sachets fraicheurs', 'Sachet']","['Pur beurre', 'Aux œufs frais']",,,,,"['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,,,,
1353,Pétales de Blé goût chocolat - Belle France - 375g,3258561040370,C,375 g,['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",['France'],"['farine de blé ', '58%', 'sucre', 'cacao en poudre ', '8%', 'sirop de glucose', ""extrait de malt d'orge"", 'arôme', 'sel', 'vitamines [niacine ', 'PP', 'vitamine E', 'acide pantothénique ', 'B5', 'vitamine B6', 'riboflavine ', 'B2', 'thiamine ', 'B1', 'acide folique ', 'B9', 'vitamine B12]', 'cannelle', 'diphosphate ferrique']",['Sans huile de palme'],?,,380,-9%,"2,8",-73%,"77,9",+10%,"8,1",+2%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Gluten'],4,2.8 g,en faible quantité,1.3 g,en faible quantité,31.3 g,en quantité élevée,0.75 g,en quantité modérée,1590 kj(380 kcal),-10%,"1,3",-60%,"31,3",+25%,"0,75",+48%,"0,3",+48%,10,0%,C,0%,"['Carton', 'Boite', 'Sachet', 'Plastique']",,,"['EMB 63430F', 'Thiers (Puy-de-Dôme, France)']",,,,,,,,
1354,Puree Nature 3x 125G - Belle France - 375g (3 * 125g),3258561100333,B,375 g (3 * 125 g),['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",['France'],"['Pommes de terre déshydratées 99%', 'émulsifiant E471', 'stabilisant : E450i', 'colorant : E100', 'antioxydants : E300 et extrait de romarin', 'acidifiant : E330']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",1526,+33%,360,+15%,"0,6",-62%,77,+22%,"7,7",+10%,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,Pommes de terre en flocons,,4,,,,,,,,,1526 kj(360 kcal),+16%,"0,3",-68%,"0,7",-74%,"0,075",-89%,"0,03",-89%,,,,,"['Sachet', 'Etui', 'Carton']",,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E100 - Curcumine', 'E300 - Acide ascorbique', 'E392 - Extrait de romarin', 'E330 - Acide citrique']",,,,,
1355,Filets de Maquereaux Sauce Escabèche - Belle France - 169g,3258561220710,D,169 g,['Belle France'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', ""Filets de maquereaux à l'escabeche"", 'Maquereaux en conserve']",['France'],"['filets de maquereaux ', '56 %', 'eau', ""vinaigre d'alcool"", 'huile de colza', 'oignon ', '2,7 %', 'double concentré de tomates ', '2,6 %', 'sel', 'sucre', 'amidon transformé de maïs', 'épaississant : gomme xanthane', 'persil', ""arôme naturel d'ail"", 'piment fort']","['Non végétalien', 'Non végétarien']",627,-27%,151,-28%,"10,6",-35%,"1,6",-56%,"11,6",-3%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,['Poisson'],4,10.6 g,en quantité modérée,1.8 g,en quantité modérée,1.6 g,en faible quantité,0.98 g,en quantité modérée,627 kj(151 kcal),-28%,"1,8",-49%,"1,6",+4%,"0,98",+10%,"0,392",+10%,0,-100%,B,-100%,['Conserve'],,,"['FR 62.448.100 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)""]",,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,,
1356,Beignets à la crevette - Belle France - 50g,3258561239996,C,50 g,['Belle France'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",['France'],[],[],?,,532,+6%,"30,6",+20%,"61,5",-5%,"2,1",+24%,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,,,,30.6 g,en quantité élevée,3 g,en quantité modérée,7.2 g,en quantité modérée,1.9 g,en quantité élevée,2226 kj(532 kcal),+7%,3,+28%,"7,2",-7%,"1,9",-4%,"0,76",-4%,16,-3%,D,-3%,"['Sachet', 'Plastique']",,,,,,,,,,,
1357,Couscous Royal - Belle France,3258561240800,,,['Belle France'],"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",['France'],[],[],?,,132,-14%,"4,1",-5%,"14,8",-15%,"7,5",+1%,,,,,,,,,,,4.1 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,0.7 g,en quantité modérée,552 kj(132 kcal),-13%,"1,4",+19%,"0,6",-72%,"0,7",-8%,"0,28",-8%,1,+1673%,B,+1673%,['Conserve'],,,,,,,,,,,
1358,Galettes de maïs - Belle France,3258561260280,B,,['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",['France'],[],[],?,,384,-3%,"0,7",-83%,"87,3",+10%,"6,5",-16%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,0.7 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.28 g,en faible quantité,1607 kj(384 kcal),-3%,0,-100%,"0,6",-65%,"0,28",-35%,"0,112",-35%,1,-33%,B,-33%,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1359,Sirop de Pamplemousse Rose - Belle France - 75cl,3258561301037,B,75 cl,['Belle France'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pamplemousse']",['France'],"['sirop de glucose-fructose', 'eau', 'sucre', 'jus de pamplemousse rose à base de concentré ', '9%', 'acidifiant : acide citrique', 'arômes naturels de pamplemousse avec autres arômes naturels', 'colorants : E163 - E120', 'stabilisant : E445']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,256,-2%,"0,1",+12%,64,-3%,"0,1",+19%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,4,,,,,,,,,1071 kj(256 kcal),-3%,0,-100%,64,+0%,0,-100%,0,-100%,,,,,,['Sans colorants'],,,,,"['E330 - Acide citrique', 'E163 - Anthocyanes', 'E120 - Acide carminique', 'E445 - Esters glycériques de résine de bois']",,,,,
