,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,eco_score,categories,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,additives,nova_score,manufacturing,brand_owner,allergens,ingredients_origins,generic_name,link,palm_ingredients
518,Tarte de montagne noix/miel,3321927200074,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Fromage les chaumes,2430509024609,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Gorgonzola AOP,0207062023095,,['France'],[],[],?,330,27,0,19,1381 kj(330 kcal),19,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Jus de pome,3770000432060,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Mascarpone - Ambrosi - 1000g,8002503400938,,['France'],[],[],?,?,?,?,?,,,,,,1000 g,,['Ambrosi'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
523,Mini Fripon au chocolat x8,0202772016405,,['France'],[],[],?,465,25,51,"7,5",1946 kj(465 kcal),12,23,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Schmalzfleisch Dreistern,4006276001464,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Sauce Chocolat 1883,0612511047063,,['France'],[],[],?,352,"1,2",86,"1,8",1473 kj(352 kcal),"0,8",79,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Chocolat Russe,4680012112067,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Les petites douceurs aux amandes - Biocoop - 180g,3760121214522,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,411,21,45,"9,1",1720 kj(411 kcal),"8,4",31,"0,44","0,176",180 g,,['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop'],,,,,,,,,
528,Comté,2619030018985,,['France'],[],[],?,418,35,0,27,1749 kj(418 kcal),23,0,"0,86","0,344",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.86 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+3%,+3%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
529,Granola fruits rouges - Bjorg - 350g,3229894652530,['Bio'],['France'],[],[],?,398,11,61,"9,5",1665 kj(398 kcal),"1,3",13,,,350 g,,['Bjorg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Filet de haddock fumé à l'ancienne,2869722037590,['Sans colorants'],['France'],[],[],?,79,"0,6","0,5",18,331 kj(79 kcal),"0,5","0,5","3,2","1,28",,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Thoïonade - Au Bec Fin,3466090061906,,['France'],[],[],?,263,21,2,16,1100 kj(263 kcal),"2,9","0,9","0,83","0,332",,,['Au Bec Fin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Pain de campagne - Super U,,,['France'],[],[],?,?,?,?,?,,,,,,,,['Super U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,ZEZÈ - 360g,8034066371646,,['France'],[],[],?,115,3,"18,7","3,2",481 kj(115 kcal),"1,9","14,6","0,13","0,052",360 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Mimolette jaune - €co+,2860132013976,,['France'],[],[],?,311,23,"0,5",26,1301 kj(311 kcal),16,"0,5","2,7","1,08",,,['€co+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,sal de ibiza,4260062060015,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Soda - Coca-Cola,5000112564129,,['France'],[],[],?,2,0,0,0,8 kj(2 kcal),0,0,,,,,['Coca-Cola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Magdalenas Free Sin Conservantes Ni Colorantes Codan,8410368035675,,['France'],[],[],?,453,25,53,"4,9",1895 kj(453 kcal),4,26,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Chocolat blanc -,8436575401140,,['France'],[],[],?,544.3,31,61,"4,7",2277 kj(544 kcal),"19,6","47,7","0,2","0,08",,,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,31 g,en quantité élevée,19.6 g,en quantité élevée,47.7 g,en quantité élevée,0.2 g,en faible quantité,,-4%,-4%,-14%,-9%,+14%,-6%,-30%,-22%,-22%,25,-6%,E,-6%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,,,
539,Baguette Mais 250g - Auchan,2030506572563,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,0,0,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
540,Bourbon creams,38729201,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Brisure de riz parfumée - Riz du monde,023327665001887215220107,,['France'],[],[],?,?,?,?,?,,,,,,,,['Riz du monde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Spiruline Ecocert - 100 Comprimés,3700216210664,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,E,"['Compléments alimentaires', 'Spiruline']",,,,,,,,,,,-100%,-100%,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,
543,Hartweizen Nudeln - 500g,4013423910043,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,500 g,"['Produkt', 'beutel']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Delinut - Shneider's,0838948001281,,['France'],[],[],?,152,6,"22,7","1,4",636 kj(152 kcal),1,"17,3","0,2","0,08",,,"[""Shneider's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Foie d'agneau,2257233019486,,['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Viandes', ""Viandes d'agneau"", ""Foie d'agneau""]","['FR 34.194.005 CE', 'Paulhan (Hérault, France)']",,,,,,,,,,,,,,,,,,,,,,,98.2%,0.2%,0.7%,0.6%,0.4%,0.1%,6,,,,,,,,,,
546,Kosinaki,4260428463719,,['France'],[],[],?,535,42,46,16,2238 kj(535 kcal),20,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Le jambon à l'ancienne,2477640023023,,['France'],[],[],?,160,"9,6","0,6",18,669 kj(160 kcal),"3,5","0,6","2,4","0,96",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,9.6 g,en quantité modérée,3.5 g,en quantité modérée,0.6 g,en faible quantité,2.4 g,en quantité élevée,,+5%,+5%,+56%,+45%,+21%,+23%,-19%,+23%,+23%,14,+43%,D,+43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
548,Miel,3770003678014,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Plateau apéro asiatique - 340g,3663219003339,,['France'],[],[],?,229,"12,3",21,"7,2",958 kj(229 kcal),"2,3","2,3","1,3","0,52",340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Ligne fine - Leader Price,3291330007389,,['France'],[],[],?,66,"0,1",10,"4,6",276 kj(66 kcal),0,"9,8","0,1","0,04",,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,
551,Brownies Chocolat,0249702042646,,['France'],[],[],?,468,29,45,"5,9",1958 kj(468 kcal),11,36,,,,,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,29 g,en quantité élevée,11 g,en quantité élevée,36 g,en quantité élevée,,,,+3%,+3%,+13%,+34%,-6%,+5%,-0%,,,,,,,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,,,,
552,Cake chocôat caramel,3760145841414,,['France'],[],[],?,401,22,45,"5,6",1678 kj(401 kcal),13,29,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Bouchée à la reine,2874530037915,,['France'],[],[],?,203,13,16,"4,9",849 kj(203 kcal),"8,5","0,5","0,62","0,248",,,,,,"['FR 35.241.001 CE', 'Richardais (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Cocktail de crevette et surimi,2252582021975,,['France'],[],[],?,767,40,"8,3","5,8",3209 kj(767 kcal),"1,8","4,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Tee Kamille - Goldmännchen Tee,4008071043953,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Karton'],['Goldmännchen Tee'],A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions en sachets']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
556,Mandarin-Orangen - leicht gezuckert - Real Quality,4334011189680,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Conserve'],['Real Quality'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Mandarines']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Pfirsiche - halbe Frucht in Fruchtsaft - 480g,4334011209197,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,480 g,"['Konserve', 'produkt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Cocktail de fruits,3329489030238,,['France'],[],[],?,69,0,14,"0,7",289 kj(69 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Mango Scheiben,4251318147628,"['Végétarien', 'Végétalien']","['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,['dose(n)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Canard à la bière. Fabrication artisanale.,3760200773162,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Douceur de brebis a la myrtille,9900000007232,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Currywurst,4003473023404,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Salade du pêcheur au thon,3760054098732,,['France'],[],[],?,117,"6,7",9,"4,5",490 kj(117 kcal),"0,5","0,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Oetker Chocolately Mix (76 Grams),96133125,,['France'],[],[],?,431,12,73,5,1803 kj(431 kcal),"7,3",67,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Mitonné de mouton,06858674,,['France'],[],[],?,91,"2,2","7,6","8,4",381 kj(91 kcal),"1,1","0,8","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Poulet fermier,2209340008730,['Label Rouge'],['France'],[],[],?,117,"2,5","0,5",23,490 kj(117 kcal),"0,8","0,5","0,1","0,04",,,,,,"['FR 14.509.030 CE', 'Plumetot (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Croquant 3 chocolats - Metro,3439496420974,,['France'],[],[],?,417,27,37,"6,1",1745 kj(417 kcal),"9,5",27,"0,25","0,1",,,['Metro'],,,"['EMB 25563A', 'Thurey-le-Mont (Doubs, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Fein gehackte Tomaten - Ja!,4388860242928,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Dose'],['Ja!'],A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",,,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,,,,
569,Pommes de terre de au thon au naturel,2270198017717,,['France'],[],[],?,145,9,9,"6,2",607 kj(145 kcal),"0,7","0,4","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Kyllingboller (Coop) - 500g,7025110157225,,"['France', 'Norvège']",[],[],?,?,?,?,?,,,,,,500 g,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Pain au chocolat,0260137017719,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Fleur de sel,9000002317015,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Chocolat,7443015120739,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Vinaigre framboise,3077317203957,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Bière blanche Thérèse,3770010233107,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Pilon de poulet - La Nouvelle Agriculture,0213328017654,,['France'],[],[],?,563,7,0,18,2356 kj(563 kcal),2,0,0,0,,,['La Nouvelle Agriculture'],,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Miel de montagne - 250g,3000000005323,,['France'],[],[],?,?,?,?,?,,,,,,250 g,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
578,Harissa du cap bon,6191444400229,,['France'],[],[],?,?,?,?,?,,,,,,,,,C,"['Epicerie', 'Sauces', 'Harissas']",,,,,,,,,,,,,,,,,,,,,,,,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,,,,
579,Finest Belgian chocolate 811 - Callebaut,5410522513233,,['France'],[],[],?,551,37,46,"5,1",2305 kj(551 kcal),22,43,,,,,['Callebaut'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Asua d'or med brus,5703828023859,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Bière au génépi - Culminante - Brasserie artisanale de Serre Ponçon - 33cl,3770010418177,['Bière artisanale'],['France'],"['eau', ""malt d'orge"", 'houblons', 'levure', 'liqueur de génépi']",[],?,?,?,?,?,,,,,,33 cl,['Bouteille de verre'],['Brasserie artisanale de Serre Ponçon'],,"['Boissons', 'Boissons alcoolisées', 'Boissons spiritueuses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"['Serre Ponçon', 'France']",,['Gluten'],,,,
582,Crackers Bio aux graines de Lin - Mille et Une Huiles,3700073170866,['Bio'],['France'],[],[],?,417,"13,3","53,5","15,1",1745 kj(417 kcal),"1,9","4,2","2,3","0,92",,,['Mille et Une Huiles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Finest Belgian Chocolate 823 - Callebaut,5410522513516,,['France'],[],[],?,563,36,51,7,2356 kj(563 kcal),22,50,"0,21","0,084",,,['Callebaut'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Alpenspeck,2881816003120,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Südtiroler Speck,2109581005409,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Miel des pays tarnais,3770010615132,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Fill & enjoy,4006387076351,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,"Basmati Reis 500g, Merkur IG - 500g",9002235952339,,"['Autriche', 'France']",[],[],?,?,?,?,?,,,,,,500 g,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,
