,name,bar_code,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,manufacturing,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,traceability_code,ingredients_origins,brand_owner
214,Choco hazel with stevia -,5694230257065,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],"['Maltitol', 'vegetable oil ', 'rapeseed', 'sustain - able palm oil', 'hazelnuts 13%', 'fat reduced cocoa powder', 'skimmed milk powder', 'whey powder ', 'milk', 'emulsifier ', 'sunflower lecithin', 'flavouring', 'sweetener ', 'steviol glycosides']","['E965 - Maltitol', 'E322i - Lécithine', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']","['Lait', 'Fruits à coque']",['Non végétalien'],4,37 g,en quantité élevée,8 g,en quantité élevée,9 g,en quantité modérée,0.2 g,en faible quantité,?,,494,-10%,2067 kj(494 kcal),-10%,37,+9%,8,+4%,49,-5%,9,-81%,6,-12%,"0,2",+94%,"0,08",+94%,14,-32%,D,-32%,['Avec édulcorants'],D,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,
215,Jordnötssmör Creamy - Green Choice,5701038033224,,,['Green Choice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",['France'],"['DWNO/SE: INGREDIENSER: Ristede/rostade jordnôtter ', '99,3%', '*', 'havssalt', ' ingrediens', ' Ikke-EU-jordbrug', ' Kan indeholde spor af hasselnod/nott/nôt', 'cashewnod/nott/nôt og sesamfrolfri ANVENDELSE/ BRU WANVANDNING: Anvendes i dips', 'til bagning', 'i dressinger og i orientalske madretter', 'Grë Choice okologisk jordnoddesmor/ peanottsmor er et rente produkt og derfor udskiller/skiktar den ren jordnoddeoWpeïé tolje pâ toppen', ' Omror ved àbning og opbevar/fôrvara i koleskab/kylskâp efter àbning', ' Find forslag til opskrifterl recepter pâ www', 'haugen-gruppen', 'com']",,,[],,48.9 g,en quantité élevée,6.8 g,en quantité élevée,4 g,en faible quantité,0.7 g,en quantité modérée,?,,623,+4%,2607 kj(623 kcal),+4%,"48,9",+2%,"6,8",-18%,16,+11%,4,-37%,"25,6",+4%,"0,7",+31%,"0,28",+31%,6,-45%,C,-45%,['Bio'],C,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,
216,Organic Green Tea Lemon,5701182012311,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,B,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,
217,Dannka Party Meat Balls - Dann'ka - 340g,5702280308313,340g,,"[""Dann'ka""]",,['France'],"['Porc ', '80%', 'oignons', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', 'lait écrémé en poudre', 'sel', 'épices', 'stabilisator ', 'E 450', 'E 451', ""Frites dans l'huile de colza""]","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,265,,1109 kj(265 kcal),,20,,8,,7,,2,,14,,"1,6",,"0,64",,,,,,,,,['Danemark'],,,,,,,,,,,['127614'],['Danemark'],
218,Classic appelsin Marmelade - BANGS,5706296100220,,,['BANGS'],,['France'],"[""pulpe d'orange "", '50 0%', 'sucre ', '40 %', 'eau', ""jus d'orange et de citron "", 'à base de concentré', ' Additif : épaississant ', 'pectine', ' Préparée avec 50 g de fruits pour 100 g']",['E440 - Pectines'],,[],4,,,,,,,,,?,,192,,803 kj(192 kcal),,"0,1",,"0,01",,47,,46,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,
219,Groseilles Vertes - Bangs,5706296101159,,,['Bangs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de groseilles à maquereaux']",['France'],"['50 % de fruits ', 'groseiller', 'sucre', ""de l'eau"", 'lemon et pectine', ' Préparé avec 51 grammes de fruits pour 100 grammes']",,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,38 g,en quantité élevée,0.02 g,en faible quantité,?,,176,-20%,736 kj(176 kcal),-20%,"0,1",-61%,"0,1",+114%,44,-17%,38,-25%,"0,4",-22%,"0,02",-8%,"0,008",-8%,5,-44%,C,-44%,,D,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,
220,Peanut Butter Creamy - Machandel - 350g,5707381001507,350 g,"['Bocal', 'Verre', 'métal']",['Machandel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['France'],"['Arachides biologiques 99,3 %', 'sel marin']",,['Arachides'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,48.9 g,en quantité élevée,6.2 g,en quantité élevée,4.7 g,en faible quantité,0.7 g,en quantité modérée,?,,590,-2%,2469 kj(590 kcal),-1%,"48,9",+2%,"6,2",-25%,"7,6",-47%,"4,7",-26%,"25,6",+4%,"0,7",+31%,"0,28",+31%,2,-82%,B,-82%,['Bio'],C,Beurre de cacahuètes crémeux,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,
221,Peanut butter creamy,5707381019267,,,,,['France'],[],,,[],,,,,,,,,,?,,602,,2519 kj(602 kcal),,"47,4",,"7,2",,"12,9",,"7,1",,"29,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,
222,Heat,5707577121385,,,,,['France'],[],,,[],,,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,"0,8",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,
223,Nutra  Go vanille,5707577123457,,,,,['France'],[],,,[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,31,,18,,44,,"1,6",,18,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,
224,Naturfrisk Sitronbrus,5708636104608,,,,,"['France', 'Pays-Bas']",[],,,[],,,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,9,,0,,0,,0,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,['Ekoplaza'],,,,,,,,,,,
225,Brunkager - Karen Volf,5709364692221,,,['Karen Volf'],,['France'],"['2', 'oìÊlomma', 'ingefàra', 'jaso Sgg', 'selleri', 'sesat•t', 'ha""belnëtter', ' Fôrvarastor OC ,och svalt', ' «aketerad 8 mànader fôre utg congsciatum', ' Hàllbarhet efterôppning: 2 veckor i tâtsluta fôrpackning', ' ', 'D', ' Braune Kuchen', ' Zutat Weizenmehl', 'Pflanzenfett ', 'Raps', 'Farinzucker', 'Erdnüsse ', '4%', 'Gewürze ', 'Zimt', 'Nelken', 'MuskatbIÜte', 'Ingwer', 'Backtriebmittel ', 'E501,E503', 'salz', ' Kann Spuren von Ei', ""Sellerie' Sesam und Haselnüssen enthalten• Kühl und trocken lagern"", ' Verpackt 8 Monate vorAblaufdes Mindesthaltbarkeitsdatums• Haltbarkeit nach 2 Wochen in einem dicht geschlossenen']","['E501 - Carbonates de potassium', ""E503 - Carbonates d'ammonium""]",,[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,22,,7,,64,,34,,"5,4",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,
226,Lakrids by Johan Bulow - 175g,5710858501103,175 g,"['Verre', 'Bocal', 'métal']",['Johan Bulow'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Réglisses salés']",['France'],"['Farine de riz', 'sirop de sucre inverti', 'sucre de canne', 'mélasse', ""chlorure d'ammonium 6 %"", 'réglisse brute 6 %', 'huiles végétales', 'sel', 'anis', ""agent d'enrobage "", 'shellac']","[""E510 - Chlorure d'ammonium"", 'E904 - Gomme-laque']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,
227,Queso Emmental - Arla - 150g,5711953013065,150 g,['atmosferica protectora'],['Arla'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']","['France', 'Pays-Bas']","['cultures de lait', 'de sel', ""d'acide lactique"", 'présure ', 'microbienne']",,['Lait'],['Non végétalien'],3,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,379,+1%,1586 kj(379 kcal),+1%,29,-1%,19,-4%,"0,5",-25%,"0,5",+21%,29,+5%,"0,7",+8%,"0,28",+8%,12,+5%,D,+5%,,D,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
228,"Rawbite Bio Riegel Spicy Lime, 1 St - Raw-Bite",5712840020043,,,['Raw-Bite'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']","['France', 'Espagne']","['FRUIT 61% ', 'DATES', 'RAISINS', 'LIME JUICE 3%', 'NUTS 39% ', 'CASHEWS', 'ALMONDS', 'GINGER', 'CHILI', 'CITRUS']",,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,20 g,en quantité modérée,3 g,en quantité modérée,29 g,en quantité élevée,0.01 g,en faible quantité,?,,417,-1%,1745 kj(417 kcal),-2%,20,+27%,3,-50%,45,-25%,29,+7%,10,+34%,"0,01",-97%,"0,004",-97%,3,-77%,C,-77%,['Bio'],,,,,,,,,,,,,,,,
229,Topper - Samba - 300g,57306780,300 g,"['Barquette', 'Plastique']","['Samba', 'Elvirasminde', ""Le secret d'Elvira""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons']",['France'],"['Sucre', 'sirop de glucose', 'eau', 'graisses végétales hydrogénées', 'poudre de cacao', 'farine de blé', 'sucre inverti', ""poudre de blanc d'oeuf"", 'émulsifiants ', 'E322', 'E492', 'sirop de glucose déshydraté', 'amidon de maïs', 'arômes', 'stabilisant ', 'E406', ""jaune d'oeuf en poudre"", 'sel', 'poudre à lever ', 'E500']","['E322 - Lécithines', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,11 g,en quantité modérée,10 g,en quantité élevée,54 g,en quantité élevée,0.04 g,en faible quantité,1606,-28%,?,,1606 kj(384 kcal),-27%,11,-66%,10,-43%,67,+28%,54,+14%,"3,5",-40%,"0,04",-74%,"0,016",-74%,23,-6%,E,-6%,,E,,['Danemark'],http://www.elvirasminde.dk/uk/foam-kisses/product-information.html,['Carrefour Market'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
230,Burro leggermente salato - Lurpak - 250g,5740900030305,250 g,,['Lurpak'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']","['France', 'Italie']",[],,['Lait'],[],,82 g,en quantité élevée,52 g,en quantité élevée,0.7 g,en faible quantité,1.2 g,en quantité modérée,?,,739,+3%,3092 kj(739 kcal),+3%,82,+3%,52,-3%,"0,7",-5%,"0,7",+13%,"0,6",-12%,"1,2",+26%,"0,48",+26%,23,+5%,E,+5%,,E,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,
231,Lurpak Soft Salted,5740900400177,,,['Lurpak'],,['France'],[],,,[],,,,,,,,,,?,,706,,2954 kj(706 kcal),,78,,"71,9",,"0,6",,"0,6",,"0,5",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,
232,Pepsi,5741000119020,,,['Pepsi'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Lactofree Soft Cheese - arla - 200g,5760466899925,200 g,['pp-tub'],['Arla'],,"['France', 'Royaume-Uni']","['soft cheese ', 'milk', 'lactase enzyme', 'allergy advice: for allergens see ingredients in bold', 'arla lactofree is not suitable for milk allergy sufferers', 'if in doubt please consult a health professional', 'nutrition per 100g: energy 825kj /']",,['Lait'],['Non végétalien'],,,,,,,,,,?,,199,,833 kj(199 kcal),,17,,11,,3,,3,,"8,7",,"0,85",,"0,34",,,,,,['Sans lactose'],,,,,,,,,,,,,,,,
234,Cultura - Arla Foods - 500g,5760466920292,500 g,['Plastik'],['Arla Foods'],"['Boissons', 'Produits laitiers', 'Boissons lactées']","['Danemark', 'France']","['Skummetmælk', 'blåbær ', '8%', 'sukker ', '4%', 'Kostfibre ', 'cikorieinulin', '1,2%', 'majsstivelse', 'naturlig aroma', 'yoghurtkultur', 'lactobacillus casei F19®', 'LA-5® Lactobacillus acidophilus', 'BB-12 Bifidobacterium']",,['Lait'],['Non végétalien'],4,0.5 g,en faible quantité,0.3 g,en faible quantité,8.2 g,en quantité élevée,0.1 g,en faible quantité,235,-22%,56,-19%,235 kj(56 kcal),-20%,"0,5",-69%,"0,3",-69%,"8,5",-18%,"8,2",-16%,3,+4%,"0,1",-10%,"0,04",-10%,13,-11%,E,-11%,,,,,,,,,,,,,,,,,
235,Starbucks Skinny Latte Kaffedryck,5760466995870,,"['pp-bottle', 'pp-cap', 'ldpe-film']",['Starbucks'],,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,1,,1,,4,,4,,3,,,,,,,,,,"['Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,,,,
236,Spelt mix cereales - Urtekram,5765228882542,,,['Urtekram'],,['France'],[],,,[],,,,,,,,,,?,,329,,1377 kj(329 kcal),,"2,4",,"0,4",,55,,"5,5",,"15,6",,"0,02",,"0,008",,,,,,['Agriculture UE/Non UE'],,,,,,,,,,,,,,['DK-ØKO-100'],,
237,Salt pastiller - Toms - 310g,5774540689906,310g,,['Toms'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Bonbons gélifiés']","['Finlande', 'France', 'Espagne']",[],,,[],,0.4 g,en faible quantité,0.2 g,en faible quantité,40 g,en quantité élevée,0.79 g,en quantité modérée,?,,329,-4%,1377 kj(329 kcal),-4%,"0,4",+0%,"0,2",+19%,75,-7%,40,-31%,"4,3",+17%,"0,79",+587%,"0,316",+587%,15,+6%,D,+6%,,E,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
238,Extra dark Danois - Anthon Berh - 33g,5774540935201,33g,,['Anthon Berh'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
239,biscuits danois au beurre - Jacobsens Bakery Ltd. - 340g,5776879009752,340 g,"['boîte', 'métal', 'Plastique', 'Fer', 'FE']",['Jacobsens Bakery Ltd.'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",['France'],[],,,[],,20 g,en quantité modérée,12 g,en quantité élevée,5.3 g,en quantité modérée,0 g,en faible quantité,?,,452,+1%,1891 kj(452 kcal),+1%,20,+23%,12,+95%,23,-66%,"5,3",-83%,"0,66",-91%,0,-100%,0,-100%,16,-5%,D,-5%,"['Kascher', 'Pur beurre']",C,,['Danemark'],,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,
240,Christmas Tin - Jacobsens Bakery,5776879013261,,"['boîte', 'métal']",['Jacobsens Bakery'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Biscuits', 'Biscuits au chocolat', 'Assortiments de biscuits']",['France'],"['Farine de blé', 'sucre', 'graisse végétale ', 'huile de palme et huile de colza', 'morceaux de chocolats 3 % ', 'sucre', 'pâte de cacao 42 % poudre de cacao dégraissé 4 %', 'beurre de cacao', 'dextrose', 'émulsifiant: lécithine de tournesol', 'noix de coco', 'beurre ', 'lait', 'noisettes', 'sucre glacé', 'cacao', ""poudre à lever: carbonate acide d'ammonium"", 'sel', 'arôme de vanille', 'arôme de beurre', ""blanc d'œuf en poudre""]","['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,11 g,en quantité élevée,25 g,en quantité élevée,0.21 g,en faible quantité,?,,477,-3%,1996 kj(477 kcal),-3%,22,-5%,11,-15%,62,-2%,25,-18%,"5,4",-13%,"0,21",-63%,"0,084",-63%,20,-13%,E,-13%,,D,Biscuits,,,,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,['Huile de palme'],,,
241,Fitness - Nestlé - 250g,5900020004185,250 g,,['Nestlé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', 'Flocons de blé', 'ru:Хлопья из цельной пшеницы']","['France', 'Russie']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['ru:Elle рекомендует', 'ru:Содержит цельные злаки', 'ru:программа 14 дней']",C,Хлопья из цельной пшеницы,,http://www.nestle.ru/brands/informaciya-dlya-professionalov/gotovie-zavtraki/gotovie-zavtraki/fitness-celnaya-psheniza-250g,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,
242,Cookie Crisps - Nestlé - 225g,5900020005946,225 g,"['Sachet', 'Plastique']",['Nestlé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['France'],[],,,[],,3.4 g,en quantité modérée,1.2 g,en faible quantité,24.9 g,en quantité élevée,0.77 g,en quantité modérée,?,,383,-4%,1602 kj(383 kcal),-4%,"3,4",-61%,"1,2",-45%,"78,3",+17%,"24,9",+49%,"7,2",-23%,"0,77",+116%,"0,308",+116%,8,+48%,C,+48%,,C,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,
243,"Fitness chocolat au lait - Nestlé - 141g (6x 23,5g)",5900020010261,"141 g (6 x 23,5 g)","['Boîte', 'Carton', 'Sachet', 'Plastique']",['Nestlé'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",['France'],"['Céréales 42,6 % ', 'blé complet 25,9 %', 'riz', 'chocolat au lait 15 % ', 'sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'lait entier en poudre', 'beurre concentré', 'petit lait en poudre', 'émulsifiant : lécithine de soja', 'arôme vanille', 'sirop de glucose', 'humectants : glycérol', 'sirop de sorbitol', ""extrait de malt d'orge"", 'sirop de sucre inverti', 'fructo-oligosaccharides', 'sucre', 'beurre de cacao', 'sirop de sucre roux inverti', 'sel', 'arôme', 'émulsifiant : lécithine de tournesol', ""correcteur d'acidité : phosphates de sodium"", 'antioxydant : tocophérols', ' Vitamines ', 'PP', 'B5', 'B6', 'B2', 'B9', ' et minéraux ', 'carbonate de calcium et fer']","['E322i - Lécithine', 'E422 - Glycérol', 'E420ii - Sirop de sorbitol', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E307c - Tocophérol']","['Gluten', 'Lait', 'Soja']",['Non végétalien'],4,7 g,en quantité modérée,4.1 g,en quantité modérée,26.2 g,en quantité élevée,0.838 g,en quantité modérée,1642,-17%,?,,1642 kj(392 kcal),-13%,7,-64%,"4,1",-59%,"68,4",+16%,"26,2",-19%,"5,5",-23%,"0,838",+125%,"0,335",+125%,11,-36%,D,-36%,['Point Vert'],D,,,,,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,,,
244,Barre céréales chocolat Nesquik,5900020025098,,,['Nesquik'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['France'],[],,,[],,12.9 g,en quantité modérée,7.4 g,en quantité élevée,29.5 g,en quantité élevée,0.5 g,en quantité modérée,?,,407,-4%,1703 kj(407 kcal),-4%,"12,9",-18%,"7,4",+24%,"60,7",+1%,"29,5",+8%,7,-6%,"0,5",+28%,"0,2",+28%,20,+52%,E,+52%,['Halal'],,,,,,,,,,,,,,,,
245,"Barre Chocapic - Nestlé - 300g, 12barres 25g",5900020027207,"300 g, 12 barres 25 g","['Etui', 'Carton', 'Sachet', 'Plastique', 'Point vert', 'Etui']","['Nestlé', 'Chocapic']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat']",['France'],"['Céréales 27', '8% ', 'farine de blé complet 19', '3%', 'farine de blé', 'semoule de maïs', 'farine de riz', 'sirop de glucose', 'huiles végétales ', 'huile de palmiste', 'huile de palme', 'huile de tournesol', 'chocolat en poudre 10% ', 'sucre', 'cacao en poudre', 'lait concentré sucré 8', '8% ', 'lait', 'sucre', 'lait écrémé en poudre 8', '4%', 'humectants : sirop de sorbitol', 'glycérol ', ' sirop de sucre inverti', 'sucre', 'maltodextrine', 'dextrose', 'émulsifiant : lécithine de tournesol ', ' sel', ""extrait de malt d'orge "", 'gluten', 'arômes', 'antioxydant : extrait riche en tocophérols ', ' cacao maigre en poudre 0', '03%', ""correcteur d'acidité : phosphates de sodium"", 'vitamines ', 'PP', 'B5', 'B6', 'B2', 'B9', ' et minéraux ', 'carbonate de calcium et fer']","['E420ii - Sirop de sorbitol', 'E422 - Glycérol', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,13.7 g,en quantité modérée,8.1 g,en quantité élevée,28.1 g,en quantité élevée,0.4 g,en quantité modérée,?,,408,-8%,1707 kj(408 kcal),-9%,"13,7",-29%,"8,1",-19%,"57,8",-2%,"28,1",-13%,"7,6",+6%,"0,4",+7%,"0,16",+7%,16,-8%,D,-8%,"['Source de calcium', 'Avec arôme naturel', 'Avec du blé']",D,"Barre de céréales au chocolat, enrichie en 5 vitamines calcium et fer",,,,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,['Huile de palme'],,,
246,Dark 70% cocoa - Wawel - 100g,5900102013067,100 g,['Plastic'],['Wawel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Bonbons', 'Chocolats noirs']","['France', 'Hongrie']","['cocoa mass', 'sweetener ', 'maltitol E965', 'cocoa butter', 'fat reduced cocoa powder', 'emulsifiers ', 'soya lecithines', 'polyglycerol polyricinoleate', 'flavours']","['E965 - Maltitol', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",['Soja'],['Sans huile de palme'],4,39 g,en quantité élevée,24 g,en quantité élevée,0.8 g,en faible quantité,0.02 g,en faible quantité,?,,503,-10%,2105 kj(503 kcal),-9%,39,-1%,24,+4%,34,-12%,"0,8",-97%,"9,7",+27%,"0,02",-57%,"0,008",-57%,11,-48%,D,-48%,"['Sans sucre ajouté', 'en:palm-oil-free']",E,bitter chocolate,['Poland'],,['Tesco'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
247,Napój Tymbark Jablko Mieta,5900334000323,,,['Tymbark'],"['Boissons', 'Boissons sans sucre ajouté']",['France'],"['Woda', 'sok jabłkowy z zagęszczonego soku ', '20%', 'syrop glukozowo-fruktozowy ', 'G', ' i/lub cukier ', 'D', 'regulator kwasowości – kwas cytrynowy', 'ekstrakt z mięty', 'D', 'G - w zależności od użytego składnika: patrz nadruk na wierzchu opakowania,']",['E330 - Acide citrique'],,[],4,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,?,,36,-18%,151 kj(36 kcal),-23%,0,-100%,0,-100%,9,+4%,9,+33%,0,-100%,0,-100%,0,-100%,12,+118%,E,+118%,,,,,,,,,,,,,,,,,
248,Lemon ice tea - Lipton - 330ml,5900497600330,330 ml,,['Lipton'],,['France'],[],,,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,1,,1,,"4,6",,"4,5",,1,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,
249,Hortex Jabłko wiśnia - 1l,5900500027796,1 l,['Tetra Pak'],['Hortex'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'pl:Napoj-niegazowany']","['France', 'Pologne']","['Woda', 'soki z soków zagęszczonych: jabłkowy ', '14%', 'wiśniowy ', '5%', 'sok aroniowy ', '1%', ' - do korekcji barwy', ' cukier ', 'R', ' i/lub syrop glukozowo-fruktozowy ', 'S', 'aromaty', 'regulator kwasowości - kwas cytrynowy']",['E330 - Acide citrique'],,[],4,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,?,,36,-20%,151 kj(36 kcal),-19%,0,-100%,0,-100%,9,-13%,9,-6%,0,-100%,0,-100%,0,-100%,12,+78%,E,+78%,,B,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,
