,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,manufacturing,traceability_code,nova_score,labels,allergens,markets,additives,palm_ingredients,link,generic_name
459,Pain Epis,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,03664278,03664278,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Whey Protein,5999100012660,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,croc'tout choc - Lucien Georgelin - 375g,00900003,['France'],[],[],?,137,573 kj(137 kcal),"4,8","1,5",20,"9,6","2,3","0,15","0,06",,375g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,-61%,-16%,-66%,-76%,,,,,,,,['Lucien Georgelin'],4.8 g,en quantité modérée,1.5 g,en quantité modérée,9.6 g,en quantité modérée,0.15 g,en faible quantité,-61%,-5%,+69%,-50%,-50%,1,-39%,B,-39%,['sachet plastique boîte en carton'],,,,,['Blé français'],,['hyper u'],,,,
463,Organic Peppermint Unbleached Bags - Clipper,5021991200014,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,['Clipper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Glacage deux chocolats,4000521023348,['France'],[],[],?,596,2494 kj(596 kcal),42,30,51,47,"2,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Baies d’aronia,4260289447194,['France'],[],[],?,265,1109 kj(265 kcal),"1,5","0,3",60,25,"2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Ice mochi - Lotte,45116568,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,['Lotte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Zumo puro de granada ecológico,5604321030217,['France'],[],[],?,56,234 kj(56 kcal),0,0,14,13,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
468,Activa,3425901015811,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Bouvet-ladubay Saumur Saphir Brut,3151330300715,['France'],[],[],?,126,527 kj(126 kcal),"3,4","0,7",17,7,"4,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Honey pops,7624841524353,"['France', 'Suisse']",[],[],?,378,1582 kj(378 kcal),"1,6","0,3",78,19,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,,
471,Confiture extra framboise - La Tacoulienne - 370g,3445450001103,['France'],"['Fruits', 'Sucre e', ' Preparer avec 55g de iruits pour 100g', ' À concerver au frais apres ouverture', ' A conson avant la date fiyurant sur capsuie Poids net : 370g 0me']",[],?,?,,?,,?,,?,,,C,370g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Produits artisanaux', 'Confitures', 'Confitures artisanales', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['La Tacoulienne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Veganes steak,8718300877551,['France'],[],[],?,195,816 kj(195 kcal),10,"4,7","6,3","1,1",12,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Houmous,5420030617828,['France'],[],[],?,292,1222 kj(292 kcal),25,"3,4","8,8","0,5","6,2","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Tranchettes Gouda - Cora,3257986773016,['France'],[],[],?,348,1456 kj(348 kcal),28,19,"0,5","0,5",24,"1,7","0,68",C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",,-6%,-8%,+167%,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Cora'],28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-6%,-8%,+207%,-10%,-10%,16,-5%,D,-5%,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Nutriscore', 'Nutriscore D']",,,,,,
475,Mini Cigare Filtre Vanille,4000862222400,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,"Rainbollow - haribo - 1,05kg",01086336,['France'],"['Sucre', 'sirop de glucose', ' eau', ' humectant: sirop de sorbitol', ' gélatine', ' dextrose', ' concentrés de fruits et de plantes: betterave rouge', 'carthame', 'spiruline', ' arôme']",[],?,333,1393 kj(333 kcal),"< 0,5","< 0,1",80,68,"3,5","0,02","0,008",,"1,05 kg","['Snacks', 'Snacks sucrés', 'Confiseries']",,-21%,-97%,+20%,-17%,,,,,,,,['Haribo'],0.5 g,en faible quantité,0.1 g,en faible quantité,68 g,en quantité élevée,0.02 g,en faible quantité,-21%,-98%,+37%,-86%,-86%,14,-23%,D,-23%,['Boîte en plastique'],,,,,,,,,,,
477,Glace yaourt Areilladou coulis fruits rouges,3509240009523,['France'],[],[],?,151,632 kj(151 kcal),"3,3","2,1","26,6","26,6","3,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Palets Bretons pur beurre,3760098700165,['France'],[],[],?,511,2138 kj(511 kcal),"30,3","20,1","55,1","27,8",5,"0,9","0,36",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,+3%,+19%,-9%,-15%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,30.3 g,en quantité élevée,20.1 g,en quantité élevée,27.8 g,en quantité élevée,0.9 g,en quantité modérée,+3%,+23%,+7%,+3%,+3%,25,+4%,E,+4%,,,,,,,,,,,,
479,Chorizo Extra,8421395046510,['France'],[],[],?,421,1761 kj(421 kcal),35,"14,4","2,7","2,4","23,8","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Sucrine,3417779001133,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Laitues', 'Sucrines', 'en:Laitue', 'en:Sucrines']",,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Gautschi Tartare,7610405067633,['France'],[],[],?,337,1410 kj(337 kcal),34,"4,2","5,9","4,6","2,9","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Mini pastilles,3161879001424,['France'],[],[],?,60,251 kj(60 kcal),1,0,21,1,78,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Brown Sugar Boba,4710122204977,['France'],[],[],?,191.89999389648,803 kj(191 kcal),"6,7","5,8","31,6","19,8","1,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,escalope de dinde extra fine,0289054020992,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Donut Chocolat,2098033798146,['France'],[],[],?,441,1845 kj(441 kcal),28,13,41,16,"6,7","1,6","0,64",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,+2%,+8%,-4%,+4%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,+2%,+3%,+2%,+54%,+54%,25,+16%,E,+16%,,,,,,,,,,,,
486,tarku,8690120060132,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Milk shake,20257569,['France'],[],[],?,108.69999694824,455 kj(108 kcal),"5,7","3,6","10,7","9,6","3,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Nectar fraise gariguette - Atelier Patrick Font,3760131166224,['France'],"['EAU', 'PULPE DE FRAISE GARIGUETTE ', '40%', 'SUCRE', 'ACIDIFIANT : ACIDE CITRIQUE', 'ANTIOXYDANT : ACIDE ASCORBIQUE']",[],?,68,284 kj(68 kcal),0,0,16,"13,2",0,0,0,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",,+28%,-100%,+32%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Atelier Patrick Font'],0 g,en faible quantité,0 g,en faible quantité,13.2 g,en quantité élevée,0 g,en faible quantité,+29%,-100%,+15%,-100%,-100%,19,+27%,E,+27%,,,,,3,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,
489,Macarillons bio,3247224331009,['France'],[],[],?,421,1761 kj(421 kcal),"21,8","21,8","13,2","4,8","9,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
490,Trapanese Pesto,8051013331010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Saumon fumé sauvage d’Alaska - Delpeyrat,3067163650098,['France'],[],[],?,123,515 kj(123 kcal),"2,3","0,6","0,5",0,26,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",,-8%,-38%,+1%,+9%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Delpeyrat'],2.3 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,-7%,-25%,-100%,+2%,+2%,11,-1%,D,-1%,,,,,,,,,,,,
492,"Tomates, basilic et ail",0059749956505,['France'],[],[],?,2,8 kj(2 kcal),"1,5",0,11,6,1,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Mûri vitaminé,3383810002660,['France'],[],[],?,39,163 kj(39 kcal),"0,5","0,1","9,4","9,4","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Madeleines aux raisins sec maceres dans du rhum - Maison Vital Ainé,3333040010119,['France'],[],[],?,367,1536 kj(367 kcal),13,"4,1",55,34,"4,6","0,56","0,224",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,-17%,-43%,+4%,-19%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['Maison Vital Ainé'],13 g,en quantité modérée,4.1 g,en quantité modérée,34 g,en quantité élevée,0.56 g,en quantité modérée,-17%,-41%,+24%,-31%,-31%,17,-8%,D,-8%,,,,,,,,,,,,
495,Sriracha,8715017222483,['France'],[],[],?,148,619 kj(148 kcal),"0,7",0,33,30,12,"8,5","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Limon'Verde,3381661002006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,3700969000239,3700969000239,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Crêpes debtelle - Gavottes,3535800003045,['France'],[],[],?,489,2046 kj(489 kcal),20,13,69,50,"5,8","0,67","0,268",,,,,,,,,,,,,,,,['Gavottes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,base organic food huile de coco - 200ml,11426419,['France'],['huile de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,200 ml,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",,,,,,,,,,,,,['organic food'],,,,,,,,,,,,,,,,,,['Verre'],['Sri Lanka'],['Sri Lanka'],,2,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,['au marché de Léopold'],,,,
500,Mouchoirs compacts,3263856148716,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Pago orange,39793999,['France'],[],[],?,46,192 kj(46 kcal),"0,5","0,1",10,10,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Suisse longue fruits 50,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,67918843,67918843,['France'],[],[],?,292,1222 kj(292 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Pain baltique,0217007012794,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2000000193649,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Arôme fleur d'oranger,3278584443514,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Saumon fume bio ecosse - Les Toques Blanches du Monde,3770002165478,['France'],[],[],?,167,699 kj(167 kcal),8,"1,2","0,5","0,5","20,7","2,51","1,004",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,-7%,-18%,-8%,-5%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Les Toques Blanches du Monde'],8 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.51 g,en quantité élevée,-7%,-39%,+52%,-11%,-11%,13,-2%,D,-2%,,['Ecosse'],,,,,,,,,,
508,Pur jus bio pomme franboise,3700399602102,['France'],[],[],?,50,209 kj(50 kcal),0,0,"11,7","11,4","0,01","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
509,nature,8410650233581,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,4712134660826,4712134660826,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,3:15 PM Milk Tea - Roasted - SC - 100g,3147830660886,['France'],"['[EN] Ingredients:refined sugar', 'creamer ', 'contain milk', 'black tea', 'Oolong-Tea', 'Coffee powder', '[CN] 成份:細糖、奶精、紅茶、烏龍茶、咖啡粉', ' [NL] Ingrediënten: geraffineerde suiker', 'creamer ', 'bevat melk', 'zwarte thee', 'Oolong thee', 'koffie poeder', '[FR] Ingrédients: sucre raffinée', 'crème ', 'contient du lait', 'thé noir', 'thé oolong', 'café en poudre', ' [DE] Zutáten: Zucker raffiniertes', 'creamer ', 'enthält Milch', 'schwarzer Tee', 'Oolong-Tee', 'Kaffeepulver', '[ES] Ingredientes: azúcar refinado', 'desnatadora ', 'contiene la leche', 'té negro', 'té oolong', 'polvo de café', '[IT] Ingredienti: zucchero raffinato', 'scrematrice ', 'contiene latte', 'tè nero', 'tè oolong', 'polvere di caffè']",[],?,463,1937 kj(463 kcal),"14,9","14,7","79,6","55,2","2,7","0,14","0,056",,100 g,['Thés au lait'],,,,,,,,,,,,,['SC'],14.9 g,en quantité modérée,14.7 g,en quantité élevée,55.2 g,en quantité élevée,0.14 g,en faible quantité,,,,,,25,,E,,,,,,,,,,,,,
512,Saumon sans arêtes,3250392893439,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"Poulet rôti - Corrompu - 1,082kg",2167930005401,['France'],[],[],?,?,,?,,?,,?,,,D,"1,082kg","['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Corrompu'],,,,,,,,,,,,,,,,,,['carton papier'],,,,,,,,,,,
514,Glace au café artisanale,8718531520721,['France'],[],[],?,227,950 kj(227 kcal),"10,7","5,2","28,2","16,6","4,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Glace Bio au Lait de Brebis: Karamel,3770008553309,['France'],[],[],?,169,707 kj(169 kcal),"7,4","4,9",21,20,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
516,SlimFast Sour Cream & Chive Flavour Pretzels,5055967559530,['France'],[],[],?,432,1807 kj(432 kcal),"9,5","0,8","74,5",9,"9,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,VQR Kiri Spread - 350g,3073781010749,['France'],[],[],?,1007,4213 kj(1007 kcal),27,"0,16",2,2,5,"1,3","0,52",D,350g,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,+332%,+29%,-41%,-40%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Kiri', 'Bel']",27 g,en quantité élevée,0.16 g,en faible quantité,2 g,en faible quantité,1.3 g,en quantité modérée,+329%,-99%,-32%,+11%,+11%,12,0%,D,0%,,,,,,,,,,,,
518,Sweet Chilli Thai Style,5060060381247,"['France', 'Royaume-Uni']",[],[],?,106,444 kj(106 kcal),"0,2","0,1","25,6","21,4","0,4","1,31","0,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['bottle - glass'],,,,,,,,,,,
519,California club,5694230170050,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Pain raisin,,['France'],[],[],?,264,1105 kj(264 kcal),"9,8","6,3",16,"6,1",53,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Tarte au flan,3456580001208,['France'],[],[],?,250,1046 kj(250 kcal),"9,6","6,4",36,15,"0,29","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,cake aux écorces d'oranges - maison vital aine - 374g,3333040008482,['France'],"['Cake aux écorces d\'orange et de citron"" confites et aux raisins sar eur orange', ' Ingrèdieuts: farine de BLE', ' raisius inucérés ', 'raisius secs 126 rérydratés', 'rhum', "" fruits confits: écorces d'arange 9,50% "", ""éc:orces d'orange"", 'sirop de glucose frnctose', 'sucre', ""correcteur d'acilité [E330}"", 'con: erateur ', 'E220}', 'écorces de citrou 5,3% ', 'écorces de citron', 'sirop de glncose-frmctose', 'sacre', ""correcteur d'acidité "", 'E330]', 'conservateur ', 'E220', ' OEUFS frais ', ' siere', ' huile de tournesol', ' BEURRE ', ' sirap i sacre iuverti cristallisé', ' stabilisai ', 'E422', "" páte d'écorces d'orange 0,8%% "", "" orces d'orange"", ' sirop de glucose-fru:tose', 'saccharose', 'Ju', ""s d'orauge concentré pate d'écorces de citron 0,8%% "", 'écorces de citrou', 'sirop de glucose', 'saccharose', ""rrecteurd'acidité [E330]"", ' ', ' rhum ', ' stabilisant ', 'E420', ' poudres à lever ', 'E450 et ESO0', 'agent de charge [E170]', ' ', ' sirop d! glucose - huctose', ' aròme', ' sel', ' émulsifiant ', 'E322', ' arômes naturels', ' censervatenr ', 'E202', ""exti ait de mal: d'CRCE"", ' épaississant 415', ' GLUTEN de DLE ', 'lai iiië ủe BLE maiié ', ' ageut de traitement de la farine ', 'E300', "" Iraces és entuelies o'ÁRLANDES"", ' * Ne provieuneut pas de France', ' Valeurs nutritionuelles movenue ponr 100 g : Energie: 1553 kJ/']",['Non végétalien'],1553,369,1553 kj(369 kcal),13,3,57,37,"4,7","0,59","0,236",C,374 g,"['Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",-4%,-5%,-16%,+1%,-3%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,"['maison vital aine', 'Vital Ainé']",13 g,en quantité modérée,3 g,en quantité modérée,37 g,en quantité élevée,0.59 g,en quantité modérée,-5%,-32%,+11%,+1%,+1%,14,-16%,D,-16%,"['Plastique', 'Carton', 'Papier', 'Film en plastique', 'Etui en carton']",,,"['FR 31.324.013 CE', 'Martres-Tolosane (Haute-Garonne, France)']",4,['Point Vert'],"['Œufs', 'Gluten', 'Lait']",['Intermarché'],"['E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E170 - Carbonates de calcium', 'E322 - Lécithines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,
523,Olive verte bio franprix,3263855408217,['France'],[],[],?,145,607 kj(145 kcal),14,2,"1,3",0,1,4,"1,6",,,,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,,,,,,,,['Bocal en verre'],,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,['Franprix'],,,,
524,Glace Stracciatella,3515890128965,['France'],[],[],?,218,912 kj(218 kcal),"12,7","9,3","21,3","20,7","4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Pain de mie - Marque Repère.   E.Leclerc - 500g,08716011,['France'],"['Farine complète de blé 58%', 'eau', ""flocons d'avoine 3,8 %"", 'huile de colza', 'sucre', 'gluten de blé', 'levure', ""farine d'orge maltée et torréfiée 1,4%"", 'sel', ""vinaigre d'alcool"", 'farine de blé 0,6 %', 'émulsifiant : E471', 'conservateur : E282', 'antioxydant : acide ascorbique', ' Traces de soja']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,267,1117 kj(267 kcal),5,"1,8",42,"6,7",1,1,"0,4",B,500g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains complets', 'Pains de mie complet']",,+3%,+17%,-2%,-89%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,['Marque Repère.   E.Leclerc'],5 g,en quantité modérée,1.8 g,en quantité modérée,6.7 g,en quantité modérée,1 g,en quantité modérée,+3%,+189%,+33%,-12%,-12%,4,,C,,['Sachet'],,,,4,,['Gluten'],['E.Leclerc'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",,,
526,Pilchards de harengs - Leaderprice,3263851300317,['France'],[],[],?,195,816 kj(195 kcal),"3,3",2,2,"1,3",13,"1,1","0,44",,,,,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,sorbet bio pomme - Terre adélice - 500ml,3515890507760,['France'],"['Sorbet pomme : pomme* ', '60%', 'Sucres* ', 'sucre*', 'sirop de glucose*', 'sucre inverti*', 'eau', 'stabilisant* ', 'caroube*', 'acérola*', "" *Produit issu de l'agriculture biologique"", ' Sans colorant']",[],?,127,531 kj(127 kcal),"0,1",0,"30,3","24,4","0,2","0,076","0,03",B,500 ml,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,+4%,-65%,+6%,-56%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Terre adélice'],0.1 g,en faible quantité,0 g,en faible quantité,24.4 g,en quantité élevée,0.0762 g,en faible quantité,+4%,-100%,+1%,+154%,+154%,5,-5%,C,-5%,"['Boite', 'Carton']",,['07190 St Sauveur de Montagut'],"['FR 07.295.001 CE', 'Saint-Sauveur-de-Montagut (Ardèche, France)']",4,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans colorants']",,,,,http://www.terre-adelice.eu,
528,Olives de Grèce farcies à l’ail,26056869,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,L'eurelienne,3770001887197,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Fanta shokata,5000112546811,['France'],[],[],?,126,527 kj(126 kcal),0,0,"7,1","7,1","0,03",0,0,,,,,,,,,,,,,,,,['Fanta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Allegopolis,3760046254320,['France'],[],[],?,1,4 kj(1 kcal),0,0,10,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Merguez de poulet,3237970839416,['France'],[],[],?,259,1084 kj(259 kcal),"20,8","6,2",0,0,"15,8","2,51","1,004",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,-2%,-3%,-100%,+10%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,20.8 g,en quantité élevée,6.2 g,en quantité élevée,0 g,en faible quantité,2.51 g,en quantité élevée,-1%,-32%,-100%,+31%,+31%,19,+1%,E,+1%,,,,,,,,,,,,
533,Sauvignon chardonay,3531380023442,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
