,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,packaging,labels,manufacturing,allergens,palm_ingredients,generic_name,link,brand_owner,origin_detail,producer_info
20,Planta,8712566120468,,,,,,,,"['France', 'Portugal']",[],[],,,,,,,,,?,,630,,2636 kj(630 kcal),,70,,20,,"0,8",,"0,8",,"0,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
21,Carrés Fourrés saveur Amande - Aviateur - 280g,8713627000453,,280 g,['Aviateur'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés']",,,['Grand Frais'],['France'],"['Sucre', 'farine de FROMENT', 'graine de SOJA', 'huiles végétales ', 'palme', 'colza', 'noix de coco', 'amidon modifié de pomme de terre', 'dextrose', '1 % AMANDE', 'stabilisant : sorbitol', ' épaississants : gomme guar', 'pectine', "" noyau d'abricot"", 'émulsifiant : lécithine de SOJA', ' sel', 'sirop de glucose', 'poudre à lever : E450', 'E500', ' sucre inverti', 'albumine de LAIT', 'arôme ', 'contient du LAIT', 'conservateur : E202', 'E281', ' LACTOSE', 'amidon de BLÉ', ""correcteur d'acidité : acide citrique""]","['Huile de palme', 'Non végétalien']",14.5 g,en quantité modérée,5.9 g,en quantité élevée,36.2 g,en quantité élevée,0.43 g,en quantité modérée,?,,384,+11%,1607 kj(384 kcal),+11%,"14,5",+290%,"5,9",+562%,"57,7",-21%,"36,2",-17%,"5,2",+35%,"0,43",-23%,"0,172",-23%,18,+18%,D,+18%,,,,,,,,"['E14XX - Amidons modifiés', 'E420 - Sorbitol', 'E412 - Gomme de guar', 'E440 - Pectines', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E281 - Propionate de sodium', 'E330 - Acide citrique']",4,"['Barquette', 'Plastique']",,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme'],,,,,
22,Lipton Thé Noir Pomme Cannelle 20 Sachets 36g - 36g,8714100776179,B,36 g,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,['France'],"[""Feuilles d'oranger "", '29%', 'cannelle ', '18%', 'arôme', 'églantier', 'pomme ', '11%', 'hibiscus', 'tilleul', 'chicorée']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,4,+100%,17 kj(4 kcal),+70%,0,-100%,0,-100%,"0,5",+155%,"0,5",+225%,"0,5",+156%,0,-100%,0,-100%,2,+68%,C,+68%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,4,,['Point Vert'],,,,Préparation aromatisée pour infusion,,,,
23,NIDO - Nestlé,8715000998654,,,['Nestlé'],,,,,['France'],"['@ LAIT ENTIER EN POUDRE À DISSOLUTION INSTANTANÉE', ' Lait entier en poudre', 'Emulsifiant: lécithine de soja', ' Matière grasse: min', ' 289%']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,503,,2105 kj(503 kcal),,"28,2",,"17,6",,"36,5",,"36,5",,"25,7",,"0,9",,"0,36",,,,,,,,,,,,,['E322i - Lécithine'],4,,,,['Lait'],,,,,,
24,Fromage Fondu Naturel - Weight Watchers - 140g,8717647983154,D,140 g,['Weight Watchers'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",,,['Delhaize'],"['Belgique', 'France']",[],[],9 g,en quantité modérée,6 g,en quantité élevée,6 g,en quantité modérée,2.3 g,en quantité élevée,?,,149,-41%,623 kj(149 kcal),-41%,9,-55%,6,-55%,6,+11%,6,+49%,11,-6%,"2,3",+16%,"0,92",+16%,12,-23%,D,-23%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
25,Amora Sauce Bulgare salade & sandwich bouteille 1L - 1000ml,8722700253549,,1000 ml,"['Amora', 'Unilever']","['Epicerie', 'Condiments', 'Sauces', 'Assaisonnements']",,,,['France'],"['LAIT fermenté 31%', 'eau', 'huile de tournesol', ""vinaigre d'alcool"", 'sucre', 'amidon modifié de maïs', ""jaune d'ŒUFde poules élevées en plein air 1,8%"", 'sel', 'jus de citron concentré', 'acidifiant : acide lactique', 'LAIT écrémé en poudre', 'épaississant : gomme xanthane', 'arômes', 'antioxydant : E385', 'oignon en poudre', 'extrait de levure', ' Peut contenir : sésame', 'moutarde']",['Non végétalien'],20 g,en quantité modérée,2.5 g,en quantité modérée,7.6 g,en quantité modérée,1.7 g,en quantité élevée,950,-7%,227,+11%,950 kj(227 kcal),+5%,20,+116%,"2,5",+95%,"9,3",-56%,"7,6",-19%,"1,8",-57%,"1,7",-82%,"0,68",-82%,12,+8%,D,+8%,,,,,,,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E415 - Gomme xanthane', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",4,"['Flacon', 'Plastique', 'bouteille']",,,"['Œufs', 'Lait']",,Sauce Salade & Sandwich à la Bulgare,,,,
26,"Fondant chocolat, chocolat noir extra fin 58% de cacao - Alsa",8722700359012,,,['Alsa'],,,,['Magasins U'],['France'],[],[],,,,,,,,,?,,409,,1711 kj(409 kcal),,27,,15,,36,,30,,"6,5",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,
27,Knorr Marmite de Bouillon Bœuf Offre Spéciale x 8 - 224g,8722700455158,,224 g,['Knorr'],"['Epicerie', 'Sauces', 'Bouillons', 'Bouillons de bœuf', ""Sauces à base d'extrait de levure""]",,,,['France'],"['Eau', 'sel', 'graisse de bœuf ', 'graisse de bœuf', 'antioxydant : extraits de romarin', 'arômes ', 'dont LAIT', 'sucre', 'extrait de levure', 'carotte réhydratée¹ : 2%', 'extrait de viande de bœuf : 1,7%', 'graisse de palme', 'gélifiants : gomme xanthane et farine de graines de caroube', 'caramel', 'poireau réhydraté¹ : 0,5%', 'maltodextrine', 'persil¹ : 0,05%', "" ¹Ingrédients issus de l'agriculture durable""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,22,-96%,5,-96%,22 kj(5 kcal),-96%,"0,5",-88%,"0,2",-91%,"0,5",-97%,"0,5",-87%,"0,5",-89%,"1,2",-95%,"0,48",-95%,5,-42%,C,-42%,,,,,,,,"['E392 - Extrait de romarin', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']",4,"['Boîte en carton', 'boite', 'wrapper', 'Film']","['Agriculture durable', 'Point Vert', 'Sans conservateurs']",,['Lait'],['Huile de palme'],Bouillon fondant de bœuf.,,,,
28,"Lipton Ice Tea Green - 1,5L e",8722700485483,C,"1,5 L e","['Lipton', 'Unilever']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés']",,,,"['France', 'Suisse']","['Eau', 'sucre', 'fructose', 'extrait de thé vert ', '1 ,4g/l', 'acidifiant ', 'acide citrique', 'arôme', ""correcteur d'acidité "", 'E331 ', 'antioxidant ', 'acide ascorbique', 'édulcorant ', 'glycosides de stéviol']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,3.5 g,en quantité modérée,0.01 g,en faible quantité,80,-12%,15,-25%,80 kj(15 kcal),-6%,"0,5",+395%,"0,1",+308%,"3,6",-24%,"3,5",-22%,"0,5",+331%,"0,01",-60%,"0,004",-60%,6,-10%,D,-10%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,"['Bouteille', 'Plastique', 'Pasteurisé']","['Point Vert', 'Fabriqué en Italie']",,,,,,,,
29,Smoothie,9001400102708,,,,,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,1,,1,,11,,10,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
30,Bio Birchen Porridge - Verival,9004617067167,C,,['Verival'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits', 'Porridge', 'Porridge aux fruits']",,,,['France'],"[""Flocons d'avoine complets concassés sans gluten* 59,5%"", 'figues hachées* 8% ', 'figues* 97% ', 'farine de riz*', ' dés de pommes 8%', 'granules de datte* 8% ', 'concentré de jus de dattes* 60%', 'farine de riz*', ' raisins de Šmyme * 6% ', 'raisins de Smyme* 99,5%', 'huile de tournesol*', ' noisettes hachées et grillées* 5,5%', 'flocons de pommes* 5% ', 'purée de pomme*', 'farine de riz*', 'concentré de jus de pomme*', ' *', "" issu de l'agriculture biologique contrôlée"", ' Peut contenir des traces de graines de sésame', 'soja', 'lupins et des autres fruits à coque']","['Végétalien', 'Végétarien']",8 g,en quantité modérée,1 g,en faible quantité,22 g,en quantité élevée,0.02 g,en faible quantité,?,,379,+4%,1586 kj(379 kcal),+4%,8,+16%,1,-22%,63,+7%,22,+68%,"9,6",-9%,"0,02",+4%,"0,008",+4%,3,,C,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,
31,Fried shallots,9555349802002,,,,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
32,Batna,3664346308281,,,,,,,,['France'],[],[],,,,,,,,,?,,403,,1686 kj(403 kcal),,"7,4",,"3,7",,81,,61,,"2,7",,"0,25",,"0,1",,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
33,Porridge bananeschoko -,4260188788701,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat', 'Porridge', 'Porridge au chocolat']",,,,"['France', 'Allemagne']","[""fins flocons d'ovin"", 'dute e bot de conne', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'crème en pouhe', 'mae de roile', 'de bananes lyophilisées en rondelles ', '5 %', ' Tous les ingrédients sont is al i out le soin apporté', 'peut contenir quelques rares débris des coques', 'des noyaux', 'ou d ate r 1es personnes allergiques: Peut contenir des traces de fruits à coque', 'de cocahue', 'de sesome', ' Veille']",['Non végétalien'],11.4 g,en quantité modérée,4.6 g,en quantité modérée,10.1 g,en quantité modérée,0 g,en faible quantité,?,,400,+7%,1674 kj(400 kcal),+7%,"11,4",+39%,"4,6",+129%,"57,9",+1%,"10,1",+11%,"12,2",+2%,0,-100%,0,-100%,0,,B,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,,
34,Vinaigrette a la moutarde - Carrefour - 50cl,5400101220683,D,50 cl,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,['Carrefour'],"['Belgique', 'France']","['Eau', 'huile de colza 25%', 'vinaigre de vin blanc', ""moutarde à l'ancienne 5% "", 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'vinaigre de vin blanc', 'sel', 'sucre', 'acidifiant: acide citrique', 'moutarde de Dijon 4% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant: acide citrique', ""vinaigre d'alcool"", 'sel', 'amidon modifié de pomme de terre', 'sucre', 'épaississant: gomme xanthane', 'jus de citron concentré', 'colorants', 'lutéine - extrait de paprika']","['Sans huile de palme', 'Végétalien', 'Végétarien']",25 g,en quantité élevée,2 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en quantité élevée,?,,237,-35%,992 kj(237 kcal),-34%,25,-32%,2,-47%,2,-58%,"0,6",-82%,"0,7",+19%,"1,8",-6%,"0,72",-6%,10,-33%,C,-33%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E161b - Lutéine', 'E160c - Extrait de paprika']",4,['bouteille en plastique'],,,['Moutarde'],,,,,,
35,Lunch Bar Hyperprotéinée Céréales Et Pépites De Chocolat - Gerlinéa,8723700973840,,,['Gerlinéa'],,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,9,,"2,5",,46,,21,,25,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,
36,Le lait des limousins,3760043168408,,,,,,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"1,6",,1,,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
37,American Mix mild - Snacks of The World,8711299020588,,,['Snacks of The World'],,,,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,"31,1",,"5,8",,"42,2",,"14,4",,"16,2",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
38,Tagliatelles Nids qualité supérieure - super U - 500g,3256227108358,C,500 g,"['super U', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Tagliatelles']",,,['Magasins U'],['France'],"[""100 % semoule de BLE dur de qualité supérieure Traces éventuelles d'oeufs""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.02 g,en faible quantité,1500,+12%,354,+11%,1500 kj(354 kcal),+13%,"1,2",-49%,"0,3",-50%,72,+19%,3,+49%,12,+9%,"0,02",-84%,"0,008",-84%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,1,"['sachet plastique', 'sachet']",,,"['Œufs', 'Gluten', 'Soja']",,,,,,
39,Margarine au Lait du Pays Alpin - Rama - 225g,8711200345076,C,225 g,['Rama'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Réfrigérés']",['Alpes'],,,"['France', 'Allemagne']","['Graisses et huiles végétales ', 'palme', '32% de colza', ' 13 % de lait écrémé', 'eau de boisson', 'sel de table ', '0,3 %', 'émulsifiant', 'lécithine', 'acidifiant ', 'acide lactique', 'arôme naturel', 'colorant carotène']","['Huile de palme', 'Non végétalien', 'Végétarien']",80 g,en quantité élevée,32 g,en quantité élevée,0 g,en faible quantité,0.32 g,en quantité modérée,?,,716,+40%,2996 kj(716 kcal),+41%,80,+42%,32,+98%,"0,72",+78%,0,-100%,"< 0,5",+121%,"0,32",-44%,"0,128",-44%,15,+29%,D,+29%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"['E322i - Lécithine', 'E270 - Acide lactique', 'E160a - Carotènes mélangés']",4,"['Frais', 'Plastique']","['Végétarien', 'Union Végétarienne Européenne', 'Nouveau']",,['Lait'],['Huile de palme'],Rama mit alpenmilch - Margarine au Lait du Pays Alpin,https://www.rama.de/produkte/rama-mit-alpenmilch/8711200345076,,,
40,Cacahuetes grillees - Alnatura,4104420025721,D,,['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']",,,,['France'],[],[],48 g,en quantité élevée,6.4 g,en quantité élevée,5.5 g,en quantité modérée,0.03 g,en faible quantité,?,,606,-0%,2536 kj(606 kcal),-0%,48,-2%,"6,4",-11%,"7,5",-38%,"5,5",+5%,30,+16%,"0,03",-97%,"0,012",-97%,4,-33%,C,-33%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,['Bio'],,,,,,,,
41,Tarte saumon poireaux - Thiriet - 400g,3292590822293,D,400g,['Thiriet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Pizzas tartes salées et quiches', 'Légumes tiges', 'Plats préparés au poisson', 'Poireaux', 'Quiches', 'Quiches au poisson', 'Quiches au saumon']",,,['Thiriet'],"['France', 'Suisse']","['Eau', 'farine de blé ', 'Gluten', 'saumon Atlantique ', 'Salmo Salar', ' ', 'Poisson', ' 19,2%', 'poireau 10%', 'euf frais de poules élevées en plein air ', 'Œufs', ' 7,7%', 'crème fraîche ', 'Lait', ' 7,7%', 'margarine ', 'graisse et huile de palme et de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide lactique"", 'amidon', 'lait écrémé en poudre ', 'Lait', 'Vermouth dénaturé', 'sel', 'échalote', 'poivre blanc', ' Présence éventuelle de céleri', 'moutarde', 'soja et fruits à coque']","['Huile de palme', 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,4.8 g,en quantité modérée,2.3 g,en faible quantité,0.95 g,en quantité modérée,?,,210,-18%,879 kj(210 kcal),-16%,11,-33%,"4,8",-40%,19,+14%,"2,3",+46%,"8,2",+2%,"0,95",+19%,"0,38",+19%,-1,-109%,A,-109%,78.6%,9.0%,2.6%,2.8%,1.5%,5.5%,46,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique']",4,,,,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Soja']",['Huile de palme'],,,,,
42,Charles & Alice Pommes Pêches Morceaux - Pomme pêche morceaux fleurs d’oranger - 388g,3297760098799,,388g,['Pomme pêche morceaux fleurs d’oranger'],['Compotes sans sucres ajoutés'],['Pommes 100\xa0%France'],,,['France'],"['Purée et morceaux de pêches 62%', 'purée de pommes 36,6%', ""eau de fleurs d'oranger 0,7%"", 'arôme naturel', 'antioxydant: acide ascorbique', ' Contient les sucres naturellement présents dans les fruits Service consommateurs Charles & Alice Route de LiVron N°Cristal 09 69 39 29 09', ' 26400 Allex APPEL NON SURTAXE']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.01 g,en faible quantité,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,11,,10,,"0,7",,"0,01",,"0,004",,2,,B,,,,,,,,,['E300 - Acide ascorbique'],4,['4 pots'],"['Sans colorants', 'Sans conservateurs']",['France'],,,,,,,
43,Crevettes Jumbo cuites & décortiquées - Monoprix - 90g,3350033083721,D,90 g,['Monoprix'],"['Produits de la mer', 'Crustacés', 'Crevettes']",['Équateur ou Vietnam'],"['EMB 78090', 'Bouafle (Yvelines, France)', 'ASC-C-00518', 'ASC-C-00489', 'EMB 78217A', 'Épône (Yvelines, France)']",['Monoprix'],['France'],"['crevettes acide lactique et citrates de sodium - sel - acidifiants : acide acétique ,']",[],1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,362,-10%,88,-17%,362 kj(88 kcal),-18%,1,-55%,"0,3",-35%,0,-100%,0,-100%,18,-1%,"2,4",+63%,"0,96",+63%,11,+342%,D,+342%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['E260 - Acide acétique'],3,"['Plastique', 'Film en plastique', 'Barquette']",,,['Crustacés'],,Crevettes tropicales cuites décortiquées,,,,
44,Sirop orange,3217690044314,B,,,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange""]",,,,['France'],[],[],,,,,,,,,?,,254,+11%,1063 kj(254 kcal),+6%,"0,5",+288%,"0,1",+289%,"63,6",+8%,"63,6",+11%,"0,5",+252%,"0,04",+31%,"0,016",+31%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
45,Croque baby fromage - Cité Marine,3492500062614,,,['Cité Marine'],,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,"9,8",,"2,5",,"22,4",,"1,11",,"10,1",,"1,36",,"0,544",,,,,,,,,,,,,,,,,,,,,,,,
46,Mousse aux oeufs à la crème de marron vanillée - U Saveurs - 2x 90g,3368951868047,,2 x 90 g,"['U Saveurs', 'U']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,"['super u', 'Magasins U']",['France'],"['Creme', ""blanc d'oeufs* "", 'france', ' 23%', 'purée de marrons 20% ', 'marrons 12%', 'eau', 'crème de marrons vanillée 10% ', 'sucre', 'marrons 3', '8%', 'eau', 'extrait de vanille', 'sucre', 'lait entier ', 'france', ""jaune d'oeufs* "", 'france', ' 3', '5%', 'amidon de pomme de terre', ""fibre d'agrume"", ""poudre de blanc d'oeufs* "", 'france', ' 1%', 'arôme naturel de vanille', ' traces éventuelles de céréales contenant du gluten', 'de soja et de fruits à coques', ' *aux oeufs de poules élevées en plein air']",['Non végétalien'],9.6 g,en quantité modérée,6.3 g,en quantité élevée,17 g,en quantité élevée,0.17 g,en faible quantité,835,+126%,199,+116%,835 kj(199 kcal),+117%,"9,6",+194%,"6,3",+207%,22,+100%,17,+68%,5,+33%,"0,17",+48%,"0,068",+48%,10,+227%,C,+227%,,,,,,,,,4,"['2 pots (2x90g)', 'Frais']","['Plein air', 'Œufs de poules élevées en plein air', 'Oeufs de France', 'Lait Français', 'Fabriqué en France', 'PEFC', 'Emballage PEFC']",,"['Œufs', 'Lait']",,,,,,
47,Katjang Pedis Spicy - Snacks of The World - 200g,8711299020502,,200g,['Snacks of The World'],,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,527,,2205 kj(527 kcal),,"33,5",,"4,9",,"33,2",,"9,4",,"19,2",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
48,Tagliatelles - Casino - 500g,3222477013490,C,500 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Tagliatelles']",,"['EMB 92012X', 'Boulogne-Billancourt (Hauts-de-Seine, France)']",['Casino'],['France'],"['Semoule de blé dur de qualité supérieure', "" trace d'oeuf si le numéro de lot contient la lettre n""]",[],2 g,en faible quantité,0.4 g,en faible quantité,3.7 g,en faible quantité,0 g,en faible quantité,1531,+14%,361,+14%,1531 kj(361 kcal),+15%,2,-15%,"0,4",-33%,72,+19%,"3,7",+83%,12,+9%,0,-100%,0,-100%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,1,['Sachet en plastique'],,,['Gluten'],,Pâtes alimentaires de qualité supérieure,,,,
49,Le Paris sans couenne - 2tr - Fleury Michon - 70g,3302749909024,E,70 g,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,['France'],"['Jambon de porc', 'sel', 'bouillon ', 'eau', 'échalote', 'ail', 'épices', 'plantes aromatiques', 'oignon', 'tomate', 'dextrose', 'arômes naturels', 'antioxydant\xa0: ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2.8 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,478,-6%,115,-13%,478 kj(115 kcal),-13%,"2,8",-42%,1,-46%,"0,5",-25%,"0,5",-16%,22,+4%,"1,8",-4%,"0,72",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,"['Frais', 'Barquette', 'Film en plastique']","['en:gluten-free', 'Nutriscore', 'Nutriscore C', 'Sans nitrite de sodium']",,,,,,,,
50,Actimel goût Cassis-Açai-Argousier,3033491400780,,,"['Actimel', 'Danone']",,,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"1,6",,1,,"10,6",,"10,5",,"2,9",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
51,Quinoa toast,7613269896586,,,,,,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"3,5",,"0,5",,46,,4,,10,,"1,4",,"0,56",,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,
52,Muesli aux fruits secs - Franprix - 450g,3263851864017,B,450 g,['Franprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,,['Franprix'],['France'],"[""Flocons d'avoine 25,3% - flocons de blé toastés 24,2% - raisins secs 9,5% - dattes séchées 7,3% "", 'dattes - farine de riz', ' abricots secs 6,4% ', 'abricots - farine de riz - conservateur : anhydride sulfureux', ' ananas séché et sucré 6,3% ', "" ananas - sucre correcteur d'acidité : acide citrique - conservateur anhydride sulfureux"", ' canneberges infusées au jus de fruit 5,7% ', ""canneberges - jus d'ananas - sirop d'ananas - huile de tournesol"", ' - raisins secs chiliens flame 4,7% - pomme séchée ', 'pomme - conservateur anhydride sulfureux', ' - graines de tournesol - graines de courge - noisettes hachées', "" Traces d'autres fruits à coque et de lait""]",[],6 g,en quantité modérée,1 g,en faible quantité,27 g,en quantité élevée,0.05 g,en faible quantité,?,,360,-9%,1506 kj(360 kcal),-10%,6,-43%,1,-63%,"63,9",+4%,27,+50%,"9,2",-4%,"0,05",-66%,"0,02",-66%,4,+17%,C,+17%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",3,,,,,,,,,,
53,Château Tour Prignac - Médoc - 75cl,3211209133698,C,75cl,['Médoc'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['France'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,
