,name,bar_code,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,eco_score,ingredients_origins,link,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,producer_info,origin_detail
139,"Carré Frais Estragon & Echalote (17,5% MG) - Elle & Vire - 200g (8x 25g)",3480342958660,Fromage frais demi-sel au lait pasteurisé et aux herbes,200 g (8 x 25 g),"['Papier aluminium', 'Carton', 'Frais']","['Elle & Vire', 'Carré frais']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages pasteurisés', 'Fromages à la crème']","['Bressor (Filiale Bongrain)', 'Grièges', 'Ain', 'Rhône-Alpes', 'France']","['FR 01.179.001 CE', 'Grièges (Ain, France)']",['France'],"['lait écrémé ', '89%', 'crème 8%', 'sel', 'échalote', 'estragon', 'persil', 'poivre', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,17.5 g,en quantité modérée,12.3 g,en quantité élevée,2.4 g,en faible quantité,3.3 g,en quantité élevée,894,+27%,?,,894 kj(214 kcal),+42%,"17,5",+65%,"12,3",+77%,"2,5",-54%,"2,4",-50%,12,+78%,"3,302",+889%,"1,321",+889%,17,+315%,D,+315%,"['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Eco-Emballages']",['Auchan'],C,,https://www.elle-et-vire.com/fr/produits/fromages/carre-frais/carre-frais-estragon-et-echalote,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
140,Carré Frais Carrément Généreux - Elle & Vire - 300g,3480342968003,Fromage frais,300 g,"['Pot plastique', 'Frais']","['Elle & Vire', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à la crème', 'À tartiner']","['Grièges', 'France']","['FR 01.179.001 CE', 'Grièges (Ain, France)']",['France'],"['Lait écrémé ', '90%', 'crème ', '8%', 'sel', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,17.5 g,en quantité modérée,12.3 g,en quantité élevée,2.4 g,en faible quantité,1.3 g,en quantité modérée,?,,215,+45%,900 kj(215 kcal),+43%,"17,5",+65%,"12,3",+77%,"2,5",-54%,"2,4",-50%,12,+78%,"1,3",+289%,"0,52",+289%,12,+193%,D,+193%,['Sans conservateurs'],['U'],B,['France'],,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
141,Blaye Côtes de Bordeaux 2010 - Château Haut Lalande,3480520300489,,,"['Bouteille', 'Verre']",['Château Haut Lalande'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Blaye-Côtes-de-Bordeaux']",,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"[""Médaille d'argent 2011 aux Vinalies Internationales""]",,B,['France'],,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
142,Arachides coques,3480583000029,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,623,,2607 kj(623 kcal),,9,,"8,5",,"7,2",,"4,9",,"30,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,
143,Pruneau mi cuits sachet 500g calibre 33/44 - Les Vergers d'Escoute,3481010000735,,,,"[""Les Vergers d'Escoute""]",,,,['France'],['Fruits aux 500 g - Humidité maximum 35%'],,,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"0,3",,"0,1",,54,,35,,2,,0,,0,,,,,,,,,,,,,,,,,,,,
144,"Pruneaux mi cuits, calibre 33/44, sachet - Les Vergers D’escoute - 375.0g",3481010092587,,375.0 g,,['Les Vergers D’escoute'],,,,['France'],[],,,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"0,3",,"0,1",,54,,35,,2,,0,,0,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,
145,Cranberries - Les Vergers d'Escoute,3481010097940,,,,"[""Les Vergers d'Escoute""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,,['France'],"['Cranberries ', 'Canada', ' BIO Concentré de jus de pomme BIO huile de tournesol BIO ', '1%', ' Traces possibles diarachides', 'fruits à coquel glutent lait', 'sésames soja', 'anhydride sulfureux']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,67 g,en quantité élevée,0.025 g,en faible quantité,?,,345,+2%,1443 kj(345 kcal),+2%,"0,6",-15%,"0,1",-60%,"80,4",+1%,67,+2%,"0,9",+221%,"0,025",+9%,"0,01",+9%,9,+25%,C,+25%,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,
146,Graines de courges,3481010097957,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",,,['France'],[],,,[],,44 g,en quantité élevée,0 g,en faible quantité,1 g,en faible quantité,0.02 g,en faible quantité,?,,550,-3%,2301 kj(550 kcal),-3%,44,-0%,0,-100%,5,-38%,1,-15%,32,+7%,"0,02",-96%,"0,008",-96%,1,-91%,B,-91%,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,
147,Mélange Bio Gourmand - Les Vergers d'Escoute,3481010097964,,,['Plastique'],"[""Les Vergers d'Escoute""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,,['France'],"['Cranberries Bio ', 'Canada', 'AMANDES natures BIO ', 'Italie', 'Espagne', 'graines de courge BIO ', 'Chine', 'ARACHIDES blanchies BIO ', 'chine']",,"['Fruits à coque', 'Arachides']",[],1,42 g,en quantité élevée,5 g,en quantité modérée,15.3 g,en quantité élevée,0.01 g,en faible quantité,?,,562,+27%,2351 kj(562 kcal),+28%,42,+101%,5,-3%,20,-60%,"15,3",-61%,"21,6",+136%,"0,01",-92%,"0,004",-92%,12,+57%,D,+57%,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Canada', 'Chine', 'Italie', 'Espagne']",,,,,,,,,,,
148,Le bar a fruits secs,3481010098343,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,"13,6",,6,,"68,9",,0,,"8,1",,3,,"1,2",,,,,,,,,,,,,,,,,,,,
149,Abricots moelleux - Les Vergers d'Escoute,3481010099524,Abricots secs bio de Turquie réhydratés à 40% d'eau maximum,,['Sachet plastique'],"[""Les Vergers d'Escoute""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,['France'],"['Abricots secs bio de Turquie', ""réhydratés à 40% d'eau maximum""]",,,[],1,0.7 g,en faible quantité,0.1 g,en faible quantité,36 g,en quantité élevée,0.09 g,en faible quantité,1035,+1%,244,-7%,1035 kj(244 kcal),-6%,"0,7",+45%,"0,1",+65%,"47,7",-18%,36,-21%,"2,8",-9%,"0,09",+156%,"0,036",+156%,4,+16%,C,+16%,"['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01', 'Sans conservateurs']",,D,['Turquie'],,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,
150,Figues,3481010099531,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"1,3",,"0,3",,"46,9",,45,,"3,1",,"0,2",,"0,08",,,,,,['Bio'],,,,,,,,,,,,,,
151,Pruneaux d Agen - Les Vergers d'Escoute,3481010099555,,,,"[""Les Vergers d'Escoute""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,['France'],[],,,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,,,?,,234,-3%,979 kj(234 kcal),-3%,"0,3",-17%,"0,1",-12%,54,+1%,35,-4%,2,+7%,,,,,,,,,"['Bio', 'Sans conservateurs']",,E,,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,
152,Truffes fantaisie biologiques - Kadodis - 200g,3481290007387,Truffe fantaisie nature,200 g,['Carton'],['Kadodis'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['France'],,['France'],"['Chocolat noir 69% ', 'sucre *', 'pâte de cacao *', ' beurre de cacao *', 'graisse végétale ', 'coprah *', 'cacao en poudre *', ' Cacao :48% minimum', "" *Produits issus de l'agriculture biologique"", ' Ingrédients conformes aux standards du commerce équitable certiﬁés Fairtrade l Max Havelaar : sucre de canne', 'pâte de cacao', 'beurre de cacao', 'cacao en poudre', '70% du poids total']",,,[],3,53.2 g,en quantité élevée,40.9 g,en quantité élevée,34.4 g,en quantité élevée,0 g,en faible quantité,2671,+14%,?,,2671 kj(638 kcal),+9%,"53,2",+22%,"40,9",+25%,"35,8",-11%,"34,4",-7%,"3,2",-32%,0,-100%,0,-100%,24,+0%,E,+0%,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE', 'Fairtrade International', 'Fabriqué en France', 'Max Havelaar']",['Kadodis'],,['France'],,,,,,,,,,,
153,Truffes fantaisie - Mathez - 200g,3481290024346,,200 g,,['Mathez'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['France'],,['France'],"['graisses végétales ', 'coprah', 'palmiste', 'sucre', 'cacao maigre en poudre', 'lactosérum en poudre', 'cacao en poudre', 'émulsifiant : lécithines de soja']",['E322i - Lécithine'],,"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,45.7 g,en quantité élevée,39.1 g,en quantité élevée,39 g,en quantité élevée,0.1 g,en faible quantité,?,,600,+3%,2510 kj(600 kcal),+3%,"45,7",+5%,"39,1",+20%,"40,8",+1%,39,+6%,"4,1",-13%,"0,1",-24%,"0,04",-24%,25,+5%,E,+5%,['Fabriqué en France'],,,,,,,,,,,,['Huile de palme'],,
154,Truffe fantaisie bio - Biomonde - 200g,3481290025541,,200g,,['Biomonde'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,,['France'],"['Chocolat noir 69% ', 'sucre * ', 'pâte de cacao * ', 'beurre de cacao *', ' graisse végétale ', 'coprah *', 'cacao en poudre *', ' Cacao 48% minimum', "" *Produits issus de l'agriculture biologique"", ' Ingrédients conformes aux du commerce équitable certifiés Fairtrade / Max Havelaar : sucre de canne', 'pâte de cacao', 'beurre de cacao', 'cacao en poudre', '70% du poids total', 'Traces éventuelles de gluten', 'amandes', 'lait', 'noisettes', 'œufs', 'pistaches et soja']",,['Gluten'],[],3,53.2 g,en quantité élevée,40.9 g,en quantité élevée,34.4 g,en quantité élevée,0 g,en faible quantité,?,,645,+10%,2699 kj(645 kcal),+11%,"53,2",+22%,"40,9",+25%,"35,8",-11%,"34,4",-7%,"3,2",-32%,0,-100%,0,-100%,25,+5%,E,+5%,"['Bio', 'Bio européen', 'Commerce équitable', 'Fabriqué en France', 'Max Havelaar']",,,,,,,,,,,,,,
155,Truffe fantaisie nature - Mathez,3481290031313,,,,['Mathez'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,,['France'],"['graisses végétales ', 'coprah', 'palmiste', 'sucre', 'cacao maigre en poudre', 'lactosérum en poudre', 'cacao en poudre', 'émulsifiant : lécithines de soja']",['E322i - Lécithine'],,"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,45.7 g,en quantité élevée,39.1 g,en quantité élevée,39 g,en quantité élevée,0.1 g,en faible quantité,?,,600,+3%,2510 kj(600 kcal),+3%,"45,7",+5%,"39,1",+20%,"40,8",+1%,39,+6%,"4,1",-13%,"0,1",-24%,"0,04",-24%,25,+5%,E,+5%,,,,,,,,,,,,,['Huile de palme'],,
156,Croc Sale Pecorino - Goulibeur,3481714710305,,,,['Goulibeur'],,,,['France'],"['GOULiBEUR Sablés au fromage de brebis - ln#ents : farine de blé', 'beurre pâtissier', '17% fromage de brebis euf frais sucre', 'sel de mer', 'épices Peut contenir des traces de fruits']",,['Lait'],['Non végétalien'],,,,,,,,,,?,,550,,2301 kj(550 kcal),,33,,21,,51,,"1,8",,15,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,
157,Petits sablés - Goulibeur,3481715331349,,,,['Goulibeur'],,,,['France'],[],,,[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,27,,16,,65,,24,,"6,2",,"0,55",,"0,22",,,,,,['Fabriqué en France'],,,,,,,,,,,,,,
158,Croquants à La Tomate - Goulibeur - 60g,3481717720028,,60 g,,['Goulibeur'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,,['France'],"['farine de blé', 'beurre pâtissier', 'œuf frais', '3% tomate ', 'poudre et concentrée', 'oignon déshydraté', 'sel de mer', 'sucre', 'poivre', 'basilic déshydraté', ' Peut contenir des traces de fruits à coque']",,"['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,33 g,en quantité élevée,21 g,en quantité élevée,2.4 g,en faible quantité,1.8 g,en quantité élevée,?,,550,+12%,2301 kj(550 kcal),+12%,33,+42%,21,+51%,55,-13%,"2,4",-91%,"7,6",+23%,"1,8",+164%,"0,72",+164%,23,+5%,E,+5%,,,C,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,
159,Côtes du Rhône,3481820002691,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,['France'],[],,,[],,,,,,,,,,?,,20,-63%,84 kj(20 kcal),-62%,6,+45%,1,0%,6,+66%,5,+66%,1,+61%,"20,64",+8156%,"8,256",+8156%,,,,,,,C,['France'],,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
160,Saucisse au jambon - Iller,3481910517890,,,,['Iller'],,,,['France'],[],,,[],,,,,,,,,,?,,163,,682 kj(163 kcal),,11,,"4,2",,"1,1",,"1,1",,15,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,
161,Pruneaux dénoyautés - 500g,3482410502881,,500 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
162,"Axoa émincés De Veau GB, Cuisinés 750g - Gastrnomie Basque - 750g",3482970001411,,750 g,,['Gastrnomie Basque'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,,['France'],"['Maigre de veau ', 'France', 'oignons poivrons verts et rouges', 'sel', ""piment dlEspelette AOP 0 2%' poivre noir"", ' Sans gluten', 'sans colorant', 'ni conservateur', ' Produii élaboré dans un atelier utilisant des mollusques et poissons']",,,[],,4.4 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,1.19 g,en quantité modérée,?,,117,-11%,490 kj(117 kcal),-11%,"4,4",-9%,2,-8%,1,-59%,0,-100%,"18,9",+26%,"1,19",+22%,"0,476",+22%,2,+15%,B,+15%,"['Sans gluten', 'Sans colorants', 'Sans conservateurs']",,C,,,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,
163,Haricots cuisinés à la graisse de canard,3482970001510,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"4,2",,"1,3",,0,,0,,"3,8",,"0,72",,"0,288",,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
164,Axoa de thon au piment d'Espelette - Bixente Ibarra,3482970008304,,,,['Bixente Ibarra'],"['Produits de la mer', 'Poissons', 'Thons', 'Thon à la catalane', 'Axoa de thon', 'en:Axoa de thon']",,,['France'],[],,,[],,6 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.9 g,en quantité modérée,?,,120,-19%,502 kj(120 kcal),-22%,6,-31%,1,-27%,3,-13%,1,-57%,14,-5%,"0,9",-13%,"0,36",-13%,-1,-166%,A,-166%,"['Sans colorants', 'Sans conservateurs']",,D,,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,
165,Olives Manzanilla farcies aux anchois - Bixente Ibarra,3482970008625,,,,['Bixente Ibarra'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Camomille']",,,['France'],[],,,[],,16 g,en quantité élevée,3 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,?,,155,+46%,649 kj(155 kcal),+47%,16,+39%,3,+28%,0,-100%,0,-100%,"1,3",+69%,"3,5",+79%,"1,4",+79%,,,,,,,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,
166,Piment espelette - Bixente Ibarra,3482970009080,,,,['Bixente Ibarra'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
167,Haricots cuisinés,3482970009189,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"4,2",,"1,3",,0,,0,,"3,8",,"0,72",,"0,288",,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
168,Poivrons Del Piquillo - Bixente Ibarra,3482970009295,,,,['Bixente Ibarra'],,,,['France'],"['Poivrons del piquillos', 'eau', 'sucre', 'sel et acide citrique E330', ' Sans gluten', 'sans colorants', 'ni conservateur']",,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,"0,2",,0,,"8,8",,"6,6",,"0,9",,"0,6",,"0,24",,,,,,"['Sans gluten', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
169,Calamars a l’americaine - Bixente Ibarra,3482970009332,,,,['Bixente Ibarra'],,,,['France'],"['Calamars', 'tomate', 'huile de tournesol', 'oignon', 'épices et sel']",,['Mollusques'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,,?,,129,,540 kj(129 kcal),,"6,7",,"0,75",,"4,8",,"3,5",,"12,4",,"0,48",,"0,192",,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
170,Moules basquaises au piment d’espelette - Bixente Ibarra,3482970009370,,,,['Bixente Ibarra'],"['Produits de la mer', 'Mollusques', 'Moules']",,,['France'],"['Moules', 'huile de tournesols tomate', 'oignon', 'piment dtEspelette AOP 0,1%', 'sels Sans conservateur', 'ni colorant']",,['Mollusques'],"['Non végétalien', 'Non végétarien']",,7.9 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,151,0%,632 kj(151 kcal),+0%,"7,9",-5%,"1,8",+15%,"4,7",+23%,0,-100%,15,+4%,"0,8",-33%,"0,32",-33%,0,-100%,B,-100%,"['Sans colorants', 'Sans conservateurs']",,C,,,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,
171,Boudin Blanc Oignon X3,3483000480138,,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,['France'],[],,,[],,24.7 g,en quantité élevée,10.8 g,en quantité élevée,0.85 g,en faible quantité,1.41 g,en quantité modérée,?,,292,+20%,1222 kj(292 kcal),+20%,"24,7",+22%,"10,8",+38%,"1,09",-75%,"0,85",-57%,0,-100%,"1,41",-5%,"0,564",-5%,19,+19%,E,+19%,,,D,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,
172,Boudin Blanc de Rethel - Demoizet - 350g,3483000480183,,350 g,"['Barquette', 'Plastique']",['Demoizet'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', 'Boudin blanc de Rethel']",['France'],"['FR 08.048.002 CE', 'Barby (Ardennes, France)']",['France'],"['Viande de porc ', '63 %', 'lait', 'oeufs', 'sel', 'échalote fraîche', 'poivre', 'boyau de porc']",,"['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",3,24.7 g,en quantité élevée,10.8 g,en quantité élevée,0.85 g,en faible quantité,1.41 g,en quantité modérée,1208,,?,,1208 kj(289 kcal),+5%,"24,7",+2%,"10,8",+6%,"1,09",+3%,"0,85",+1%,"12,3",+22%,"1,41",-6%,"0,564",-6%,19,+3%,E,+3%,"['Sans colorants', 'Sans conservateurs', 'IGP']",['Carrefour'],C,['France'],,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,
173,L'Excellence de Saint-Laurent 2015 - Les Vignerons de Saint-Chinian - 75cl,3483080001070,,75 cl,"['Bouteille', 'Verre']",['Les Vignerons de Saint-Chinian'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Saint-Chinian']",['France'],['34 RECOLTANT 208'],['France'],['Contient des sulfites'],,['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['AOC', 'Déconseillé aux femmes enceintes', 'Concours international de Lyon', ""Médaille d'argent 2016 au Concours international de Lyon""]",,B,['France'],,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
174,Faisselle 7% - Beillevaire,3483130000794,,,,['Beillevaire'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",,,['France'],[],,,[],,6.85 g,en quantité modérée,4.73 g,en quantité modérée,3.6 g,en faible quantité,0.05 g,en faible quantité,?,,94,+9%,393 kj(94 kcal),+9%,"6,85",+29%,"4,73",+41%,"3,9",-11%,"3,6",+5%,"3,77",-15%,"0,05",-55%,"0,02",-55%,3,+104%,C,+104%,,,D,,,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,
175,Yaourt nature au lait entier - Beillevaire - 180g,3483130004334,,180 g,,['Beillevaire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts entiers']",,"['FR 44.087.001 CE', 'Machecoul (Loire-Atlantique, France)']",['France'],"['lait entier 95%', 'poudre de lait ecrémé', 'ferments lactiques', "" Lait d'origine France""]",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.4 g,en quantité modérée,2.3 g,en quantité modérée,4.6 g,en faible quantité,0.1 g,en faible quantité,?,,265,+191%,1109 kj(265 kcal),+191%,"3,4",-4%,"2,3",+0%,"4,7",-57%,"4,6",-55%,"3,5",0%,"0,1",-10%,"0,04",-10%,4,+61%,C,+61%,['en:lait-francais-french-milk'],,B,['France'],,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,
176,0% Nature - Beillevaire,3483130005355,,,,['Beillevaire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",,,['France'],"['Lait écrémé', 'lait écrémé en poudre', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,0.3 g,en faible quantité,0.2 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,?,,40,-44%,167 kj(40 kcal),-44%,"0,3",-92%,"0,2",-91%,"5,1",+5%,"4,8",+8%,"4,2",+2%,"0,13",+8%,"0,052",+8%,-1,-277%,A,-277%,,,B,,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,
177,Riz au Lait au Caramel Salé à la Fleur de Sel - Beillevaire - 125g,3483130005959,,125 g,"['Verre', 'Pot', 'Frais', 'Plastique']",['Beillevaire'],"['Desserts', 'Puddings', 'Riz au lait']",['France'],,['France'],"['Riz au lait 76 % ', 'lait entier 6 2%', 'riz rond blanc 6', '94 %', 'sucre de canne', 'vanille gousse', 'caramel 24 % ', 'sucre de canne', 'fleur de sel', 'crème', 'gélatine bovine', 'conservateur ', 'sorbate de potassium']","['E428 - Gélatine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Non végétalien', 'Non végétarien']",4,6.6 g,en quantité modérée,4.2 g,en quantité modérée,17 g,en quantité élevée,0.35 g,en quantité modérée,?,,163,+12%,682 kj(163 kcal),+14%,"6,6",+76%,"4,2",+84%,23,+2%,17,+26%,"2,8",-18%,"0,35",+171%,"0,14",+171%,9,+123%,C,+123%,['en:lait-francais-french-milk'],,B,['France'],,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,
178,Creme cafe - Les Petites Laiteries,3483130046419,,,,['Les Petites Laiteries'],,,"['FR 44.087.001 CE', 'Machecoul (Loire-Atlantique, France)']",['France'],[],,,[],,,,,,,,,,?,,264,,1105 kj(264 kcal),,21,,13,,15,,14,,"3,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
