,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,traceability_code,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,allergens,nova_score,packaging,additives,ingredients_origins,manufacturing,markets,brand_owner,origin_detail,producer_info,link,generic_name,palm_ingredients
1206,Lard petit déjeuner - Saint alby - 150g,20025427,"['Belgique', 'France']","['96% viande de porc', 'sel', 'sirop de glucose', 'antioxydant: érythorbate de sodium', ' conservateurs: nitrite de sodium', 'nitrate de potassium', ' fumée']",[],?,254,1063 kj(254 kcal),20,"8,4",1,1,17,"2,5",1,,150g,"['Lard-fume-naturellement', 'Lard-petit-dejeuner']",['BE B255 EC'],,,,,,,,,,,,,['Saint alby'],20 g,en quantité modérée,8.4 g,en quantité élevée,1 g,en faible quantité,2.5 g,en quantité élevée,,,,,,21,,E,,,,,['Plastique'],,,,['Lidl'],,,,,,
1207,Frische salate - Select & Go - 300g (200g Salatmischung 100ml Joghurt-Dressing),20031886,"['France', 'Allemagne']","['Salatmischung [Gemüse in veränderlichen Gewichtsanteilen ', 'Weißkohl', 'Endivie', 'Frisée', 'Lollo Bionda', 'Lollo Rosso', 'Radicchio', '20 % Bulgurweizen-Linsen-Mischung ', '51% Bulgur', 'gekocht ', 'Trinkwasser', 'Weizenmahlerzeugnis', '34% grüne Linsen', 'gekocht ', 'Trinkwasser', 'grüne Linsen', 'Quinoa', 'gekocht ', 'Trink wasser', 'Quinoa', 'Trinkwasser', 'Sonnenblumenöl', 'Speisesalz', 'Säuerungsmittel: Weinsäure', '15% Zucchini]', 'Joghurt-Dressing [50% Joghurt ', '3,5% Fett', 'Rapsöl', 'Apfelsaft aus Apfelsaftkonzentrat', 'Trinkwasser', 'Zitronensaft aus Zitronensaftkonzentrat', 'Branntweinessig', 'Speisesalz', 'Kräuter', 'Schwarzer Pfeffer', 'Senf ', 'Trinkwasser', 'Senfsaaten', 'Branntweinessig', 'Speisesalz', 'Zucker', 'Gewürze', 'natürliches Aroma', 'Maisstärke', 'Zucker', 'Hühnereigelb*', 'Verdickungsmittel: Xanthan', 'Johannisbrotkernmehl', ' Säuerungsmittel: Citronensäure', 'Äpfelsäure', ' Süßungsmittel: Saccharin]              \r   *von Eiern aus Bodenhaltung']",['Non végétalien'],402,97,402 kj(97 kcal),"6,5",1,"6,5","3,4","2,2","0,67","0,268",,300g (200g Salatmischung 100ml Joghurt-Dressing),"['Plats préparés', 'Salades', 'Salades composées', 'de:Salatmischung']",,-34%,-36%,-27%,-36%,-60%,,,,,,,,['Select & Go'],6.5 g,en quantité modérée,1 g,en faible quantité,3.4 g,en faible quantité,0.67 g,en quantité modérée,-36%,-26%,+50%,-24%,-24%,2,+32%,B,+32%,,"['Œufs', 'Lait', 'Moutarde', 'de:Weizenmahlerzeugnis']",4,"['Plastik', 'Schale', '01']","['E334 - Acide L-tartrique', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E296 - Acide malique']",,['Deutschland'],['Lidl'],,,,,Bulgurweizen-Linsen-Zucchini-Salat mit Joghurt-Dressing mit Zucker und Süßungsmittel,
1208,Tomates bio émincées au basilic déshydraté,20038700,['France'],[],[],?,23,96 kj(23 kcal),"0,2",0,"3,3","3,3","1,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1209,Birchwood Ply Sheet - 457MM X 915MM X 1.5MM,20041342,['France'],[],[],?,157,657 kj(157 kcal),5,"0,4","22,5",4,"4,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Penne rigate - Matindoux,20048013,['France'],"['Pain au lait hgrédients : Farine de blé', 'sucre', 'poudre de lait écrémé reconstiluee ilj% concentré 8%', 'Œufs', 'levure', 'émulsifiants : E471', 'E472e', 'sel', 'arômes ', 'dont blé et alcool', 'conservateur : E282', 'antioxydant :E300', 'colorant : El 60a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,353,1477 kj(353 kcal),"1,4","0,2",71,"2,5","12,5","0,01","0,004",,,,,,,,,,,,,,,,,['Matindoux'],,,,,,,,,,,,,,,,,,,['Œufs'],4,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",,,,,,,,,
1211,Sesame bars,20051785,['France'],[],[],?,31,130 kj(31 kcal),"0,2",0,"4,8","4,8","1,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Oeufs bio x6 - Bio Sonne - 6Œufs,20054731,['France'],"['Œufs de poules élevées en plein air', ""issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,142,594 kj(142 kcal),"9,9","2,6","0,8","0,8","12,6","0,125","0,05",B,6 Œufs,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Oeufs labellisés biologiques']","['FR 67.102.001 CE', 'Dossenheim-Kochersberg (Bas-Rhin, France)']",,+8%,+11%,+36%,+4%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Bio Sonne'],9.9 g,en quantité modérée,2.6 g,en quantité modérée,0.8 g,en faible quantité,0.125 g,en faible quantité,+8%,+12%,+55%,-53%,-53%,-2,,A,,"['Bio', 'Bio européen', 'Pondu en France', 'FR-BIO-10', 'AB Agriculture Biologique', 'Agriculture France']",,1,"['boîte', 'Plastique']",,['France'],['France'],['Norma'],,,,,,
1213,Liégeois chocolat,20059293,['France'],[],[],?,128,536 kj(128 kcal),"4,5",3,"18,5","16,6","2,9","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Croustillants goût fromage - Dulano - 100g,20062484,"['France', 'Italie']",[],[],?,513,2146 kj(513 kcal),"28,7","3,9","57,5","2,5",8,"1,7","0,68",,100 g,,,,,,,,,,,,,,,['Dulano'],,,,,,,,,,,,,,,,,,,,,,,,,['LIDL'],,,,,,
1215,Jambon de Paris - 180g,20065201,['France'],[],[],?,101,423 kj(101 kcal),2,1,"1,5","0,5",19,"1,7","0,68",E,180 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['DE RP-03001 EG'],,-23%,-58%,+124%,-10%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,2 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.7 g,en quantité élevée,-23%,-46%,-16%,-9%,-9%,3,-57%,C,-57%,,,,['Barquette'],,,,,,,,,,
1216,Pesto alla genovese,20069544,['France'],[],[],?,364,1523 kj(364 kcal),36,4,4,2,4,2,"0,8",C,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,-19%,-19%,-32%,-16%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,36 g,en quantité élevée,4 g,en quantité modérée,2 g,en faible quantité,2 g,en quantité élevée,-19%,-39%,-13%,-19%,-19%,15,-23%,D,-23%,,,,,,,,,,,,,,
1217,Asperges blanches pic nic 115gr,20075484,['France'],[],[],?,18,75 kj(18 kcal),"0,3",0,"1,3",0,"1,9","0,9","0,36",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,,-5%,+20%,-33%,+29%,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en quantité modérée,-3%,-100%,-100%,+14%,+14%,-3,,A,,,,,['Bocal'],,,,,,,,,,
1218,6 oeufs de poules élevées en plein air - Norma,20076832,['France'],['oeufs de poules élevées en plain air'],[],?,41,172 kj(41 kcal),"0,1",0,"9,5","9,5","0,4","0,01","0,004",B,6 oeufs,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",['20000573477000'],,-70%,-99%,+1430%,-97%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Norma'],0.1 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité modérée,0.01 g,en faible quantité,-70%,-100%,+1792%,-96%,-96%,2,,B,,,,,['Carton recyclé.'],,['France'],['France'],['Norma'],,,,,,
1219,"Agaven Dicksaft, Hell - Norma",20088903,['France'],"[""jus d'agave concentré issu de l'agriculture biologique"", "" Le sirop d'agave clair provenant de Guadalajara au Mexique a une saveur douce et neutre"", 'il est idéal pour sucrer les boissons', 'les fruits ou les produits laitiers', ' Polyvalent', 'il représente une véritable alternative au sucre pour la cuisine']","['Végétalien', 'Végétarien']",?,445,1862 kj(445 kcal),"0,5","0,2",100,100,"0,1",0,0,,,,,,,,,,,,,,,,,['Norma'],,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,
1220,"Eridanous Grüne Oliven, Mit Griechischer K... - Lidl - 230.0g",20096885,"['France', 'Italie']",[],[],?,173,724 kj(173 kcal),"14,8","2,6","3,2","0,1","4,9","3,05","1,22",B,230.0 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",,,+5%,-8%,+109%,+280%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Lidl'],14.8 g,en quantité modérée,2.6 g,en quantité modérée,0.1 g,en faible quantité,3.05 g,en quantité élevée,+6%,-0%,-53%,-11%,-11%,14,+17%,D,+17%,,,,['Product'],,,,,,,,,,
1221,beignet au chocolat,2010000012765,['France'],[],[],?,428,1791 kj(428 kcal),24,"8,5",45,19,"6,8","0,72","0,288",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,+21%,+52%,-0%,+7%,,,,,,,,,24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,+20%,+145%,+17%,-2%,-2%,20,+67%,E,+67%,,,,,,,,,,,,,,
1222,Mini beignets pommes -,2010000013236,['France'],[],[],?,328,1372 kj(328 kcal),17,"7,8",38,11,"5,3","0,7","0,28",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,-8%,+8%,-16%,-16%,,,,,,,,,17 g,en quantité modérée,7.8 g,en quantité élevée,11 g,en quantité modérée,0.7 g,en quantité modérée,-8%,+125%,-33%,-5%,-5%,16,+33%,D,+33%,,,,,,,,,,,,,Beignets fourrés à la purée de pomme,
1223,Mini beignets 3 chocolats -,2011000023515,['France'],"['BIENTOT NOUVELLE ETIQUETTE $12 mini-beignets Daiceassortis fourrés aux 3 Chocolats Chocolat/aux Noisettes /Blanc Les Delices des 7 Vallées Fabriqué en France par Les Délices des 7 Vallées 62127 Tincques DIENTS: Farine de BLE', 'huiles végétales ', 'colza-palme durable ', 'ségrégué RSPO', 'eau', 'fourrage au taux NOISETTES 8% ', ' suçre', 'huile de colza', 'NOISETTES 13% ', 'LAIT écrémé en poudre', 'chocolat % lalgre en poudre', 'pate de cacao', 'sucre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'au chocolat blanc 8% ', 'sucre', 'huile de tournesol', 'LAIT entier en poudre', 'LACTOSERUM en LAIT écrémé en poudre', 'beurre de cacao', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'au chocolat 8% ', 'chocolat en poudre 50% ', 'sucre', 'poudre de cacao', 'huile de tournesol', 'cacao n poudre 9,5%', 'LACTOSERUM en poudre', 'pâte de cacao', 'émulsifiant: lécithine de SOJA', 'arôme e vanille', ' OEUFS', 'sucre', 'BEURRE', 'décor ', 'dextrose', 'amidon de BLE', 'graisse de palme', 'GLUTEN evure', 'sel', 'émulsifiant: E471', 'colorant: E160a', 'antioxydant: E300', 'malt de BLE s remarques et suggestions', 'écrivez-nous sur www', 'd7v', 'fr congelé', ""ne pas recongeler mer jusqu'au : ette sur l'emballage"", ' 00006', ' 300g Poids net: aurma']","['Huile de palme', 'Non végétalien']",?,428,1791 kj(428 kcal),24,9,44,18,"6,8","0,8","0,32",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,+21%,+52%,-3%,+7%,,,,,,,,,24 g,en quantité élevée,9 g,en quantité élevée,18 g,en quantité élevée,0.8 g,en quantité modérée,+20%,+159%,+10%,+9%,+9%,19,+58%,E,+58%,['Fabriqué en France'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,['Barquette en plastique'],"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160a - Carotènes mélangés', 'E300 - Acide ascorbique']",,,,,,,,,['Huile de palme']
1224,Pain 6 cereales,2011401006254,['France'],[],[],?,257,1075 kj(257 kcal),"2,1","0,4",48,"1,5","9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Oli oliva verge extra ecologic,2016010105008,['France'],[],[],?,900,3766 kj(900 kcal),14,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,
1226,Cacahuètes grillées et salées,2018513499998,['France'],[],[],?,618,2586 kj(618 kcal),"50,9","8,5","11,1","5,3","24,7","0,8","0,32",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes grillées', 'Cacahuètes salées']",,,+2%,+5%,-10%,-3%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,50.9 g,en quantité élevée,8.5 g,en quantité élevée,5.3 g,en quantité modérée,0.8 g,en quantité modérée,+2%,+18%,+0%,-32%,-32%,9,+50%,C,+50%,,,,,,,,,,,,,,
1227,Marzipan - Hema,2018821199993,"['France', 'Espagne']","['sucre', '20% amandes', 'stabilisant E420', 'sirop de glucose', 'épaississant E466', 'humectant E1103', 'acidifiant E330', ""arôme d'amande"", ""concentré d'algues"", 'colorants E120', 'E153', 'E160a', 'E161b', 'E171']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,414,1732 kj(414 kcal),"10,6","1,1","76,2","73,4","3,5","0,075","0,03",,,['es:Reposteria'],,,,,,,,,,,,,,['Hema'],10.6 g,en quantité modérée,1.1 g,en faible quantité,73.4 g,en quantité élevée,0.075 g,en faible quantité,,,,,,14,,D,,,,4,,"['E420 - Sorbitol', 'E466 - Carboxyméthylcellulose', 'E1103 - Invertase', 'E330 - Acide citrique', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal', 'E160a - Carotènes mélangés', 'E161b - Lutéine', 'E171 - Oxyde de titane']",,,['Hema'],,,,,,
1228,45 Mini-Apéritifs - Deluxe - 500g,20103491,['France'],"['Eau', 'farine de blé', 'margarines ', 'huiles et matières grasses de palme', 'de coprah et de colza', 'eau', 'sel', 'émulsifiant: mono et diglycérides d‘acides gras', ' acidifiant : acide citrique', 'œuf', '2,8% légumes pour ratatouille ', 'tomate', 'aubergine', 'courgette', 'oignon', 'poivron vert', 'poivron rouge', '2,5% Emmental ', 'lait', ' râpé', 'préparation déshydratée pour sauce ', 'lactosérum ', 'lait', 'amidon  de  pomme de terre', 'lait entier en poudre', 'sel', 'épaississant: gomme xanthane ', ' poivre noir', 'muscade', '2% double concentré de tomate', '1,5% poireau', 'huile de tournesol', '14% lardon cuit fumé ', 'poitrine de porc sel', 'dextrose', 'arôme de fumée', 'acidifiant : acide citrique ', ' antioxydant: érythorbate de sodium ', ' conservateur : nitrite de sodium', '1,1% jambon fumé cuit de qualité standard goût fumé ', 'jambon  de porc', 'eau', 'dextrose', 'sirop de glucose', 'protéines de sang sel', ' stabilisants : diphosphates', 'triphosphates ', ' arômes dont arôme de fumée', 'gélifiants : carraghénanes', 'farine de graines de caroube', 'gomme xanthane ', ' antioxydant : ascorbate de sodium ', ' conservateur: nitrite de sodium', '1,1% saumon fumé ', '1% saumon fumé', 'sel', 'amidon modifié de pomme de terre', 'amidon de blé', 'lait écrémé en poudre', 'oignon', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', '0,8% jambon cuit choix ', 'jambon de porc', 'eau', 'sel', 'dextrose', 'lactose ', 'lait', 'sirop de glucose', 'arômes', ' stabilisants : diphosphates', 'triphosphates ', ' antioxydant : érythorbate de sodium ', ' conservateur: nitrite de sodium', 'sel', 'œuf entier en poudre', '0,3% préparation fromagère aromatisée en poudre ', 'lactosérum ', 'lait', ' en poudre', 'crème ', 'lait', ' en poudre', 'fromages ', 'lait', ' en poudre', 'arômes naturels', 'sel', '0,2% Parmesan ', 'lait', ' râpé', 'lactosérum ', 'lait', ' et protéines de lait', 'sucre', 'levure', 'persil', 'graines d‘œillette', "" blanc d'œuf en poudre "", ""blanc d'œuf "", ""correcteur d'acidité : acide citrique "", ' agent moussant: citrate de triéthyle', 'poivre noir', 'poudre à lever : carbonates de sodium', 'diphosphates ', 'blé', ' : 0', '03% pâte de Roquefort ', 'lait', ' ail', '  estragon', 'muscade', 'piment de Cayenne', 'arômes ', 'blé et lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1239,296,1239 kj(296 kcal),"17,6","8,3","28,1","3,7","5,8","1,25","0,5",,500 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Surgelés']","['FR 82.033.006 CE', 'Castelsarrasin (Tarn-et-Garonne, France)']",-37%,-37%,-27%,-46%,-24%,,,,,,,,"['Deluxe', 'Toque Du Chef']",17.6 g,en quantité modérée,8.3 g,en quantité élevée,3.7 g,en faible quantité,1.25 g,en quantité modérée,-37%,+102%,+19%,-20%,-20%,15,+18%,D,+18%,,"['Œufs', 'Poisson', 'Gluten', 'Lait']",4,"['surgelé', 'Carton', 'Plastique']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E1505 - Citrate de triéthyle', 'E500 - Carbonates de sodium']",['France'],"['France', 'Tarn-et-Garonne']",['Lidl'],,,,,45 Mini-Apéritifs Surgelés,['Huile de palme']
1229,"Jus de pomme - Vitafit - 1,98L (6 * 0,33l e)",20108656,['France'],['Jus de pomme à base de concentré'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,44,184 kj(44 kcal),"0,1","0,1","10,5",10,"0,1",0,0,C,"1,98 L (6 * 0,33 l e)","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré', 'Boissons sans sucre ajouté']",,,0%,-37%,0%,-56%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['Vitafit', 'Lidl']",0.1 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,-1%,+210%,-1%,-100%,-100%,4,+4%,C,+4%,['Point Vert'],,1,"['Plastique', 'Bouteille', '01']",,,,['Lidl'],,,,,,
1230,Petit Paris Ziegenfrischkäse Schnittlauch - Bon appetit,20110123,['France'],"['FRISCHKÂSE ZIEGENMILCH MIT SCHNITUUCH', 'WÂRMEBEHANDELT', 'RAHMSTUFE Zutaten: Frischkâse aus Ziegenmilch', 'Schnittlauch- zubereitung ', 'Wasser', 'Schnittlauch', 'Speisesalz', 'Sta- bilisator Xanthan', 'Sâuerungsmittel Citronensâure', 'Speisesalz', ' Hergestellt mit mikrobiellem Lab', ' Hergestellt in Frankreich Oder Belgien', ' 2011 0123']",[],?,187,782 kj(187 kcal),"16,1","11,6","2,3","2,3","8,3","1,2","0,48",,,,,,,,,,,,,,,,,['Bon appetit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Landfein Sprühsahne - 252g,20113360,"['France', 'Allemagne']","['Aroma', ""mindestens 30% Fett im Milchatürli à l'a naturel I tamiitémupouiiti s minimilné 30% tuku v Durchschnittliche Nâhrwerte /""]",[],?,290,1213 kj(290 kcal),"27,5","18,5","8,4","8,4","2,3","0,1","0,04",,252 g,,,,,,,,,,,,,,,['Landfein Sprühsahne'],,,,,,,,,,,,,,,,,,,,,['Dose(n)'],,,,,,,,,,
1232,Oyster sauce - Finest - 600g,20121457,"['France', 'Allemagne', 'Suisse']",[],[],?,105,439 kj(105 kcal),"0,5","0,1","6,1","5,9","1,1",10,4,,600g,"['Epicerie', 'Sauces', ""Sauces à l'huitre""]",,,+11%,+339%,-70%,-41%,,,,,,,,['Finest'],0.5 g,en faible quantité,0.1 g,en faible quantité,5.9 g,en quantité modérée,10 g,en quantité élevée,+10%,+331%,-61%,+12%,+12%,12,-9%,D,-9%,,,,,,,,,,,,,,
1233,"Knusper Minis, Schokolade - Excelsior",20121853,['France'],[],[],?,406,1699 kj(406 kcal),"8,1","3,8","68,3","5,7","13,1","1,7","0,68",,,,,,,,,,,,,,,,,['Excelsior'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Leberkäse - Dulano,20126544,"['France', 'Allemagne', 'Espagne']",[],[],?,285,1192 kj(285 kcal),25,"10,6",2,1,13,"1,9","0,76",,,['Viandes'],,,+27%,+71%,+22%,-32%,,,,,,,,['Dulano'],25 g,en quantité élevée,10.6 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,+28%,+99%,+42%,+4%,+4%,21,+84%,E,+84%,,,,,,,,,,,,,,
1235,Apfelmark - Bio sonne,20126797,['France'],"['tofu ', 'pousses de soja', 'eau', 'sel marin 2%', 'fumée', "" ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,60,251 kj(60 kcal),"0,4","0,1","12,4","11,8","0,3",10,4,,,,,,,,,,,,,,,,,['Bio sonne'],,,,,,,,,,,,,,,,,,"['en:German Agricultural Society', 'Bio', 'Végétarien', ""Médaille d'or de la Société Allemande d'Agriculture"", 'Végétalien', ""Médaille d'or 2016 de la Société Allemande d'Agriculture"", 'Nutriscore', 'Nutriscore A']",['Soja'],,,,,,,,,,,,
1236,Confiserie au sésame -  - 200g,80122029,['France'],"['68% sésame', 'sirop de glucose', 'sucre', 'miel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2402,?,2402 kj(574 kcal),40,"6,3","33,3","23,3",18,"0,01","0,004",,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Graines de sésame'],4,['05'],,,,['Lidl'],,,,,Confiserie au sésame,
1237,Stracchino - Merivio - 200g,20128258,['France'],"['latte pastorizzato', '5% yogurt ', 'latte', 'fermenti lattici', 'fermenti lattici', 'sale', 'caglio', ' Origine del latte: Italia']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,254,1063 kj(254 kcal),"20,5","14,7","2,3","1,8",15,"0,8","0,32",,200g,['Produits laitiers'],,,+3%,+14%,-53%,+21%,,,,,,,,['Merivio'],20.5 g,en quantité élevée,14.7 g,en quantité élevée,1.8 g,en faible quantité,0.8 g,en quantité modérée,+5%,+24%,-56%,+4%,+4%,16,+57%,D,+57%,,['Lait'],3,,,,,,,,,,,
1238,Edel Marzipan Pflaume in Madeira - Favorina - 100g,20131722,"['France', 'Suisse']",[],[],1811,433,1811 kj(433 kcal),"19,3","6,4","53,1","52,2",0,"0,01","0,004",,100 g,,,,,,,,,,,,,,,['Favorina'],,,,,,,,,,,,,,,,,,['Sans lactose'],,,['Packung(en)'],,,,,,,,,,
1239,Trüffel-Eier Marc de Champagne - Favorina,20132552,['France'],[],[],?,476,1992 kj(476 kcal),"23,4","14,2","56,6","55,7","4,4","0,13","0,052",,,,,,,,,,,,,,,,,['Favorina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Fricadelles de légumes dinde et poulet - chef select - 500g (ca. 25Stück à 20g),20138738,"['France', 'Allemagne']","['42% Gemüse in veränderlichen Gewichtsanteilen ', 'Möhre*', 'Mais', 'Paprika rot', 'Broccoli', 'Zwiebel*', '38% Geflügelfleisch* [28% Truthahnfleisch ', 'z', 'T', ' fein zerkleinert', '10% Hähnchenfleisch ', 'z', 'T', ' fein zerkleinert', ']', 'Trinkwasser', 'Paniermehl ', 'Weizenmehl', 'Trinkwasser', 'Speisesalz', 'Hefe', 'Geflügelfett', 'Geflügelhaut', ' Säureregulatoren: Natriumlactat', 'Natriumacetate', ' Speisesalz', 'Sonnenblumenöl', 'Gewürze ', 'enthält Senf', 'Kräuter', 'Dextrose', 'Hühnervollei**\r*QS-zertifizierte Zutat\r** von Eiern aus Bodenhaltung']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",926,222,926 kj(222 kcal),14,"3,5",13,"2,6",10,"1,7","0,68",,500g (ca. 25 Stück à 20g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Nuggets végétaux', 'de:Gemüsefrikadelle']",['DE EV 219 EG'],-6%,-10%,+22%,-31%,-28%,,,,,,,,['chef select'],14 g,en quantité modérée,3.5 g,en quantité modérée,2.6 g,en faible quantité,1.7 g,en quantité élevée,-9%,+182%,+50%,+33%,+33%,11,+326%,D,+326%,['de:QS'],"['Œufs', 'Gluten', 'Moutarde', 'de:Œufs']",4,"['Kunststoff', 'Barquette', 'Film en plastique']","['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",,,['Lidl'],,,,,Mini Gemüse Nuggets mit Geflügelfleisch nach Art einer Gemüsefrikadelle,
1241,"Diät Fruchtsaftgetränk, Sauerkirsch",20139582,['France'],[],[],?,96,402 kj(96 kcal),"2,9","1,9",14,13,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Lolli fruits,20143251,['France'],[],[],?,48,201 kj(48 kcal),0,0,95,71,0,0,0,,,,"['EMB 14338E', 'Houlgate (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
