,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,link,markets,additives,allergens,nova_score,palm_ingredients,origin_detail,producer_info,brand_owner
769,Amandes Effilées - Belbake - 100g e,,E,100 g e,['Belbake'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",['Point Vert'],,"['France', 'Allemagne', 'Suisse']",['Amandes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",53 g,en quantité élevée,4.5 g,en quantité modérée,5.6 g,en quantité modérée,0 g,en faible quantité,?,,611,-2%,2556 kj(611 kcal),-2%,53,-2%,"4,5",+7%,"5,7",-24%,"5,6",+30%,24,+5%,0,-100%,0,-100%,2,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,Amandes effilées blanchies,"['Sachet', 'Plastique']",['États-Unis'],['Espagne'],,['Lidl'],,['Fruits à coque'],1,,,,
770,VitaD'or Frites & Fritures - Vita D'or - 2l,20013585,,2 l,"[""Vita D'or""]","['Matières grasses', 'Huiles de friture']",,,['France'],"['Huile de tournesol', 'huile de colza', 'huile de tournesol à haute teneur en acide oléique', 'huile de maïs', ' Antimoussant : diméthylpolysiloxane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",92 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-3%,3464 kj(828 kcal),-3%,92,-3%,"9,2",+0%,0,,0,,0,,0,,0,,11,+4%,D,+4%,,,,,,,,Huile végétale réservée à la friture,"['Bottle', 'Bidon', 'Plastique', 'Bouteille en plastique']",['Aucune indication'],,pas de lien,['Lidl'],['E900a - Polydiméthylsiloxane'],"['Diméthylpolysiloxane: E900', 'Plus connu sous le nom de Silicone', 'Utilisé aussi dans la restauration rapide! Contiendrait des Nanoparticules (V. Gouget). A éviter.']",4,,,,
771,bière Perlembourg - 500ml,20015893,C,500 ml,['Perlembourg'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,['France'],"['eau', ""malt d'orge"", 'extrait de houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,bière,['Canette'],,['Allemagne'],,,,['Gluten'],3,,,,
772,"Roquefort (31,7% MG) - Saveurs de nos Régions - 150g",20024840,D,150 g,['Saveurs de nos Régions'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages au lait cru', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",['AOP'],"['FR 12.203.018 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']","['France', 'Espagne']","['Lait cru de brebis', 'sel', 'ferments ', 'contient lait', 'présure', 'Pénicillium roqueforti']","['Sans huile de palme', 'Non végétalien']",31.7 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,3.69 g,en quantité élevée,?,,361,-2%,1510 kj(361 kcal),-1%,"31,7",-1%,"22,5",+1%,0,-100%,0,-100%,"18,8",-3%,"3,69",+4%,"1,476",+4%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,Roquefort au lait cru de Brebis,"['Barquette', 'Plastique']",,['France'],,['LIDL'],,['Lait'],3,,,,
773,Biscino chocolat noir - Sondey - 125g,20026554,C,125 g,['Sondey'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat noir', 'en:Kex', 'en:Söta snacks']","['Agriculture durable', 'Fabriqué en Allemagne', 'Pur beurre', 'en:UTZ Certified', 'en:utz-certified-cacao']",,"['Finlande', 'France', 'Allemagne', 'Italie', 'Pays-Bas', 'Royaume-Uni']","['sokeri', 'vehnäjauho', 'kaakaomassa', 'kaakaovoi', '3,7 % voita', 'herajauhe ', 'maidosta', 'glukoosisiirappi', 'voirasva', 'nostatusaineet ', 'natriumkarbonaatit', 'difosfaatit', 'emulgointiaineet ', 'auringonkukkalesitiini', 'soijalesitiini', 'suola', 'maitojauhe', 'happo ', 'sitruunahappo', 'luontainen vanilja-aromi', 'luontainen vanilja-aromi', 'joka sisältää muita luontaisia aromeja', 'kananmunankeltuaisjauhe']",['Non végétalien'],27.4 g,en quantité élevée,17.1 g,en quantité élevée,36 g,en quantité élevée,0.5 g,en quantité modérée,2139,+3%,512,+3%,2139 kj(512 kcal),+3%,"27,4",+14%,"17,1",+30%,"56,9",-7%,36,+14%,"6,4",-6%,"0,5",+0%,"0,2",+0%,25,+20%,E,+20%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,Biscuits au beurre avec 63% chocolat noir,"['Karton', 'Carton', 'Plastik', 'Pahvi', '21 PAP', '05 PP', 'card-box', 'mixed plastic-wrapper', 'mixed plastic-tray']",,"['29634 Schneverdingen', 'Deutschland']",,['LIDL'],"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Soja', 'fi:Voirasva', 'fi:voirasva']",4,,,,
774,Línea frutas yogur - Milbona - 1kg (8x125g),20047696,C,1kg (8x125g),['Milbona'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux', 'Yaourts à la poire', ""Yaourts à l'ananas"", 'Yaourts à la framboise', 'Yaourts à la fraise']",,"['DE SN 016 EG', 'DE BY 718 EG']","['France', 'Espagne', 'Royaume-Uni']","['pineapple flavoured low fat yogurt low fat yogurt ', 'milk', '10% pineapple', 'sugar', '2% pineapple juice from concentrate', 'glucose-fructose syrup', 'safflower concentrate', 'lemon concentrate', 'flavouring', 'pear flavoured low fat yogurt low fat yogurt ', 'milk', 'sugar', '8% pear', '4% pear juice from concentrate', 'glucose-fructose syrup', 'flavouring', 'strawberry flavoured low fat yogurt low fat yogurt ', 'milk', 'sugar', '7% strawberries', '4% strawberry juice from concentrate ', 'glucose-fructose syrup', 'colour: carmines', 'flavouring', 'raspberry flavoured low fat yogurt low fat yogurt ', 'milk', 'sugar', '7% raspberries', '5% raspberry juice from concentrate', 'glucose-fructose syrup', 'flavouring,']","['Non végétalien', 'Non végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.18 g,en faible quantité,?,,83,-10%,347 kj(83 kcal),-9%,"0,1",-96%,"0,1",-93%,"15,7",+16%,15,+17%,"3,9",+12%,"0,18",+48%,"0,072",+48%,1,-54%,B,-54%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,"['Carton', 'aluminium foil lid', 'plastic tub']",['Union européenne'],['Germany'],,['Lidl'],['E120 - Acide carminique'],['Lait'],4,,,,
775,"Cerises dénoyautées, sucrées - Harvin - 680g (égoutté : 350g) 720ml",20064549,,680 g (égoutté : 350 g) 720 ml,['Harvin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cerises au sirop']",,,"['France', 'Allemagne']","['Cerises', 'eau', 'sucre,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"Cerises au sirop, dénoyautées","['Verre', 'Pot', 'Bocal', 'Glas']",,,,['Lidl'],,,3,,,,
776,Filet de truite sans peau - OCÉAN SEA - 140g,20067304,D,140 g,['OCÉAN SEA'],"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', ""Truites d'élevage"", ""Truite arc en ciel d'élevage"", 'Truites fumées', ""Filets de truite arc en ciel d'élevage""]",,"['DK 5290 EC', 'ASC-C-00438']",['France'],"['Filet de truite ', 'poisson', 'sel de cuisine', 'fumée']","['Non végétalien', 'Non végétarien']",5.5 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,578,-12%,138,-13%,578 kj(138 kcal),-13%,"5,5",-25%,"1,4",-1%,0,-100%,0,-100%,22,-4%,"2,4",-16%,"0,96",-16%,12,-1%,D,-1%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,"Filets de truite sans peau, fumée au bois de genèvrier","['sous vide', 'Barquette', 'Plastique']",['Danemark'],['Danemark'],,['Lidl'],,['Poisson'],3,,,,
777,Dried mixed vegetables - Italiamo - 100g,20073756,,100 g,['Italiamo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Légumes séchés']",,,"['France', 'Allemagne']","['64% Gemüse in veränderlichen Gewichtsanteilen ', 'Tomaten', 'Paprikaschote ', 'CH: Peperoni', 'Zucchini ', 'CH: Zucchetti', 'Auberginen', 'schwarze Oliven entsteint', 'Wasser', 'Speisesalz', 'Konservierungsstoff: Kaliumsorbat', ' Säureregulator: Citronensäure']",[],4 g,en quantité modérée,0.9 g,en faible quantité,9.3 g,en quantité modérée,3.98 g,en quantité élevée,?,,138,-37%,577 kj(138 kcal),-36%,4,-64%,"0,9",-34%,"16,7",-2%,"9,3",-14%,"4,9",+16%,"3,98",+42%,"1,592",+42%,0,-100%,B,-100%,,,,,,,,,"['Bag', 'Kunststoff']",['Italien'],,,['Lidl'],,,,,,,
778,Mermelada melocotón 0% - Boulé,20074920,B,,['Boulé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",['en:gluten-free'],,"['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,4.6 g,en faible quantité,0 g,en faible quantité,?,,64,-70%,268 kj(64 kcal),-70%,0,-100%,0,-100%,15,-71%,"4,6",-91%,"0,5",+13%,0,-100%,0,-100%,-4,-143%,A,-143%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
779,Baies Sauvages Pur Jus Pressé - Solevita - 1l,20112813,C,1 l,['Solevita'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,"['France', 'Allemagne']","['65 % jus de pomme', '16% jus raisin blanc', '6,5 % jus de cassis', '5% purée de poire', '5% purée de myrtille', '2,5 % purée de canneberge']",[],0.1 g,en faible quantité,0.1 g,en faible quantité,10.1 g,en quantité élevée,0.01 g,en faible quantité,198,+8%,47,+4%,198 kj(47 kcal),+6%,"0,1",-37%,"< 0,1",+276%,"10,6",+2%,"10,1",+5%,"0,2",-41%,"< 0,01",-5%,"0,004",-5%,4,-41%,C,-41%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,"['Flasche', 'Kunststoff']",,,,,,,1,,,,
780,Filet de Poulet - L'ÉTAL DU VOLAILLER - 200g,20136239,E,200 g,"[""L'ÉTAL DU VOLAILLER""]","['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,['France'],"['sirop de glucose-fructose', 'sucre', 'graisses végétales ', 'palme', 'palmiste', 'karité', 'cacao maigre en poudre 4,3 %', 'humectant : sorbitols ', "" blanc d'œuf"", 'émulsifiant : lécithines de soja ', ' gélifiant : agar - agar ', ' arôme naturel', ' Peut contenir des traces de produits laitiers', ' 1oeufs de poules élevées au sol']","['Huile de palme', 'Non végétalien']",17 g,en quantité modérée,16.7 g,en quantité élevée,0 g,en faible quantité,0.13 g,en faible quantité,454,-7%,457,+249%,454 kj(457 kcal),-16%,17,+490%,"16,7",+2139%,0,-100%,0,-100%,"1,9",-92%,"0,13",-83%,"0,052",-83%,8,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Boite', 'Barquette']",,,,['Norma'],"['E420 - Sorbitol', 'E322i - Lécithine', 'E406 - Agar-agar']",['Œufs'],4,,,,
781,Mélange de legumes vapeur - Green Grocer's - 300g,20175399,,300 g,"[""Green Grocer's"", 'Lidl']","['Surgelés', 'Plats préparés', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",['Point Vert'],,['France'],"['94% légumes ', '46 % brocoli', '30 % petits pois', '10 % choux de Bruxelles', '8 % pois gourmands', '6 % sauce ', 'huile de palme', 'beurre ', 'lait', 'eau', 'sel', 'condiments ', 'protéines végétales hydrolysées ', 'colza', 'maïs', 'sel', 'huile de palme', 'sucre', 'épices', 'farine de petits pois', ""extraits d'épices""]","['Huile de palme', 'Non végétalien']",1.1 g,en faible quantité,0.2 g,en faible quantité,2.4 g,en faible quantité,0.6 g,en quantité modérée,?,,41,-72%,172 kj(41 kcal),-73%,"1,1",-84%,"0,2",-92%,"3,8",-71%,"2,4",+15%,"2,6",-62%,"0,6",-21%,"0,24",-21%,-4,-265%,A,-265%,,,,,,,,,"['Plastique', 'Carton', 'surgelé']",,,,['Lidl'],,['Lait'],3,['Huile de palme'],,,
782,Edelmarzipan Stollen - Goldora - 500g,20195434,,500 g,['Goldora'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Gâteaux', 'Stollens']",['Nouveau'],,['France'],"['Farine de blé', 'raisins secs 23 %', 'sucre', 'graisse de palme et eau', 'amandes 5 %', 'sirop de glucose-fructose', 'dextrose', 'huile de colza', ""zestes d'orange"", 'humectant : sorbitols ', ' zestes de citron', 'noisettes', 'amidon de blé et levure', ""émulsifiants : mono-et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium ', ' sel', 'arôme naturel', 'graisse de palme totalement hydrogénée']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",17 g,en quantité modérée,6.6 g,en quantité élevée,36 g,en quantité élevée,0.35 g,en quantité modérée,?,,398,+1%,1665 kj(398 kcal),+0%,17,0%,"6,6",-5%,55,+1%,36,+17%,5,+0%,"0,35",-6%,"0,14",-6%,15,-13%,D,-13%,,,,,,,,,"['Sachet', 'Plastique']",,,,,"['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Fruits à coque']",4,['Huile de palme'],,,
783,Pomodori secchi - Baresa - 285g (140g égoutté),20199876,E,285 g (140 g égoutté),['Baresa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée', ""Tomate séchée à l'huile""]",,,"['France', 'Pologne', 'Royaume-Uni']","['45% tomates séchées', '45% huile de tournesol', ""5% huile d'olive"", 'câpres', 'épices', 'ail', 'vinaigre de vin ', 'sulfites', 'sel', 'sucre', 'acidifiant: acide lactique ', ' antioxydant : acide ascorbique']",[],11.9 g,en quantité modérée,1.4 g,en faible quantité,6.4 g,en quantité modérée,2.72 g,en quantité élevée,674,-19%,163,-25%,674 kj(163 kcal),-25%,"11,9",-26%,"1,4",-24%,7,-43%,"6,4",-24%,3,-17%,"2,72",+3%,"1,088",+3%,8,+64%,C,+64%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,Tomates séchées à l'huile de tournesol,"['Glass', 'Metal', 'Green point', 'FE', 'GL', '70', '97']",,,,['Lidl'],"['E270 - Acide lactique', 'E300 - Acide ascorbique']",['Anhydride sulfureux et sulfites'],3,,,,
784,Valley Spire Cheddar Cheese - 400g,20225087,D,400 g,['valley spire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,"['France', 'Hongrie', 'Espagne']",['cheese milk'],[],34.9 g,en quantité élevée,21.7 g,en quantité élevée,0.1 g,en faible quantité,1.81 g,en quantité élevée,?,,416,+26%,1741 kj(416 kcal),+27%,"34,9",+31%,"21,7",+22%,"0,1",-92%,"0,1",-87%,"25,4",+25%,"1,81",+39%,"0,724",+39%,18,+31%,D,+31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['zacskó', 'mixed plastic-packet']",,['Egyesült Királyság'],,['Lidl'],,['Lait'],,,,,
785,Dattes Medjoul - Deluxe - 180g,20235253,C,180 g,['Deluxe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Medjool']",,,"['France', 'Italie']",['Dattes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0 g,en faible quantité,60.3 g,en quantité élevée,0 g,en faible quantité,?,,309,+8%,1293 kj(309 kcal),+8%,"0,3",+37%,0,-100%,"70,3",-0%,"60,3",-7%,"2,3",+7%,0,-100%,0,-100%,7,+76%,C,+76%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,"Dattes Medjoul, avec noyau","['Point vert', 'Barquette plastique', 'boîte']",['Israël'],,,['Lidl'],,,1,,,,
786,Sablés Normands - Saveur De Nos Regions,20279059,,,['Saveur De Nos Regions'],,,,['France'],"['farine de blé', 'sucre', ""24,5% beurre d'Isigny AOP* "", 'lait', '5% pommes déshydratées', ""5% crème fraîche d'Isigny AOP? "", 'lait', ""jaunes d'œuf en poudre"", 'arôme naturel', 'sel marin', 'œufs entiers en poudre', 'poudre de lait écrémé']",['Non végétalien'],,,,,,,,,?,,498,,2084 kj(498 kcal),,24,,16,,64,,33,,"5,3",,"0,28",,"0,112",,,,,,,,,,,,,,['Film en plastique'],,,,,,"['Gluten', 'Lait']",4,,,,
787,Muesli crunchy - Crownfield - 350g,20310615,C,350g,['Crownfield'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",,,"['France', 'Slovénie']",[],[],18 g,en quantité modérée,8 g,en quantité élevée,25 g,en quantité élevée,0.36 g,en quantité modérée,?,,460,+10%,1925 kj(460 kcal),+9%,18,+76%,8,+148%,64,-9%,25,-0%,"7,5",-6%,"0,36",-29%,"0,144",-29%,18,+80%,D,+80%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Škatla', 'Plastika']",,,,['Lidl'],,,,,,,
788,Cruspies Paprika - Alesto - 250g,20360832,,250g,['Alesto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Fruits à coques et dérivés', 'Légumes et dérivés', 'Fruits à coques']",,,"['France', 'Allemagne']","['cacahuètes 46%', 'amidon ', 'maïs', 'blé', 'farine de blé', 'huile végétale ', 'palme', 'tournesol', 'sucre', 'sel', 'biscotte ', 'farine de blé', 'levure', 'sel', ""poudre d'oignon"", 'extrait de levure', 'arôme', 'paprika en poudre', 'fromage en poudre ', 'acidifiants ', 'acide malique', 'acide citron', 'ail en poudre']","['Huile de palme', 'Non végétalien']",31.8 g,en quantité élevée,7.9 g,en quantité élevée,8 g,en quantité modérée,2.39 g,en quantité élevée,?,,515,-17%,2155 kj(515 kcal),-16%,"31,8",-37%,"7,9",+25%,"42,3",+161%,8,+49%,13,-33%,"2,39",+403%,"0,956",+403%,14,+185%,D,+185%,,,,,,,,Cacahuètes enrobées en paprika,"['Sachet plastique', '07 O', 'Point vert', 'Ecoponto amarelo']",,,,['Lidl'],['E296 - Acide malique'],"['Gluten', 'Arachides', 'en:Fromage en poudre', 'Fromage en poudre', 'Fromage en poudre']",4,['Huile de palme'],,,
789,Moelleux saveur citron - Navarre - 20g,20366889,,20 g,['Navarre'],"['Biscuits et gâteaux', 'Pâtisseries']",,,['France'],"['PREPARATION: sucre', 'farine de blé', 'amidon ', 'dont blé', ""émulsifiants: esters lactiques des mono - et diglycérides d'acides gras"", ""esters acétiques des mono - et diglycérides d'acides gras"", ' levure chimique ', 'acidifiants: glucono-delta-lactone', 'diphosphates', ' poudre à lever: carbonates de sodium', 'sirop de glucose', 'lait écrémé en poudre arôme naturel de citron et autres arômes naturels', ""blanc d'ceufs* en poudre"", 'épaississant: gomme xanthane', ' colorant: norbixine', ' DECOR ', '4,6 % ', ' : sucre en poudre', ' issus de poules élevées au sol', ' Traces éventuelles de fruits à coque et de soja', ' 435g Pagnaralion 415g Poids net: Non ouvert,']","[""Pourrait contenir de l'huile de palme""]",12.9 g,en quantité modérée,7.4 g,en quantité élevée,30.5 g,en quantité élevée,0.8 g,en quantité modérée,?,,344,-9%,1439 kj(344 kcal),-8%,"12,9",-23%,"7,4",-9%,50,+4%,"30,5",+4%,"6,4",+19%,"0,8",+93%,"0,32",+93%,20,+17%,E,+17%,,,,,,,,,['Carton'],,,,['Lidl'],"[""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", ""E472a - Ester diacétyl-acétique d'acides gras"", 'E575 - Glucono-delta-lactone', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E415 - Gomme xanthane', 'E160b - Rocou']",['Gluten'],4,,,,
790,Préparation Fondant au Chocolat - Belbake - 360g,20366896,,360 g,['Belbake'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",['Sans conservateurs'],,['France'],"['41 % chocolat noir moulu ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines ', ' arôme naturel de vanille Bourbon', 'sucre', '16 % chocolat en poudre ', 'sucre', 'cacao en poudre', 'farine de blé', 'levure chimique ', 'poudre à lever : carbonates de sodium ', ' acidifiant : diphosphates']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,454,+22%,1900 kj(454 kcal),+23%,"29,6",+187%,"17,1",+297%,"38,3",-35%,"31,6",+5%,"7,2",+20%,"0,3",-52%,"0,12",-52%,,,,,,,,,,,,,['Carton'],,,,['Lidl'],"['E322 - Lécithines', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,,
791,Mousse aux cèpes - Deluxe - 110g / 120ml,20385378,,110 g / 120 ml,"['Deluxe', 'Lidl']","['Epicerie', 'Produits à tartiner', 'Produits à tartiner salés']","['Point Vert', 'Triman']",['ES 40.041.146/NA CE'],"['République tchèque', 'France']","['38% cèpes ', 'Boletus edulis', '20% œuf', '10% crème ', 'lait', '5% oignons', '4% huile de tournesol', '2% protéines de lait', 'jus de citron', 'conservateur : disulfite de potassium', 'sel', 'poivre blanc', 'stabilisants : gomme guar', 'gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",11 g,en quantité modérée,3.8 g,en quantité modérée,0.7 g,en faible quantité,1.45 g,en quantité modérée,537,-56%,130,-56%,537 kj(130 kcal),-56%,11,-58%,"3,8",-51%,"0,8",-77%,"0,7",-45%,"5,6",-36%,"1,45",+10%,"0,58",+10%,6,-52%,C,-52%,,,,,,,,,"['Verre', 'Bocal', 'Glass', 'Metal']",,['Espagne'],,['Lidl'],"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Œufs', 'Lait', 'Anhydride sulfureux et sulfites']",4,,,,
792,Jambon cuisiné à l'Os avec couenne - Saint Alby - 200g,20466558,C,200 g,['Saint Alby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise']","['FR 95.280.001 CE', ""Goussainville (Val-d'Oise, France)""]",['France'],"['Jambon de porc', 'gras de porc', 'couenne de porc', 'sel', 'dextrose', 'arômes', 'antioxydant : érythorbate de sodium', ' conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",9 g,en quantité modérée,3.4 g,en quantité modérée,0.6 g,en faible quantité,1.88 g,en quantité élevée,666,+32%,159,+20%,666 kj(159 kcal),+22%,9,+88%,"3,4",+85%,"0,6",-10%,"0,6",+1%,19,-10%,"1,875",+0%,"0,75",+0%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,Jambon cuit supérieur avec couenne,"['Barquette', 'Plastique']",['France'],['France'],,['LIDL'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,,
