,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
434,Flammekueche recette alsacienne - U Saveurs - 600g,3368952277497,B,600 g,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Flammekueches']",['France'],"['Farine de ble', 'fromage blanc ', 'france', ' 23', '5%', 'creme fraîche pasteurisée ', 'france', '13', '2%', 'eau', 'lardons fumés 12', '1% ', 'poitrine de porc ', 'origine: france', 'eau', 'sel', 'dextrose', 'arômes naturels', 'antioxydants: ascorbate de sodium et extraits de romarin', 'conservateur: nitrite de sodium', 'oignons ', 'france', ' 8%', 'huile de colza', 'sel', 'amidon transformé de maïs', 'épaississant: gomme guar', 'levain de seigle déshydraté et désactivé', ""émulsifiant: mono - et diglycérides d'acides gras"", 'farine de ble malté', 'agent de traitement de la farine: l-cystéine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",986,-0%,236,+1%,11,-6%,25,+3%,"8,1",+17%,64.0%,16.9%,4.0%,4.3%,2.3%,8.5%,64,"['U Saveurs', 'U']","['Point Vert', 'Transformé en France']",,986 kj(236 kcal),"4,8","3,4","1,8","0,72","['Frais', 'Plastique']",,"['Super U', 'Magasins U']","['E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E920 - L-Cystéine et ses chlorhydrates']","['Gluten', 'Lait']",4,11 g,en quantité modérée,4.8 g,en quantité modérée,3.4 g,en faible quantité,1.8 g,en quantité élevée,+1%,-9%,+2%,+44%,+44%,11,-4%,D,-4%,Tarte flambée,,"['France', 'Hors France']",,,,
435,Véritable saucisse sèche Aveyronnaise à la perche Saveurs - U Saveurs - 320g,3368952828897,,320 g,"['Viandes', 'Charcuteries', 'Saucissons']","['France', 'Guyane']","['Viande de porc ', 'Origine France', 'sel', 'LACTOSE', 'dextrose', 'poivre', 'conservateur : nitrate de potassium', 'ferments lactiques', 'boyau naturel de porc', ' 172 g de viande de porc utilisée pour 100 g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1768,+8%,426,+10%,33,+7%,"2,2",+2%,"29,7",+18%,,,,,,,,"['U Saveurs', 'U']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'À la perche']","['FR 12.053.001 CE', 'Capelle-Balaguier (Aveyron, France)']",1768 kj(426 kcal),14,"2,2","4,7","1,88","['sachet plastique transparent', 'Frais']",,"['Super\xa0U', 'Magasins U']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,33 g,en quantité élevée,14 g,en quantité élevée,2.2 g,en faible quantité,4.7 g,en quantité élevée,+9%,+18%,+65%,+12%,+12%,25,+7%,E,+7%,saucisse sèche,,['Aveyron'],,,,
436,Artichauts en quartiers marinés - U Saveurs - 180g,3368952992758,C,180 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Conserves', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Artichauts', 'Artichauts en conserve', 'Tapas']",['France'],"['Artichauts 65%', 'huile de tournesol 24', '5%', ""huile d'olive vierge extra 5%"", 'vinaigre de vin', 'sel', 'arôme', 'persil', 'basilic', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', ' Contient des SULFITES', "" Certains des ingrédients de ce produit ne proviennent pas d'Italie""]",[],305,-56%,74,-64%,"5,5",-55%,"3,4",-49%,"1,7",-85%,53.3%,26.8%,7.3%,6.0%,4.3%,2.1%,56,"['U Saveurs', 'U']","['Fabriqué en Italie', ""Certains ingrédients ne proviennent pas d'Italie""]",,305 kj(74 kcal),"0,5","0,3","1,91","0,764","['Bocal', 'Verre']",['Italie'],"['U Express', 'Magasins U']","['E300 - Acide ascorbique', 'E330 - Acide citrique']",['Anhydride sulfureux et sulfites'],4,5.5 g,en quantité modérée,0.5 g,en faible quantité,0.3 g,en faible quantité,1.91 g,en quantité élevée,-63%,-77%,-84%,+21%,+21%,1,-85%,B,-85%,Artichauts en quartiers à l'huile,,,,,,
437,"Truite fumée - U Saveurs - 4tranches, 140g",3368953038882,D,"4 tranches, 140 g","['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],"['TRUITE arc-en-ciel', 'oncorhynchus mykiss', ' élevée en eau douce en France 97%', 'sel', 'France', ' 3%']","['Non végétalien', 'Non végétarien']",648,-3%,154,-6%,"6,7",-14%,"0,4",-4%,23,+2%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,"['U Saveurs', 'U']","['Jamais congelé', 'PEFC', 'Transformé en France', 'Elevage avec une alimentation sans OGM']","['FR 40.288.002 CE', 'Sarbazan (Landes, France)']",648 kj(154 kcal),"1,3","0,4",3,"1,2","['Carton', 'Plastique', 'Tranches', 'Frais']",,"['U', 'Magasins U']",,['Poisson'],3,6.7 g,en quantité modérée,1.3 g,en faible quantité,0.4 g,en faible quantité,3 g,en quantité élevée,-5%,-20%,+36%,+9%,+9%,12,+2%,D,+2%,,,"['France', 'Aquitaine']",,,,
438,"Jambon de Bayonne - U Saveurs - 12mois, 6gandes tranches, 150g",3368954240208,E,"12 mois, 6 gandes tranches, 150 g","['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne', 'en:raw-cured-ham']",['France'],"['jambon de porc ', 'origine France', 'sel', 'conservateur : nitrate de potassium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1078,+1%,258,+5%,15,+7%,"0,8",+26%,29,-1%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,"['U Saveurs', 'U']","['Viande Française', 'Viande Porcine Française', 'IGP', 'Transformé en France']","['FR 64.010.003 CE', 'Aïcirits-Camou-Suhast (Pyrénées-Atlantiques, France)']",1078 kj(258 kcal),"6,9","0,5","5,3","2,12","['grandes tranches', 'Frais']",,['Magasins U'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,3,15 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,5.3 g,en quantité élevée,+5%,+16%,+8%,+11%,+11%,19,+6%,E,+6%,,,,,,,
439,Crottin de Chavignol au lait cru AOP - U Saveurs - 2x 60g,3368954301060,E,2 x 60 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Crottins de Chavignol']",['France'],['/'],[],1324,,319,-0%,26,0%,"1,3",-30%,20,+2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,"['U Saveurs', 'U']","['Lait Français', 'Fabriqué en France', 'AOP']","['FR 18.194.050 CE', 'Rians (Cher, France)']",1324 kj(319 kcal),19,"1,3","1,7","0,68","['Boîte en plastique', 'Frais', 'Green dot', ""Jetez l'embalage avec les déchets ménagers""]","['LHT', '18220', ""Les Aix d'Angillon"", 'France']","['Super U', 'Magasins U']",,['Lait'],3,26 g,en quantité élevée,19 g,en quantité élevée,1.3 g,en faible quantité,1.7 g,en quantité élevée,-1%,+1%,+39%,+11%,+11%,15,+3%,D,+3%,,,,,,,
440,Profiteroles Saveurs - U Saveurs - 2x 90g,3368954301343,C,2 x 90 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Profiteroles']",['France'],"['Eau', 'sirop de glucose', 'LAIT entier', 'LAIT ÉCRÉMÉ en poudre', 'sucre', ""jaune d'OEUF"", 'CREME fraîche', 'choux 6% ', 'OEUF', 'farine de BLE', 'huile de coco', 'sel', ""poudre à lever : carbonates d'ammonium"", 'huile de coco', 'stabilisant : sorbitols', 'cacao en poudre', 'cacao maigre en poudre', 'alcool éthylique', 'chocolat 0', '7% ', 'pâte de cacao', 'sucre', 'cacao maigre', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'gousses de vanille', 'épaississant : carraghénanes', ""émulsifiant : mono - et diglycérides d'acides gras"", 'caramel ', 'sucre', 'eau', 'amidon de maïs', 'arôme', ' Soit 62% de sauce au chocolat et 32% de CRÈME dans le produit', "" Teneur en alcool : 1,2% Traces éventuelles d'amandes et noisettes""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1134,+2%,271,-6%,13,-10%,"29,2",-4%,"6,1",+20%,74.4%,15.8%,4.8%,2.5%,2.6%,0.0%,65,"['U Saveurs', 'U']","['Point Vert', 'Sans colorants', ""Certains ingrédients ne proviennent pas d'Italie""]","['IT 03 200 CE', 'IT Q7S5F CE']",1134 kj(271 kcal),"9,9","19,8","0,25","0,1","['Pot', 'Plastique', 'Etui', 'Carton', 'Groene punt', 'Frais']",['Italie'],"['U Express', 'Super U', 'Magasins U']","[""E503 - Carbonates d'ammonium"", 'E420 - Sorbitol', 'E1510 - Éthanol', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,13 g,en quantité modérée,9.9 g,en quantité élevée,19.8 g,en quantité élevée,0.25 g,en faible quantité,-5%,+10%,+3%,-10%,-10%,15,+3%,D,+3%,Sauce au chocolat et choux fourrés d'une crème,,,,,,
441,Coeur de filet de saumon fumé d'Atlantique Saveurs - U Saveurs - 150g,3368954600217,,150 g,"['Produits de la mer', 'Poissons', 'Poissons fumés']",['France'],"['SAUMON Atlantique d élevage ', 'salmo salar', ' 97 % élevé en norvège', 'sel 3%', ' Traces éventuelles de sésame et moutarde']","['Non végétalien', 'Non végétarien']",739,-1%,177,-2%,"9,3",-8%,"0,5",+5%,23,+6%,,,,,,,,"['U Saveurs', 'U']","['Élevé en Norvège', 'Transformé en France', 'Elevage avec une alimentation sans OGM']",,739 kj(177 kcal),"1,4","0,5","2,8","1,12",['Frais'],,['Magasins U'],,['Poisson'],3,9.3 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en quantité élevée,-2%,-31%,+59%,-1%,-1%,13,+2%,D,+2%,,,,,,,
442,Jambon de Savoie Saveurs - U Saveurs - 6tranches soit 100g,3368954600521,D,6 tranches soit 100 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",['France'],"['Jambon de porc ', 'France', 'sel', 'conservateur : nitrate de potassium Traces éventuelles de lait', 'fruits à coques', 'céleri', 'soja', 'oeuf', 'moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",850,-16%,203,-15%,"9,2",-32%,1,+54%,29,+1%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['U Saveurs', 'U']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']","['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",850 kj(203 kcal),"4,9",0,"6,5","2,6","['Frais', 'Blister & opercule plastique', 'tranches']","['Ars-sur-Moselle', 'France']","['Super U', 'Magasins U']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,3,9.2 g,en quantité modérée,4.9 g,en quantité modérée,0 g,en faible quantité,6.5 g,en quantité élevée,-15%,-5%,-100%,+32%,+32%,16,-6%,D,-6%,Jambon sec de Savoie de qualité supérieure,,['France'],,,,
443,Fins sablés saveur fruits rouges - U Saveurs - 150g,3368955782202,C,150 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['France', 'Guadeloupe']","['Farine de BLE ', 'France', 'sucre', 'BEURRE de Normandie 23%', 'pépites de fruits rouges 7% ', 'purée et jus de pomme concentrés', 'fruits rouges : purées de fraise - framboise - cassis - groseille et jus concentré de sureau ', 'équivalent à 5% de fruits rouges', 'fibres de BLE', 'gélifiant : pectines', ""CREME fraîche d'isigny a"", ' O', ' P', ' 5%', ""jaunes d'OEUFS en poudre"", 'arôme', 'sel marin', 'jus de citron', 'OEUF entier en poudre', 'LAIT ÉCRÉMÉ en poudre', ' Traces éventuelles de fruits à coque', 'de soja', ""d'arachides et de graines de sésame""]","['Non végétalien', 'Non végétarien']",2022,-3%,482,-2%,21,-10%,67,+6%,"5,3",-15%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['U Saveurs', 'U']","['Transformé en France', 'Farine de blé français', ""Beurre d'Isigny AOP"", ""Blé issu d'une culture maitrisée"", ""Crème fraîche d'Isigny AOP""]","['EMB 61232', ""Lonlay-l'Abbaye (Orne, France)""]",2022 kj(482 kcal),14,34,"0,33","0,132","['Sachets plastiques', 'étui carton', 'étui']","[""Lonlay l'Abbaye""]","['Super U', 'Magasins U']",['E440 - Pectines'],"['Œufs', 'Gluten', 'Lait']",4,21 g,en quantité élevée,14 g,en quantité élevée,34 g,en quantité élevée,0.33 g,en quantité modérée,-2%,+1%,+34%,-52%,-52%,22,+0%,E,+0%,"Fins sablés aux fruits rouges, au beurre et à la crème fraîche d'Isigny AOP",,,,,,
444,Cheese cake au citron - U Saveurs - 2x 80g,3368957045787,,2 x 80 g,"['Produits laitiers', 'Desserts', 'Desserts lactés']",['France'],"['Dessert pâtissier au fromage blanc 74,5% : FROMAGE blanc ', 'France', ' 22%', 'sucre', 'biscuit 11% ', 'farine de BLE', 'sucre', 'eau', 'huile de tournesol', 'BEURRE', 'poudres à lever : carbonate acide de sodium et diphosphate disodique', 'sel', 'huile de tournesol', 'CREME', 'OEUF', 'LAIT entier en poudre', 'LACTOSERUM en poudre', ""blanc d'OEUF"", 'farine de BLE', 'amidon de pomme de terre', 'amidon transformé de pomme de terre', ""jaune d'OEUF"", 'jus de citron concentré de Sicile 0,5%', 'matière grasse LAITIERE anhydre', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'sel', ' Préparation au citron 25,5% : eau', 'purée de citron de Sicile sucrée 7% ', 'jus de citron de Sicile 7%', 'sucre', 'sucre', 'jus de citron de Sicile concentré 0,7%', 'amidon de pomme de terre', 'épaississant : pectine amidée', 'conservateur : sorbate de potassium', 'colorant : lutéine', 'arôme naturel']",['Non végétalien'],1384,+148%,331,+155%,"16,6",+210%,"39,1",+166%,"5,5",+19%,,,,,,,,"['U Saveurs', 'U']","['Point Vert', 'Arômes naturels', 'Transformé en France']",,1384 kj(331 kcal),"8,5","34,5","0,29","0,116","['Étui en carton', 'Pot et opercule en métal', 'Feuille papier', 'Frais', 'Point vert', 'Pensez au tri!', 'Feuilles papier à jeter', 'Étui carton - pots et opercules aluminium à recycler', 'Frais']","['France', 'Délidess', 'Blanquefort']","['Super U', 'Magasins U']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E14XX - Amidons modifiés', 'E322i - Lécithine', 'E440ii - Pectine amidée', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,16.6 g,en quantité modérée,8.5 g,en quantité élevée,34.5 g,en quantité élevée,0.29 g,en faible quantité,+152%,+152%,+183%,+116%,+116%,19,+344%,E,+344%,Dessert pâtissier au fromage blanc nappé d'une préparation au citron,,"['Citron de Sicile - Italie', 'Fromage blanc de France']",,,,
445,Sauce vinaigrette à l'Huile d'Olive 50% et au Vinaigre Balsamique Extrait de basilic - U Saveurs - 20cl,3368957326459,C,20 cl,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],"[""Huile d'olive vierge extra 50%"", 'vinaigre balsamique de Modène IGP* 47', '7% ', 'vinaigre de vin ', 'SULFITES', 'moût de raisin cuit ', 'SULFITES', 'extrait de basilic 1%', 'extrait de poivre', 'sel', ' *Indication Géographique Protégée']",['Sans huile de palme'],2090,+58%,506,+40%,50,+36%,14,+195%,"0,1",-83%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['U Saveurs', 'U']","['IGP', 'Transformé en France']","['EMB 06033D', 'Carros (Alpes-Maritimes, France)']",2090 kj(506 kcal),7,14,"0,25","0,1","['Verre', 'Bouteille']",['France'],['Magasins U'],,['Anhydride sulfureux et sulfites'],3,50 g,en quantité élevée,7 g,en quantité élevée,14 g,en quantité élevée,0.25 g,en faible quantité,+39%,+86%,+326%,-87%,-87%,15,+1%,D,+1%,,,"['Italie', 'Hors Italie']",,,,
446,Rillettes de noix de Saint Jacques à la bretonne - U - 100g,3368957390696,,100 g,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de Saint-Jacques', 'Poissons à tartiner']",['France'],"['Noix de SAINT JACQUES* ', '38,1%', 'LIEU noir', 'CREME liquide', 'échalotes', 'carottes', 'BEURRE', 'farine de BLE', 'PROTÉINES DE LAIT et LACTOSE', 'sel', 'persil', 'ail', 'poivre', ' *chlamys opercularis', 'origine Atlantique Nord Est', ' Traces éventuelles de crustacés', 'céleri', 'fruits à coque', 'moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",627,-13%,150,-18%,"7,5",-34%,"6,2",+115%,14,+6%,,,,,,,,"['U', 'U Saveurs']",['Transformé en France'],,627 kj(150 kcal),"5,2","2,7","0,86","0,344","['Bocal', 'Verre', 'métal', 'pot']","['France', 'Bretagne']","['Super U', 'Magasins U']",,"['Poisson', 'Gluten', 'Lait', 'Mollusques']",4,7.5 g,en quantité modérée,5.2 g,en quantité élevée,2.7 g,en faible quantité,0.86 g,en quantité modérée,-13%,+102%,+106%,-17%,-17%,4,+11%,C,+11%,,,"['Hors France', 'Océan Atlantique Nord-Est']",,,,
447,Tielles Sètoises - U Saveurs - 2x 105g,3368958418382,B,2 x 105 g,"['Produits de la mer', 'Plats préparés', 'Frais', 'Tartes', 'Mollusques', 'Plats préparés frais', 'Entrées', 'Tourtes', 'Tielles Sétoises', 'Entrées chaudes', 'Plats préparés à réchauffer au four traditionnel']",['France'],"['Farine de BLE ', 'France', 'ENCORNETS géants ', 'MOLLUSQUES', ' pêchés en Océan Pacifique sud-est 22,7%', 'eau', 'huile de tournesol', 'double concentré de tomates ', 'France', ' 8,4%', 'ail', 'sel', 'levure', 'herbes aromatiques 0,2%', 'sucre', 'épices 0,1%', ' Traces éventuelles de crustacés', 'poisson', 'produits à bas de lait', 'oeuf et céleri']","['Non végétalien', 'Non végétarien']",1215,+12%,294,+25%,14,-17%,33,+93%,"7,9",+2%,73.9%,7.5%,3.3%,6.3%,1.9%,7.1%,56,"['U Saveurs', 'U']","['Point Vert', 'Transformé en France', 'Blé français', 'Farine de blé français', 'Eco-Emballages']","['FR 34.113.500 CE', 'Gigean (Hérault, France)']",1215 kj(294 kcal),"1,6","3,6","1,4","0,56","['Frais', 'Barquette', 'Plastique', 'Sous atmosphère protectrice']","['Midi Tielles - Zone Artisanale la Clau - Lotissement N° 3', '34770 Gigean', 'Hérault', 'Languedoc-Roussillon', 'France']","['Super U', 'Magasins U']",,"['Gluten', 'Mollusques']",3,14 g,en quantité modérée,1.6 g,en quantité modérée,3.6 g,en faible quantité,1.4 g,en quantité modérée,+15%,-79%,+42%,+18%,+18%,4,-69%,C,-69%,Pâte garnie d'encornets et d'une sauce,,"['France', 'Farine de blé Française', 'Hors France', 'Océan Pacifique', 'Océan Pacifique Sud-Est', 'Tomates de France']",,,,
448,Morbier au lait cru_saveurs 29% de mg - U - 220g,3368959008346,D,220 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages au lait cru', 'Morbiers', 'en:aoc-cheeses', 'en:labeled-cheeses', 'Produits AOC', 'Produits labellisés']",['France'],"['LAIT cru de vache', 'sel', 'présure', 'ferments ', 'dont LAIT', 'colorant : charbon végétal']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1461,-3%,352,-1%,29,-1%,1,+96%,23,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['U'],"['AOP', 'Point Vert', 'Fabriqué en France', 'Au lait cru', 'Eco-Emballages']","['FR 25.041.001 CE', 'Bannans (Doubs, France)']",1461 kj(352 kcal),20,1,"1,3","0,52","['Barquette', 'Plastique', 'Frais', 'Sous atmosphère protectrice']","['Coopérative des Monts de Joux - 36 Rue Laurent Troutet', '25560 Bannans', 'Doubs', 'Franche-Comté', 'France']","['Super U', 'Magasins U']",['E153 - Charbon végétal médicinal'],['Lait'],4,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,-2%,+2%,+214%,-8%,-8%,14,-3%,D,-3%,"Fromage de France AOP, à pâte pressée non cuite, au lait cru de vache",,,http://www.lesmontsdejoux.fr/les-fromages/morbier,,,
449,Tiramisu Framboise - U Saveurs - 2x 100g,3368959512621,E,2 x 100 g,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Frais', 'Desserts lactés', 'Pâtisseries', 'Tiramisu', 'Tiramisu aux fruits']",['France'],"['Lait écrémé en poudre réhydraté ', 'eau', 'lait écrémé en poudre', 'sirop de glucose', 'eau', 'framboises 11%', 'sucre', 'génoise ', 'farine de blé', 'oeuf', 'sucre', ""émulsifiant : mono - et diglycérides d'acides gras"", 'poudres à lever : diphosphates et carbonates de sodium', 'mascarpone 5,1% ', 'crème pasteurisée', 'lait pasteurisé', ""correcteur d'acidité : acide lactique "", 'lait', 'lait écrémé en poudre', 'oeuf', 'huile de tournesol', 'alcool éthylique', 'vin marsala 1%', 'cacao en poudre 1%', 'amidon de tapioca', 'fibres d agrumes', ""correcteur d'acidité : acide citrique"", 'arômes naturels ', 'lait', 'oeuf', 'gélifiant : pectines', 'épaississant : carraghénanes', ""émulsifiant : mono - et diglycérides d'acides gras"", 'extrait de sureau', 'conservateur : sorbate de potassium', ' soit dans le produit 51% de crème au mascarpone', ' teneur en alcool 1,2%', "" certains ingrédients de ce produit ne proviennent pas d'italie""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",873,-7%,208,-0%,"6,7",-12%,30,-4%,"3,7",+4%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,"['U Saveurs', 'U']","['Point Vert', 'Sans colorants', ""Certains ingrédients ne proviennent pas d'Italie""]","['IT 03 200 CE', 'IT Q7S5F CE']",873 kj(208 kcal),"2,4",21,"0,14","0,056","['Frais', 'Emballage carton', 'Pots plastique', 'Opercules film plastique', 'Carton', 'Plastique']",['Italie'],"['Hyper U', 'Super U', 'Magasins U']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E270 - Acide lactique', 'E1510 - Éthanol', 'E330 - Acide citrique', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,6.7 g,en quantité modérée,2.4 g,en quantité modérée,21 g,en quantité élevée,0.14 g,en faible quantité,-5%,-42%,-0%,-3%,-3%,5,-33%,C,-33%,Dessert pâtissier aux framboises et au mascarpone. Tiramisu Framboise,,"['Italie', 'Hors Italie', ""Partiellement d'Italie"", ""Partiellement d'Italiee""]",http://www.a27.it/index.php?lang=ita,,,
450,Tartelette au caramel - U Saveurs - 2x 80g,3368959959259,,2 x 80 g,"['Desserts', 'Frais', 'Tartes', 'Tartelettes']",['France'],"['LAIT entier', 'sucre', ""caramel au BEURRE demi-sel AOC d'isigny 12% "", 'sirop de glucose-fructose', 'LAIT concentré sucré', ""BEURRE demi-sel AOC d'isigny"", 'eau', 'sucre', 'sel', ""blanc d'OEUF"", 'farine de BLE', 'chocolat blanc ', 'sucre', 'LAIT entier en poudre', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', 'amidon de pomme de terre', 'OEUF', 'LAIT entier en poudre', 'huile de tournesol', 'huile de coprah', 'BEURRE', 'LACTOSERUM en poudre', 'huile de colza', 'LACTOSE', 'eau', 'LAIT ÉCRÉMÉ en poudre', 'arôme naturel', 'émulsifiant : lécithine de SOJA', 'caramel 0', '09% ', 'sucre', 'eau', 'sel', 'poudres à lever : carbonate acide de sodium et diphosphate disodique', ' Soit dans le produit 33% de pâte croustillante', ' Certains de ces ingrédients ne proviennent pas de France']",['Non végétalien'],1649,-0%,394,+10%,"19,6",+30%,"49,4",-2%,"4,3",-5%,,,,,,,,"['U Saveurs', 'U']","['Arômes naturels', 'Sans colorants', 'Sans conservateurs', 'Transformé en France', ""Beurre demi-sel A.O.C. d'Isigny""]",,1649 kj(394 kcal),"8,1","41,4","0,34","0,136","['Carton', 'Plastique', 'Frais']",,"['Super U', 'Magasins U']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,19.6 g,en quantité modérée,8.1 g,en quantité élevée,41.4 g,en quantité élevée,0.34 g,en quantité modérée,+9%,-5%,+46%,+14%,+14%,21,+23%,E,+23%,Dessert pâtissier composé d'une mousse saveur caramel sur une pâte croustillante et d'une préparation au caramel,,"['France', 'Blanquefort']",,,,
451,Saucisson sec à l'ancienne sans gluten sans nitrite ajouté - Henri Raffin,3375220501703,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],"['Viande fraiche de porc ', '158 g mis en oeuvre pour 100 g de produit fini', 'LACTOSE', 'sel', 'saccharose', 'épices et plante aromatique dextrose', 'arômes naturels', 'conservateur : salpêtre', 'ferments', ' Boyau naturel de porc traces possibles de FRUITS A COOUE et de LAIT', ' Origine de la viande voir emballage près du numéro de lot', ' Valeur énërgétique pour 100 g : 1586 kl /']",['Non végétalien'],?,,0,-100%,30,-5%,3,+35%,25,-9%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Henri Raffin'],,['130106.63'],0 kj(0 kcal),12,2,"4,5","1,8",,['73110 LA ROCHETTE'],,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,30 g,en quantité élevée,12 g,en quantité élevée,2 g,en faible quantité,4.5 g,en quantité élevée,-100%,-2%,+46%,-4%,-4%,20,-17%,E,-17%,,,['Union européenne'],,,,
