,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,packaging,brand,ingredients_origins,manufacturing,markets,additives,nova_score,generic_name,allergens,link,palm_ingredients
291,Fromage pasteurisé Saint-Argur 33%,0202834022115,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Saucisse sèche,2439594039369,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Jue d'orange,3367302006008,['France'],[],[],?,88,368 kj(88 kcal),"3,4",3,"12,7","6,6","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Emmental de savoie IGP,0219743023164,['France'],[],[],?,396,1657 kj(396 kcal),31,20,"0,5","0,5",29,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,,,,
295,Le pâté au foie de volaille,3701203200019,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,8005240000058,8005240000058,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,La baguette paysan breton,0208680017718,['France'],[],[],?,281,1176 kj(281 kcal),21,14,2,2,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Limonade artisannale,3663911000056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 01304B', ""Pont-d'Ain (Ain, France)""]",,,,,,,,,,,
299,La nouvelle agriculture,0213323030832,['France'],[],[],?,1,4 kj(1 kcal),16,"4,3",0,0,17,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,
300,Huile vegetale olive et noisette bio,3547130094976,['France'],[],[],?,900,3766 kj(900 kcal),100,12,5,0,0,7,"2,8",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Chips Houmous,8594042912244,['France'],[],[],?,491,2054 kj(491 kcal),34,11,"21,78",1,1,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Feuilletés au fromage fondu,3248481008789,['France'],[],[],?,281,1176 kj(281 kcal),13,"6,2",35,"3,8","5,1","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Piémont des agrumes,3770016139007,['France'],[],[],?,459,1920 kj(459 kcal),22,"1,8",49,20,13,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Pastel a base de soja,6930806000529,['France'],[],[],?,485,2029 kj(485 kcal),"24,3",0,61,0,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Criques du croquant,3770016139021,['France'],[],[],?,392,1640 kj(392 kcal),"7,3","1,3","68,3",1,"10,1",1,"0,4",,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Pancakes lakes,3770016139014,['France'],[],[],?,354,1481 kj(354 kcal),5,"2,12","62,2","3,5","8,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Salade de fruits,3760107842473,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Manchego affinage 6 mois,2287270002899,['France'],[],[],?,456,1908 kj(456 kcal),40,28,"0,5","0,5",24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Reblochon fermier,0200442065203,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
310,Tarte Fruits Assortis 6 Parts,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Base para Pollo Crispy,7802410350651,['France'],[],[],?,345,1443 kj(345 kcal),5,0,8,0,7,"2,094","0,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,4027600204436,4027600204436,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Rorax Rohrfrei Power-Granulat,4001499170324,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,,
314,Jus de pomme,2020001632008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Té de vietnam verde con menta ecológico,3760091726315,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Galettes bretonnes,3328079163608,['France'],[],[],?,480,2008 kj(480 kcal),"19,7",13,"70,1","27,3","6,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Apfelschorle,4104760429265,['France'],[],[],?,25,105 kj(25 kcal),55,0,6,"5,7",0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Sauce aïoli,3106520007080,['France'],[],[],?,393,1644 kj(393 kcal),"39,7","3,8","6,1","1,2","2,8","1,09","0,436",,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Zef framboise,3701178602054,['France'],[],[],?,12,50 kj(12 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,raisins secs thompson jumbo,2600186016338,['France'],[],[],?,327,1368 kj(327 kcal),"0,6","0,2","78,3","78,3",2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Cocos Fruchtschnitte,4085200400900,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,8718907076104,8718907076104,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Pickles chou fleur curcuma,3760253597005,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","2,1","1,6","4,8","0,3","0,12",,,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,La belle escalope de poulet - Le Gaulois,2276755026574,['France'],[],[],?,?,,?,,?,,?,0,0,,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Le Gaulois'],,,,,,,,,
325,Peanuts and peanuts butter,0878790000568,['France'],[],[],?,229,958 kj(229 kcal),17,"2,5",10,5,9,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Houmous bio verde,4000915105704,['France'],[],[],?,347,1452 kj(347 kcal),30,"3,9","8,9","1,4","6,2",1,"0,4",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Baguette de Tradition Française,3760280630041,['France'],[],[],?,265,1109 kj(265 kcal),1,"0,1",54,"3,5","8,6","1,2","0,48",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguettes de tradition française']",,1 g,en faible quantité,0.1 g,en faible quantité,3.5 g,en faible quantité,1.2 g,en quantité modérée,,+10%,+10%,-17%,-31%,+8%,+79%,+9%,+5%,+5%,3,-8%,C,-8%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,
328,Nectarine jaune 2Kg plateau cat 1 cal,3661122065390,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,L'original brassé nature,0205853006890,['France'],[],[],?,65,272 kj(65 kcal),"3,5","2,3","4,5","4,5","3,9","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Sagran poudre,3390120013125,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Lait demi écrémé,62516525,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,+2%,-1%,-0%,0%,-2%,-9%,-9%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,
332,Nougat tendre,2335434320225,['France'],[],[],?,424,1774 kj(424 kcal),12,"0,9",74,57,"5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Carémel la référence du caramel,3760008560759,['France'],[],[],?,417,1745 kj(417 kcal),12,"8,7",74,54,"3,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Saucisson tradition,2183809008359,['France'],[],[],?,380,1590 kj(380 kcal),34,13,2,1,18,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Escalope milanaise 100% filet,2208928029068,['France'],[],[],?,144,602 kj(144 kcal),"1,4","0,4",13,"0,9",18,"0,56","0,224",,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']","['Nutriscore', 'Nutriscore A']",1.4 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,0.56 g,en quantité modérée,,+8%,+9%,-25%,-35%,+78%,-47%,-14%,-40%,-40%,-2,-422%,A,-422%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,
336,Extra Njut - Gallia - 33cl,3700693900768,['France'],"['Eau', ""malts d'orge "", 'pilsner malt', 'houblons ', 'simcoe', 'levure ', 'lager yeast', 'fleurs de sureau ', 'origine : Pantin', 'Paris']",[],?,?,,?,,?,,?,,,33 cl,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Berliner Weisse']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",['Gallia'],,"['Pantin', 'France']",,,3,,['Gluten'],,
337,5711474007024,5711474007024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Confiture fraise,3760159441167,['France'],[],[],?,214,895 kj(214 kcal),0,0,52,52,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Saucisson neuchâtelois,2131607011002,['France'],[],[],?,350,1464 kj(350 kcal),28,11,1,0,20,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Croccanti sfogliatine,8013664000479,['France'],[],[],?,523,2188 kj(523 kcal),"28,9","2,6","53,5","1,4","9,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Pasta sezamowa,5905279740112,['France'],[],[],?,657,2749 kj(657 kcal),59,"9,4",5,"0,7",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Coop,7340011469209,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Coop'],,,,,,,,,
343,Energy gel pro,5999076205233,['France'],[],[],?,161,674 kj(161 kcal),2,"1,9",33,23,"2,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,7310500119519,7310500119519,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,"Pomme de terre quartier frais, POM'LORETTE, barquette, 2x500g",3700556400084,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Lime pie detox tea - Fitvia,4260515896246,['France'],[],[],?,4,17 kj(4 kcal),"0,58","0,1","0,9","0,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fitvia'],,,,,,,,,
347,Filet de poulet,0262009021978,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 33.036.001 CE', 'Bazas (Gironde, France)']",,,,,,,,,,,
348,Poulet paprika,0215673024530,['France'],[],[],?,193,808 kj(193 kcal),12,"3,2","3,1",0,18,"0,93","0,372",,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Tomates varappe,0200565008729,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Pormoniers - Diots de Savoie aux Herbes,3760234983988,['France'],[],[],?,302,1264 kj(302 kcal),27,9,"1,2","0,8",16,"2,3","0,92",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",,27 g,en quantité élevée,9 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,,-1%,-1%,+4%,-11%,+17%,+35%,-6%,+5%,+5%,21,-0%,E,-0%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,
351,Artichaut au basilic à tartiner,3760020021467,['France'],[],[],?,330,1381 kj(330 kcal),"35,2","4,9","2,3","1,2",0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,nice’n’easy Chicken Tikka Masala with basmati rice,5706911004148,"['France', 'Norvège']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,,,
353,Boudin noir traditionnel,2294874025520,['France'],[],[],?,301,1259 kj(301 kcal),27,10,"0,6","0,6",16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Mélange apéritif salé,2600228023096,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,9",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Baguette Graineline,0200957005589,['France'],[],[],?,319,1335 kj(319 kcal),"5,9","0,8",53,"0,8",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Duo D’oranges,3124484493350,['France'],[],[],?,39,163 kj(39 kcal),0,0,"9,4","9,3","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Filet mignon séché,2447555041856,['France'],[],[],?,201,841 kj(201 kcal),4,"1,6","0,2","0,2","40,8","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"Limonade citron, citron vert",0745125232966,['France'],[],[],?,22,92 kj(22 kcal),0,0,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Olives vertes méditerranéennes - Bio Gustiamo,8029689006808,['France'],[],"['Végétalien', 'Végétarien']",?,194,812 kj(194 kcal),"18,7","3,3","3,1","0,5","1,1","2,3","0,92",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']","['Végétarien', 'Végétalien']",18.7 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,2.3 g,en quantité élevée,,+1%,+2%,+2%,+18%,+62%,+78%,-17%,-34%,-34%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,['Bio Gustiamo'],,,,,,,,,
360,Biscuits fin l’Original,0654479240070,['France'],[],[],?,514,2151 kj(514 kcal),26,17,65,31,"5,3","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Galette a l’ancienne au chèvre,3760034710982,['France'],[],[],?,294,1230 kj(294 kcal),"17,2","10,7","29,4","1,6","5,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 36.088.008 CE', 'Issoudun (Indre, France)']",,,,,,,,,,,
362,Baguette 250g,0201049002301,['France'],[],[],?,302,1264 kj(302 kcal),"1,4","0,3",61,"2,54","9,9","1,68","0,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Milanaises,0217827026308,['France'],[],[],?,132,552 kj(132 kcal),"1,5","0,4","8,3",1,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Mini navette herbes de Provence,3307484001361,['France'],[],[],?,401,1678 kj(401 kcal),14,"1,9",14,7,68,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Bitter lemon - Fever-Tree,5060108451307,['France'],[],[],?,0,0 kj(0 kcal),0,0,"8,7","7,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fever-Tree'],,,,,,,,,
366,Roscos de vino,8410536010763,['France'],[],[],?,486,2033 kj(486 kcal),23,9,66,33,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Poivre de kampot noir,3760162882155,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivre noir de Kampot']",,,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,['Cambodge'],,,,,,,,
368,Brochette de dinde extra-tendre mecicaine,0215649063235,['France'],[],[],?,118,494 kj(118 kcal),"3,8","1,2","1,9","0,6",19,"0,66","0,264",,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Champignons de Paris à la grecque,2248792011226,['France'],[],[],?,65,272 kj(65 kcal),"3,6","0,3","5,4","3,9","1,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Creme de framboise,3439495303537,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Mascotte crème patissiere,0229126012463,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Filet de poulet - 260.0g,0248103037503,['France'],[],[],?,?,,?,,?,,?,,,260.0 g,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Film en plastique'],,,,,,,,,,
373,Coppa fumée,2642831142474,['France'],[],[],?,225,941 kj(225 kcal),"12,7","5,3","0,3","0,1","27,3","5,61","2,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Taboulé vert,3334320005573,['France'],[],[],?,195,816 kj(195 kcal),12,"1,5",18,"1,5",3,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Poulet roti,0202236056541,['France'],[],[],?,214,895 kj(214 kcal),"9,9","2,8","2,1","1,75",29,"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Harissa,3770012827007,['France'],[],[],?,267.63,1120 kj(267 kcal),"25,43","1,8","12,8",0,"1,89","4,31","1,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Butterfly - Kambly,7614800170233,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kambly'],,,,,,,,,
378,Colis de mure-Frambroise,3760253610117,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Bruschetta ai carciofi,8020454005163,['France'],[],[],?,1277,5343 kj(1277 kcal),"31,5","5,3","0,6","0,5","1,4","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Yao'riz,0650414857044,['France'],[],[],?,63.5,266 kj(63 kcal),"0,1",0,"17,6","0,3","1,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Pain au chocolat,0260145032148,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Puree pommes cassis - Côteaux Nantais - 360g,3301597002567,['France'],[],[],?,55,230 kj(55 kcal),0,0,"12,8","10,9",0,0,0,360 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Côteaux Nantais'],,,,,,,,,
383,Coulant au chocolat,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Qualità Oro,8009360001315,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Escalope de dinde,0217978045333,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,
386,Espresso,8006980163454,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Lonzo,2658911053660,['France'],[],[],?,222,929 kj(222 kcal),"9,4","3,8","0,8","0,4",34,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Pâte à tartiner,04277859,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Moka,8006980421059,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Roquefort,2997019003352,['France'],[],[],?,364,1523 kj(364 kcal),32,24,0,0,19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Glace à vanille - Toupargel,3528161507048,['France'],[],[],?,198,828 kj(198 kcal),"9,4",7,26,24,"2,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Toupargel'],,,,,,,,,
392,Gourmet Columbus,8006980163652,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Les estivales,3700048849872,['France'],[],[],?,168,703 kj(168 kcal),"9,8","2,7","3,8","0,6",16,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Poulet blanc,0279263016923,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 86.293.003 CE', 'Vivonne (Vienne, France)']",,,,,,,,,,,
395,Kokoa,00992341,['France'],[],[],?,194,812 kj(194 kcal),"8,8",5,25,20,"4,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Honey mustard - 285.0ml,4260353179624,"['France', 'Allemagne']",[],[],?,60,251 kj(60 kcal),1,"0,1","9,7","6,5","1,1","1,8","0,72",285.0 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plastique'],,,,,,,,,,
397,Nectar citron et menthe,5027738015088,['France'],[],[],?,32,134 kj(32 kcal),0,0,8,8,"0,32",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Tortillas - Old El Paso,05045976,['France'],[],[],?,299,1251 kj(299 kcal),"5,2","1,2","53,2","2,1","9,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Old El Paso'],,,,,,,,,
399,Achar pachanga,8906068350076,['France'],[],[],?,20,84 kj(20 kcal),"1,5","0,17",0,0,0,"1,475","0,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
