,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,ingredients_origins,nutriment_saturated-fat_tr_diff,quantity,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,traceability_code,generic_name,manufacturing,link,markets,additives,allergens,nova_score,brand_owner,palm_ingredients,producer_info
992,Cheetos,0028400435031,,['France'],"['enriched corn meal ', 'corn meal', 'ferrous sulfate niacin', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'vegetable oi ', 'corn', 'canola', 'and/or sunflower oil', 'cheese seasoning ', 'whey cheddar cheese [milk', 'cheese cultures', 'salt', 'enzymes]', 'canola oil', 'maltodextrin [made from corn]', 'natural and artificia flavors', 'salt', 'whey protein concentrate', 'monosodium glutamate', 'lactic acid', 'citric acid', 'artificial color [yellow 61,quot', 'and salt', 'contains milk ingredients,']",['Non végétalien'],?,2678,35,5,57,7,11205 kj(2678 kcal),4,1,"0,4",,,,,,,,,,,,,,,['Cheetos'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E330 - Acide citrique']",['Lait'],4,,,
993,Cocoyam fufu flour - Tropical Foods Co. Inc. - 680g,0029444423725,,"['France', 'États-Unis']","['Cocoyam ', ""dehydrated tubers of the elephant's ear plant 75%"", 'Cassava 25%', 'Preservative: Sodium Metabisulphite E223', 'Antioxidant: Butylated hydroxytoluene E321']",[],?,?,?,,?,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Ignames', 'en:Fufu flour']",,,,,,43.8%,0.0%,0.0%,37.4%,15.6%,3.2%,97,"['Tropical Foods Co. Inc.', 'Tropiway']",,,680 g,,,,,,,,,,,,,,,,,,,,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E321 - Butylhydroxytoluène']",,3,,,
994,Still water strawberry - Marks & Spencer - 500ml,00213844,,['France'],"['base dieou à l*aròme de fraise', 'avec Eau de source • Acidifiant : Acide citriquq ConseNateur : E202', ""E242 • Antioxydat't À conscynmor de préférence avant fin frais et soc"", ""à l'abri do la et consommer dans les 3 jours van water met aardbeiensmaak"", ' ttvt voedingszuur: citrwu•w', 'E202', 'E242 antioxidant: miaste houdbaar tot einde: zie has &eog donker bewatem Niet geschikt g*oeki bewaren en binnen 3 dager Matières yassesWèten vs Se}', 'Zout O', '03g']",[],?,2,"0,1","0,1","20,1","0,1",8 kj(2 kcal),"0,1","0,03","0,012",,"['Boissons', 'Boissons sans sucre ajouté']",,-95%,-70%,+133%,-80%,,,,,,,,['Marks & Spencer'],,+5%,500 ml,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.03 g,en faible quantité,-96%,-99%,-37%,-37%,2,-64%,C,-64%,,,,,,['Marks & Spencer'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E242 - Dicarbonate de diméthyle']",,,,,
995,M&S granola mango coco,00280792,,"['France', 'Royaume-Uni']","['Oat Flakes ', '47%', ' • Wheat soita', '&/', ' Flakes ', 'contain Gluten', ' ', '13%', ' • Coconut dnut2 Sugar ', '7%', ' • Rapeseed Oil • Chilean Flame Raisins ', '4', '5%', ' • Toasted Coconut Chips ', '4%', ' • Mango Purée ', '3', '5%', ' • Pumpkin Seeds • Concentrated Apple Juice • Freeze Dried Mango teces ', '1', '5%', ' • Flavouringse']",[],?,435,"14,8",3,"61,3","10,5",1820 kj(435 kcal),"16,9","0,08","0,032",,,,,,,,,,,,,,,['M&S'],,,,,,,,,,,,,,,,,,,,['mixed plastic-packet'],,,,,['Marks & Spencer'],,,,,,
996,Quaker Oats Old Fashioned Oatmeal 18 Ounce Paper Cannister - 510g,0030000010204,"['Végétarien', 'Végétalien']","['France', 'Allemagne', 'États-Unis']","['whole grain rolled oats,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,375,"7,5","1,25","67,5","12,5",1570 kj(375 kcal),"2,5",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,+8%,+31%,+15%,+32%,,,,,,,,['Quaker'],,-21%,510g,7.5 g,en quantité modérée,1.25 g,en faible quantité,2.5 g,en faible quantité,0 g,en faible quantité,+8%,-56%,-100%,-100%,-5,-407%,A,-407%,['card-tube'],,,,,,,,1,QTG,,
997,Quaker Rice Cakes Chocolate Crunch 7.23 Ounce Plastic Bag - quaker oats - 14,0030000169476,,"['France', 'États-Unis']","['Whole grain brown rice', 'sugar', 'fructose', 'milk chocolate chips ', 'sugar', 'chocolate liquor', 'dry whole milk', 'cocoa butter', 'soy lecithin', 'vanillin [an artificial flavor]', 'maltodextrin', 'cocoa', 'sunflower oil ', 'with tocopherols added to preserve freshness', 'natural and artificial flavor', 'salt', 'soy lecithin']",['Non végétalien'],?,408,"6,71","2,21","81,63","6,83",1707 kj(408 kcal),"25,43","0,582","0,233",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Céréales et dérivés', 'Biscuits et gâteaux', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,-6%,-43%,+15%,-7%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['quaker oats', 'Quaker', 'Quacker']",,-65%,14,6.71 g,en quantité modérée,2.21 g,en quantité modérée,25.4 g,en quantité élevée,0.583 g,en quantité modérée,-6%,+100%,+220%,+220%,12,+43%,D,+43%,['mixed plastic-bag'],,,,,,['E322i - Lécithine'],['Soja'],4,QTG,,
998,Noodle soup - Nongshim - 120g,0031146150601,"['Sans acides gras trans', 'en:No MSG Added']","['France', 'États-Unis']","['enriched wheat flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'palm oil', 'potato starch', 'modified potato starch', 'salt', 'contains less than 2% of each of the following: beef extract*', 'beef fat*', 'beef stock*', 'black pepper*', 'caramel*', 'corn syrup*', 'dehydrated flakes ', 'green onion', 'bok choy', 'mushroom', 'carrot', 'red chili pepper', 'dextrose', 'disodium guanylate', 'disodium inosinate', 'disodium succinate', 'garlic*', 'ginger*', 'green onion*', 'gum arabic', 'hydrolyzed corn protein', 'hydrolyzed soy protein', 'maltodextrin', 'modified corn starch', 'modified tapioca starch', 'mushroom*', 'natural flavors', 'onion*', 'paprika ', 'color', 'potassium carbonate', 'radish*', 'red chili pepper*', 'riboflavin ', 'color', 'rice*', 'sodium carbonate', 'sodium phosphates', 'soybeans*', 'sugar', 'tocopherols ', 'antioxidant', 'yeast extract', 'yellow corn flour,']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,417,"13,33","6,67","66,67","8,33",1745 kj(417 kcal),"3,33","3,832","1,533",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Soupes', 'Nouilles instantanées']",,+39%,+15%,+65%,+31%,,,,,,,,"['Nongshim', 'Nongshim America  Inc.']",,+27%,120 g,,,,,,,,,+38%,+38%,+47%,+47%,,,,,"['Metallized', 'Plastic', 'Wrapper']",,Spicy Ramen Noodle Soup,"['California', 'United States']",http://www.nongshimusa.com/our-products/meal-noodle/shin-ramyun,,"['E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E363 - Acide succinique', ""E414 - Gomme d'acacia"", 'E501i - Carbonate de potassium', 'E500i - Carbonate de sodium']","['Gluten', 'Soja']",4,"Nong Shim Co., Ltd.",,
999,Ocean Spray Diète Canneberges,0031200444813,,['France'],[],[],?,4,0,0,"1,2",0,17 kj(4 kcal),"0,4","0,016","0,006",,,,,,,,,,,,,,,['Ocean Spray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Cocktail aux canneberges et framboises - Ocean Spray,0031200446190,['Sans colorants'],['France'],[],[],?,40,0,0,10,0,167 kj(40 kcal),8,"0,1","0,04",,,,,,,,,,,,,,,['Ocean Spray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Biscuites danois - Kelsen Group - 454g,0031784989021,['Bio'],['France'],"['Farine de blé', 'sucre', 'graisse végétale', 'beurre concentré 7 %', 'noix de coco râpée', 'sucre inverti', 'sel', 'poudre à lever ', ""bicarbonate d'ammonium"", 'arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,546,36,20,41,"8,6",2284 kj(546 kcal),39,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,+15%,+73%,-36%,+32%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Kelsen Group'],,+98%,454 g,36 g,en quantité élevée,20 g,en quantité élevée,39 g,en quantité élevée,,,+15%,+32%,,,,,,,"['Boite', 'Métal', 'Feuille en métal', 'Etui en carton']",,,['Danemark'],,,"[""E503ii - Carbonate acide d'ammonium""]","['Gluten', 'Lait']",4,,,
1002,Gentle Iron (Fer Doux) - 90 Gélules - Solgar,0033984012493,,"['France', 'Espagne']",[],[],?,1,1,1,1,0,4 kj(1 kcal),1,0,0,,['Compléments alimentaires'],,-100%,-84%,-95%,-100%,,,,,,,,['Solgar'],,-60%,,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,-100%,-86%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,
1003,Peau Ongles Cheveux Avec MSM - 60 Tablets - Solgar,0033984017351,['Halal'],['France'],"['Deux ', '2', ' tablets fournissent Agent liant : cellulose ', 'méthylsulfonylméthane', ' Agents anti-agglomérants dioxyde de silicium', 'acide stéarique végétal', 'stéarate de magnésium Vitamine C 120 mg 150 ', 'acide L-ascorbique', ' Algue rouge en pudre ', ' 150 mg ', 'L', ' calcareum', ' L-Lysine ', 'HCI', ' 50 mg 50 mg L-Proline 15 mg 150 Zinc ', 'citrate', ' Gomme de cellulose Agents de glaçage ', ' hydroxypropylméthyl-cellulose', 'glycérine végétale Cuivre ', 'bysglycinate', ' ', '2000 pg 200 ?AJR = Apports Journaliers Recommar&']",[],?,0,0,0,0,0,0 kj(0 kcal),0,0,0,,,,,,,,,,,,,,,['Solgar'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E460 - Cellulose', 'E570 - Acide stéarique', 'E572 - Stéarate de magnésium', 'E330 - Acide citrique', 'E422 - Glycérol']",,4,,,
1004,Reese's Sticks 42 G,0034000151271,['Contient des OGMs'],['France'],"['aufre ttes crousthllantes fourrées au beurre de cahuetes enrobees de chocolat au lelt 42g Inuts: Beurre de cecehuète ', '45 %', ' [Cacehuetes""', 'sucre** ', 'dextrose*""', 'beurre dhulle végétele hydrogénée ', 'hulle de pelme et de pelmiste', 'sel', 'huile de patcule de mels', 'antioxydent', 'BHQT ', 'E319', '2cide citrique ', 'E330', ' enrobage aeu chocolet ', ' 43 % ', ' ', 'sucre**', 'beurre de c2cao', 'pâte de cacao', 'lait* entier e lectose ', 'leit *', 'hulle végétele ', 'palme', 'karité', 'tournesol', 'cartheme', 'la it* eltiepoudre', 'matière grasse de lait""', 'la poudre de lactosérum** ', ' émulsifiant ', 'de soja /*', ' ', 'E322', ' et Polyricinoléate de polvglycéroi ', 'E476', 'sel', 'ardmes is ', 've nilline', ': chocoletl:&aufrettes ', '12%', ' [Farine de blé enrichie ', 'ferine', 'nfate ferreux', 'thiamine mono-nitrate', 'Riboflavine et acide folique', 'sucre * Fhlle de palmiste', 'émulsifiant', 'lécithine de soja ""/ ', 'E322', ' 28ent leve nt', 'Atboni te sodium ', 'ES00', 'H', 'l *Allergenes ', 'Ingrédients avec]', ' **Produit è pertir de bettereves @ sucre', 'blé et greines de soja génétiquement modifiés', "" COMIONS de conservetion et d'utilisation:""]","['Huile de palme', 'Non végétalien']",?,542,"30,7","12,8",56,"10,3",2268 kj(542 kcal),41,"0,8","0,32",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,+8%,+12%,+1%,+51%,,,,,,,,['Reese’s'],,-15%,,30.7 g,en quantité élevée,12.8 g,en quantité élevée,41 g,en quantité élevée,0.8 g,en quantité modérée,+7%,-9%,+148%,+148%,27,+11%,E,+11%,['Plastique'],,,,,,"['E319 - Butylhydroquinone tertiaire', 'E330 - Acide citrique', 'E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E322i - Lécithine']","['Gluten', 'Soja']",4,,['Huile de palme'],
1005,Reese's Peanut Butter Snowmen - Hershey's,0034000666379,['Contient des OGMs'],"['France', 'États-Unis']","['Milk chocolate [sugar', ' cocoa butter', ' chocolate', ' nonfat milk', ' milk fat', ' lactose', ' lecithin ', 'soy', ' pgpr', 'emulsifier]', ' peanuts', ' sugar', ' dextrose', ' salt', ' tbhq and citric acid', 'to maintain freshness']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,514,"28,57","11,43",60,"8,57",2151 kj(514 kcal),"54,29","0,75","0,3",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+22%,+94%,-10%,+104%,,,,,,,,"[""Hershey's""]",,+77%,,28.6 g,en quantité élevée,11.4 g,en quantité élevée,54.3 g,en quantité élevée,0.75 g,en quantité modérée,+22%,+9%,+410%,+410%,26,+43%,E,+43%,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E319 - Butylhydroquinone tertiaire', 'E330 - Acide citrique']","['Lait', 'Arachides', 'Soja']",4,REESE'S,,
1006,85% cocoa dark chocolate - Lindt - 3.5OZ (100g),0037466016450,,"['France', 'États-Unis']","['Chocolate', 'cocoa powder', 'cocoa butter', 'demerara sugar', 'bourbon vanilla beans']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,575,45,"27,5","37,5","12,5",2400 kj(575 kcal),"12,5","0,094","0,038",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Chocolats', 'Chocolats noirs']",,+3%,+14%,-3%,+63%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Lindt', 'Lindt & Sprungli (Usa) Inc.']",,+19%,3.5 OZ (100g),45 g,en quantité élevée,27.5 g,en quantité élevée,12.5 g,en quantité modérée,0.0938 g,en faible quantité,+3%,-61%,+101%,+101%,14,-34%,D,-34%,['Card'],,,['United States'],,,,,3,Lindt & Sprungli (Schweiz) AG,,
1007,Céréales Froot Loops - Kellogg's - 345g,0038000391187,['Contient des OGMs'],"['France', 'États-Unis']","['Corn fiour blend ', 'vfto!e grain yellow corn flour', 'degerminated yellow corn flour', 'Sugar', 'Wheat flour', 'whole grain oat flour', 'modified food starch', 'contains or less of hydrogenated vegetable oil ', 'coconut softean andior cottonseed', 'oat liber', 'soluo!e corn fiber', 'natural flavor', 'red 40', 'turmeric extract cdor', 'blue l', 'annatto extract color', 'BHT for freshness', ' Vitamins and Minerals: VIEmin C ', 'sodium ascorbate and ascorbic acid', 'rt?ductd iron', 'zinc vitamin BC ', 'pyridoxine hydrochlotide', ' viEmIn 82 ', 'riboflavin', 'vitamtn BI ', 'thiamin hydrocffo:ide', 'vitamin A palmitate', 'folic acid', 'vitamin BI vitamin']",[],?,379,"3,45","1,72","89,66","3,45",1586 kj(379 kcal),"41,38","1,165","0,466",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,+9%,-40%,+52%,-63%,,,,,,,,"[""Kellogg's""]",,+9%,345 g,3.45 g,en quantité modérée,1.72 g,en quantité modérée,41.4 g,en quantité élevée,1.17 g,en quantité modérée,+9%,+627%,+287%,+287%,14,+759%,D,+759%,['Boite cartonnée'],,Céréales,,,['Easy Market'],"['E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", 'E110 - Jaune orangé S', 'E160b - Rocou', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",['Gluten'],4,The Kellogg Company,,
1008,Sweetened multi-grain cereal - Kellogg's - 481g,0038000391200,,"['France', 'États-Unis']","['sugar', 'corn flour blend ', 'whole grain yellow corn flour', 'degerminated yellow corn flour', 'wheat flour', 'whole grain oat flour', 'oat fiber', 'soluble corn fiber', 'contains 2% or less of partially hydrogenated vegetable oil ', 'coconut', 'soybean and/or cottonseed', 'salt', 'red 40', 'natural flavor', 'blue 2', 'turmeric color', 'yellow 6', 'annatto color', 'blue 1', 'bht for freshness', 'vitamins and minerals: vitamin c ', 'sodium ascorbate and ascorbic acid', 'niacinamide', 'reduced iron', 'zinc oxide', 'vitamin b6 ', 'pyridoxine hydrochloride', 'vitamin b2 ', 'riboflavin', 'vitamin b1 ', 'thiamin hydrochloride', 'vitamin a palmitate', 'folic acid', 'vitamin d', 'vitamin b12,']",[],?,379,"3,45","1,72","89,66","3,45",1586 kj(379 kcal),"41,38","1,165","0,466",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,-5%,-60%,+34%,-63%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"[""Kellogg's""]",,-22%,481 g,3.45 g,en quantité modérée,1.72 g,en quantité modérée,41.4 g,en quantité élevée,1.17 g,en quantité modérée,-5%,+148%,+226%,+226%,14,+160%,D,+160%,['Box'],,,,,,"['E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", 'E110 - Jaune orangé S', 'E160b - Rocou', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']","['Gluten', 'Soja']",4,The Kellogg Company,,
1009,Oatmeal Square - Quaker - 411g,0038527591053,,"['France', 'Israël', 'Mexique']","['Harina entera de avena', 'harina entera de trigo', 'azúcar morena', 'maltodextrina', 'canela', 'melaza', 'sal,carbonato de calcio', 'sodio', 'bicarbonato', 'sabor natural,ascorbato sódico,hierro reducido', 'acetato de alfatocoferol,BHT', 'niacinamida,óxido de zinc,vitamina B 1', 'ácido folico', 'vitamina B6', 'vitamina A', 'vitamina B2']",[],?,363,"4,66",1,"69,26",11,1519 kj(363 kcal),"16,65","0,83","0,332",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,-9%,-46%,+4%,+18%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Quaker'],,-55%,411 g,4.66 g,en quantité modérée,1 g,en faible quantité,16.6 g,en quantité élevée,0.83 g,en quantité modérée,-9%,-0%,+132%,+132%,0,-100%,B,-100%,['cartón'],,cereal,,,['Superama'],['E321 - Butylhydroxytoluène'],,3,,,
1010,"Fruit In Juice, Tropical Fruits - Dole",0038900030414,['Sans sucre ajouté'],"['Belgique', 'France']",[],[],?,53,"0,1","0,1",12,"0,5",222 kj(53 kcal),12,"0,1","0,04",,,,,,,,,,,,,,,['Dole'],,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,
1011,Fruttato timeless - Colavita,0039153010109,,"['France', 'États-Unis']",['Extra virgin olive oil'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,800,"93,3","13,3",0,0,3350 kj(800 kcal),0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-7%,-2%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"['Colavita', 'Colavita Usa  Llc']",,-5%,,93.3 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-6%,,-100%,-100%,5,-19%,C,-19%,,,,,,,,,2,,,
1012,Belgian milk chocolate rice cakes,00348102,,['France'],[],[],?,481,"20,4","12,2","65,5","7,9",2013 kj(481 kcal),"26,4","0,13","0,052",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']",,-2%,-9%,+3%,+12%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,-8%,,20.4 g,en quantité élevée,12.2 g,en quantité élevée,26.4 g,en quantité élevée,0.13 g,en faible quantité,-2%,-3%,-2%,-2%,21,+7%,E,+7%,,,,,,,,,,,,
1013,Tzatziki - M&S,00399135,,"['France', 'Royaume-Uni']",[],[],?,120,"9,9","4,7","4,2","3,1",502 kj(120 kcal),"2,8","0,6","0,24",,"['Epicerie', 'Sauces', 'Tzatzíki']",,-14%,-11%,+11%,-37%,,,,,,,,['M&S'],,+66%,,9.9 g,en quantité modérée,4.7 g,en quantité modérée,2.8 g,en faible quantité,0.6 g,en quantité modérée,-13%,+3%,-31%,-31%,6,+26%,C,+26%,,,,,,['Marks & Spencer'],,,,,,
1014,Mini meringues - Marks & Spencer,00399777,['Végétarien'],['France'],"['Sucre', ""blanc d'œuf pasteurisé""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,395,"0,2","0,1","92,8","5,5",1653 kj(395 kcal),"91,4","0,2","0,08",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,+4%,-81%,+7%,+36%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,['Marks & Spencer'],,-73%,,0.2 g,en faible quantité,0.1 g,en faible quantité,91.4 g,en quantité élevée,0.2 g,en faible quantité,+5%,+10%,+24%,+24%,14,-3%,D,-3%,['Plastique'],,,,,['Marks & Spencer'],,['Œufs'],3,,,
1015,Milk chocolate bar - Snickers,0040000424314,['Pur beurre de cacao'],"['France', 'Espagne', 'États-Unis']","['milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'artificial flavor', 'peanuts', 'corn syrup', 'sugar', 'sugar', 'milkfat', 'skim milk', 'partially hydrogenated soybean oil', 'lactose', 'salt', 'egg whites', 'chocolate', 'artificially flavor,']",['Non végétalien'],?,474,"22,77","8,54","62,62","7,59",1983 kj(474 kcal),"51,23","0,57","0,228",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,-6%,-17%,+13%,+11%,,,,,,,,"['Snickers', 'Mars']",,-43%,,22.8 g,en quantité élevée,8.54 g,en quantité élevée,51.2 g,en quantité élevée,0.57 g,en quantité modérée,-6%,+14%,+76%,+76%,24,-2%,E,-2%,['Wrapper'],,,,,,['E322i - Lécithine'],"['Œufs', 'Lait', 'Arachides', 'Soja']",4,Mars Chocolate North America LLC,,
1016,M &m-white Chocolate-1.5oz - M&M's - 42.5g,0040000527152,['Contient des OGMs'],"['France', 'Allemagne']","['Chocolat blanc ', 'sucre', 'beurre de cacao', 'lait écrémé', 'graisse laitière', 'lécithine de soja', 'sel', 'arôme naturel', 'sucre', 'moins de 2% de : amidon de maïs', 'sirop de maïs', 'dextrine', 'colorants ', 'E133', 'E129', 'E102', 'E110', '*', 'gomme acacia']",['Non végétalien'],?,517,"25,9","16,5","72,5",5,2163 kj(517 kcal),70,"0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']",,+1%,+2%,+23%,-43%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,"[""M&M's""]",,+51%,42.5 g,25.9 g,en quantité élevée,16.5 g,en quantité élevée,70 g,en quantité élevée,0.1 g,en faible quantité,+2%,+31%,-26%,-26%,26,+3%,E,+3%,"['Plastique', 'Stück']",,M&M's chocolat blanc,,,,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E110 - Jaune orangé S', ""E414 - Gomme d'acacia""]","['Lait', 'Soja']",4,,,
1017,Sauce Soja Moins de sodium - kikkoman - 296ml,0041390001055,,"['Canada', 'France', 'États-Unis']","['INGREDIENTS EAU', 'BLE', 'SOJA', 'SEL', 'ACIDE LACTIQUE', 'BENZOATE DE SODIUM', 'AGENT DE BRASSAGE ', 'ASPERGILLUS SOJAE']",[],?,67,0,0,"6,67","6,67",280 kj(67 kcal),"1,83","9,582","3,833",B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Sauces au soja salées']",,-16%,-100%,-13%,-4%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['Kikkoman', 'Kikkoman Sales Usa  Inc.']",,-100%,296ml,0 g,en faible quantité,0 g,en faible quantité,1.83 g,en faible quantité,9.58 g,en quantité élevée,-14%,-41%,-27%,-27%,6,-28%,C,-28%,,,,,,,"['E270 - Acide lactique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']",3,"Kikkoman Sales USA, Inc.",,
