,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,packaging,traceability_code,allergens,nova_score,markets,generic_name,ingredients_origins,manufacturing,additives,brand_owner,link,palm_ingredients
973,Tarallini - 300g,8014606083055,['France'],[],[],?,472,1975 kj(472 kcal),"18,5","2,1","67,7","1,8","8,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,
974,Taste collection - Lipton,8722700648680,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,,,,,,,,,,,,,,,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Sucre,3220036612092,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Grana padano - Monoprix,0200006027708,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,
977,Sel marin de l'île de Ré,3558180031262,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,"Huile d'olive non filtrée, fruitée",3505130511213,['France'],[],[],?,824,3448 kj(824 kcal),"91,5","12,6",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
979,Amandes chocolat,0003100000000,['France'],[],[],?,569,2381 kj(569 kcal),"29,2",10,"58,4","50,5",9,"0,049","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Amandes décortiquées,2609849058586,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1","0,01","0,004",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,+3%,-3%,+64%,-6%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,,,,,,,,,,,,,,
981,Pumpkin seed butter - 170g,8719153014056,['France'],[],[],?,593,2481 kj(593 kcal),49,"8,7","4,7","1,4",30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,,,,,,,,
982,Cassis - La Chareyrade - 400g,3511281001039,['France'],[],[],?,213,891 kj(213 kcal),"0,3","0,06",48,46,"0,52","0,013","0,005",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,-7%,+6%,-12%,-14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['La Chareyrade', 'Soppreg']",0.3 g,en faible quantité,0.06 g,en faible quantité,46 g,en quantité élevée,0.013 g,en faible quantité,-7%,-2%,-11%,-52%,-52%,7,-24%,C,-24%,400 g,['Point Vert'],,,,,,,,,,,,
983,Crème glacée fermière noix de coco,3770010509134,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Marco Polo belle henriette,2890498022893,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Saucisse de viande supérieure,3550380041072,['France'],[],[],?,237,992 kj(237 kcal),21,"7,9","0,6","0,6",12,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Saucisson Sec,993333,['France'],[],[],?,236,987 kj(236 kcal),"6,5","2,5","1,4","0,6",43,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Kandierte Walnusse,4250129559279,['France'],[],[],?,323,1351 kj(323 kcal),10,"0,5","74,6","64,8","4,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Emmental grand cru,0212224018697,['France'],[],[],?,407,1703 kj(407 kcal),"31,5","18,5",1,1,29,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,
989,Véritable andouillette de Troyes,2613598022170,['France'],[],[],?,246,1029 kj(246 kcal),19,9,"0,4","0,4",18,"1,7","0,68",E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,+4%,+8%,-8%,-2%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,19 g,en quantité modérée,9 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,+6%,+10%,+15%,-6%,-6%,18,+3%,D,+3%,,,,"['FR 10.297.001 CE', 'Pont-Sainte-Marie (Aube, France)']",,,,,,,,,,
990,Golden Mushrooms,8717677861255,['France'],[],[],?,20,84 kj(20 kcal),2,0,2,0,2,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,tapenade aux olives noires - 500g,3760048382458,['France'],[],[],?,604,2527 kj(604 kcal),64,6,"1,7","0,3","5,2","4,8","1,92",C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,+120%,+139%,-46%,+195%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,64 g,en quantité élevée,6 g,en quantité élevée,0.3 g,en faible quantité,4.8 g,en quantité élevée,+120%,+71%,-36%,+53%,+53%,22,+49%,E,+49%,500 g,,,,,,,,,,,,,
992,Croustade aux noix,3523539999043,['France'],[],[],?,47,197 kj(47 kcal),"26,8","11,1","51,2","34,6","6,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 46127A', 'Gourdon (Lot, France)']",,,,,,,,,,
993,Chateau peynon,3259866240175,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,
994,Salade Mechouia - El Miziena,6191557000729,['France'],[],[],?,190,795 kj(190 kcal),18,18,"6,4","6,4","0,8",11,"4,4",,,,,,,,,,,,,,,['El Miziena'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Classic rhum - 500ml,6091307117021,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,,,,,,,,,,,,,
996,Wawel Trufles In Chocolate 280G,5900102010707,['France'],[],[],?,420,1757 kj(420 kcal),16,8,64,64,4,"0,007","0,003",,,,,,,,,,,,,,,['Wawel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Piment jalapone,3700671747613,['France'],[],[],?,39,163 kj(39 kcal),"0,3",0,"7,2","0,9","0,5","5,3","2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Skittles Tropical,0100040163045,['France'],[],[],?,250,1046 kj(250 kcal),"2,5","2,5",56,45,0,"0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-30%,+34%,-33%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Skittles'],2.5 g,en faible quantité,2.5 g,en quantité modérée,45 g,en quantité élevée,0.02 g,en faible quantité,-30%,+136%,-22%,-83%,-83%,14,-3%,D,-3%,,,,,,,,,,,,,,
999,Jujube,6951481933018,['France'],[],[],?,26,109 kj(26 kcal),14,1,5,2,12,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Sucettes caramel Breizh - La Trinitaine,3260260211555,['France'],[],[],?,437,1828 kj(437 kcal),"10,3","6,3","84,7","63,9","1,5","0,6","0,24",,,,,,,,,,,,,,,['La Trinitaine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Sauce Poivre Ravigore,3760258222070,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Huile vierge de noisette,3587813250046,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noisette']",,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1003,Tomme blanche,2225679017458,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Noix de cajou crues,2600203015559,['France'],[],[],?,595,2489 kj(595 kcal),"43,9","7,8","30,8","5,8","18,2","0,03","0,012",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,-1%,-5%,+20%,-3%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.8 g,en quantité modérée,0.03 g,en faible quantité,-0%,-8%,-11%,-95%,-95%,5,-34%,C,-34%,,,,,,,,,,,,,,
1005,Crispy Skyr et Grenade,79969111362,['France'],[],[],?,329,1377 kj(329 kcal),"20,4","12,6","29,7","28,5","5,7","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Pur jus de pomme,9250108,['France'],[],[],?,34,142 kj(34 kcal),"0,1","0,1",8,8,"0,5","0,03","0,012",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,-26%,-44%,-27%,+128%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,0.1 g,en faible quantité,0.1 g,en faible quantité,8 g,en quantité élevée,0.03 g,en faible quantité,-26%,+197%,-23%,+140%,+140%,1,-76%,B,-76%,,,,,,,,,,,,,,
1007,Pu erh tea,8424409309748,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Brie pasteurisé 25% matière grasse ma crémière,0200895015817,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Midilight,3613960008466,['France'],[],[],?,330,1381 kj(330 kcal),"3,2","1,5",17,15,53,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Yaourt bio pêche - Bio des Peupliers - 125g,3374270901044,['France'],"[""Lait entier* de Normandie issu d'animaux nourris sans OGM "", '<0', '9%', 'préparation pêche* ', '20%', ' ', 'pêche* ', '45%', 'sucre* ', '30%', 'purée de pêche* ', '15%', 'stabilisants : amidon - carraghénane', 'arôme naturel', 'jus concentré de citron*', 'sucre de canne* ', '3%', 'poudre de lait écrémé*', 'ferments lactiques', ""\r *Produits issus de l'agriculture biologique"", 'certifié ECOCERT FR-BIO-01']",['Non végétalien'],?,93.23,390 kj(93 kcal),"2,49","1,64","14,38","13,73","3,32","0,03","0,012",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la pêche', 'Yaourts biologique']",,+1%,-2%,+8%,-6%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio des Peupliers', 'Ferme des Peupliers']",2.49 g,en faible quantité,1.64 g,en quantité modérée,13.7 g,en quantité élevée,0.03 g,en faible quantité,0%,+2%,+13%,-72%,-72%,2,+2%,B,+2%,125g,"['Bio', 'Bio européen', 'Nourri sans OGM', 'Sans OGM', 'AB Agriculture Biologique']","['pot en verre', 'Verre', 'Pot']","['FR 27.247.001 CE', 'Flipou (Eure, France)']",['Lait'],4,,Yaourt ferme au lait entier biologique sur lit de pêche biologique,,"['France', 'Normandie', 'Fretteville']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,
1011,Bon matin a la chicorée -,3760048990769,['France'],[],[],?,101,423 kj(101 kcal),"0,1","0,1","21,8","9,9","0,9","0,8","0,32",E,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",,-52%,-93%,-47%,-84%,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,0.1 g,en faible quantité,0.1 g,en faible quantité,9.9 g,en quantité élevée,0.8 g,en quantité élevée,-55%,-87%,-34%,+90%,+90%,,,,,,,,,,,,,,,,,,
1012,Les galettes broceliande,3760231700113,['France'],[],[],?,458,1916 kj(458 kcal),24,14,52,22,0,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Diet super green,260419100908,['France'],[],[],?,234,979 kj(234 kcal),"4,2","0,6",21,"3,1",22,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Cantal entre deux potions,2467431023486,['France'],[],[],?,371,1552 kj(371 kcal),"30,3",19,"0,18",0,"24,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Confiture de Myrtille,3700680100065,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Confiture Fruits des bois,3363470210223,['France'],[],[],?,234,979 kj(234 kcal),"0,1",0,60,58,"0,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Emmental de Savoie IGP,0219743019945,['France'],[],[],?,396,1657 kj(396 kcal),31,20,"0,4","0,4",29,"0,3","0,12",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Emmentals de Savoie']",,-0%,0%,-29%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,31 g,en quantité élevée,20 g,en quantité élevée,0.4 g,en faible quantité,0.3 g,en quantité modérée,-0%,-1%,+16%,-3%,-3%,10,0%,C,0%,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,,,
1018,Nutôloire,3700774300784,['France'],[],['Sans huile de palme'],?,591,2473 kj(591 kcal),43,"7,6",41,38,"8,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,
1019,Pimientos del piquillo - 120g,8436030023696,['France'],[],[],?,170,711 kj(170 kcal),15,"2,7","6,8",3,"2,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,,,
1020,Croustillant au caramel - Brieuc,3760074412457,['France'],[],[],?,527,2205 kj(527 kcal),21,14,69,43,"3,1","0,81","0,324",,,,,,,,,,,,,,,['Brieuc'],,,,,,,,,,,,,,,,,,,['Sans colorants'],,"['EMB 22278K', ""Saint-Brieuc (Côtes-d'Armor, France)""]",,,,,,,,,,
1021,Spritzs de montbozon - 250g,3760086672511,['France'],[],[],?,558,2335 kj(558 kcal),"34,9","18,72","51,7","22,1","7,8","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
1022,Banane Bio,2805379010630,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1023,Play !,5941588002282,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,9","11,4",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Supervalu Apricot Jam (454 Grams),5099839311369,['France'],[],[],?,253,1059 kj(253 kcal),"0,5","0,2",61,53,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Stracchino -,8004348139431,['France'],[],[],?,196,820 kj(196 kcal),14,9,"1,8","1,5",17,1,"0,4",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Stracchino']",,-40%,-45%,+110%,-19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,14 g,en quantité modérée,9 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,-40%,-47%,+144%,-6%,-6%,9,-30%,C,-30%,,,,,,,,,,,,,,
1026,Sorbet pamplemousse - Metro Chef,3439496403007,['France'],[],[],531,?,531 kj(127 kcal),"< 0,5","< 0,5","30,6",28,"< 0,5","0,05","0,02",C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au pamplemousse']",+7%,,+75%,+7%,+10%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['Metro Chef', 'Metro']",0.5 g,en faible quantité,0.5 g,en faible quantité,28 g,en quantité élevée,0.05 g,en faible quantité,+4%,+442%,+16%,+67%,+67%,7,+33%,C,+33%,,['Produits destinés aux professionnels'],,,,,,,,,,,,
1027,Gingembre confit - Alain Ducasse,3700829005688,['France'],[],[],?,374,1565 kj(374 kcal),"8,3","4,9",68,39,2,"0,08","0,032",,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Dar Vida extra fin fromage,7610032065545,['France'],[],[],?,442,1849 kj(442 kcal),16,"3,9",55,"2,6",15,"2,6","1,04",,,,,,,,,,,,,,,['Dar vida'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Anti cellulite expert,7111606241438,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Quaker oats - 800g,9448630003632,['France'],[],[],?,375,1569 kj(375 kcal),8,"1,5",60,"1,1",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 g,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,
1031,La pouzzolane,3760030910133,['France'],[],[],?,503,2105 kj(503 kcal),26,18,58,23,"6,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Poulet fumé cuit au bois de hêrre,2209620005190,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Mantecados surtidos,93209328,['France'],[],[],?,498,2084 kj(498 kcal),"22,8","8,5","67,1","22,8","5,1","0,048","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Bâtonnets gourmands - Auchan - 150g,3596710727940,['France'],[],[],?,523,2188 kj(523 kcal),28,16,"60,6",38,"6,5","0,41","0,164",,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,
1035,Paté de campagne au piment d'espelette,3700116100522,['France'],[],[],?,324,1356 kj(324 kcal),"29,3","28,7","0,7","0,5","14,4","2,65","1,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Sardelki,2819200008130,['France'],[],[],?,263,1100 kj(263 kcal),"25,1","10,1","2,2","0,7","8,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Super greens pomegranate cranberry - 500g,5060339308883,['France'],[],[],?,9,38 kj(9 kcal),"1,133",0,"0,83","0,166","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
1038,vinaigre de cidre (Elma sirkesi) - Kühne,8696027011017,['France'],[],[],?,29,121 kj(29 kcal),"0,1","0,1","2,3","0,1","0,2",0,0,B,"['Vinaigres', 'Vinaigres de cidre']",,+93%,-5%,+53%,+36%,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,['Kühne'],0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,+102%,+291%,-87%,-100%,-100%,,,,,,,,,,,,,,,,,,
1039,Râpée forezienne,2270619023945,['France'],[],[],?,185,774 kj(185 kcal),9,0,"21,5",0,3,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",,,,,,,,,,
1040,hyper drink bio café - Nutrisens,3701052000518,['France'],[],[],?,150,628 kj(150 kcal),5,"0,5",17,"6,1",9,"0,11","0,044",,,,,,,,,,,,,,,['Nutrisens'],,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1041,Kelloggs Crunchy Nut - Kellogg's,5053827209762,['France'],[],[],?,398,1665 kj(398 kcal),"4,5","0,7",82,35,6,"0,75","0,3",,,,,,,,,,,,,,,"[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Merguez clean label - Carrefour,2280351024018,['France'],[],[],?,244,1021 kj(244 kcal),17,"7,5","4,1",0,"12,4","0,7","0,28",,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,"['FR 74.225.052 CE', 'Rumilly (Haute-Savoie, France)']",,,['Carrefour'],,,,,,,
1043,Les Grillades du Chef,2447089029399,['France'],[],[],?,259,1084 kj(259 kcal),21,"6,3","2,1","0,8",15,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,
1044,La Trappe Bockbier Rood 33 CL Fles,8711406017487,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Soupe tikka masala - Unilever Food Solutions,8712566234592,['France'],"['Eau', 'oignon ', '6%', 'huile de colza', 'amidon modifié de mais', 'LAIT fermenté ', '1,9%', 'lentilles ', '1,6%', 'viande de poule ', '1,5%', 'noix de coco ', '1,4%', 'farine de BLÉ', 'LAIT écrémé en poudre', 'épices ', '0,8%', ' ', 'paprika gingembre', 'poivre', 'curcuma ', '0,1%', 'noix de muscade', 'sucre', 'sel', 'coriandre ', '0 arôme ', 'dont BLÉ', 'LACTOSE', 'extrait de levure', 'stabilisant ', 'E451', 'E452 2,5kg e', 'rendement moyen 2,5l']","['Non végétalien', 'Non végétarien']",?,71,297 kj(71 kcal),"3,8","1,1","6,7","2,9","2,4","0,75","0,3",,"['Plats préparés', 'Soupes']",,+25%,+96%,+17%,+9%,,,,,,,,['Unilever Food Solutions'],3.8 g,en quantité modérée,1.1 g,en faible quantité,2.9 g,en faible quantité,0.75 g,en quantité modérée,+25%,+82%,+68%,-13%,-13%,3,+83%,C,+83%,,['Sans arômes ajoutés'],,,"['Gluten', 'Lait']",4,,,,,"['E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,,
1046,Bonbons violette - 100g,3760101391014,['France'],[],[],?,392,1640 kj(392 kcal),"0,5","0,1",96,64,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
1047,Sel Grillades  de la mer,3760065880012,['France'],[],[],?,61,255 kj(61 kcal),"1,04","0,5","7,2","2,5",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Tartine chèvre épinards,0202962019681,['France'],[],[],?,276,1155 kj(276 kcal),"8,5","5,6",36,"2,4",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Lindt Macarons Erdbeere,4000539129506,['France'],[],[],?,555,2322 kj(555 kcal),35,20,52,47,"7,1","0,13","0,052",,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,
1050,Sweet Chilli Barbecue - Go tan,8710605030495,['France'],[],[],?,220,920 kj(220 kcal),1,"0,1","51,6","48,1",1,"2,4","0,96",,"['Epicerie', 'Sauces', 'Sauces chili']",,+156%,+10%,+256%,+3%,,,,,,,,['Go tan'],1 g,en faible quantité,0.1 g,en faible quantité,48.1 g,en quantité élevée,2.4 g,en quantité élevée,+161%,-40%,+367%,-39%,-39%,22,+110%,E,+110%,,,,,,,,,,,,,,
1051,Poivrons grillés - Sud'n'sol,3585510011878,['France'],[],[],?,162,678 kj(162 kcal),13,"0,9","6,6",6,"1,7","1,2","0,48",,,,,,,,,,,,,,,"[""Sud'n'sol""]",,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
1052,Pomme de terre,0200010012660,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
